排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'179,SZ002543.万和电气,'12.97,'+10.01%,'1.45,'13.07,8.83%,4.15%,'1.78,3.73%,13.93%,'88,'+29.21%,家电行业
'180,SH600901.江苏金租,'5.93,'-1.33%,'1.46,'11.44,7.97%,1.31%,'1.38,4.55%,13.71%,'343,'+18.70%,多元金融
'181,SH603129.春风动力,'244.01,'+7.59%,'1.46,'23.13,16.11%,3.88%,'5.52,1.58%,26.73%,'372,'+58.75%,交运设备
'182,SZ000728.国元证券,'8.63,'+0.12%,'1.46,'15.53,10.68%,5.38%,'1.01,1.86%,6.69%,'376,'+5.33%,证券
'183,SH600018.上港集团,'5.70,0.00%,'1.47,'8.75,6.56%,0.71%,'0.97,3.42%,11.47%,'1327,'-4.45%,航运港口
'184,SH600551.时代出版,'9.23,'-1.07%,'1.47,'15.74,13.46%,2.96%,'1.07,4.33%,6.85%,'63,'+10.91%,文化传媒
'185,SH603345.安井食品,'73.82,'-0.42%,'1.47,'17.07,13.02%,4.07%,'1.84,4.53%,10.92%,'217,'-7.05%,食品饮料
'186,SZ002444.巨星科技,'32.40,'+0.68%,'1.47,'16.35,11.21%,1.65%,'2.27,1.56%,14.61%,'384,'+0.15%,通用设备
'187,SZ002997.瑞鹄模具,'40.91,'+2.15%,'1.47,'20.17,14.71%,0.25%,'3.59,0.75%,19.30%,'84,'+19.07%,汽车零部件
'188,SH601016.节能风电,'3.01,'-0.33%,'1.48,'15.11,10.48%,0.96%,'1.08,2.46%,7.33%,'195,'-2.64%,电力行业
'189,SZ000791.甘肃能源,'6.66,'+0.30%,'1.48,'10.39,12.70%,0.21%,'1.53,2.71%,18.17%,'215,'+13.63%,电力行业
'190,SH601126.四方股份,'17.24,'+0.88%,'1.49,'18.51,12.82%,2.15%,'2.97,4.18%,16.76%,'144,'+6.11%,电网设备
'191,SH601928.凤凰传媒,'10.99,'+0.18%,'1.50,'16.00,8.56%,1.77%,'1.39,4.55%,8.81%,'280,'-0.56%,文化传媒
'192,SZ000902.新洋丰,'14.62,'+1.53%,'1.50,'12.16,8.52%,1.25%,'1.63,2.08%,14.13%,'181,'+14.65%,化肥行业
'193,SH600323.瀚蓝环境,'27.54,'+0.47%,'1.51,'13.19,8.90%,0.68%,'1.62,2.90%,12.94%,'225,'+20.56%,环保行业
'194,SH600517.国网英大,'5.39,'+0.37%,'1.51,'17.49,11.76%,0.77%,'1.40,1.54%,8.29%,'308,'-1.20%,多元金融
'195,SZ000039.中集集团,'8.17,'-0.24%,'1.51,'12.87,7.79%,1.08%,'0.88,2.15%,6.88%,'189,'+7.46%,通用设备
'196,SZ300415.伊之密,'21.70,'+2.17%,'1.51,'15.94,10.88%,2.80%,'3.21,2.35%,21.67%,'100,'+10.82%,专用设备
'197,SZ300910.瑞丰新材,'57.14,'+2.11%,'1.51,'21.66,15.25%,1.34%,'4.66,2.14%,23.09%,'166,'+22.53%,化学制品
'198,SH601800.中国交建,'9.21,'-0.11%,'1.52,'6.60,5.21%,0.96%,'0.47,3.28%,7.22%,'1092,'-8.89%,工程建设
'199,SZ300316.晶盛机电,'28.57,'+1.42%,'1.52,'18.33,13.12%,3.29%,'2.15,1.42%,12.12%,'369,'-9.14%,光伏设备
'200,SH600995.南网储能,'10.13,'+0.20%,'1.53,'26.64,17.04%,0.25%,'1.49,1.04%,5.67%,'324,'+0.78%,电力行业
'201,SZ300181.佐力药业,'19.13,'-2.05%,'1.53,'25.06,16.37%,0.61%,'4.39,3.07%,18.27%,'137,'+29.16%,中药
'202,SZ300827.上能电气,'23.55,'+1.07%,'1.53,'25.71,16.99%,0.89%,'5.20,0.37%,22.41%,'117,'-24.78%,光伏设备
'203,SZ000893.亚钾国际,'31.57,'-0.79%,'1.54,'23.45,15.95%,1.50%,'2.43,0.00%,10.73%,'294,'+56.60%,化肥行业
'204,SZ002991.甘源食品,'56.79,'+1.10%,'1.54,'15.51,11.16%,0.05%,'2.96,9.00%,19.16%,'52,'-37.61%,食品饮料
'205,SZ300693.盛弘股份,'33.34,'+0.03%,'1.54,'23.94,15.93%,3.06%,'5.51,1.50%,25.29%,'104,'+25.64%,电源设备
'206,SH601169.北京银行,'6.52,'-0.46%,'1.55,'5.38,3.45%,4.46%,'0.38,4.91%,7.35%,'1379,'+11.25%,银行
'207,SH601811.新华文轩,'15.72,'+1.95%,'1.55,'12.13,7.43%,1.57%,'1.31,3.82%,11.29%,'124,'+1.86%,文化传媒
'208,SZ002906.华阳集团,'30.62,'+1.06%,'1.55,'23.93,15.90%,0.41%,'2.40,1.58%,10.44%,'159,'+1.09%,汽车零部件
'209,SZ002941.新疆交建,'12.43,'+2.39%,'1.55,'24.08,13.64%,0.89%,'2.19,1.24%,9.44%,'78,'+12.81%,工程建设
'210,SZ300577.开润股份,'20.90,'+0.38%,'1.55,'12.63,10.88%,0.13%,'2.26,1.62%,19.20%,'50,'-15.12%,纺织服装
'211,SH601369.陕鼓动力,'8.94,'+0.22%,'1.56,'14.61,10.26%,0.80%,'1.69,5.04%,11.64%,'154,'+5.93%,通用设备
'212,SH603611.诺力股份,'26.00,'+0.58%,'1.56,'14.28,10.43%,2.18%,'2.17,3.45%,16.03%,'67,'+51.00%,工程机械
'213,SH603713.密尔克卫,'54.30,'+0.15%,'1.56,'14.64,9.91%,8.00%,'1.93,1.31%,13.65%,'86,'+7.50%,物流行业
'214,SH603998.方盛制药,'11.03,'-2.82%,'1.56,'17.72,14.77%,'-,'2.91,2.81%,17.09%,'48,'+8.60%,中药
'215,SZ002154.报喜鸟,'3.87,'+1.04%,'1.56,'13.46,9.79%,0.88%,'1.23,3.13%,9.09%,'56,'-11.08%,纺织服装
'216,SZ002536.飞龙股份,'19.59,'+9.99%,'1.56,'28.73,16.70%,0.58%,'3.03,2.25%,10.77%,'102,'+72.78%,汽车零部件
'217,SH600874.创业环保,'5.93,'-0.50%,'1.57,'11.49,8.16%,1.13%,'0.94,2.87%,8.40%,'73,'+2.14%,环保行业
'218,SH600268.国电南自,'9.28,'+0.43%,'1.58,'24.24,15.86%,6.99%,'2.80,1.51%,12.07%,'94,'+40.65%,电网设备
'219,SH601666.平煤股份,'8.44,'+2.30%,'1.58,'11.84,7.51%,0.47%,'0.78,7.13%,6.36%,'208,'-9.70%,煤炭行业
'220,SH601916.浙商银行,'3.44,'-0.58%,'1.58,'6.21,3.92%,3.05%,'0.47,4.53%,7.72%,'741,'+23.45%,银行
'221,SH603179.新泉股份,'48.45,'+4.87%,'1.58,'23.95,15.35%,3.41%,'4.04,0.62%,18.04%,'236,'+14.22%,汽车零部件
'222,SZ000887.中鼎股份,'18.89,'+2.16%,'1.59,'18.82,13.39%,1.88%,'1.82,0.81%,10.04%,'243,'+45.23%,汽车零部件
'223,SZ002003.伟星股份,'10.95,'-0.09%,'1.59,'17.73,11.31%,2.41%,'2.87,4.56%,16.23%,'128,'-20.69%,纺织服装
'224,SH600566.济川药业,'26.78,'-0.59%,'1.60,'11.61,7.99%,1.43%,'1.63,7.80%,14.50%,'247,'-0.77%,中药
'225,SH601555.东吴证券,'9.68,'+1.47%,'1.60,'16.64,10.41%,6.39%,'1.14,3.22%,6.99%,'481,'+27.73%,证券
'226,SH603105.芯能科技,'8.53,'+0.24%,'1.60,'22.45,14.77%,0.46%,'1.92,2.34%,8.79%,'43,'-2.99%,光伏设备
'227,SZ002871.伟隆股份,'10.98,'+0.64%,'1.60,'20.39,13.47%,'-,'3.11,2.80%,16.17%,'27,'+17.06%,通用设备
'228,SH600761.安徽合力,'18.44,'+1.60%,'1.61,'13.12,10.41%,1.73%,'1.54,3.25%,13.12%,'164,'+8.50%,工程机械
'229,SH603689.皖天然气,'8.55,'-0.23%,'1.61,'12.82,8.16%,'-,'1.23,4.09%,9.95%,'42,'-0.78%,燃气
'230,SH600894.广日股份,'10.29,'-0.58%,'1.62,'10.87,7.76%,0.69%,'1.00,13.35%,8.94%,'88,'-25.44%,专用设备
'231,SH600933.爱柯迪,'18.68,'-1.16%,'1.62,'19.07,12.68%,0.54%,'2.16,1.61%,11.86%,'184,'+16.79%,汽车零部件
'232,SZ002833.弘亚数控,'16.85,'+2.56%,'1.62,'13.72,8.93%,2.00%,'2.35,4.26%,17.51%,'70,'+2.58%,专用设备
'233,SZ003000.劲仔食品,'12.74,'+0.08%,'1.62,'20.12,13.82%,0.53%,'3.85,3.14%,20.00%,'57,'-4.90%,食品饮料
'234,SH601901.方正证券,'8.18,'+0.49%,'1.63,'25.72,12.85%,7.95%,'1.38,1.31%,5.52%,'673,'-1.10%,证券
'235,SZ000999.华润三九,'31.87,'-0.90%,'1.63,'16.40,10.95%,2.61%,'2.54,3.16%,15.77%,'537,'-5.86%,中药
'236,SZ002244.滨江集团,'9.64,'-0.41%,'1.63,'10.52,6.74%,1.65%,'1.06,0.93%,10.52%,'301,'+11.96%,房地产开发
'237,SZ002311.海大集团,'58.37,'+0.78%,'1.63,'19.21,11.47%,3.78%,'3.95,1.90%,22.53%,'964,'+21.26%,农牧饲渔
'238,SZ003013.地铁设计,'14.85,'-0.07%,'1.63,'13.70,8.45%,0.11%,'2.16,3.23%,16.54%,'61,'+1.56%,工程咨询服务
'239,SH600820.隧道股份,'6.64,'-0.60%,'1.64,'7.65,5.18%,1.54%,'0.58,4.97%,8.31%,'209,'-7.65%,工程建设
'240,SH600988.赤峰黄金,'24.74,'+0.41%,'1.64,'22.97,14.45%,5.16%,'4.32,0.65%,23.74%,'412,'+59.49%,贵金属
'241,SH603408.建霖家居,'11.75,'-0.51%,'1.64,'10.90,7.01%,1.39%,'1.54,6.21%,14.63%,'53,'-1.94%,装修装饰
'242,SH603259.药明康德,'93.58,'+0.31%,'1.65,'19.52,14.59%,12.13%,'4.49,1.43%,24.03%,'2326,'+73.71%,医疗服务
'243,SZ000682.东方电子,'10.57,'+0.76%,'1.65,'19.99,12.78%,1.27%,'2.69,0.78%,14.18%,'141,'-0.88%,电网设备
'244,SZ300207.欣旺达,'21.73,'+0.74%,'1.65,'25.92,15.18%,4.91%,'1.65,0.70%,6.48%,'398,'-1.81%,电池
'245,SZ000065.北方国际,'11.17,'+0.81%,'1.66,'12.33,7.38%,0.57%,'1.20,1.33%,10.34%,'119,'+15.95%,工程建设
'246,SZ000915.华特达因,'34.74,'-0.26%,'1.66,'15.42,9.66%,3.15%,'2.64,7.18%,16.95%,'82,'+31.39%,化学制药
'247,SZ300304.云意电气,'9.78,'-0.41%,'1.66,'21.87,14.74%,0.37%,'2.78,0.79%,13.44%,'86,'+23.23%,汽车零部件
'248,SH600262.北方股份,'23.61,'+0.85%,'1.67,'21.08,14.12%,'-,'2.37,1.34%,11.78%,'40,'+30.77%,专用设备
'249,SH605377.华旺科技,'9.18,'+0.44%,'1.67,'12.69,8.33%,0.28%,'1.26,7.90%,9.82%,'51,'-13.96%,造纸印刷
'250,SH600559.老白干酒,'16.84,'-0.06%,'1.68,'19.18,12.12%,0.50%,'2.82,3.27%,15.42%,'154,'-17.07%,酿酒行业
'251,SH601326.秦港股份,'3.27,0.00%,'1.68,'11.78,7.35%,0.96%,'0.93,2.60%,8.04%,'156,'+0.18%,航运港口
'252,SH605098.行动教育,'36.51,'+0.41%,'1.68,'15.96,10.89%,2.50%,'4.40,6.14%,27.65%,'44,'+5.71%,教育
'253,SZ002422.科伦药业,'37.57,'+0.05%,'1.68,'24.06,14.46%,2.50%,'2.60,2.03%,11.00%,'600,'+27.15%,化学制药
'254,SZ300979.华利集团,'52.28,'-0.70%,'1.68,'16.11,9.73%,0.49%,'3.39,4.37%,22.52%,'614,'-30.61%,纺织服装
'255,SH600256.广汇能源,'5.47,'+0.37%,'1.69,'12.28,7.20%,1.43%,'1.26,11.56%,9.91%,'350,'-9.62%,石油行业
'256,SH601199.江南水务,'5.67,'-0.70%,'1.69,'12.84,7.63%,0.25%,'1.18,2.29%,9.97%,'53,'+4.71%,公用事业
'257,SH601288.农业银行,'6.62,'+1.22%,'1.69,'8.17,4.84%,0.96%,'0.74,3.65%,9.26%,'21134,'+29.36%,银行
'258,SH600854.春兰股份,'5.56,'+1.09%,'1.70,'21.30,12.71%,'-,'1.18,2.16%,5.64%,'29,'+24.36%,家电行业
'259,SH601827.三峰环境,'8.64,'-0.12%,'1.70,'12.17,7.32%,0.72%,'1.25,2.73%,10.58%,'144,'+0.70%,环保行业
'260,SH601882.海天精工,'20.13,'+2.49%,'1.70,'21.38,13.77%,0.18%,'3.75,1.79%,18.73%,'105,'-6.45%,通用设备
'261,SH603730.岱美股份,'5.72,'+1.42%,'1.70,'15.06,9.06%,1.37%,'2.46,4.71%,16.86%,'123,'-13.53%,汽车零部件
'262,SH603816.顾家家居,'25.92,'-0.04%,'1.70,'14.06,9.04%,1.25%,'2.05,5.32%,14.88%,'213,'-0.83%,装修建材
'263,SH600210.紫江企业,'6.35,0.00%,'1.71,'11.73,7.09%,2.54%,'1.52,4.72%,13.40%,'96,'+0.49%,包装材料
'264,SH603699.纽威股份,'33.24,'+1.71%,'1.71,'20.91,12.54%,8.19%,'5.55,4.56%,28.55%,'255,'+55.34%,通用设备
'265,SH603939.益丰药房,'24.50,'+0.20%,'1.71,'18.90,11.31%,19.58%,'2.66,2.65%,14.56%,'297,'+3.22%,医药商业
'266,SZ002911.佛燃能源,'10.32,'+0.10%,'1.71,'15.67,9.67%,0.35%,'1.60,4.66%,10.33%,'134,'-14.85%,燃气
'267,SH603676.卫信康,'12.89,'-2.13%,'1.72,'23.79,14.88%,'-,'3.82,2.65%,16.23%,'56,'+31.62%,化学制药
'268,SZ002545.东方铁塔,'9.87,'+0.10%,'1.72,'20.36,12.03%,1.17%,'1.34,3.04%,6.73%,'123,'+44.88%,化肥行业
'269,SZ000333.美的集团,'71.70,'+0.45%,'1.73,'13.06,8.07%,14.64%,'2.38,4.91%,20.86%,'5014,'-0.07%,家电行业
'270,SH600985.淮北矿业,'12.89,'+2.06%,'1.74,'8.77,5.33%,1.06%,'0.81,5.82%,9.31%,'347,'-2.65%,煤炭行业
'271,SH601077.渝农商行,'6.91,0.00%,'1.74,'6.69,3.95%,4.28%,'0.59,4.41%,9.04%,'611,'+19.81%,银行
'272,SZ000928.中钢国际,'6.34,'+0.16%,'1.75,'10.66,6.76%,1.47%,'1.06,4.72%,10.20%,'91,'+4.22%,工程咨询服务
'273,SZ002270.华明装备,'18.35,'+2.63%,'1.75,'24.33,14.95%,17.44%,'4.79,3.05%,19.30%,'160,'+10.46%,电网设备
'274,SZ300628.亿联网络,'34.05,'+0.09%,'1.75,'16.31,10.05%,3.14%,'4.53,5.57%,29.02%,'431,'-8.46%,通信设备
'275,SH600285.羚锐制药,'23.10,'-0.52%,'1.76,'17.49,11.20%,1.73%,'3.96,3.90%,23.98%,'131,'+8.34%,中药
'276,SH600163.中闽能源,'5.34,'-0.19%,'1.77,'14.73,8.62%,0.38%,'1.45,1.93%,10.22%,'102,'-10.96%,电力行业
'277,SZ002061.浙江交科,'4.06,'-0.25%,'1.77,'8.08,5.83%,0.96%,'0.70,3.07%,8.98%,'109,'+2.68%,工程建设
'278,SZ002705.新宝股份,'15.18,'+0.20%,'1.77,'10.91,6.23%,3.98%,'1.47,2.97%,13.95%,'123,'+4.45%,家电行业
'279,SZ300545.联得装备,'33.19,'+0.97%,'1.77,'24.76,14.83%,0.17%,'3.00,0.61%,12.99%,'59,'+6.69%,光学光电子
'280,SZ000408.藏格矿业,'50.00,'+2.46%,'1.78,'24.85,13.96%,1.98%,'4.87,0.54%,21.37%,'766,'+80.31%,化肥行业
'281,SZ002140.东华科技,'10.24,'-0.39%,'1.78,'17.79,10.11%,0.42%,'1.63,1.46%,9.50%,'73,'+5.37%,工程建设
'282,SZ300833.浩洋股份,'36.44,'+0.61%,'1.78,'18.01,10.86%,2.80%,'1.84,3.59%,10.36%,'46,'-14.34%,专用设备
'283,SZ002155.湖南黄金,'18.72,'+1.30%,'1.79,'28.41,15.53%,1.81%,'4.03,0.96%,15.03%,'289,'+56.18%,贵金属
'284,SZ002946.新乳业,'16.99,0.00%,'1.79,'25.16,13.22%,0.52%,'4.47,1.68%,19.88%,'146,'+19.02%,食品饮料
'285,SZ300001.特锐德,'22.98,'-0.26%,'1.79,'26.44,17.80%,2.79%,'3.21,0.65%,13.00%,'243,'+5.35%,电网设备
'286,SH600497.驰宏锌锗,'5.67,'+1.25%,'1.80,'21.99,11.17%,1.75%,'1.71,2.32%,7.88%,'286,'+4.35%,有色金属
'287,SH600779.水井坊,'41.95,'+0.24%,'1.80,'15.20,8.42%,2.24%,'3.81,2.19%,27.24%,'205,'-21.62%,酿酒行业
'288,SZ000858.五粮液,'122.16,'+0.17%,'1.80,'14.49,8.08%,3.08%,'3.20,4.71%,22.39%,'4734,'-8.71%,酿酒行业
'289,SZ300109.新开源,'17.58,'+0.17%,'1.80,'27.63,15.52%,0.46%,'2.29,1.42%,8.35%,'85,'+11.89%,化学制品
'290,SH600348.华阳股份,'7.43,'+4.94%,'1.81,'13.71,7.58%,0.82%,'0.79,4.16%,6.01%,'268,'+9.60%,煤炭行业
'291,SZ000811.冰轮环境,'12.56,'+1.05%,'1.81,'20.59,13.39%,0.87%,'2.09,1.55%,10.45%,'123,'+35.91%,通用设备
'292,SZ000983.山西焦煤,'7.41,'+1.51%,'1.81,'14.60,8.07%,1.40%,'1.11,3.01%,7.46%,'414,'-7.06%,煤炭行业
'293,SZ002469.三维化学,'8.66,'+1.88%,'1.81,'21.49,11.61%,0.17%,'1.98,4.71%,9.24%,'55,'+22.41%,化学原料
'294,SH603035.常熟汽饰,'13.70,'-0.07%,'1.82,'12.74,8.68%,0.33%,'1.00,2.53%,7.89%,'52,'-2.32%,汽车零部件
'295,SH603067.振华股份,'16.35,'+3.48%,'1.82,'23.02,12.55%,1.15%,'3.55,0.83%,16.41%,'116,'+82.46%,化学原料
'296,SH688389.普门科技,'13.99,'+0.79%,'1.82,'20.54,11.99%,0.25%,'2.85,2.02%,14.54%,'60,'-4.01%,医疗器械
'297,SZ002831.裕同科技,'23.88,'+0.13%,'1.82,'15.51,8.03%,2.17%,'1.89,3.92%,12.45%,'222,'-9.73%,造纸印刷
'298,SH600012.皖通高速,'16.27,'+0.99%,'1.83,'15.79,8.89%,0.66%,'2.30,3.71%,13.96%,'190,'-4.36%,铁路公路
'299,SH600549.厦门钨业,'23.13,'+1.45%,'1.83,'21.70,12.69%,2.40%,'2.25,1.82%,12.11%,'367,'+22.45%,小金属
'300,SH600976.健民集团,'41.69,'-1.00%,'1.83,'17.15,11.04%,3.86%,'2.51,2.16%,15.24%,'64,'+2.17%,中药
'301,SH603339.四方科技,'13.14,'-0.23%,'1.83,'17.36,10.29%,'-,'1.55,1.80%,9.12%,'41,'+6.01%,通用设备
'302,SH688533.上声电子,'27.92,'+1.01%,'1.83,'22.29,14.55%,0.11%,'2.79,1.61%,13.64%,'45,'-18.35%,汽车零部件
'303,SZ000597.东北制药,'5.84,'-4.11%,'1.83,'22.37,15.77%,1.31%,'1.62,1.64%,7.46%,'87,'+13.00%,化学制药
'304,SZ000960.锡业股份,'18.19,'+1.17%,'1.83,'18.30,7.60%,1.69%,'1.41,1.61%,8.29%,'296,'+32.33%,小金属
'305,SZ002788.鹭燕医药,'8.60,'-1.26%,'1.83,'10.16,5.51%,'-,'1.05,4.02%,10.66%,'34,'+9.14%,医药商业
'306,SZ002920.德赛西威,'105.95,'+2.56%,'1.83,'26.03,15.09%,1.41%,'5.61,1.16%,23.70%,'573,'-2.60%,汽车零部件
'307,SZ300092.科新机电,'13.65,'+0.89%,'1.83,'21.81,12.51%,'-,'2.20,1.76%,10.45%,'37,'+20.58%,通用设备
'308,SH600511.国药股份,'29.88,'-0.57%,'1.84,'11.27,6.19%,0.91%,'1.28,2.68%,11.83%,'225,'-10.26%,医药商业
'309,SH600062.华润双鹤,'20.33,'-0.93%,'1.85,'12.29,7.50%,1.18%,'1.93,2.32%,15.32%,'211,'+4.73%,化学制药
'310,SH601633.长城汽车,'22.61,'+1.57%,'1.85,'17.25,11.38%,1.37%,'2.34,1.99%,14.52%,'1411,'-12.35%,汽车整车
'311,SH603027.千禾味业,'11.74,'-0.59%,'1.85,'23.16,12.75%,0.50%,'3.16,4.26%,14.02%,'120,'+0.99%,食品饮料
'312,SZ002580.圣阳股份,'13.64,'+1.49%,'1.85,'28.48,17.66%,0.31%,'2.72,0.30%,9.92%,'61,'+61.30%,电池
'313,SZ300174.元力股份,'15.42,'-0.52%,'1.85,'22.26,12.03%,0.96%,'1.68,1.49%,7.76%,'56,'+6.30%,化学制品
'314,SH600741.华域汽车,'18.02,'+0.50%,'1.86,'8.48,5.23%,4.42%,'0.90,4.44%,10.95%,'568,'+6.87%,汽车零部件
'315,SH601939.建设银行,'9.58,'-0.62%,'1.86,'7.55,4.07%,3.68%,'0.74,1.91%,10.02%,'2029,'+14.02%,银行
'316,SZ000589.贵州轮胎,'4.57,0.00%,'1.86,'14.98,8.39%,0.61%,'0.80,2.84%,5.78%,'71,'-6.52%,橡胶制品
'317,SZ300406.九强生物,'15.00,'-0.40%,'1.86,'17.83,9.87%,0.68%,'2.09,2.67%,12.28%,'88,'+15.58%,医疗器械
'318,SZ300919.中伟股份,'34.21,'+0.68%,'1.86,'22.84,14.20%,1.68%,'1.58,1.88%,6.89%,'319,'-4.22%,电池
'319,SZ000403.派林生物,'18.56,'+0.70%,'1.87,'24.58,14.37%,0.74%,'2.19,2.09%,9.15%,'175,'+15.99%,生物制品
'320,SH600717.天津港,'4.68,'+0.43%,'1.88,'14.06,7.65%,2.08%,'0.69,2.22%,4.99%,'135,'-1.68%,航运港口
'321,SH601298.青岛港,'8.79,'+0.34%,'1.88,'10.72,5.90%,0.36%,'1.30,1.29%,12.44%,'474,'-3.51%,航运港口
'322,SZ300743.天地数码,'21.36,'+2.05%,'1.88,'31.16,16.58%,'-,'4.77,2.39%,15.95%,'32,'+44.38%,非金属材料
'323,SH600600.青岛啤酒,'67.90,0.00%,'1.90,'20.78,12.05%,3.29%,'3.01,3.24%,14.90%,'482,'-13.43%,酿酒行业
'324,SH603093.南华期货,'21.79,'-0.23%,'1.90,'29.02,15.41%,0.90%,'3.20,0.35%,11.52%,'133,'+84.21%,多元金融
'325,SZ002091.江苏国泰,'7.38,'-0.67%,'1.91,'10.65,5.93%,1.73%,'0.76,5.38%,7.24%,'121,'+5.03%,贸易行业
'326,SH600720.中交设计,'8.04,'-0.62%,'1.92,'10.52,5.92%,0.40%,'1.22,0.00%,12.67%,'184,'-9.26%,工程咨询服务
'327,SH605088.冠盛股份,'41.12,'-0.84%,'1.92,'26.41,14.44%,0.59%,'3.31,1.34%,13.71%,'83,'+66.77%,汽车零部件
'328,SH600529.山东药玻,'22.83,'-0.35%,'1.94,'16.02,8.63%,1.04%,'1.84,2.72%,11.83%,'152,'-10.13%,医疗器械
'329,SH601611.中国核建,'9.42,0.00%,'1.94,'13.79,7.71%,0.16%,'0.91,0.92%,6.87%,'284,'+4.20%,工程建设
'330,SH601988.中国银行,'5.66,'+0.18%,'1.94,'7.72,3.99%,0.69%,'0.65,3.78%,8.62%,'13504,'+7.35%,银行
'331,SH600089.特变电工,'13.40,'+0.37%,'1.95,'18.10,9.91%,4.40%,'0.98,1.87%,5.52%,'677,'+7.32%,电网设备
'332,SH603759.海天股份,'8.57,'-0.70%,'1.95,'12.15,7.28%,'-,'1.42,0.00%,12.09%,'40,'-4.03%,公用事业
'333,SH603829.洛凯股份,'18.48,'-2.38%,'1.95,'21.78,11.96%,'-,'2.68,0.68%,13.18%,'30,'+38.10%,电网设备
'334,SZ300039.上海凯宝,'6.72,'-1.47%,'1.95,'19.21,10.55%,0.60%,'1.70,1.47%,9.30%,'71,'+10.55%,中药
'335,SH603596.伯特利,'50.99,'+6.05%,'1.96,'24.36,13.27%,6.34%,'4.53,0.69%,19.93%,'309,'+15.14%,汽车零部件
'336,SZ300880.迦南智能,'20.57,'+0.88%,'1.96,'22.23,11.72%,'-,'3.67,2.21%,17.54%,'40,'-5.29%,电网设备
'337,SH600674.川投能源,'15.55,'-0.19%,'1.97,'16.08,8.22%,2.64%,'1.74,2.57%,11.17%,'758,'-7.57%,电力行业
'338,SH600885.宏发股份,'24.57,'+0.20%,'1.97,'20.49,11.00%,20.32%,'3.61,1.50%,18.76%,'359,'+9.88%,电网设备
'339,SZ000975.山金国际,'18.79,'+1.40%,'1.97,'21.77,10.81%,2.42%,'3.76,1.97%,18.36%,'515,'+24.56%,贵金属
'340,SZ002014.永新股份,'11.69,0.00%,'1.97,'15.23,8.19%,0.54%,'2.67,5.30%,19.25%,'72,'+12.34%,包装材料
'341,SZ002353.杰瑞股份,'40.27,'+0.05%,'1.98,'15.17,8.32%,5.58%,'1.90,2.01%,13.15%,'412,'+11.10%,专用设备
'342,SH600132.重庆啤酒,'55.36,'+0.02%,'1.99,'23.60,10.82%,6.24%,'16.17,4.34%,53.44%,'268,'-10.71%,酿酒行业
'343,SH601179.中国西电,'6.57,'+0.31%,'1.99,'29.39,15.39%,2.21%,'1.51,1.26%,5.19%,'337,'-12.83%,电网设备
'344,SH601186.中国铁建,'8.10,'-0.25%,'1.99,'5.15,2.69%,1.27%,'0.33,3.70%,6.56%,'932,'-8.50%,工程建设
'345,SH603439.贵州三力,'13.39,'-0.81%,'1.99,'21.11,11.00%,0.21%,'3.49,2.54%,16.70%,'55,'+5.97%,中药
'346,SH601328.交通银行,'7.72,'-0.64%,'2.00,'7.26,3.66%,2.62%,'0.59,3.61%,8.24%,'4119,'+4.54%,银行
'347,SH603112.华翔股份,'17.03,'+2.65%,'2.00,'18.44,10.69%,0.45%,'2.77,2.28%,16.14%,'92,'+37.19%,家电行业
'348,SZ002756.永兴材料,'35.57,'+0.17%,'2.00,'24.97,12.45%,1.00%,'1.52,2.82%,5.94%,'191,'-4.20%,钢铁行业
'349,SZ002922.伊戈尔,'17.41,'-0.23%,'2.00,'24.87,15.33%,0.31%,'2.11,1.71%,8.72%,'69,'-0.49%,电子元件
'350,SZ300453.三鑫医疗,'8.78,'-1.90%,'2.00,'20.55,10.94%,'-,'3.38,3.35%,17.23%,'47,'+20.66%,医疗器械
'351,SH603337.杰克股份,'43.06,'+2.72%,'2.01,'23.58,12.45%,3.26%,'4.27,1.88%,19.02%,'205,'+43.17%,专用设备
'352,SZ002112.三变科技,'13.28,'-0.45%,'2.02,'34.46,17.43%,'-,'5.81,0.47%,18.36%,'39,'+19.22%,电网设备
'353,SZ002475.立讯精密,'36.21,'-0.71%,'2.02,'18.98,10.96%,4.73%,'3.65,0.55%,21.20%,'2645,'-10.66%,消费电子
'354,SH601963.重庆银行,'10.33,'-0.48%,'2.03,'6.90,3.45%,2.94%,'0.58,4.01%,8.62%,'196,'+15.95%,银行
'355,SZ001965.招商公路,'11.31,'+0.09%,'2.04,'14.39,7.73%,1.45%,'1.06,3.69%,7.48%,'771,'-15.91%,铁路公路
'356,SZ002595.豪迈科技,'57.27,'+2.51%,'2.04,'20.97,10.86%,3.29%,'4.29,1.39%,21.97%,'447,'+14.89%,专用设备
'357,SZ002226.江南化工,'6.21,'-0.16%,'2.05,'18.46,9.94%,0.74%,'1.71,1.21%,9.62%,'165,'+15.92%,化学制品
'358,SZ002539.云图控股,'10.85,'+0.46%,'2.05,'15.44,7.85%,0.76%,'1.45,1.85%,9.67%,'130,'+41.97%,化肥行业
'359,SZ300384.三联虹普,'19.58,'+0.26%,'2.06,'19.49,9.52%,0.80%,'2.33,2.58%,12.14%,'62,'+6.47%,专业服务
'360,SZ002078.太阳纸业,'14.40,'+1.12%,'2.07,'13.13,6.07%,1.70%,'1.35,2.11%,10.72%,'398,'-0.97%,造纸印刷
