序,股票,价,涨,北上,现金/市值,资产负债率,现金流.亿,市值.亿,PE.扣非,股息,净利润.亿,今年来,行业
'347,603310.巍华新材,'18.25,'+1.73%,'-,14.00%,10.01%,'8.82,'63.02,'46.67,1.64%,'1.35,'+0.47%,化学原料
'348,001318.阳光乳业,'15.04,'-0.40%,'-,14.00%,4.22%,'5.95,'42.51,'35.38,1.20%,'1.20,'+34.16%,食品饮料
'349,603068.博通集成,'46.00,'-4.03%,0.69%,13.95%,15.22%,'9.65,'69.20,'-,0.11%,'-0.12,'+66.37%,半导体
'350,600052.东望时代,'4.74,'+2.82%,'-,13.95%,11.54%,'5.58,'40.01,'-,1.05%,'-2.17,'+4.87%,公用事业
'351,600218.全柴动力,'9.77,'-0.91%,'-,13.86%,46.82%,'5.90,'42.56,'86.76,0.61%,'0.49,'+24.56%,汽车零部件
'352,603082.北自科技,'42.36,'+1.00%,0.12%,13.80%,61.82%,'9.48,'68.72,'40.79,1.37%,'1.68,'+26.74%,通用设备
'353,300572.安车检测,'26.31,'+2.45%,'-,13.78%,27.47%,'8.30,'60.25,'-,'-,'-2.49,'+45.60%,专业服务
'354,605169.洪通燃气,'15.11,'+0.33%,'-,13.78%,19.66%,'5.89,'42.74,'24.21,1.65%,'1.77,'+52.00%,燃气
'355,688553.汇宇制药-W,'24.42,'-1.37%,'-,13.69%,23.65%,'14.16,'103.44,'106.54,1.90%,'0.97,'+64.94%,化学制药
'356,002145.中核钛白,'5.26,'+3.95%,0.72%,13.65%,38.98%,'27.33,'200.23,'49.50,0.31%,'4.04,'+24.52%,化学原料
'357,000738.航发控制,'20.94,'-0.71%,0.83%,13.63%,19.95%,'37.53,'275.40,'48.07,0.82%,'5.73,'-5.00%,航天航空
'358,603338.浙江鼎力,'53.91,'-0.83%,6.77%,13.61%,36.25%,'37.16,'272.97,'14.95,1.85%,'18.26,'-14.53%,工程机械
'359,601699.潞安环能,'13.19,'+1.70%,1.50%,13.59%,39.40%,'53.63,'394.57,'30.77,3.11%,'12.82,'-4.55%,煤炭行业
'360,000568.泸州老窖,'135.85,'-0.98%,2.22%,13.58%,33.49%,'271.50,'1999.65,'15.32,4.38%,'130.55,'+13.86%,酿酒行业
'361,300286.安科瑞,'24.10,'+0.21%,0.36%,13.52%,15.27%,'8.17,'60.44,'35.36,1.60%,'1.71,'+18.91%,电网设备
'362,603341.龙旗科技,'45.92,'+1.62%,0.19%,13.47%,78.19%,'29.04,'215.54,'74.30,1.08%,'2.90,'-0.53%,消费电子
'363,600929.雪天盐业,'5.76,'+3.97%,0.36%,13.47%,25.06%,'12.73,'94.50,'300.00,1.51%,'0.09,'+4.81%,化学原料
'364,688475.萤石网络,'35.60,'-2.06%,0.30%,13.46%,34.37%,'37.74,'280.35,'55.55,0.98%,'5.05,'+19.22%,家电行业
'365,301009.可靠股份,'14.48,'-0.28%,'-,13.46%,32.34%,'5.30,'39.37,'143.76,0.48%,'0.27,'+36.13%,美容护理
'366,603456.九洲药业,'19.13,'+5.75%,1.41%,13.40%,19.86%,'22.80,'170.15,'26.12,1.58%,'6.52,'+42.73%,化学制药
'367,300750.宁德时代,'304.00,'-0.71%,13.78%,13.30%,62.59%,'1843.57,'13860.32,'26.58,2.23%,'521.36,'+17.55%,电池
'368,603429.集友股份,'10.89,'+10.00%,'-,13.27%,8.47%,'7.58,'57.12,'-,1.38%,'-0.24,'+73.96%,造纸印刷
'369,688648.中邮科技,'64.66,'+1.60%,'-,13.25%,29.99%,'11.65,'87.94,'-,0.25%,'-1.73,'+177.63%,通用设备
'370,600288.大恒科技,'12.58,'+0.80%,'-,13.23%,32.32%,'7.27,'54.95,'-,0.10%,'-0.34,'+47.31%,电子元件
'371,601231.环旭电子,'19.40,'+1.57%,2.02%,13.17%,53.23%,'56.11,'426.10,'29.86,1.19%,'14.27,'+19.40%,消费电子
'372,002033.丽江股份,'9.29,'+1.20%,3.80%,13.10%,10.94%,'6.69,'51.05,'25.25,3.77%,'2.02,'+9.02%,旅游酒店
'373,600131.国网信通,'17.97,'+0.28%,0.47%,13.09%,56.51%,'28.21,'215.59,'32.23,0.95%,'6.69,'-4.07%,互联网服务
'374,688592.司南导航,'50.80,'-2.36%,'-,13.09%,26.71%,'5.35,'40.87,'-,0.18%,'-0.49,'+76.27%,计算机设备
'375,605098.行动教育,'36.00,'+0.11%,2.50%,13.04%,54.53%,'5.60,'42.93,'19.06,6.25%,'2.25,'+7.02%,教育
'376,300193.佳士科技,'9.51,'+1.49%,'-,13.03%,23.86%,'5.90,'45.29,'21.27,4.36%,'2.13,'+9.37%,通用设备
'377,601000.唐山港,'3.93,'-1.26%,1.01%,12.99%,9.19%,'30.25,'232.89,'13.56,5.09%,'17.18,'-12.45%,航运港口
'378,002677.浙江美大,'6.90,'+0.58%,0.54%,12.97%,8.71%,'5.78,'44.58,'187.52,4.35%,'0.24,'-2.08%,家电行业
'379,000927.中国铁物,'2.71,'-0.37%,0.64%,12.94%,49.29%,'21.22,'163.96,'35.14,1.00%,'4.67,'+4.13%,物流行业
'380,603230.内蒙新华,'13.66,'-3.05%,0.40%,12.92%,39.29%,'6.24,'48.29,'16.36,3.51%,'2.95,'+12.10%,文化传媒
'381,600757.长江传媒,'9.03,'-2.38%,2.09%,12.85%,29.00%,'14.08,'109.59,'9.51,4.54%,'11.52,'-1.57%,文化传媒
'382,301138.华研精机,'42.56,'+1.82%,'-,12.81%,31.80%,'6.54,'51.07,'52.51,0.23%,'0.97,'+59.97%,专用设备
'383,688396.华润微,'52.33,'-0.13%,2.30%,12.77%,16.58%,'88.68,'694.70,'109.85,0.11%,'6.32,'+11.03%,半导体
'384,002705.新宝股份,'15.82,'-3.30%,3.98%,12.76%,44.73%,'16.39,'128.44,'11.42,2.84%,'11.25,'+8.85%,家电行业
'385,605398.新炬网络,'31.02,'+0.78%,'-,12.76%,11.77%,'6.44,'50.47,'300.00,0.05%,'0.04,'+42.88%,互联网服务
'386,688236.春立医疗,'23.10,'+3.36%,0.44%,12.75%,16.62%,'11.30,'88.60,'65.73,0.57%,'1.35,'+80.87%,医疗器械
'387,601002.晋亿实业,'5.46,'+0.55%,'-,12.72%,16.42%,'6.63,'52.11,'19.21,1.83%,'2.71,'+28.14%,通用设备
'388,688016.心脉医疗,'109.92,'+1.23%,0.61%,12.63%,11.87%,'17.11,'135.49,'48.45,1.83%,'2.80,'+0.45%,医疗器械
'389,605599.菜百股份,'14.59,'+4.59%,2.42%,12.63%,47.90%,'14.33,'113.48,'16.36,4.93%,'6.94,'+33.67%,珠宝首饰
'390,688084.晶品特装,'84.49,'-2.10%,'-,12.61%,14.16%,'8.06,'63.92,'-,'-,'-0.59,'+50.07%,专用设备
'391,688036.传音控股,'90.00,'-0.01%,2.82%,12.60%,54.64%,'129.29,'1026.32,'34.09,3.33%,'30.11,'-3.29%,消费电子
'392,603927.中科软,'21.64,'-0.60%,0.78%,12.59%,56.30%,'22.65,'179.84,'69.18,1.57%,'2.60,'+1.53%,软件开发
'393,601089.福元医药,'24.87,'+1.84%,1.15%,12.51%,23.46%,'14.93,'119.38,'26.94,2.01%,'4.43,'+60.15%,化学制药
'394,300951.博硕科技,'43.15,'+8.69%,0.16%,12.50%,17.12%,'9.12,'72.98,'36.94,1.39%,'1.98,'+47.44%,消费电子
'395,603279.景津装备,'15.69,'+0.06%,3.81%,12.49%,48.60%,'11.30,'90.45,'12.64,6.76%,'7.15,'-10.04%,通用设备
'396,002370.亚太药业,'6.54,'+2.03%,'-,12.49%,9.14%,'6.09,'48.77,'-,'-,'-0.69,'+114.43%,化学制药
'397,603107.上海汽配,'16.05,'-0.19%,0.16%,12.47%,20.88%,'6.75,'54.14,'31.54,1.87%,'1.72,'-2.24%,汽车零部件
'398,301153.中科江南,'26.27,'-1.39%,0.64%,12.46%,21.47%,'11.55,'92.69,'300.00,0.68%,'0.21,'-5.28%,软件开发
'399,000880.潍柴重机,'49.20,'-1.97%,0.60%,12.43%,69.52%,'20.26,'163.01,'83.12,0.41%,'1.96,'+185.72%,通用设备
'400,600751.海航科技,'4.40,'+1.38%,0.62%,12.43%,19.40%,'15.86,'127.57,'160.93,'-,'0.79,'+67.30%,航运港口
'401,688484.南芯科技,'49.47,'+1.02%,2.26%,12.39%,18.43%,'26.10,'210.60,'109.87,0.61%,'1.92,'+37.96%,半导体
'402,002249.大洋电机,'8.14,'-1.57%,4.75%,12.39%,46.96%,'24.63,'198.81,'21.81,2.33%,'9.12,'+41.45%,电机
'403,300968.格林精密,'15.87,'-0.69%,0.20%,12.38%,17.38%,'8.12,'65.60,'230.43,0.32%,'0.28,'-3.34%,消费电子
'404,001338.永顺泰,'12.02,'-0.41%,0.28%,12.34%,15.03%,'7.44,'60.31,'20.43,2.50%,'2.95,'+13.27%,农牧饲渔
'405,603328.依顿电子,'11.45,'-1.38%,0.73%,12.31%,36.87%,'14.07,'114.32,'27.14,1.73%,'4.21,'+18.33%,电子元件
'406,002349.精华制药,'7.74,'+3.61%,1.03%,12.29%,11.50%,'7.89,'64.22,'33.03,1.01%,'1.94,'+2.22%,中药
'407,301566.达利凯普,'18.57,'-1.22%,0.08%,12.26%,4.78%,'9.11,'74.28,'54.35,0.32%,'1.37,'+13.37%,电子元件
'408,301112.信邦智能,'45.55,'-1.45%,'-,12.18%,17.62%,'6.12,'50.23,'202.98,0.22%,'0.25,'+95.44%,专用设备
'409,002236.大华股份,'19.40,'-0.10%,2.04%,12.12%,24.27%,'77.28,'637.63,'26.78,3.32%,'23.81,'+24.80%,计算机设备
'410,000810.创维数字,'12.54,0.00%,0.64%,12.11%,43.50%,'17.33,'143.16,'153.14,1.04%,'0.93,'-20.40%,通信设备
'411,603111.康尼机电,'7.58,'-1.30%,1.04%,12.11%,43.84%,'7.97,'65.80,'15.21,3.30%,'4.33,'+30.36%,交运设备
'412,002869.金溢科技,'32.00,'+3.86%,0.45%,12.06%,15.96%,'6.93,'57.46,'170.77,0.62%,'0.34,'+21.28%,电子元件
'413,688410.山外山,'16.33,'+4.88%,'-,11.97%,16.98%,'6.28,'52.47,'75.30,0.61%,'0.70,'+47.35%,医疗器械
'414,000423.东阿阿胶,'51.83,'-0.10%,9.35%,11.95%,19.17%,'39.89,'333.77,'21.82,4.67%,'15.30,'-15.42%,中药
'415,688687.凯因科技,'33.75,'+1.63%,'-,11.93%,28.23%,'6.88,'57.69,'41.59,0.89%,'1.39,'+58.05%,生物制品
'416,301221.光庭信息,'58.83,'-1.83%,'-,11.91%,8.36%,'6.49,'54.49,'83.48,0.34%,'0.65,'+21.58%,软件开发
'417,600216.浙江医药,'15.78,'+0.77%,7.41%,11.88%,19.80%,'18.03,'151.75,'10.06,2.34%,'15.09,'+1.91%,化学制药
'418,002194.武汉凡谷,'15.68,'+3.57%,0.49%,11.85%,15.27%,'12.70,'107.14,'300.00,0.45%,'0.09,'+40.42%,通信设备
'419,603106.恒银科技,'11.80,'+1.20%,'-,11.80%,20.49%,'7.25,'61.42,'94.57,0.25%,'0.65,'+50.45%,计算机设备
'420,688161.威高骨科,'32.15,'+1.52%,0.76%,11.76%,19.69%,'15.12,'128.60,'49.98,0.90%,'2.57,'+28.30%,医疗器械
'421,603400.华之杰,'66.70,'-0.67%,'-,11.74%,33.32%,'7.83,'66.70,'43.80,0.60%,'1.52,'+237.56%,通用设备
'422,002043.兔宝宝,'10.85,'+0.74%,0.76%,11.66%,44.23%,'10.50,'90.03,'18.25,5.55%,'4.93,'-5.78%,装修建材
'423,603888.新华网,'21.32,'+0.95%,0.54%,11.61%,26.10%,'16.70,'143.85,'57.07,0.49%,'2.52,'+24.75%,文化传媒
'424,000792.盐湖股份,'20.06,'-1.08%,2.37%,11.58%,13.79%,'122.91,'1061.49,'22.34,'-,'47.51,'+21.87%,化肥行业
'425,001388.信通电子,'50.98,'+0.41%,'-,11.51%,29.86%,'9.15,'79.53,'61.36,'-,'1.30,'+210.48%,电网设备
'426,002821.凯莱英,'110.78,'+3.61%,3.80%,11.49%,13.88%,'45.91,'399.47,'41.29,0.99%,'9.67,'+47.48%,医疗服务
'427,688063.派能科技,'55.80,'+4.09%,1.51%,11.45%,24.04%,'15.67,'136.91,'-,0.81%,'-0.48,'+40.75%,电池
'428,000920.沃顿科技,'13.06,'-0.99%,'-,11.42%,22.87%,'7.05,'61.72,'27.80,1.51%,'2.22,'+48.52%,环保行业
'429,601928.凤凰传媒,'11.29,'+0.09%,1.77%,11.36%,35.78%,'32.65,'287.32,'12.24,4.43%,'23.47,'+2.15%,文化传媒
'430,600841.动力新科,'6.76,'+0.15%,0.46%,11.35%,75.29%,'10.65,'93.82,'-,'-,'-18.04,'+33.33%,汽车整车
'431,301383.天键股份,'39.83,'-0.17%,0.23%,11.32%,27.71%,'7.36,'65.03,'70.53,1.00%,'0.92,'-23.56%,电子元件
'432,002803.吉宏股份,'17.56,'-2.06%,10.27%,11.30%,34.43%,'8.98,'79.49,'37.84,1.92%,'2.10,'+39.97%,文化传媒
'433,301029.怡合达,'27.28,'+0.29%,4.06%,11.28%,13.10%,'19.52,'173.01,'38.09,1.65%,'4.54,'+12.50%,通用设备
'434,600618.氯碱化工,'10.89,'+0.83%,0.87%,11.28%,30.49%,'14.21,'125.93,'14.63,1.93%,'8.61,'+12.62%,化学原料
'435,002658.雪迪龙,'8.16,'+1.75%,'-,11.28%,13.79%,'5.85,'51.88,'31.53,3.06%,'1.65,'+32.42%,仪器仪表
'436,601333.广深铁路,'3.35,'+4.36%,0.51%,11.22%,24.30%,'26.63,'237.30,'20.11,2.09%,'11.80,'+0.03%,铁路公路
'437,300467.迅游科技,'23.72,'+3.49%,'-,11.20%,20.47%,'5.40,'48.20,'300.00,'-,'0.09,'+50.79%,游戏
'438,600717.天津港,'5.05,'-2.13%,2.08%,11.08%,26.49%,'16.20,'146.15,'16.02,2.06%,'9.12,'+6.09%,航运港口
'439,600993.马应龙,'27.65,'-1.32%,2.87%,11.07%,24.19%,'13.20,'119.19,'22.75,2.24%,'5.24,'+8.23%,中药
'440,002101.广东鸿图,'12.90,'-0.62%,1.09%,11.03%,43.57%,'9.45,'85.70,'25.77,2.43%,'3.33,'+10.44%,汽车零部件
'441,688029.南微医学,'93.51,'+2.31%,0.74%,10.98%,17.34%,'19.29,'175.66,'29.18,1.60%,'6.02,'+40.50%,医疗器械
'442,300847.中船汉光,'19.10,'-0.26%,0.39%,10.95%,8.60%,'6.19,'56.54,'48.17,0.71%,'1.17,'+12.36%,消费电子
'443,300756.金马游乐,'38.41,'+4.80%,'-,10.94%,40.16%,'6.62,'60.53,'191.26,0.13%,'0.32,'+158.48%,旅游酒店
'444,603613.国联股份,'29.59,'+1.47%,1.14%,10.93%,47.96%,'23.30,'213.21,'15.16,0.22%,'14.07,'+11.64%,互联网服务
'445,300613.富瀚微,'54.50,'+0.94%,0.99%,10.93%,23.94%,'13.84,'126.63,'90.56,0.22%,'1.40,'-6.60%,半导体
'446,002056.横店东磁,'18.54,'-2.06%,3.04%,10.92%,56.99%,'32.93,'301.59,'14.07,2.44%,'21.44,'+47.89%,光伏设备
'447,301371.敷尔佳,'26.43,'-1.08%,0.05%,10.86%,3.64%,'14.93,'137.46,'30.80,4.37%,'4.46,'-5.03%,美容护理
'448,002449.国星光电,'9.78,'+0.72%,0.54%,10.81%,37.34%,'6.54,'60.49,'-,0.51%,'-0.16,'-27.83%,光学光电子
'449,605009.豪悦护理,'36.35,'-10.00%,2.14%,10.71%,37.42%,'8.37,'78.18,'23.66,3.36%,'3.30,'+28.60%,美容护理
'450,689009.九号公司-WD,'73.17,'+0.03%,'-,10.68%,64.66%,'56.44,'528.64,'29.50,1.53%,'17.92,'+56.93%,交运设备
'451,301338.凯格精机,'69.49,'+4.76%,'-,10.68%,39.21%,'7.90,'73.94,'71.93,0.29%,'1.03,'+123.88%,专用设备
'452,601238.广汽集团,'7.73,'-1.53%,1.63%,10.65%,44.65%,'83.94,'788.23,'-,0.65%,'-69.58,'-17.02%,汽车整车
'453,605305.中际联合,'37.36,'+1.38%,1.49%,10.64%,22.23%,'8.45,'79.40,'20.35,1.20%,'3.90,'+34.23%,风电设备
'454,600556.天下秀,'5.33,'+0.57%,0.77%,10.60%,27.00%,'10.21,'96.35,'300.00,0.16%,'0.30,'+2.68%,文化传媒
'455,603281.江瀚新材,'25.42,'-0.59%,0.21%,10.60%,7.88%,'10.06,'94.90,'20.06,3.93%,'4.73,'+8.41%,化学制品
'456,002454.松芝股份,'8.76,'-1.90%,'-,10.59%,44.49%,'5.83,'55.06,'38.49,1.14%,'1.43,'+33.46%,汽车零部件
'457,301132.满坤科技,'38.21,'-2.18%,'-,10.57%,38.93%,'5.98,'56.58,'49.81,1.10%,'1.14,'+40.76%,电子元件
'458,002017.东信和平,'30.10,'+5.76%,0.94%,10.56%,39.98%,'18.45,'174.71,'100.96,0.54%,'1.73,'+194.30%,通信设备
'459,301275.汉朔科技,'57.12,'+0.21%,0.09%,10.55%,38.50%,'25.45,'241.27,'40.47,0.27%,'5.96,'+108.27%,通信设备
'460,688505.复旦张江,'10.08,'+2.54%,0.42%,10.54%,10.27%,'11.01,'104.49,'-,0.30%,'-0.48,'+31.81%,化学制药
'461,688593.新相微,'18.56,'+0.81%,0.22%,10.53%,17.73%,'8.98,'85.29,'-,0.21%,'-0.02,'+1.42%,半导体
'462,000096.广聚能源,'11.80,'+0.26%,0.92%,10.53%,8.82%,'6.56,'62.30,'100.06,0.64%,'0.62,'-3.19%,石油行业
'463,603444.吉比特,'460.00,'+0.17%,9.68%,10.50%,20.42%,'34.80,'331.39,'31.20,2.17%,'10.62,'+113.30%,游戏
'464,600826.兰生股份,'12.18,'+5.09%,1.42%,10.48%,24.64%,'9.39,'89.59,'46.15,2.30%,'1.94,'+45.73%,贸易行业
'465,603489.八方股份,'26.72,'-4.78%,1.96%,10.48%,14.43%,'6.57,'62.69,'300.00,0.37%,'0.18,'+12.60%,电机
'466,688566.吉贝尔,'40.50,'+8.87%,0.18%,10.47%,10.73%,'8.46,'80.77,'39.91,1.28%,'2.02,'+82.41%,化学制药
'467,688146.中船特气,'43.30,'+1.14%,0.29%,10.46%,14.73%,'23.97,'229.24,'102.50,0.40%,'2.24,'+49.98%,电子化学品
'468,688562.航天软件,'19.15,'-1.03%,0.19%,10.44%,44.11%,'8.00,'76.60,'-,0.23%,'-1.47,'+20.36%,互联网服务
'469,600685.中船防务,'29.98,'+1.70%,0.22%,10.43%,62.50%,'44.18,'423.77,'60.93,0.27%,'6.96,'+26.82%,船舶制造
'470,300770.新媒股份,'45.92,'-2.71%,1.08%,10.40%,23.73%,'10.94,'105.22,'14.25,6.25%,'7.39,'+15.76%,文化传媒
'471,000650.仁和药业,'6.41,'+3.06%,0.82%,10.37%,11.56%,'9.31,'89.74,'30.98,2.34%,'2.90,'+14.35%,中药
'472,002011.盾安环境,'12.73,'-2.75%,1.21%,10.36%,50.87%,'14.05,'135.63,'13.84,'-,'9.80,'+17.76%,家电行业
'473,300048.合康新能,'6.48,'-1.97%,1.64%,10.32%,63.46%,'7.53,'72.95,'149.93,'-,'0.49,'+28.57%,专用设备
'474,600329.达仁堂,'45.66,'-0.98%,0.78%,10.29%,31.53%,'36.18,'351.63,'49.61,2.80%,'7.09,'+54.06%,中药
'475,603533.掌阅科技,'21.73,'+0.23%,2.09%,10.29%,22.47%,'9.81,'95.37,'-,0.46%,'-0.83,'+7.52%,文化传媒
'476,300494.盛天网络,'14.56,'-3.58%,0.97%,10.28%,10.10%,'7.34,'71.42,'-,'-,'-2.20,'+29.54%,游戏
'477,300130.新国都,'31.93,'-0.31%,0.66%,10.25%,28.56%,'18.56,'181.14,'53.64,1.25%,'3.38,'+48.19%,计算机设备
'478,002749.国光股份,'16.04,'-0.56%,0.28%,10.24%,13.67%,'7.66,'74.80,'19.98,6.25%,'3.74,'+20.68%,农药兽药
'479,605338.巴比食品,'24.08,'+5.57%,'-,10.23%,18.79%,'5.90,'57.69,'25.80,3.32%,'2.24,'+45.62%,食品饮料
'480,603018.华设集团,'7.78,'-1.02%,0.33%,10.23%,56.59%,'5.44,'53.20,'16.56,1.29%,'3.21,'-4.03%,工程咨询服务
'481,603882.金域医学,'31.84,'-0.34%,8.28%,10.18%,28.98%,'15.02,'147.50,'-,2.76%,'-4.10,'+18.24%,医疗服务
'482,002444.巨星科技,'32.22,'+4.58%,1.65%,10.13%,19.06%,'38.98,'384.86,'16.37,1.56%,'23.52,'-0.40%,通用设备
'483,002624.完美世界,'16.28,'-2.28%,5.99%,10.10%,39.14%,'31.90,'315.83,'-,1.41%,'-7.59,'+60.10%,游戏
'484,002959.小熊电器,'55.48,'+5.76%,1.31%,10.08%,46.40%,'8.78,'87.13,'28.03,1.80%,'3.11,'+18.25%,家电行业
'485,000538.云南白药,'59.29,'+2.97%,3.98%,10.00%,25.73%,'105.79,'1057.89,'21.82,4.04%,'48.49,'+0.98%,中药
'486,300142.沃森生物,'12.97,'+2.61%,1.25%,10.00%,23.11%,'20.74,'207.44,'-,0.08%,'-0.09,'+7.47%,生物制品
'487,300674.宇信科技,'27.94,'+2.34%,0.93%,9.97%,21.17%,'19.61,'196.71,'46.77,0.93%,'4.21,'+44.70%,互联网服务
'488,301171.易点天下,'32.15,'-1.26%,0.73%,9.97%,40.56%,'15.12,'151.71,'73.08,0.44%,'2.08,'+14.45%,互联网服务
'489,300144.宋城演艺,'8.88,'+1.49%,2.50%,9.94%,14.45%,'23.16,'232.89,'26.80,2.25%,'8.69,'-2.16%,旅游酒店
'490,300223.北京君正,'78.90,'+4.95%,1.32%,9.92%,7.16%,'37.75,'380.72,'138.91,0.13%,'2.74,'+15.87%,半导体
'491,000733.振华科技,'50.98,'+0.14%,0.71%,9.90%,18.32%,'27.98,'282.52,'37.75,0.35%,'7.48,'+21.36%,电子元件
'492,600629.华建集团,'15.46,'+2.05%,0.12%,9.90%,62.62%,'14.85,'150.01,'79.95,0.79%,'1.88,'+70.16%,工程咨询服务
'493,600179.安通控股,'3.50,'-0.28%,0.78%,9.81%,22.33%,'14.53,'148.10,'16.93,'-,'8.75,'+23.67%,物流行业
'494,601163.三角轮胎,'13.92,'-0.43%,1.54%,9.79%,31.18%,'10.90,'111.36,'16.62,3.81%,'6.70,'-4.17%,橡胶制品
'495,300146.汤臣倍健,'12.19,'-0.57%,0.73%,9.78%,17.09%,'20.27,'207.33,'42.45,2.95%,'4.88,'+4.42%,食品饮料
'496,002947.恒铭达,'43.70,'-2.54%,0.77%,9.78%,18.59%,'10.95,'111.96,'21.90,1.37%,'5.11,'+33.55%,消费电子
'497,301330.熵基科技,'34.68,'-1.34%,0.47%,9.76%,19.21%,'7.97,'81.62,'44.71,1.20%,'1.83,'+57.31%,软件开发
'498,301110.青木科技,'67.90,'-2.36%,'-,9.76%,16.68%,'6.13,'62.83,'95.05,1.18%,'0.66,'+11.23%,互联网服务
'499,000860.顺鑫农业,'16.40,'-0.18%,0.40%,9.73%,45.22%,'11.84,'121.65,'300.00,0.91%,'0.01,'-14.96%,酿酒行业
'500,301211.亨迪药业,'13.07,'+4.14%,0.59%,9.71%,5.66%,'5.30,'54.58,'300.00,1.32%,'0.12,'-9.63%,化学制药
'501,300206.理邦仪器,'13.15,'+3.54%,6.38%,9.68%,14.01%,'7.38,'76.23,'43.75,1.57%,'1.74,'+19.76%,医疗器械
'502,300304.云意电气,'14.52,'+8.60%,0.37%,9.67%,21.36%,'12.33,'127.51,'33.78,0.54%,'3.77,'+82.95%,汽车零部件
'503,603299.苏盐井神,'11.21,'+0.90%,0.40%,9.67%,35.06%,'8.47,'87.62,'17.28,3.95%,'5.07,'+5.38%,化学原料
'504,688095.福昕软件,'89.20,'-1.19%,3.74%,9.67%,24.06%,'7.89,'81.56,'-,0.34%,'-1.61,'+33.43%,软件开发
'505,002410.广联达,'14.91,'-1.97%,11.61%,9.62%,35.97%,'23.70,'246.30,'115.30,1.01%,'2.14,'+28.18%,软件开发
'506,300916.朗特智能,'44.60,'+3.41%,'-,9.58%,36.79%,'6.18,'64.51,'56.62,0.90%,'1.14,'+50.86%,消费电子
'507,688261.东微半导,'83.40,'+6.92%,0.97%,9.57%,6.56%,'9.78,'102.19,'300.00,0.05%,'0.10,'+98.82%,半导体
'508,600150.中国船舶,'38.92,'+4.12%,3.58%,9.52%,68.39%,'165.68,'1740.67,'36.54,0.64%,'47.64,'+9.12%,船舶制造
'509,301491.汉桑科技,'67.22,'+3.83%,'-,9.51%,34.51%,'8.25,'86.71,'37.29,'-,'2.33,'+132.51%,消费电子
'510,605123.派克新材,'76.88,'+2.25%,0.71%,9.47%,40.01%,'8.82,'93.16,'35.74,1.01%,'2.61,'+43.59%,通用设备
'511,002157.正邦科技,'3.00,'-1.96%,0.48%,9.43%,45.69%,'26.18,'277.50,'-,'-,'-0.03,'+2.74%,农牧饲渔
'512,301262.海看股份,'25.81,'-0.69%,0.05%,9.42%,10.64%,'10.14,'107.63,'29.35,1.92%,'3.67,'+5.47%,文化传媒
'513,688387.信科移动-U,'7.07,'-0.14%,0.46%,9.41%,51.92%,'22.74,'241.71,'-,'-,'-4.12,'+18.62%,通信设备
'514,601096.宏盛华源,'4.40,'+0.23%,0.32%,9.41%,53.22%,'11.08,'117.71,'38.55,0.63%,'3.05,'+1.54%,电网设备
'515,000869.张裕Ａ,'22.29,0.00%,0.68%,9.39%,12.13%,'14.06,'149.75,'138.22,1.79%,'1.08,'-2.02%,酿酒行业
'516,002309.中利集团,'3.18,0.00%,'-,9.33%,64.75%,'8.92,'95.64,'-,'-,'-20.94,'+30.33%,光伏设备
'517,600770.综艺股份,'6.21,'+2.48%,1.45%,9.33%,16.91%,'7.53,'80.73,'-,'-,'-0.09,'+48.21%,综合行业
'518,002233.塔牌集团,'9.17,'+2.69%,1.17%,9.31%,9.10%,'10.18,'109.33,'27.37,4.91%,'3.99,'+26.42%,水泥建材
'519,300641.正丹股份,'24.03,'-0.62%,0.39%,9.30%,3.40%,'11.90,'128.00,'8.41,2.91%,'15.23,'-2.03%,化学制品
'520,002487.大金重工,'34.02,'-2.10%,3.04%,9.28%,42.25%,'20.14,'216.96,'25.98,0.24%,'8.35,'+66.47%,风电设备
'521,300443.金雷股份,'26.20,'-3.54%,0.99%,9.24%,8.03%,'7.75,'83.88,'29.10,0.53%,'2.88,'+32.00%,风电设备
'522,605060.联德股份,'28.22,'+10.02%,'-,9.23%,18.30%,'6.27,'67.90,'34.90,1.24%,'1.95,'+64.20%,通用设备
'523,002727.一心堂,'14.94,'+1.70%,3.17%,9.21%,53.04%,'8.06,'87.49,'44.77,2.01%,'1.95,'+16.67%,医药商业
'524,688563.航材股份,'56.96,'-2.13%,0.28%,9.10%,12.09%,'23.32,'256.32,'52.02,0.85%,'4.93,'+2.58%,航天航空
'525,301291.明阳电气,'44.37,'-1.11%,0.65%,9.09%,48.53%,'12.59,'138.52,'19.49,1.62%,'7.11,'+2.92%,电网设备
'526,603466.风语筑,'10.54,'-0.57%,0.96%,9.08%,55.37%,'5.69,'62.69,'-,1.90%,'-0.01,'+15.35%,文化传媒
'527,002611.东方精工,'18.65,'-0.80%,1.20%,9.07%,33.34%,'20.60,'227.02,'40.94,0.70%,'5.55,'+93.30%,专用设备
'528,002707.众信旅游,'8.38,'+1.09%,2.25%,9.07%,74.35%,'7.47,'82.35,'112.04,'-,'0.74,'+13.40%,旅游酒店
'529,688293.奥浦迈,'53.70,0.00%,'-,9.04%,8.23%,'5.51,'60.98,'300.00,0.79%,'0.19,'+47.93%,专业服务
'530,600038.中直股份,'39.85,'-1.43%,1.82%,9.03%,64.37%,'29.52,'326.73,'78.33,0.51%,'4.17,'+3.92%,航天航空
