序,股票,价,涨,北上,现金/市值,资产负债率,现金流.亿,市值.亿,PE.扣非,股息,净利润.亿,今年来,行业
'898,603392.万泰生物,'58.93,'+0.49%,1.80%,1.53%,13.61%,'11.44,'745.54,'-,'-,'-4.93,'-16.36%,生物制品
'899,301200.大族数控,'90.70,'-3.57%,0.13%,1.48%,37.38%,'5.71,'385.94,'114.91,0.44%,'3.36,'+153.29%,专用设备
'900,002195.岩山科技,'8.88,'+3.86%,0.49%,1.43%,2.27%,'7.20,'503.55,'300.00,'-,'0.52,'+123.68%,互联网服务
'901,688082.盛美上海,'158.15,'+2.03%,1.37%,1.38%,37.98%,'9.66,'697.90,'51.75,0.41%,'13.49,'+58.98%,半导体
'902,301498.乖宝宠物,'98.64,'+1.07%,2.98%,1.38%,14.94%,'5.44,'394.60,'58.30,0.51%,'6.77,'+26.22%,农牧饲渔
'903,688235.百济神州-U,'300.00,'+7.91%,1.23%,1.26%,40.15%,'58.02,'4619.58,'-,'-,'-19.93,'+86.31%,生物制品
'904,600660.福耀玻璃,'65.81,'+0.23%,18.64%,1.24%,45.76%,'21.35,'1717.47,'20.03,2.74%,'85.76,'+8.83%,玻璃玻纤
'905,300418.昆仑万维,'41.67,'-0.79%,1.73%,1.18%,18.71%,'6.16,'523.11,'-,'-,'-20.95,'+8.29%,互联网服务
'906,002294.信立泰,'53.54,'+6.34%,1.37%,1.13%,18.13%,'6.73,'596.87,'102.32,0.93%,'5.83,'+75.35%,化学制药
'907,300394.天孚通信,'222.16,'+11.90%,2.31%,1.11%,16.95%,'19.24,'1727.11,'112.14,0.32%,'15.40,'+242.33%,通信设备
'908,688169.石头科技,'212.00,'-1.34%,3.91%,1.08%,30.98%,'5.94,'549.31,'43.63,0.36%,'12.59,'+36.05%,家电行业
'909,688110.东芯股份,'118.00,'+16.43%,0.40%,1.08%,5.30%,'5.62,'521.85,'-,'-,'-2.28,'+373.90%,半导体
'910,688521.芯原股份,'153.00,'+6.99%,1.11%,1.04%,43.00%,'8.33,'804.34,'-,'-,'-6.97,'+191.82%,半导体
'911,300765.新诺威,'56.96,'+6.71%,1.50%,1.02%,30.38%,'8.14,'800.06,'-,0.04%,'-1.33,'+114.30%,食品饮料
'912,300308.中际旭创,'406.10,'+14.42%,3.72%,0.97%,30.31%,'43.60,'4512.25,'67.24,0.12%,'67.11,'+230.12%,通信设备
'913,301269.华大九天,'130.00,'+5.69%,1.22%,0.96%,8.11%,'6.76,'705.82,'-,0.12%,'-0.24,'+7.47%,软件开发
'914,000831.中国稀土,'59.12,'+1.37%,1.85%,0.90%,11.25%,'5.63,'627.39,'237.06,'-,'2.65,'+110.77%,小金属
'915,300450.先导智能,'40.70,'+14.62%,8.47%,0.85%,68.20%,'5.44,'637.43,'98.88,0.14%,'6.45,'+103.75%,电池
'916,600570.恒生电子,'38.66,'+3.12%,7.03%,0.82%,31.36%,'6.03,'731.36,'82.07,0.26%,'8.91,'+38.63%,软件开发
'917,601633.长城汽车,'26.08,'+0.89%,1.37%,0.79%,61.98%,'17.59,'2232.17,'29.12,1.73%,'76.65,'+1.10%,汽车整车
'918,002311.海大集团,'60.77,'-1.19%,3.78%,0.77%,49.18%,'7.79,'1011.06,'19.59,1.81%,'51.61,'+26.24%,农牧饲渔
'919,688111.金山办公,'332.20,'-0.69%,3.71%,0.68%,29.16%,'10.47,'1538.68,'96.41,0.27%,'15.96,'+16.39%,软件开发
'920,600436.片仔癀,'207.33,'-0.90%,3.19%,0.66%,18.77%,'8.23,'1250.86,'45.60,1.43%,'27.43,'-2.47%,中药
'921,688041.海光信息,'208.96,'+7.42%,3.15%,0.62%,25.85%,'30.02,'4856.94,'232.59,0.08%,'20.88,'+39.67%,半导体
'922,603501.豪威集团,'145.20,'+1.38%,13.37%,0.59%,38.36%,'10.37,'1751.13,'48.16,0.29%,'36.36,'+39.32%,半导体
'923,300502.新易盛,'388.50,'+9.07%,5.10%,0.43%,33.08%,'16.68,'3860.58,'65.45,0.08%,'58.99,'+372.48%,通信设备
'924,688256.寒武纪-U,'1448.39,'-2.95%,3.75%,0.30%,19.68%,'18.26,'6059.34,'300.00,'-,'6.57,'+120.12%,半导体
