序,股票,关注度,价,涨,北上持股,扣非PE,PB,股息,ROE,市值(亿),今年来,行业
'15,SH600276.恒瑞医药,'211,'68.35,'+3.20%,8.39%,'65.17,'7.76,0.29%,14.55%,'4360.05,'+49.45%,化学制药
'17,SH601138.工业富联,'206,'55.62,'+3.33%,2.47%,'41.61,'7.28,1.15%,18.32%,'11045.84,'+163.77%,消费电子
'18,SZ300274.阳光电源,'206,'99.20,'-0.67%,4.20%,'15.46,'4.83,1.09%,37.35%,'2056.63,'+36.64%,光伏设备
'19,SZ002714.牧原股份,'203,'54.80,'-0.29%,2.72%,'10.49,'3.82,2.57%,38.70%,'2993.60,'+44.50%,农牧饲渔
'16,SH601899.紫金矿业,'202,'24.38,'+5.63%,7.72%,'17.10,'4.56,1.15%,29.99%,'5019.53,'+63.59%,有色金属
'20,SZ000651.格力电器,'191,'41.41,'-2.79%,6.82%,'7.69,'1.71,7.24%,25.64%,'2319.54,'-2.81%,家电行业
'23,SH600690.海尔智家,'188,'25.95,'-1.18%,7.19%,'12.59,'2.12,3.72%,18.45%,'1623.04,'-5.56%,家电行业
'22,SH603605.珀莱雅,'186,'84.43,'+0.72%,11.99%,'20.72,'5.84,1.41%,32.11%,'334.35,'+1.12%,美容护理
'21,SZ000568.泸州老窖,'183,'135.85,'-0.98%,2.22%,'15.32,'4.30,4.38%,29.68%,'1999.65,'+13.86%,酿酒行业
'25,SH600036.招商银行,'178,'41.98,'-2.12%,6.62%,'7.14,'0.82,4.76%,12.38%,'8660.03,'+11.44%,银行
'26,SH600584.长电科技,'177,'41.15,'+3.13%,5.65%,'52.46,'2.64,0.29%,5.37%,'736.34,'+1.09%,半导体
'24,SH601318.中国平安,'171,'58.51,'-2.29%,5.94%,'9.13,'1.13,4.36%,12.80%,'6297.23,'+14.35%,保险
'29,SZ300033.同花顺,'169,'397.41,'-3.81%,2.29%,'112.16,'31.16,0.75%,29.37%,'2136.48,'+39.64%,软件开发
'28,SH688041.海光信息,'168,'208.96,'+7.42%,3.15%,'232.59,'23.01,0.08%,11.30%,'4856.94,'+39.67%,半导体
'27,SZ300760.迈瑞医疗,'164,'246.48,'+1.52%,10.84%,'33.16,'7.65,3.12%,23.56%,'2988.43,'-2.51%,医疗器械
'30,SH600938.中国海油,'162,'25.94,'+1.01%,1.99%,'9.98,'1.57,4.94%,16.97%,'775.61,'-10.09%,石油行业
'35,SZ000977.浪潮信息,'159,'68.93,'+2.65%,3.18%,'47.77,'4.97,0.23%,12.84%,'1014.74,'+33.29%,计算机设备
'32,SH603288.海天味业,'157,'41.22,'-0.53%,3.52%,'36.77,'6.16,2.09%,20.25%,'2292.08,'-8.42%,食品饮料
'34,SH600660.福耀玻璃,'156,'65.81,'+0.23%,18.64%,'20.03,'4.82,2.74%,26.17%,'1318.17,'+8.83%,玻璃玻纤
'33,SZ300124.汇川技术,'155,'75.90,'+1.16%,17.60%,'44.10,'6.77,0.54%,18.44%,'2045.81,'+30.39%,电子元件
'31,SZ002371.北方华创,'153,'377.84,'+1.43%,10.19%,'44.62,'8.07,0.21%,19.89%,'2726.51,'+30.77%,半导体
'45,SZ300724.捷佳伟创,'149,'108.12,'+9.48%,2.41%,'12.26,'3.01,1.11%,30.52%,'375.95,'+74.95%,光伏设备
'38,SH600436.片仔癀,'148,'207.33,'-0.90%,3.19%,'45.60,'8.55,1.43%,19.07%,'1250.86,'-2.47%,中药
'40,SZ002463.沪电股份,'147,'69.80,'+1.47%,6.41%,'43.62,'10.54,0.72%,27.40%,'1342.94,'+78.89%,电子元件
'44,SZ300015.爱尔眼科,'146,'13.30,'-0.75%,2.07%,'36.98,'5.72,1.20%,17.31%,'1240.28,'+1.68%,医疗服务
'37,SZ300394.天孚通信,'145,'222.16,'+11.90%,2.31%,'112.14,'36.85,0.32%,38.79%,'1727.11,'+242.33%,通信设备
'42,SZ002475.立讯精密,'144,'45.27,'-1.54%,4.73%,'26.62,'4.39,0.44%,21.77%,'3282.99,'+11.69%,消费电子
'39,SH601225.陕西煤业,'143,'20.33,'-0.25%,2.48%,'11.46,'2.22,6.63%,21.88%,'1970.99,'-7.10%,煤炭行业
'36,SH603799.华友钴业,'142,'50.22,'+4.52%,8.79%,'18.45,'2.19,1.00%,14.11%,'854.52,'+74.17%,能源金属
'41,SH600809.山西汾酒,'142,'200.60,'-0.70%,4.02%,'19.81,'6.82,3.02%,36.95%,'2447.25,'+12.74%,酿酒行业
'43,SZ002837.英维克,'141,'80.16,'+0.20%,8.49%,'168.63,'25.80,0.19%,17.32%,'776.77,'+159.54%,专用设备
'49,SZ000895.双汇发展,'139,'25.61,'+1.55%,1.81%,'18.50,'4.26,8.04%,24.14%,'887.30,'+4.15%,食品饮料
'48,SH603501.豪威集团,'137,'145.20,'+1.38%,13.37%,'48.16,'6.69,0.29%,16.64%,'1751.13,'+39.32%,半导体
'46,SH603195.公牛集团,'134,'47.09,'-0.11%,2.97%,'23.14,'5.79,3.64%,28.78%,'851.66,'-3.00%,家用轻工
'47,SH600030.中信证券,'132,'31.17,'-0.98%,4.79%,'18.77,'1.51,1.67%,8.50%,'3802.89,'+7.79%,证券
'50,SH601288.农业银行,'129,'7.05,'+0.43%,0.96%,'8.64,'0.79,3.43%,9.23%,'22506.72,'+37.76%,银行
'51,SZ000538.云南白药,'125,'59.29,'+2.97%,3.98%,'21.82,'2.62,4.04%,13.02%,'1057.89,'+0.98%,中药
'52,SH600111.北方稀土,'124,'56.55,'-0.46%,3.84%,'114.70,'8.79,0.06%,8.45%,'2044.32,'+166.88%,小金属
'53,SH600563.法拉电子,'122,'120.00,'-2.27%,7.06%,'24.12,'4.99,1.67%,22.22%,'270.00,'+2.84%,电子元件
'54,SZ000063.中兴通讯,'122,'48.00,'+5.63%,2.19%,0.00,'3.07,1.29%,10.67%,'1933.46,'+21.14%,通信设备
'55,SH688981.中芯国际,'122,'114.76,'-3.74%,3.19%,'281.07,'6.08,0.00%,2.95%,'2281.84,'+21.29%,半导体
'56,SH603893.瑞芯微,'114,'233.99,'-5.00%,3.26%,'112.22,'24.88,0.38%,26.42%,'984.46,'+113.83%,半导体
'57,SH688008.澜起科技,'112,'124.22,'+1.07%,10.07%,'79.23,'11.74,0.31%,17.76%,'1422.51,'+83.86%,半导体
'59,SH601888.中国中免,'112,'69.31,'+0.03%,4.23%,'40.95,'2.60,1.51%,6.57%,'1353.26,'+5.25%,旅游酒店
'58,SH605499.东鹏饮料,'111,'314.94,'+1.94%,9.90%,'42.81,'18.75,2.20%,50.26%,'1637.73,'+28.92%,食品饮料
'61,SZ002415.海康威视,'111,'31.15,'-0.06%,0.44%,'23.85,'3.66,2.25%,16.51%,'2876.14,'+3.98%,计算机设备
'60,SH600941.中国移动,'110,'106.99,'-0.01%,4.09%,'18.06,'1.66,6.70%,10.40%,'965.87,'-5.50%,通信服务
'64,SH603087.甘李药业,'109,'78.22,'+7.25%,1.25%,'59.40,'4.29,1.92%,8.38%,'470.15,'+80.42%,生物制品
'67,SH600031.三一重工,'109,'21.16,'+0.62%,11.80%,'23.54,'2.44,1.70%,10.68%,'1793.18,'+30.97%,工程机械
'71,SZ002050.三花智控,'108,'31.89,'+0.03%,4.72%,'37.27,'4.62,1.10%,15.69%,'1190.26,'+36.92%,家电行业
'62,SH603129.春风动力,'107,'272.00,'+1.99%,3.88%,'24.34,'6.13,1.42%,28.91%,'415.01,'+76.96%,交运设备
'65,SH600885.宏发股份,'107,'26.08,'-0.38%,20.32%,'23.00,'3.83,1.41%,18.76%,'380.70,'+16.64%,电网设备
'73,SZ002600.领益智造,'107,'15.67,'+0.84%,1.71%,'66.24,'5.38,0.13%,10.19%,'1098.18,'+96.35%,消费电子
'66,SH688012.中微公司,'106,'223.20,'+4.22%,9.18%,'96.80,'6.70,0.13%,9.25%,'1397.56,'+18.19%,半导体
'74,SZ002920.德赛西威,'106,'126.37,'-0.60%,1.41%,'30.38,'7.28,0.95%,26.54%,'701.29,'+16.17%,汽车零部件
'75,SH603993.洛阳钼业,'106,'13.53,'+9.47%,3.69%,'17.85,'3.92,1.90%,24.72%,'2362.45,'+109.99%,小金属
'69,SH600887.伊利股份,'104,'28.27,'-1.05%,10.60%,'23.21,'3.35,4.32%,15.28%,'1788.18,'-2.39%,食品饮料
'72,SZ002032.苏泊尔,'104,'51.61,'+0.35%,4.34%,'20.18,'8.08,5.44%,43.89%,'413.58,'+1.83%,家电行业
'70,SH601088.中国神华,'103,'37.90,'+1.15%,1.04%,'13.70,'1.88,5.96%,13.47%,'6250.10,'-7.75%,煤炭行业
'76,SZ000596.古井贡酒,'103,'170.40,'-0.53%,1.26%,'16.25,'3.58,3.52%,23.42%,'696.25,'+2.60%,酿酒行业
'63,SH600989.宝丰能源,'101,'17.57,'+1.27%,2.76%,'14.57,'2.88,1.59%,20.65%,'1288.47,'+7.11%,化学原料
'68,SH600580.卧龙电驱,'101,'34.03,'+2.19%,0.69%,'69.19,'5.08,0.37%,9.26%,'531.59,'+138.93%,电机
'82,SZ002241.歌尔股份,'99,'35.68,'-2.83%,3.03%,'55.55,'3.68,0.70%,8.78%,'1245.77,'+39.21%,消费电子
'94,SZ002555.三七互娱,'98,'19.65,'-0.20%,6.01%,'16.08,'3.34,5.09%,21.90%,'434.70,'+30.63%,游戏
'78,SH603986.兆易创新,'97,'174.88,'+10.00%,6.12%,'105.43,'6.74,0.19%,7.06%,'1161.26,'+64.21%,半导体
'90,SH601717.中创智领,'97,'21.71,'+6.16%,5.04%,'10.20,'1.76,5.16%,19.94%,'334.80,'+78.47%,汽车零部件
'81,SH603568.伟明环保,'96,'19.35,'+0.42%,1.31%,'12.51,'2.37,2.48%,20.91%,'329.83,'-8.32%,环保行业
'83,SH600132.重庆啤酒,'95,'55.07,'-0.65%,6.24%,'22.42,'16.47,4.36%,64.93%,'266.52,'-11.18%,酿酒行业
'89,SZ000423.东阿阿胶,'95,'51.83,'-0.10%,9.35%,'21.82,'3.24,4.67%,15.93%,'333.77,'-15.42%,中药
'84,SH600309.万华化学,'94,'69.02,'+0.61%,4.33%,'18.78,'2.17,1.82%,11.48%,'2160.65,'-1.98%,化学制品
'87,SZ300628.亿联网络,'94,'38.04,'+0.66%,3.14%,'20.61,'5.60,4.98%,29.82%,'481.80,'+2.27%,通信设备
'92,SH688111.金山办公,'94,'332.20,'-0.69%,3.71%,'96.41,'13.22,0.27%,15.19%,'1538.68,'+16.39%,软件开发
'93,SZ002270.华明装备,'94,'19.06,'-1.04%,17.44%,'26.33,'5.40,2.86%,21.12%,'170.82,'+14.74%,电网设备
'91,SZ002056.横店东磁,'93,'18.54,'-2.06%,3.04%,'14.07,'2.89,2.44%,22.84%,'301.59,'+47.89%,光伏设备
'80,SZ002027.分众传媒,'92,'8.70,'+4.69%,5.03%,'25.46,'7.69,3.79%,33.16%,'1256.47,'+27.33%,文化传媒
'88,SH603019.中科曙光,'92,'92.14,'+4.11%,3.02%,'85.65,'6.48,0.29%,10.43%,'1348.11,'+27.96%,计算机设备
'77,SH601012.隆基绿能,'91,'17.08,'-0.52%,5.62%,'-1.00,'2.22,1.00%,'-1.00%,'1294.33,'+8.72%,光伏设备
'86,SH603338.浙江鼎力,'91,'53.91,'-0.83%,6.77%,'14.95,'2.58,1.85%,18.75%,'272.97,'-14.53%,工程机械
'79,SZ002690.美亚光电,'90,'20.26,'+1.30%,5.87%,'27.12,'7.12,3.46%,27.89%,'178.74,'+42.41%,专用设备
'85,SZ300573.兴齐眼药,'90,'77.54,'+14.65%,1.43%,'37.31,'10.82,1.38%,30.87%,'190.24,'+57.55%,化学制药
'99,SH600795.国电电力,'89,'4.91,'+2.51%,2.63%,'14.86,'1.51,4.07%,12.08%,'875.73,'+9.68%,电力行业
'96,SH600150.中国船舶,'88,'38.92,'+4.12%,3.58%,'36.54,'3.30,0.64%,10.15%,'1740.67,'+9.12%,船舶制造
'97,SH601689.拓普集团,'87,'61.51,'-1.76%,5.07%,'41.21,'4.73,0.84%,13.97%,'1068.94,'+26.90%,汽车零部件
'98,SZ002466.天齐锂业,'85,'43.86,'-0.23%,4.39%,'-1.00,'1.72,0.00%,'-1.00%,'647.86,'+32.91%,能源金属
'95,SH603979.金诚信,'84,'69.05,'+8.31%,2.23%,'21.02,'4.36,0.65%,23.28%,'430.72,'+92.17%,采掘行业
'100,SH600873.梅花生物,'84,'10.98,'-0.72%,2.82%,'10.36,'2.09,5.48%,20.85%,'313.24,'+13.81%,化学制品
