排名,股票,价,涨,便宜指数,北上持股,PE.扣非,PE.TTM,PB,股息,ROE,市值(亿),今年来,行业
'351,SH603391.力聚热能,'40.96,'+2.37%,'5.23,'-,'19.80,'14.03,'1.79,3.05%,16.26%,'37.27,'+0.56%,通用设备
'352,SH600731.湖南海利,'7.50,'+0.13%,'5.23,'-,'16.87,'13.62,'1.27,2.67%,9.76%,'41.91,'+35.31%,农药兽药
'353,SZ000538.云南白药,'59.29,'+2.97%,'5.23,3.98%,'21.82,'20.37,'2.62,4.04%,13.02%,'1057.89,'+0.98%,中药
'354,SZ002116.中国海诚,'10.31,'-0.48%,'5.22,0.30%,'16.50,'13.83,'1.88,3.00%,14.21%,'48.05,'+6.46%,工程咨询服务
'355,SH603277.银都股份,'17.42,'+0.11%,'5.22,0.72%,'24.85,'19.76,'3.63,3.97%,19.00%,'106.91,'+11.36%,通用设备
'356,SH600284.浦东建设,'9.24,'+0.22%,'5.22,1.52%,'20.01,'16.01,'1.14,2.89%,7.25%,'89.65,'+49.50%,工程建设
'357,SZ002615.哈尔斯,'8.19,'+0.24%,'5.22,'-,'15.63,'15.32,'2.20,3.05%,15.24%,'38.19,'+6.43%,家用轻工
'358,SH603766.隆鑫通用,'12.58,'-0.47%,'5.21,5.19%,'16.51,'16.08,'2.74,3.18%,17.78%,'258.34,'+42.24%,交运设备
'359,SZ002998.优彩资源,'8.16,'+1.75%,'5.20,'-,'52.65,'48.92,'1.63,6.74%,3.21%,'26.64,'+39.49%,化纤行业
'360,SZ002304.洋河股份,'73.85,'-0.08%,'5.20,1.36%,'35.59,'36.24,'2.27,6.29%,6.03%,'1112.51,'-5.70%,酿酒行业
'361,SZ002601.龙佰集团,'18.82,'+1.24%,'5.20,1.72%,'25.42,'24.51,'1.93,4.25%,7.88%,'449.10,'+9.76%,化学原料
'362,SZ002056.横店东磁,'18.54,'-2.06%,'5.20,3.04%,'14.07,'13.66,'2.89,2.44%,22.84%,'301.59,'+47.89%,光伏设备
'363,SH603233.大参林,'16.93,'+0.42%,'5.20,7.94%,'19.00,'18.27,'2.63,3.66%,14.62%,'192.81,'+14.65%,医药商业
'364,SH601966.玲珑轮胎,'15.58,'-0.26%,'5.18,0.94%,'18.27,'13.56,'0.99,2.23%,7.60%,'228.01,'-13.15%,橡胶制品
'365,SZ300864.南大环境,'20.72,'+0.93%,'5.18,'-,'23.09,'20.79,'2.58,4.07%,12.65%,'32.69,'+3.06%,环保行业
'366,SZ002120.韵达股份,'7.79,'-2.50%,'5.18,2.90%,'17.87,'16.11,'1.10,2.57%,6.98%,'225.85,'+6.67%,物流行业
'367,SH601607.上海医药,'18.49,'-0.96%,'5.17,2.82%,'19.82,'11.30,'0.91,2.00%,8.37%,'515.74,'-10.60%,医药商业
'368,SH603309.维力医疗,'14.25,'+0.99%,'5.17,'-,'18.42,'17.80,'2.24,3.51%,12.88%,'41.73,'+23.98%,医疗器械
'369,SZ001299.美能能源,'12.64,'+0.64%,'5.15,'-,'34.45,'30.91,'2.55,4.87%,8.00%,'30.67,'+38.73%,燃气
'370,SH601333.广深铁路,'3.35,'+4.36%,'5.15,0.51%,'20.11,'18.88,'0.85,2.09%,4.59%,'189.35,'+0.03%,铁路公路
'371,SH601199.江南水务,'5.96,0.00%,'5.14,0.25%,'14.18,'14.06,'1.25,2.18%,9.61%,'55.74,'+10.06%,公用事业
'372,SH600531.豫光金铅,'9.91,'+9.99%,'5.14,3.13%,'13.26,'12.41,'1.88,2.27%,16.08%,'108.04,'+58.80%,有色金属
'373,SZ000528.柳工,'11.04,'+0.73%,'5.12,3.27%,'16.20,'14.22,'1.24,2.46%,8.89%,'223.79,'-5.92%,工程机械
'374,SZ000731.四川美丰,'7.09,'-0.28%,'5.11,'-,'86.66,'34.94,'0.97,3.81%,2.74%,'39.62,'-0.97%,化肥行业
'375,SH603508.思维列控,'37.16,'+8.85%,'5.10,0.48%,'21.55,'21.40,'3.11,3.87%,14.69%,'141.68,'+63.24%,软件开发
'376,SH603201.常润股份,'17.58,'+2.03%,'5.10,'-,'13.48,'12.56,'1.99,2.27%,16.84%,'33.41,'+27.57%,汽车零部件
'377,SZ000088.盐田港,'4.49,'-0.44%,'5.10,0.28%,'19.56,'16.98,'1.32,2.90%,8.92%,'233.46,'-5.17%,航运港口
'378,SZ003012.东鹏控股,'7.37,'+2.65%,'5.09,2.02%,'28.34,'25.34,'1.14,3.39%,4.47%,'85.27,'+16.20%,装修建材
'379,SZ002545.东方铁塔,'10.52,'+3.54%,'5.09,1.17%,'17.16,'16.73,'1.43,2.85%,8.85%,'130.88,'+54.42%,化肥行业
'380,SH603599.广信股份,'11.75,'-1.18%,'5.09,0.69%,'17.26,'14.91,'1.09,2.30%,7.49%,'106.96,'-0.12%,农药兽药
'381,SZ000902.新洋丰,'14.79,'-1.14%,'5.08,1.25%,'12.88,'12.14,'1.66,2.03%,14.48%,'185.58,'+15.98%,化肥行业
'382,SZ002690.美亚光电,'20.26,'+1.30%,'5.08,5.87%,'27.12,'26.28,'7.12,3.46%,27.89%,'178.74,'+42.41%,专用设备
'383,SH600182.S佳通,'15.50,'+0.45%,'5.07,'-,'37.20,'37.31,'4.96,5.87%,12.40%,'52.70,'-4.94%,橡胶制品
'384,SZ002170.芭田股份,'11.33,'+3.09%,'5.07,1.07%,'15.37,'15.32,'2.97,2.46%,22.78%,'109.58,'+33.22%,化肥行业
'385,SH601566.九牧王,'8.88,'-0.67%,'5.07,1.24%,'28.07,'16.98,'1.30,3.38%,7.76%,'51.03,'+9.12%,纺织服装
'386,SH600674.川投能源,'14.65,'-1.61%,'5.07,2.64%,'15.42,'15.30,'1.68,2.73%,11.32%,'714.13,'-12.92%,电力行业
'387,SH600062.华润双鹤,'19.75,'+1.54%,'5.06,1.18%,'14.21,'13.18,'1.86,2.39%,14.84%,'205.15,'+1.74%,化学制药
'388,SH600916.中国黄金,'8.39,'+2.57%,'5.06,1.41%,'27.08,'25.96,'1.96,4.17%,7.54%,'140.95,'+1.45%,珠宝首饰
'389,SH601728.中国电信,'7.58,'-0.39%,'5.05,0.72%,'22.53,'20.27,'1.49,3.43%,7.41%,'5884.33,'+6.24%,通信服务
'390,SH601877.正泰电器,'27.90,'+1.79%,'5.05,6.13%,'13.94,'13.30,'1.40,2.15%,10.85%,'599.56,'+22.42%,电网设备
'391,SH600261.阳光照明,'3.44,'-0.86%,'5.04,'-,'57.55,'20.28,'1.34,4.07%,6.63%,'45.93,'+9.65%,家电行业
'392,SZ002274.华昌化工,'6.71,'-0.30%,'5.04,0.46%,'111.90,'78.72,'1.17,4.47%,1.46%,'63.90,'-9.97%,化肥行业
'393,SH601065.江盐集团,'8.47,'+0.12%,'5.04,0.07%,'17.81,'16.09,'1.24,2.60%,7.91%,'54.44,'-0.81%,化学原料
'394,SZ000501.武商集团,'11.10,'+3.35%,'5.04,1.95%,'52.14,'37.51,'0.77,2.70%,2.05%,'85.36,'+8.48%,商业百货
'395,SH600050.中国联通,'5.70,0.00%,'5.03,4.20%,'24.68,'19.08,'1.05,2.80%,5.60%,'1782.07,'+8.60%,通信服务
'396,SZ000600.建投能源,'7.58,'+4.70%,'5.03,1.87%,'14.18,'12.53,'1.13,1.72%,9.83%,'137.14,'+36.28%,电力行业
'397,SZ301371.敷尔佳,'26.43,'-1.08%,'5.03,0.05%,'30.80,'24.98,'2.50,4.37%,9.98%,'137.46,'-5.03%,美容护理
'398,SH601216.君正集团,'5.54,'-0.89%,'5.02,1.24%,'16.46,'14.56,'1.67,2.71%,11.92%,'467.47,'+8.30%,化学原料
'399,SH601016.节能风电,'3.01,'-0.66%,'5.02,0.96%,'18.44,'17.92,'1.10,2.46%,6.23%,'194.85,'-2.64%,电力行业
'400,SH605066.天正电气,'7.87,0.00%,'5.01,'-,'30.82,'30.80,'2.25,4.47%,7.22%,'39.72,'+35.16%,电网设备
'401,SH603035.常熟汽饰,'14.83,'+0.75%,'5.01,0.33%,'19.11,'14.62,'1.08,2.33%,7.47%,'56.36,'+5.74%,汽车零部件
'402,SZ301087.可孚医疗,'41.45,'+3.21%,'5.00,0.69%,'35.31,'29.44,'1.83,4.35%,6.17%,'86.59,'+21.39%,医疗器械
'403,SH603096.新经典,'18.47,'+0.82%,'4.99,'-,'42.51,'34.55,'1.55,4.33%,4.44%,'28.49,'+1.78%,文化传媒
'404,SZ002078.太阳纸业,'15.17,'-1.24%,'4.99,1.70%,'13.33,'13.57,'1.40,1.98%,10.72%,'423.93,'+4.32%,造纸印刷
'405,SH603369.今世缘,'42.90,'-0.90%,'4.98,2.75%,'16.94,'16.82,'3.30,2.80%,20.72%,'534.88,'-2.48%,酿酒行业
'406,SH600900.长江电力,'27.79,'-1.07%,'4.98,6.19%,'19.81,'19.89,'3.29,3.39%,17.08%,'6799.72,'-2.90%,电力行业
'407,SZ000999.华润三九,'30.15,'-0.92%,'4.98,2.61%,'20.08,'18.08,'2.36,3.37%,13.49%,'503.38,'-10.94%,中药
'408,SH605507.国邦医药,'23.09,'-1.70%,'4.97,0.79%,'16.08,'15.50,'1.60,2.62%,10.66%,'129.03,'+14.08%,化学制药
'409,SZ002597.金禾实业,'23.23,'-1.11%,'4.96,2.40%,'23.78,'20.50,'1.76,3.57%,8.70%,'132.02,'+5.07%,食品饮料
'410,SZ002394.联发股份,'10.79,'+4.86%,'4.95,'-,'15.90,'10.38,'0.82,0.93%,8.21%,'34.93,'+45.28%,纺织服装
'411,SH600548.深高速,'10.58,'-0.09%,'4.95,0.33%,'20.65,'20.17,'1.00,2.31%,5.48%,'189.42,'-19.65%,铁路公路
'412,SZ000883.湖北能源,'4.59,'-0.86%,'4.94,0.28%,'24.26,'22.12,'0.87,2.18%,4.00%,'297.50,'-5.76%,电力行业
'413,SZ301206.三元生物,'30.89,'+0.72%,'4.94,0.06%,'62.45,'56.55,'1.45,4.53%,2.50%,'62.50,'+22.94%,食品饮料
'414,SH603100.川仪股份,'20.74,'-0.48%,'4.94,0.68%,'17.84,'14.38,'2.36,2.77%,17.31%,'106.44,'-1.07%,仪器仪表
'415,SZ300761.立华股份,'19.87,'+0.40%,'4.93,0.79%,'14.86,'15.19,'1.86,2.49%,12.69%,'166.37,'+4.85%,农牧饲渔
'416,SZ002282.博深股份,'7.37,'-0.27%,'4.92,'-,'22.97,'21.67,'1.09,2.71%,5.11%,'38.83,'+2.33%,通用设备
'417,SH600572.康恩贝,'4.52,'-0.22%,'4.91,1.04%,'23.96,'19.21,'1.67,3.40%,8.80%,'114.10,'+0.26%,中药
'418,SZ002027.分众传媒,'8.70,'+4.69%,'4.90,5.03%,'25.46,'23.59,'7.69,3.79%,33.16%,'1256.47,'+27.33%,文化传媒
'419,SH600660.福耀玻璃,'65.81,'+0.23%,'4.90,18.64%,'20.03,'19.51,'4.82,2.74%,26.17%,'1318.17,'+8.83%,玻璃玻纤
'420,SZ001332.锡装股份,'37.35,'-0.74%,'4.89,'-,'16.87,'16.28,'1.67,2.68%,10.63%,'41.09,'+8.50%,专用设备
'421,SH600519.贵州茅台,'1476.10,'-0.26%,'4.89,5.80%,'20.55,'20.55,'7.75,3.50%,39.34%,'18484.76,'-1.24%,酿酒行业
'422,SH600790.轻纺城,'4.00,'+0.50%,'4.88,0.36%,'47.52,'45.36,'0.90,3.00%,2.05%,'58.63,'+9.94%,商业百货
'423,SH603055.台华新材,'9.42,'-0.63%,'4.87,0.36%,'19.51,'13.38,'1.64,2.65%,12.79%,'83.87,'-12.71%,纺织服装
'424,SH600956.新天绿能,'7.61,'-1.30%,'4.87,0.24%,'19.76,'19.34,'1.35,2.76%,7.32%,'180.11,'+3.65%,燃气
'425,SZ002955.鸿合科技,'26.85,'-1.54%,'4.86,3.33%,'84.51,'54.22,'1.95,9.54%,3.48%,'63.54,'+19.80%,光学光电子
'426,SH603301.振德医疗,'24.28,'-0.08%,'4.85,1.41%,'23.71,'18.39,'1.15,2.68%,6.36%,'64.69,'+13.97%,医疗器械
'427,SH603556.海兴电力,'27.36,'+0.44%,'4.85,2.14%,'16.19,'15.38,'1.88,2.56%,12.62%,'133.04,'-23.95%,电网设备
'428,SH603587.地素时尚,'13.12,'+1.63%,'4.83,0.10%,'31.27,'24.77,'1.75,3.83%,7.03%,'62.20,'+8.23%,纺织服装
'429,SH603027.千禾味业,'12.15,'-1.46%,'4.83,0.50%,'29.11,'28.51,'3.26,4.12%,12.09%,'124.60,'+4.51%,食品饮料
'430,SH600479.千金药业,'11.19,'+2.47%,'4.83,'-,'20.71,'19.45,'1.92,3.22%,10.02%,'46.83,'+8.26%,中药
'431,SZ002790.瑞尔特,'7.35,'-0.27%,'4.82,'-,'25.62,'21.67,'1.46,3.27%,6.81%,'30.71,'+3.58%,装修建材
'432,SH601611.中国核建,'9.13,'+0.22%,'4.81,0.16%,'16.60,'14.43,'0.83,1.03%,6.19%,'275.16,'+2.01%,工程建设
'433,SH600827.百联股份,'9.89,'+0.10%,'4.81,1.30%,'185.59,'10.99,'0.88,2.68%,8.49%,'158.68,'-7.11%,商业百货
'434,SZ002033.丽江股份,'9.29,'+1.20%,'4.81,3.80%,'25.25,'26.44,'2.09,3.77%,7.94%,'51.05,'+9.02%,旅游酒店
'435,SZ001914.招商积余,'12.40,'-0.40%,'4.81,1.51%,'15.51,'14.95,'1.24,1.94%,8.52%,'131.48,'+19.51%,房地产服务
'436,SZ002236.大华股份,'19.40,'-0.10%,'4.80,2.04%,'26.78,'17.85,'1.72,3.32%,9.85%,'637.63,'+24.80%,计算机设备
'437,SZ002978.安宁股份,'33.30,'+0.21%,'4.79,0.32%,'18.37,'18.40,'1.88,2.78%,11.72%,'157.17,'+19.09%,有色金属
'438,SZ002507.涪陵榨菜,'13.38,'+0.15%,'4.79,0.67%,'21.38,'19.50,'1.78,3.14%,9.32%,'154.39,'-2.31%,食品饮料
'439,SH600598.北大荒,'14.91,'+0.13%,'4.78,0.86%,'24.29,'24.36,'3.39,3.69%,14.01%,'265.05,'+4.92%,农牧饲渔
'440,SZ000582.北部湾港,'8.57,'+1.90%,'4.77,0.39%,'20.73,'18.13,'1.09,2.23%,6.21%,'203.08,'+9.34%,航运港口
'441,SH603970.中农立华,'13.84,'-0.29%,'4.77,'-,'20.95,'19.84,'2.41,3.25%,12.42%,'37.20,'+0.52%,农药兽药
'442,SZ000987.越秀资本,'7.94,'-1.37%,'4.77,1.64%,'18.59,'14.04,'1.25,2.14%,9.36%,'398.36,'+16.00%,多元金融
'443,SH600618.氯碱化工,'10.89,'+0.83%,'4.77,0.87%,'14.63,'14.57,'1.41,1.93%,10.09%,'81.66,'+12.62%,化学原料
'444,SH600529.山东药玻,'22.21,'-0.22%,'4.77,1.04%,'18.35,'17.57,'1.81,2.79%,10.55%,'147.39,'-12.57%,医疗器械
'445,SZ300181.佐力药业,'18.90,'-0.84%,'4.76,0.61%,'22.57,'22.65,'4.36,3.17%,20.47%,'132.56,'+27.61%,中药
'446,SZ300856.科思股份,'14.60,'-0.61%,'4.76,0.51%,'37.56,'33.67,'2.52,4.40%,7.41%,'69.45,'-19.09%,美容护理
'447,SZ000419.通程控股,'6.09,'+0.16%,'4.76,'-,'33.54,'27.66,'0.91,2.46%,3.39%,'33.10,'+9.41%,商业百货
'448,SH688628.优利德,'36.37,'-1.44%,'4.76,'-,'24.11,'22.82,'3.32,3.57%,14.74%,'40.64,'+1.69%,仪器仪表
'449,SH603661.恒林股份,'31.77,'+0.06%,'4.75,0.32%,'18.78,'19.68,'1.17,2.27%,6.06%,'44.18,'+6.42%,装修建材
'450,SH600897.厦门空港,'14.95,'-0.07%,'4.75,0.95%,'17.08,'14.37,'1.36,2.14%,9.78%,'62.33,'+0.31%,航空机场
'451,SH603639.海利尔,'15.32,'+2.27%,'4.75,1.20%,'27.25,'23.59,'1.44,3.26%,6.13%,'52.07,'+28.07%,农药兽药
'452,SZ002283.天润工业,'6.84,'-0.87%,'4.74,1.20%,'24.48,'22.72,'1.30,2.92%,5.75%,'77.94,'+32.53%,汽车零部件
'453,SZ000807.云铝股份,'19.41,'+0.10%,'4.74,5.67%,'14.55,'14.44,'2.19,2.11%,16.03%,'673.13,'+45.14%,有色金属
'454,SZ002441.众业达,'9.64,'+0.52%,'4.74,0.89%,'32.17,'31.06,'1.16,3.11%,3.73%,'52.49,'+28.21%,电网设备
'455,SZ002215.诺普信,'12.29,'-1.13%,'4.73,2.31%,'18.76,'18.16,'2.92,2.85%,16.70%,'123.54,'+12.82%,农药兽药
'456,SH603939.益丰药房,'23.51,'-0.97%,'4.70,19.58%,'18.17,'17.69,'2.56,2.76%,15.08%,'285.04,'-0.95%,医药商业
'457,SZ301362.民爆光电,'50.65,'-2.75%,'4.69,'-,'29.02,'25.21,'2.16,3.74%,8.55%,'53.02,'+35.81%,家电行业
'458,SZ002661.克明食品,'9.87,'-2.08%,'4.69,'-,'24.45,'22.91,'1.42,3.04%,5.85%,'32.88,'+0.71%,食品饮料
'459,SH603080.新疆火炬,'21.42,'+0.99%,'4.68,'-,'17.29,'17.06,'2.07,2.61%,12.24%,'30.31,'+37.72%,燃气
'460,SZ300529.健帆生物,'23.15,'+0.61%,'4.67,0.65%,'29.53,'28.12,'5.92,3.46%,21.33%,'184.88,'-18.26%,医疗器械
'461,SH603298.杭叉集团,'24.87,'+7.11%,'4.67,4.11%,'15.53,'15.25,'3.00,2.01%,21.42%,'325.75,'+42.71%,工程机械
'462,SH600051.宁波联合,'7.32,0.00%,'4.66,'-,'57.58,'31.90,'0.68,1.64%,2.13%,'22.76,'+13.79%,综合行业
'463,SH600623.华谊集团,'8.72,'-1.25%,'4.66,0.57%,'41.49,'18.80,'0.83,2.06%,4.41%,'163.91,'+27.44%,化学原料
'464,SH603053.成都燃气,'10.47,'-0.38%,'4.65,0.37%,'19.74,'18.94,'1.99,2.87%,10.76%,'93.07,'+7.74%,燃气
'465,SZ300388.节能国祯,'7.77,'+0.13%,'4.64,'-,'16.41,'14.92,'1.16,1.67%,7.99%,'52.92,'+4.86%,环保行业
'466,SZ301276.嘉曼服饰,'21.74,'-1.00%,'4.64,'-,'24.84,'19.72,'1.35,2.76%,6.97%,'28.18,'+32.46%,纺织服装
'467,SZ001228.永泰运,'23.86,'-0.17%,'4.64,'-,'18.31,'30.98,'1.49,2.77%,4.72%,'24.78,'+16.77%,物流行业
'468,SH600809.山西汾酒,'200.60,'-0.70%,'4.64,4.02%,'19.81,'19.83,'6.82,3.02%,36.95%,'2447.25,'+12.74%,酿酒行业
'469,SH600600.青岛啤酒,'69.44,'-0.09%,'4.64,3.29%,'22.79,'20.56,'3.16,3.17%,15.79%,'492.42,'-11.47%,酿酒行业
'470,SH600854.春兰股份,'5.29,'+2.32%,'4.63,'-,'21.80,'20.81,'1.13,2.27%,5.52%,'27.48,'+18.32%,家电行业
'471,SH600163.中闽能源,'5.15,'-1.15%,'4.63,0.38%,'16.30,'15.72,'1.41,2.00%,9.22%,'98.00,'-14.13%,电力行业
'472,SH605338.巴比食品,'24.08,'+5.57%,'4.63,'-,'25.80,'19.44,'2.63,3.32%,13.46%,'57.69,'+45.62%,食品饮料
'473,SZ003000.劲仔食品,'12.56,'+0.24%,'4.63,0.53%,'25.12,'21.78,'4.01,3.18%,19.07%,'56.63,'-6.24%,食品饮料
'474,SH601137.博威合金,'25.25,'-2.58%,'4.63,0.61%,'14.96,'14.75,'2.38,1.98%,17.50%,'205.39,'+28.04%,有色金属
'475,SZ001206.依依股份,'25.98,'+2.81%,'4.63,'-,'24.15,'21.62,'2.58,3.35%,12.15%,'48.04,'+59.90%,美容护理
'476,SH605009.豪悦护理,'36.35,'-10.00%,'4.63,2.14%,'23.66,'22.86,'2.35,3.36%,10.35%,'78.18,'+28.60%,美容护理
'477,SH605028.世茂能源,'22.80,'-1.26%,'4.62,'-,'27.92,'21.81,'2.78,3.51%,12.96%,'36.48,'+40.98%,电力行业
'478,SZ300406.九强生物,'14.52,'+1.54%,'4.61,0.68%,'19.09,'18.61,'2.09,2.76%,11.53%,'85.13,'+11.88%,医疗器械
'479,SZ300453.三鑫医疗,'9.77,'-1.31%,'4.60,'-,'23.35,'21.60,'3.79,3.07%,18.31%,'51.04,'+34.27%,医疗器械
'480,SH601702.华峰铝业,'17.76,'-0.67%,'4.60,0.47%,'14.89,'14.42,'3.05,1.69%,23.02%,'177.34,'-1.22%,有色金属
'481,SZ002887.绿茵生态,'9.11,'+0.66%,'4.59,'-,'29.26,'23.71,'1.19,2.74%,5.03%,'27.88,'+34.97%,环保行业
'482,SZ002101.广东鸿图,'12.90,'-0.62%,'4.58,1.09%,'25.77,'24.06,'1.11,2.43%,4.67%,'85.70,'+10.44%,汽车零部件
'483,SH605337.李子园,'14.30,'+1.20%,'4.58,'-,'27.18,'24.81,'3.41,3.54%,13.88%,'55.78,'+31.32%,食品饮料
'484,SH603899.晨光股份,'30.86,'+1.31%,'4.58,3.13%,'25.19,'21.53,'3.33,3.25%,15.77%,'284.21,'+5.61%,家用轻工
'485,SH688517.金冠电气,'15.22,0.00%,'4.58,'-,'27.78,'25.25,'2.65,3.61%,10.62%,'20.79,'+16.69%,电网设备
'486,SH600559.老白干酒,'18.28,'+0.49%,'4.57,0.50%,'22.12,'20.81,'3.22,3.01%,16.09%,'167.22,'-9.98%,酿酒行业
'487,SZ001218.丽臣实业,'20.14,'+4.79%,'4.57,'-,'25.00,'23.39,'1.19,2.53%,5.17%,'26.22,'+20.23%,化学制品
'488,SZ002440.闰土股份,'7.25,'-1.63%,'4.57,0.52%,'33.12,'31.51,'0.87,2.07%,2.76%,'81.49,'+10.09%,化学制品
'489,SH600526.菲达环保,'5.30,'+0.57%,'4.56,'-,'20.32,'18.34,'1.08,1.89%,5.98%,'47.15,'+20.49%,环保行业
'490,SH603338.浙江鼎力,'53.91,'-0.83%,'4.56,6.77%,'14.95,'14.70,'2.58,1.85%,18.75%,'272.97,'-14.53%,工程机械
'491,SH600089.特变电工,'14.72,'+3.95%,'4.56,4.40%,'19.68,'17.36,'1.04,1.70%,6.23%,'743.77,'+17.89%,电网设备
'492,SH600233.圆通速递,'17.38,'+2.54%,'4.56,1.61%,'16.01,'15.42,'1.84,2.09%,12.45%,'594.44,'+25.93%,物流行业
'493,SZ300384.三联虹普,'17.93,'+0.39%,'4.56,0.80%,'20.00,'19.82,'2.11,2.81%,11.00%,'57.20,'-2.50%,专业服务
'494,SZ000513.丽珠集团,'42.41,'+4.97%,'4.55,2.63%,'18.41,'17.66,'2.80,2.59%,15.73%,'256.28,'+14.77%,化学制药
'495,SH601816.京沪高铁,'5.26,'-1.50%,'4.54,3.54%,'20.22,'20.22,'1.27,2.25%,6.39%,'2573.49,'-12.80%,铁路公路
'496,SH600125.铁龙物流,'6.17,'+4.40%,'4.53,4.22%,'17.30,'16.90,'1.05,1.46%,6.36%,'80.55,'+5.70%,物流行业
'497,SZ000507.珠海港,'5.50,'-0.36%,'4.53,0.44%,'20.61,'18.51,'0.84,1.18%,4.32%,'50.59,'+9.13%,航运港口
'498,SH603929.亚翔集成,'42.47,'-0.70%,'4.53,3.60%,'16.20,'16.20,'4.99,2.35%,34.24%,'90.61,'+58.69%,装修装饰
'499,SH603018.华设集团,'7.78,'-1.02%,'4.53,0.33%,'16.56,'16.13,'1.02,1.29%,6.52%,'53.20,'-4.03%,工程咨询服务
'500,SH600236.桂冠电力,'6.33,'+0.16%,'4.52,0.16%,'22.93,'24.53,'2.48,3.24%,10.21%,'498.95,'-5.32%,电力行业
