排名,股票,价,涨,便宜指数,北上持股,PE.扣非,PE.TTM,PB,股息,ROE,市值(亿),今年来,行业
'174,SZ002081.金螳螂,'3.50,'-0.85%,'6.24,1.73%,'20.23,'16.67,'0.68,2.86%,4.11%,'92.94,'+0.89%,装修装饰
'175,SH600874.创业环保,'5.99,'+0.67%,'6.23,1.13%,'12.75,'10.96,'0.95,2.84%,8.96%,'73.70,'+3.18%,环保行业
'176,SZ002608.江苏国信,'7.69,'-0.90%,'6.23,0.20%,'8.87,'8.76,'0.85,1.30%,10.19%,'290.53,'+1.61%,电力行业
'177,SH603393.新天然气,'29.64,'-0.40%,'6.23,0.74%,'11.00,'10.45,'1.43,3.04%,14.71%,'125.65,'-2.08%,燃气
'178,SH600066.宇通客车,'28.30,'+2.46%,'6.23,10.72%,'17.47,'14.31,'4.76,5.30%,34.51%,'626.54,'+11.45%,汽车整车
'179,SH600098.广州发展,'6.88,'+4.08%,'6.22,0.67%,'27.43,'10.87,'0.89,3.92%,8.36%,'241.23,'+11.74%,电力行业
'180,SH603515.欧普照明,'18.16,'-1.25%,'6.22,3.13%,'19.17,'15.22,'2.10,4.96%,13.96%,'135.08,'+16.08%,家电行业
'181,SZ002540.亚太科技,'6.49,'+0.15%,'6.22,0.60%,'20.45,'19.07,'1.47,5.56%,7.69%,'81.02,'+8.94%,有色金属
'182,SH600210.紫江企业,'7.72,'+9.97%,'6.21,2.54%,'12.95,'12.63,'1.90,3.89%,15.55%,'117.09,'+22.17%,包装材料
'183,SH600690.海尔智家,'25.95,'-1.18%,'6.21,7.19%,'12.59,'11.96,'2.12,3.72%,18.45%,'1623.04,'-5.56%,家电行业
'184,SH600795.国电电力,'4.91,'+2.51%,'6.20,2.63%,'14.86,'12.88,'1.51,4.07%,12.08%,'875.73,'+9.68%,电力行业
'185,SH603128.华贸物流,'6.17,'-0.32%,'6.20,0.67%,'20.68,'17.43,'1.30,4.70%,7.67%,'80.77,'-1.35%,物流行业
'186,SH603518.锦泓集团,'9.99,'-2.25%,'6.19,'-,'13.98,'12.70,'0.95,3.11%,7.68%,'34.59,'+5.87%,纺织服装
'187,SZ000039.中集集团,'8.07,'-0.86%,'6.18,1.08%,'11.24,'12.86,'0.83,2.18%,6.63%,'185.83,'+6.15%,通用设备
'188,SZ300641.正丹股份,'24.03,'-0.62%,'6.17,0.39%,'8.41,'8.34,'3.91,2.91%,57.04%,'128.00,'-2.03%,化学制品
'189,SZ000755.山西高速,'4.87,'-0.61%,'6.17,0.31%,'15.29,'15.21,'1.35,4.11%,9.02%,'71.46,'+0.12%,铁路公路
'190,SZ000683.博源化工,'6.63,'-0.90%,'6.13,0.53%,'15.35,'18.33,'1.73,4.52%,9.60%,'246.55,'+25.93%,化学原料
'191,SZ000899.赣能股份,'9.76,'+1.88%,'6.12,0.45%,'11.97,'11.70,'1.62,3.38%,14.47%,'95.23,'+16.22%,电力行业
'192,SZ000027.深圳能源,'6.58,'-0.60%,'6.12,0.64%,'19.62,'16.00,'0.63,2.28%,4.02%,'313.04,'+3.93%,电力行业
'193,SZ001323.慕思股份,'29.40,'-1.61%,'6.12,0.21%,'19.75,'17.01,'2.84,5.47%,16.54%,'127.91,'-11.74%,家用轻工
'194,SZ000913.钱江摩托,'16.81,'-1.06%,'6.10,2.13%,'18.77,'14.83,'1.82,4.64%,12.61%,'88.52,'-4.18%,交运设备
'195,SH601991.大唐发电,'3.59,'+2.87%,'6.10,1.34%,'11.31,'11.12,'0.77,1.73%,7.23%,'445.02,'+28.27%,电力行业
'196,SH603326.我乐家居,'8.77,0.00%,'6.10,'-,'20.35,'16.63,'2.44,5.73%,14.76%,'27.99,'+52.80%,装修建材
'197,SH605090.九丰能源,'29.66,'+3.09%,'6.10,0.63%,'14.39,'13.73,'2.00,4.03%,15.51%,'197.50,'+7.16%,燃气
'198,SZ002648.卫星化学,'20.00,'-0.45%,'6.10,4.46%,'10.04,'9.97,'2.17,2.50%,23.56%,'673.73,'+9.65%,化学原料
'199,SZ002372.伟星新材,'10.69,'-0.83%,'6.09,3.23%,'20.13,'19.26,'3.72,5.61%,19.21%,'170.19,'-11.69%,装修建材
'200,SZ300979.华利集团,'52.59,'-0.76%,'6.09,0.49%,'16.96,'16.90,'3.80,4.37%,23.04%,'613.73,'-30.20%,纺织服装
'201,SH603167.渤海轮渡,'10.37,'-0.10%,'6.09,'-,'24.01,'17.94,'1.46,8.58%,7.74%,'48.65,'+24.81%,航运港口
'202,SH600167.联美控股,'6.61,'-2.65%,'6.08,0.83%,'21.96,'21.18,'1.38,4.86%,6.47%,'149.57,'+19.38%,公用事业
'203,SH600012.皖通高速,'14.57,'-0.14%,'6.08,0.66%,'14.53,'13.68,'2.09,4.15%,14.91%,'169.83,'-14.35%,铁路公路
'204,SZ002303.美盈森,'4.28,'-0.47%,'6.08,1.80%,'21.90,'21.31,'1.47,13.34%,6.50%,'65.54,'+23.79%,包装材料
'205,SH601019.山东出版,'8.68,'-5.24%,'6.08,3.70%,'13.66,'15.28,'1.21,3.57%,8.08%,'181.14,'-21.28%,文化传媒
'206,SZ002749.国光股份,'16.04,'-0.56%,'6.07,0.28%,'19.98,'19.68,'3.63,6.25%,18.53%,'74.80,'+20.68%,农药兽药
'207,SH600017.日照港,'3.19,'-0.62%,'6.06,2.31%,'19.35,'16.94,'0.71,2.70%,4.22%,'98.11,'+2.44%,航运港口
'208,SZ000951.中国重汽,'17.99,'-0.83%,'6.05,1.12%,'15.42,'13.82,'1.36,3.87%,10.09%,'211.36,'+8.42%,汽车整车
'209,SH605368.蓝天燃气,'9.93,'-1.10%,'6.04,0.12%,'19.45,'19.36,'2.03,9.00%,10.34%,'70.96,'-9.38%,燃气
'210,SH605266.健之佳,'21.46,'+0.70%,'6.04,'-,'26.81,'24.10,'1.28,5.13%,5.16%,'33.16,'-2.47%,医药商业
'211,SZ300360.炬华科技,'15.87,'-0.69%,'6.04,2.99%,'14.30,'12.21,'2.00,3.78%,17.09%,'81.60,'-2.91%,电网设备
'212,SH603730.岱美股份,'5.72,'-4.19%,'6.04,1.37%,'15.84,'19.72,'2.78,4.71%,14.14%,'122.90,'-13.53%,汽车零部件
'213,SZ002895.川恒股份,'27.09,'+0.78%,'6.02,0.73%,'14.98,'14.46,'2.43,4.00%,18.46%,'164.62,'+15.91%,化学原料
'214,SH600026.中远海能,'10.65,'+2.90%,'6.02,2.64%,'16.21,'15.40,'1.38,4.04%,9.13%,'370.06,'-6.27%,航运港口
'215,SZ002543.万和电气,'11.98,'-1.24%,'6.01,4.15%,'13.33,'13.07,'1.80,3.67%,14.28%,'89.08,'+19.35%,家电行业
'216,SH600216.浙江医药,'15.78,'+0.77%,'6.00,7.41%,'10.06,'9.99,'1.35,2.34%,14.35%,'151.75,'+1.91%,化学制药
'217,SZ002322.理工能科,'13.32,'-1.04%,'5.99,3.46%,'20.97,'20.63,'1.78,5.78%,8.40%,'50.50,'+8.85%,软件开发
'218,SH600662.外服控股,'5.43,'-1.27%,'5.99,0.61%,'27.92,'11.21,'2.53,4.42%,24.00%,'123.99,'+11.69%,专业服务
'219,SH601567.三星医疗,'23.27,'+1.04%,'5.98,3.40%,'14.47,'13.98,'2.69,3.84%,20.10%,'327.00,'-21.35%,电网设备
'220,SZ002034.旺能环境,'17.44,'-0.63%,'5.96,1.93%,'12.81,'13.05,'1.07,2.86%,8.47%,'75.69,'+14.46%,环保行业
'221,SZ000157.中联重科,'7.40,'+0.68%,'5.95,2.57%,'21.34,'16.01,'1.12,4.05%,7.08%,'525.11,'+6.33%,工程机械
'222,SH601326.秦港股份,'3.41,'-0.29%,'5.95,0.96%,'12.42,'12.35,'0.96,2.49%,7.95%,'162.23,'+4.47%,航运港口
'223,SZ002746.仙坛股份,'6.31,'-0.79%,'5.95,1.18%,'18.25,'17.40,'1.18,3.96%,6.88%,'54.30,'+3.88%,农牧饲渔
'224,SH600496.精工钢构,'3.61,'-0.82%,'5.94,4.86%,'14.43,'12.21,'0.79,2.22%,6.62%,'71.84,'+22.80%,水泥建材
'225,SH603156.养元饮品,'21.88,'+2.43%,'5.93,1.38%,'20.99,'19.20,'3.05,6.22%,15.30%,'275.75,'+1.33%,食品饮料
'226,SH601018.宁波港,'3.63,0.00%,'5.92,0.50%,'17.40,'13.42,'0.89,2.98%,6.81%,'706.19,'-3.04%,航运港口
'227,SH603299.苏盐井神,'11.21,'+0.90%,'5.92,0.40%,'17.28,'13.87,'1.44,3.95%,10.70%,'87.62,'+5.38%,化学原料
'228,SZ000589.贵州轮胎,'4.61,0.00%,'5.92,0.61%,'17.18,'16.39,'0.82,2.82%,5.05%,'71.67,'-5.70%,橡胶制品
'229,SH603871.嘉友国际,'12.29,'+2.42%,'5.91,0.55%,'15.88,'15.60,'2.91,4.07%,19.38%,'168.13,'-8.55%,物流行业
'230,SZ002705.新宝股份,'15.82,'-3.30%,'5.91,3.98%,'11.42,'11.13,'1.54,2.84%,14.37%,'128.44,'+8.85%,家电行业
'231,SZ000411.英特集团,'12.30,'+5.67%,'5.91,0.33%,'12.67,'12.43,'1.37,3.12%,11.42%,'64.19,'+19.62%,医药商业
'232,SZ002032.苏泊尔,'51.61,'+0.35%,'5.90,4.34%,'20.18,'18.43,'8.08,5.44%,43.89%,'413.58,'+1.83%,家电行业
'233,SZ002557.洽洽食品,'23.17,'+3.58%,'5.90,3.95%,'21.99,'19.49,'2.25,5.61%,11.52%,'117.21,'-15.77%,食品饮料
'234,SZ002758.浙农股份,'9.76,'+2.63%,'5.90,2.25%,'14.74,'12.58,'1.08,3.07%,8.79%,'50.89,'+15.25%,综合行业
'235,SH601600.中国铝业,'7.85,'+0.26%,'5.89,4.12%,'11.16,'10.81,'1.85,2.76%,17.91%,'1037.12,'+8.75%,有色金属
'236,SZ002991.甘源食品,'58.55,'+0.65%,'5.89,0.05%,'20.96,'19.20,'3.36,4.91%,16.63%,'54.58,'-35.68%,食品饮料
'237,SH600511.国药股份,'29.71,'+0.37%,'5.88,0.91%,'11.65,'11.51,'1.28,2.69%,11.60%,'224.16,'-10.77%,医药商业
'238,SH600300.维维股份,'3.41,0.00%,'5.87,1.82%,'14.73,'14.48,'1.62,3.75%,11.52%,'55.14,'+9.69%,食品饮料
'239,SH601827.三峰环境,'8.54,'+0.83%,'5.87,0.72%,'12.40,'12.10,'1.25,2.87%,10.63%,'142.78,'+2.41%,环保行业
'240,SH600323.瀚蓝环境,'25.82,'-2.20%,'5.85,0.68%,'12.63,'12.07,'1.53,3.10%,13.22%,'210.52,'+13.03%,环保行业
'241,SZ002367.康力电梯,'7.12,'-2.33%,'5.85,3.35%,'18.38,'15.73,'1.63,4.22%,10.58%,'56.80,'+8.15%,专用设备
'242,SH603619.中曼石油,'19.44,'-0.66%,'5.84,0.95%,'15.92,'15.02,'2.15,3.76%,17.53%,'89.88,'+1.95%,采掘行业
'243,SH603049.中策橡胶,'47.21,'-0.51%,'5.83,'-,'11.98,'11.57,'1.80,2.75%,18.51%,'412.84,'+4.45%,橡胶制品
'244,SH603897.长城科技,'26.80,'-0.37%,'5.83,0.14%,'21.31,'21.45,'2.31,8.21%,10.37%,'55.32,'+20.75%,电网设备
'245,SZ002533.金杯电工,'11.43,'-0.52%,'5.83,2.19%,'16.05,'14.24,'2.04,3.94%,14.83%,'83.89,'+19.11%,电网设备
'246,SH600211.XD西藏药,'48.39,'+4.56%,'5.83,0.80%,'17.76,'15.67,'3.75,3.87%,25.03%,'155.97,'+37.14%,生物制品
'247,SZ002003.伟星股份,'10.74,'-1.20%,'5.82,2.41%,'19.33,'19.20,'2.86,4.66%,15.08%,'125.54,'-22.21%,纺织服装
'248,SZ301203.国泰环保,'31.85,'+0.19%,'5.81,'-,'21.90,'20.00,'1.76,4.71%,8.99%,'25.48,'+10.29%,环保行业
'249,SZ300498.温氏股份,'18.01,'-0.99%,'5.80,2.08%,'10.45,'10.53,'2.85,1.94%,29.75%,'1198.37,'+10.43%,农牧饲渔
'250,SH600285.羚锐制药,'23.31,'-0.51%,'5.80,1.73%,'19.14,'16.86,'4.31,3.86%,27.17%,'132.19,'+9.33%,中药
'251,SH600377.宁沪高速,'13.52,'+0.82%,'5.79,0.76%,'14.54,'14.74,'1.70,3.62%,12.33%,'515.89,'-8.69%,铁路公路
'252,SH603589.口子窖,'34.56,'-0.35%,'5.79,1.45%,'14.99,'14.54,'1.98,3.77%,14.03%,'206.71,'-8.52%,酿酒行业
'253,SZ301109.军信股份,'15.43,0.00%,'5.79,0.13%,'18.92,'18.22,'1.63,4.17%,10.66%,'121.76,'+34.80%,环保行业
'254,SZ002228.合兴包装,'3.36,'+0.90%,'5.79,'-,'36.10,'33.77,'1.26,5.28%,3.76%,'40.77,'+17.55%,包装材料
'255,SH603165.荣晟环保,'12.15,'+0.41%,'5.77,'-,'20.39,'14.68,'1.49,4.12%,10.14%,'33.12,'+3.37%,造纸印刷
'256,SH601156.东航物流,'15.58,'+0.52%,'5.77,1.07%,'9.89,'9.16,'1.35,1.85%,15.40%,'247.34,'-5.56%,物流行业
'257,SZ000591.太阳能,'4.64,'-1.07%,'5.77,0.99%,'18.28,'16.71,'0.76,2.43%,4.61%,'181.82,'-0.09%,电力行业
'258,SZ002911.佛燃能源,'11.48,'-1.71%,'5.77,0.35%,'17.74,'17.04,'1.78,4.18%,10.76%,'148.95,'-5.28%,燃气
'259,SZ002772.众兴菌业,'8.06,'+0.88%,'5.76,'-,'25.21,'18.91,'0.97,3.72%,5.08%,'31.70,'+13.21%,农牧饲渔
'260,SH603519.立霸股份,'12.94,'-0.38%,'5.76,'-,'22.41,'21.63,'3.00,7.73%,13.28%,'34.46,'+17.88%,家电行业
'261,SZ000786.北新建材,'26.27,'-1.61%,'5.75,10.49%,'13.48,'13.20,'1.70,3.29%,13.35%,'443.83,'-10.62%,装修建材
'262,SH600821.金开新能,'5.78,'-0.17%,'5.74,0.60%,'16.70,'15.29,'1.21,3.46%,8.08%,'115.44,'+8.98%,电力行业
'263,SH600717.天津港,'5.05,'-2.13%,'5.74,2.08%,'16.02,'16.59,'0.74,2.06%,4.56%,'146.15,'+6.09%,航运港口
'264,SZ002852.道道全,'11.46,'+0.26%,'5.73,'-,'15.80,'11.92,'1.75,3.44%,15.54%,'39.42,'+42.80%,食品饮料
'265,SZ002100.天康生物,'6.70,'+1.06%,'5.73,0.21%,'15.18,'13.72,'1.30,3.28%,9.77%,'91.47,'+5.85%,农牧饲渔
'266,SH603345.安井食品,'74.88,'+0.78%,'5.70,4.07%,'20.96,'18.38,'1.87,4.47%,10.35%,'219.62,'-5.72%,食品饮料
'267,SZ003013.地铁设计,'15.81,'+1.28%,'5.69,0.11%,'12.90,'12.77,'2.31,3.04%,19.27%,'64.56,'+8.12%,工程咨询服务
'268,SZ002833.弘亚数控,'17.29,'+0.64%,'5.69,2.00%,'17.44,'16.00,'2.52,4.05%,16.23%,'73.35,'+5.25%,专用设备
'269,SH601921.浙版传媒,'8.62,'+0.23%,'5.68,0.43%,'15.65,'15.30,'1.40,3.48%,9.38%,'191.56,'+13.56%,文化传媒
'270,SZ000848.承德露露,'8.67,'-0.12%,'5.68,1.79%,'14.64,'14.46,'2.69,3.46%,19.60%,'91.26,'-0.52%,食品饮料
'271,SZ000423.东阿阿胶,'51.83,'-0.10%,'5.67,9.35%,'21.82,'20.40,'3.24,4.67%,15.93%,'333.77,'-15.42%,中药
'272,SH600528.中铁工业,'8.50,'-0.35%,'5.65,0.59%,'13.54,'12.39,'0.70,1.22%,5.77%,'188.83,'+6.70%,交运设备
'273,SH600801.华新水泥,'16.28,'+3.43%,'5.65,4.23%,'15.57,'12.13,'1.11,2.83%,9.43%,'218.85,'+39.94%,水泥建材
'274,SH603303.得邦照明,'14.58,'-3.64%,'5.65,1.22%,'27.50,'22.26,'2.07,5.08%,9.20%,'69.54,'+31.49%,家电行业
'275,SH601126.四方股份,'17.06,'-5.80%,'5.64,2.15%,'18.96,'18.51,'3.17,4.22%,17.67%,'142.16,'+5.01%,电网设备
'276,SH603198.迎驾贡酒,'45.15,'-0.94%,'5.64,1.12%,'15.75,'15.43,'3.70,3.32%,25.38%,'361.20,'-13.14%,酿酒行业
'277,SZ002984.森麒麟,'19.75,'-0.45%,'5.64,0.67%,'11.79,'11.49,'1.48,2.52%,13.54%,'204.57,'-18.66%,橡胶制品
'278,SZ000596.古井贡酒,'170.40,'-0.53%,'5.63,1.26%,'16.25,'16.07,'3.58,3.52%,23.42%,'696.25,'+2.60%,酿酒行业
'279,SH688606.奥泰生物,'71.70,'-1.67%,'5.63,3.25%,'22.41,'18.30,'1.45,4.18%,8.05%,'56.84,'+15.77%,医疗器械
'280,SH600861.北京人力,'20.40,'-1.54%,'5.62,1.53%,'20.90,'9.86,'1.66,3.43%,17.84%,'115.49,'+9.33%,专业服务
'281,SH601033.永兴股份,'16.19,'+2.47%,'5.62,0.15%,'17.84,'16.95,'1.40,3.71%,8.38%,'145.71,'+16.45%,环保行业
'282,SH603699.纽威股份,'33.79,'+1.75%,'5.62,8.19%,'20.41,'19.91,'6.30,4.49%,32.66%,'259.70,'+57.91%,通用设备
'283,SZ000791.甘肃能源,'6.52,'+1.56%,'5.61,0.21%,'16.80,'9.69,'1.53,2.76%,19.27%,'211.50,'+11.25%,电力行业
'284,SZ002375.亚厦股份,'3.96,'-0.25%,'5.60,2.41%,'20.20,'17.08,'0.66,1.77%,3.90%,'53.06,'+4.41%,装修装饰
'285,SZ002469.三维化学,'9.15,'+0.88%,'5.59,0.17%,'19.50,'19.89,'2.24,4.37%,11.34%,'59.37,'+29.34%,化学原料
'286,SZ300349.金卡智能,'12.81,'+0.08%,'5.58,0.71%,'22.87,'19.33,'1.23,3.90%,6.43%,'53.59,'-2.31%,仪器仪表
'287,SH603866.桃李面包,'5.67,'+0.89%,'5.57,0.90%,'21.91,'20.81,'1.77,4.41%,8.53%,'90.70,'-12.09%,食品饮料
'288,SZ002745.木林森,'9.05,'-0.66%,'5.57,4.70%,'62.27,'50.68,'1.00,4.53%,1.99%,'134.32,'+4.44%,光学光电子
'289,SH605117.德业股份,'63.74,'-1.41%,'5.57,3.57%,'18.57,'17.76,'6.15,4.26%,37.90%,'576.50,'+8.56%,光伏设备
'290,SZ000563.陕国投Ａ,'3.67,'-1.08%,'5.56,0.87%,'14.51,'13.40,'1.02,2.45%,7.83%,'187.68,'+4.61%,多元金融
'291,SH603230.内蒙新华,'13.66,'-3.05%,'5.56,0.40%,'16.36,'14.12,'1.78,3.51%,13.02%,'48.29,'+12.10%,文化传媒
'292,SZ300193.佳士科技,'9.51,'+1.49%,'5.53,'-,'21.27,'19.81,'2.01,4.36%,10.23%,'45.29,'+9.37%,通用设备
'293,SH603611.诺力股份,'25.85,'-3.69%,'5.53,2.18%,'16.01,'14.25,'2.22,3.47%,16.29%,'66.59,'+50.13%,工程机械
'294,SZ301004.嘉益股份,'63.91,'-2.55%,'5.52,0.67%,'13.11,'12.91,'4.73,3.35%,42.20%,'92.96,'-20.29%,家用轻工
'295,SZ003008.开普检测,'21.62,'+0.14%,'5.52,'-,'29.22,'25.84,'2.11,6.01%,8.10%,'22.48,'+26.26%,专业服务
'296,SH601619.嘉泽新能,'3.87,0.00%,'5.51,1.07%,'13.58,'13.90,'1.39,2.84%,10.09%,'94.21,'+19.91%,电力行业
'297,SZ002206.海利得,'6.14,'-2.85%,'5.50,1.82%,'12.78,'13.80,'1.87,2.93%,13.79%,'71.36,'+48.25%,化纤行业
'298,SH600420.国药现代,'11.24,'+0.27%,'5.50,0.69%,'15.12,'14.53,'1.10,2.67%,7.79%,'150.75,'-4.14%,化学制药
'299,SH600373.中文传媒,'10.23,'-0.39%,'5.50,1.45%,'300.00,'33.15,'0.80,3.99%,2.37%,'139.90,'-15.38%,文化传媒
'300,SH601010.文峰股份,'2.70,'+1.50%,'5.50,0.18%,'45.50,'40.18,'1.15,4.59%,2.83%,'49.90,'+1.06%,商业百货
'301,SH603788.宁波高发,'16.92,'-0.47%,'5.48,'-,'20.68,'18.72,'1.87,4.14%,10.11%,'37.74,'+27.66%,汽车零部件
'302,SZ002714.牧原股份,'54.80,'-0.29%,'5.48,2.72%,'10.49,'10.85,'3.82,2.57%,38.70%,'2993.60,'+44.50%,农牧饲渔
'303,SZ002404.嘉欣丝绸,'6.41,0.00%,'5.48,'-,'28.26,'22.26,'1.85,4.68%,8.30%,'35.90,'+8.79%,纺织服装
'304,SH603187.海容冷链,'15.19,'+1.27%,'5.47,1.50%,'16.52,'15.68,'1.41,3.29%,9.22%,'58.70,'+41.84%,通用设备
'305,SH603095.越剑智能,'15.03,'-0.07%,'5.47,'-,'37.07,'32.74,'1.63,5.23%,4.89%,'38.82,'-1.17%,专用设备
'306,SH601058.赛轮轮胎,'14.43,'+1.83%,'5.47,4.31%,'12.60,'12.68,'2.31,2.63%,19.50%,'474.47,'+2.61%,橡胶制品
'307,SH600612.老凤祥,'47.93,'+1.33%,'5.47,1.66%,'17.95,'14.20,'1.96,3.59%,14.26%,'151.99,'-8.57%,珠宝首饰
'308,SH603568.伟明环保,'19.35,'+0.42%,'5.45,1.31%,'12.51,'12.19,'2.37,2.48%,20.91%,'329.83,'-8.32%,环保行业
'309,SH603195.公牛集团,'47.09,'-0.11%,'5.45,2.97%,'23.14,'20.81,'5.79,3.64%,28.78%,'851.66,'-3.00%,家用轻工
'310,SZ002352.顺丰控股,'42.80,'-3.97%,'5.45,7.25%,'22.59,'19.43,'2.26,4.32%,12.07%,'2054.15,'+7.20%,物流行业
'311,SH603207.小方制药,'34.95,'+3.04%,'5.45,'-,'27.02,'27.07,'5.03,4.29%,22.84%,'56.12,'+30.72%,化学制药
'312,SZ301003.江苏博云,'35.41,'-1.01%,'5.45,'-,'27.35,'26.95,'3.09,5.18%,11.22%,'34.39,'+70.99%,塑料制品
'313,SH600982.宁波能源,'4.64,'+1.09%,'5.44,0.18%,'21.72,'17.22,'1.08,3.23%,6.71%,'51.86,'+16.23%,电力行业
'314,SZ002832.比音勒芬,'16.76,'+0.84%,'5.43,0.56%,'14.16,'13.36,'1.84,2.98%,14.30%,'95.65,'-19.28%,纺织服装
'315,SZ002831.裕同科技,'26.57,'+1.72%,'5.43,2.17%,'15.77,'16.69,'2.16,3.55%,13.17%,'244.58,'+0.44%,造纸印刷
'316,SZ000550.江铃汽车,'21.67,'+4.69%,'5.42,2.95%,'17.24,'13.61,'1.66,3.32%,12.55%,'112.51,'-4.40%,汽车整车
'317,SH603706.东方环宇,'21.36,'+1.23%,'5.41,'-,'20.93,'19.62,'2.46,4.21%,12.72%,'40.45,'+18.96%,燃气
'318,SH600362.江西铜业,'28.96,'+3.80%,'5.41,3.31%,'13.12,'13.34,'1.26,2.42%,9.76%,'600.99,'+44.43%,有色金属
'319,SZ002588.史丹利,'9.88,'-0.30%,'5.41,1.94%,'13.42,'12.34,'1.59,2.63%,13.53%,'113.81,'+37.84%,化肥行业
'320,SH603111.康尼机电,'7.58,'-1.30%,'5.40,1.04%,'15.21,'16.60,'1.70,3.30%,10.47%,'65.80,'+30.36%,交运设备
'321,SH603281.江瀚新材,'25.42,'-0.59%,'5.39,0.21%,'20.06,'18.97,'1.86,3.93%,10.25%,'94.90,'+8.41%,化学制品
'322,SH603202.天有为,'101.58,'+0.22%,'5.39,'-,'14.99,'14.62,'2.49,2.45%,25.20%,'162.53,'+11.40%,汽车零部件
'323,SH601677.明泰铝业,'13.36,'-0.74%,'5.39,1.91%,'12.09,'10.26,'0.91,1.27%,9.23%,'166.13,'+12.62%,有色金属
'324,SZ002154.报喜鸟,'3.80,0.00%,'5.37,0.88%,'18.82,'15.93,'1.23,3.16%,7.90%,'55.45,'-12.68%,纺织服装
'325,SZ002432.九安医疗,'39.64,'+0.33%,'5.37,0.59%,'10.09,'9.46,'0.86,0.50%,9.80%,'188.07,'-2.33%,医疗器械
'326,SH600351.亚宝药业,'7.14,'+2.15%,'5.35,6.63%,'23.50,'21.06,'1.79,4.20%,8.36%,'49.98,'+23.07%,中药
'327,SH603317.天味食品,'12.13,'+0.66%,'5.35,1.40%,'24.90,'22.75,'3.10,4.53%,13.61%,'129.18,'-4.45%,食品饮料
'328,SH603180.金牌家居,'20.00,'+1.06%,'5.34,'-,'22.74,'15.95,'1.09,3.14%,7.00%,'30.85,'-2.91%,装修建材
'329,SZ000048.京基智农,'16.33,'+1.24%,'5.33,0.75%,'11.11,'12.29,'1.99,2.14%,16.78%,'86.60,'-7.18%,农牧饲渔
'330,SH600332.白云山,'26.61,'+0.23%,'5.33,2.88%,'19.48,'15.44,'1.15,3.01%,7.57%,'374.11,'-4.93%,中药
'331,SZ002275.桂林三金,'15.06,'-0.33%,'5.32,1.07%,'22.82,'17.44,'2.83,3.98%,16.74%,'88.49,'+2.29%,中药
'332,SH600887.伊利股份,'28.27,'-1.05%,'5.32,10.60%,'23.21,'22.02,'3.35,4.32%,15.28%,'1788.18,'-2.39%,食品饮料
'333,SH601766.中国中车,'7.59,'-1.04%,'5.31,3.46%,'16.20,'14.11,'1.28,2.77%,9.34%,'1846.48,'-6.83%,交运设备
'334,SH688009.中国通号,'5.57,'-0.18%,'5.31,1.26%,'18.06,'16.78,'1.23,3.05%,7.45%,'480.19,'-8.26%,交运设备
'335,SH601311.骆驼股份,'10.05,0.00%,'5.31,1.87%,'18.01,'14.17,'1.21,2.89%,8.60%,'117.90,'+25.25%,电池
'336,SH600141.兴发集团,'27.78,'+0.18%,'5.30,0.93%,'20.29,'20.12,'1.44,3.60%,7.25%,'306.48,'+34.31%,化肥行业
'337,SH603797.联泰环保,'4.67,'+3.09%,'5.30,'-,'16.53,'17.62,'0.84,1.93%,4.83%,'27.30,'+18.97%,环保行业
'338,SH600761.安徽合力,'19.64,'+1.60%,'5.30,1.73%,'16.75,'13.33,'1.65,3.05%,12.78%,'174.93,'+15.56%,工程机械
'339,SH601139.深圳燃气,'6.61,'-0.60%,'5.29,0.43%,'14.43,'14.02,'1.21,2.42%,8.88%,'190.15,'-4.00%,燃气
'340,SH601801.皖新传媒,'6.88,'-0.86%,'5.28,0.48%,'19.06,'16.74,'1.13,2.91%,6.84%,'134.71,'-4.88%,文化传媒
'341,SH601868.中国能建,'2.43,'-0.82%,'5.28,2.64%,'15.08,'12.04,'0.86,1.59%,7.28%,'788.02,'+7.83%,工程建设
'342,SZ000537.中绿电,'8.93,'+0.34%,'5.27,0.55%,'17.47,'15.88,'0.93,2.24%,5.98%,'184.55,'+0.32%,电力行业
'343,SZ002479.富春环保,'5.28,'-0.19%,'5.27,'-,'20.89,'13.89,'1.10,2.84%,8.10%,'45.67,'+14.74%,环保行业
'344,SZ000030.富奥股份,'5.73,'-1.21%,'5.26,2.93%,'15.67,'14.86,'1.23,2.62%,8.51%,'95.81,'+14.54%,汽车零部件
'345,SZ000700.模塑科技,'9.27,'-3.24%,'5.25,4.26%,'19.68,'15.16,'2.18,3.52%,14.79%,'85.10,'+36.14%,汽车零部件
'346,SH600853.龙建股份,'4.16,'-0.48%,'5.24,'-,'10.35,'10.20,'1.11,0.96%,12.43%,'42.18,'+5.18%,工程建设
'347,SH600132.重庆啤酒,'55.07,'-0.65%,'5.24,6.24%,'22.42,'24.72,'16.47,4.36%,64.93%,'266.52,'-11.18%,酿酒行业
'348,SZ000910.大亚圣象,'8.08,'+1.13%,'5.23,'-,'52.45,'39.80,'0.66,2.35%,1.66%,'44.23,'+5.30%,装修建材
'349,SH600886.国投电力,'14.16,'-1.19%,'5.23,1.63%,'17.31,'16.93,'1.64,3.22%,10.34%,'1133.44,'-12.23%,电力行业
'350,SH603529.爱玛科技,'36.06,'-1.74%,'5.23,2.08%,'15.06,'13.93,'3.21,2.54%,24.87%,'313.38,'-10.63%,交运设备
