排名,股票,价,涨,便宜指数,北上持股,PE.扣非,PE.TTM,PB,股息,ROE,市值(亿),今年来,行业
'355,SH603326.我乐家居,'9.08,'+0.78%,'5.80,'-,'23.40,'20.32,'2.43,5.53%,12.03%,'28.98,'+58.20%,装修建材
'356,SH601033.永兴股份,'15.41,0.00%,'5.80,0.15%,'18.02,'17.05,'1.30,3.89%,7.74%,'138.69,'+10.84%,环保行业
'357,SH600300.维维股份,'3.45,'-0.29%,'5.79,1.82%,'15.06,'15.70,'1.57,3.71%,10.38%,'55.79,'+10.97%,食品饮料
'358,SZ002832.比音勒芬,'16.07,'+0.69%,'5.78,0.56%,'12.76,'12.14,'1.68,3.13%,14.06%,'91.08,'-22.60%,纺织服装
'359,SH600019.宝钢股份,'7.34,'+0.27%,'5.78,3.68%,'20.86,'20.32,'0.79,2.88%,3.89%,'1598.81,'+6.42%,钢铁行业
'360,SH603049.中策橡胶,'45.38,'+0.07%,'5.78,'-,'11.72,'11.29,'2.13,2.86%,18.84%,'396.84,'+0.41%,橡胶制品
'361,SH601827.三峰环境,'8.64,'-0.12%,'5.77,0.72%,'12.46,'12.17,'1.25,2.73%,10.58%,'144.46,'+0.70%,环保行业
'362,SH601921.浙版传媒,'8.27,'-0.48%,'5.76,0.43%,'16.11,'16.21,'1.33,3.63%,8.29%,'183.78,'+8.94%,文化传媒
'363,SZ000983.山西焦煤,'7.41,'+1.51%,'5.74,1.40%,'14.57,'14.60,'1.11,3.01%,7.46%,'414.43,'-7.06%,煤炭行业
'364,SZ000048.京基智农,'16.00,'+0.82%,'5.74,0.75%,'9.95,'10.91,'1.91,2.21%,18.54%,'84.16,'-9.06%,农牧饲渔
'365,SZ002469.三维化学,'8.66,'+1.88%,'5.73,0.17%,'21.06,'21.49,'1.98,4.71%,9.24%,'55.15,'+22.41%,化学原料
'366,SZ301003.江苏博云,'34.50,'+5.15%,'5.72,'-,'23.63,'22.73,'2.58,5.59%,11.60%,'31.87,'+66.60%,塑料制品
'367,SZ002304.洋河股份,'68.80,'+0.06%,'5.72,1.36%,'23.53,'24.34,'2.00,6.76%,7.76%,'1035.83,'-12.15%,酿酒行业
'368,SZ301362.民爆光电,'42.69,'+0.30%,'5.71,'-,'21.35,'18.56,'1.71,4.45%,9.23%,'44.55,'+14.46%,家电行业
'369,SH601877.正泰电器,'22.90,'-0.13%,'5.70,6.13%,'13.18,'12.44,'1.14,2.62%,9.46%,'492.11,'+0.48%,电网设备
'370,SH600853.龙建股份,'3.75,'-0.79%,'5.69,'-,'9.47,'9.17,'1.02,1.07%,12.84%,'38.03,'-5.19%,工程建设
'371,SH601319.中国人保,'8.44,'+0.48%,'5.69,0.99%,'7.97,'7.98,'1.34,0.75%,17.81%,'2996.01,'+11.79%,保险
'372,SH603230.内蒙新华,'13.45,'-0.66%,'5.69,0.40%,'16.49,'13.04,'1.64,3.57%,13.01%,'47.55,'+10.38%,文化传媒
'373,SH600612.老凤祥,'47.41,'+0.13%,'5.69,1.66%,'15.38,'14.08,'1.89,3.63%,13.81%,'150.34,'-9.56%,珠宝首饰
'374,SZ002367.康力电梯,'7.44,'+0.14%,'5.69,3.35%,'18.92,'15.91,'1.64,4.04%,10.48%,'59.27,'+13.01%,专用设备
'375,SH600801.华新水泥,'15.40,'+0.79%,'5.68,4.23%,'17.14,'12.95,'1.05,2.99%,8.29%,'207.02,'+32.38%,水泥建材
'376,SZ002154.报喜鸟,'3.87,'+1.04%,'5.67,0.88%,'15.32,'13.46,'1.23,3.13%,9.09%,'55.89,'-11.08%,纺织服装
'377,SZ000552.甘肃能化,'2.55,'+0.79%,'5.67,0.57%,'21.07,'18.58,'0.79,2.69%,4.29%,'135.40,'-4.76%,煤炭行业
'378,SH600325.华发股份,'4.81,'+0.21%,'5.67,0.69%,'26.18,'16.70,'0.65,2.16%,3.72%,'132.38,'-14.72%,房地产开发
'379,SZ300193.佳士科技,'9.72,'+0.83%,'5.67,'-,'18.69,'18.17,'2.01,4.30%,10.96%,'45.91,'+11.78%,通用设备
'380,SH603508.思维列控,'32.78,'+10.00%,'5.66,0.48%,'19.01,'18.88,'2.74,4.39%,14.69%,'124.98,'+44.00%,软件开发
'381,SH600531.豫光金铅,'8.73,'+0.11%,'5.66,3.13%,'12.00,'10.98,'1.66,2.58%,16.15%,'95.18,'+39.89%,有色金属
'382,SZ000423.东阿阿胶,'51.30,'-0.68%,'5.65,9.35%,'21.75,'20.42,'3.10,4.68%,14.99%,'332.61,'-16.29%,中药
'383,SH600285.羚锐制药,'23.10,'-0.52%,'5.64,1.73%,'19.71,'17.49,'3.96,3.90%,23.98%,'131.00,'+8.34%,中药
'384,SZ002601.龙佰集团,'17.52,'+0.63%,'5.64,1.72%,'22.72,'21.82,'1.75,4.60%,7.94%,'415.45,'+2.17%,化学原料
'385,SH600377.宁沪高速,'14.22,'-0.21%,'5.64,0.76%,'14.66,'14.59,'1.81,3.45%,13.00%,'542.60,'-3.96%,铁路公路
'386,SH601555.东吴证券,'9.68,'+1.47%,'5.63,6.39%,'16.65,'16.64,'1.14,3.22%,6.99%,'480.97,'+27.73%,证券
'387,SZ002228.合兴包装,'3.50,'-1.41%,'5.63,'-,'39.96,'38.67,'1.33,5.07%,3.41%,'42.44,'+22.45%,包装材料
'388,SZ000776.广发证券,'19.71,'+0.41%,'5.62,3.80%,'14.75,'13.75,'1.00,2.55%,7.49%,'1158.96,'+24.44%,证券
'389,SZ003013.地铁设计,'14.85,'-0.07%,'5.61,0.11%,'13.75,'13.70,'2.16,3.23%,16.54%,'60.68,'+1.56%,工程咨询服务
'390,SZ002746.仙坛股份,'6.28,'-0.32%,'5.61,1.18%,'23.97,'21.94,'1.17,3.97%,5.36%,'54.21,'+3.38%,农牧饲渔
'391,SH600575.淮河能源,'3.55,'+0.28%,'5.60,0.38%,'17.92,'16.95,'1.17,3.38%,7.05%,'137.96,'-10.58%,电力行业
'392,SH601619.嘉泽新能,'3.81,'+0.79%,'5.60,1.07%,'13.51,'13.79,'1.33,2.89%,9.83%,'92.75,'+18.05%,电力行业
'393,SH600420.国药现代,'11.27,'-0.79%,'5.60,0.69%,'14.21,'13.57,'1.11,2.66%,8.47%,'151.15,'-3.89%,化学制药
'394,SH601126.四方股份,'17.24,'+0.88%,'5.59,2.15%,'19.09,'18.51,'2.97,4.18%,16.76%,'143.66,'+6.11%,电网设备
'395,SZ002375.亚厦股份,'3.97,0.00%,'5.59,2.41%,'19.98,'17.47,'0.66,1.76%,3.82%,'53.20,'+4.67%,装修装饰
'396,SZ002736.国信证券,'13.48,'-0.44%,'5.59,1.71%,'14.02,'13.97,'1.08,2.58%,7.98%,'1301.52,'+24.17%,证券
'397,SZ000501.武商集团,'9.90,'-0.90%,'5.59,1.95%,'47.64,'34.93,'0.69,3.00%,1.97%,'76.82,'-3.25%,商业百货
'398,SH601311.骆驼股份,'9.27,'+0.22%,'5.59,1.87%,'17.25,'15.65,'1.11,3.13%,7.23%,'108.75,'+15.53%,电池
'399,SZ000848.承德露露,'8.77,'-0.68%,'5.58,1.79%,'14.83,'14.63,'2.56,3.40%,18.24%,'92.94,'+0.63%,食品饮料
'400,SZ300498.温氏股份,'17.53,0.00%,'5.57,2.08%,'9.30,'9.36,'2.71,2.00%,33.25%,'1166.43,'+7.48%,农牧饲渔
'401,SZ000731.四川美丰,'7.11,'-0.56%,'5.57,'-,'33.89,'21.74,'0.96,3.78%,4.36%,'39.96,'-0.69%,化肥行业
'402,SZ000563.陕国投Ａ,'3.62,'-0.28%,'5.57,0.87%,'14.58,'13.45,'1.02,2.48%,7.73%,'185.64,'+3.18%,多元金融
'403,SH603281.江瀚新材,'25.14,'-0.67%,'5.56,0.21%,'18.26,'17.24,'1.86,3.98%,10.92%,'93.86,'+7.22%,化学制品
'404,SH603369.今世缘,'39.45,'-0.33%,'5.56,2.75%,'14.08,'13.96,'2.88,3.04%,22.08%,'491.86,'-10.32%,酿酒行业
'405,SH603788.宁波高发,'16.59,'+0.97%,'5.55,'-,'20.99,'18.87,'1.75,4.22%,9.41%,'37.01,'+25.17%,汽车零部件
'406,SZ002588.史丹利,'9.22,'-0.11%,'5.55,1.94%,'13.77,'12.14,'1.49,2.82%,13.00%,'106.32,'+28.64%,化肥行业
'407,SZ002615.哈尔斯,'8.53,'+1.67%,'5.55,'-,'13.46,'13.19,'2.28,2.98%,18.56%,'39.12,'+10.85%,家用轻工
'408,SH603317.天味食品,'11.30,0.00%,'5.55,1.40%,'25.60,'22.99,'2.59,4.87%,11.46%,'120.34,'-10.99%,食品饮料
'409,SZ300856.科思股份,'15.17,'+0.33%,'5.55,0.51%,'19.42,'18.41,'2.55,4.25%,13.75%,'71.92,'-15.93%,美容护理
'410,SH600761.安徽合力,'18.44,'+1.60%,'5.54,1.73%,'16.81,'13.12,'1.54,3.25%,13.12%,'164.24,'+8.50%,工程机械
'411,SH603035.常熟汽饰,'13.70,'-0.07%,'5.54,0.33%,'15.82,'12.74,'1.00,2.53%,7.89%,'52.06,'-2.32%,汽车零部件
'412,SH600323.瀚蓝环境,'27.54,'+0.47%,'5.53,0.68%,'13.42,'13.19,'1.62,2.90%,12.94%,'224.55,'+20.56%,环保行业
'413,SH603611.诺力股份,'26.00,'+0.58%,'5.50,2.18%,'16.23,'14.28,'2.17,3.45%,16.03%,'66.98,'+51.00%,工程机械
'414,SH603568.伟明环保,'19.20,'-0.05%,'5.49,1.31%,'12.47,'12.09,'2.33,2.50%,21.09%,'327.28,'-9.03%,环保行业
'415,SH600012.皖通高速,'16.27,'+0.99%,'5.49,0.66%,'16.24,'15.79,'2.30,3.71%,13.96%,'189.64,'-4.36%,铁路公路
'416,SH601958.金钼股份,'12.95,'+1.09%,'5.49,2.76%,'14.10,'13.80,'2.36,3.09%,17.97%,'417.85,'+28.73%,小金属
'417,SH601199.江南水务,'5.67,'-0.70%,'5.48,0.25%,'12.87,'12.84,'1.18,2.29%,9.97%,'53.03,'+4.71%,公用事业
'418,SH600528.中铁工业,'9.00,'+0.45%,'5.47,0.59%,'13.35,'12.34,'0.74,1.13%,6.16%,'199.94,'+11.66%,交运设备
'419,SZ002772.众兴菌业,'8.29,'-0.24%,'5.47,'-,'30.16,'23.10,'0.98,3.61%,4.15%,'32.68,'+16.44%,农牧饲渔
'420,SZ301087.可孚医疗,'37.59,'-0.97%,'5.47,0.69%,'31.52,'26.29,'1.62,4.74%,6.12%,'79.37,'+10.08%,医疗器械
'421,SH688606.奥泰生物,'74.69,'+1.73%,'5.46,3.25%,'22.94,'18.57,'1.50,4.02%,8.19%,'59.21,'+20.59%,医疗器械
'422,SH603993.洛阳钼业,'9.51,'+1.39%,'5.45,3.69%,'13.60,'13.21,'2.72,2.70%,22.55%,'1660.53,'+47.60%,小金属
'423,SH688009.中国通号,'5.41,0.00%,'5.45,1.26%,'17.73,'16.60,'1.18,3.14%,7.19%,'466.40,'-10.90%,交运设备
'424,SZ002206.海利得,'6.06,'+4.12%,'5.44,1.82%,'14.29,'14.22,'1.74,3.09%,12.42%,'67.64,'+46.32%,化纤行业
'425,SZ002998.优彩资源,'7.86,'-0.88%,'5.44,'-,'43.02,'40.58,'1.49,6.94%,3.67%,'25.88,'+34.37%,化纤行业
'426,SH600639.XD浦东金,'10.42,'-0.86%,'5.43,0.59%,'51.95,'13.34,'0.81,3.10%,6.11%,'88.59,'-3.24%,房地产开发
'427,SZ301203.国泰环保,'34.18,'+0.71%,'5.43,'-,'23.40,'21.65,'1.93,4.42%,8.72%,'27.15,'+18.36%,环保行业
'428,SH601139.深圳燃气,'6.52,'+0.31%,'5.43,0.43%,'13.76,'13.26,'1.19,2.45%,9.24%,'187.56,'-5.31%,燃气
'429,SH603706.东方环宇,'21.29,'+1.19%,'5.43,'-,'20.93,'19.58,'2.28,4.23%,11.79%,'40.32,'+18.57%,燃气
'430,SH600861.北京人力,'20.86,'-1.79%,'5.43,1.53%,'23.99,'10.08,'1.66,3.35%,17.55%,'118.09,'+11.79%,专业服务
'431,SZ002056.横店东磁,'15.82,'+0.32%,'5.42,3.04%,'14.30,'13.28,'2.44,2.87%,19.96%,'256.53,'+26.19%,光伏设备
'432,SZ002236.大华股份,'16.62,'+0.73%,'5.41,2.04%,'23.08,'18.09,'1.48,3.90%,8.32%,'542.31,'+6.92%,计算机设备
'433,SH601333.广深铁路,'2.97,'-0.67%,'5.41,0.51%,'23.42,'21.44,'0.76,2.36%,3.59%,'167.87,'-13.41%,铁路公路
'434,SH605338.巴比食品,'19.56,'-1.21%,'5.41,'-,'22.16,'17.09,'2.04,4.09%,12.09%,'46.86,'+18.29%,食品饮料
'435,SZ002404.嘉欣丝绸,'6.64,'+0.76%,'5.41,'-,'27.64,'22.82,'1.81,4.55%,7.90%,'36.91,'+12.70%,纺织服装
'436,SZ002120.韵达股份,'8.02,'-0.99%,'5.40,2.90%,'14.99,'12.88,'1.13,2.47%,9.02%,'234.83,'+9.82%,物流行业
'437,SZ000538.云南白药,'55.96,'-0.39%,'5.40,3.98%,'21.24,'20.12,'2.46,4.27%,12.10%,'1002.40,'-4.70%,中药
'438,SH603301.振德医疗,'22.08,'-1.30%,'5.39,1.41%,'20.34,'16.21,'1.03,2.94%,6.50%,'58.83,'+3.64%,医疗器械
'439,SZ002690.美亚光电,'17.37,'+1.05%,'5.39,5.87%,'23.84,'23.09,'5.17,4.07%,22.88%,'151.66,'+22.09%,专用设备
'440,SH601628.中国人寿,'41.52,'+0.65%,'5.39,0.38%,'10.18,'10.20,'2.20,1.57%,22.73%,'8645.93,'+0.17%,保险
'441,SZ000791.甘肃能源,'6.66,'+0.30%,'5.38,0.21%,'18.74,'10.39,'1.53,2.71%,18.17%,'215.39,'+13.63%,电力行业
'442,SH603277.银都股份,'17.09,'+1.12%,'5.37,0.72%,'23.22,'18.20,'3.51,4.05%,19.35%,'104.88,'+9.25%,通用设备
'443,SZ000550.江铃汽车,'21.29,'-0.79%,'5.37,2.95%,'17.11,'13.61,'1.60,3.19%,12.13%,'111.42,'-9.21%,汽车整车
'444,SZ002955.鸿合科技,'25.38,'+1.20%,'5.37,3.33%,'38.73,'29.28,'1.84,10.22%,6.08%,'59.35,'+13.24%,光学光电子
'445,SH603095.越剑智能,'16.02,'+2.23%,'5.36,'-,'38.03,'34.49,'1.66,4.91%,4.81%,'41.37,'+5.34%,专用设备
'446,SH600999.招商证券,'18.09,'+0.44%,'5.36,3.09%,'14.95,'14.93,'1.20,2.64%,8.24%,'1342.64,'-3.55%,证券
'447,SH601801.皖新传媒,'6.87,'-0.29%,'5.36,0.48%,'17.33,'16.86,'1.14,2.91%,6.73%,'134.51,'-5.01%,文化传媒
'448,SH603195.公牛集团,'47.60,'-0.38%,'5.36,2.97%,'22.78,'19.94,'5.10,3.60%,26.74%,'860.89,'-1.95%,家用轻工
'449,SZ000537.中绿电,'8.72,'+0.58%,'5.35,0.55%,'18.09,'16.35,'0.90,2.31%,5.89%,'179.17,'-2.04%,电力行业
'450,SZ301004.嘉益股份,'69.18,'+0.01%,'5.34,0.67%,'13.19,'12.94,'4.73,3.10%,43.75%,'100.61,'-13.72%,家用轻工
'451,SH601016.节能风电,'3.01,'-0.33%,'5.33,0.96%,'15.55,'15.11,'1.08,2.46%,7.33%,'194.85,'-2.64%,电力行业
'452,SZ000910.大亚圣象,'7.91,'+0.51%,'5.33,'-,'57.67,'40.92,'0.64,2.41%,1.58%,'43.08,'+3.08%,装修建材
'453,SH601065.江盐集团,'8.52,'-0.12%,'5.33,0.07%,'15.00,'13.84,'1.23,2.58%,9.08%,'54.76,'-0.23%,化学原料
'454,SZ002443.金洲管道,'6.81,0.00%,'5.32,'-,'20.92,'19.86,'1.01,2.94%,5.16%,'35.45,'+19.63%,钢铁行业
'455,SZ000807.云铝股份,'16.10,'+1.19%,'5.30,5.67%,'13.16,'13.07,'1.88,2.58%,15.02%,'551.75,'+20.39%,有色金属
'456,SH600916.中国黄金,'8.19,0.00%,'5.29,1.41%,'24.84,'23.33,'1.81,4.27%,7.69%,'137.59,'-0.97%,珠宝首饰
'457,SH600261.阳光照明,'3.40,0.00%,'5.29,'-,'38.38,'21.51,'1.27,4.12%,5.87%,'45.39,'+8.37%,家电行业
'458,SH600332.白云山,'26.71,'-0.85%,'5.29,2.88%,'19.76,'16.09,'1.15,3.00%,7.24%,'375.51,'-4.57%,中药
'459,SH601699.潞安环能,'14.29,'+0.28%,'5.28,1.50%,'24.21,'23.50,'0.91,2.87%,3.75%,'427.47,'+3.41%,煤炭行业
'460,SZ002978.安宁股份,'30.03,'+0.97%,'5.27,0.32%,'16.45,'16.48,'1.68,3.11%,11.67%,'140.37,'+7.40%,有色金属
'461,SH600132.重庆啤酒,'55.36,'+0.02%,'5.26,6.24%,'21.56,'23.60,'16.17,4.34%,53.44%,'267.93,'-10.71%,酿酒行业
'462,SH600982.宁波能源,'4.68,'-0.64%,'5.26,0.18%,'26.86,'17.51,'1.07,3.21%,6.56%,'52.30,'+17.23%,电力行业
'463,SH600050.中国联通,'5.34,'-0.74%,'5.25,4.20%,'24.79,'18.17,'1.00,2.99%,5.58%,'1669.52,'+1.75%,通信服务
'464,SH600660.福耀玻璃,'55.56,'-0.41%,'5.24,18.64%,'18.32,'17.81,'3.84,3.24%,23.06%,'1112.86,'-8.12%,玻璃玻纤
'465,SH600887.伊利股份,'27.57,'+0.07%,'5.24,10.60%,'25.23,'23.55,'2.99,4.43%,12.61%,'1743.90,'-4.80%,食品饮料
'466,SZ002429.兆驰股份,'4.57,'-0.22%,'5.24,0.75%,'13.94,'13.62,'1.28,2.34%,9.69%,'207.33,'-18.98%,家电行业
'467,SH603027.千禾味业,'11.74,'-0.59%,'5.23,0.50%,'23.61,'23.16,'3.16,4.26%,14.02%,'120.39,'+0.99%,食品饮料
'468,SH601600.中国铝业,'7.53,'+0.67%,'5.23,4.12%,'9.76,'9.42,'1.76,1.09%,20.15%,'994.84,'+2.45%,有色金属
'469,SZ001979.招商蛇口,'8.78,0.00%,'5.22,1.59%,'31.27,'19.16,'0.73,2.21%,3.64%,'795.54,'-12.35%,房地产开发
'470,SZ002078.太阳纸业,'14.40,'+1.12%,'5.22,1.70%,'12.57,'13.13,'1.35,2.11%,10.72%,'397.94,'-0.97%,造纸印刷
'471,SZ300833.浩洋股份,'36.44,'+0.61%,'5.22,2.80%,'19.28,'18.01,'1.84,3.59%,10.36%,'45.81,'-14.34%,专用设备
'472,SH603180.金牌家居,'20.75,'-0.38%,'5.21,'-,'22.73,'16.18,'1.12,3.03%,7.03%,'32.01,'+0.73%,装修建材
'473,SZ002479.富春环保,'5.27,'-0.75%,'5.21,'-,'21.81,'14.45,'1.09,2.82%,7.75%,'45.93,'+14.52%,环保行业
'474,SZ002053.云南能投,'10.72,'-0.19%,'5.20,0.50%,'18.57,'18.33,'1.29,3.07%,7.25%,'98.89,'-3.19%,综合行业
'475,SZ301206.三元生物,'29.61,'-0.24%,'5.19,0.06%,'60.31,'56.86,'1.34,4.72%,2.33%,'60.05,'+17.85%,食品饮料
'476,SH601766.中国中车,'7.42,'+0.54%,'5.19,3.46%,'17.34,'14.75,'1.24,2.70%,8.66%,'1805.12,'-11.46%,交运设备
'477,SH603309.维力医疗,'14.18,'-1.87%,'5.19,'-,'18.33,'17.72,'2.23,3.53%,12.88%,'41.53,'+23.37%,医疗器械
'478,SZ300760.迈瑞医疗,'228.31,'+0.12%,'5.19,10.84%,'25.28,'24.82,'7.16,3.37%,29.79%,'2764.73,'-9.69%,医疗器械
'479,SH601966.玲珑轮胎,'15.35,'+0.33%,'5.18,0.94%,'17.88,'13.60,'1.01,2.26%,7.61%,'224.65,'-14.43%,橡胶制品
'480,SZ300864.南大环境,'21.10,'-0.28%,'5.18,'-,'22.71,'20.84,'2.45,3.98%,12.63%,'33.38,'+4.95%,环保行业
'481,SH605028.世茂能源,'20.24,'-1.08%,'5.17,'-,'22.70,'18.99,'2.47,3.95%,12.89%,'32.38,'+25.15%,电力行业
'482,SZ301371.敷尔佳,'26.41,'-0.41%,'5.17,0.05%,'26.79,'22.96,'2.40,4.35%,10.44%,'137.93,'-5.10%,美容护理
'483,SZ001299.美能能源,'12.66,'+0.32%,'5.16,'-,'36.26,'32.70,'2.31,4.88%,7.06%,'30.62,'+38.95%,燃气
'484,SH603587.地素时尚,'12.78,'+0.39%,'5.16,0.10%,'25.26,'21.95,'1.62,3.93%,7.28%,'60.59,'+5.43%,纺织服装
'485,SH603055.台华新材,'9.88,'+1.75%,'5.15,0.36%,'15.56,'11.90,'1.70,2.53%,15.14%,'87.96,'-8.45%,纺织服装
'486,SH601728.中国电信,'7.35,'-0.81%,'5.15,0.72%,'22.14,'20.21,'1.46,3.53%,7.29%,'5705.79,'+3.01%,通信服务
'487,SH600182.S佳通,'15.89,'-0.31%,'5.13,'-,'35.59,'35.63,'4.39,5.73%,12.16%,'54.03,'-2.55%,橡胶制品
'488,SH600426.华鲁恒升,'23.68,'+0.42%,'5.13,3.60%,'14.35,'14.19,'1.58,2.53%,11.49%,'502.78,'+11.11%,化学原料
'489,SZ000902.新洋丰,'14.62,'+1.53%,'5.12,1.25%,'12.80,'12.16,'1.63,2.08%,14.13%,'180.68,'+14.65%,化肥行业
'490,SZ002597.金禾实业,'22.87,0.00%,'5.12,2.40%,'22.68,'19.41,'1.66,3.63%,8.87%,'129.97,'+3.44%,食品饮料
'491,SH605066.天正电气,'7.66,'+0.39%,'5.11,'-,'31.24,'30.65,'2.11,4.57%,6.83%,'38.81,'+31.55%,电网设备
'492,SH600731.湖南海利,'8.02,'+1.52%,'5.11,'-,'15.28,'14.35,'1.39,2.49%,10.02%,'44.81,'+44.69%,农药兽药
'493,SZ002116.中国海诚,'10.50,'-0.57%,'5.10,0.30%,'16.36,'15.11,'1.90,2.93%,13.14%,'49.22,'+8.43%,工程咨询服务
'494,SH600278.东方创业,'7.69,'-0.77%,'5.10,0.95%,'61.17,'31.88,'0.90,3.39%,2.86%,'67.45,'+11.10%,贸易行业
'495,SH603529.爱玛科技,'35.63,'+0.71%,'5.09,2.08%,'16.01,'14.68,'3.21,2.57%,23.63%,'309.65,'-11.70%,交运设备
'496,SZ002244.滨江集团,'9.64,'-0.41%,'5.08,1.65%,'10.99,'10.52,'1.06,0.93%,10.52%,'301.19,'+11.96%,房地产开发
'497,SZ000088.盐田港,'4.59,'+0.44%,'5.08,0.28%,'19.42,'16.91,'1.31,2.84%,8.85%,'237.62,'-3.06%,航运港口
'498,SH603096.新经典,'19.15,'-0.21%,'5.08,'-,'34.29,'28.80,'1.52,4.18%,5.21%,'29.54,'+5.53%,文化传媒
'499,SZ000630.铜陵有色,'4.03,'+10.11%,'5.08,1.76%,'17.16,'16.48,'1.34,2.73%,8.37%,'468.27,'+28.72%,有色金属
'500,SZ300388.节能国祯,'7.29,'+0.14%,'5.08,'-,'13.83,'13.80,'1.09,1.79%,8.15%,'49.58,'-1.61%,环保行业
