排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'341,SZ002273.水晶光电,'27.32,'-1.80%,'2.09,'34.42,18.00%,4.12%,'4.10,1.10%,12.41%,'380,'+24.20%,光学光电子
'342,SZ300573.兴齐眼药,'77.54,'+14.65%,'2.09,'37.78,17.87%,1.43%,'10.82,1.38%,30.87%,'190,'+57.55%,化学制药
'343,SZ002126.银轮股份,'37.10,'-5.38%,'2.10,'37.68,19.83%,1.22%,'4.71,0.32%,13.15%,'310,'+99.11%,汽车零部件
'344,SZ002632.道明光学,'10.15,'+0.59%,'2.10,'33.30,19.32%,0.13%,'2.94,2.56%,8.89%,'63,'+15.79%,塑料制品
'345,SZ002475.立讯精密,'45.27,'-1.54%,'2.11,'22.47,12.60%,4.73%,'4.39,0.44%,21.77%,'3283,'+11.69%,消费电子
'346,SZ301479.弘景光电,'101.43,'-1.31%,'2.11,'52.40,25.24%,0.09%,'7.75,1.06%,20.78%,'90,'+242.40%,光学光电子
'347,SH603227.雪峰科技,'9.49,'+0.21%,'2.12,'19.97,9.76%,0.62%,'2.06,2.11%,10.66%,'102,'+11.72%,化学制品
'348,SH688100.威胜信息,'37.86,'-1.30%,'2.12,'28.04,13.61%,0.38%,'5.61,1.37%,21.00%,'186,'+6.14%,通信设备
'349,SZ002457.青龙管业,'11.73,0.00%,'2.12,'18.68,9.68%,'-,'1.60,1.02%,8.82%,'39,'+2.16%,装修建材
'350,SZ003002.壶化股份,'25.17,'-0.20%,'2.12,'29.06,14.01%,'-,'3.50,0.60%,12.70%,'50,'+12.20%,化学制品
'351,SH600529.山东药玻,'22.21,'-0.22%,'2.13,'17.57,8.60%,1.04%,'1.81,2.79%,10.55%,'147,'-12.57%,医疗器械
'352,SH601288.农业银行,'7.05,'+0.43%,'2.13,'8.64,4.05%,0.96%,'0.79,3.43%,9.23%,'22507,'+37.76%,银行
'353,SH603093.南华期货,'22.79,'-2.44%,'2.13,'30.29,14.26%,0.90%,'3.25,0.33%,11.20%,'139,'+92.66%,多元金融
'354,SZ002028.思源电气,'96.36,'+10.00%,'2.14,'30.56,15.38%,19.90%,'5.61,0.52%,20.11%,'750,'+33.45%,电网设备
'355,SH603586.金麒麟,'20.09,'-0.79%,'2.15,'23.61,11.05%,'-,'1.72,1.99%,7.41%,'39,'+41.97%,汽车零部件
'356,SZ002262.恩华药业,'25.02,'+1.13%,'2.15,'20.92,9.79%,0.75%,'3.31,1.44%,16.86%,'254,'+4.45%,化学制药
'357,SZ002371.北方华创,'377.84,'+1.43%,'2.15,'45.08,20.75%,10.19%,'8.07,0.21%,19.89%,'2727,'+30.77%,半导体
'358,SH605499.东鹏饮料,'314.94,'+1.94%,'2.16,'41.24,19.82%,9.90%,'18.75,2.20%,50.26%,'1638,'+28.92%,食品饮料
'359,SZ002627.三峡旅游,'6.42,'+6.47%,'2.16,'36.58,20.44%,'-,'1.51,1.56%,4.15%,'47,'+30.19%,旅游酒店
'360,SZ300842.帝科股份,'50.71,'+0.20%,'2.16,'36.52,18.71%,0.49%,'3.97,0.59%,11.89%,'72,'+24.65%,光伏设备
'361,SH601963.重庆银行,'9.70,'-1.42%,'2.17,'6.38,2.98%,2.94%,'0.54,4.27%,8.65%,'184,'+8.88%,银行
'362,SH688080.映翰通,'57.86,'+0.02%,'2.17,'29.71,14.37%,'-,'3.87,0.35%,13.92%,'43,'+76.52%,通信设备
'363,SZ000963.华东医药,'45.45,'+2.60%,'2.17,'21.96,10.55%,2.27%,'3.36,2.05%,15.96%,'797,'+33.09%,化学制药
'364,SZ002880.卫光生物,'28.57,'+0.42%,'2.17,'25.78,11.41%,0.24%,'2.85,0.70%,11.58%,'65,'+6.50%,生物制品
'365,SZ300976.达瑞电子,'65.33,'+3.65%,'2.18,'32.40,14.07%,0.08%,'2.53,1.21%,8.00%,'87,'+35.28%,消费电子
'366,SH603187.海容冷链,'15.19,'+1.27%,'2.20,'15.68,7.52%,1.50%,'1.41,3.29%,9.22%,'59,'+41.84%,通用设备
'367,SZ300387.富邦科技,'9.72,'+1.15%,'2.20,'33.11,16.33%,'-,'1.91,0.72%,5.99%,'28,'+22.51%,化肥行业
'368,SH603050.科林电气,'16.04,'-0.25%,'2.21,'32.89,18.20%,0.16%,'3.65,0.84%,11.56%,'65,'+16.02%,电网设备
'369,SH605099.共创草坪,'33.09,'+2.07%,'2.21,'23.21,10.58%,1.16%,'4.69,1.93%,21.38%,'133,'+60.76%,家用轻工
'370,SZ003031.中瓷电子,'62.09,'+0.67%,'2.21,'46.31,22.72%,0.80%,'4.57,0.68%,10.22%,'280,'+19.57%,通信设备
'371,SH600025.华能水电,'9.07,'-0.55%,'2.22,'18.69,8.41%,0.68%,'2.19,2.21%,12.25%,'1633,'-2.69%,电力行业
'372,SH601965.中国汽研,'18.10,'-1.15%,'2.22,'19.84,9.28%,0.43%,'2.51,1.88%,13.19%,'182,'+4.64%,汽车服务
'373,SH605286.同力日升,'41.19,'-2.67%,'2.22,'28.90,13.34%,2.84%,'3.34,0.58%,12.16%,'69,'+37.03%,专用设备
'374,SZ002409.雅克科技,'61.79,'+2.93%,'2.22,'33.62,14.71%,3.46%,'3.77,0.94%,11.74%,'294,'+7.14%,电子化学品
'375,SZ002463.沪电股份,'69.80,'+1.47%,'2.23,'42.92,19.53%,6.41%,'10.54,0.72%,27.40%,'1343,'+78.89%,电子元件
'376,SH600161.天坛生物,'20.10,'+0.25%,'2.24,'27.30,12.58%,2.23%,'3.43,0.50%,13.30%,'397,'-1.44%,生物制品
'377,SH688127.蓝特光学,'33.92,'-1.94%,'2.24,'49.78,22.94%,0.31%,'7.34,0.59%,15.79%,'137,'+26.22%,光学光电子
'378,SZ002461.珠江啤酒,'10.83,'+0.56%,'2.24,'25.98,12.29%,0.71%,'2.23,1.57%,8.81%,'240,'+11.15%,酿酒行业
'379,SZ002831.裕同科技,'26.57,'+1.72%,'2.24,'16.69,7.03%,2.17%,'2.16,3.55%,13.17%,'245,'+0.44%,造纸印刷
'380,SZ300388.节能国祯,'7.77,'+0.13%,'2.24,'14.92,7.33%,'-,'1.16,1.67%,7.99%,'53,'+4.86%,环保行业
'381,SH600522.中天科技,'16.15,'-0.55%,'2.25,'18.71,9.10%,6.17%,'1.55,1.86%,8.48%,'551,'+15.18%,通信设备
'382,SH688389.普门科技,'14.14,'-0.14%,'2.25,'20.53,9.77%,0.25%,'2.95,1.99%,15.07%,'61,'-2.98%,医疗器械
'383,SZ000858.五粮液,'128.87,'-0.51%,'2.25,'15.49,6.88%,3.08%,'3.56,4.46%,23.83%,'5002,'-3.70%,酿酒行业
'384,SZ300193.佳士科技,'9.51,'+1.49%,'2.25,'19.81,9.46%,'-,'2.01,4.36%,10.23%,'45,'+9.37%,通用设备
'385,SH605155.西大门,'14.67,'+4.12%,'2.26,'22.81,10.80%,'-,'2.17,1.71%,9.85%,'28,'+48.92%,家用轻工
'386,SZ000997.新大陆,'29.42,'+2.15%,'2.26,'28.24,13.09%,2.36%,'4.30,1.87%,15.62%,'304,'+48.45%,互联网服务
'387,SH600885.宏发股份,'26.08,'-0.38%,'2.27,'21.74,10.12%,20.32%,'3.83,1.41%,18.76%,'381,'+16.64%,电网设备
'388,SH600989.宝丰能源,'17.57,'+1.27%,'2.27,'14.72,6.42%,2.76%,'2.88,1.59%,20.65%,'1288,'+7.11%,化学原料
'389,SZ000776.广发证券,'21.67,'-0.96%,'2.27,'14.03,6.68%,3.80%,'1.09,2.31%,8.05%,'1279,'+36.82%,证券
'390,SZ002673.西部证券,'8.87,'-0.89%,'2.27,'25.83,11.53%,1.35%,'1.35,1.13%,5.34%,'396,'+10.15%,证券
'391,SZ300320.海达股份,'10.95,'+0.83%,'2.27,'34.15,15.23%,0.45%,'2.72,0.35%,8.26%,'66,'+14.28%,橡胶制品
'392,SH600909.华安证券,'6.43,'-1.08%,'2.28,'16.65,7.34%,1.82%,'1.30,1.56%,8.10%,'301,'+7.91%,证券
'393,SH603197.保隆科技,'37.81,'-1.92%,'2.28,'27.95,15.24%,0.83%,'2.42,1.91%,9.07%,'81,'+1.51%,汽车零部件
'394,SH600283.钱江水利,'9.75,'+0.10%,'2.30,'23.17,12.04%,0.04%,'1.81,2.56%,8.75%,'55,'+7.70%,公用事业
'395,SH603218.日月股份,'12.77,'-1.16%,'2.30,'27.09,13.02%,2.82%,'1.26,2.74%,4.71%,'132,'+8.96%,风电设备
'396,SH603809.豪能股份,'14.93,'-2.67%,'2.30,'37.36,16.83%,0.48%,'3.95,1.00%,12.31%,'128,'+68.86%,汽车零部件
'397,SZ002138.顺络电子,'35.84,'+10.01%,'2.30,'30.42,14.01%,6.23%,'4.66,1.67%,15.68%,'289,'+16.16%,电子元件
'398,SZ002893.京能热力,'11.30,'-0.62%,'2.30,'40.59,16.55%,'-,'2.33,0.90%,5.82%,'30,'+13.09%,公用事业
'399,SZ002967.广电计量,'21.00,'-1.32%,'2.30,'33.13,15.88%,2.28%,'3.65,1.90%,10.65%,'122,'+31.13%,专业服务
'400,SH603439.贵州三力,'12.82,'+1.02%,'2.31,'21.89,10.05%,0.21%,'3.55,2.65%,15.98%,'53,'+1.46%,中药
'401,SZ000538.云南白药,'59.29,'+2.97%,'2.31,'20.37,9.43%,3.98%,'2.62,4.04%,13.02%,'1058,'+0.98%,中药
'402,SH600894.广日股份,'10.29,'-0.29%,'2.33,'10.95,6.15%,0.69%,'1.03,13.35%,9.12%,'88,'-25.44%,专用设备
'403,SZ002346.柘中股份,'15.77,'-1.07%,'2.33,'18.76,16.70%,0.90%,'2.67,3.17%,14.05%,'70,'+65.38%,电网设备
'404,SH601177.杭齿前进,'19.38,'-1.17%,'2.34,'31.18,14.77%,0.34%,'2.88,0.31%,9.70%,'79,'+134.83%,通用设备
'405,SH603259.药明康德,'111.58,'+8.02%,'2.34,'23.91,12.60%,12.13%,'5.50,1.21%,24.03%,'2760,'+107.12%,医疗服务
'406,SH603269.海鸥股份,'11.63,'-3.16%,'2.34,'34.88,15.56%,'-,'3.46,1.84%,10.23%,'36,'+55.51%,通用设备
'407,SZ002003.伟星股份,'10.74,'-1.20%,'2.34,'19.20,8.25%,2.41%,'2.86,4.66%,15.08%,'126,'-22.21%,纺织服装
'408,SH600900.长江电力,'27.79,'-1.07%,'2.35,'19.89,8.44%,6.19%,'3.29,3.39%,17.08%,'6800,'-2.90%,电力行业
'409,SZ002315.焦点科技,'52.66,'+3.11%,'2.35,'32.61,14.43%,2.26%,'6.28,2.09%,20.25%,'167,'+28.30%,互联网服务
'410,SH600600.青岛啤酒,'69.44,'-0.09%,'2.36,'20.56,9.64%,3.29%,'3.16,3.17%,15.79%,'492,'-11.47%,酿酒行业
'411,SH603100.川仪股份,'20.74,'-0.48%,'2.37,'14.38,7.53%,0.68%,'2.36,2.77%,17.31%,'106,'-1.07%,仪器仪表
'412,SH688571.杭华股份,'8.34,'-0.12%,'2.38,'27.89,12.93%,'-,'2.24,2.40%,8.34%,'35,'+27.65%,化学制品
'413,SH600906.财达证券,'7.66,'-0.78%,'2.39,'30.30,12.71%,0.85%,'2.07,1.31%,6.99%,'249,'+9.33%,证券
'414,SH603676.卫信康,'12.55,'+1.78%,'2.39,'20.57,10.29%,'-,'3.67,2.73%,18.35%,'55,'+28.15%,化学制药
'415,SH600012.皖通高速,'14.57,'-0.14%,'2.40,'13.68,6.06%,0.66%,'2.09,4.15%,14.91%,'170,'-14.35%,铁路公路
'416,SH603920.世运电路,'39.55,'-0.30%,'2.40,'37.69,16.66%,0.36%,'4.42,1.52%,13.13%,'285,'+37.68%,电子元件
'417,SZ300470.中密控股,'39.26,'+0.93%,'2.40,'20.08,8.98%,9.38%,'2.93,2.55%,15.23%,'82,'+5.58%,通用设备
'418,SH603022.新通联,'11.02,'+2.99%,'2.41,'43.49,16.96%,'-,'2.74,0.71%,6.43%,'22,'+52.30%,包装材料
'419,SZ300509.新美星,'9.36,'+3.08%,'2.41,'41.12,17.38%,'-,'4.78,1.60%,11.19%,'28,'+37.49%,专用设备
'420,SH600694.大商股份,'19.35,'+1.42%,'2.42,'12.79,5.46%,4.50%,'0.77,4.70%,6.07%,'67,'-15.74%,商业百货
'421,SH603166.福达股份,'18.10,'-1.79%,'2.42,'45.35,19.83%,0.33%,'4.72,1.10%,10.70%,'117,'+150.49%,汽车零部件
'422,SZ001202.炬申股份,'15.15,'+3.27%,'2.42,'30.49,13.95%,'-,'3.18,0.00%,11.02%,'25,'+41.16%,物流行业
'423,SH600862.中航高科,'25.45,'-0.39%,'2.43,'30.72,12.72%,0.29%,'4.83,0.98%,16.63%,'355,'+1.79%,航天航空
'424,SH601098.中南传媒,'13.17,'+0.08%,'2.43,'14.66,5.39%,4.78%,'1.50,4.18%,10.49%,'237,'-9.28%,文化传媒
'425,SH603058.永吉股份,'9.22,'+2.90%,'2.43,'27.98,16.84%,'-,'3.17,1.25%,11.80%,'39,'+6.07%,造纸印刷
'426,SH603063.禾望电气,'36.51,'-1.62%,'2.46,'31.40,14.58%,2.97%,'3.48,0.33%,12.06%,'166,'+83.65%,风电设备
'427,SZ002130.沃尔核材,'25.98,'-1.81%,'2.46,'33.19,14.11%,0.69%,'5.54,0.53%,17.94%,'327,'+3.50%,非金属材料
'428,SZ300384.三联虹普,'17.93,'+0.39%,'2.46,'19.82,8.14%,0.80%,'2.11,2.81%,11.00%,'57,'-2.50%,专业服务
'429,SH688687.凯因科技,'33.75,'+1.63%,'2.47,'39.15,16.81%,'-,'3.12,0.89%,8.18%,'58,'+58.05%,生物制品
'430,SZ300487.蓝晓科技,'56.06,'+1.72%,'2.47,'34.38,14.62%,9.86%,'7.00,1.28%,21.72%,'285,'+18.50%,塑料制品
'431,SH600573.惠泉啤酒,'12.17,'-0.33%,'2.48,'41.75,17.07%,'-,'2.28,0.66%,5.60%,'30,'+8.79%,酿酒行业
'432,SZ002412.汉森制药,'6.83,'+1.79%,'2.48,'18.25,7.64%,'-,'1.52,0.00%,8.69%,'34,'+13.64%,中药
'433,SH688366.昊海生科,'55.28,'+0.91%,'2.49,'32.45,14.63%,1.54%,'2.29,1.81%,7.01%,'107,'-7.68%,医疗器械
'434,SH688676.金盘科技,'57.90,'-3.56%,'2.49,'43.11,18.24%,2.77%,'5.92,0.87%,14.22%,'266,'+42.00%,电网设备
'435,SZ300502.新易盛,'388.50,'+9.07%,'2.49,'65.27,26.26%,5.10%,'31.92,0.08%,64.51%,'3861,'+372.48%,通信设备
'436,SZ002546.新联电子,'6.05,'-0.17%,'2.50,'10.17,13.16%,'-,'1.48,1.98%,15.46%,'50,'+43.13%,电网设备
'437,SH600125.铁龙物流,'6.17,'+4.40%,'2.51,'16.90,6.88%,4.22%,'1.05,1.46%,6.36%,'81,'+5.70%,物流行业
'438,SH600368.五洲交通,'4.28,0.00%,'2.51,'10.42,4.54%,0.41%,'0.99,3.06%,9.80%,'69,'-7.46%,铁路公路
'439,SH605128.上海沿浦,'38.94,'-0.15%,'2.51,'53.69,21.17%,0.25%,'4.04,0.67%,9.37%,'82,'+57.90%,汽车零部件
'440,SZ300938.信测标准,'24.51,'-1.09%,'2.51,'31.71,13.39%,0.17%,'3.78,1.16%,13.51%,'57,'+34.77%,专业服务
'441,SZ300988.津荣天宇,'24.62,'+3.88%,'2.51,'32.71,12.06%,'-,'2.78,0.68%,8.81%,'35,'+37.52%,通用设备
'442,SH601038.一拖股份,'13.18,'-0.83%,'2.52,'18.85,8.65%,0.51%,'1.93,2.27%,10.52%,'96,'-8.76%,专用设备
'443,SZ000885.城发环境,'14.99,'-0.60%,'2.52,'7.76,3.26%,0.85%,'1.09,2.37%,14.88%,'96,'+17.42%,环保行业
'444,SH601890.亚星锚链,'10.28,'+0.49%,'2.54,'38.26,16.08%,1.40%,'2.71,0.97%,7.23%,'99,'+33.47%,船舶制造
'445,SZ000559.万向钱潮,'7.88,'-1.38%,'2.54,'26.12,10.94%,0.49%,'2.86,2.28%,11.09%,'260,'+31.16%,汽车零部件
'446,SZ300009.安科生物,'11.93,'+6.33%,'2.54,'30.35,13.10%,1.24%,'5.03,2.10%,17.03%,'200,'+42.23%,生物制品
'447,SH600741.华域汽车,'19.56,'+2.14%,'2.56,'9.19,4.14%,4.42%,'0.98,4.09%,11.12%,'617,'+16.01%,汽车零部件
'448,SH601369.陕鼓动力,'8.36,'-0.83%,'2.56,'14.45,6.17%,0.80%,'1.63,5.39%,11.45%,'144,'-0.95%,通用设备
'449,SH688050.爱博医疗,'81.13,'+4.27%,'2.56,'39.86,15.51%,2.99%,'5.63,0.43%,15.61%,'157,'-10.43%,医疗器械
'450,SH603500.祥和实业,'11.02,'-2.04%,'2.57,'34.27,13.31%,'-,'3.79,1.18%,11.04%,'37,'+45.12%,交运设备
'451,SZ002965.祥鑫科技,'43.31,'-1.21%,'2.57,'38.94,15.79%,0.54%,'2.73,0.95%,7.17%,'115,'+66.11%,通用设备
'452,SH688019.安集科技,'189.99,'+8.19%,'2.58,'47.42,19.17%,7.58%,'10.51,0.18%,25.03%,'320,'+77.62%,电子化学品
'453,SZ002053.云南能投,'14.47,'-3.47%,'2.58,'31.88,12.60%,0.50%,'1.79,2.28%,5.67%,'133,'+30.68%,综合行业
'454,SZ002941.新疆交建,'15.82,'+0.83%,'2.58,'21.58,10.11%,0.89%,'2.92,0.89%,14.33%,'109,'+43.57%,工程建设
'455,SH603650.彤程新材,'37.95,'+3.92%,'2.59,'40.99,17.06%,0.62%,'6.87,1.98%,16.98%,'227,'+10.18%,橡胶制品
'456,SH603983.丸美生物,'40.51,'-0.59%,'2.60,'46.30,18.54%,1.21%,'4.83,1.85%,10.50%,'162,'+26.96%,美容护理
'457,SZ002956.西麦食品,'22.02,'+0.96%,'2.60,'33.19,15.02%,'-,'3.26,1.90%,9.78%,'49,'+34.39%,食品饮料
'458,SH601990.南京证券,'8.67,'-1.59%,'2.64,'29.70,11.25%,1.12%,'1.75,1.48%,6.03%,'320,'+1.09%,证券
'459,SH603320.迪贝电气,'19.60,'-0.20%,'2.64,'40.89,15.81%,'-,'2.56,0.71%,7.18%,'29,'+39.99%,电机
'460,SH603105.芯能科技,'9.30,'+4.26%,'2.66,'23.87,9.17%,0.46%,'2.12,2.15%,9.07%,'47,'+5.77%,光伏设备
'461,SZ002487.大金重工,'34.02,'-2.10%,'2.66,'25.63,9.78%,3.04%,'2.79,0.24%,11.49%,'217,'+66.47%,风电设备
'462,SH603195.公牛集团,'47.09,'-0.11%,'2.67,'20.81,8.66%,2.97%,'5.79,3.64%,28.78%,'852,'-3.00%,家用轻工
'463,SZ002139.拓邦股份,'14.92,'-1.84%,'2.67,'30.36,12.01%,0.87%,'2.67,0.47%,9.16%,'186,'+10.16%,消费电子
'464,SZ300679.电连技术,'49.75,'-2.05%,'2.67,'37.92,14.23%,3.20%,'4.25,0.95%,11.64%,'211,'-15.77%,消费电子
'465,SZ300628.亿联网络,'38.04,'+0.66%,'2.70,'19.06,7.62%,3.14%,'5.60,4.98%,29.82%,'482,'+2.27%,通信设备
'466,SZ300406.九强生物,'14.52,'+1.54%,'2.72,'18.61,7.02%,0.68%,'2.09,2.76%,11.53%,'85,'+11.88%,医疗器械
'467,SH600498.烽火通信,'27.16,'-0.98%,'2.73,'44.70,17.56%,1.33%,'2.45,0.61%,5.66%,'345,'+40.82%,通信设备
'468,SZ000777.中核科技,'20.13,'-0.35%,'2.73,'33.47,13.54%,0.32%,'3.40,0.96%,10.84%,'77,'+12.30%,通用设备
'469,SZ300308.中际旭创,'406.10,'+14.42%,'2.73,'66.28,24.63%,3.72%,'19.77,0.12%,34.91%,'4512,'+230.12%,通信设备
'470,SH688566.吉贝尔,'40.50,'+8.87%,'2.75,'32.75,14.52%,0.18%,'3.43,1.28%,10.91%,'81,'+82.41%,化学制药
'471,SZ300978.东箭科技,'11.16,'-0.80%,'2.75,'32.67,11.97%,0.75%,'2.91,3.14%,8.91%,'47,'+5.39%,汽车零部件
'472,SZ002050.三花智控,'31.89,'+0.03%,'2.76,'36.33,13.50%,4.72%,'4.62,1.10%,15.69%,'1190,'+36.92%,家电行业
'473,SZ300979.华利集团,'52.59,'-0.76%,'2.77,'16.90,6.12%,0.49%,'3.80,4.37%,23.04%,'614,'-30.20%,纺织服装
'474,SH600269.赣粤高速,'5.05,'-0.20%,'2.80,'8.33,3.99%,1.98%,'0.62,3.37%,7.67%,'118,'-7.01%,铁路公路
'475,SZ002158.汉钟精机,'25.50,'+6.65%,'2.80,'20.37,7.57%,0.77%,'3.18,2.27%,16.51%,'136,'+42.26%,通用设备
'476,SH603519.立霸股份,'12.94,'-0.38%,'2.82,'21.63,7.94%,'-,'3.00,7.73%,13.28%,'34,'+17.88%,家电行业
'477,SZ000061.农产品,'8.35,'-4.79%,'2.82,'39.16,16.34%,0.63%,'2.22,0.84%,5.78%,'142,'+20.37%,贸易行业
'478,SZ000999.华润三九,'30.15,'-0.92%,'2.82,'18.08,7.12%,2.61%,'2.36,3.37%,13.49%,'503,'-10.94%,中药
'479,SH601789.宁波建工,'5.54,'+2.03%,'2.84,'20.43,7.80%,0.05%,'1.20,1.81%,5.99%,'60,'+27.04%,工程建设
'480,SZ300990.同飞股份,'77.96,'-5.08%,'2.84,'51.64,18.82%,0.83%,'6.77,0.64%,13.95%,'132,'+90.95%,通用设备
'481,SZ000157.中联重科,'7.40,'+0.68%,'2.85,'16.01,7.49%,2.57%,'1.12,4.05%,7.08%,'525,'+6.33%,工程机械
'482,SZ002438.江苏神通,'13.51,'-1.17%,'2.85,'22.73,8.41%,0.76%,'1.91,1.30%,8.71%,'69,'+12.35%,通用设备
'483,SZ000065.北方国际,'11.50,'+0.35%,'2.89,'15.04,5.11%,0.57%,'1.23,1.29%,8.65%,'123,'+19.38%,工程建设
'484,SZ000548.湖南投资,'5.47,'+0.55%,'2.89,'50.80,17.31%,'-,'1.33,0.91%,2.64%,'27,'+7.21%,铁路公路
'485,SH601318.中国平安,'58.51,'-2.29%,'2.90,'8.88,3.15%,5.94%,'1.13,4.36%,12.80%,'6297,'+14.35%,保险
'486,SH600415.小商品城,'22.49,'-0.04%,'2.91,'37.18,13.09%,6.41%,'6.05,1.47%,17.24%,'1233,'+70.71%,商业百货
'487,SH601689.拓普集团,'61.51,'-1.76%,'2.91,'37.65,14.17%,5.07%,'4.73,0.84%,13.97%,'1069,'+26.90%,汽车零部件
'488,SH603351.威尔药业,'29.23,'+0.76%,'2.91,'28.22,9.82%,'-,'2.30,1.37%,8.39%,'40,'+20.70%,化学制药
'489,SZ003017.大洋生物,'36.51,'+8.18%,'2.91,'37.03,13.39%,'-,'2.84,0.82%,7.92%,'31,'+98.48%,化学原料
'490,SZ300684.中石科技,'35.77,'-2.69%,'2.92,'41.18,15.28%,1.17%,'5.48,1.82%,13.58%,'107,'+64.21%,消费电子
'491,SZ002508.老板电器,'20.20,'-0.74%,'2.93,'12.48,4.52%,9.62%,'1.67,4.95%,13.75%,'191,'-3.27%,家电行业
'492,SZ300685.艾德生物,'23.77,'+0.89%,'2.94,'31.02,11.06%,8.09%,'4.94,1.26%,16.44%,'93,'+5.77%,医疗器械
'493,SZ003008.开普检测,'21.62,'+0.14%,'2.95,'25.84,9.92%,'-,'2.11,6.01%,8.10%,'22,'+26.26%,专业服务
'494,SZ300703.创源股份,'31.19,'-4.79%,'2.95,'46.78,16.59%,'-,'6.21,0.48%,13.96%,'56,'+120.50%,家用轻工
'495,SZ000962.东方钽业,'22.55,'+2.69%,'2.97,'46.32,16.79%,0.65%,'4.20,0.59%,9.41%,'114,'+65.39%,小金属
'496,SH601311.骆驼股份,'10.05,0.00%,'3.00,'14.17,6.00%,1.87%,'1.21,2.89%,8.60%,'118,'+25.25%,电池
'497,SZ002422.科伦药业,'40.11,'+10.01%,'3.00,'30.00,10.00%,2.50%,'2.71,1.90%,9.29%,'641,'+35.75%,化学制药
'498,SZ300690.双一科技,'35.75,'-2.46%,'3.00,'36.42,13.71%,'-,'3.85,0.59%,11.02%,'59,'+59.52%,风电设备
'499,SH605166.聚合顺,'13.18,'+2.17%,'3.01,'16.07,5.45%,'-,'2.13,1.01%,13.87%,'41,'+11.44%,化学制品
'500,SH601872.招商轮船,'6.65,'+2.47%,'3.02,'11.34,3.98%,2.93%,'1.33,3.86%,12.12%,'537,'+6.23%,航运港口
