,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'421,002815.崇达技术,'17.24,'-2.60%,0.64%,2.19%,'74.77,'2.78,3.38%,'201.67,'+71.00%,电子元件
'422,600248.陕建股份,'3.86,'-1.53%,3.64%,2.18%,'8.49,'0.41,7.84%,'144.35,'-11.81%,工程建设
'423,600717.天津港,'5.05,'-2.13%,2.06%,2.18%,'16.02,'0.74,4.56%,'146.15,'+6.09%,航运港口
'424,603995.甬金股份,'18.36,'+1.21%,2.72%,2.18%,'10.11,'1.15,12.15%,'67.13,'+3.46%,钢铁行业
'425,002938.鹏鼎控股,'58.49,'-2.19%,1.71%,2.18%,'34.55,'4.34,13.47%,'1355.83,'+65.69%,电子元件
'426,600835.上海机电,'28.88,'-2.92%,1.45%,2.17%,'42.98,'2.11,6.56%,'232.92,'+62.97%,专用设备
'427,601618.中国中冶,'3.43,'+0.59%,1.63%,2.17%,'16.88,'0.47,3.78%,'612.34,'+5.87%,工程建设
'428,000573.粤宏远Ａ,'4.20,'+0.48%,1.19%,2.17%,亏损,'1.62,3.67%,'26.81,'+42.22%,房地产开发
'429,002108.沧州明珠,'3.86,'+2.39%,2.59%,2.17%,'74.86,'1.28,2.95%,'64.28,'+10.51%,塑料制品
'430,002116.中国海诚,'10.31,'-0.48%,3.00%,2.17%,'16.50,'1.88,14.21%,'48.05,'+6.46%,工程咨询服务
'431,002705.新宝股份,'15.82,'-3.30%,2.84%,2.17%,'11.42,'1.54,14.37%,'128.44,'+8.85%,家电行业
'432,300743.天地数码,'19.62,'-0.76%,2.55%,2.17%,'28.09,'5.00,18.32%,'29.67,'+32.62%,非金属材料
'433,600854.春兰股份,'5.29,'+2.32%,2.27%,2.16%,'21.80,'1.13,5.52%,'27.48,'+18.32%,家电行业
'434,603980.吉华集团,'5.29,'+1.15%,1.32%,2.16%,'109.95,'0.92,1.91%,'35.80,'+22.72%,化学制品
'435,600663.陆家嘴,'8.59,'-0.58%,1.74%,2.15%,'24.70,'1.74,7.12%,'337.97,'-11.89%,房地产开发
'436,603195.公牛集团,'47.09,'-0.11%,3.64%,2.15%,'23.14,'5.79,28.78%,'851.66,'-3.00%,家用轻工
'437,002701.奥瑞金,'5.58,'+0.54%,2.15%,2.15%,'22.54,'1.48,12.34%,'142.83,'+0.38%,包装材料
'438,300415.伊之密,'25.05,'-0.71%,2.00%,2.15%,'18.40,'3.84,22.85%,'117.37,'+27.93%,专用设备
'439,300610.晨化股份,'12.28,'-0.73%,1.63%,2.15%,'41.70,'2.28,8.57%,'26.40,'+25.00%,塑料制品
'440,688358.祥生医疗,'31.30,'-0.06%,3.19%,2.14%,'30.09,'2.55,9.41%,'35.09,'+32.48%,医疗器械
'441,002001.新和成,'24.83,'-0.28%,2.82%,2.14%,'10.38,'2.50,25.89%,'763.13,'+16.62%,化学制药
'442,002142.宁波银行,'28.52,'+1.06%,3.16%,2.13%,'6.64,'0.77,12.19%,'1883.34,'+21.23%,银行
'443,002550.千红制药,'10.64,'+2.80%,1.13%,2.13%,'47.24,'5.19,17.35%,'136.17,'+74.51%,化学制药
'444,002603.以岭药业,'16.73,'+2.14%,1.79%,2.13%,亏损,'2.57,'-1.00%,'279.51,'+4.50%,中药
'445,002749.国光股份,'16.04,'-0.56%,6.25%,2.13%,'19.98,'3.63,18.53%,'74.80,'+20.68%,农药兽药
'446,300231.银信科技,'13.04,'-0.15%,0.77%,2.13%,亏损,'3.54,'-1.00%,'57.93,'+5.60%,互联网服务
'447,600668.尖峰集团,'12.32,'-0.73%,0.68%,2.12%,'300.00,'0.89,12.61%,'50.87,'+46.63%,水泥建材
'448,601669.中国电建,'5.85,'-1.18%,2.17%,2.12%,'10.41,'0.60,6.62%,'1007.73,'+9.90%,工程建设
'449,603198.迎驾贡酒,'45.15,'-0.94%,3.32%,2.11%,'15.75,'3.70,25.38%,'361.20,'-13.14%,酿酒行业
'450,603688.石英股份,'41.98,'+3.40%,0.45%,2.11%,'279.52,'3.94,3.20%,'227.40,'+46.97%,非金属材料
'451,002064.华峰化学,'8.02,'-0.25%,1.87%,2.11%,'25.97,'1.49,6.43%,'398.00,'+0.15%,化纤行业
'452,002244.滨江集团,'10.69,'+1.14%,0.77%,2.11%,'10.61,'1.13,11.59%,'332.61,'+25.22%,房地产开发
'453,000088.盐田港,'4.49,'-0.44%,2.90%,2.10%,'19.56,'1.32,8.92%,'233.46,'-5.17%,航运港口
'454,002539.云图控股,'11.40,'-1.04%,1.75%,2.10%,'17.86,'1.51,9.80%,'137.68,'+49.17%,化肥行业
'455,600390.五矿资本,'6.39,'-0.62%,0.59%,2.09%,'223.64,'0.61,0.27%,'287.43,'-0.93%,多元金融
'456,603100.川仪股份,'20.74,'-0.48%,2.77%,2.09%,'17.84,'2.36,17.31%,'106.44,'-1.07%,仪器仪表
'457,603877.太平鸟,'14.36,'-0.42%,2.80%,2.09%,'94.23,'1.54,3.75%,'67.65,'-0.50%,纺织服装
'458,002597.金禾实业,'23.23,'-1.11%,3.57%,2.09%,'23.78,'1.76,8.70%,'132.02,'+5.07%,食品饮料
'459,300259.新天科技,'3.91,'+1.29%,1.79%,2.09%,'28.95,'1.55,7.41%,'45.74,'+13.26%,仪器仪表
'460,603766.隆鑫通用,'12.58,'-0.47%,3.18%,2.08%,'16.51,'2.74,17.78%,'258.34,'+42.24%,交运设备
'461,603833.欧派家居,'55.52,'+0.33%,4.47%,2.08%,'13.63,'1.82,14.62%,'338.20,'-16.01%,装修建材
'462,000725.京东方Ａ,'4.20,'-0.71%,1.19%,2.08%,'34.87,'1.18,4.77%,'1542.28,'-3.11%,光学光电子
'463,002328.新朋股份,'6.46,'+1.09%,2.20%,2.08%,'51.58,'1.52,4.34%,'49.86,'+7.59%,汽车零部件
'464,002415.海康威视,'31.15,'-0.06%,2.25%,2.08%,'23.85,'3.66,16.51%,'2876.14,'+3.98%,计算机设备
'465,002133.广宇集团,'3.45,'+2.68%,1.45%,2.07%,亏损,'0.90,'-1.00%,'26.71,'+35.29%,房地产开发
'466,002283.天润工业,'6.84,'-0.87%,2.92%,2.07%,'24.48,'1.30,5.75%,'77.94,'+32.53%,汽车零部件
'467,300127.银河磁体,'33.52,'-2.84%,1.04%,2.07%,'72.97,'7.62,10.91%,'108.32,'+38.19%,小金属
'468,600909.华安证券,'6.43,'-1.08%,1.56%,2.06%,'16.75,'1.30,8.10%,'300.82,'+7.91%,证券
'469,603269.海鸥股份,'11.63,'-3.16%,1.84%,2.06%,'36.48,'3.46,10.23%,'35.91,'+55.51%,通用设备
'470,000791.甘肃能源,'6.52,'+1.56%,2.76%,2.06%,'16.80,'1.53,19.27%,'211.50,'+11.25%,电力行业
'471,000975.山金国际,'20.87,'+6.32%,1.75%,2.06%,'21.59,'4.27,21.18%,'579.50,'+38.35%,贵金属
'472,002056.横店东磁,'18.54,'-2.06%,2.44%,2.06%,'14.07,'2.89,22.84%,'301.59,'+47.89%,光伏设备
'473,002332.仙琚制药,'10.82,'+1.79%,2.77%,2.06%,'22.10,'1.78,6.20%,'107.03,'+12.44%,化学制药
'474,000411.英特集团,'12.30,'+5.67%,3.12%,2.05%,'12.67,'1.37,11.42%,'64.19,'+19.62%,医药商业
'475,000568.泸州老窖,'135.85,'-0.98%,4.38%,2.05%,'15.32,'4.30,29.68%,'1999.65,'+13.86%,酿酒行业
'476,300787.海能实业,'15.48,'+2.99%,1.08%,2.05%,'48.45,'2.91,7.37%,'48.52,'+40.36%,消费电子
'477,601116.三江购物,'11.96,'+10.03%,1.67%,2.04%,'59.35,'2.05,4.93%,'65.50,'+11.96%,商业百货
'478,600814.杭州解百,'8.13,'+1.50%,1.69%,2.03%,'31.95,'1.62,5.54%,'59.76,'-0.17%,商业百货
'479,000623.吉林敖东,'20.13,'-1.66%,2.48%,2.03%,'12.49,'0.80,7.87%,'240.73,'+18.59%,化学制药
'480,000951.中国重汽,'17.99,'-0.83%,3.87%,2.02%,'15.42,'1.36,10.09%,'211.36,'+8.42%,汽车整车
'481,002361.神剑股份,'6.75,'-0.59%,0.74%,2.02%,'144.02,'2.85,1.76%,'64.19,'+24.83%,塑料制品
'482,601016.节能风电,'3.01,'-0.66%,2.46%,2.01%,'18.44,'1.10,6.23%,'194.85,'-2.64%,电力行业
'483,601952.苏垦农发,'9.68,'-0.62%,2.79%,2.01%,'22.97,'1.96,9.75%,'133.39,'+0.98%,农牧饲渔
'484,603811.诚意药业,'14.57,'+3.33%,1.72%,2.01%,'28.74,'3.71,19.03%,'47.69,'+93.73%,化学制药
'485,600845.宝信软件,'25.63,'+1.22%,2.36%,2.00%,'47.02,'6.95,15.63%,'550.26,'-10.31%,互联网服务
'486,601330.绿色动力,'6.99,'-0.57%,4.29%,2.00%,'14.92,'1.19,8.20%,'69.14,'+9.53%,环保行业
'487,603227.雪峰科技,'9.49,'+0.21%,2.11%,2.00%,'20.66,'2.06,10.66%,'101.70,'+11.72%,化学制品
'488,002034.旺能环境,'17.44,'-0.63%,2.86%,2.00%,'12.81,'1.07,8.47%,'75.69,'+14.46%,环保行业
'489,002062.宏润建设,'8.56,'+10.03%,1.17%,2.00%,'46.77,'2.13,5.12%,'105.91,'+71.09%,工程建设
'490,600332.白云山,'26.61,'+0.23%,3.01%,1.99%,'19.48,'1.15,7.57%,'374.11,'-4.93%,中药
'491,600649.城投控股,'4.68,'-0.21%,0.86%,1.99%,'37.51,'0.56,2.40%,'117.21,'+6.09%,房地产开发
'492,300388.节能国祯,'7.77,'+0.13%,1.67%,1.99%,'16.41,'1.16,7.99%,'52.92,'+4.86%,环保行业
'493,300828.锐新科技,'16.52,'-1.14%,1.82%,1.99%,'58.64,'3.57,6.35%,'27.49,'+0.23%,有色金属
'494,600051.宁波联合,'7.32,0.00%,1.64%,1.98%,'57.58,'0.68,2.13%,'22.76,'+13.79%,综合行业
'495,600351.亚宝药业,'7.14,'+2.15%,4.20%,1.98%,'23.50,'1.79,8.36%,'49.98,'+23.07%,中药
'496,002171.楚江新材,'9.94,'+1.53%,0.57%,1.98%,'51.11,'2.06,4.38%,'161.32,'+21.22%,有色金属
'497,603043.广州酒家,'17.14,'+0.82%,2.80%,1.97%,'22.32,'2.71,13.48%,'97.49,'+6.21%,食品饮料
'498,000858.五粮液,'128.87,'-0.51%,4.46%,1.97%,'15.50,'3.56,23.83%,'5002.23,'-3.70%,酿酒行业
'499,000923.河钢资源,'15.17,'+3.20%,3.30%,1.97%,'28.58,'1.01,3.65%,'99.02,'+13.25%,钢铁行业
'500,002271.东方雨虹,'11.70,'-0.51%,21.04%,1.97%,亏损,'1.23,'-1.00%,'279.48,'+4.22%,装修建材
'501,002521.齐峰新材,'10.21,'+4.72%,2.94%,1.97%,'120.88,'1.46,1.73%,'57.18,'+5.23%,造纸印刷
'502,601607.上海医药,'18.49,'-0.96%,2.00%,1.96%,'19.82,'0.91,8.37%,'515.74,'-10.60%,医药商业
'503,300303.聚飞光电,'6.99,'+5.43%,1.85%,1.96%,'41.62,'2.71,9.36%,'98.95,'+4.72%,光学光电子
'504,600426.华鲁恒升,'27.99,'+2.04%,2.14%,1.95%,'18.61,'1.86,10.49%,'594.29,'+31.34%,化学原料
'505,600875.东方电气,'19.87,'+0.46%,2.03%,1.95%,'31.30,'1.59,7.87%,'606.11,'+27.58%,电源设备
'506,000541.佛山照明,'6.82,'-0.87%,1.76%,1.95%,'300.00,'1.56,5.68%,'84.03,'+12.04%,家电行业
'507,002508.老板电器,'20.20,'-0.74%,4.95%,1.95%,'13.26,'1.67,13.75%,'190.88,'-3.27%,家电行业
'508,002573.清新环境,'4.10,'+0.49%,2.47%,1.95%,亏损,'0.98,'-1.00%,'58.03,'+3.02%,环保行业
'509,600031.三一重工,'21.16,'+0.62%,1.70%,1.94%,'23.54,'2.44,10.68%,'1793.18,'+30.97%,工程机械
'510,601619.嘉泽新能,'3.87,0.00%,2.84%,1.94%,'13.58,'1.39,10.09%,'94.21,'+19.91%,电力行业
'511,603217.元利科技,'20.70,'+3.66%,1.69%,1.94%,'20.73,'1.30,6.39%,'43.07,'+29.60%,化学制品
'512,603970.中农立华,'13.84,'-0.29%,3.25%,1.94%,'20.95,'2.41,12.42%,'37.20,'+0.52%,农药兽药
'513,300360.炬华科技,'15.87,'-0.69%,3.78%,1.94%,'14.30,'2.00,17.09%,'81.60,'-2.91%,电网设备
'514,600748.上实发展,'4.11,'+5.66%,0.51%,1.93%,亏损,'0.74,'-1.00%,'75.81,'+14.17%,房地产开发
'515,002746.仙坛股份,'6.31,'-0.79%,3.96%,1.93%,'18.25,'1.18,6.88%,'54.30,'+3.88%,农牧饲渔
'516,601137.博威合金,'25.25,'-2.58%,1.98%,1.92%,'14.96,'2.38,17.50%,'205.39,'+28.04%,有色金属
'517,000910.大亚圣象,'8.08,'+1.13%,2.35%,1.92%,'52.45,'0.66,1.66%,'44.23,'+5.30%,装修建材
'518,688196.卓越新能,'46.50,'-2.23%,1.08%,1.91%,'37.79,'1.95,5.89%,'55.80,'+39.98%,化学制品
'519,000582.北部湾港,'8.57,'+1.90%,2.23%,1.91%,'20.73,'1.09,6.21%,'203.08,'+9.34%,航运港口
'520,002483.润邦股份,'6.62,'-1.19%,4.53%,1.91%,'12.87,'1.36,11.30%,'58.68,'+33.45%,专用设备
'521,600848.上海临港,'9.43,'+0.86%,2.12%,1.90%,'25.15,'1.27,6.01%,'225.75,'-4.70%,房地产开发
'522,603010.万盛股份,'10.42,'+0.58%,0.77%,1.90%,'204.84,'1.70,1.44%,'61.43,'+2.28%,化学制品
'523,300396.迪瑞医疗,'14.12,'+0.86%,1.84%,1.90%,亏损,'1.97,'-1.00%,'38.51,'-11.90%,医疗器械
'524,600535.天士力,'16.51,'-0.06%,3.21%,1.89%,'26.21,'1.99,8.58%,'246.65,'+15.72%,中药
'525,600063.皖维高新,'5.40,'+4.85%,1.11%,1.88%,'25.29,'1.34,6.03%,'113.65,'+36.87%,化纤行业
'526,603187.海容冷链,'15.19,'+1.27%,3.29%,1.88%,'16.52,'1.41,9.22%,'58.70,'+41.84%,通用设备
'527,688128.中国电研,'26.59,'-0.45%,1.88%,1.88%,'23.38,'3.28,17.00%,'107.56,'+29.27%,专用设备
'528,002300.太阳电缆,'6.46,'+1.89%,1.70%,1.88%,'81.02,'2.39,4.49%,'46.66,'+22.93%,电网设备
'529,300739.明阳电路,'17.93,'+0.22%,0.71%,1.88%,'300.00,'2.61,0.99%,'62.98,'+19.61%,电子元件
'530,600826.兰生股份,'12.18,'+5.09%,2.30%,1.87%,'46.15,'2.13,7.06%,'89.59,'+45.73%,贸易行业
'531,000531.穗恒运Ａ,'6.43,'-1.38%,1.24%,1.87%,'24.17,'0.99,4.35%,'66.96,'+13.13%,电力行业
'532,000999.华润三九,'30.15,'-0.92%,3.37%,1.87%,'20.08,'2.36,13.49%,'503.38,'-10.94%,中药
'533,603289.泰瑞机器,'10.71,'+9.96%,1.40%,1.86%,'36.11,'2.16,6.63%,'31.42,'+31.95%,专用设备
'534,600216.浙江医药,'15.78,'+0.77%,2.34%,1.85%,'10.06,'1.35,14.35%,'151.75,'+1.91%,化学制药
'535,603012.创力集团,'6.08,'+1.16%,1.65%,1.85%,'19.72,'1.04,5.33%,'39.31,'+16.58%,专用设备
'536,603637.镇海股份,'11.94,'+3.02%,1.68%,1.85%,'40.75,'2.83,8.71%,'28.50,'+46.23%,工程建设
'537,300628.亿联网络,'38.04,'+0.66%,4.98%,1.84%,'20.61,'5.60,29.82%,'481.80,'+2.27%,通信设备
'538,600017.日照港,'3.19,'-0.62%,2.70%,1.83%,'19.35,'0.71,4.22%,'98.11,'+2.44%,航运港口
'539,000617.中油资本,'13.07,'+3.08%,0.90%,1.83%,'43.65,'1.60,4.09%,'1652.32,'+92.90%,多元金融
'540,600675.中华企业,'3.06,'+2.00%,0.92%,1.82%,'42.90,'1.25,3.81%,'185.01,'+8.90%,房地产开发
'541,000028.国药一致,'25.83,'+0.12%,1.42%,1.81%,'28.04,'0.79,3.15%,'125.33,'-10.38%,医药商业
'542,002270.华明装备,'19.06,'-1.04%,2.86%,1.81%,'26.33,'5.40,21.12%,'170.82,'+14.74%,电网设备
'543,002942.新农股份,'19.28,'+2.61%,1.56%,1.81%,'48.77,'2.47,6.72%,'30.05,'+38.84%,农药兽药
'544,300452.山河药辅,'13.67,'+2.55%,2.19%,1.81%,'30.24,'3.47,12.95%,'32.05,'+15.74%,化学制药
'545,603808.歌力思,'8.12,'+0.74%,0.62%,1.80%,亏损,'1.17,'-1.00%,'29.97,'+16.87%,纺织服装
'546,000537.中绿电,'8.93,'+0.34%,2.24%,1.80%,'17.47,'0.93,5.98%,'184.55,'+0.32%,电力行业
'547,603927.中科软,'21.64,'-0.60%,1.57%,1.79%,'69.18,'5.77,8.75%,'179.84,'+1.53%,软件开发
'548,000885.城发环境,'14.99,'-0.60%,2.37%,1.79%,'8.23,'1.09,14.88%,'96.25,'+17.42%,环保行业
'549,300019.硅宝科技,'23.35,'+2.23%,1.28%,1.79%,'35.00,'3.53,11.52%,'91.79,'+62.13%,化学制品
'550,603776.永安行,'21.30,'+5.92%,1.01%,1.78%,亏损,'1.97,'-1.00%,'59.80,'+66.63%,专业服务
'551,300815.玉禾田,'27.66,'+4.34%,1.36%,1.78%,'20.17,'2.56,13.90%,'110.25,'+80.46%,环保行业
'552,603016.新宏泰,'26.76,'+0.04%,1.77%,1.77%,'63.89,'4.89,8.28%,'39.65,'-27.09%,电网设备
'553,603993.洛阳钼业,'13.53,'+9.47%,1.90%,1.77%,'17.85,'3.92,24.72%,'2362.45,'+109.99%,小金属
'554,002078.太阳纸业,'15.17,'-1.24%,1.98%,1.77%,'13.33,'1.40,10.72%,'423.93,'+4.32%,造纸印刷
'555,601877.正泰电器,'27.90,'+1.79%,2.15%,1.76%,'13.94,'1.40,10.85%,'599.56,'+22.42%,电网设备
'556,603566.普莱柯,'14.74,'-0.27%,2.71%,1.76%,'44.66,'1.96,5.16%,'51.01,'+18.62%,农药兽药
'557,002287.奇正藏药,'27.82,'-0.39%,2.01%,1.76%,'32.56,'3.94,15.71%,'158.87,'+33.61%,中药
'558,300009.安科生物,'11.93,'+6.33%,2.10%,1.76%,'33.33,'5.03,17.03%,'199.53,'+42.23%,生物制品
'559,300771.智莱科技,'13.34,'-0.07%,1.12%,1.76%,'125.52,'1.66,2.72%,'32.02,'+28.65%,计算机设备
'560,600097.开创国际,'11.47,'+1.87%,0.70%,1.75%,'24.54,'1.20,5.15%,'27.64,'+14.01%,农牧饲渔
'561,000417.合百集团,'6.21,'+0.65%,1.77%,1.75%,'136.11,'1.01,3.59%,'48.43,'-0.77%,商业百货
'562,000902.新洋丰,'14.79,'-1.14%,2.03%,1.75%,'12.88,'1.66,14.48%,'185.58,'+15.98%,化肥行业
'563,688036.传音控股,'90.00,'-0.01%,3.33%,1.74%,'34.09,'5.18,20.30%,'1026.32,'-3.29%,消费电子
'564,002536.飞龙股份,'26.53,'-1.89%,1.51%,1.74%,'38.82,'4.51,10.77%,'152.49,'+133.99%,汽车零部件
'565,002956.西麦食品,'22.02,'+0.96%,1.90%,1.74%,'39.09,'3.26,9.78%,'49.16,'+34.39%,食品饮料
'566,300791.仙乐健康,'25.52,'-2.60%,1.96%,1.74%,'23.57,'3.07,13.58%,'78.43,'+28.61%,食品饮料
'567,002422.科伦药业,'40.11,'+10.01%,1.90%,1.73%,'30.03,'2.71,9.29%,'640.98,'+35.75%,化学制药
'568,300021.大禹节水,'5.15,'+0.78%,1.02%,1.73%,'131.92,'2.47,3.61%,'52.65,'+28.22%,农牧饲渔
'569,300453.三鑫医疗,'9.77,'-1.31%,3.07%,1.73%,'23.35,'3.79,18.31%,'51.04,'+34.27%,医疗器械
'570,600958.东方证券,'11.29,'-1.83%,1.55%,1.72%,'20.87,'1.13,5.69%,'843.30,'+8.00%,证券
'571,603658.安图生物,'41.51,'+2.32%,3.04%,1.72%,'22.67,'2.80,13.69%,'237.20,'-1.73%,医疗器械
'572,002923.润都股份,'14.33,'+3.77%,1.05%,1.72%,亏损,'4.50,'-1.00%,'47.99,'+52.00%,化学制药
'573,600219.南山铝业,'3.99,'-1.72%,4.28%,1.71%,'8.64,'0.90,10.49%,'463.39,'+4.59%,有色金属
'574,600309.万华化学,'69.02,'+0.61%,1.82%,1.71%,'18.78,'2.17,11.48%,'2160.65,'-1.98%,化学制品
'575,603339.四方科技,'15.92,'+2.38%,1.48%,1.71%,'30.38,'1.92,6.86%,'49.26,'+28.44%,通用设备
'576,603916.苏博特,'11.35,'+2.99%,0.89%,1.71%,'54.49,'1.13,2.49%,'48.38,'+53.80%,化学制品
'577,000498.山东路桥,'6.31,'+4.82%,3.17%,1.71%,'4.37,'0.39,9.60%,'97.96,'+9.13%,工程建设
'578,002106.莱宝高科,'11.68,'+1.48%,0.86%,1.71%,'24.22,'1.49,6.41%,'82.44,'+8.13%,光学光电子
'579,002649.博彦科技,'15.51,'+2.11%,1.10%,1.71%,'64.90,'2.17,4.17%,'90.79,'+29.64%,互联网服务
'580,002698.博实股份,'16.57,'-1.78%,1.51%,1.71%,'34.11,'4.42,14.43%,'169.44,'-0.89%,专用设备
'581,300532.今天国际,'13.43,'-1.83%,3.29%,1.71%,'33.09,'3.24,12.08%,'60.88,'+18.55%,互联网服务
'582,600233.圆通速递,'17.38,'+2.54%,2.09%,1.70%,'16.01,'1.84,12.45%,'594.44,'+25.93%,物流行业
'583,600422.昆药集团,'14.26,'-0.42%,2.10%,1.70%,'26.31,'2.07,11.64%,'107.94,'-8.17%,中药
'584,603328.依顿电子,'11.45,'-1.38%,1.73%,1.70%,'27.14,'2.66,10.74%,'114.32,'+18.33%,电子元件
'585,002588.史丹利,'9.88,'-0.30%,2.63%,1.70%,'13.42,'1.59,13.53%,'113.81,'+37.84%,化肥行业
'586,300119.瑞普生物,'22.31,'-0.49%,1.35%,1.70%,'31.41,'2.27,8.82%,'103.69,'+22.79%,农药兽药
'587,600400.红豆股份,'2.42,'+3.42%,0.41%,1.69%,亏损,'2.27,'-1.00%,'55.45,'-2.81%,纺织服装
'588,601319.中国人保,'8.75,'-2.56%,2.06%,1.69%,'8.27,'1.36,17.36%,'3106.05,'+17.53%,保险
'589,601985.中国核电,'8.81,'-1.12%,2.02%,1.69%,'21.63,'1.59,8.25%,'1812.04,'-14.06%,电力行业
'590,600062.华润双鹤,'19.75,'+1.54%,2.39%,1.68%,'14.21,'1.86,14.84%,'205.15,'+1.74%,化学制药
'591,600356.恒丰纸业,'10.29,'+6.96%,1.17%,1.68%,'18.85,'1.15,5.97%,'30.74,'+36.85%,造纸印刷
'592,601881.中国银河,'18.24,'-1.46%,1.54%,1.68%,'16.52,'1.38,8.73%,'1321.20,'+21.13%,证券
'593,000728.国元证券,'9.14,'-1.08%,1.75%,1.68%,'15.08,'1.05,7.20%,'398.85,'+11.56%,证券
'594,002010.传化智联,'6.18,'-0.96%,1.62%,1.68%,'77.58,'0.95,2.10%,'172.30,'+38.88%,物流行业
'595,002820.桂发祥,'13.19,'+1.77%,1.14%,1.68%,亏损,'2.99,0.05%,'26.49,'+7.61%,食品饮料
'596,002825.纳尔股份,'10.37,0.00%,1.35%,1.68%,'27.25,'2.22,11.60%,'35.42,'+34.12%,塑料制品
'597,002236.大华股份,'19.40,'-0.10%,3.32%,1.67%,'26.78,'1.72,9.85%,'637.63,'+24.80%,计算机设备
'598,002430.杭氧股份,'24.10,'-1.75%,1.25%,1.67%,'25.76,'2.49,10.59%,'235.78,'+12.20%,专用设备
'599,002753.永东股份,'7.09,'+1.14%,2.12%,1.67%,'27.80,'1.15,4.34%,'26.64,'+15.60%,橡胶制品
'600,300481.濮阳惠成,'14.83,0.00%,2.72%,1.67%,'31.30,'1.79,6.19%,'43.28,'+1.55%,电子化学品
'601,603848.好太太,'23.90,'-0.95%,0.84%,1.66%,'52.46,'3.93,8.01%,'96.18,'+47.10%,家用轻工
'602,002448.中原内配,'10.83,'+1.69%,1.20%,1.66%,'24.37,'1.75,7.35%,'63.72,'+75.71%,汽车零部件
'603,002918.蒙娜丽莎,'13.35,'+3.57%,1.50%,1.66%,'300.00,'1.71,1.09%,'55.43,'+29.45%,装修建材
'604,601615.明阳智能,'11.97,'-1.40%,2.54%,1.65%,'259.15,'1.04,1.11%,'271.90,'-2.61%,风电设备
'605,603233.大参林,'16.93,'+0.42%,3.66%,1.65%,'19.00,'2.63,14.62%,'192.81,'+14.65%,医药商业
'606,601678.滨化股份,'4.23,'-1.17%,0.95%,1.64%,'87.23,'0.76,1.98%,'87.00,'+13.59%,化学原料
'607,300616.尚品宅配,'13.29,'-0.52%,6.77%,1.64%,亏损,'0.95,'-1.00%,'29.84,'+15.65%,装修建材
'608,600030.中信证券,'31.17,'-0.98%,1.67%,1.63%,'18.77,'1.51,8.50%,'3802.89,'+7.79%,证券
'609,600549.厦门钨业,'32.70,'+6.24%,1.28%,1.63%,'32.78,'3.19,12.06%,'519.14,'+73.12%,小金属
'610,603867.新化股份,'29.68,'+0.95%,1.52%,1.63%,'25.77,'2.31,9.71%,'57.22,'+23.92%,化学制品
'611,600211.西藏药业,'48.39,'+4.56%,3.87%,1.62%,'17.76,'3.75,25.03%,'155.97,'+37.14%,生物制品
'612,603109.神驰机电,'32.65,'-0.88%,0.92%,1.62%,'27.73,'3.53,13.55%,'68.19,'+86.04%,通用设备
'613,603383.顶点软件,'45.48,'-1.58%,1.76%,1.62%,'51.54,'6.64,14.33%,'93.41,'+23.20%,软件开发
'614,603733.仙鹤股份,'24.84,'-0.80%,2.01%,1.62%,'19.99,'2.13,11.72%,'175.36,'+23.34%,造纸印刷
'615,002111.威海广泰,'10.71,'-1.29%,1.40%,1.62%,'127.39,'1.81,1.61%,'56.98,'-1.91%,专用设备
'616,002559.亚威股份,'10.67,'+0.85%,0.70%,1.62%,'106.32,'3.38,4.56%,'58.66,'+19.88%,通用设备
'617,603238.诺邦股份,'21.37,'-6.97%,1.40%,1.61%,'35.07,'2.69,8.44%,'37.93,'+67.97%,美容护理
'618,600113.浙江东日,'60.10,'+1.64%,0.20%,1.60%,'211.95,'10.34,5.96%,'253.13,'+335.57%,综合行业
'619,600933.爱柯迪,'19.25,'-2.14%,1.56%,1.60%,'18.70,'2.20,12.69%,'189.64,'+20.36%,汽车零部件
'620,603036.如通股份,'22.00,'+2.95%,0.91%,1.60%,'47.20,'3.38,8.36%,'45.32,'+31.71%,专用设备
'621,603677.奇精机械,'19.81,'-0.70%,1.26%,1.60%,'61.23,'3.31,5.75%,'38.15,'+48.84%,家电行业
'622,603711.香飘飘,'13.57,'+0.37%,1.84%,1.60%,'37.47,'1.65,5.62%,'56.03,'-15.77%,食品饮料
'623,603823.百合花,'15.08,'+2.31%,0.99%,1.60%,'38.86,'2.62,7.57%,'62.79,'+64.25%,化学制品
'624,000869.张裕Ａ,'22.29,0.00%,1.79%,1.60%,'138.22,'1.42,2.55%,'102.49,'-2.02%,酿酒行业
'625,002152.广电运通,'14.97,'+4.47%,1.34%,1.60%,'51.72,'2.96,7.17%,'371.76,'+30.56%,计算机设备
'626,002393.力生制药,'25.30,'+3.18%,1.38%,1.60%,'60.34,'1.30,8.58%,'65.20,'+46.54%,化学制药
'627,002922.伊戈尔,'24.19,'+3.91%,1.15%,1.60%,'56.42,'3.11,6.92%,'102.35,'+38.26%,电子元件
'628,300729.乐歌股份,'14.83,'-0.40%,2.02%,1.60%,'29.45,'1.39,9.07%,'50.66,'-4.80%,家用轻工
'629,603369.今世缘,'42.90,'-0.90%,2.80%,1.59%,'16.94,'3.30,20.72%,'534.88,'-2.48%,酿酒行业
'630,002282.博深股份,'7.37,'-0.27%,2.71%,1.59%,'22.97,'1.09,5.11%,'38.83,'+2.33%,通用设备
