排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'36,SZ300515.三德科技,'21.90,'+1.29%,'0.12,'27.73,239.63%,'-,'5.57,1.37%,21.45%,'45,'+86.36%,仪器仪表
'37,SZ300888.稳健医疗,'42.35,'-0.02%,'0.12,'30.70,283.60%,0.70%,'2.14,1.54%,7.00%,'247,'+1.16%,美容护理
'38,SH688196.卓越新能,'46.50,'-2.23%,'0.13,'33.77,298.88%,'-,'1.95,1.08%,5.89%,'56,'+39.98%,化学制品
'39,SZ000166.申万宏源,'5.42,'-0.73%,'0.13,'18.42,149.30%,1.72%,'1.25,1.16%,7.01%,'1221,'+2.18%,证券
'40,SZ000783.长江证券,'8.41,'-1.64%,'0.13,'16.70,126.86%,2.36%,'1.15,1.78%,7.16%,'465,'+26.10%,证券
'41,SZ000791.甘肃能源,'6.52,'+1.56%,'0.13,'9.69,124.47%,0.21%,'1.53,2.76%,19.27%,'212,'+11.25%,电力行业
'42,SZ002440.闰土股份,'7.25,'-1.63%,'0.13,'31.51,250.52%,0.52%,'0.87,2.07%,2.76%,'81,'+10.09%,化学制品
'43,SZ002487.大金重工,'34.02,'-2.10%,'0.13,'25.63,199.35%,3.04%,'2.79,0.24%,11.49%,'217,'+66.47%,风电设备
'44,SZ002886.沃特股份,'21.25,'+0.66%,'0.13,'139.30,1334.37%,'-,'3.12,0.20%,2.27%,'56,'+28.12%,塑料制品
'45,SZ002901.大博医疗,'55.78,'+1.38%,'0.13,'49.90,470.45%,1.39%,'7.35,0.90%,14.85%,'231,'+83.20%,医疗器械
'46,SZ300021.大禹节水,'5.15,'+0.78%,'0.13,'70.34,981.17%,'-,'2.47,1.02%,3.61%,'53,'+28.22%,农牧饲渔
'47,SZ300677.英科医疗,'36.39,'-0.93%,'0.13,'15.00,167.94%,0.73%,'1.32,0.41%,9.19%,'238,'+44.56%,医疗器械
'48,SH600143.金发科技,'15.82,'-1.00%,'0.14,'40.49,344.67%,1.17%,'2.29,0.63%,5.78%,'417,'+84.89%,塑料制品
'49,SH603379.三美股份,'62.18,'+1.09%,'0.14,'27.32,197.25%,0.80%,'5.28,0.72%,20.80%,'380,'+63.53%,化学制品
'50,SZ002245.蔚蓝锂芯,'18.17,'+0.94%,'0.14,'32.07,228.46%,1.54%,'2.90,0.36%,9.46%,'210,'+70.83%,电池
'51,SZ002950.奥美医疗,'10.47,'+5.01%,'0.14,'17.38,131.16%,1.96%,'1.85,0.57%,11.16%,'66,'+20.77%,医疗器械
'52,SZ300886.华业香料,'32.88,'+2.62%,'0.14,'83.82,630.92%,'-,'4.22,0.30%,5.16%,'25,'+75.56%,美容护理
'53,SH600731.湖南海利,'7.50,'+0.13%,'0.16,'13.62,103.69%,'-,'1.27,2.67%,9.76%,'42,'+35.31%,农药兽药
'54,SH601901.方正证券,'8.55,'-1.04%,'0.16,'21.72,113.09%,7.95%,'1.41,1.25%,6.70%,'704,'+3.37%,证券
'55,SH603680.今创集团,'13.37,'-1.18%,'0.16,'20.07,112.82%,0.70%,'1.88,1.12%,9.74%,'105,'+63.26%,交运设备
'56,SH603766.隆鑫通用,'12.58,'-0.47%,'0.16,'16.08,106.15%,5.19%,'2.74,3.18%,17.78%,'258,'+42.24%,交运设备
'57,SH603081.大丰实业,'12.98,'+0.54%,'0.17,'61.25,437.52%,0.44%,'1.74,1.00%,3.00%,'56,'+15.94%,专用设备
'58,SZ002244.滨江集团,'10.69,'+1.14%,'0.17,'10.29,63.53%,1.65%,'1.13,0.77%,11.59%,'333,'+25.22%,房地产开发
'59,SZ300684.中石科技,'35.77,'-2.69%,'0.17,'41.18,255.27%,1.17%,'5.48,1.82%,13.58%,'107,'+64.21%,消费电子
'60,SH600176.中国巨石,'16.30,'+4.42%,'0.18,'20.58,127.81%,10.10%,'2.12,1.47%,10.69%,'653,'+46.00%,玻璃玻纤
'61,SH600219.南山铝业,'3.99,'-1.72%,'0.18,'8.80,49.24%,6.45%,'0.90,4.28%,10.49%,'463,'+4.59%,有色金属
'62,SH600757.长江传媒,'9.03,'-2.38%,'0.18,'9.98,51.69%,2.09%,'1.13,4.54%,11.67%,'110,'-1.57%,文化传媒
'63,SH688015.交控科技,'23.93,'+8.72%,'0.18,'39.76,301.96%,'-,'1.76,0.96%,4.51%,'45,'+22.07%,交运设备
'64,SZ002606.大连电瓷,'9.22,'+0.77%,'0.18,'22.66,143.85%,'-,'2.31,0.80%,10.63%,'40,'+0.24%,电网设备
'65,SZ002736.国信证券,'14.55,'-1.89%,'0.18,'13.39,74.97%,1.71%,'1.12,2.41%,8.80%,'1399,'+34.03%,证券
'66,SZ300502.新易盛,'388.50,'+9.07%,'0.18,'65.27,368.76%,5.10%,'31.92,0.08%,64.51%,'3861,'+372.48%,通信设备
'67,SZ300788.中信出版,'32.79,'-1.26%,'0.18,'42.42,186.65%,0.70%,'2.80,0.97%,6.74%,'62,'+4.90%,文化传媒
'68,SH600961.株冶集团,'14.28,'+5.62%,'0.19,'15.30,78.06%,0.71%,'3.25,0.00%,23.01%,'153,'+81.45%,有色金属
'69,SH601377.兴业证券,'6.70,'-1.62%,'0.19,'22.67,124.26%,3.78%,'0.95,1.94%,4.35%,'579,'+8.62%,证券
'70,SH603095.越剑智能,'15.03,'-0.07%,'0.19,'32.74,190.32%,'-,'1.63,5.23%,4.89%,'39,'-1.17%,专用设备
'71,SH603586.金麒麟,'20.09,'-0.79%,'0.19,'23.61,123.48%,'-,'1.72,1.99%,7.41%,'39,'+41.97%,汽车零部件
'72,SZ000685.中山公用,'10.23,'-1.54%,'0.19,'11.07,58.39%,1.09%,'0.86,4.22%,7.94%,'151,'+16.43%,公用事业
'73,SZ002538.司尔特,'5.45,'-1.98%,'0.19,'19.17,104.15%,0.92%,'0.88,4.40%,4.57%,'47,'-0.75%,化肥行业
'74,SH600299.安迪苏,'10.07,'-4.82%,'0.20,'20.20,95.74%,0.64%,'1.60,1.79%,8.36%,'270,'-18.34%,化学制品
'75,SZ000623.吉林敖东,'20.13,'-1.66%,'0.20,'10.49,62.33%,1.26%,'0.80,2.48%,7.87%,'241,'+18.59%,化学制药
'76,SZ000719.中原传媒,'12.52,'-3.84%,'0.20,'10.60,43.81%,4.79%,'1.12,4.79%,10.85%,'128,'+15.52%,文化传媒
'77,SZ002015.协鑫能科,'12.80,'+1.59%,'0.20,'34.77,212.27%,0.93%,'1.72,0.78%,5.03%,'208,'+66.19%,电力行业
'78,SZ300850.新强联,'35.75,'-0.86%,'0.20,'24.07,146.43%,0.75%,'2.30,0.26%,10.41%,'136,'+87.64%,风电设备
'79,SH601555.东吴证券,'9.90,'-1.98%,'0.21,'15.70,75.06%,6.39%,'1.15,3.15%,7.53%,'492,'+30.63%,证券
'80,SH603301.振德医疗,'24.28,'-0.08%,'0.21,'18.39,112.99%,1.41%,'1.15,2.68%,6.36%,'65,'+13.97%,医疗器械
'81,SH605117.德业股份,'63.74,'-1.41%,'0.21,'17.76,90.56%,3.57%,'6.15,4.26%,37.90%,'577,'+8.56%,光伏设备
'82,SZ002731.萃华珠宝,'13.49,'+3.69%,'0.21,'14.10,171.11%,'-,'1.89,0.67%,14.27%,'35,'+44.59%,珠宝首饰
'83,SH600031.三一重工,'21.16,'+0.62%,'0.22,'23.54,108.66%,11.80%,'2.44,1.70%,10.68%,'1793,'+30.97%,工程机械
'84,SZ002075.沙钢股份,'6.24,'-1.42%,'0.22,'63.94,603.95%,1.32%,'2.10,0.80%,3.32%,'137,'+0.13%,钢铁行业
'85,SH601866.中远海发,'2.52,'-0.40%,'0.23,'18.89,83.81%,0.79%,'1.09,1.52%,5.82%,'246,'-2.73%,航运港口
'86,SZ300777.中简科技,'38.80,'-0.87%,'0.23,'37.09,173.98%,1.14%,'3.89,0.57%,10.79%,'171,'+37.98%,化纤行业
'87,SZ301479.弘景光电,'101.43,'-1.31%,'0.23,'52.40,234.90%,0.09%,'7.75,1.06%,20.78%,'90,'+242.40%,光学光电子
'88,SH600109.国金证券,'10.36,'+0.48%,'0.24,'16.53,73.09%,3.80%,'1.12,1.16%,6.96%,'385,'+20.23%,证券
'89,SH600268.国电南自,'10.14,'-2.31%,'0.24,'23.10,100.44%,6.99%,'3.05,1.38%,13.92%,'103,'+53.68%,电网设备
'90,SH600419.天润乳业,'11.01,'-0.99%,'0.24,'69.88,133.64%,'-,'1.46,0.19%,2.11%,'35,'+18.51%,食品饮料
'91,SH601601.中国太保,'39.60,'-1.76%,'0.24,'7.98,35.08%,3.19%,'1.35,2.73%,17.38%,'2711,'+19.62%,保险
'92,SH688550.瑞联新材,'46.03,'+3.62%,'0.24,'24.78,105.48%,0.50%,'2.57,1.53%,10.76%,'80,'+49.27%,电子化学品
'93,SZ002206.海利得,'6.14,'-2.85%,'0.24,'13.80,53.70%,1.82%,'1.87,2.93%,13.79%,'71,'+48.25%,化纤行业
'94,SZ002936.郑州银行,'2.06,'-0.96%,'0.24,'9.81,41.30%,1.23%,'0.34,0.97%,3.47%,'146,'-1.01%,银行
'95,SZ300724.捷佳伟创,'108.12,'+9.48%,'0.24,'11.16,52.03%,2.41%,'3.01,1.11%,30.52%,'376,'+74.95%,光伏设备
'96,SH600866.星湖科技,'7.91,'-3.54%,'0.25,'10.32,37.59%,2.18%,'1.62,4.80%,16.33%,'131,'+28.94%,化学制品
'97,SH601107.四川成渝,'5.61,'-0.88%,'0.25,'10.74,44.11%,1.27%,'0.88,5.17%,9.07%,'121,'+12.30%,铁路公路
'98,SH603890.春秋电子,'13.97,'-1.13%,'0.25,'22.08,168.09%,0.20%,'2.09,1.07%,9.85%,'61,'+20.44%,消费电子
'99,SZ002056.横店东磁,'18.54,'-2.06%,'0.25,'13.66,55.87%,3.04%,'2.89,2.44%,22.84%,'302,'+47.89%,光伏设备
'100,SZ002797.第一创业,'8.17,'-0.85%,'0.25,'34.71,139.53%,0.88%,'2.02,0.91%,6.11%,'343,'-1.27%,证券
'101,SZ002961.瑞达期货,'22.55,'-2.68%,'0.25,'21.19,84.10%,1.23%,'3.32,1.46%,16.54%,'100,'+58.70%,多元金融
'102,SZ300509.新美星,'9.36,'+3.08%,'0.25,'41.12,166.38%,'-,'4.78,1.60%,11.19%,'28,'+37.49%,专用设备
'103,SH600388.龙净环保,'12.60,'+1.37%,'0.26,'18.95,77.56%,0.56%,'1.56,2.22%,9.27%,'160,'+2.00%,环保行业
'104,SH600583.海油工程,'5.51,'-0.36%,'0.26,'11.81,48.98%,2.61%,'0.92,3.65%,7.96%,'244,'+4.61%,采掘行业
'105,SH600663.陆家嘴,'8.59,'-0.58%,'0.26,'24.46,96.29%,0.31%,'1.74,1.74%,7.12%,'338,'-11.89%,房地产开发
'106,SH601211.国泰海通,'20.63,'-1.62%,'0.26,'15.32,92.81%,3.28%,'1.13,1.74%,9.70%,'2914,'+12.14%,证券
'107,SH601881.中国银河,'18.24,'-1.46%,'0.26,'16.44,63.63%,2.56%,'1.38,1.54%,8.73%,'1321,'+21.13%,证券
'108,SH603565.中谷物流,'11.17,'+6.69%,'0.26,'10.91,60.32%,0.92%,'2.24,7.07%,21.06%,'235,'+23.33%,物流行业
'109,SZ000498.山东路桥,'6.31,'+4.82%,'0.26,'4.20,16.69%,1.48%,'0.39,3.17%,9.60%,'98,'+9.13%,工程建设
'110,SZ000713.国投丰乐,'7.16,0.00%,'0.26,'68.52,353.26%,'-,'2.23,0.28%,3.30%,'44,'+1.85%,农牧饲渔
'111,SZ000776.广发证券,'21.67,'-0.96%,'0.26,'14.03,58.74%,3.80%,'1.09,2.31%,8.05%,'1279,'+36.82%,证券
'112,SZ002258.利尔化学,'12.80,'-0.23%,'0.26,'26.07,100.97%,0.93%,'1.31,1.56%,5.09%,'102,'+57.72%,农药兽药
'113,SZ300926.博俊科技,'28.82,'-0.59%,'0.26,'17.06,65.32%,0.33%,'4.06,0.50%,29.29%,'125,'+31.73%,汽车零部件
'114,SH600061.国投资本,'8.19,'-1.80%,'0.27,'16.66,62.82%,3.33%,'0.94,1.55%,5.73%,'524,'+10.74%,证券
'115,SH600918.中泰证券,'7.11,'-1.39%,'0.27,'39.45,151.94%,1.48%,'1.15,0.50%,2.94%,'492,'+8.65%,证券
'116,SH600988.赤峰黄金,'28.05,'+8.01%,'0.27,'24.67,91.74%,5.16%,'4.59,0.57%,23.47%,'467,'+80.83%,贵金属
'117,SH601020.华钰矿业,'28.12,'+10.02%,'0.27,'70.67,266.50%,0.61%,'6.40,0.14%,9.52%,'231,'+123.34%,有色金属
'118,SH601616.广电电气,'3.78,'+1.89%,'0.27,'68.42,248.94%,'-,'1.32,1.85%,1.93%,'32,'-12.39%,电网设备
'119,SH603236.移远通信,'106.81,'-2.89%,'0.27,'32.88,127.86%,6.36%,'6.35,1.15%,20.90%,'279,'+57.77%,通信设备
'120,SH603986.兆易创新,'174.88,'+10.00%,'0.27,'100.02,388.72%,6.12%,'6.74,0.19%,7.06%,'1161,'+64.21%,半导体
'121,SZ000893.亚钾国际,'34.51,'+1.86%,'0.27,'20.77,80.85%,1.50%,'2.54,0.00%,12.78%,'319,'+71.18%,化肥行业
'122,SZ002215.诺普信,'12.29,'-1.13%,'0.27,'18.16,68.24%,2.31%,'2.92,2.85%,16.70%,'124,'+12.82%,农药兽药
'123,SZ002948.青岛银行,'4.94,'+0.61%,'0.27,'6.13,23.11%,1.83%,'0.62,3.24%,10.65%,'174,'+31.37%,银行
'124,SZ300973.立高食品,'49.98,'-0.81%,'0.27,'27.89,106.14%,3.48%,'3.23,1.40%,11.90%,'85,'+29.36%,食品饮料
'125,SH600210.紫江企业,'7.72,'+9.97%,'0.28,'12.63,45.59%,2.54%,'1.90,3.89%,15.55%,'117,'+22.17%,包装材料
'126,SH600508.上海能源,'12.11,'+0.58%,'0.28,'19.48,71.25%,0.92%,'0.68,3.30%,3.50%,'88,'-6.91%,煤炭行业
'127,SH600621.华鑫股份,'17.85,'-0.56%,'0.28,'43.16,162.95%,1.30%,'2.17,0.58%,5.25%,'189,'+8.85%,证券
'128,SZ002532.天山铝业,'9.98,'-1.09%,'0.28,'10.40,38.39%,2.42%,'1.67,4.01%,16.77%,'464,'+29.95%,有色金属
'129,SZ002648.卫星化学,'20.00,'-0.45%,'0.28,'9.97,35.42%,4.46%,'2.17,2.50%,23.56%,'674,'+9.65%,化学原料
'130,SZ002651.利君股份,'14.53,'-3.13%,'0.28,'160.56,612.50%,0.68%,'5.41,0.41%,3.39%,'150,'+99.26%,专用设备
'131,SZ002881.美格智能,'56.32,'-0.67%,'0.28,'79.24,296.90%,1.01%,'9.11,0.23%,12.08%,'148,'+88.54%,消费电子
'132,SZ002939.长城证券,'12.07,'-1.31%,'0.28,'21.71,76.82%,1.92%,'1.56,1.08%,7.44%,'487,'+48.73%,证券
'133,SZ300401.花园生物,'14.85,'-1.52%,'0.28,'24.56,97.23%,0.49%,'2.41,0.77%,10.33%,'81,'+2.08%,化学制药
'134,SH600739.辽宁成大,'12.92,'-1.15%,'0.29,'42.26,143.46%,0.78%,'0.66,0.15%,1.57%,'198,'+25.04%,贸易行业
'135,SH605305.中际联合,'37.36,'+1.38%,'0.29,'18.19,69.91%,1.49%,'2.88,1.20%,16.90%,'79,'+34.23%,风电设备
'136,SZ000425.徐工机械,'9.89,'+3.45%,'0.29,'17.54,56.97%,4.54%,'1.92,1.82%,11.03%,'1162,'+27.36%,工程机械
'137,SZ000532.华金资本,'16.14,'+2.48%,'0.29,'34.17,121.96%,0.77%,'3.71,0.37%,11.39%,'56,'+22.75%,综合行业
'138,SZ002150.通润装备,'12.99,'+1.96%,'0.29,'19.87,85.67%,0.14%,'2.38,0.77%,12.89%,'47,'+5.72%,光伏设备
'139,SZ002626.金达威,'20.85,'+2.66%,'0.29,'27.69,98.69%,1.14%,'2.94,1.92%,11.07%,'127,'+41.26%,食品饮料
'140,SZ300088.长信科技,'6.88,'-0.58%,'0.29,'44.09,165.40%,0.80%,'1.98,0.86%,4.60%,'172,'+6.28%,光学光电子
'141,SZ300976.达瑞电子,'65.33,'+3.65%,'0.29,'32.40,106.35%,0.08%,'2.53,1.21%,8.00%,'87,'+35.28%,消费电子
'142,SH600459.贵研铂业,'17.41,'+1.52%,'0.30,'22.54,81.57%,1.02%,'1.78,1.38%,8.22%,'132,'+28.81%,小金属
'143,SH600064.南京高科,'8.04,'-1.35%,'0.31,'6.68,24.25%,0.84%,'0.74,3.73%,11.24%,'139,'+7.44%,房地产开发
'144,SH600305.恒顺醋业,'8.34,'-0.71%,'0.31,'63.96,228.81%,1.47%,'2.77,1.20%,4.36%,'92,'+5.88%,食品饮料
'145,SH601318.中国平安,'58.51,'-2.29%,'0.31,'8.88,29.02%,5.94%,'1.13,4.36%,12.80%,'6297,'+14.35%,保险
'146,SH601686.友发集团,'5.89,'-0.67%,'0.31,'14.09,54.92%,'-,'1.28,5.08%,9.24%,'85,'+13.71%,钢铁行业
'147,SH603600.永艺股份,'10.95,'+0.46%,'0.31,'11.96,40.05%,'-,'1.58,4.21%,13.62%,'36,'-5.25%,装修建材
'148,SZ300476.胜宏科技,'270.37,'+1.15%,'0.31,'82.17,266.81%,3.21%,'21.29,0.11%,30.04%,'2332,'+545.00%,电子元件
'149,SH603979.金诚信,'69.05,'+8.31%,'0.32,'20.69,65.04%,2.23%,'4.36,0.65%,23.28%,'431,'+92.17%,采掘行业
'150,SH603988.中电电机,'24.25,'+4.17%,'0.32,'115.32,425.47%,0.23%,'8.55,0.16%,7.55%,'57,'-0.55%,电机
'151,SZ000060.中金岭南,'5.38,'+2.48%,'0.32,'18.30,60.48%,1.06%,'1.34,1.62%,7.65%,'201,'+16.94%,有色金属
'152,SZ002368.太极股份,'29.50,'-1.80%,'0.32,'51.13,164.04%,1.64%,'3.50,0.31%,7.01%,'184,'+25.08%,互联网服务
'153,SZ002454.松芝股份,'8.76,'-1.90%,'0.32,'29.42,119.74%,'-,'1.38,1.14%,4.76%,'55,'+33.46%,汽车零部件
'154,SZ300035.中科电气,'21.40,'+0.94%,'0.32,'28.99,84.02%,2.04%,'3.07,1.17%,10.98%,'147,'+45.65%,非金属材料
'155,SH603109.神驰机电,'32.65,'-0.88%,'0.33,'27.00,85.12%,'-,'3.53,0.92%,13.55%,'68,'+86.04%,通用设备
'156,SZ002887.绿茵生态,'9.11,'+0.66%,'0.33,'23.71,88.37%,'-,'1.19,2.74%,5.03%,'28,'+34.97%,环保行业
'157,SH600968.海油发展,'4.07,'+2.01%,'0.34,'10.69,29.78%,1.57%,'1.50,3.32%,14.66%,'414,'-1.55%,采掘行业
'158,SH603127.昭衍新药,'32.71,'+4.21%,'0.34,'80.44,293.40%,1.31%,'3.02,0.09%,3.80%,'206,'+96.86%,医疗服务
'159,SH603799.华友钴业,'50.22,'+4.52%,'0.34,'16.45,54.06%,8.79%,'2.19,1.00%,14.11%,'855,'+74.17%,能源金属
'160,SZ000728.国元证券,'9.14,'-1.08%,'0.34,'15.06,44.72%,5.38%,'1.05,1.75%,7.20%,'399,'+11.56%,证券
'161,SZ000885.城发环境,'14.99,'-0.60%,'0.34,'7.76,23.88%,0.85%,'1.09,2.37%,14.88%,'96,'+17.42%,环保行业
'162,SZ002286.保龄宝,'11.20,'-3.94%,'0.34,'31.65,84.22%,'-,'2.01,0.84%,6.53%,'43,'+52.47%,食品饮料
'163,SZ300151.昌红科技,'14.25,'+1.14%,'0.34,'85.03,293.43%,0.89%,'4.69,0.53%,5.46%,'76,'-15.65%,专用设备
'164,SH600958.东方证券,'11.29,'-1.83%,'0.35,'20.40,59.12%,3.68%,'1.13,1.55%,5.69%,'843,'+8.00%,证券
'165,SH601198.东兴证券,'12.16,'-0.41%,'0.35,'22.00,61.78%,1.30%,'1.35,1.18%,6.31%,'393,'+11.31%,证券
'166,SZ300018.中元股份,'8.61,'-0.35%,'0.35,'40.70,112.25%,'-,'3.15,0.81%,8.00%,'42,'+28.49%,电网设备
'167,SZ300975.商络电子,'12.80,'-0.31%,'0.35,'73.90,215.85%,0.21%,'3.94,0.09%,5.48%,'88,'+13.90%,贸易行业
'168,SH600489.中金黄金,'17.57,'+10.02%,'0.36,'19.63,48.71%,3.20%,'3.01,2.21%,16.09%,'852,'+49.97%,贵金属
'169,SH600558.大西洋,'5.41,'+0.37%,'0.36,'26.54,80.94%,'-,'1.97,1.85%,7.66%,'49,'+35.36%,通用设备
'170,SH600906.财达证券,'7.66,'-0.78%,'0.36,'30.30,85.22%,0.85%,'2.07,1.31%,6.99%,'249,'+9.33%,证券
'171,SH600926.杭州银行,'15.69,'-1.13%,'0.36,'6.10,17.35%,4.28%,'0.71,3.74%,12.89%,'1137,'+9.16%,银行
'172,SZ000528.柳工,'11.04,'+0.73%,'0.36,'14.22,45.50%,3.27%,'1.24,2.46%,8.89%,'224,'-5.92%,工程机械
'173,SZ300763.锦浪科技,'69.19,'+2.31%,'0.36,'29.27,89.19%,1.25%,'3.12,0.29%,11.13%,'275,'+13.73%,光伏设备
'174,SH600356.恒丰纸业,'10.29,'+6.96%,'0.37,'19.88,50.48%,'-,'1.15,1.17%,5.97%,'31,'+36.85%,造纸印刷
'175,SH601188.龙江交通,'3.55,'+0.85%,'0.37,'27.37,71.01%,'-,'1.00,2.00%,3.71%,'47,'+0.54%,铁路公路
'176,SH688093.世华科技,'40.50,'-1.82%,'0.37,'28.81,81.58%,0.02%,'5.04,1.28%,18.52%,'106,'+101.91%,电子元件
'177,SZ300577.开润股份,'22.99,'+2.73%,'0.37,'17.25,48.00%,0.13%,'2.43,1.47%,14.84%,'55,'-6.63%,纺织服装
'178,SZ300690.双一科技,'35.75,'-2.46%,'0.37,'36.42,109.67%,'-,'3.85,0.59%,11.02%,'59,'+59.52%,风电设备
'179,SH600283.钱江水利,'9.75,'+0.10%,'0.38,'23.17,73.11%,0.04%,'1.81,2.56%,8.75%,'55,'+7.70%,公用事业
'180,SH601928.凤凰传媒,'11.29,'+0.09%,'0.38,'14.66,32.12%,1.77%,'1.44,4.43%,10.03%,'287,'+2.15%,文化传媒
'181,SH603192.汇得科技,'22.95,'+0.44%,'0.38,'24.74,69.68%,'-,'2.08,1.63%,8.66%,'32,'+57.38%,化学制品
'182,SZ000680.山推股份,'9.68,'+0.52%,'0.38,'11.60,33.92%,3.57%,'2.56,0.93%,21.86%,'145,'+0.73%,工程机械
