排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'183,SZ002296.辉煌科技,'12.05,0.00%,'0.39,'15.83,40.35%,'-,'1.98,1.66%,13.17%,'47,'+25.13%,通信设备
'184,SZ002729.好利科技,'15.30,'+0.79%,'0.39,'57.76,157.85%,'-,'5.11,0.18%,9.22%,'28,'+22.04%,电子元件
'185,SH600496.精工钢构,'3.61,'-0.82%,'0.40,'12.21,35.80%,4.86%,'0.79,2.22%,6.62%,'72,'+22.80%,水泥建材
'186,SH601098.中南传媒,'13.17,'+0.08%,'0.40,'14.66,32.88%,4.78%,'1.50,4.18%,10.49%,'237,'-9.28%,文化传媒
'187,SH603697.有友食品,'13.82,'-2.12%,'0.40,'31.16,93.23%,'-,'3.30,3.40%,10.54%,'59,'+37.95%,食品饮料
'188,SH600066.宇通客车,'28.30,'+2.46%,'0.41,'14.31,42.58%,10.72%,'4.76,5.30%,34.51%,'627,'+11.45%,汽车整车
'189,SH600531.豫光金铅,'9.91,'+9.99%,'0.41,'12.41,32.41%,3.13%,'1.88,2.27%,16.08%,'108,'+58.80%,有色金属
'190,SH600803.新奥股份,'18.76,'-0.21%,'0.41,'13.29,34.53%,3.88%,'2.51,5.49%,19.27%,'581,'-8.73%,燃气
'191,SH601995.中金公司,'38.94,'+1.01%,'0.41,'24.11,59.02%,2.43%,'1.58,0.46%,6.95%,'1138,'+15.86%,证券
'192,SH688355.明志科技,'19.37,'+2.49%,'0.41,'35.69,148.52%,'-,'2.26,2.58%,6.36%,'24,'+18.62%,通用设备
'193,SZ002311.海大集团,'60.77,'-1.19%,'0.41,'20.15,47.74%,3.78%,'4.14,1.81%,22.53%,'1011,'+26.24%,农牧饲渔
'194,SZ002807.江阴银行,'4.80,0.00%,'0.41,'5.48,13.69%,3.35%,'0.62,4.17%,11.92%,'118,'+15.58%,银行
'195,SZ300953.震裕科技,'139.81,'-0.98%,'0.41,'72.71,191.87%,0.73%,'6.02,0.11%,9.95%,'243,'+179.79%,电池
'196,SH600120.浙江东方,'6.43,'-0.16%,'0.42,'18.06,99.76%,0.60%,'1.38,1.31%,7.91%,'220,'+39.96%,多元金融
'197,SH601066.中信建投,'28.07,'-1.02%,'0.42,'24.54,58.71%,1.32%,'1.98,0.91%,8.36%,'1823,'+9.67%,证券
'198,SH603969.银龙股份,'9.72,'+1.36%,'0.42,'27.06,64.40%,0.35%,'3.18,0.82%,12.39%,'83,'+45.37%,通用设备
'199,SZ002500.山西证券,'6.59,'-1.05%,'0.42,'25.79,63.69%,2.39%,'1.29,1.52%,5.10%,'237,'+5.83%,证券
'200,SZ002758.浙农股份,'9.76,'+2.63%,'0.42,'12.58,34.83%,2.25%,'1.08,3.07%,8.79%,'51,'+15.25%,综合行业
'201,SH600710.苏美达,'10.31,'-2.55%,'0.43,'11.01,27.58%,4.33%,'1.73,3.58%,16.60%,'135,'+15.24%,贸易行业
'202,SH603995.甬金股份,'18.36,'+1.21%,'0.43,'9.86,23.50%,3.41%,'1.15,2.72%,12.15%,'67,'+3.46%,钢铁行业
'203,SZ000973.佛塑科技,'7.16,'+3.02%,'0.43,'56.66,158.46%,0.19%,'2.41,0.49%,4.30%,'69,'+21.21%,塑料制品
'204,SZ002545.东方铁塔,'10.52,'+3.54%,'0.43,'16.73,40.18%,1.17%,'1.43,2.85%,8.85%,'131,'+54.42%,化肥行业
'205,SZ002997.瑞鹄模具,'40.05,'-2.48%,'0.43,'20.17,49.76%,0.25%,'3.59,0.75%,19.30%,'84,'+16.57%,汽车零部件
'206,SZ300274.阳光电源,'99.20,'-0.67%,'0.43,'14.89,35.55%,4.20%,'4.83,1.09%,37.35%,'2057,'+36.64%,光伏设备
'207,SH600467.好当家,'2.42,'+1.68%,'0.44,'86.09,304.12%,'-,'1.03,0.37%,1.21%,'35,'+5.15%,农牧饲渔
'208,SZ000936.华西股份,'8.43,'+10.05%,'0.44,'36.62,85.30%,0.72%,'1.40,0.47%,3.88%,'75,'+3.49%,化纤行业
'209,SZ001696.宗申动力,'26.02,'+1.09%,'0.44,'43.49,102.73%,0.45%,'5.69,0.77%,13.63%,'298,'+5.49%,交运设备
'210,SZ002140.东华科技,'10.04,'-0.20%,'0.44,'16.12,37.13%,0.42%,'1.58,1.49%,10.21%,'71,'+3.31%,工程建设
'211,SZ002947.恒铭达,'43.70,'-2.54%,'0.44,'21.23,49.75%,0.77%,'3.63,1.37%,20.28%,'112,'+33.55%,消费电子
'212,SZ300001.特锐德,'24.67,'+0.82%,'0.44,'24.79,69.10%,2.79%,'3.43,0.61%,14.78%,'260,'+13.10%,电网设备
'213,SZ300196.长海股份,'16.50,'-1.61%,'0.44,'20.66,50.54%,'-,'1.43,1.21%,7.07%,'67,'+54.10%,玻璃玻纤
'214,SH600909.华安证券,'6.43,'-1.08%,'0.45,'16.65,37.42%,1.82%,'1.30,1.56%,8.10%,'301,'+7.91%,证券
'215,SH601766.中国中车,'7.59,'-1.04%,'0.45,'14.11,36.03%,3.46%,'1.28,2.77%,9.34%,'1846,'-6.83%,交运设备
'216,SH601899.紫金矿业,'24.38,'+5.63%,'0.45,'16.10,38.29%,7.72%,'4.56,1.15%,29.99%,'5020,'+63.59%,有色金属
'217,SH603699.纽威股份,'33.79,'+1.75%,'0.45,'19.91,45.32%,8.19%,'6.30,4.49%,32.66%,'260,'+57.91%,通用设备
'218,SH603993.洛阳钼业,'13.53,'+9.47%,'0.45,'17.24,39.35%,3.69%,'3.92,1.90%,24.72%,'2362,'+109.99%,小金属
'219,SZ000975.山金国际,'20.87,'+6.32%,'0.46,'21.51,46.99%,2.42%,'4.27,1.75%,21.18%,'580,'+38.35%,贵金属
'220,SZ300400.劲拓股份,'25.74,'+0.16%,'0.46,'62.01,142.97%,'-,'8.36,3.03%,12.67%,'62,'+62.79%,专用设备
'221,SZ300772.运达股份,'15.76,'-2.35%,'0.46,'26.90,63.30%,1.38%,'1.91,0.38%,7.77%,'124,'+19.60%,风电设备
'222,SH601128.常熟银行,'7.51,'-0.13%,'0.47,'6.15,13.11%,3.17%,'0.83,3.03%,14.38%,'249,'+12.65%,银行
'223,SH603938.三孚股份,'14.39,'+0.98%,'0.47,'89.53,267.01%,0.32%,'2.24,0.12%,2.53%,'55,'+33.28%,化学制品
'224,SZ300790.宇瞳光学,'33.49,'+12.88%,'0.47,'60.66,143.53%,1.15%,'5.00,0.30%,9.30%,'125,'+76.32%,光学光电子
'225,SH600060.海信视像,'22.05,'-0.23%,'0.48,'11.66,30.17%,4.35%,'1.45,3.99%,13.00%,'288,'+15.06%,家电行业
'226,SH600580.卧龙电驱,'34.03,'+2.19%,'0.48,'56.72,144.10%,0.69%,'5.08,0.37%,9.26%,'532,'+138.93%,电机
'227,SH600729.重庆百货,'29.34,'-0.10%,'0.48,'9.39,21.43%,2.83%,'1.69,4.64%,18.96%,'129,'+5.22%,商业百货
'228,SZ002895.川恒股份,'27.09,'+0.78%,'0.48,'14.46,31.20%,0.73%,'2.43,4.00%,18.46%,'165,'+15.91%,化学原料
'229,SH600000.浦发银行,'13.49,'-1.03%,'0.49,'8.57,17.57%,2.94%,'0.52,3.02%,6.24%,'4114,'+35.07%,银行
'230,SH603129.春风动力,'272.00,'+1.99%,'0.49,'23.52,49.94%,3.88%,'6.13,1.42%,28.91%,'415,'+76.96%,交运设备
'231,SZ002155.湖南黄金,'22.74,'+10.02%,'0.49,'33.39,66.80%,1.81%,'4.87,0.78%,15.43%,'355,'+89.72%,贵金属
'232,SH603676.卫信康,'12.55,'+1.78%,'0.50,'20.57,49.50%,'-,'3.67,2.73%,18.35%,'55,'+28.15%,化学制药
'233,SZ002107.沃华医药,'6.75,'+1.50%,'0.50,'55.66,116.68%,'-,'5.25,0.00%,9.90%,'39,'+41.21%,中药
'234,SH600853.龙建股份,'4.16,'-0.48%,'0.51,'10.20,20.36%,'-,'1.11,0.96%,12.43%,'42,'+5.18%,工程建设
'235,SH603500.祥和实业,'11.02,'-2.04%,'0.51,'34.27,67.14%,'-,'3.79,1.18%,11.04%,'37,'+45.12%,交运设备
'236,SH603166.福达股份,'18.10,'-1.79%,'0.52,'45.35,93.19%,0.33%,'4.72,1.10%,10.70%,'117,'+150.49%,汽车零部件
'237,SZ002967.广电计量,'21.00,'-1.32%,'0.52,'33.13,70.76%,2.28%,'3.65,1.90%,10.65%,'122,'+31.13%,专业服务
'238,SH601179.中国西电,'6.56,0.00%,'0.53,'28.02,55.72%,2.21%,'1.49,1.27%,5.39%,'336,'-12.96%,电网设备
'239,SH600449.宁夏建材,'13.81,'-0.22%,'0.54,'22.42,55.52%,0.51%,'0.91,1.52%,4.10%,'66,'-6.65%,水泥建材
'240,SH603998.方盛制药,'11.86,'+2.07%,'0.54,'18.11,42.81%,'-,'3.18,2.61%,18.26%,'52,'+16.77%,中药
'241,SH688089.嘉必优,'27.36,'-5.07%,'0.54,'28.03,58.53%,'-,'2.83,0.73%,10.47%,'46,'+44.94%,食品饮料
'242,SZ002201.九鼎新材,'8.45,0.00%,'0.54,'98.73,158.09%,'-,'4.86,0.17%,5.02%,'55,'+63.12%,玻璃玻纤
'243,SZ000404.长虹华意,'7.37,'-1.21%,'0.55,'10.67,22.01%,0.14%,'1.23,4.07%,11.99%,'51,'+3.87%,家电行业
'244,SH600660.福耀玻璃,'65.81,'+0.23%,'0.56,'19.51,35.90%,18.64%,'4.82,2.74%,26.17%,'1318,'+8.83%,玻璃玻纤
'245,SH600989.宝丰能源,'17.57,'+1.27%,'0.56,'14.72,25.80%,2.76%,'2.88,1.59%,20.65%,'1288,'+7.11%,化学原料
'246,SZ000088.盐田港,'4.49,'-0.44%,'0.56,'16.98,34.66%,0.28%,'1.32,2.90%,8.92%,'233,'-5.17%,航运港口
'247,SZ300870.欧陆通,'255.58,'-4.31%,'0.56,'88.73,163.78%,0.58%,'11.28,0.34%,14.38%,'280,'+140.70%,电源设备
'248,SH603111.康尼机电,'7.58,'-1.30%,'0.57,'16.60,26.77%,1.04%,'1.70,3.30%,10.47%,'66,'+30.36%,交运设备
'249,SH601009.南京银行,'10.89,'-2.07%,'0.58,'6.35,11.27%,2.88%,'0.65,4.50%,11.05%,'1346,'+3.97%,银行
'250,SH603486.科沃斯,'93.00,'-4.01%,'0.58,'45.56,90.43%,1.65%,'6.65,0.48%,15.64%,'536,'+99.54%,家电行业
'251,SZ002588.史丹利,'9.88,'-0.30%,'0.58,'12.34,22.95%,1.94%,'1.59,2.63%,13.53%,'114,'+37.84%,化肥行业
'252,SZ300743.天地数码,'19.62,'-0.76%,'0.58,'27.56,48.71%,'-,'5.00,2.55%,18.32%,'30,'+32.62%,非金属材料
'253,SZ300827.上能电气,'24.88,'-0.04%,'0.58,'27.25,47.81%,0.89%,'5.51,0.34%,22.05%,'125,'-20.53%,光伏设备
'254,SH600919.江苏银行,'10.72,'-1.02%,'0.59,'5.90,10.15%,5.33%,'0.60,4.86%,10.89%,'1967,'+14.66%,银行
'255,SH601900.南方传媒,'14.11,'-0.70%,'0.59,'12.94,20.15%,0.64%,'1.51,3.90%,12.01%,'124,'-3.07%,文化传媒
'256,SH600030.中信证券,'31.17,'-0.98%,'0.60,'18.59,31.19%,4.79%,'1.51,1.67%,8.50%,'3803,'+7.79%,证券
'257,SZ000682.东方电子,'11.56,'-0.43%,'0.60,'21.13,36.43%,1.27%,'2.89,0.71%,14.55%,'155,'+8.41%,电网设备
'258,SZ002836.新宏泽,'9.40,'+1.07%,'0.60,'32.95,57.01%,'-,'6.23,2.66%,19.18%,'22,'+31.22%,造纸印刷
'259,SH601838.成都银行,'18.20,'-1.46%,'0.61,'5.80,9.55%,5.83%,'0.87,4.90%,16.36%,'771,'+11.47%,银行
'260,SH601878.浙商证券,'12.02,'-0.50%,'0.61,'23.94,39.79%,2.59%,'1.53,1.25%,7.25%,'550,'-0.57%,证券
'261,SH603269.海鸥股份,'11.63,'-3.16%,'0.61,'34.88,59.76%,'-,'3.46,1.84%,10.23%,'36,'+55.51%,通用设备
'262,SZ001872.招商港口,'20.38,'-0.68%,'0.61,'11.09,18.90%,0.46%,'0.82,3.63%,7.51%,'473,'+3.21%,航运港口
'263,SZ300990.同飞股份,'77.96,'-5.08%,'0.61,'51.64,88.10%,0.83%,'6.77,0.64%,13.95%,'132,'+90.95%,通用设备
'264,SH600995.南网储能,'10.62,'+3.11%,'0.62,'25.47,40.25%,0.25%,'1.54,1.00%,6.18%,'339,'+5.65%,电力行业
'265,SH603080.新疆火炬,'21.42,'+0.99%,'0.62,'17.06,27.95%,'-,'2.07,2.61%,12.24%,'30,'+37.72%,燃气
'266,SZ002891.中宠股份,'59.51,'+0.12%,'0.62,'39.86,65.78%,7.01%,'6.29,0.99%,17.67%,'181,'+67.68%,农牧饲渔
'267,SH603380.易德龙,'43.78,'+0.78%,'0.64,'33.24,51.65%,'-,'4.79,2.28%,14.73%,'70,'+82.65%,消费电子
'268,SH688026.洁特生物,'19.93,'+5.17%,'0.64,'31.60,51.19%,'-,'2.28,0.37%,7.43%,'28,'+56.02%,塑料制品
'269,SZ000902.新洋丰,'14.79,'-1.14%,'0.64,'12.14,20.14%,1.25%,'1.66,2.03%,14.48%,'186,'+15.98%,化肥行业
'270,SZ000987.越秀资本,'7.94,'-1.37%,'0.64,'14.04,28.88%,1.64%,'1.25,2.14%,9.36%,'398,'+16.00%,多元金融
'271,SH600742.富维股份,'10.35,'-2.36%,'0.65,'15.05,22.26%,3.87%,'0.90,3.38%,6.06%,'77,'+21.40%,汽车零部件
'272,SZ000960.锡业股份,'23.06,'+5.54%,'0.65,'22.24,25.80%,1.69%,'1.77,1.26%,8.21%,'380,'+67.76%,小金属
'273,SZ300573.兴齐眼药,'77.54,'+14.65%,'0.65,'37.78,57.73%,1.43%,'10.82,1.38%,30.87%,'190,'+57.55%,化学制药
'274,SH600415.小商品城,'22.49,'-0.04%,'0.66,'37.18,57.81%,6.41%,'6.05,1.47%,17.24%,'1233,'+70.71%,商业百货
'275,SH600999.招商证券,'18.81,'-0.90%,'0.66,'15.11,23.05%,3.09%,'1.24,2.54%,8.46%,'1396,'+0.29%,证券
'276,SZ300373.扬杰科技,'69.10,'+1.33%,'0.66,'31.85,52.15%,1.46%,'4.12,0.96%,13.52%,'375,'+60.11%,半导体
'277,SH600848.上海临港,'9.43,'+0.86%,'0.67,'21.28,37.47%,0.48%,'1.27,2.12%,6.01%,'226,'-4.70%,房地产开发
'278,SH688080.映翰通,'57.86,'+0.02%,'0.67,'29.71,46.74%,'-,'3.87,0.35%,13.92%,'43,'+76.52%,通信设备
'279,SH688616.西力科技,'13.23,'-2.14%,'0.67,'22.18,34.93%,'-,'2.89,2.27%,13.09%,'24,'+30.33%,电网设备
'280,SZ001914.招商积余,'12.40,'-0.40%,'0.67,'14.95,23.08%,1.51%,'1.24,1.94%,8.52%,'131,'+19.51%,房地产服务
'281,SZ003013.地铁设计,'15.81,'+1.28%,'0.67,'12.77,19.22%,0.11%,'2.31,3.04%,19.27%,'65,'+8.12%,工程咨询服务
'282,SZ300570.太辰光,'142.15,'+1.76%,'0.67,'90.92,138.38%,3.44%,'20.60,0.56%,24.43%,'323,'+97.25%,通信设备
'283,SH601609.金田股份,'12.12,'-0.98%,'0.68,'29.40,64.42%,2.14%,'2.40,0.78%,8.46%,'210,'+108.63%,有色金属
'284,SZ002275.桂林三金,'15.06,'-0.33%,'0.68,'17.44,33.77%,1.07%,'2.83,3.98%,16.74%,'88,'+2.29%,中药
'285,SZ002318.久立特材,'22.37,'-0.67%,'0.68,'13.06,19.45%,4.57%,'2.82,4.34%,22.41%,'219,'-0.59%,钢铁行业
'286,SH603950.长源东谷,'31.39,'-6.49%,'0.69,'34.02,52.33%,0.29%,'3.65,0.69%,11.21%,'102,'+79.83%,汽车零部件
'287,SH688526.科前生物,'18.30,'-0.44%,'0.69,'18.97,33.70%,0.51%,'2.10,2.35%,11.51%,'85,'+31.52%,农药兽药
'288,SZ000501.武商集团,'11.10,'+3.35%,'0.69,'37.51,75.43%,1.95%,'0.77,2.70%,2.05%,'85,'+8.48%,商业百货
'289,SZ002666.德联集团,'5.30,'+4.13%,'0.69,'53.75,76.83%,'-,'1.17,0.00%,2.24%,'42,'+21.56%,化学制品
'290,SZ300415.伊之密,'25.05,'-0.71%,'0.69,'17.97,26.49%,2.80%,'3.84,2.00%,22.85%,'117,'+27.93%,专用设备
'291,SZ300703.创源股份,'31.19,'-4.79%,'0.69,'46.78,71.35%,'-,'6.21,0.48%,13.96%,'56,'+120.50%,家用轻工
'292,SZ300988.津荣天宇,'24.62,'+3.88%,'0.69,'32.71,43.71%,'-,'2.78,0.68%,8.81%,'35,'+37.52%,通用设备
'293,SH600282.南钢股份,'4.79,'+0.21%,'0.70,'11.86,18.18%,1.23%,'1.10,3.86%,9.49%,'295,'+4.16%,钢铁行业
'294,SH688208.道通科技,'42.02,'-1.18%,'0.70,'38.32,55.67%,6.46%,'7.61,1.44%,20.88%,'282,'+60.95%,计算机设备
'295,SH688667.菱电电控,'71.44,'+6.25%,'0.70,'72.33,132.53%,'-,'2.24,0.14%,3.15%,'37,'+78.03%,汽车零部件
'296,SZ000544.中原环保,'8.84,'+1.96%,'0.70,'8.35,12.43%,0.53%,'0.84,2.94%,10.43%,'86,'+4.51%,公用事业
'297,SZ002673.西部证券,'8.87,'-0.89%,'0.70,'25.83,37.17%,1.35%,'1.35,1.13%,5.34%,'396,'+10.15%,证券
'298,SH603888.新华网,'21.32,'+0.95%,'0.71,'53.35,80.07%,0.54%,'3.97,0.49%,7.64%,'144,'+24.75%,文化传媒
'299,SH688258.卓易信息,'68.74,'-1.76%,'0.71,'204.69,381.17%,'-,'9.68,0.15%,4.35%,'83,'+99.10%,互联网服务
'300,SZ000788.北大医药,'6.44,'+1.42%,'0.71,'25.34,38.66%,'-,'2.40,1.24%,9.80%,'38,'+7.83%,化学制药
'301,SZ001206.依依股份,'25.98,'+2.81%,'0.71,'21.62,34.13%,'-,'2.58,3.35%,12.15%,'48,'+59.90%,美容护理
'302,SH600908.无锡银行,'6.00,'-1.64%,'0.72,'5.73,8.06%,1.56%,'0.54,3.67%,9.75%,'132,'+5.07%,银行
'303,SH603713.密尔克卫,'65.95,'-1.14%,'0.72,'17.21,25.32%,8.00%,'2.30,1.08%,13.88%,'104,'+30.56%,物流行业
'304,SH601077.渝农商行,'6.38,'+1.43%,'0.73,'6.11,8.42%,4.28%,'0.53,4.77%,8.97%,'564,'+10.62%,银行
'305,SH601226.华电科工,'6.81,'-1.30%,'0.73,'59.92,101.41%,0.57%,'1.83,0.50%,3.09%,'79,'+1.29%,工程机械
'306,SH601990.南京证券,'8.67,'-1.59%,'0.73,'29.70,40.87%,1.12%,'1.75,1.48%,6.03%,'320,'+1.09%,证券
'307,SZ000951.中国重汽,'17.99,'-0.83%,'0.73,'13.82,21.15%,1.12%,'1.36,3.87%,10.09%,'211,'+8.42%,汽车整车
'308,SH605016.百龙创园,'21.56,'+1.99%,'0.75,'30.61,42.13%,1.77%,'5.02,0.68%,17.55%,'91,'+66.73%,食品饮料
'309,SZ002028.思源电气,'96.36,'+10.00%,'0.75,'30.56,43.84%,19.90%,'5.61,0.52%,20.11%,'750,'+33.45%,电网设备
'310,SH688312.燕麦科技,'30.65,'+2.10%,'0.76,'44.25,66.85%,'-,'3.18,1.63%,7.43%,'45,'+1.67%,专用设备
'311,SZ000333.美的集团,'74.03,'+0.43%,'0.77,'12.99,17.72%,14.64%,'2.63,4.73%,22.97%,'5200,'+3.17%,家电行业
'312,SZ002688.金河生物,'7.53,'+6.06%,'0.77,'39.50,59.33%,'-,'2.50,1.33%,6.48%,'58,'+71.07%,农药兽药
'313,SZ300496.中科创达,'78.31,'-0.91%,'0.77,'78.05,209.54%,3.21%,'3.61,0.23%,4.74%,'360,'+31.62%,互联网服务
'314,SH600585.海螺水泥,'24.31,'-0.16%,'0.78,'14.74,19.81%,4.83%,'0.68,2.92%,4.69%,'972,'+5.60%,水泥建材
'315,SH688019.安集科技,'189.99,'+8.19%,'0.78,'47.42,63.65%,7.58%,'10.51,0.18%,25.03%,'320,'+77.62%,电子化学品
'316,SZ002357.富临运业,'11.78,'+9.99%,'0.78,'23.71,54.13%,'-,'2.20,0.85%,9.72%,'37,'+68.06%,铁路公路
'317,SZ002958.青农商行,'3.36,'-1.75%,'0.78,'6.30,8.62%,2.77%,'0.45,3.57%,7.28%,'187,'+14.05%,银行
'318,SH605298.必得科技,'32.80,'+7.01%,'0.79,'117.96,149.66%,'-,'6.07,0.46%,5.22%,'62,'+144.96%,交运设备
'319,SZ002469.三维化学,'9.15,'+0.88%,'0.79,'19.89,24.82%,0.17%,'2.24,4.37%,11.34%,'59,'+29.34%,化学原料
'320,SH601199.江南水务,'5.96,0.00%,'0.80,'14.06,17.70%,0.25%,'1.25,2.18%,9.61%,'56,'+10.06%,公用事业
'321,SH603218.日月股份,'12.77,'-1.16%,'0.80,'27.09,37.39%,2.82%,'1.26,2.74%,4.71%,'132,'+8.96%,风电设备
'322,SZ003008.开普检测,'21.62,'+0.14%,'0.80,'25.84,36.66%,'-,'2.11,6.01%,8.10%,'22,'+26.26%,专业服务
'323,SH603337.杰克股份,'48.01,'-3.46%,'0.81,'26.20,34.48%,3.26%,'4.89,1.68%,19.37%,'229,'+59.63%,专用设备
'324,SH600928.西安银行,'4.23,'+1.20%,'0.82,'7.03,8.63%,2.00%,'0.48,2.36%,7.48%,'188,'+20.00%,银行
'325,SH603223.恒通股份,'9.45,'-1.15%,'0.82,'36.90,46.58%,0.42%,'1.75,0.74%,4.82%,'67,'-9.31%,物流行业
'326,SH605183.确成股份,'20.27,'+1.76%,'0.82,'15.19,18.60%,0.46%,'2.41,1.48%,17.00%,'84,'+22.33%,橡胶制品
'327,SH688008.澜起科技,'124.22,'+1.07%,'0.82,'71.93,97.21%,10.07%,'11.74,0.31%,17.76%,'1423,'+83.86%,半导体
'328,SH688122.西部超导,'64.38,'+3.24%,'0.82,'41.89,56.91%,2.51%,'6.14,1.16%,15.27%,'418,'+52.39%,有色金属
'329,SZ000551.创元科技,'11.67,0.00%,'0.82,'21.20,28.61%,'-,'2.01,0.71%,10.16%,'57,'+18.01%,环保行业
'330,SH600801.华新水泥,'16.28,'+3.43%,'0.83,'12.13,18.68%,4.23%,'1.11,2.83%,9.43%,'219,'+39.94%,水泥建材
'331,SH603519.立霸股份,'12.94,'-0.38%,'0.83,'21.63,26.86%,'-,'3.00,7.73%,13.28%,'34,'+17.88%,家电行业
'332,SZ002580.圣阳股份,'14.71,'+1.31%,'0.83,'30.38,40.84%,0.31%,'2.91,0.27%,10.00%,'67,'+73.96%,电池
'333,SH688123.聚辰股份,'90.01,'+1.33%,'0.84,'40.38,57.49%,3.76%,'5.99,0.33%,15.96%,'142,'+54.46%,半导体
'334,SH688668.XD鼎通科,'129.85,'-3.81%,'0.84,'102.45,139.25%,3.55%,'9.69,0.54%,9.80%,'181,'+180.44%,通信设备
'335,SH601567.三星医疗,'23.27,'+1.04%,'0.85,'13.98,16.99%,3.40%,'2.69,3.84%,20.10%,'327,'-21.35%,电网设备
'336,SH605058.澳弘电子,'29.21,'-2.37%,'0.85,'29.00,34.51%,'-,'2.43,2.05%,8.54%,'42,'+50.81%,电子元件
'337,SH688018.乐鑫科技,'218.18,'+0.26%,'0.85,'76.16,100.15%,3.31%,'14.06,0.20%,20.58%,'342,'+40.21%,半导体
'338,SZ000672.上峰水泥,'8.78,'-2.01%,'0.85,'12.10,18.41%,1.05%,'0.99,7.18%,8.19%,'85,'+23.46%,水泥建材
'339,SH600133.东湖高新,'9.09,'+0.33%,'0.86,'19.58,25.64%,0.38%,'1.11,1.82%,5.74%,'97,'-0.99%,环保行业
'340,SH600211.西藏药业,'48.39,'+4.56%,'0.86,'15.67,20.71%,0.80%,'3.75,3.87%,25.03%,'156,'+37.14%,生物制品
'341,SZ002945.华林证券,'16.92,'+0.24%,'0.86,'80.70,100.36%,0.24%,'6.46,0.24%,8.43%,'457,'+10.68%,证券
'342,SH600099.林海股份,'10.93,'+1.11%,'0.87,'111.30,155.78%,'-,'4.45,0.27%,4.07%,'24,'+24.53%,交运设备
'343,SH600369.西南证券,'4.85,'-0.61%,'0.87,'41.20,50.14%,1.98%,'1.25,1.75%,3.05%,'322,'+5.30%,证券
'344,SH600681.百川能源,'3.87,'+4.31%,'0.87,'14.51,21.14%,0.96%,'1.44,6.07%,9.94%,'52,'+15.32%,燃气
'345,SH603005.晶方科技,'32.93,'-0.15%,'0.87,'69.83,88.64%,0.63%,'4.81,0.26%,7.14%,'215,'+16.92%,半导体
'346,SZ002352.顺丰控股,'42.80,'-3.97%,'0.87,'19.43,26.03%,7.25%,'2.26,4.32%,12.07%,'2054,'+7.20%,物流行业
'347,SZ002909.集泰股份,'7.13,'+0.71%,'0.87,'300.00,345.18%,'-,'3.10,1.40%,0.57%,'28,'+45.99%,化学制品
'348,SZ300623.捷捷微电,'34.79,'+0.29%,'0.87,'57.22,67.41%,0.91%,'4.99,0.43%,10.40%,'289,'+2.36%,半导体
'349,SH603187.海容冷链,'15.19,'+1.27%,'0.88,'15.68,18.85%,1.50%,'1.41,3.29%,9.22%,'59,'+41.84%,通用设备
'350,SH603311.金海高科,'11.23,'+1.35%,'0.88,'29.56,50.82%,'-,'1.95,1.07%,6.86%,'26,'+13.70%,家电行业
'351,SH688508.芯朋微,'70.76,'-0.69%,'0.88,'58.84,109.70%,2.20%,'3.60,0.57%,6.31%,'93,'+65.95%,半导体
'352,SZ002396.星网锐捷,'35.74,'+8.07%,'0.88,'42.60,53.70%,7.75%,'3.10,0.70%,7.46%,'209,'+90.64%,通信设备
'353,SZ002560.通达股份,'8.13,'-0.37%,'0.88,'84.49,106.22%,'-,'1.64,1.23%,1.94%,'43,'+19.21%,电网设备
'354,SH600352.浙江龙盛,'10.46,'-0.95%,'0.89,'16.55,21.64%,6.92%,'0.99,4.30%,6.03%,'340,'+4.17%,化学制品
'355,SH601702.华峰铝业,'17.76,'-0.67%,'0.89,'14.42,16.70%,0.47%,'3.05,1.69%,23.02%,'177,'-1.22%,有色金属
'356,SH605499.东鹏饮料,'314.94,'+1.94%,'0.89,'41.24,47.94%,9.90%,'18.75,2.20%,50.26%,'1638,'+28.92%,食品饮料
'357,SZ002142.宁波银行,'28.52,'+1.06%,'0.89,'6.67,7.50%,3.77%,'0.77,3.16%,12.19%,'1883,'+21.23%,银行
'358,SZ002394.联发股份,'10.79,'+4.86%,'0.89,'10.38,17.86%,'-,'0.82,0.93%,8.21%,'35,'+45.28%,纺织服装
'359,SZ300206.理邦仪器,'13.15,'+3.54%,'0.89,'39.81,49.16%,6.38%,'3.73,1.57%,9.54%,'76,'+19.76%,医疗器械
'360,SH600236.桂冠电力,'6.33,'+0.16%,'0.90,'24.53,25.53%,0.16%,'2.48,3.24%,10.21%,'499,'-5.32%,电力行业
'361,SH600422.昆药集团,'14.26,'-0.42%,'0.90,'17.50,29.10%,1.26%,'2.07,2.10%,11.64%,'108,'-8.17%,中药
'362,SH601330.绿色动力,'6.99,'-0.57%,'0.90,'14.77,16.49%,1.07%,'1.19,4.29%,8.20%,'69,'+9.53%,环保行业
'363,SH603596.伯特利,'46.55,'-2.39%,'0.90,'22.17,26.23%,6.34%,'4.06,0.75%,19.77%,'282,'+5.11%,汽车零部件
'364,SH603909.建发合诚,'10.57,'-2.58%,'0.90,'25.84,30.83%,'-,'2.53,1.14%,10.14%,'28,'+16.93%,工程咨询服务
'365,SZ000603.盛达资源,'19.15,'+9.99%,'0.90,'34.99,57.49%,3.70%,'4.36,0.52%,12.18%,'132,'+60.75%,有色金属
