,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'1078,001207.联科科技,'23.72,'-1.21%,1.69%,1.56%,'15.79,'2.43,16.43%,'48.00,'+23.97%,橡胶制品
'1079,002463.沪电股份,'69.80,'+1.47%,0.72%,1.56%,'43.62,'10.54,27.40%,'1342.94,'+78.89%,电子元件
'1080,002930.宏川智慧,'12.13,'+2.97%,2.47%,1.56%,亏损,'2.21,0.52%,'55.49,'+9.93%,物流行业
'1081,300231.银信科技,'13.04,'-0.15%,0.77%,1.56%,亏损,'3.54,'-1.00%,'57.93,'+5.60%,互联网服务
'1082,603122.合富中国,'6.72,'+1.82%,1.93%,1.55%,亏损,'2.41,'-1.00%,'26.75,'-2.33%,医药商业
'1083,603898.好莱客,'10.83,'-0.55%,0.72%,1.55%,'94.36,'1.08,1.94%,'33.72,'+16.00%,装修建材
'1084,000799.酒鬼酒,'70.90,'+3.87%,0.85%,1.55%,亏损,'6.09,'-1.00%,'230.37,'+29.05%,酿酒行业
'1085,002140.东华科技,'10.04,'-0.20%,1.49%,1.55%,'16.32,'1.58,10.21%,'71.08,'+3.31%,工程建设
'1086,002422.科伦药业,'40.11,'+10.01%,1.90%,1.55%,'30.03,'2.71,9.29%,'640.98,'+35.75%,化学制药
'1087,002909.集泰股份,'7.13,'+0.71%,1.40%,1.55%,'300.00,'3.10,0.57%,'27.81,'+45.99%,化学制品
'1088,002941.新疆交建,'15.82,'+0.83%,0.89%,1.55%,'26.12,'2.92,14.33%,'108.50,'+43.57%,工程建设
'1089,300590.移为通信,'14.51,'-1.83%,1.52%,1.55%,'91.13,'3.72,5.07%,'66.73,'-4.41%,通信设备
'1090,301093.华兰股份,'37.16,'+9.55%,0.41%,1.55%,'124.15,'2.69,2.48%,'61.02,'+104.23%,医疗器械
'1091,301132.满坤科技,'38.21,'-2.18%,1.10%,1.55%,'49.81,'3.19,7.54%,'56.58,'+40.76%,电子元件
'1092,600477.杭萧钢构,'2.70,'+0.75%,2.59%,1.54%,亏损,'1.25,2.64%,'63.96,'+6.44%,水泥建材
'1093,601086.国芳集团,'12.49,'-0.64%,0.64%,1.54%,'157.31,'5.36,3.04%,'83.18,'+113.99%,商业百货
'1094,688408.中信博,'47.29,'+0.90%,2.11%,1.54%,'19.70,'2.39,15.14%,'103.60,'-32.91%,光伏设备
'1095,002361.神剑股份,'6.75,'-0.59%,0.74%,1.54%,'144.02,'2.85,1.76%,'64.19,'+24.83%,塑料制品
'1096,600236.桂冠电力,'6.33,'+0.16%,3.24%,1.53%,'22.93,'2.48,10.21%,'498.95,'-5.32%,电力行业
'1097,600406.国电南瑞,'21.60,'-0.69%,2.64%,1.53%,'22.92,'3.56,16.68%,'1734.93,'-12.69%,电网设备
'1098,600459.贵研铂业,'17.41,'+1.52%,1.38%,1.53%,'24.77,'1.78,8.22%,'132.28,'+28.81%,小金属
'1099,000600.建投能源,'7.58,'+4.70%,1.72%,1.53%,'14.18,'1.13,9.83%,'137.14,'+36.28%,电力行业
'1100,001322.箭牌家居,'8.58,'+0.47%,1.55%,1.53%,'277.64,'1.76,1.19%,'82.98,'+7.68%,装修建材
'1101,002311.海大集团,'60.77,'-1.19%,1.81%,1.53%,'19.59,'4.14,22.53%,'1011.06,'+26.24%,农牧饲渔
'1102,002461.珠江啤酒,'10.83,'+0.56%,1.57%,1.53%,'27.47,'2.23,8.81%,'239.70,'+11.15%,酿酒行业
'1103,301122.采纳股份,'21.94,'+0.09%,1.14%,1.53%,'204.67,'1.50,1.63%,'26.82,'+9.78%,医疗器械
'1104,301206.三元生物,'30.89,'+0.72%,4.53%,1.53%,'62.45,'1.45,2.50%,'62.50,'+22.94%,食品饮料
'1105,600104.上汽集团,'19.04,'+1.33%,0.47%,1.52%,亏损,'0.74,0.36%,'2188.70,'-7.83%,汽车整车
'1106,600493.凤竹纺织,'6.58,'+0.61%,0.89%,1.52%,亏损,'1.60,5.02%,'17.90,'+28.48%,纺织服装
'1107,601880.辽港股份,'1.67,'+0.60%,1.43%,1.52%,'28.39,'1.00,4.13%,'313.07,'-2.00%,航运港口
'1108,603383.顶点软件,'45.48,'-1.58%,1.76%,1.52%,'51.54,'6.64,14.33%,'93.41,'+23.20%,软件开发
'1109,688551.科威尔,'45.19,'+5.68%,0.89%,1.52%,'300.00,'2.95,2.95%,'37.99,'+63.64%,电源设备
'1110,000061.农产品,'8.35,'-4.79%,0.84%,1.52%,'46.16,'2.22,5.78%,'141.70,'+20.37%,贸易行业
'1111,000968.蓝焰控股,'7.01,'-0.28%,0.43%,1.52%,'16.80,'1.10,7.39%,'67.82,'+5.85%,燃气
'1112,002007.华兰生物,'17.18,'+0.47%,1.16%,1.52%,'28.48,'2.61,10.00%,'313.96,'+3.26%,生物制品
'1113,002294.信立泰,'53.54,'+6.34%,0.93%,1.52%,'102.32,'6.99,7.60%,'596.87,'+75.35%,化学制药
'1114,002539.云图控股,'11.40,'-1.04%,1.75%,1.52%,'17.86,'1.51,9.80%,'137.68,'+49.17%,化肥行业
'1115,300866.安克创新,'145.05,'+3.44%,1.44%,1.52%,'37.33,'8.51,27.84%,'777.70,'+50.83%,消费电子
'1116,600097.开创国际,'11.47,'+1.87%,0.70%,1.51%,'24.54,'1.20,5.15%,'27.64,'+14.01%,农牧饲渔
'1117,601208.东材科技,'18.47,'-7.09%,0.49%,1.51%,'105.80,'3.96,4.61%,'183.69,'+147.63%,塑料制品
'1118,603036.如通股份,'22.00,'+2.95%,0.91%,1.51%,'47.20,'3.38,8.36%,'45.32,'+31.71%,专用设备
'1119,000421.南京公用,'6.45,'+0.47%,0.93%,1.51%,'39.33,'1.36,3.54%,'37.05,'+0.52%,燃气
'1120,001318.阳光乳业,'15.04,'-0.40%,1.20%,1.51%,'35.38,'3.01,8.63%,'42.51,'+34.16%,食品饮料
'1121,002396.星网锐捷,'35.74,'+8.07%,0.70%,1.51%,'47.51,'3.10,7.46%,'209.33,'+90.64%,通信设备
'1122,002923.润都股份,'14.33,'+3.77%,1.05%,1.51%,亏损,'4.50,'-1.00%,'47.99,'+52.00%,化学制药
'1123,003025.思进智能,'14.19,'-0.63%,1.29%,1.51%,'31.39,'3.37,11.51%,'40.29,'+22.49%,通用设备
'1124,301389.隆扬电子,'74.55,'-2.29%,0.34%,1.51%,'216.04,'9.59,4.89%,'211.35,'+352.11%,电子元件
'1125,601199.江南水务,'5.96,0.00%,2.18%,1.50%,'14.18,'1.25,9.61%,'55.74,'+10.06%,公用事业
'1126,601211.国泰海通,'20.63,'-1.62%,1.74%,1.50%,'23.99,'1.13,9.70%,'2913.61,'+12.14%,证券
'1127,603488.展鹏科技,'8.54,'+1.43%,0.35%,1.50%,亏损,'2.64,'-1.00%,'24.94,'+9.90%,专用设备
'1128,000548.湖南投资,'5.47,'+0.55%,0.91%,1.50%,'50.09,'1.33,2.64%,'27.31,'+7.21%,铁路公路
'1129,001213.中铁特货,'4.24,0.00%,1.44%,1.50%,'36.55,'0.99,2.91%,'188.44,'+3.21%,物流行业
'1130,002046.国机精工,'33.10,'-0.84%,0.63%,1.50%,'79.85,'4.13,7.23%,'177.50,'+139.50%,通用设备
'1131,002810.山东赫达,'14.05,'+0.21%,1.07%,1.50%,'26.82,'2.10,9.42%,'48.91,'+10.65%,化学制品
'1132,002835.同为股份,'18.90,'+1.12%,1.69%,1.50%,'22.80,'3.46,17.14%,'41.48,'+0.13%,计算机设备
'1133,003033.征和工业,'45.39,'+0.76%,1.10%,1.50%,'27.22,'2.83,12.88%,'37.11,'+71.06%,汽车零部件
'1134,600050.中国联通,'5.70,0.00%,2.80%,1.49%,'24.68,'1.05,5.60%,'1782.07,'+8.60%,通信服务
'1135,603173.福斯达,'52.12,'-2.56%,0.96%,1.49%,'21.17,'4.63,24.73%,'83.39,'+129.35%,通用设备
'1136,000733.振华科技,'50.98,'+0.14%,0.35%,1.49%,'37.75,'1.89,5.91%,'282.52,'+21.36%,电子元件
'1137,002262.恩华药业,'25.02,'+1.13%,1.44%,1.49%,'21.02,'3.31,16.86%,'254.15,'+4.45%,化学制药
'1138,300403.汉宇集团,'15.71,'-1.13%,1.15%,1.49%,'40.37,'4.49,11.67%,'94.73,'+58.41%,家电行业
'1139,600114.东睦股份,'30.16,'-2.11%,0.97%,1.48%,'42.25,'6.61,17.09%,'190.43,'+89.30%,通用设备
'1140,603048.浙江黎明,'20.13,'+1.67%,1.74%,1.48%,'56.35,'2.33,4.50%,'29.57,'+38.02%,汽车零部件
'1141,603567.珍宝岛,'12.13,'+0.08%,1.24%,1.48%,亏损,'1.48,'-1.00%,'114.14,'+5.85%,中药
'1142,000963.华东医药,'45.45,'+2.60%,2.05%,1.48%,'22.85,'3.36,15.96%,'797.23,'+33.09%,化学制药
'1143,002244.滨江集团,'10.69,'+1.14%,0.77%,1.48%,'10.61,'1.13,11.59%,'332.61,'+25.22%,房地产开发
'1144,003039.顺控发展,'13.77,'+0.66%,1.53%,1.48%,'33.57,'3.12,10.15%,'85.03,'+6.92%,公用事业
'1145,300095.华伍股份,'10.13,'-1.27%,0.99%,1.48%,亏损,'2.59,'-1.00%,'42.56,'+50.89%,通用设备
'1146,300196.长海股份,'16.50,'-1.61%,1.21%,1.48%,'22.01,'1.43,7.07%,'67.44,'+54.10%,玻璃玻纤
'1147,300421.力星股份,'15.39,'-1.35%,0.78%,1.48%,'80.89,'3.60,4.54%,'45.25,'+38.63%,通用设备
'1148,301303.真兰仪表,'17.09,'-1.61%,2.05%,1.48%,'27.29,'2.11,10.56%,'69.86,'+13.59%,仪器仪表
'1149,301339.通行宝,'17.49,'-0.23%,1.31%,1.48%,'48.40,'3.75,7.93%,'101.50,'+22.07%,软件开发
'1150,688633.星球石墨,'26.31,'+0.84%,1.33%,1.47%,'33.87,'2.29,8.34%,'37.83,'-3.72%,专用设备
'1151,002017.东信和平,'30.10,'+5.76%,0.54%,1.47%,'100.96,'10.05,11.29%,'174.71,'+194.30%,通信设备
'1152,300697.电工合金,'15.97,'+4.65%,0.87%,1.47%,'47.97,'5.95,13.09%,'69.09,'+66.58%,有色金属
'1153,301058.中粮科工,'11.87,0.00%,1.26%,1.47%,'27.10,'2.83,11.37%,'60.81,'+14.02%,工程建设
'1154,600535.天士力,'16.51,'-0.06%,3.21%,1.46%,'26.21,'1.99,8.58%,'246.65,'+15.72%,中药
'1155,603530.神马电力,'29.25,'-0.34%,1.57%,1.46%,'39.17,'7.22,19.70%,'126.27,'+20.41%,电网设备
'1156,000807.云铝股份,'19.41,'+0.10%,2.11%,1.46%,'14.55,'2.19,16.03%,'673.13,'+45.14%,有色金属
'1157,003020.立方制药,'36.43,'+9.99%,1.38%,1.46%,'48.54,'3.92,10.02%,'69.28,'+106.73%,化学制药
'1158,300708.聚灿光电,'9.44,'+3.06%,1.18%,1.46%,'47.22,'3.33,7.41%,'91.73,'+9.25%,光学光电子
'1159,301185.鸥玛软件,'20.36,'-0.15%,1.47%,1.46%,'47.36,'2.94,6.80%,'31.24,'+21.12%,软件开发
'1160,600833.第一医药,'14.59,'+10.03%,1.51%,1.45%,'300.00,'2.94,4.32%,'32.55,'+9.91%,医药商业
'1161,603351.威尔药业,'29.23,'+0.76%,1.37%,1.45%,'28.54,'2.30,8.39%,'39.59,'+20.70%,化学制药
'1162,605389.长龄液压,'46.42,'+2.54%,1.40%,1.45%,'78.04,'3.15,4.47%,'66.89,'+75.91%,工程机械
'1163,688330.宏力达,'33.50,'+5.74%,1.01%,1.45%,'26.35,'1.23,6.02%,'46.90,'+29.28%,电网设备
'1164,688337.普源精电,'39.90,'+0.63%,1.00%,1.45%,'117.30,'2.49,3.42%,'77.45,'+3.51%,仪器仪表
'1165,000878.云南铜业,'15.23,'+2.49%,1.77%,1.45%,'23.65,'1.99,10.22%,'305.15,'+27.51%,有色金属
'1166,002317.众生药业,'21.99,'+2.90%,0.91%,1.45%,亏损,'4.73,'-1.00%,'186.90,'+83.91%,中药
'1167,002803.吉宏股份,'17.56,'-2.06%,1.92%,1.45%,'37.84,'3.01,9.48%,'67.57,'+39.97%,文化传媒
'1168,300041.回天新材,'11.05,'+3.37%,1.36%,1.45%,'81.51,'2.15,3.72%,'61.82,'+22.12%,化学制品
'1169,601377.兴业证券,'6.70,'-1.62%,1.94%,1.44%,'24.09,'0.95,4.35%,'578.61,'+8.62%,证券
'1170,601808.中海油服,'14.06,'+0.36%,1.64%,1.44%,'18.82,'1.50,8.07%,'416.24,'-6.23%,采掘行业
'1171,603529.爱玛科技,'36.06,'-1.74%,2.54%,1.44%,'15.06,'3.21,24.87%,'313.38,'-10.63%,交运设备
'1172,603677.奇精机械,'19.81,'-0.70%,1.26%,1.44%,'61.23,'3.31,5.75%,'38.15,'+48.84%,家电行业
'1173,688232.新点软件,'30.12,'+0.74%,1.20%,1.44%,'115.93,'1.86,3.09%,'99.40,'+5.10%,软件开发
'1174,000501.武商集团,'11.10,'+3.35%,2.70%,1.44%,'52.14,'0.77,2.05%,'85.36,'+8.48%,商业百货
'1175,000726.鲁泰Ａ,'6.91,'-1.99%,3.62%,1.44%,'12.71,'0.58,6.32%,'40.85,'+7.73%,纺织服装
'1176,000919.金陵药业,'7.16,'+0.70%,1.40%,1.44%,'114.01,'1.18,0.98%,'44.66,'+10.40%,中药
'1177,300583.赛托生物,'16.55,'+2.10%,0.06%,1.44%,亏损,'1.76,'-1.00%,'31.40,'-15.29%,化学制药
'1178,300882.万胜智能,'18.21,'-0.49%,0.27%,1.44%,'43.68,'4.19,10.97%,'52.12,'+13.63%,电网设备
'1179,301379.天山电子,'26.44,'-0.41%,1.08%,1.44%,'34.56,'3.81,11.91%,'52.24,'+84.88%,光学光电子
'1180,301439.泓淋电力,'15.99,'-1.84%,1.88%,1.44%,'35.63,'2.14,6.61%,'62.22,'+17.87%,电网设备
'1181,603896.寿仙谷,'21.56,'+0.51%,1.25%,1.43%,'45.68,'1.85,6.17%,'42.74,'+2.88%,中药
'1182,603917.合力科技,'13.38,'+0.83%,1.12%,1.43%,亏损,'1.64,'-1.00%,'27.27,'+15.18%,汽车零部件
'1183,688063.派能科技,'55.80,'+4.09%,0.81%,1.43%,亏损,'1.51,0.38%,'136.91,'+40.75%,电池
'1184,688093.世华科技,'40.50,'-1.82%,1.28%,1.43%,'30.15,'5.04,18.52%,'106.37,'+101.91%,电子元件
'1185,688533.上声电子,'30.93,'+5.13%,1.45%,1.43%,'28.13,'3.10,13.91%,'50.37,'-9.54%,汽车零部件
'1186,002223.鱼跃医疗,'37.96,'+1.39%,2.11%,1.43%,'28.35,'2.86,14.87%,'380.54,'+5.17%,医疗器械
'1187,300705.九典制药,'18.90,'+2.00%,1.64%,1.43%,'18.83,'3.65,21.80%,'94.54,'+7.39%,化学制药
'1188,300837.浙矿股份,'24.90,'+2.81%,1.20%,1.43%,'86.44,'1.76,2.33%,'24.90,'+25.24%,专用设备
'1189,600030.中信证券,'31.17,'-0.98%,1.67%,1.42%,'18.77,'1.51,8.50%,'3802.89,'+7.79%,证券
'1190,601702.华峰铝业,'17.76,'-0.67%,1.69%,1.42%,'14.89,'3.05,23.02%,'177.34,'-1.22%,有色金属
'1191,601858.中国科传,'21.59,'+0.28%,1.27%,1.42%,'34.45,'3.06,8.89%,'170.67,'+7.38%,文化传媒
'1192,603214.爱婴室,'19.28,'+0.57%,1.88%,1.42%,'34.06,'2.29,9.75%,'26.71,'-13.47%,商业百货
'1193,603337.杰克股份,'48.01,'-3.46%,1.68%,1.42%,'28.06,'4.89,19.37%,'228.73,'+59.63%,专用设备
'1194,603650.彤程新材,'37.95,'+3.92%,1.98%,1.42%,'44.22,'6.87,16.98%,'227.30,'+10.18%,橡胶制品
'1195,603680.今创集团,'13.37,'-1.18%,1.12%,1.42%,'17.62,'1.88,9.74%,'104.78,'+63.26%,交运设备
'1196,603989.艾华集团,'19.26,'+5.59%,0.78%,1.42%,'34.28,'2.05,6.57%,'77.26,'+28.99%,电子元件
'1197,003038.鑫铂股份,'17.67,'-0.62%,1.13%,1.42%,'172.37,'1.43,1.74%,'43.06,'+7.85%,有色金属
'1198,301234.五洲医疗,'43.30,'-2.48%,0.69%,1.42%,'114.17,'3.91,3.84%,'29.44,'+74.00%,医疗器械
'1199,301256.华融化学,'10.75,'+0.09%,1.58%,1.42%,'113.43,'3.02,5.25%,'51.60,'+42.82%,化学原料
'1200,301299.卓创资讯,'64.87,'-0.03%,2.15%,1.42%,'66.27,'6.57,10.92%,'39.17,'+12.61%,互联网服务
'1201,600522.中天科技,'16.15,'-0.55%,1.86%,1.41%,'20.52,'1.55,8.48%,'551.19,'+15.18%,通信设备
'1202,600528.中铁工业,'8.50,'-0.35%,1.22%,1.41%,'13.54,'0.70,5.77%,'188.83,'+6.70%,交运设备
'1203,603153.上海建科,'19.19,'+1.32%,1.33%,1.41%,'38.67,'2.23,8.33%,'78.65,'-6.34%,工程咨询服务
'1204,603767.中马传动,'29.25,'+1.28%,0.68%,1.41%,'300.00,'6.56,0.40%,'90.27,'+151.56%,汽车零部件
'1205,605108.同庆楼,'21.61,'+2.42%,0.56%,1.41%,'65.96,'2.44,3.94%,'56.19,'-11.28%,旅游酒店
'1206,605318.法狮龙,'32.59,'-0.40%,0.92%,1.41%,亏损,'6.40,'-1.00%,'40.98,'+59.97%,装修装饰
'1207,688003.天准科技,'58.95,'+0.12%,0.85%,1.41%,'109.23,'6.17,7.55%,'114.44,'+37.71%,通用设备
'1208,002983.芯瑞达,'22.34,'-1.84%,1.12%,1.41%,'41.06,'3.57,9.84%,'49.92,'+15.11%,光学光电子
'1209,300632.光莆股份,'13.20,'+0.99%,2.27%,1.41%,'300.00,'2.28,1.50%,'40.28,'+19.91%,光学光电子
'1210,300919.中伟股份,'37.90,'+1.31%,1.69%,1.41%,'30.44,'1.75,6.63%,'355.51,'+6.11%,电池
'1211,300939.秋田微,'38.41,'+2.59%,1.04%,1.41%,'61.94,'3.35,6.46%,'46.09,'+18.79%,光学光电子
'1212,300962.中金辐照,'17.84,'-0.61%,0.82%,1.41%,'49.18,'4.83,11.70%,'47.10,'+7.54%,专业服务
'1213,600063.皖维高新,'5.40,'+4.85%,1.11%,1.40%,'25.29,'1.34,6.03%,'113.65,'+36.87%,化纤行业
'1214,600456.宝钛股份,'33.05,'+0.36%,1.18%,1.40%,'48.45,'2.26,5.51%,'157.91,'+17.60%,小金属
'1215,603416.信捷电气,'58.88,'-0.44%,1.48%,1.40%,'44.64,'3.46,9.41%,'92.52,'+42.78%,专用设备
'1216,603727.博迈科,'14.13,0.00%,1.77%,1.40%,'118.56,'1.26,1.56%,'39.81,'+25.30%,采掘行业
'1217,688075.安旭生物,'40.46,'+0.60%,2.97%,1.40%,'120.70,'1.00,2.64%,'51.42,'+11.89%,医疗器械
'1218,688139.海尔生物,'32.98,'-0.06%,1.43%,1.40%,'44.90,'2.43,6.42%,'104.86,'-4.90%,医疗器械
'1219,688677.海泰新光,'44.07,'+1.05%,1.36%,1.40%,'38.58,'4.20,11.00%,'52.83,'+18.73%,医疗器械
'1220,300296.利亚德,'7.41,'+2.07%,1.35%,1.40%,亏损,'2.52,'-1.00%,'200.96,'+16.98%,光学光电子
'1221,300358.楚天科技,'8.56,'+2.03%,1.17%,1.40%,亏损,'1.15,'-1.00%,'50.53,'+24.78%,医疗器械
'1222,300575.中旗股份,'6.54,'+1.87%,0.74%,1.40%,亏损,'1.53,'-1.00%,'31.20,'+8.64%,农药兽药
'1223,301196.唯科科技,'101.00,'-2.02%,1.09%,1.40%,'55.83,'3.83,7.99%,'126.51,'+209.50%,塑料制品
'1224,600262.北方股份,'24.40,'+6.18%,1.30%,1.39%,'22.06,'2.47,12.75%,'41.48,'+35.15%,专用设备
'1225,603041.美思德,'12.73,'-0.47%,0.94%,1.39%,'74.11,'1.56,2.69%,'23.31,'+20.26%,化学制品
'1226,000728.国元证券,'9.14,'-1.08%,1.75%,1.39%,'15.08,'1.05,7.20%,'398.85,'+11.56%,证券
'1227,001316.润贝航科,'34.52,'+0.49%,0.76%,1.39%,'34.01,'3.21,10.15%,'39.74,'+68.01%,贸易行业
'1228,002423.中粮资本,'14.02,'-1.89%,1.13%,1.39%,'36.76,'1.48,4.09%,'323.04,'+5.97%,多元金融
'1229,002962.五方光电,'15.88,'+0.06%,1.26%,1.39%,'106.62,'2.63,2.91%,'46.32,'-7.41%,光学光电子
'1230,300470.中密控股,'39.26,'+0.93%,2.55%,1.39%,'21.52,'2.93,15.23%,'81.65,'+5.58%,通用设备
'1231,300515.三德科技,'21.90,'+1.29%,1.37%,1.39%,'29.63,'5.57,21.45%,'45.06,'+86.36%,仪器仪表
'1232,300932.三友联众,'12.08,'+0.92%,1.29%,1.39%,'65.06,'2.23,3.80%,'38.67,'+17.45%,电网设备
'1233,600113.浙江东日,'60.10,'+1.64%,0.20%,1.38%,'211.95,'10.34,5.96%,'253.13,'+335.57%,综合行业
'1234,600529.山东药玻,'22.21,'-0.22%,2.79%,1.38%,'18.35,'1.81,10.55%,'147.39,'-12.57%,医疗器械
'1235,600577.精达股份,'8.91,'-3.78%,1.00%,1.38%,'36.17,'3.22,10.29%,'191.49,'+23.07%,电网设备
'1236,601007.金陵饭店,'8.07,'+3.07%,0.87%,1.38%,'91.64,'2.01,2.13%,'31.47,'+16.16%,旅游酒店
'1237,603332.苏州龙杰,'15.93,'-1.06%,1.38%,1.38%,'79.68,'2.75,4.86%,'34.46,'+87.09%,化纤行业
'1238,603823.百合花,'15.08,'+2.31%,0.99%,1.38%,'38.86,'2.62,7.57%,'62.79,'+64.25%,化学制品
'1239,688253.英诺特,'31.50,'+0.54%,1.78%,1.38%,'31.27,'2.13,8.26%,'42.98,'-11.53%,生物制品
'1240,002242.九阳股份,'9.71,'-3.77%,1.55%,1.38%,'78.55,'2.13,1.98%,'74.09,'-4.82%,家电行业
'1241,002438.江苏神通,'13.51,'-1.17%,1.30%,1.38%,'23.94,'1.91,8.71%,'68.57,'+12.35%,通用设备
'1242,300439.美康生物,'11.00,'+0.64%,1.23%,1.38%,'42.23,'1.43,4.71%,'42.28,'+6.69%,医疗器械
'1243,603345.安井食品,'74.88,'+0.78%,4.47%,1.37%,'20.96,'1.87,10.35%,'219.62,'-5.72%,食品饮料
'1244,002906.华阳集团,'31.65,'-0.57%,1.52%,1.37%,'24.52,'2.53,11.17%,'166.14,'+4.49%,汽车零部件
'1245,300664.鹏鹞环保,'5.54,'+0.54%,1.99%,1.37%,'49.50,'0.95,4.21%,'41.90,'-4.96%,环保行业
'1246,600309.万华化学,'69.02,'+0.61%,1.82%,1.36%,'18.78,'2.17,11.48%,'2160.65,'-1.98%,化学制品
'1247,600754.锦江酒店,'23.04,'-0.82%,2.17%,1.36%,'43.95,'1.59,2.67%,'209.99,'-12.75%,旅游酒店
'1248,600794.保税科技,'4.54,'+1.57%,1.55%,1.36%,'60.01,'2.08,4.52%,'54.49,'+25.86%,物流行业
'1249,688348.昱能科技,'50.44,'+2.77%,0.79%,1.36%,'88.27,'2.14,3.60%,'78.83,'+4.32%,光伏设备
'1250,000969.安泰科技,'14.48,'-0.07%,1.38%,1.36%,'58.54,'2.74,5.10%,'152.14,'+31.88%,通用设备
'1251,300171.东富龙,'14.56,'+0.83%,0.52%,1.36%,'271.16,'1.43,1.62%,'111.50,'+10.34%,医疗器械
'1252,300259.新天科技,'3.91,'+1.29%,1.79%,1.36%,'28.95,'1.55,7.41%,'45.74,'+13.26%,仪器仪表
'1253,301010.晶雪节能,'19.53,'+2.25%,1.02%,1.36%,'99.04,'2.55,2.90%,'21.09,'-16.21%,装修建材
'1254,603010.万盛股份,'10.42,'+0.58%,0.77%,1.35%,'204.84,'1.70,1.44%,'61.43,'+2.28%,化学制品
'1255,300274.阳光电源,'99.20,'-0.67%,1.09%,1.35%,'15.46,'4.83,37.35%,'2056.63,'+36.64%,光伏设备
'1256,301138.华研精机,'42.56,'+1.82%,0.23%,1.35%,'52.51,'4.48,9.53%,'51.07,'+59.97%,专用设备
'1257,600979.广安爱众,'5.45,'+3.61%,1.05%,1.34%,'47.63,'1.51,4.27%,'68.76,'+19.34%,电力行业
'1258,601058.赛轮轮胎,'14.43,'+1.83%,2.63%,1.34%,'12.60,'2.31,19.50%,'474.47,'+2.61%,橡胶制品
'1259,601607.上海医药,'18.49,'-0.96%,2.00%,1.34%,'19.82,'0.91,8.37%,'515.74,'-10.60%,医药商业
'1260,603280.南方路机,'42.92,'-2.01%,0.61%,1.34%,'76.74,'3.48,6.10%,'46.53,'+107.72%,专用设备
'1261,603708.家家悦,'11.29,'+0.89%,1.68%,1.34%,'50.36,'2.90,5.80%,'72.07,'-0.13%,商业百货
'1262,688665.四方光电,'62.42,'+2.97%,0.56%,1.34%,'44.09,'5.77,15.25%,'62.77,'+93.20%,仪器仪表
'1263,001696.宗申动力,'26.02,'+1.09%,0.77%,1.34%,'45.05,'5.69,13.63%,'297.94,'+5.49%,交运设备
'1264,002492.恒基达鑫,'7.25,'+3.57%,0.28%,1.34%,'51.04,'1.71,4.17%,'29.36,'+51.27%,物流行业
'1265,300130.新国都,'31.93,'-0.31%,1.25%,1.34%,'53.64,'4.15,1.39%,'181.14,'+48.19%,计算机设备
'1266,301135.瑞德智能,'29.93,'+0.13%,1.00%,1.34%,'77.17,'2.44,3.22%,'30.51,'+29.99%,消费电子
'1267,301331.恩威医药,'35.64,'-0.83%,0.51%,1.34%,'66.88,'3.39,5.52%,'36.67,'+55.32%,中药
'1268,603090.宏盛股份,'36.14,'+3.88%,0.83%,1.33%,'56.91,'6.08,11.15%,'36.14,'+109.06%,通用设备
'1269,688218.江苏北人,'28.53,'+0.39%,0.67%,1.33%,'300.00,'3.76,0.42%,'33.84,'+38.95%,专用设备
'1270,688575.亚辉龙,'15.29,'+0.20%,1.37%,1.33%,'49.54,'3.27,5.88%,'87.22,'-1.83%,医疗器械
'1271,688786.悦安新材,'27.34,'+2.86%,0.76%,1.33%,'57.69,'5.46,10.17%,'39.31,'+34.46%,有色金属
'1272,002534.西子洁能,'13.61,'-2.44%,1.48%,1.33%,'56.00,'2.39,5.90%,'100.06,'+24.65%,电源设备
'1273,300595.欧普康视,'18.54,'+2.71%,1.21%,1.33%,'39.12,'3.50,10.81%,'166.15,'-0.70%,医疗器械
'1274,300674.宇信科技,'27.94,'+2.34%,0.93%,1.33%,'46.77,'4.52,10.42%,'196.71,'+44.70%,互联网服务
'1275,300905.宝丽迪,'32.92,'-0.99%,0.91%,1.33%,'51.25,'3.11,6.67%,'58.56,'+27.79%,塑料制品
'1276,301158.德石股份,'19.33,'+2.38%,1.60%,1.33%,'28.28,'2.17,8.37%,'29.07,'+39.41%,专用设备
'1277,301373.凌玮科技,'34.53,'-1.06%,1.45%,1.33%,'30.82,'2.32,8.85%,'37.46,'+38.45%,化学制品
'1278,600085.同仁堂,'36.08,'+1.12%,2.77%,1.32%,'34.56,'3.68,10.84%,'494.83,'-9.88%,中药
'1279,603819.神力股份,'12.39,'+1.47%,0.16%,1.32%,'152.41,'3.40,3.70%,'26.98,'+0.72%,电机
'1280,605118.力鼎光电,'33.59,'+8.25%,1.19%,1.32%,'65.85,'9.11,15.32%,'137.95,'+91.70%,光学光电子
'1281,688289.圣湘生物,'21.35,'+0.90%,2.47%,1.32%,'57.01,'1.71,3.86%,'123.70,'-4.65%,医疗器械
'1282,002320.海峡股份,'8.31,'-0.60%,0.48%,1.32%,'126.04,'4.72,3.51%,'185.66,'+27.73%,航运港口
'1283,002608.江苏国信,'7.69,'-0.90%,1.30%,1.32%,'8.87,'0.85,10.19%,'290.53,'+1.61%,电力行业
'1284,300138.晨光生物,'13.85,'-3.62%,0.94%,1.32%,'45.00,'2.05,6.47%,'66.91,'+60.71%,农牧饲渔
