,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'869,605007.五洲特纸,'12.26,'+0.08%,2.04%,1.89%,'26.88,'1.66,8.23%,'58.47,'-1.98%,造纸印刷
'870,688588.凌志软件,'20.03,'-3.28%,1.00%,1.89%,'36.24,'6.45,18.91%,'80.12,'+47.04%,软件开发
'871,001234.泰慕士,'23.97,'+2.31%,2.09%,1.89%,'70.04,'2.90,5.25%,'26.23,'+44.97%,纺织服装
'872,002179.中航光电,'42.68,'+1.98%,1.87%,1.89%,'29.61,'3.86,13.95%,'904.08,'+10.88%,电子元件
'873,301283.聚胶股份,'44.98,'-1.53%,2.22%,1.89%,'39.86,'2.27,6.55%,'36.17,'+81.19%,化学制品
'874,600211.西藏药业,'48.39,'+4.56%,3.87%,1.88%,'17.76,'3.75,25.03%,'155.97,'+37.14%,生物制品
'875,600993.马应龙,'27.65,'-1.32%,2.24%,1.88%,'22.75,'2.88,13.99%,'119.19,'+8.23%,中药
'876,688056.莱伯泰科,'36.59,'-1.80%,1.97%,1.88%,'87.28,'3.10,4.54%,'24.68,'+27.81%,仪器仪表
'877,000776.广发证券,'21.67,'-0.96%,2.31%,1.88%,'15.18,'1.09,8.05%,'1279.41,'+36.82%,证券
'878,002249.大洋电机,'8.14,'-1.57%,2.33%,1.88%,'21.81,'2.09,11.35%,'198.81,'+41.45%,电机
'879,301187.欧圣电气,'30.56,'-2.83%,2.74%,1.88%,'30.06,'5.17,18.66%,'77.91,'+27.78%,家电行业
'880,600469.风神股份,'6.16,'-0.16%,2.60%,1.87%,'39.43,'1.32,4.56%,'44.93,'+0.72%,橡胶制品
'881,603016.新宏泰,'26.76,'+0.04%,1.77%,1.87%,'63.89,'4.89,8.28%,'39.65,'-27.09%,电网设备
'882,603129.春风动力,'272.00,'+1.99%,1.42%,1.87%,'24.34,'6.13,28.91%,'415.01,'+76.96%,交运设备
'883,603839.安正时尚,'7.84,'+1.16%,1.28%,1.87%,亏损,'1.65,'-1.00%,'30.50,'+43.96%,纺织服装
'884,002550.千红制药,'10.64,'+2.80%,1.13%,1.87%,'47.24,'5.19,17.35%,'136.17,'+74.51%,化学制药
'885,002641.公元股份,'4.15,0.00%,1.20%,1.87%,'108.88,'0.94,2.03%,'51.01,'-4.55%,装修建材
'886,300869.康泰医学,'17.30,'+0.29%,1.45%,1.87%,亏损,'3.92,'-1.00%,'69.51,'+26.27%,医疗器械
'887,600025.华能水电,'9.07,'-0.55%,2.21%,1.86%,'18.64,'2.19,12.25%,'1632.60,'-2.69%,电力行业
'888,603686.福龙马,'18.50,'-0.38%,0.85%,1.86%,'61.20,'2.28,4.34%,'76.85,'+79.87%,环保行业
'889,688569.铁科轨道,'22.65,'+0.85%,1.55%,1.86%,'29.38,'1.68,5.93%,'47.72,'+8.51%,交运设备
'890,001319.铭科精技,'27.73,'-1.95%,1.41%,1.86%,'33.49,'3.02,9.83%,'39.21,'+11.97%,汽车零部件
'891,002398.垒知集团,'5.24,'+0.38%,1.53%,1.86%,'159.81,'1.01,1.18%,'36.58,'+21.29%,装修建材
'892,002734.利民股份,'20.12,'+1.36%,1.81%,1.86%,'31.75,'2.55,10.41%,'88.74,'+156.10%,农药兽药
'893,002773.康弘药业,'41.86,'+3.97%,1.43%,1.86%,'31.41,'4.35,14.44%,'385.66,'+117.86%,化学制药
'894,300856.科思股份,'14.60,'-0.61%,4.40%,1.86%,'37.56,'2.52,7.41%,'69.45,'-19.09%,美容护理
'895,603489.八方股份,'26.72,'-4.78%,0.37%,1.85%,'300.00,'2.36,1.71%,'62.69,'+12.60%,电机
'896,605100.华丰股份,'28.18,'+0.04%,1.42%,1.85%,'141.03,'2.65,2.17%,'48.22,'+90.02%,通用设备
'897,000999.华润三九,'30.15,'-0.92%,3.37%,1.85%,'20.08,'2.36,13.49%,'503.38,'-10.94%,中药
'898,600332.白云山,'26.61,'+0.23%,3.01%,1.84%,'19.48,'1.15,7.57%,'374.11,'-4.93%,中药
'899,603867.新化股份,'29.68,'+0.95%,1.52%,1.84%,'25.77,'2.31,9.71%,'57.22,'+23.92%,化学制品
'900,688273.麦澜德,'42.00,'+0.10%,1.90%,1.84%,'54.78,'3.14,6.93%,'42.00,'+82.24%,医疗器械
'901,001338.永顺泰,'12.02,'-0.41%,2.50%,1.84%,'20.43,'1.66,8.45%,'60.31,'+13.27%,农牧饲渔
'902,002688.金河生物,'7.53,'+6.06%,1.33%,1.84%,'45.75,'2.50,6.48%,'58.10,'+71.07%,农药兽药
'903,300389.艾比森,'18.05,'+14.38%,0.83%,1.84%,'52.49,'4.27,9.58%,'66.62,'+53.75%,光学光电子
'904,600787.中储股份,'6.25,'-0.32%,1.12%,1.83%,亏损,'0.98,3.19%,'135.63,'-0.91%,物流行业
'905,603060.国检集团,'6.87,'-0.87%,1.66%,1.83%,'41.79,'2.77,9.54%,'55.23,'-4.30%,专业服务
'906,000028.国药一致,'25.83,'+0.12%,1.42%,1.83%,'28.04,'0.79,3.15%,'125.33,'-10.38%,医药商业
'907,001268.联合精密,'35.33,'+0.91%,1.27%,1.83%,'41.69,'3.74,8.89%,'38.13,'+106.46%,通用设备
'908,002643.万润股份,'13.42,'-1.54%,0.75%,1.83%,'57.47,'1.73,3.53%,'123.86,'+12.85%,电子化学品
'909,002727.一心堂,'14.94,'+1.70%,2.01%,1.83%,'44.77,'1.18,1.08%,'87.49,'+16.67%,医药商业
'910,601609.金田股份,'12.12,'-0.98%,0.78%,1.82%,'43.59,'2.40,8.46%,'209.51,'+108.63%,有色金属
'911,603239.浙江仙通,'15.13,'-0.20%,1.39%,1.82%,'22.54,'3.39,16.37%,'40.96,'+14.15%,汽车零部件
'912,603568.伟明环保,'19.35,'+0.42%,2.48%,1.82%,'12.51,'2.37,20.91%,'329.83,'-8.32%,环保行业
'913,603719.良品铺子,'13.62,'+3.10%,3.66%,1.82%,亏损,'2.66,'-1.00%,'54.62,'-2.32%,食品饮料
'914,300105.龙源技术,'7.43,'-1.06%,1.35%,1.82%,'51.56,'2.00,4.30%,'38.33,'-1.25%,电源设备
'915,300160.秀强股份,'6.10,'+0.16%,1.64%,1.82%,'22.12,'1.83,9.19%,'47.15,'+14.20%,家电行业
'916,300481.濮阳惠成,'14.83,0.00%,2.72%,1.82%,'31.30,'1.79,6.19%,'43.28,'+1.55%,电子化学品
'917,300908.仲景食品,'32.26,'+1.86%,3.10%,1.82%,'28.15,'2.76,10.38%,'47.10,'+7.74%,食品饮料
'918,301107.瑜欣电子,'30.88,'-1.37%,1.62%,1.82%,'45.64,'3.41,8.57%,'31.63,'+71.59%,通用设备
'919,301330.熵基科技,'34.68,'-1.34%,1.20%,1.82%,'44.71,'2.43,6.03%,'81.62,'+57.31%,软件开发
'920,600449.宁夏建材,'13.81,'-0.22%,1.52%,1.81%,'29.87,'0.91,4.10%,'66.04,'-6.65%,水泥建材
'921,001230.劲旅环境,'24.09,'-2.35%,1.33%,1.81%,'21.90,'1.71,8.21%,'32.16,'+47.47%,环保行业
'922,002448.中原内配,'10.83,'+1.69%,1.20%,1.81%,'24.37,'1.75,7.35%,'63.72,'+75.71%,汽车零部件
'923,002555.三七互娱,'19.65,'-0.20%,5.09%,1.81%,'16.08,'3.34,21.90%,'434.70,'+30.63%,游戏
'924,600785.新华百货,'13.04,'+1.32%,1.92%,1.80%,'33.26,'1.29,5.92%,'29.42,'+1.99%,商业百货
'925,688468.科美诊断,'8.24,'+0.98%,1.52%,1.80%,'71.27,'2.38,5.42%,'33.05,'+22.32%,医疗器械
'926,002001.新和成,'24.83,'-0.28%,2.82%,1.80%,'10.38,'2.50,25.89%,'763.13,'+16.62%,化学制药
'927,002698.博实股份,'16.57,'-1.78%,1.51%,1.80%,'34.11,'4.42,14.43%,'169.44,'-0.89%,专用设备
'928,300699.光威复材,'31.73,'-0.72%,1.58%,1.80%,'44.75,'4.91,11.63%,'263.79,'-6.94%,化学制品
'929,600061.国投资本,'8.19,'-1.80%,1.55%,1.79%,'17.12,'0.94,5.73%,'523.67,'+10.74%,证券
'930,600835.上海机电,'28.88,'-2.92%,1.45%,1.79%,'42.98,'2.11,6.56%,'232.92,'+62.97%,专用设备
'931,603848.好太太,'23.90,'-0.95%,0.84%,1.79%,'52.46,'3.93,8.01%,'96.18,'+47.10%,家用轻工
'932,605009.豪悦护理,'36.35,'-10.00%,3.36%,1.79%,'23.66,'2.35,10.35%,'78.18,'+28.60%,美容护理
'933,300316.晶盛机电,'30.46,'+0.96%,1.31%,1.79%,'44.31,'2.33,6.32%,'398.88,'-3.13%,光伏设备
'934,301006.迈拓股份,'16.68,'+1.58%,1.20%,1.79%,'28.69,'1.85,6.72%,'23.23,'+28.15%,仪器仪表
'935,301103.何氏眼科,'22.59,'+2.17%,0.66%,1.79%,亏损,'1.88,'-1.00%,'35.70,'+13.07%,医疗服务
'936,301179.泽宇智能,'16.88,'+2.06%,2.37%,1.79%,'76.14,'2.89,6.42%,'67.81,'+10.43%,软件开发
'937,301301.川宁生物,'11.92,'+0.68%,2.26%,1.79%,'24.40,'3.42,14.49%,'265.83,'+2.65%,生物制品
'938,603112.华翔股份,'17.61,'+0.34%,2.21%,1.78%,'20.69,'2.25,15.00%,'94.95,'+41.86%,家电行业
'939,603607.京华激光,'27.46,'+0.22%,2.55%,1.78%,'53.27,'4.98,11.33%,'49.02,'+71.88%,造纸印刷
'940,002152.广电运通,'14.97,'+4.47%,1.34%,1.78%,'51.72,'2.96,7.17%,'371.76,'+30.56%,计算机设备
'941,002462.嘉事堂,'14.25,'+0.21%,1.19%,1.78%,'59.64,'0.95,2.29%,'41.57,'+11.70%,医药商业
'942,002635.安洁科技,'14.95,'+0.47%,1.34%,1.78%,'93.35,'1.71,2.59%,'98.62,'-4.70%,消费电子
'943,300382.斯莱克,'14.53,'-0.34%,0.67%,1.78%,亏损,'4.16,'-1.00%,'94.21,'+35.29%,专用设备
'944,603020.爱普股份,'10.42,'-4.14%,1.73%,1.77%,'65.05,'1.22,5.59%,'39.93,'+37.24%,食品饮料
'945,605155.西大门,'14.67,'+4.12%,1.71%,1.77%,'24.43,'2.17,9.85%,'28.06,'+48.92%,家用轻工
'946,605555.德昌股份,'17.27,'-1.82%,1.56%,1.77%,'28.19,'2.81,10.88%,'83.60,'+5.52%,家电行业
'947,688005.容百科技,'25.38,'+2.63%,1.46%,1.77%,'107.61,'2.18,2.60%,'181.40,'+21.43%,电池
'948,000153.丰原药业,'6.81,'+1.04%,1.47%,1.77%,'37.38,'1.51,6.77%,'31.65,'+12.93%,化学制药
'949,300144.宋城演艺,'8.88,'+1.49%,2.25%,1.77%,'26.80,'2.91,11.54%,'232.89,'-2.16%,旅游酒店
'950,300224.正海磁材,'18.65,'-2.56%,1.02%,1.77%,'300.00,'4.22,1.45%,'164.42,'+53.93%,小金属
'951,300433.蓝思科技,'32.34,'+3.95%,1.24%,1.77%,'47.97,'3.58,8.35%,'1611.43,'+50.39%,消费电子
'952,301419.阿莱德,'34.36,'+0.09%,1.21%,1.77%,'67.19,'4.43,6.73%,'41.23,'+38.75%,通信设备
'953,002254.泰和新材,'10.24,'-0.68%,0.49%,1.76%,亏损,'1.24,'-1.00%,'87.78,'+9.46%,化纤行业
'954,600089.特变电工,'14.72,'+3.95%,1.70%,1.75%,'19.68,'1.04,6.23%,'743.77,'+17.89%,电网设备
'955,600779.水井坊,'47.01,'-0.06%,2.06%,1.75%,'20.25,'4.76,26.96%,'229.18,'-10.15%,酿酒行业
'956,301160.翔楼新材,'64.08,'-3.08%,1.08%,1.75%,'34.88,'4.40,13.33%,'74.24,'+66.78%,汽车零部件
'957,301322.绿通科技,'32.69,'-0.06%,1.55%,1.75%,'79.56,'1.66,3.60%,'46.57,'+51.74%,交运设备
'958,000573.粤宏远Ａ,'4.20,'+0.48%,1.19%,1.74%,亏损,'1.62,3.67%,'26.81,'+42.22%,房地产开发
'959,000823.超声电子,'14.04,'-2.90%,1.42%,1.74%,'30.42,'1.58,5.42%,'75.39,'+38.90%,电子元件
'960,002106.莱宝高科,'11.68,'+1.48%,0.86%,1.74%,'24.22,'1.49,6.41%,'82.44,'+8.13%,光学光电子
'961,002287.奇正藏药,'27.82,'-0.39%,2.01%,1.74%,'32.56,'3.94,15.71%,'158.87,'+33.61%,中药
'962,003000.劲仔食品,'12.56,'+0.24%,3.18%,1.74%,'25.12,'4.01,19.07%,'56.63,'-6.24%,食品饮料
'963,300815.玉禾田,'27.66,'+4.34%,1.36%,1.74%,'20.17,'2.56,13.90%,'110.25,'+80.46%,环保行业
'964,600558.大西洋,'5.41,'+0.37%,1.85%,1.73%,'29.21,'1.97,7.66%,'48.56,'+35.36%,通用设备
'965,002351.漫步者,'14.00,0.00%,1.79%,1.73%,'30.83,'4.48,16.10%,'124.47,'-13.50%,消费电子
'966,002757.南兴股份,'19.95,'+1.32%,1.00%,1.73%,亏损,'2.94,'-1.00%,'58.94,'+29.75%,专用设备
'967,002815.崇达技术,'17.24,'-2.60%,0.64%,1.73%,'74.77,'2.78,3.38%,'201.67,'+71.00%,电子元件
'968,002900.哈三联,'14.95,'+2.54%,1.34%,1.73%,亏损,'2.36,'-1.00%,'47.30,'+53.96%,化学制药
'969,300787.海能实业,'15.48,'+2.99%,1.08%,1.73%,'48.45,'2.91,7.37%,'48.52,'+40.36%,消费电子
'970,300832.新产业,'62.52,'+0.16%,2.08%,1.73%,'31.11,'5.91,21.26%,'491.23,'-9.75%,医疗器械
'971,600133.东湖高新,'9.09,'+0.33%,1.82%,1.72%,'22.08,'1.11,5.74%,'96.92,'-0.99%,环保行业
'972,600356.恒丰纸业,'10.29,'+6.96%,1.17%,1.72%,'18.85,'1.15,5.97%,'30.74,'+36.85%,造纸印刷
'973,603444.吉比特,'460.00,'+0.17%,2.17%,1.72%,'31.20,'6.26,20.94%,'331.39,'+113.30%,游戏
'974,002566.益盛药业,'8.08,'+1.38%,1.24%,1.72%,'172.79,'1.20,1.69%,'26.74,'+20.06%,中药
'975,002850.科达利,'138.16,'-0.53%,1.45%,1.72%,'24.60,'3.09,13.85%,'377.88,'+43.97%,电池
'976,300127.银河磁体,'33.52,'-2.84%,1.04%,1.72%,'72.97,'7.62,10.91%,'108.32,'+38.19%,小金属
'977,300514.友讯达,'14.11,'+0.71%,2.13%,1.72%,'18.29,'2.58,16.29%,'28.22,'-0.17%,电网设备
'978,600031.三一重工,'21.16,'+0.62%,1.70%,1.71%,'23.54,'2.44,10.68%,'1793.18,'+30.97%,工程机械
'979,001308.康冠科技,'24.25,'-1.82%,0.74%,1.71%,'22.89,'2.13,10.79%,'170.39,'-11.08%,消费电子
'980,001332.锡装股份,'37.35,'-0.74%,2.68%,1.71%,'16.87,'1.67,10.63%,'41.09,'+8.50%,专用设备
'981,300039.上海凯宝,'6.32,'+0.96%,1.58%,1.71%,'20.19,'1.55,9.14%,'66.11,'+3.97%,中药
'982,301181.标榜股份,'30.80,'-1.22%,2.12%,1.71%,'36.79,'2.50,8.55%,'35.59,'+49.60%,汽车零部件
'983,301345.涛涛车业,'183.28,'+1.28%,1.09%,1.71%,'34.28,'6.02,19.01%,'199.10,'+185.82%,交运设备
'984,002922.伊戈尔,'24.19,'+3.91%,1.15%,1.70%,'56.42,'3.11,6.92%,'102.35,'+38.26%,电子元件
'985,002978.安宁股份,'33.30,'+0.21%,2.78%,1.70%,'18.37,'1.88,11.72%,'157.17,'+19.09%,有色金属
'986,002986.宇新股份,'11.84,'+0.51%,2.56%,1.70%,'38.40,'1.12,3.17%,'45.41,'+2.34%,化学制品
'987,600422.昆药集团,'14.26,'-0.42%,2.10%,1.69%,'26.31,'2.07,11.64%,'107.94,'-8.17%,中药
'988,601231.环旭电子,'19.40,'+1.57%,1.19%,1.69%,'29.86,'2.30,8.49%,'426.10,'+19.40%,消费电子
'989,603289.泰瑞机器,'10.71,'+9.96%,1.40%,1.69%,'36.11,'2.16,6.63%,'31.42,'+31.95%,专用设备
'990,603883.老百姓,'17.89,'-0.78%,2.30%,1.69%,'34.37,'2.02,6.11%,'135.98,'+9.74%,医药商业
'991,688230.芯导科技,'70.08,'+1.71%,1.14%,1.69%,'129.52,'3.71,4.95%,'82.41,'+52.29%,半导体
'992,000039.中集集团,'8.07,'-0.86%,2.18%,1.69%,'11.24,'0.83,6.63%,'185.83,'+6.15%,通用设备
'993,002328.新朋股份,'6.46,'+1.09%,2.20%,1.69%,'51.58,'1.52,4.34%,'49.86,'+7.59%,汽车零部件
'994,300501.海顺新材,'16.53,'+6.44%,3.27%,1.69%,'110.44,'1.86,2.49%,'31.99,'+26.18%,包装材料
'995,600426.华鲁恒升,'27.99,'+2.04%,2.14%,1.68%,'18.61,'1.86,10.49%,'594.29,'+31.34%,化学原料
'996,600649.城投控股,'4.68,'-0.21%,0.86%,1.68%,'37.51,'0.56,2.40%,'117.21,'+6.09%,房地产开发
'997,601579.会稽山,'25.50,'+4.34%,1.57%,1.68%,'64.71,'3.38,5.52%,'122.26,'+134.03%,酿酒行业
'998,688503.聚和材料,'54.94,'+7.70%,0.79%,1.68%,'57.38,'2.80,6.36%,'132.97,'+25.44%,光伏设备
'999,000531.穗恒运Ａ,'6.43,'-1.38%,1.24%,1.68%,'24.17,'0.99,4.35%,'66.96,'+13.13%,电力行业
'1000,002171.楚江新材,'9.94,'+1.53%,0.57%,1.68%,'51.11,'2.06,4.38%,'161.32,'+21.22%,有色金属
'1001,600519.贵州茅台,'1476.10,'-0.26%,3.50%,1.67%,'20.55,'7.75,39.34%,'18484.76,'-1.24%,酿酒行业
'1002,600795.国电电力,'4.91,'+2.51%,4.07%,1.67%,'14.86,'1.51,12.08%,'875.73,'+9.68%,电力行业
'1003,001301.尚太科技,'59.26,'-1.74%,1.35%,1.67%,'16.26,'2.37,15.56%,'154.57,'-12.21%,非金属材料
'1004,002430.杭氧股份,'24.10,'-1.75%,1.25%,1.67%,'25.76,'2.49,10.59%,'235.78,'+12.20%,专用设备
'1005,002942.新农股份,'19.28,'+2.61%,1.56%,1.67%,'48.77,'2.47,6.72%,'30.05,'+38.84%,农药兽药
'1006,300119.瑞普生物,'22.31,'-0.49%,1.35%,1.67%,'31.41,'2.27,8.82%,'103.69,'+22.79%,农药兽药
'1007,300851.交大思诺,'27.87,'+0.98%,1.54%,1.67%,'77.56,'1.90,2.79%,'24.23,'+6.92%,交运设备
'1008,300978.东箭科技,'11.16,'-0.80%,3.14%,1.67%,'32.90,'2.91,8.91%,'47.17,'+5.39%,汽车零部件
'1009,301365.矩阵股份,'20.48,'+6.33%,2.52%,1.67%,'139.30,'2.10,2.90%,'36.86,'+39.26%,装修装饰
'1010,600125.铁龙物流,'6.17,'+4.40%,1.46%,1.66%,'17.30,'1.05,6.36%,'80.55,'+5.70%,物流行业
'1011,600380.健康元,'13.66,'+9.98%,1.46%,1.66%,'18.83,'1.71,9.64%,'249.90,'+23.21%,化学制药
'1012,603113.金能科技,'7.72,'-0.26%,1.55%,1.66%,亏损,'0.77,0.13%,'65.46,'+39.61%,化学原料
'1013,603201.常润股份,'17.58,'+2.03%,2.27%,1.66%,'13.48,'1.99,16.84%,'33.41,'+27.57%,汽车零部件
'1014,000582.北部湾港,'8.57,'+1.90%,2.23%,1.66%,'20.73,'1.09,6.21%,'203.08,'+9.34%,航运港口
'1015,000975.山金国际,'20.87,'+6.32%,1.75%,1.66%,'21.59,'4.27,21.18%,'579.50,'+38.35%,贵金属
'1016,002266.浙富控股,'3.93,'+10.08%,1.27%,1.66%,'26.35,'1.77,9.37%,'205.12,'+27.98%,环保行业
'1017,300003.乐普医疗,'19.59,'+3.05%,1.41%,1.66%,'155.79,'2.33,1.52%,'368.41,'+74.54%,医疗器械
'1018,300035.中科电气,'21.40,'+0.94%,1.17%,1.66%,'27.21,'3.07,10.98%,'146.68,'+45.65%,非金属材料
'1019,300800.力合科技,'11.87,'+0.25%,1.35%,1.66%,'118.40,'1.41,2.08%,'28.10,'+15.54%,环保行业
'1020,601319.中国人保,'8.75,'-2.56%,2.06%,1.65%,'8.27,'1.36,17.36%,'3106.05,'+17.53%,保险
'1021,000498.山东路桥,'6.31,'+4.82%,3.17%,1.65%,'4.37,'0.39,9.60%,'97.96,'+9.13%,工程建设
'1022,001228.永泰运,'23.86,'-0.17%,2.77%,1.65%,'18.31,'1.49,4.72%,'24.78,'+16.77%,物流行业
'1023,002034.旺能环境,'17.44,'-0.63%,2.86%,1.65%,'12.81,'1.07,8.47%,'75.69,'+14.46%,环保行业
'1024,002169.智光电气,'6.65,'-0.45%,1.20%,1.65%,亏损,'1.97,'-1.00%,'52.05,'+9.46%,电网设备
'1025,002683.广东宏大,'34.06,'-0.41%,1.91%,1.65%,'27.33,'3.87,15.12%,'258.86,'+30.52%,采掘行业
'1026,002847.盐津铺子,'75.53,'+1.37%,2.12%,1.65%,'32.74,'9.46,36.82%,'206.03,'+22.19%,食品饮料
'1027,002993.奥海科技,'50.09,'+0.30%,3.00%,1.65%,'34.31,'2.85,9.64%,'138.27,'+25.18%,消费电子
'1028,300819.聚杰微纤,'25.92,'-1.78%,1.16%,1.65%,'62.90,'4.43,7.28%,'38.67,'+101.83%,纺织服装
'1029,600885.宏发股份,'26.08,'-0.38%,1.41%,1.64%,'23.00,'3.83,18.76%,'380.70,'+16.64%,电网设备
'1030,688777.中控技术,'50.83,'-2.25%,1.40%,1.64%,'47.08,'3.97,9.58%,'402.16,'+3.95%,软件开发
'1031,000407.胜利股份,'3.70,'+1.93%,1.14%,1.64%,'28.80,'1.08,4.16%,'32.56,'+9.54%,燃气
'1032,003008.开普检测,'21.62,'+0.14%,6.01%,1.64%,'29.22,'2.11,8.10%,'22.48,'+26.26%,专业服务
'1033,003017.大洋生物,'36.51,'+8.18%,0.82%,1.64%,'38.90,'2.84,7.92%,'30.67,'+98.48%,化学原料
'1034,301151.冠龙节能,'22.78,'+1.51%,1.81%,1.64%,'53.85,'1.87,4.00%,'38.50,'+51.90%,通用设备
'1035,688137.近岸蛋白,'43.98,'+2.83%,1.14%,1.63%,亏损,'1.48,'-1.00%,'30.86,'+32.47%,生物制品
'1036,000709.河钢股份,'2.44,'-1.22%,1.23%,1.63%,'63.59,'0.43,1.51%,'252.23,'+11.85%,钢铁行业
'1037,300997.欢乐家,'17.50,'+2.40%,1.71%,1.63%,'95.70,'7.47,7.80%,'76.56,'+15.69%,食品饮料
'1038,600268.国电南自,'10.14,'-2.31%,1.38%,1.62%,'24.04,'3.05,13.92%,'103.01,'+53.68%,电网设备
'1039,601633.长城汽车,'26.08,'+0.89%,1.73%,1.62%,'29.12,'2.64,15.09%,'1627.44,'+1.10%,汽车整车
'1040,603980.吉华集团,'5.29,'+1.15%,1.32%,1.62%,'109.95,'0.92,1.91%,'35.80,'+22.72%,化学制品
'1041,605018.长华集团,'12.05,'+0.58%,1.24%,1.62%,'79.74,'2.11,3.17%,'56.78,'+38.88%,汽车零部件
'1042,000060.中金岭南,'5.38,'+2.48%,1.62%,1.62%,'19.06,'1.34,7.65%,'201.08,'+16.94%,有色金属
'1043,002138.顺络电子,'35.84,'+10.01%,1.67%,1.62%,'32.27,'4.66,15.68%,'288.98,'+16.16%,电子元件
'1044,002270.华明装备,'19.06,'-1.04%,2.86%,1.62%,'26.33,'5.40,21.12%,'170.82,'+14.74%,电网设备
'1045,002299.圣农发展,'17.60,'-0.79%,2.27%,1.62%,'22.47,'1.97,14.48%,'218.84,'+24.97%,农牧饲渔
'1046,300482.万孚生物,'22.33,'+0.14%,1.79%,1.62%,'32.96,'1.94,7.23%,'107.50,'+1.52%,医疗器械
'1047,300838.浙江力诺,'14.32,'+2.87%,1.05%,1.62%,'300.00,'2.01,0.30%,'19.76,'+14.30%,仪器仪表
'1048,002125.湘潭电化,'14.64,'+3.83%,1.09%,1.61%,'43.10,'3.02,9.74%,'92.16,'+47.62%,化学原料
'1049,003019.宸展光电,'41.87,'+2.10%,1.19%,1.61%,'78.11,'4.61,11.24%,'73.83,'+66.10%,光学光电子
'1050,300982.苏文电能,'19.34,'+2.00%,3.36%,1.61%,亏损,'1.36,'-1.00%,'40.03,'+4.01%,工程建设
'1051,600109.国金证券,'10.36,'+0.48%,1.16%,1.60%,'17.42,'1.12,6.96%,'384.62,'+20.23%,证券
'1052,600390.五矿资本,'6.39,'-0.62%,0.59%,1.60%,'223.64,'0.61,0.27%,'287.43,'-0.93%,多元金融
'1053,600827.百联股份,'9.89,'+0.10%,2.68%,1.60%,'185.59,'0.88,8.49%,'158.68,'-7.11%,商业百货
'1054,002051.中工国际,'8.66,'+0.12%,1.44%,1.60%,'43.99,'0.92,2.32%,'107.16,'+7.71%,工程建设
'1055,002879.长缆科技,'18.01,'+0.61%,1.11%,1.60%,'62.95,'2.02,3.59%,'34.78,'+21.31%,电网设备
'1056,600298.安琪酵母,'40.23,'+1.57%,1.37%,1.59%,'26.54,'3.11,13.38%,'349.25,'+13.31%,食品饮料
'1057,600409.三友化工,'6.28,'+0.80%,1.16%,1.59%,'85.19,'0.94,1.78%,'129.64,'+18.07%,化学原料
'1058,603109.神驰机电,'32.65,'-0.88%,0.92%,1.59%,'27.73,'3.53,13.55%,'68.19,'+86.04%,通用设备
'1059,603806.福斯特,'14.78,'-1.53%,1.76%,1.59%,'46.32,'2.37,5.43%,'385.57,'+1.95%,光伏设备
'1060,605177.东亚药业,'19.99,'+0.76%,1.63%,1.59%,亏损,'1.24,'-1.00%,'22.93,'+1.47%,化学制药
'1061,002518.科士达,'35.70,'-3.51%,0.64%,1.59%,'55.56,'4.66,9.94%,'207.85,'+60.11%,电源设备
'1062,002615.哈尔斯,'8.19,'+0.24%,3.05%,1.59%,'15.63,'2.20,15.24%,'38.19,'+6.43%,家用轻工
'1063,300409.道氏技术,'22.62,'+5.26%,1.39%,1.59%,'75.11,'2.25,4.02%,'176.94,'+68.30%,非金属材料
'1064,603590.康辰药业,'61.79,'+10.01%,0.97%,1.58%,'186.36,'3.16,1.73%,'98.47,'+167.84%,生物制品
'1065,603916.苏博特,'11.35,'+2.99%,0.89%,1.58%,'54.49,'1.13,2.49%,'48.38,'+53.80%,化学制品
'1066,000055.方大集团,'4.44,'-0.67%,1.13%,1.58%,'76.32,'0.78,0.75%,'30.18,'+14.08%,装修装饰
'1067,002484.江海股份,'36.64,'+10.00%,0.71%,1.58%,'48.60,'5.20,11.53%,'311.63,'+111.30%,电子元件
'1068,300726.宏达电子,'38.84,'-0.74%,1.54%,1.58%,'64.12,'3.26,6.18%,'159.96,'+27.15%,电子元件
'1069,600079.人福医药,'20.48,'+0.39%,2.29%,1.57%,'28.32,'1.82,7.71%,'334.28,'-11.06%,化学制药
'1070,600120.浙江东方,'6.43,'-0.16%,1.31%,1.57%,'41.58,'1.38,7.91%,'219.61,'+39.96%,多元金融
'1071,600699.均胜电子,'20.94,'-1.32%,1.25%,1.57%,'21.66,'2.09,7.51%,'292.25,'+35.50%,汽车零部件
'1072,600999.招商证券,'18.81,'-0.90%,2.54%,1.57%,'15.14,'1.24,8.46%,'1396.08,'+0.29%,证券
'1073,002722.物产金轮,'18.23,'+0.17%,1.26%,1.57%,'31.26,'1.43,5.22%,'37.66,'+30.40%,纺织服装
'1074,300037.新宙邦,'48.29,'+2.31%,0.84%,1.57%,'36.64,'3.63,10.52%,'361.10,'+30.64%,电池
'1075,600905.三峡能源,'4.24,'-0.24%,1.58%,1.56%,'23.23,'1.37,6.80%,'1212.12,'-1.44%,电力行业
'1076,603192.汇得科技,'22.95,'+0.44%,1.63%,1.56%,'26.67,'2.08,8.66%,'32.39,'+57.38%,化学制品
'1077,688557.兰剑智能,'36.82,'-2.72%,0.89%,1.56%,'38.68,'3.21,10.25%,'37.81,'+94.42%,通用设备
