,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'211,000001.平安银行,'11.89,'-1.33%,5.11%,3.56%,'5.26,'0.45,8.77%,'2307.36,'+4.83%,银行
'212,603898.好莱客,'10.83,'-0.55%,0.72%,3.55%,'94.36,'1.08,1.94%,'33.72,'+16.00%,装修建材
'213,002772.众兴菌业,'8.06,'+0.88%,3.72%,3.55%,'25.21,'0.97,5.08%,'31.70,'+13.21%,农牧饲渔
'214,600916.中国黄金,'8.39,'+2.57%,4.17%,3.54%,'27.08,'1.96,7.54%,'140.95,'+1.45%,珠宝首饰
'215,000928.中钢国际,'6.48,'-1.67%,4.61%,3.53%,'11.69,'1.12,10.32%,'92.96,'+6.52%,工程咨询服务
'216,002756.永兴材料,'35.08,'-0.20%,2.85%,3.53%,'30.68,'1.51,5.42%,'189.12,'-5.52%,钢铁行业
'217,600790.轻纺城,'4.00,'+0.50%,3.00%,3.52%,'47.52,'0.90,2.05%,'58.63,'+9.94%,商业百货
'218,601369.陕鼓动力,'8.36,'-0.83%,5.39%,3.50%,'15.82,'1.63,11.45%,'144.08,'-0.95%,通用设备
'219,601900.南方传媒,'14.11,'-0.70%,3.90%,3.50%,'11.91,'1.51,12.01%,'124.45,'-3.07%,文化传媒
'220,600598.北大荒,'14.91,'+0.13%,3.69%,3.49%,'24.29,'3.39,14.01%,'265.05,'+4.92%,农牧饲渔
'221,600048.保利发展,'7.89,'-0.88%,2.15%,3.48%,亏损,'0.48,0.15%,'944.47,'-9.03%,房地产开发
'222,600681.百川能源,'3.87,'+4.31%,6.07%,3.48%,'18.29,'1.44,9.94%,'51.89,'+15.32%,燃气
'223,603323.苏农银行,'5.26,'-0.57%,3.11%,3.48%,'5.46,'0.57,11.36%,'106.18,'+12.63%,银行
'224,000559.万向钱潮,'7.88,'-1.38%,2.28%,3.48%,'27.78,'2.86,11.09%,'260.34,'+31.16%,汽车零部件
'225,002267.陕天然气,'8.34,'+0.60%,5.40%,3.48%,'16.27,'1.41,10.67%,'92.75,'+3.16%,燃气
'226,002441.众业达,'9.64,'+0.52%,3.11%,3.48%,'32.17,'1.16,3.73%,'52.49,'+28.21%,电网设备
'227,600873.梅花生物,'10.98,'-0.72%,5.48%,3.47%,'10.36,'2.09,20.85%,'313.24,'+13.81%,化学制品
'228,603833.欧派家居,'55.52,'+0.33%,4.47%,3.47%,'13.63,'1.82,14.62%,'338.20,'-16.01%,装修建材
'229,002154.报喜鸟,'3.80,0.00%,3.16%,3.46%,'18.82,'1.23,7.90%,'55.45,'-12.68%,纺织服装
'230,002867.周大生,'13.86,'+3.67%,6.92%,3.46%,'15.29,'2.41,16.01%,'150.45,'-0.05%,珠宝首饰
'231,600177.雅戈尔,'7.37,'-1.60%,6.78%,3.45%,'13.30,'0.80,6.43%,'340.75,'-13.87%,纺织服装
'232,600527.江南高纤,'2.11,'+1.93%,2.37%,3.45%,'127.97,'1.77,1.58%,'36.54,'-2.31%,化纤行业
'233,601963.重庆银行,'9.70,'-1.42%,4.27%,3.45%,'6.46,'0.54,8.65%,'183.87,'+8.88%,银行
'234,603648.畅联股份,'11.15,'-0.45%,2.69%,3.45%,'35.28,'2.24,6.39%,'40.41,'+11.50%,物流行业
'235,603730.岱美股份,'5.72,'-4.19%,4.71%,3.45%,'15.84,'2.78,14.14%,'122.90,'-13.53%,汽车零部件
'236,600970.中材国际,'9.14,'-0.87%,4.92%,3.44%,'9.43,'1.12,14.62%,'241.29,'+1.36%,工程建设
'237,000830.鲁西化工,'15.31,'+5.22%,2.29%,3.44%,'20.20,'1.55,8.85%,'291.55,'+35.45%,化学原料
'238,601601.中国太保,'39.60,'-1.76%,2.73%,3.43%,'8.28,'1.35,17.38%,'2710.64,'+19.62%,保险
'239,002322.理工能科,'13.32,'-1.04%,5.78%,3.43%,'20.97,'1.78,8.40%,'50.50,'+8.85%,软件开发
'240,601098.中南传媒,'13.17,'+0.08%,4.18%,3.42%,'13.08,'1.50,10.49%,'236.53,'-9.28%,文化传媒
'241,688767.博拓生物,'41.16,'+5.00%,2.60%,3.42%,'109.73,'2.65,4.69%,'61.47,'+81.08%,医疗器械
'242,000900.现代投资,'4.27,'-0.23%,3.51%,3.42%,'17.75,'0.52,3.08%,'64.81,'+0.44%,铁路公路
'243,603589.口子窖,'34.56,'-0.35%,3.77%,3.40%,'14.99,'1.98,14.03%,'206.71,'-8.52%,酿酒行业
'244,002632.道明光学,'10.15,'+0.59%,2.56%,3.40%,'40.54,'2.94,8.89%,'63.40,'+15.79%,塑料制品
'245,601186.中国铁建,'8.09,'-0.49%,3.71%,3.39%,'5.48,'0.32,6.39%,'930.61,'-8.61%,工程建设
'246,000589.贵州轮胎,'4.61,0.00%,2.82%,3.39%,'17.18,'0.82,5.05%,'71.67,'-5.70%,橡胶制品
'247,600982.宁波能源,'4.64,'+1.09%,3.23%,3.35%,'21.72,'1.08,6.71%,'51.86,'+16.23%,电力行业
'248,002614.奥佳华,'7.13,'+2.74%,1.40%,3.35%,'92.54,'1.01,1.53%,'44.45,'+9.35%,家电行业
'249,600060.海信视像,'22.05,'-0.23%,3.99%,3.34%,'14.48,'1.45,13.00%,'287.75,'+15.06%,家电行业
'250,603611.诺力股份,'25.85,'-3.69%,3.47%,3.33%,'16.01,'2.22,16.29%,'66.59,'+50.13%,工程机械
'251,601163.三角轮胎,'13.92,'-0.43%,3.81%,3.32%,'16.62,'0.83,6.72%,'111.36,'-4.17%,橡胶制品
'252,603929.亚翔集成,'42.47,'-0.70%,2.35%,3.32%,'16.20,'4.99,34.24%,'90.61,'+58.69%,装修装饰
'253,600328.中盐化工,'8.11,'-0.49%,1.53%,3.30%,亏损,'0.99,1.10%,'118.92,'+4.86%,化学原料
'254,600479.千金药业,'11.19,'+2.47%,3.22%,3.30%,'20.71,'1.92,10.02%,'46.83,'+8.26%,中药
'255,002206.海利得,'6.14,'-2.85%,2.93%,3.30%,'12.78,'1.87,13.79%,'71.36,'+48.25%,化纤行业
'256,002372.伟星新材,'10.69,'-0.83%,5.61%,3.30%,'20.13,'3.72,19.21%,'170.19,'-11.69%,装修建材
'257,600888.新疆众和,'7.53,'+0.80%,3.59%,3.28%,'13.55,'0.94,8.87%,'105.70,'+10.34%,有色金属
'258,601686.友发集团,'5.89,'-0.67%,5.08%,3.28%,'16.95,'1.28,9.24%,'84.72,'+13.71%,钢铁行业
'259,603408.建霖家居,'11.79,'-1.01%,6.19%,3.28%,'12.30,'1.58,14.28%,'52.77,'-1.61%,装修装饰
'260,002533.金杯电工,'11.43,'-0.52%,3.94%,3.28%,'16.05,'2.04,14.83%,'83.89,'+19.11%,电网设备
'261,601665.齐鲁银行,'5.54,'-0.54%,3.78%,3.27%,'6.45,'0.68,11.40%,'340.92,'+3.65%,银行
'262,002091.江苏国泰,'8.15,'+0.87%,4.91%,3.27%,'12.50,'0.84,7.49%,'132.65,'+15.99%,贸易行业
'263,300981.中红医疗,'14.43,'+0.21%,1.58%,3.27%,亏损,'1.15,'-1.00%,'61.89,'+25.77%,医疗器械
'264,688075.安旭生物,'40.46,'+0.60%,2.97%,3.26%,'120.70,'1.00,2.64%,'51.42,'+11.89%,医疗器械
'265,601128.常熟银行,'7.51,'-0.13%,3.03%,3.25%,'6.18,'0.83,14.38%,'249.07,'+12.65%,银行
'266,600428.中远海特,'6.85,'+2.54%,4.07%,3.24%,'11.85,'1.16,11.64%,'187.96,'-2.25%,航运港口
'267,601636.旗滨集团,'6.45,'+1.57%,0.70%,3.24%,亏损,'1.25,3.28%,'173.09,'+15.99%,玻璃玻纤
'268,000581.威孚高科,'22.48,'-0.13%,5.17%,3.24%,'17.26,'1.10,7.20%,'178.58,'+24.59%,汽车零部件
'269,600612.老凤祥,'47.93,'+1.33%,3.59%,3.23%,'17.95,'1.96,14.26%,'151.99,'-8.57%,珠宝首饰
'270,603006.联明股份,'13.37,'+1.52%,2.84%,3.23%,'92.10,'2.47,4.30%,'33.99,'+31.85%,汽车零部件
'271,600596.新安股份,'11.34,'+6.98%,0.88%,3.22%,亏损,'1.23,'-1.00%,'153.04,'+30.78%,农药兽药
'272,600329.达仁堂,'45.66,'-0.98%,2.80%,3.21%,'49.61,'4.00,46.48%,'260.31,'+54.06%,中药
'273,001227.兰州银行,'2.46,'-0.81%,4.11%,3.21%,'8.16,'0.39,5.45%,'140.11,'+4.16%,银行
'274,002060.广东建工,'3.66,'+0.27%,3.83%,3.20%,'12.89,'1.01,8.01%,'137.41,'+4.13%,工程建设
'275,600662.外服控股,'5.43,'-1.27%,4.42%,3.19%,'27.92,'2.53,24.00%,'123.99,'+11.69%,专业服务
'276,603368.柳药集团,'18.29,'+0.66%,4.12%,3.18%,'9.05,'0.94,10.72%,'72.64,'+7.03%,医药商业
'277,600660.福耀玻璃,'65.81,'+0.23%,2.74%,3.17%,'20.03,'4.82,26.17%,'1318.17,'+8.83%,玻璃玻纤
'278,600713.南京医药,'5.00,'-3.10%,3.40%,3.17%,'12.29,'0.95,8.22%,'65.45,'+4.21%,医药商业
'279,600803.新奥股份,'18.76,'-0.21%,5.49%,3.17%,'14.06,'2.51,19.27%,'581.01,'-8.73%,燃气
'280,600167.联美控股,'6.61,'-2.65%,4.86%,3.16%,'21.96,'1.38,6.47%,'149.57,'+19.38%,公用事业
'281,000650.仁和药业,'6.41,'+3.06%,2.34%,3.16%,'30.98,'1.43,6.93%,'89.74,'+14.35%,中药
'282,001218.丽臣实业,'20.14,'+4.79%,2.53%,3.16%,'25.00,'1.19,5.17%,'26.22,'+20.23%,化学制品
'283,002061.浙江交科,'4.09,'-0.24%,3.06%,3.15%,'10.37,'0.70,8.97%,'109.23,'+3.44%,工程建设
'284,603053.成都燃气,'10.47,'-0.38%,2.87%,3.14%,'19.74,'1.99,10.76%,'93.07,'+7.74%,燃气
'285,603309.维力医疗,'14.25,'+0.99%,3.51%,3.14%,'18.42,'2.24,12.88%,'41.73,'+23.98%,医疗器械
'286,603868.飞科电器,'38.43,'-2.29%,1.30%,3.14%,'44.26,'5.34,15.38%,'167.40,'-6.19%,家电行业
'287,000521.长虹美菱,'7.56,'-1.56%,4.37%,3.13%,'12.00,'1.26,11.59%,'66.66,'-3.21%,家电行业
'288,002911.佛燃能源,'11.48,'-1.71%,4.18%,3.13%,'17.74,'1.78,10.76%,'148.95,'-5.28%,燃气
'289,003012.东鹏控股,'7.37,'+2.65%,3.39%,3.12%,'28.34,'1.14,4.47%,'85.27,'+16.20%,装修建材
'290,600273.嘉化能源,'8.54,'-1.73%,4.80%,3.11%,'12.12,'1.13,10.45%,'115.88,'+9.70%,化学制品
'291,603088.宁波精达,'10.00,'+0.60%,2.53%,3.11%,'36.72,'4.67,16.07%,'50.24,'+13.71%,通用设备
'292,600089.特变电工,'14.72,'+3.95%,1.70%,3.10%,'19.68,'1.04,6.23%,'743.77,'+17.89%,电网设备
'293,603213.镇洋发展,'15.29,'+10.00%,1.71%,3.10%,'38.54,'3.45,9.23%,'67.55,'+80.16%,化学原料
'294,000923.河钢资源,'15.17,'+3.20%,3.30%,3.10%,'28.58,'1.01,3.65%,'99.02,'+13.25%,钢铁行业
'295,002543.万和电气,'11.98,'-1.24%,3.67%,3.10%,'13.33,'1.80,14.28%,'89.08,'+19.35%,家电行业
'296,600483.福能股份,'9.60,'-0.72%,3.23%,3.09%,'9.18,'1.03,12.16%,'266.89,'-0.60%,电力行业
'297,600572.康恩贝,'4.52,'-0.22%,3.40%,3.09%,'23.96,'1.67,8.80%,'114.10,'+0.26%,中药
'298,603600.永艺股份,'10.95,'+0.46%,4.21%,3.09%,'12.22,'1.58,13.62%,'36.18,'-5.25%,装修建材
'299,600508.上海能源,'12.11,'+0.58%,3.30%,3.08%,'20.21,'0.68,3.50%,'87.52,'-6.91%,煤炭行业
'300,601886.江河集团,'7.71,'-0.13%,7.13%,3.08%,'18.28,'1.21,8.93%,'87.35,'+52.87%,装修装饰
'301,002027.分众传媒,'8.70,'+4.69%,3.79%,3.08%,'25.46,'7.69,33.16%,'1256.47,'+27.33%,文化传媒
'302,002736.国信证券,'14.55,'-1.89%,2.41%,3.08%,'13.41,'1.12,8.80%,'1398.61,'+34.03%,证券
'303,688739.成大生物,'27.87,'-0.11%,2.87%,3.07%,'53.97,'1.24,2.61%,'116.06,'+11.40%,生物制品
'304,600269.赣粤高速,'5.05,'-0.20%,3.37%,3.06%,'11.16,'0.62,7.67%,'117.94,'-7.01%,铁路公路
'305,001872.招商港口,'20.38,'-0.68%,3.63%,3.06%,'11.58,'0.82,7.51%,'473.14,'+3.21%,航运港口
'306,300181.佐力药业,'18.90,'-0.84%,3.17%,3.06%,'22.57,'4.36,20.47%,'132.56,'+27.61%,中药
'307,301081.严牌股份,'10.60,'+3.42%,2.75%,3.05%,'75.17,'2.15,3.36%,'23.86,'+28.96%,环保行业
'308,601766.中国中车,'7.59,'-1.04%,2.77%,3.04%,'16.20,'1.28,9.34%,'1846.48,'-6.83%,交运设备
'309,601390.中国中铁,'5.63,'-0.88%,3.16%,3.03%,'6.48,'0.38,7.24%,'1156.04,'-9.08%,工程建设
'310,000550.江铃汽车,'21.67,'+4.69%,3.32%,3.03%,'17.24,'1.66,12.55%,'112.51,'-4.40%,汽车整车
'311,600251.冠农股份,'8.57,'+0.71%,0.93%,3.02%,'33.05,'1.74,5.39%,'66.59,'+18.83%,农牧饲渔
'312,601512.中新集团,'8.54,'+0.95%,1.50%,3.02%,'22.89,'0.86,4.57%,'128.01,'+13.16%,房地产开发
'313,603508.思维列控,'37.16,'+8.85%,3.87%,3.02%,'21.55,'3.11,14.69%,'141.68,'+63.24%,软件开发
'314,603203.快克智能,'32.78,'+5.78%,1.95%,3.01%,'43.65,'6.00,16.71%,'83.15,'+46.34%,专用设备
'315,002048.宁波华翔,'27.51,'+0.84%,1.70%,3.01%,'21.37,'2.06,0.41%,'223.89,'+123.49%,汽车零部件
'316,601311.骆驼股份,'10.05,0.00%,2.89%,3.00%,'18.01,'1.21,8.60%,'117.90,'+25.25%,电池
'317,000019.深粮控股,'6.93,'-0.57%,2.16%,3.00%,'22.89,'1.62,7.72%,'76.28,'+7.84%,贸易行业
'318,002381.双箭股份,'6.86,'+0.15%,2.92%,3.00%,'37.56,'1.32,4.11%,'28.23,'+6.20%,橡胶制品
'319,301015.百洋医药,'25.92,'-1.82%,2.94%,3.00%,'29.45,'6.28,20.23%,'136.24,'+11.69%,医药商业
'320,603908.牧高笛,'24.52,'-3.08%,2.65%,2.99%,'97.55,'4.18,9.30%,'22.89,'+13.85%,纺织服装
'321,000012.南玻Ａ,'4.75,0.00%,1.47%,2.98%,亏损,'1.10,'-1.00%,'93.16,'-8.78%,玻璃玻纤
'322,002318.久立特材,'22.37,'-0.67%,4.34%,2.98%,'13.20,'2.82,22.41%,'218.59,'-0.59%,钢铁行业
'323,300146.汤臣倍健,'12.19,'-0.57%,2.95%,2.98%,'42.45,'1.85,4.43%,'207.33,'+4.42%,食品饮料
'324,600928.西安银行,'4.23,'+1.20%,2.36%,2.97%,'7.04,'0.48,7.48%,'188.00,'+20.00%,银行
'325,600929.雪天盐业,'5.76,'+3.97%,1.51%,2.97%,'300.00,'1.25,0.59%,'94.50,'+4.81%,化学原料
'326,002216.三全食品,'11.42,'-0.44%,2.63%,2.97%,'27.13,'2.26,12.04%,'100.40,'-2.33%,食品饮料
'327,600968.海油发展,'4.07,'+2.01%,3.32%,2.96%,'10.06,'1.50,14.66%,'413.72,'-1.55%,采掘行业
'328,601298.青岛港,'8.67,'+2.00%,3.62%,2.96%,'10.87,'1.28,12.78%,'467.49,'-2.58%,航运港口
'329,603558.健盛集团,'9.48,'-2.07%,5.80%,2.96%,'11.33,'1.38,12.42%,'33.48,'-6.54%,纺织服装
'330,688009.中国通号,'5.57,'-0.18%,3.05%,2.96%,'18.06,'1.23,7.45%,'480.19,'-8.26%,交运设备
'331,000026.飞亚达,'17.54,'+0.40%,2.28%,2.96%,'48.53,'2.13,4.68%,'64.05,'+74.05%,珠宝首饰
'332,003013.地铁设计,'15.81,'+1.28%,3.04%,2.96%,'12.90,'2.31,19.27%,'64.56,'+8.12%,工程咨询服务
'333,600820.隧道股份,'6.53,'+1.24%,4.90%,2.95%,'7.87,'0.56,8.47%,'205.31,'-6.09%,工程建设
'334,603230.内蒙新华,'13.66,'-3.05%,3.51%,2.94%,'16.36,'1.78,13.02%,'48.29,'+12.10%,文化传媒
'335,002836.新宏泽,'9.40,'+1.07%,2.66%,2.94%,'34.16,'6.23,19.18%,'21.66,'+31.22%,造纸印刷
'336,002758.浙农股份,'9.76,'+2.63%,3.07%,2.93%,'14.74,'1.08,8.79%,'50.89,'+15.25%,综合行业
'337,605337.李子园,'14.30,'+1.20%,3.54%,2.92%,'27.18,'3.41,13.88%,'55.78,'+31.32%,食品饮料
'338,601898.中煤能源,'11.36,'+0.18%,4.22%,2.91%,'8.81,'0.97,11.37%,'1039.67,'-4.69%,煤炭行业
'339,603187.海容冷链,'15.19,'+1.27%,3.29%,2.91%,'16.52,'1.41,9.22%,'58.70,'+41.84%,通用设备
'340,000895.双汇发展,'25.61,'+1.55%,8.04%,2.91%,'18.50,'4.26,24.14%,'887.30,'+4.15%,食品饮料
'341,603128.华贸物流,'6.17,'-0.32%,4.70%,2.89%,'20.68,'1.30,7.67%,'80.77,'-1.35%,物流行业
'342,002003.伟星股份,'10.74,'-1.20%,4.66%,2.89%,'19.33,'2.86,15.08%,'125.54,'-22.21%,纺织服装
'343,600690.海尔智家,'25.95,'-1.18%,3.72%,2.88%,'12.59,'2.12,18.45%,'1623.04,'-5.56%,家电行业
'344,300979.华利集团,'52.59,'-0.76%,4.37%,2.88%,'16.96,'3.80,23.04%,'613.73,'-30.20%,纺织服装
'345,605077.华康股份,'19.37,'-1.87%,2.61%,2.87%,'23.42,'1.82,8.36%,'58.70,'+36.09%,食品饮料
'346,000786.北新建材,'26.27,'-1.61%,3.29%,2.87%,'13.48,'1.70,13.35%,'443.83,'-10.62%,装修建材
'347,300823.建科智能,'15.57,'+1.24%,2.09%,2.87%,'100.00,'2.20,3.21%,'20.39,'+22.54%,专用设备
'348,600750.江中药业,'21.93,'+0.32%,5.45%,2.85%,'18.32,'3.53,20.99%,'139.25,'-0.34%,中药
'349,301004.嘉益股份,'63.91,'-2.55%,3.35%,2.85%,'13.11,'4.73,42.20%,'92.96,'-20.29%,家用轻工
'350,605266.健之佳,'21.46,'+0.70%,5.13%,2.84%,'26.81,'1.28,5.16%,'33.16,'-2.47%,医药商业
'351,300349.金卡智能,'12.81,'+0.08%,3.90%,2.84%,'22.87,'1.23,6.43%,'53.59,'-2.31%,仪器仪表
'352,601857.中国石油,'8.71,'-0.11%,5.40%,2.83%,'9.61,'1.02,10.51%,'14103.41,'+0.22%,石油行业
'353,601860.紫金银行,'2.94,'-1.34%,3.40%,2.83%,'6.62,'0.53,8.22%,'107.63,'+6.88%,银行
'354,603699.纽威股份,'33.79,'+1.75%,4.49%,2.83%,'20.41,'6.30,32.66%,'259.70,'+57.91%,通用设备
'355,000690.宝新能源,'4.62,'-0.86%,3.25%,2.83%,'11.83,'0.81,7.40%,'100.53,'+6.77%,电力行业
'356,600028.中国石化,'5.70,'-0.18%,5.02%,2.82%,'20.51,'0.84,4.36%,'5542.24,'-12.62%,石油行业
'357,600761.安徽合力,'19.64,'+1.60%,3.05%,2.82%,'16.75,'1.65,12.78%,'174.93,'+15.56%,工程机械
'358,603599.广信股份,'11.75,'-1.18%,2.30%,2.82%,'17.26,'1.09,7.49%,'106.96,'-0.12%,农药兽药
'359,002080.中材科技,'34.44,'-4.97%,0.65%,2.82%,'60.36,'3.02,7.66%,'577.95,'+166.82%,玻璃玻纤
'360,600020.中原高速,'4.46,'+0.22%,3.81%,2.81%,'11.49,'0.65,6.12%,'100.23,'+9.39%,铁路公路
'361,601992.金隅集团,'1.65,'+1.23%,3.03%,2.81%,亏损,'0.24,'-1.00%,'137.59,'-4.33%,水泥建材
'362,603726.朗迪集团,'20.25,'+3.53%,1.98%,2.80%,'24.54,'2.87,13.24%,'37.59,'+31.16%,家电行业
'363,000088.盐田港,'4.49,'-0.44%,2.90%,2.80%,'19.56,'1.32,8.92%,'233.46,'-5.17%,航运港口
'364,002158.汉钟精机,'25.50,'+6.65%,2.27%,2.80%,'21.16,'3.18,16.51%,'136.35,'+42.26%,通用设备
'365,002516.旷达科技,0.00,0.00%,1.40%,2.80%,'56.92,'2.30,4.67%,'83.84,'+14.39%,汽车零部件
'366,301043.绿岛风,'34.56,'-0.20%,2.55%,2.80%,'30.56,'2.74,11.32%,'23.50,'+24.39%,专用设备
'367,600551.时代出版,'8.94,'-0.45%,4.47%,2.79%,'20.73,'1.05,7.65%,'60.62,'+7.42%,文化传媒
'368,601336.新华保险,'65.75,'-3.65%,3.85%,2.79%,'6.83,'2.46,34.53%,'1371.18,'+36.38%,保险
'369,000987.越秀资本,'7.94,'-1.37%,2.14%,2.79%,'18.59,'1.25,9.36%,'398.36,'+16.00%,多元金融
'370,600874.创业环保,'5.99,'+0.67%,2.84%,2.78%,'12.75,'0.95,8.96%,'73.70,'+3.18%,环保行业
'371,600926.杭州银行,'15.69,'-1.13%,3.74%,2.78%,'6.16,'0.71,12.89%,'1137.37,'+9.16%,银行
'372,600132.重庆啤酒,'55.07,'-0.65%,4.36%,2.77%,'22.42,'16.47,64.93%,'266.52,'-11.18%,酿酒行业
'373,600176.中国巨石,'16.30,'+4.42%,1.47%,2.77%,'22.81,'2.12,10.69%,'652.51,'+46.00%,玻璃玻纤
'374,600886.国投电力,'14.16,'-1.19%,3.22%,2.77%,'17.31,'1.64,10.34%,'1133.44,'-12.23%,电力行业
'375,603858.步长制药,'19.90,'+2.00%,0.66%,2.77%,亏损,'1.95,'-1.00%,'209.86,'+25.95%,中药
'376,603866.桃李面包,'5.67,'+0.89%,4.41%,2.77%,'21.91,'1.77,8.53%,'90.70,'-12.09%,食品饮料
'377,601598.中国外运,'5.66,'-0.18%,5.12%,2.76%,'14.90,'1.02,9.95%,'297.48,'+8.68%,物流行业
'378,603195.公牛集团,'47.09,'-0.11%,3.64%,2.76%,'23.14,'5.79,28.78%,'851.66,'-3.00%,家用轻工
'379,002538.司尔特,'5.45,'-1.98%,4.40%,2.76%,'20.24,'0.88,4.57%,'46.52,'-0.75%,化肥行业
'380,300519.新光药业,'16.63,'+2.72%,1.80%,2.76%,'50.92,'3.27,7.01%,'26.61,'+27.94%,中药
'381,300833.浩洋股份,'37.64,'-2.79%,3.45%,2.76%,'29.27,'2.01,7.52%,'47.61,'-11.52%,专用设备
'382,600637.东方明珠,'9.05,'+2.14%,1.99%,2.75%,'167.86,'1.02,1.98%,'304.25,'+19.50%,文化传媒
'383,002440.闰土股份,'7.25,'-1.63%,2.07%,2.75%,'33.12,'0.87,2.76%,'81.49,'+10.09%,化学制品
'384,300193.佳士科技,'9.51,'+1.49%,4.36%,2.75%,'21.27,'2.01,10.23%,'45.29,'+9.37%,通用设备
'385,301087.可孚医疗,'41.45,'+3.21%,4.35%,2.75%,'35.31,'1.83,6.17%,'86.59,'+21.39%,医疗器械
'386,600618.氯碱化工,'10.89,'+0.83%,1.93%,2.74%,'14.63,'1.41,10.09%,'81.66,'+12.62%,化学原料
'387,600867.通化东宝,'8.65,'+2.85%,2.89%,2.74%,'75.32,'2.77,6.43%,'169.41,'+10.84%,生物制品
'388,603080.新疆火炬,'21.42,'+0.99%,2.61%,2.74%,'17.29,'2.07,12.24%,'30.31,'+37.72%,燃气
'389,000156.华数传媒,'8.30,'-0.72%,2.17%,2.74%,'37.82,'1.01,3.61%,'153.79,'+17.74%,文化传媒
'390,002142.宁波银行,'28.52,'+1.06%,3.16%,2.74%,'6.64,'0.77,12.19%,'1883.34,'+21.23%,银行
'391,600284.浦东建设,'9.24,'+0.22%,2.89%,2.73%,'20.01,'1.14,7.25%,'89.65,'+49.50%,工程建设
'392,603301.振德医疗,'24.28,'-0.08%,2.68%,2.73%,'23.71,'1.15,6.36%,'64.69,'+13.97%,医疗器械
'393,000419.通程控股,'6.09,'+0.16%,2.46%,2.73%,'33.54,'0.91,3.39%,'33.10,'+9.41%,商业百货
'394,002128.电投能源,'21.08,'+1.64%,4.03%,2.73%,'9.56,'1.32,15.17%,'472.52,'+12.20%,煤炭行业
'395,002557.洽洽食品,'23.17,'+3.58%,5.61%,2.73%,'21.99,'2.25,11.52%,'117.21,'-15.77%,食品饮料
'396,002705.新宝股份,'15.82,'-3.30%,2.84%,2.72%,'11.42,'1.54,14.37%,'128.44,'+8.85%,家电行业
'397,601567.三星医疗,'23.27,'+1.04%,3.84%,2.71%,'14.47,'2.69,20.10%,'327.00,'-21.35%,电网设备
'398,000039.中集集团,'8.07,'-0.86%,2.18%,2.71%,'11.24,'0.83,6.63%,'185.83,'+6.15%,通用设备
'399,300109.新开源,'19.87,'+5.02%,1.25%,2.71%,'35.47,'2.56,7.63%,'96.58,'+26.47%,化学制品
'400,605259.绿田机械,'27.30,'+2.82%,2.20%,2.70%,'19.52,'2.72,14.48%,'47.09,'+85.64%,通用设备
'401,301003.江苏博云,'35.41,'-1.01%,5.18%,2.70%,'27.35,'3.09,11.22%,'34.39,'+70.99%,塑料制品
'402,000538.云南白药,'59.29,'+2.97%,4.04%,2.69%,'21.82,'2.62,13.02%,'1057.89,'+0.98%,中药
'403,002483.润邦股份,'6.62,'-1.19%,4.53%,2.69%,'12.87,'1.36,11.30%,'58.68,'+33.45%,专用设备
'404,601018.宁波港,'3.63,0.00%,2.98%,2.68%,'17.40,'0.89,6.81%,'706.19,'-3.04%,航运港口
'405,002925.盈趣科技,'18.51,'-0.75%,2.32%,2.68%,'56.45,'3.13,5.50%,'143.90,'+20.21%,消费电子
'406,605098.行动教育,'36.00,'+0.11%,6.25%,2.67%,'19.06,'4.29,26.64%,'42.93,'+7.02%,教育
'407,002056.横店东磁,'18.54,'-2.06%,2.44%,2.67%,'14.07,'2.89,22.84%,'301.59,'+47.89%,光伏设备
'408,002833.弘亚数控,'17.29,'+0.64%,4.05%,2.67%,'17.44,'2.52,16.23%,'73.35,'+5.25%,专用设备
'409,600033.福建高速,'3.49,0.00%,2.87%,2.66%,'11.76,'0.78,6.72%,'95.78,'-8.79%,铁路公路
'410,000828.东莞控股,'11.96,'+4.27%,3.97%,2.66%,'11.99,'1.24,10.73%,'124.33,'+15.39%,铁路公路
'411,603018.华设集团,'7.78,'-1.02%,1.29%,2.65%,'16.56,'1.02,6.52%,'53.20,'-4.03%,工程咨询服务
'412,603688.石英股份,'41.98,'+3.40%,0.45%,2.65%,'279.52,'3.94,3.20%,'227.40,'+46.97%,非金属材料
'413,605580.恒盛能源,'20.97,'-0.52%,1.67%,2.65%,'55.62,'6.26,16.86%,'58.72,'+93.51%,电力行业
'414,000967.盈峰环境,'7.10,'+1.28%,2.66%,2.65%,'47.41,'1.30,2.97%,'224.85,'+46.71%,环保行业
'415,600854.春兰股份,'5.29,'+2.32%,2.27%,2.64%,'21.80,'1.13,5.52%,'27.48,'+18.32%,家电行业
'416,603579.荣泰健康,'37.80,'+2.11%,1.60%,2.64%,'61.57,'3.54,8.29%,'72.59,'+164.64%,家电行业
'417,002283.天润工业,'6.84,'-0.87%,2.92%,2.64%,'24.48,'1.30,5.75%,'77.94,'+32.53%,汽车零部件
'418,600475.华光环能,'21.69,'-0.28%,2.07%,2.63%,'46.78,'2.32,6.83%,'207.35,'+146.41%,电源设备
'419,002597.金禾实业,'23.23,'-1.11%,3.57%,2.63%,'23.78,'1.76,8.70%,'132.02,'+5.07%,食品饮料
'420,600583.海油工程,'5.51,'-0.36%,3.65%,2.62%,'12.63,'0.92,7.96%,'243.62,'+4.61%,采掘行业
