,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'1307,002243.力合科创,'8.87,'-1.00%,0.79%,1.11%,'173.97,'1.48,3.93%,'107.38,'+11.03%,美容护理
'1308,002320.海峡股份,'8.31,'-0.60%,0.48%,1.11%,'126.04,'4.72,3.51%,'185.66,'+27.73%,航运港口
'1309,301026.浩通科技,'31.14,'+3.11%,0.92%,1.11%,'46.56,'3.20,8.25%,'49.29,'+60.67%,小金属
'1310,301055.张小泉,'24.93,'-0.12%,0.48%,1.11%,'101.67,'6.04,6.36%,'38.89,'+58.38%,通用设备
'1311,600339.中油工程,'3.60,'+1.12%,0.97%,1.10%,'77.42,'0.75,2.17%,'200.99,'+1.58%,采掘行业
'1312,601100.恒立液压,'91.30,'+2.10%,0.77%,1.10%,'49.07,'7.47,17.08%,'1224.17,'+74.75%,工程机械
'1313,601899.紫金矿业,'24.38,'+5.63%,1.15%,1.10%,'17.10,'4.56,29.99%,'5019.53,'+63.59%,有色金属
'1314,603416.信捷电气,'58.88,'-0.44%,1.48%,1.10%,'44.64,'3.46,9.41%,'92.52,'+42.78%,专用设备
'1315,603650.彤程新材,'37.95,'+3.92%,1.98%,1.10%,'44.22,'6.87,16.98%,'227.30,'+10.18%,橡胶制品
'1316,603808.歌力思,'8.12,'+0.74%,0.62%,1.10%,亏损,'1.17,'-1.00%,'29.97,'+16.87%,纺织服装
'1317,688236.春立医疗,'23.10,'+3.36%,0.57%,1.10%,'65.73,'3.05,5.60%,'66.63,'+80.87%,医疗器械
'1318,002054.德美化工,'6.61,'+1.07%,1.06%,1.10%,'54.94,'1.29,2.77%,'31.87,'+15.07%,化学制品
'1319,002396.星网锐捷,'35.74,'+8.07%,0.70%,1.10%,'47.51,'3.10,7.46%,'209.33,'+90.64%,通信设备
'1320,300627.华测导航,'37.57,'-1.96%,0.95%,1.10%,'49.84,'7.79,18.99%,'295.00,'+27.22%,通信设备
'1321,300660.江苏雷利,'50.90,'-1.17%,0.73%,1.10%,'74.18,'6.59,9.13%,'227.59,'+87.58%,电机
'1322,300789.唐源电气,'29.90,'+3.14%,0.51%,1.10%,'85.10,'4.09,5.83%,'43.01,'+101.40%,软件开发
'1323,601788.光大证券,'19.86,'-0.95%,1.00%,1.09%,'29.07,'1.32,4.92%,'775.87,'+10.32%,证券
'1324,688029.南微医学,'93.51,'+2.31%,1.60%,1.09%,'29.18,'4.36,15.70%,'175.66,'+40.50%,医疗器械
'1325,000811.冰轮环境,'13.48,'+0.67%,1.43%,1.09%,'28.81,'2.29,9.77%,'133.81,'+45.86%,通用设备
'1326,002378.章源钨业,'15.51,'+4.44%,0.46%,1.09%,'106.42,'8.61,8.25%,'186.34,'+141.81%,小金属
'1327,002438.江苏神通,'13.51,'-1.17%,1.30%,1.09%,'23.94,'1.91,8.71%,'68.57,'+12.35%,通用设备
'1328,003038.鑫铂股份,'17.67,'-0.62%,1.13%,1.09%,'172.37,'1.43,1.74%,'43.06,'+7.85%,有色金属
'1329,300121.阳谷华泰,'15.99,'+0.69%,1.19%,1.09%,'38.15,'1.99,5.29%,'71.77,'+33.74%,橡胶制品
'1330,300327.中颖电子,'27.20,'+0.41%,0.74%,1.09%,'91.07,'5.16,5.99%,'92.85,'+12.08%,半导体
'1331,300622.博士眼镜,'35.79,'-0.69%,0.58%,1.09%,'88.40,'9.99,13.81%,'81.55,'-6.36%,商业百货
'1332,600522.中天科技,'16.15,'-0.55%,1.86%,1.08%,'20.52,'1.55,8.48%,'551.19,'+15.18%,通信设备
'1333,603329.上海雅仕,'11.66,'-0.43%,0.20%,1.08%,'92.60,'2.17,4.40%,'24.06,'+17.83%,物流行业
'1334,603917.合力科技,'13.38,'+0.83%,1.12%,1.08%,亏损,'1.64,'-1.00%,'27.27,'+15.18%,汽车零部件
'1335,688586.江航装备,'12.07,'-1.63%,0.75%,1.08%,'191.18,'3.88,2.34%,'95.51,'+27.25%,航天航空
'1336,002008.大族激光,'36.37,'-2.91%,0.98%,1.08%,'77.16,'2.31,6.00%,'374.47,'+47.57%,通用设备
'1337,301119.正强股份,'37.30,'-1.87%,2.73%,1.08%,'37.80,'3.91,11.88%,'38.79,'+23.55%,汽车零部件
'1338,600059.古越龙山,'10.61,'+2.02%,0.75%,1.07%,'51.71,'1.65,3.45%,'96.71,'+20.43%,酿酒行业
'1339,600796.钱江生化,'5.87,'+0.86%,0.53%,1.07%,'46.62,'1.50,5.62%,'50.87,'+2.80%,环保行业
'1340,601882.海天精工,'21.00,'+5.00%,1.71%,1.07%,'25.72,'3.98,17.87%,'109.62,'-2.41%,通用设备
'1341,603977.国泰集团,'12.84,'+2.07%,0.70%,1.07%,'58.16,'2.43,5.13%,'79.77,'-0.06%,化学制品
'1342,688218.江苏北人,'28.53,'+0.39%,0.67%,1.07%,'300.00,'3.76,0.42%,'33.84,'+38.95%,专用设备
'1343,002111.威海广泰,'10.71,'-1.29%,1.40%,1.07%,'127.39,'1.81,1.61%,'56.98,'-1.91%,专用设备
'1344,002939.长城证券,'12.07,'-1.31%,1.08%,1.07%,'21.74,'1.56,7.44%,'486.96,'+48.73%,证券
'1345,300373.扬杰科技,'69.10,'+1.33%,0.96%,1.07%,'34.45,'4.12,13.52%,'375.45,'+60.11%,半导体
'1346,300435.中泰股份,'18.08,'-0.60%,1.11%,1.07%,亏损,'2.24,'-1.00%,'69.74,'+51.86%,燃气
'1347,300958.建工修复,'12.95,'+1.17%,0.91%,1.07%,亏损,'1.58,'-1.00%,'20.30,'+12.41%,环保行业
'1348,300982.苏文电能,'19.34,'+2.00%,3.36%,1.07%,亏损,'1.36,'-1.00%,'40.03,'+4.01%,工程建设
'1349,600131.国网信通,'17.97,'+0.28%,0.95%,1.06%,'32.23,'3.50,11.48%,'215.59,'-4.07%,互联网服务
'1350,600668.尖峰集团,'12.32,'-0.73%,0.68%,1.06%,'300.00,'0.89,12.61%,'50.87,'+46.63%,水泥建材
'1351,603311.金海高科,'11.23,'+1.35%,1.07%,1.06%,'44.70,'1.95,6.86%,'26.49,'+13.70%,家电行业
'1352,605277.新亚电子,'24.83,'-1.90%,0.60%,1.06%,'44.87,'5.25,12.15%,'80.52,'+77.69%,消费电子
'1353,688005.容百科技,'25.38,'+2.63%,1.46%,1.06%,'107.61,'2.18,2.60%,'181.40,'+21.43%,电池
'1354,688357.建龙微纳,'34.60,'+1.76%,0.87%,1.06%,'53.15,'1.89,4.28%,'34.62,'+58.91%,非金属材料
'1355,688551.科威尔,'45.19,'+5.68%,0.89%,1.06%,'300.00,'2.95,2.95%,'37.99,'+63.64%,电源设备
'1356,001210.金房能源,'15.36,'-0.07%,1.09%,1.06%,'20.71,'1.77,6.05%,'24.09,'+32.75%,公用事业
'1357,301071.力量钻石,'30.27,'+0.53%,1.16%,1.06%,'285.63,'1.49,1.49%,'78.78,'-16.08%,非金属材料
'1358,600056.中国医药,'10.90,'+0.37%,0.99%,1.05%,'55.95,'1.39,4.33%,'163.05,'-0.99%,医药商业
'1359,600137.浪莎股份,'19.39,'+1.68%,0.96%,1.05%,'78.27,'3.53,4.78%,'18.85,'+39.42%,纺织服装
'1360,601108.财通证券,'8.60,'-0.81%,1.86%,1.05%,'16.52,'1.09,6.94%,'399.36,'+6.65%,证券
'1361,601628.中国人寿,'40.97,'-2.64%,1.59%,1.05%,'10.55,'2.21,21.54%,'8531.40,'-1.16%,保险
'1362,688092.爱科科技,'25.03,'+0.48%,1.44%,1.05%,'42.47,'3.21,8.13%,'20.70,'+23.10%,专用设备
'1363,688408.中信博,'47.29,'+0.90%,2.11%,1.05%,'19.70,'2.39,15.14%,'103.60,'-32.91%,光伏设备
'1364,688513.苑东生物,'69.16,'+5.54%,0.62%,1.05%,'74.04,'4.39,8.38%,'122.09,'+131.73%,化学制药
'1365,002967.广电计量,'21.00,'-1.32%,1.90%,1.05%,'36.46,'3.65,10.65%,'122.48,'+31.13%,专业服务
'1366,300570.太辰光,'142.15,'+1.76%,0.56%,1.05%,'93.22,'20.60,24.43%,'322.86,'+97.25%,通信设备
'1367,300858.科拓生物,'19.49,'+1.46%,0.77%,1.05%,'64.38,'2.87,5.22%,'51.36,'+36.73%,食品饮料
'1368,300938.信测标准,'24.51,'-1.09%,1.16%,1.05%,'33.62,'3.78,13.51%,'56.55,'+34.77%,专业服务
'1369,300957.贝泰妮,'47.62,'+0.68%,1.26%,1.05%,'300.00,'3.33,4.42%,'201.72,'+13.05%,美容护理
'1370,301022.海泰科,'41.10,'-2.49%,0.65%,1.05%,'98.18,'3.54,4.21%,'39.09,'+104.62%,汽车零部件
'1371,301110.青木科技,'67.90,'-2.36%,1.18%,1.05%,'95.05,'4.39,5.26%,'62.83,'+11.23%,互联网服务
'1372,600633.浙数文化,'15.20,'+0.53%,1.64%,1.04%,'47.51,'1.90,7.43%,'192.75,'+47.06%,游戏
'1373,601878.浙商证券,'12.02,'-0.50%,1.25%,1.04%,'24.25,'1.53,7.25%,'549.77,'-0.57%,证券
'1374,603507.振江股份,'27.72,'+0.07%,1.08%,1.04%,'39.33,'2.11,2.89%,'51.09,'+16.67%,风电设备
'1375,688089.嘉必优,'27.36,'-5.07%,0.73%,1.04%,'31.35,'2.83,10.47%,'46.05,'+44.94%,食品饮料
'1376,688601.力芯微,'43.69,'+0.81%,0.92%,1.04%,'141.83,'4.75,5.16%,'58.41,'+6.53%,半导体
'1377,688778.厦钨新能,'59.20,'+1.39%,0.56%,1.04%,'57.71,'3.37,6.47%,'298.78,'+56.69%,电池
'1378,000655.金岭矿业,'9.02,'+2.27%,2.00%,1.04%,'23.69,'1.56,8.17%,'53.70,'+48.54%,钢铁行业
'1379,002039.黔源电力,'16.21,'+1.12%,0.99%,1.04%,'30.57,'1.72,5.37%,'69.31,'+6.63%,电力行业
'1380,002465.海格通信,'14.32,'-2.05%,0.42%,1.04%,亏损,'2.85,'-1.00%,'355.40,'+31.04%,通信设备
'1381,002937.兴瑞科技,'19.36,'+3.81%,1.55%,1.04%,'37.71,'3.61,10.56%,'57.65,'+16.62%,消费电子
'1382,300801.泰和科技,'25.10,'+7.91%,0.72%,1.04%,'45.96,'2.21,5.08%,'54.83,'+59.19%,化学制品
'1383,300861.美畅股份,'17.55,'+0.98%,2.65%,1.04%,亏损,'1.88,'-1.00%,'117.91,'+26.19%,非金属材料
'1384,301028.东亚机械,'13.85,'-1.28%,1.44%,1.04%,'26.28,'3.39,14.98%,'53.19,'+29.42%,通用设备
'1385,301167.建研设计,'16.22,'+1.88%,0.37%,1.04%,'231.58,'1.94,2.15%,'18.17,'+28.34%,工程咨询服务
'1386,600853.龙建股份,'4.16,'-0.48%,0.96%,1.03%,'10.35,'1.11,12.43%,'42.18,'+5.18%,工程建设
'1387,600883.博闻科技,'8.01,'+1.65%,0.75%,1.03%,'48.55,'1.95,4.92%,'18.91,'+23.23%,农牧饲渔
'1388,000166.申万宏源,'5.42,'-0.73%,1.16%,1.03%,'18.78,'1.25,7.01%,'1221.45,'+2.18%,证券
'1389,002238.天威视讯,'8.78,'+1.15%,0.57%,1.03%,亏损,'3.30,'-1.00%,'70.46,'+9.95%,文化传媒
'1390,002349.精华制药,'7.74,'+3.61%,1.01%,1.03%,'33.03,'2.42,8.05%,'64.22,'+2.22%,中药
'1391,002498.汉缆股份,'3.57,'+0.28%,1.12%,1.03%,'25.24,'1.42,6.87%,'118.77,'+6.57%,电网设备
'1392,002598.山东章鼓,'12.17,0.00%,0.82%,1.03%,'88.71,'2.89,3.48%,'37.98,'+29.95%,通用设备
'1393,002970.锐明技术,'50.05,'-0.42%,1.97%,1.03%,'27.34,'4.84,22.21%,'90.17,'+6.58%,计算机设备
'1394,300371.汇中股份,'14.04,'+3.31%,0.64%,1.03%,'47.44,'2.48,7.12%,'28.25,'+47.57%,仪器仪表
'1395,300377.赢时胜,'25.63,'-1.35%,0.16%,1.03%,亏损,'7.74,'-1.00%,'192.48,'-7.00%,软件开发
'1396,300642.透景生命,'28.50,'-7.71%,0.53%,1.03%,'220.73,'3.11,2.06%,'46.33,'+103.99%,医疗器械
'1397,600487.亨通光电,'20.71,'+1.12%,1.11%,1.02%,'19.41,'1.71,9.69%,'510.86,'+22.08%,通信设备
'1398,600517.国网英大,'5.92,'+0.68%,1.40%,1.02%,'19.16,'1.51,8.31%,'338.53,'+8.52%,多元金融
'1399,601611.中国核建,'9.13,'+0.22%,1.03%,1.02%,'16.60,'0.83,6.19%,'275.16,'+2.01%,工程建设
'1400,000059.华锦股份,'5.23,'-0.76%,0.34%,1.02%,亏损,'0.80,'-1.00%,'83.65,'+9.55%,石油行业
'1401,002149.西部材料,'18.58,'+0.32%,1.61%,1.02%,'133.74,'3.07,4.18%,'90.71,'+6.10%,小金属
'1402,601366.利群股份,'4.55,'+0.44%,0.44%,1.01%,亏损,'0.99,0.31%,'41.58,'-9.71%,商业百货
'1403,601990.南京证券,'8.67,'-1.59%,1.48%,1.01%,'29.69,'1.75,6.03%,'319.61,'+1.09%,证券
'1404,603358.华达科技,'43.00,'-0.69%,1.14%,1.01%,'89.79,'5.55,7.42%,'201.99,'+30.69%,汽车零部件
'1405,605298.必得科技,'32.80,'+7.01%,0.46%,1.01%,'118.85,'6.07,5.22%,'61.61,'+144.96%,交运设备
'1406,688028.沃尔德,'25.68,'+1.42%,1.34%,1.01%,'48.42,'1.99,4.56%,'38.76,'+17.27%,通用设备
'1407,688689.银河微电,'28.10,'+3.38%,0.82%,1.01%,'82.97,'2.73,4.90%,'36.22,'+33.98%,半导体
'1408,000973.佛塑科技,'7.16,'+3.02%,0.49%,1.01%,'67.42,'2.41,4.30%,'69.27,'+21.21%,塑料制品
'1409,002340.格林美,'7.36,'-1.21%,0.90%,1.01%,'29.08,'1.87,5.64%,'377.15,'+13.87%,能源金属
'1410,002534.西子洁能,'13.61,'-2.44%,1.48%,1.01%,'56.00,'2.39,5.90%,'100.06,'+24.65%,电源设备
'1411,300040.九洲集团,'7.36,'+0.82%,0.81%,1.01%,亏损,'1.86,'-1.00%,'45.04,'+2.39%,电力行业
'1412,300760.迈瑞医疗,'246.48,'+1.52%,3.12%,1.01%,'33.16,'7.65,23.56%,'2988.43,'-2.51%,医疗器械
'1413,301010.晶雪节能,'19.53,'+2.25%,1.02%,1.01%,'99.04,'2.55,2.90%,'21.09,'-16.21%,装修建材
'1414,301108.洁雅股份,'32.51,'+0.34%,0.22%,1.01%,'300.00,'1.97,1.37%,'36.59,'+77.29%,美容护理
'1415,603197.保隆科技,'37.81,'-1.92%,1.91%,1.00%,'34.78,'2.42,9.07%,'80.77,'+1.51%,汽车零部件
'1416,603806.福斯特,'14.78,'-1.53%,1.76%,1.00%,'46.32,'2.37,5.43%,'385.57,'+1.95%,光伏设备
'1417,688669.聚石化学,'23.52,'-1.96%,0.85%,1.00%,亏损,'2.18,'-1.00%,'28.54,'+52.33%,塑料制品
'1418,688676.金盘科技,'57.90,'-3.56%,0.87%,1.00%,'45.44,'5.92,14.22%,'265.93,'+42.00%,电网设备
'1419,002144.宏达高科,'12.90,'+4.96%,0.39%,1.00%,'278.53,'1.08,1.30%,'22.80,'+24.48%,纺织服装
'1420,300407.凯发电气,'11.53,'-0.09%,0.87%,1.00%,'63.66,'1.93,3.85%,'36.69,'+14.43%,电网设备
'1421,300568.星源材质,'13.22,'+4.26%,0.38%,1.00%,'119.11,'1.80,2.27%,'177.40,'+36.59%,电池
'1422,300968.格林精密,'15.87,'-0.69%,0.32%,1.00%,'230.43,'3.49,1.53%,'65.60,'-3.34%,消费电子
