序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
508	9089	嘉实稳固收益	9月1日	1.2301	1.3989	0.40%	0.04%	2.65%	5.55%	5.50%	9.58%	9.58%	9.97%	5.91%	29.09%	9.77%
509	8791	招商安华债券	9月1日	1.2444	1.2772	0.14%	0.54%	1.31%	2.05%	2.13%	9.58%	7.81%	11.51%	2.20%	28.27%	10.04%
510	2362	国富恒瑞债券	9月1日	1.331	1.549	-0.22%	-1.11%	0.45%	1.84%	2.70%	9.55%	8.76%	14.10%	2.54%	58.29%	9.82%
511	2742	泓德裕祥债券	9月1日	1.2521	1.4391	-0.11%	-0.75%	0.14%	1.09%	1.87%	9.55%	-0.59%	-2.45%	2.15%	45.98%	10.00%
512	15607	广发集祥债券	9月1日	1.053	1.053	-0.14%	-0.43%	0.84%	1.70%	1.92%	9.55%	6.93%	6.93%	1.85%	5.30%	9.77%
513	18597	兴证全球招益	9月1日	1.1111	1.1111	0.32%	0.20%	1.07%	1.96%	3.76%	9.55%	10.90%	---	4.30%	11.11%	9.66%
514	395001	中海稳健收益	9月1日	1.137	1.883	0.00%	-0.44%	0.00%	1.07%	1.34%	9.54%	7.01%	5.49%	2.43%	122.01%	10.07%
515	2651	东方红汇利债	9月1日	1.1224	1.4624	0.04%	0.19%	1.47%	2.94%	3.65%	9.48%	8.55%	12.04%	4.20%	53.65%	9.91%
516	8176	长信利保债券	9月1日	1.2045	1.2045	0.25%	0.31%	1.90%	2.39%	2.51%	9.48%	12.73%	13.64%	1.96%	22.12%	9.49%
517	20285	东方红汇享债	9月1日	1.0901	1.0901	0.20%	0.24%	1.69%	4.52%	5.61%	9.47%	---	---	5.74%	9.01%	9.66%
518	2702	东方红汇阳债	9月1日	1.1376	1.4266	0.05%	0.22%	1.51%	2.89%	3.74%	9.45%	7.91%	11.02%	4.18%	48.91%	9.89%
519	15931	金鹰恒润债券	9月1日	1.1402	1.1402	0.25%	0.21%	2.17%	3.53%	3.83%	9.45%	11.90%	---	4.50%	14.02%	9.52%
520	14738	广发恒祥债券	9月1日	1.0905	1.0905	0.15%	-0.37%	1.52%	6.20%	6.18%	9.44%	10.76%	9.74%	6.55%	9.05%	9.46%
521	8572	金信民达纯债	9月1日	1.0997	1.2731	0.01%	0.02%	0.06%	0.44%	1.40%	9.42%	8.58%	12.70%	2.47%	27.32%	9.49%
522	5751	平安双债添益	9月1日	1.4127	1.4247	-0.20%	-0.85%	0.41%	1.97%	2.33%	9.40%	7.47%	6.82%	3.68%	42.57%	9.60%
523	4427	交银增利增强	9月1日	1.2847	1.6627	-0.07%	-0.57%	1.46%	4.12%	4.69%	9.38%	8.19%	8.19%	5.29%	73.30%	9.66%
524	16715	建信渤泰债券	9月1日	1.112	1.112	0.07%	0.14%	2.30%	4.33%	4.19%	9.38%	10.76%	---	4.46%	11.20%	9.59%
525	18617	民生加银添润	9月1日	1.0916	1.0916	0.14%	0.52%	4.80%	6.86%	6.19%	9.38%	---	---	5.67%	9.16%	9.69%
526	14720	长江聚利债券	9月1日	1.3508	1.3508	0.03%	-0.09%	2.61%	5.28%	4.33%	9.37%	10.40%	20.74%	4.62%	18.04%	9.65%
527	450018	国富恒久信用	9月1日	1.3093	1.6662	-0.15%	-0.90%	0.98%	3.90%	4.09%	9.36%	9.53%	13.14%	4.84%	74.90%	9.42%
528	45	工银产业债债	9月1日	1.544	1.949	0.13%	0.13%	2.05%	3.76%	4.39%	9.35%	9.50%	10.40%	4.18%	105.73%	9.58%
529	2794	天弘永利债券	9月1日	1.1521	1.471	0.09%	-0.30%	0.96%	3.15%	4.05%	9.35%	8.92%	11.39%	3.83%	54.85%	9.46%
530	420102	天弘永利债券	9月1日	1.2497	2.0872	0.08%	-0.31%	0.96%	3.15%	4.04%	9.35%	8.93%	11.38%	3.83%	168.30%	9.46%
531	630103	华商收益增强	9月1日	1.406	1.912	-0.07%	-0.64%	0.29%	1.30%	1.52%	9.33%	4.61%	10.27%	2.18%	109.80%	9.50%
532	6060	鹏扬泓利债券	9月1日	1.0807	1.2527	0.34%	0.06%	1.24%	2.47%	3.52%	9.33%	8.08%	8.62%	3.78%	27.13%	9.67%
533	21242	永赢逸享债券	9月1日	1.0957	1.0957	0.21%	-0.06%	0.77%	2.06%	3.94%	9.32%	---	---	4.84%	9.57%	---
534	13214	大摩安盈稳固	9月1日	1.144	1.144	-0.05%	-0.30%	-0.04%	1.18%	2.91%	9.31%	12.21%	14.73%	4.76%	14.40%	9.17%
535	8792	招商安华债券	9月1日	1.225	1.257	0.15%	0.54%	1.29%	1.97%	1.97%	9.26%	7.16%	10.50%	2.01%	26.19%	9.71%
536	11672	中信建投双利	9月1日	1.0699	1.0699	0.30%	0.44%	3.09%	6.87%	4.42%	9.26%	9.81%	6.06%	4.74%	6.99%	9.23%
537	20219	万家锦利债券	9月1日	1.0971	1.0971	0.17%	0.37%	2.34%	6.29%	6.13%	9.26%	---	---	6.93%	9.71%	9.27%
538	160514	博时稳健回报	9月1日	1.8516	1.9516	0.00%	-0.77%	0.83%	2.49%	2.84%	9.21%	9.19%	11.00%	4.19%	125.78%	9.33%
539	2066	景顺长城景盛	9月1日	1.163	1.312	0.43%	0.43%	2.56%	4.96%	6.80%	9.20%	13.80%	14.98%	6.11%	33.63%	9.30%
540	4535	汇添富双盈回	9月1日	1.4076	1.4076	1.00%	1.58%	2.92%	4.14%	4.86%	9.20%	12.46%	13.72%	6.15%	40.76%	9.06%
541	15932	金鹰恒润债券	9月1日	1.1325	1.1325	0.25%	0.20%	2.15%	3.45%	3.70%	9.20%	11.40%	---	4.32%	13.25%	9.26%
542	16779	招商安华债券	9月1日	1.2311	1.2311	0.14%	0.54%	1.28%	1.95%	1.92%	9.20%	7.01%	---	1.93%	10.29%	9.65%
543	15069	华宝安宜六个	9月1日	1.1279	1.1279	-0.04%	-0.19%	0.87%	2.09%	2.02%	9.19%	10.87%	11.51%	3.91%	12.79%	9.26%
544	3135	金元顺安沣楹	9月1日	1.1464	1.3134	0.16%	0.38%	3.04%	5.38%	5.12%	9.18%	6.12%	3.80%	5.71%	32.43%	9.40%
545	6650	招商安庆债券	9月1日	1.3529	1.3529	0.29%	0.07%	2.56%	3.19%	5.91%	9.18%	12.00%	5.54%	5.45%	35.29%	9.54%
546	2743	泓德裕祥债券	9月1日	1.2142	1.3972	-0.11%	-0.74%	0.11%	1.00%	1.69%	9.16%	-1.29%	-3.49%	1.91%	41.46%	9.60%
547	519967	长信利富债券	9月1日	1.2626	1.3886	-0.27%	-1.75%	3.41%	5.59%	6.70%	9.14%	5.55%	1.89%	7.01%	39.16%	9.05%
548	206018	鹏华产业债债	9月1日	1.1675	1.787	0.00%	-0.58%	0.63%	2.64%	3.30%	9.14%	10.25%	12.63%	4.28%	102.50%	9.24%
549	50106	博时稳定价值	9月1日	1.3809	2.4044	-0.09%	-1.13%	1.30%	2.98%	3.48%	9.14%	11.40%	12.50%	4.57%	183.57%	9.13%
550	1957	嘉合磐通债券	9月1日	1.1762	1.3962	0.89%	1.18%	2.99%	6.18%	7.18%	9.14%	9.71%	11.53%	7.72%	42.98%	9.65%
551	9763	惠升和悦债券	9月1日	1.0977	1.7156	0.16%	0.19%	3.16%	4.90%	6.42%	9.14%	11.69%	10.15%	6.20%	76.81%	9.17%
552	16640	南方达元债券	9月1日	1.0716	1.0716	0.20%	0.44%	2.46%	5.19%	4.30%	9.14%	7.56%	---	6.97%	7.16%	9.43%
553	70020	嘉实稳固收益	9月1日	1.2145	1.8033	0.39%	0.03%	2.61%	5.43%	5.33%	9.12%	8.63%	8.63%	5.61%	105.06%	9.32%
554	4585	鹏扬汇利债券	9月1日	1.1647	1.3517	0.11%	-0.08%	0.79%	2.08%	3.44%	9.12%	7.79%	8.77%	2.81%	38.45%	9.46%
555	18598	兴证全球招益	9月1日	1.1015	1.1015	0.31%	0.18%	1.04%	1.86%	3.55%	9.11%	10.01%	---	4.02%	10.15%	9.23%
556	852389	海通鑫悦债券	9月1日	1.1175	2.0378	0.51%	0.60%	2.61%	4.22%	5.38%	9.10%	10.70%	7.33%	7.29%	5.05%	9.39%
557	8501	鹏扬聚利六个	9月1日	1.2006	1.2006	0.23%	0.09%	0.50%	1.44%	3.00%	9.08%	8.70%	9.55%	2.66%	20.06%	9.42%
558	450019	国富恒久信用	9月1日	1.2836	1.6155	-0.16%	-0.91%	0.95%	3.83%	3.93%	9.04%	8.87%	12.10%	4.64%	68.63%	9.09%
559	2652	东方红汇利债	9月1日	1.1214	1.4164	0.04%	0.17%	1.44%	2.82%	3.44%	9.04%	7.68%	10.70%	3.92%	47.93%	9.48%
560	710301	富安达增强收	9月1日	1.4353	1.4553	0.04%	0.05%	-0.01%	0.94%	2.46%	9.03%	8.46%	4.67%	2.64%	46.34%	9.15%
561	9610	天弘永利债券	9月1日	1.1229	1.3175	0.08%	-0.31%	0.93%	3.06%	3.88%	9.03%	8.30%	10.41%	3.63%	34.66%	9.16%
562	14739	广发恒祥债券	9月1日	1.0786	1.0786	0.14%	-0.38%	1.49%	6.12%	5.91%	9.02%	9.99%	8.66%	6.22%	7.86%	9.03%
563	46	工银产业债债	9月1日	1.488	1.867	0.13%	0.13%	2.06%	3.69%	4.20%	9.01%	8.69%	9.22%	3.91%	95.78%	9.17%
564	16869	景顺长城稳健	9月1日	1.1462	1.1462	0.36%	0.20%	0.98%	2.80%	5.74%	9.01%	14.22%	---	5.38%	14.62%	9.00%
565	18988	博时双季益六	9月1日	1.1071	1.1071	0.27%	0.39%	1.98%	3.31%	4.13%	9.01%	---	---	4.60%	10.71%	9.12%
566	18506	创金合信益久	9月1日	1.1117	1.1117	0.01%	-0.09%	0.22%	1.09%	2.55%	8.99%	11.04%	---	2.25%	11.17%	9.29%
567	50016	博时宏观回报	9月1日	1.5234	1.6914	0.26%	0.22%	2.29%	4.46%	3.94%	8.98%	8.26%	7.85%	3.94%	74.06%	9.07%
568	16716	建信渤泰债券	9月1日	1.1008	1.1008	0.08%	0.15%	2.27%	4.23%	3.99%	8.97%	9.88%	---	4.18%	10.08%	9.17%
569	18989	博时双季益六	9月1日	1.1055	1.1055	0.26%	0.39%	1.97%	3.30%	4.11%	8.96%	---	---	4.57%	10.55%	9.06%
570	578	鑫元恒鑫收益	9月1日	1.0991	1.1791	0.23%	-1.05%	1.90%	4.75%	5.15%	8.94%	9.30%	8.34%	5.01%	18.62%	9.17%
571	16161	天弘永利优享	9月1日	1.1304	1.1304	-0.02%	-0.13%	1.26%	3.12%	4.06%	8.93%	11.68%	13.04%	3.94%	13.04%	9.11%
572	4428	交银增利增强	9月1日	1.2651	1.6201	-0.07%	-0.57%	1.43%	4.01%	4.48%	8.92%	7.30%	6.87%	5.00%	67.88%	9.20%
573	420002	天弘永利债券	9月1日	1.2482	2.0096	0.08%	-0.32%	0.93%	3.04%	3.83%	8.91%	8.06%	10.05%	3.55%	150.12%	9.03%
574	16957	招商安颐稳健	9月1日	1.1012	1.1012	0.27%	0.36%	1.13%	1.93%	3.15%	8.89%	9.14%	---	3.19%	10.12%	9.16%
575	15070	华宝安宜六个	9月1日	1.1168	1.1168	-0.04%	-0.20%	0.84%	2.01%	1.86%	8.86%	10.20%	10.50%	3.70%	11.68%	8.93%
576	13215	大摩安盈稳固	9月1日	1.1298	1.1298	-0.05%	-0.30%	-0.08%	1.07%	2.70%	8.85%	11.30%	13.35%	4.49%	12.98%	8.73%
577	50006	博时稳定价值	9月1日	1.3696	2.3118	-0.09%	-1.14%	1.27%	2.89%	3.32%	8.82%	10.74%	11.49%	4.36%	179.03%	8.81%
578	19302	鹏华产业债债	9月1日	1.0628	1.0985	0.00%	-0.58%	0.61%	2.55%	3.14%	8.81%	---	---	4.07%	9.98%	8.91%
579	3218	前海开源祥和	9月1日	1.6141	1.6841	0.14%	-0.22%	0.30%	0.87%	2.34%	8.77%	14.97%	14.90%	2.63%	69.44%	9.08%
580	7540	华泰保兴安悦	9月1日	1.1473	1.3134	0.21%	-0.05%	-1.70%	-1.42%	-0.23%	8.76%	19.97%	22.44%	-0.03%	34.15%	8.35%
581	620003	金元顺安丰利	9月1日	1.0364	1.4044	-0.03%	-0.26%	0.90%	2.36%	3.70%	8.73%	1.11%	-2.67%	3.80%	45.15%	9.16%
582	9764	惠升和悦债券	9月1日	1.102	1.5858	0.16%	0.19%	3.14%	4.80%	6.21%	8.72%	10.84%	8.86%	5.92%	61.59%	8.76%
583	1958	嘉合磐通债券	9月1日	1.1594	1.3644	0.89%	1.18%	2.95%	6.08%	6.97%	8.71%	8.82%	10.20%	7.43%	39.36%	9.22%
584	15625	平安添润债券	9月1日	1.1597	1.1597	0.12%	0.00%	1.95%	3.50%	5.27%	8.70%	16.40%	---	5.61%	15.97%	8.79%
585	10309	德邦锐裕利率	9月1日	1.1641	1.2141	0.09%	-0.16%	-1.25%	-1.80%	-0.86%	8.69%	11.61%	15.25%	-1.02%	21.66%	8.49%
586	13558	长信利富债券	9月1日	1.2422	1.3082	-0.28%	-1.76%	3.36%	5.47%	6.48%	8.69%	4.70%	0.62%	6.72%	-5.74%	8.60%
587	18508	创金合信益久	9月1日	1.1083	1.1083	0.01%	-0.09%	0.17%	0.97%	2.32%	8.68%	10.70%	---	1.95%	10.83%	8.98%
588	4586	鹏扬汇利债券	9月1日	1.1441	1.3141	0.10%	-0.09%	0.75%	1.97%	3.23%	8.67%	6.94%	7.47%	2.54%	33.99%	9.02%
589	16958	招商安颐稳健	9月1日	1.0955	1.0955	0.27%	0.36%	1.11%	1.87%	3.04%	8.67%	8.69%	---	3.04%	9.55%	8.93%
590	710302	富安达增强收	9月1日	1.357	1.377	0.04%	0.04%	-0.01%	0.91%	2.31%	8.66%	7.66%	3.49%	2.42%	38.36%	8.78%
591	10630	惠升和睿兴利	9月1日	1.0622	1.0622	-0.06%	-0.71%	0.67%	1.26%	1.93%	8.64%	6.32%	5.88%	1.84%	6.22%	8.23%
592	852300	海通鑫悦债券	9月1日	1.1001	2.0204	0.51%	0.60%	2.57%	4.11%	5.14%	8.64%	9.79%	5.98%	6.97%	3.41%	8.92%
593	18784	信澳鑫瑞6个	9月1日	1.1139	1.1139	0.27%	0.28%	1.37%	2.16%	2.70%	8.64%	11.41%	---	3.16%	11.39%	8.80%
594	18898	易方达悦和稳	9月1日	1.0936	1.0936	0.55%	0.80%	2.21%	3.25%	4.46%	8.64%	---	---	4.48%	9.36%	---
595	8502	鹏扬聚利六个	9月1日	1.1739	1.1739	0.23%	0.09%	0.47%	1.34%	2.79%	8.63%	7.83%	8.24%	2.38%	17.39%	8.99%
596	18849	鑫元恒鑫收益	9月1日	1.0967	1.0967	0.22%	-1.06%	1.77%	4.55%	4.90%	8.63%	---	---	4.65%	9.34%	8.88%
597	50116	博时宏观回报	9月1日	1.4833	1.6333	0.26%	0.21%	2.26%	4.38%	3.76%	8.60%	7.51%	6.73%	3.70%	67.05%	8.70%
598	18965	富国稳健增强	9月1日	1.326	1.326	0.08%	-0.08%	0.76%	2.31%	2.79%	8.60%	6.68%	---	2.79%	6.00%	9.05%
599	20741	华泰保兴安悦	9月1日	1.1451	1.226	0.20%	-0.05%	-1.72%	-1.45%	-0.28%	8.60%	---	---	-0.10%	14.86%	8.20%
600	163806	中银增利债券	9月1日	1.2033	1.8915	-0.04%	-0.50%	0.75%	2.08%	2.73%	8.58%	10.87%	14.88%	4.24%	121.01%	8.67%
601	16870	景顺长城稳健	9月1日	1.1336	1.1336	0.35%	0.19%	0.94%	2.69%	5.53%	8.58%	13.34%	---	5.11%	13.36%	8.58%
602	20857	嘉实多益债券	9月1日	1.0896	1.0896	0.36%	0.43%	2.59%	5.37%	5.50%	8.58%	---	---	4.86%	8.96%	8.53%
603	2925	广发集源债券	9月1日	1.1541	1.4263	0.15%	0.30%	2.08%	4.00%	4.79%	8.52%	10.45%	13.36%	5.27%	47.37%	8.88%
604	18763	汇添富稳荣回	9月1日	1.1187	1.1187	-0.03%	-0.23%	1.04%	2.70%	3.64%	8.52%	---	---	2.96%	11.87%	8.58%
605	107	富国稳健增强	9月1日	1.326	1.751	0.00%	-0.08%	0.68%	2.31%	2.79%	8.51%	6.68%	9.65%	2.79%	94.86%	8.96%
606	10430	招商安阳债券	9月1日	1.0544	1.3055	0.09%	-0.26%	0.90%	2.27%	3.48%	8.51%	15.21%	22.89%	3.56%	34.42%	8.77%
607	2961	中欧双利债券	9月1日	1.183	1.4193	0.08%	0.11%	1.79%	3.39%	4.27%	8.50%	10.36%	10.20%	3.85%	45.04%	8.67%
608	16162	天弘永利优享	9月1日	1.1166	1.1166	-0.02%	-0.14%	1.23%	3.01%	3.84%	8.48%	10.76%	11.66%	3.65%	11.66%	8.67%
609	15626	平安添润债券	9月1日	1.1498	1.1498	0.11%	-0.01%	1.91%	3.40%	5.09%	8.48%	15.73%	---	5.35%	14.98%	8.56%
610	333	长城稳固收益	9月1日	1.3885	1.4085	-0.15%	-0.67%	0.15%	1.44%	2.10%	8.40%	7.00%	7.30%	2.71%	41.44%	8.32%
611	161019	富国新天锋债	9月1日	1.1739	1.7534	-0.24%	-0.70%	-0.14%	1.01%	1.42%	8.39%	8.59%	11.08%	1.60%	105.83%	8.51%
612	14399	中银民利一年	9月1日	1.1281	1.1281	0.48%	0.53%	2.32%	4.76%	5.19%	8.39%	10.86%	10.41%	5.71%	12.81%	8.46%
613	3219	前海开源祥和	9月1日	1.577	1.647	0.14%	-0.22%	0.27%	0.77%	2.13%	8.34%	14.05%	13.51%	2.36%	65.63%	8.65%
614	531008	建信稳定增利	9月1日	1.822	2.181	-0.11%	-0.60%	0.66%	2.53%	2.65%	8.34%	6.65%	8.26%	3.82%	72.68%	8.90%
615	12902	平安添悦债券	9月1日	1.1152	1.2019	0.07%	-0.21%	1.00%	2.74%	3.07%	8.33%	10.40%	---	2.98%	21.13%	8.48%
616	668	国寿安保尊享	9月1日	1.3129	1.7121	-0.05%	-0.78%	0.88%	1.74%	2.46%	8.32%	11.95%	14.52%	3.10%	81.59%	8.37%
617	2490	金鹰元祺债券	9月1日	1.6155	1.6575	0.15%	-1.43%	0.88%	3.04%	3.06%	8.32%	7.71%	8.68%	4.58%	67.73%	8.44%
618	10310	德邦锐裕利率	9月1日	1.1687	1.2137	0.09%	-0.18%	-1.28%	-1.87%	-1.00%	8.28%	10.90%	14.23%	-1.19%	21.55%	8.08%
619	519753	交银安心收益	9月1日	1.0884	1.3074	0.06%	0.02%	2.10%	4.23%	4.88%	8.25%	10.78%	10.31%	4.83%	32.97%	8.31%
620	17017	农银瑞泽添利	9月1日	1.1061	1.1061	0.36%	0.24%	2.46%	4.71%	4.94%	8.23%	8.20%	---	4.86%	10.61%	8.28%
621	18899	易方达悦和稳	9月1日	1.087	1.087	0.56%	0.80%	2.18%	3.14%	4.26%	8.21%	---	---	4.21%	8.70%	---
622	15323	广发集源债券	9月1日	1.1446	1.3693	0.15%	0.31%	2.05%	3.92%	4.64%	8.20%	9.79%	12.34%	5.07%	14.96%	8.56%
623	18785	信澳鑫瑞6个	9月1日	1.1046	1.1046	0.26%	0.27%	1.33%	2.05%	2.50%	8.18%	10.50%	---	2.88%	10.46%	8.35%
624	19268	交银安心收益	9月1日	1.2891	1.3351	0.05%	0.02%	2.11%	4.23%	4.76%	8.18%	11.37%	---	4.65%	11.58%	8.25%
625	10633	惠升和睿兴利	9月1日	1.043	1.043	-0.07%	-0.71%	0.64%	1.15%	1.73%	8.17%	5.43%	4.57%	1.56%	4.30%	7.76%
626	19041	浦银安盛稳健	9月1日	1.0957	1.0957	0.39%	0.64%	2.27%	3.67%	4.10%	8.17%	---	---	4.37%	9.57%	8.22%
627	13211	华富安盈一年	9月1日	1.0107	1.0107	0.26%	-0.36%	2.17%	4.89%	5.17%	8.15%	9.44%	4.27%	6.23%	1.07%	8.27%
628	161626	融通通福债券	9月1日	1.0783	2.3179	-0.36%	-2.30%	0.02%	1.99%	2.56%	8.14%	6.58%	9.27%	3.29%	132.13%	8.01%
629	20858	嘉实多益债券	9月1日	1.0838	1.0838	0.36%	0.43%	2.55%	5.26%	5.28%	8.14%	---	---	4.58%	8.38%	8.09%
630	11864	博时恒泰债券	9月1日	1.1606	1.1606	0.46%	0.38%	1.79%	3.50%	4.34%	8.12%	9.70%	10.54%	5.15%	16.06%	8.15%
631	180025	银华信用双利	9月1日	1.2195	1.7795	0.08%	-0.13%	1.98%	3.44%	3.96%	8.11%	5.86%	4.59%	4.23%	93.27%	8.40%
632	18764	汇添富稳荣回	9月1日	1.1107	1.1107	-0.03%	-0.23%	1.01%	2.60%	3.44%	8.10%	---	---	2.70%	11.07%	8.16%
633	10431	招商安阳债券	9月1日	1.0533	1.2856	0.10%	-0.26%	0.87%	2.17%	3.28%	8.09%	14.31%	21.44%	3.29%	31.89%	8.36%
634	9730	中信保诚安鑫	9月1日	1.1303	1.1303	0.12%	-0.23%	-0.09%	0.71%	2.87%	8.08%	11.87%	8.82%	3.41%	13.03%	8.00%
635	2926	广发集源债券	9月1日	1.1357	1.3921	0.15%	0.31%	2.05%	3.90%	4.59%	8.07%	9.55%	11.98%	4.98%	43.28%	8.43%
636	10102	西部利得鑫泓	9月1日	1.0705	1.0705	-0.07%	-0.90%	0.72%	1.57%	2.16%	8.07%	15.73%	16.12%	2.21%	7.05%	8.87%
637	2962	中欧双利债券	9月1日	1.1414	1.3733	0.07%	0.11%	1.75%	3.29%	4.06%	8.05%	9.48%	8.87%	3.57%	40.11%	8.23%
638	16419	国泰安璟债券	9月1日	1.0816	1.0816	0.24%	0.12%	1.27%	2.49%	3.80%	8.02%	8.51%	---	3.44%	8.16%	8.00%
639	1235	中银国有企业	9月1日	1.248	1.4682	-0.07%	-0.53%	0.60%	1.86%	2.32%	7.97%	11.07%	13.90%	3.71%	54.67%	8.04%
640	334	长城稳固收益	9月1日	1.3327	1.3527	-0.16%	-0.67%	0.11%	1.33%	1.90%	7.97%	6.16%	6.04%	2.44%	35.77%	7.89%
641	12626	申万菱信汇元	9月1日	0.9506	0.9506	0.06%	0.18%	1.76%	4.62%	4.29%	7.97%	5.72%	0.27%	4.04%	-4.94%	8.07%
642	14400	中银民利一年	9月1日	1.1124	1.1124	0.48%	0.52%	2.28%	4.65%	4.97%	7.95%	9.96%	9.09%	5.42%	11.24%	8.03%
643	12903	平安添悦债券	9月1日	1.1174	1.1909	0.07%	-0.21%	0.98%	2.65%	2.89%	7.95%	9.66%	---	2.74%	19.83%	8.11%
644	16850	中欧颐利债券	9月1日	1.1069	1.1069	0.08%	-0.07%	0.74%	2.18%	3.86%	7.93%	11.44%	---	3.77%	10.69%	7.87%
645	320008	诺安增利债券	9月1日	1.731	1.896	0.17%	-0.40%	6.72%	11.03%	0.52%	7.92%	1.47%	1.23%	4.72%	95.68%	8.05%
646	16420	国泰安璟债券	9月1日	1.081	1.081	0.24%	0.11%	1.26%	2.46%	3.75%	7.92%	8.31%	---	3.38%	8.10%	7.91%
647	16421	万家惠利债券	9月1日	1.0732	1.0732	0.24%	0.45%	2.49%	3.92%	4.47%	7.92%	7.07%	---	4.85%	7.32%	8.09%
648	675121	西部利得汇逸	9月1日	1.0999	1.2124	0.29%	0.36%	2.43%	4.55%	5.31%	7.91%	7.45%	8.46%	5.07%	22.92%	8.26%
649	20811	富国盛利增强	9月1日	1.0763	1.0763	0.13%	0.17%	1.64%	3.27%	4.78%	7.91%	---	---	4.62%	7.63%	8.03%
650	530008	建信稳定增利	9月1日	2.054	2.367	-0.10%	-0.63%	0.59%	2.39%	2.39%	7.88%	5.71%	6.93%	3.53%	164.95%	8.39%
651	19673	汇丰晋信慧鑫	9月1日	1.0822	1.0822	0.12%	0.17%	1.49%	3.52%	4.32%	7.87%	---	---	4.79%	8.22%	7.78%
652	669	国寿安保尊享	9月1日	1.2866	1.6859	-0.06%	-0.79%	0.85%	1.63%	2.24%	7.86%	11.04%	13.12%	2.83%	78.12%	7.93%
653	15464	兴证全球兴益	9月1日	1.0921	1.0921	0.33%	0.28%	1.52%	3.08%	3.83%	7.82%	8.50%	9.43%	4.13%	9.21%	8.08%
654	16797	嘉实双利债券	9月1日	1.0706	1.0706	0.34%	0.53%	2.76%	5.18%	5.07%	7.81%	7.08%	---	4.76%	7.06%	7.98%
655	19042	浦银安盛稳健	9月1日	1.0888	1.0888	0.40%	0.64%	2.24%	3.58%	3.92%	7.80%	---	---	4.13%	8.88%	7.84%
656	675123	西部利得汇逸	9月1日	1.1269	1.2819	0.28%	0.36%	2.42%	4.52%	5.25%	7.80%	7.24%	8.13%	4.99%	29.41%	8.15%
657	20955	银华盛泓债券	9月1日	1.0872	1.0872	0.02%	0.20%	1.30%	3.67%	5.75%	7.80%	---	---	5.47%	8.72%	7.68%
658	19793	华泰保兴嘉睿	9月1日	1.0681	1.0681	0.24%	0.33%	2.18%	3.79%	3.59%	7.80%	---	---	2.94%	6.81%	7.87%
659	17018	农银瑞泽添利	9月1日	1.0941	1.0941	0.36%	0.23%	2.42%	4.61%	4.73%	7.78%	7.33%	---	4.58%	9.41%	7.84%
660	270029	广发聚财信用	9月1日	1.304	1.805	-0.15%	-0.76%	0.62%	2.44%	2.60%	7.77%	7.86%	8.85%	3.16%	96.10%	7.77%
661	18471	南方津享稳健	9月1日	1.112	1.112	0.23%	0.28%	1.34%	2.76%	3.45%	7.77%	10.92%	---	3.44%	11.20%	7.90%
662	12627	申万菱信汇元	9月1日	1.6311	1.6311	0.05%	0.17%	1.74%	4.56%	4.17%	7.76%	5.29%	-0.32%	3.89%	63.11%	7.85%
663	519730	交银定期支付	9月1日	1.6204	1.6204	-0.02%	-0.50%	1.57%	4.50%	4.61%	7.75%	4.95%	3.61%	5.15%	62.04%	7.70%
664	11865	博时恒泰债券	9月1日	1.143	1.143	0.46%	0.37%	1.76%	3.40%	4.16%	7.75%	8.94%	9.39%	4.91%	14.30%	7.78%
665	160217	国泰信用互利	9月1日	1.0894	1.704	-0.07%	-0.21%	0.38%	1.74%	1.75%	7.74%	7.48%	8.39%	3.21%	92.34%	7.91%
666	180026	银华信用双利	9月1日	1.1881	1.7031	0.08%	-0.13%	1.95%	3.31%	3.76%	7.72%	5.05%	3.31%	3.95%	82.64%	8.01%
667	11091	工银双玺6个	9月1日	1.1192	1.1192	0.17%	0.07%	1.07%	2.23%	3.11%	7.71%	9.48%	11.22%	2.95%	11.92%	7.91%
668	13212	华富安盈一年	9月1日	0.9945	0.9945	0.25%	-0.37%	2.14%	4.77%	4.95%	7.71%	8.56%	3.02%	5.94%	-0.55%	7.83%
669	253060	国联安信心增	9月1日	1.1594	1.4979	-0.35%	-1.70%	1.35%	5.16%	5.40%	7.70%	5.95%	7.91%	7.43%	57.32%	8.02%
670	161627	融通通福债券	9月1日	1.1856	1.6196	-0.37%	-2.32%	-0.02%	1.87%	2.34%	7.70%	5.74%	7.97%	3.01%	63.56%	7.57%
671	519660	银河增利债券	9月1日	1.6632	1.9732	0.13%	-0.73%	2.86%	4.67%	4.13%	7.69%	8.76%	6.14%	4.09%	102.34%	7.66%
672	19038	海富通添利收	9月1日	1.1086	1.1086	0.01%	-0.07%	0.58%	1.71%	2.38%	7.67%	---	---	2.52%	10.86%	7.70%
673	15805	景顺长城景颐	9月1日	1.0992	1.1379	0.28%	-0.05%	1.39%	2.85%	3.97%	7.66%	11.47%	13.11%	3.75%	13.88%	7.96%
674	18586	汇添富双享增	9月1日	1.1064	1.1064	0.25%	0.41%	2.32%	4.57%	5.08%	7.66%	10.67%	---	5.19%	10.64%	7.61%
675	16142	华安沣悦债券	9月1日	1.0904	1.0904	0.01%	0.15%	1.13%	2.39%	3.32%	7.65%	8.36%	9.09%	3.18%	9.04%	7.89%
