序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
1102	14653	建信卓越成长	9月1日	1.1008	1.1008	2.91%	6.39%	21.53%	37.62%	29.01%	71.25%	38.83%	12.14%	49.52%	10.08%	73.76%	0.15%
1103	7460	华安成长创新	9月1日	2.7695	2.7695	1.25%	3.17%	17.42%	43.99%	37.79%	71.22%	33.88%	31.40%	42.45%	176.95%	74.31%	0.15%
1104	15970	华泰柏瑞景气	9月1日	1.5376	1.5376	3.04%	7.29%	23.28%	41.08%	34.62%	71.22%	58.56%	---	45.62%	53.76%	74.27%	0.15%
1105	11137	广发盛兴混合	9月1日	1.0821	1.0821	1.15%	2.19%	15.17%	38.75%	34.06%	71.19%	39.50%	30.53%	38.38%	8.21%	76.50%	0.00%
1106	15321	长江新兴产业	9月1日	1.3915	1.3915	1.21%	6.38%	25.20%	47.94%	32.64%	71.16%	60.48%	36.14%	51.94%	39.15%	74.44%	0.00%
1107	16895	中银卓越成长	9月1日	1.2258	1.2258	0.17%	3.51%	20.27%	30.21%	28.22%	71.11%	29.63%	---	41.09%	22.58%	74.32%	0.15%
1108	217020	招商安达灵活	9月1日	2.4283	2.7262	3.33%	13.60%	39.69%	63.54%	35.29%	71.10%	35.27%	-16.91%	48.61%	215.16%	74.21%	0.15%
1109	1229	德邦福鑫灵活	9月1日	1.8272	1.8272	2.13%	6.57%	19.88%	54.04%	24.55%	71.09%	0.77%	-7.49%	32.36%	82.72%	76.00%	0.15%
1110	4237	中欧新蓝筹混	9月1日	2.5875	3.0733	3.67%	10.27%	30.42%	58.06%	51.15%	71.09%	49.82%	33.23%	56.88%	165.48%	74.57%	0.00%
1111	13561	国联匠心优选	9月1日	1.1292	1.1292	2.25%	5.94%	23.90%	39.93%	40.92%	71.09%	37.84%	26.29%	46.06%	12.92%	75.15%	0.15%
1112	14408	创金合信兴选	9月1日	1.1085	1.1085	0.44%	3.15%	20.70%	32.48%	20.06%	71.09%	23.95%	11.36%	23.56%	10.85%	76.09%	0.15%
1113	16030	湘财成长优选	9月1日	1.1177	1.1177	0.27%	1.47%	17.78%	28.98%	15.54%	71.09%	20.91%	15.91%	31.29%	11.77%	75.77%	0.00%
1114	8077	九泰天奕量化	9月1日	1.5049	1.5049	2.18%	8.38%	31.32%	51.66%	30.52%	71.07%	54.92%	33.64%	36.28%	50.49%	73.54%	0.15%
1115	12876	富荣福耀混合	9月1日	1.024	1.024	0.88%	-2.51%	3.38%	18.57%	31.92%	71.07%	19.91%	11.27%	40.02%	2.40%	73.00%	0.15%
1116	18561	中信保诚多策	9月1日	2.0944	2.0944	1.03%	-2.15%	1.61%	11.78%	26.81%	71.06%	59.80%	---	37.33%	69.23%	72.44%	0.00%
1117	13621	华安智能生活	9月1日	2.9899	2.9899	1.32%	3.25%	18.01%	44.25%	38.48%	71.02%	32.50%	29.35%	42.78%	21.26%	74.03%	0.00%
1118	15987	万家远见先锋	9月1日	1.4847	1.4847	4.28%	15.18%	48.38%	76.00%	48.04%	71.01%	63.19%	---	48.56%	48.47%	75.79%	0.15%
1119	8370	国泰研究精选	9月1日	2.2739	2.2739	1.27%	4.10%	23.45%	34.38%	19.91%	71.00%	19.80%	17.59%	34.07%	127.39%	77.69%	0.15%
1120	10936	交银均衡成长	9月1日	1.1442	1.2072	1.15%	4.30%	16.72%	30.95%	37.42%	70.98%	28.14%	12.29%	39.13%	20.80%	73.36%	0.15%
1121	21953	西部利得新动	9月1日	1.465	1.465	0.76%	1.31%	10.07%	20.97%	19.40%	70.95%	---	---	33.91%	70.35%	73.58%	0.00%
1122	8576	财通碳中和一	9月1日	1.3046	1.3046	2.11%	8.04%	28.66%	56.56%	39.11%	70.94%	55.61%	---	32.68%	30.46%	74.51%	0.15%
1123	10166	招商兴和优选	9月1日	0.6822	0.6822	4.47%	12.83%	30.81%	55.15%	32.36%	70.93%	36.39%	-2.40%	47.82%	-31.78%	73.94%	0.15%
1124	163417	兴全合宜混合	9月1日	2.0068	2.0068	2.21%	5.15%	17.44%	31.93%	26.89%	70.88%	41.82%	30.40%	43.24%	100.68%	75.51%	0.15%
1125	12073	华安均衡优选	9月1日	1.0592	1.0592	1.87%	2.15%	16.51%	40.93%	39.96%	70.87%	53.40%	34.98%	50.22%	5.92%	73.41%	0.15%
1126	15373	浙商智选新兴	9月1日	1.2353	1.2353	1.70%	2.74%	16.45%	29.84%	25.56%	70.86%	38.04%	29.26%	40.45%	23.53%	75.07%	0.15%
1127	1535	景顺长城改革	9月1日	1.841	1.841	0.38%	1.43%	13.01%	21.28%	18.32%	70.78%	37.29%	41.29%	34.38%	84.10%	75.17%	0.15%
1128	20126	东方量化成长	9月1日	2.1341	2.1341	1.04%	-0.19%	8.52%	20.52%	24.74%	70.76%	---	---	33.97%	37.21%	73.73%	0.00%
1129	18611	鹏华高端装备	9月1日	1.4292	1.4292	0.04%	2.01%	19.48%	46.55%	27.14%	70.75%	47.49%	---	40.41%	42.92%	76.31%	0.15%
1130	10557	汇添富数字生	9月1日	0.9358	0.9358	3.15%	8.74%	27.98%	48.63%	35.90%	70.74%	40.03%	28.03%	46.59%	-6.42%	73.94%	0.15%
1131	8137	九泰天奕量化	9月1日	1.4903	1.4903	2.18%	8.39%	31.30%	51.59%	30.40%	70.73%	55.42%	33.74%	36.10%	49.03%	73.19%	0.00%
1132	11805	嘉实优质核心	9月1日	0.7704	0.7704	2.31%	5.91%	31.33%	52.01%	33.40%	70.71%	34.94%	1.05%	43.46%	-22.96%	75.73%	0.15%
1133	11817	银华阿尔法混	9月1日	0.9471	0.9471	3.35%	12.06%	31.89%	55.62%	50.12%	70.68%	19.52%	10.86%	58.17%	-5.29%	73.43%	0.15%
1134	1990	中欧数据挖掘	9月1日	2.2298	2.6768	0.67%	0.37%	9.75%	25.47%	29.63%	70.67%	45.20%	31.33%	33.94%	184.91%	73.38%	0.15%
1135	2106	德邦福鑫灵活	9月1日	1.7763	1.7763	2.13%	6.57%	19.85%	53.93%	24.38%	70.65%	0.26%	-8.20%	32.14%	74.51%	75.56%	0.00%
1136	15971	华泰柏瑞景气	9月1日	1.5175	1.5175	3.04%	7.28%	23.23%	40.89%	34.26%	70.64%	57.25%	---	45.02%	51.75%	73.69%	0.00%
1137	16311	中欧优质企业	9月1日	1.2526	1.2526	1.97%	6.72%	31.87%	51.57%	31.91%	70.58%	40.54%	25.32%	44.13%	25.26%	73.83%	0.15%
1138	16289	华安沪港深通	9月1日	2.671	2.671	1.79%	1.60%	15.13%	36.41%	42.15%	70.56%	58.23%	37.26%	49.72%	29.98%	73.10%	0.00%
1139	14654	建信卓越成长	9月1日	1.0856	1.0856	2.90%	6.38%	21.50%	37.49%	28.75%	70.53%	37.73%	10.80%	49.12%	8.56%	73.06%	0.00%
1140	40025	华安科技动力	9月1日	7.184	7.971	1.66%	7.56%	24.66%	43.31%	30.10%	70.52%	61.00%	58.31%	35.09%	805.47%	75.61%	0.15%
1141	15554	融通价值成长	9月1日	1.381	1.381	1.28%	-1.58%	6.24%	22.29%	36.68%	70.51%	36.84%	39.89%	38.14%	38.10%	74.30%	0.00%
1142	339	长城医疗保健	9月1日	3.6387	3.6387	3.05%	-2.97%	-0.82%	24.93%	52.51%	70.45%	44.08%	18.01%	60.45%	263.87%	72.30%	0.15%
1143	16896	中银卓越成长	9月1日	1.2144	1.2144	0.16%	3.50%	20.23%	30.08%	27.97%	70.42%	28.59%	---	40.72%	21.44%	73.61%	0.00%
1144	519197	万家颐达灵活	9月1日	1.3975	1.5535	1.81%	4.85%	20.30%	35.22%	35.68%	70.41%	26.14%	26.19%	41.38%	60.27%	72.13%	0.15%
1145	16257	华宝动力组合	9月1日	3.3862	3.3862	1.27%	7.12%	27.91%	40.78%	20.56%	70.41%	33.35%	14.94%	31.33%	12.37%	74.04%	0.00%
1146	10363	信澳匠心臻选	9月1日	1.3354	1.3354	0.27%	3.59%	24.76%	48.28%	27.14%	70.38%	34.01%	-4.13%	32.17%	33.54%	73.54%	0.15%
1147	12877	富荣福耀混合	9月1日	1.0088	1.0088	0.87%	-2.52%	3.34%	18.45%	31.66%	70.38%	18.93%	9.92%	39.65%	0.88%	72.30%	0.00%
1148	14351	华商卓越成长	9月1日	0.7423	0.7423	3.70%	7.89%	27.32%	51.06%	44.08%	70.37%	-7.32%	-33.38%	52.08%	-25.77%	74.04%	0.00%
1149	12475	平安优质企业	9月1日	0.9065	0.9065	1.90%	4.28%	20.66%	45.06%	36.42%	70.30%	37.81%	9.19%	40.72%	-9.35%	73.73%	0.15%
1150	12198	国金核心资产	9月1日	1.1761	1.1761	2.79%	6.42%	30.90%	52.72%	42.33%	70.30%	56.73%	33.89%	49.02%	17.61%	76.04%	0.15%
1151	5176	富国精准医疗	9月1日	3.6981	3.6981	4.12%	-1.38%	1.83%	21.36%	54.81%	70.25%	87.10%	57.45%	65.96%	269.77%	72.04%	0.15%
1152	162214	宏利领先中小	9月1日	1.154	1.154	2.58%	6.36%	26.95%	38.54%	24.49%	70.21%	41.94%	11.50%	34.19%	15.40%	75.38%	0.15%
1153	519704	交银先进制造	9月1日	5.1353	6.5863	1.06%	4.10%	16.13%	30.03%	36.59%	70.18%	27.39%	10.27%	38.42%	814.00%	72.55%	0.15%
1154	16097	东吴兴弘一年	9月1日	1.2794	1.2794	1.47%	5.33%	20.11%	51.46%	43.25%	70.18%	64.43%	---	56.02%	27.94%	73.69%	0.15%
1155	14409	创金合信兴选	9月1日	1.0911	1.0911	0.44%	3.14%	20.66%	32.32%	19.76%	70.17%	22.66%	9.65%	23.16%	9.11%	75.14%	0.00%
1156	110005	易方达积极成	9月1日	0.7148	5.95	3.62%	4.24%	22.23%	38.15%	37.57%	70.15%	20.32%	-5.15%	48.67%	1018.92%	74.94%	0.15%
1157	12647	中欧洞见一年	9月1日	1.2072	1.2072	1.92%	6.52%	31.65%	51.39%	31.85%	70.15%	40.31%	23.70%	43.82%	20.72%	73.42%	0.00%
1158	15988	万家远见先锋	9月1日	1.4689	1.4689	4.27%	15.17%	48.31%	75.77%	47.66%	70.15%	61.56%	---	48.07%	46.89%	74.91%	0.00%
1159	1723	华商新动力混	9月1日	0.9424	0.9424	1.80%	2.19%	17.77%	33.24%	24.20%	70.14%	48.43%	47.76%	32.49%	-5.76%	75.40%	0.15%
1160	11451	招商企业优选	9月1日	0.7271	0.7271	4.41%	13.01%	30.59%	54.83%	32.20%	70.12%	34.47%	-4.79%	47.34%	-27.29%	73.12%	0.00%
1161	10995	博时创新经济	9月1日	1.2832	1.2832	0.40%	-0.80%	6.69%	20.52%	31.69%	70.10%	28.42%	35.03%	41.63%	28.32%	72.80%	0.00%
1162	7945	景顺长城改革	9月1日	1.791	1.791	0.39%	1.47%	13.00%	21.18%	18.06%	70.09%	35.89%	39.38%	33.96%	74.90%	74.22%	0.00%
1163	6976	鹏华核心优势	9月1日	2.7207	2.7207	0.81%	1.39%	16.25%	36.75%	32.14%	70.07%	37.60%	22.71%	29.86%	172.07%	75.20%	0.15%
1164	11790	建信创新驱动	9月1日	0.9973	0.9973	3.40%	7.85%	23.12%	41.86%	32.92%	70.07%	33.79%	10.80%	50.45%	-0.27%	72.96%	0.15%
1165	9488	中邮价值精选	9月1日	1.2616	1.2616	4.17%	9.96%	27.24%	52.88%	39.84%	70.05%	45.90%	0.35%	39.45%	26.16%	76.10%	0.15%
1166	11806	嘉实优质核心	9月1日	0.7584	0.7584	2.31%	5.91%	31.28%	51.86%	33.15%	70.04%	33.87%	-0.16%	43.09%	-24.16%	75.03%	0.00%
1167	12074	华安均衡优选	9月1日	1.039	1.039	1.87%	2.14%	16.47%	40.75%	39.61%	69.99%	51.88%	32.98%	49.73%	3.90%	72.53%	0.00%
1168	15374	浙商智选新兴	9月1日	1.2154	1.2154	1.70%	2.72%	16.41%	29.67%	25.25%	69.99%	36.68%	27.35%	39.99%	21.54%	74.18%	0.00%
1169	14841	东方阿尔法医	9月1日	1.3858	1.3858	4.27%	-1.28%	3.43%	33.92%	52.39%	69.91%	52.22%	42.03%	64.00%	38.58%	72.17%	0.15%
1170	2067	诺安精选回报	9月1日	2.399	2.559	1.78%	2.61%	15.28%	29.05%	28.29%	69.90%	38.59%	19.12%	38.43%	176.01%	71.60%	0.15%
1171	501032	财通福盛混合	9月1日	1.69	1.8035	3.61%	2.89%	14.99%	56.35%	54.61%	69.90%	55.15%	25.19%	47.24%	85.23%	75.82%	0.15%
1172	4905	华泰柏瑞生物	9月1日	3.3172	3.3172	4.16%	2.17%	5.18%	20.88%	53.93%	69.85%	59.16%	41.59%	63.03%	231.72%	71.64%	0.15%
1173	5491	兴全合宜混合	9月1日	1.9416	1.9416	2.19%	5.13%	17.37%	31.72%	26.50%	69.82%	40.12%	28.07%	42.65%	59.02%	74.45%	0.00%
1174	14805	国金量化精选	9月1日	1.7982	1.7982	0.73%	0.99%	8.27%	24.40%	35.37%	69.80%	34.79%	52.43%	38.79%	79.82%	71.29%	0.15%
1175	4674	富国新机遇灵	9月1日	2.3328	2.3328	2.86%	1.22%	10.77%	28.91%	35.51%	69.74%	47.63%	32.95%	56.40%	133.28%	70.60%	0.15%
1176	11277	上银科技驱动	9月1日	0.5153	0.5153	1.94%	5.46%	24.71%	41.33%	37.89%	69.73%	28.15%	-27.88%	41.80%	-48.47%	73.27%	0.15%
1177	13562	国联匠心优选	9月1日	1.0951	1.0951	2.24%	5.92%	23.81%	39.63%	40.34%	69.73%	35.65%	23.29%	45.28%	9.51%	73.74%	0.00%
1178	16099	华安成长创新	9月1日	2.7121	2.7121	1.24%	3.16%	17.36%	43.76%	37.38%	69.71%	31.91%	28.71%	41.45%	24.73%	72.79%	0.00%
1179	18612	鹏华高端装备	9月1日	1.4109	1.4109	0.04%	2.00%	19.42%	46.33%	26.75%	69.70%	45.72%	---	39.83%	41.09%	75.27%	0.00%
1180	20409	华商数字经济	9月1日	1.6755	1.6755	2.31%	1.53%	15.68%	32.97%	17.56%	69.69%	---	---	33.33%	67.55%	71.69%	0.00%
1181	9489	中邮价值精选	9月1日	1.2453	1.2453	4.17%	9.95%	27.21%	52.80%	39.65%	69.64%	45.17%	-0.40%	39.22%	24.53%	75.67%	0.00%
1182	10937	交银均衡成长	9月1日	1.1026	1.1656	1.15%	4.29%	16.65%	30.69%	36.87%	69.63%	26.11%	9.62%	38.40%	16.46%	72.01%	0.00%
1183	13842	银华新锐成长	9月1日	1.1274	1.1274	2.03%	2.21%	14.79%	29.97%	18.20%	69.61%	26.49%	-1.70%	24.74%	12.74%	77.04%	--
1184	8577	财通碳中和一	9月1日	1.2786	1.2786	2.10%	8.03%	28.58%	56.23%	38.54%	69.58%	53.13%	---	31.95%	27.86%	73.09%	0.00%
1185	19077	万家颐达灵活	9月1日	1.3837	1.3837	1.82%	4.85%	20.26%	35.06%	35.35%	69.55%	24.93%	---	40.92%	26.03%	71.29%	0.00%
1186	14963	交银先进制造	9月1日	5.0627	5.0627	1.05%	4.09%	16.09%	29.89%	36.30%	69.51%	26.37%	8.92%	38.04%	0.57%	71.87%	0.00%
1187	519056	海富通内需热	9月1日	2.8999	2.8999	0.91%	4.06%	14.21%	18.43%	19.73%	69.50%	27.32%	3.25%	23.30%	189.99%	75.82%	0.15%
1188	14970	华安低碳生活	9月1日	3.0953	3.0953	2.73%	4.38%	20.27%	34.79%	20.17%	69.49%	56.09%	53.82%	30.92%	64.77%	74.13%	0.00%
1189	16098	东吴兴弘一年	9月1日	1.2642	1.2642	1.46%	5.31%	20.07%	51.29%	42.96%	69.49%	63.10%	---	55.59%	26.42%	72.99%	0.00%
1190	12199	国金核心资产	9月1日	1.1531	1.1531	2.79%	6.40%	30.86%	52.53%	41.99%	69.47%	55.17%	31.90%	48.54%	15.31%	75.16%	0.00%
1191	19367	长城均衡成长	9月1日	1.6133	1.6133	1.28%	9.01%	26.32%	45.97%	35.33%	69.45%	---	---	60.32%	61.33%	71.81%	0.15%
1192	14352	东方创新成长	9月1日	1.1708	1.1708	2.28%	5.84%	28.62%	43.13%	33.62%	69.44%	27.44%	27.71%	36.89%	17.08%	75.88%	0.15%
1193	14975	华安科技动力	9月1日	7.042	7.042	1.65%	7.54%	24.59%	43.07%	29.71%	69.44%	59.07%	55.49%	34.54%	70.38%	74.52%	0.00%
1194	10594	广发睿选三年	9月1日	0.9149	0.9149	2.61%	4.01%	14.28%	22.59%	20.99%	69.43%	42.89%	7.19%	33.70%	-8.51%	75.13%	0.15%
1195	5711	永赢惠添利灵	9月1日	1.8397	1.9997	2.12%	8.23%	24.57%	49.96%	45.34%	69.42%	18.19%	9.78%	39.75%	103.93%	72.31%	0.15%
1196	15562	长城医疗保健	9月1日	3.5668	3.5668	3.05%	-2.98%	-0.87%	24.74%	52.05%	69.42%	42.32%	15.88%	59.80%	6.98%	71.27%	0.00%
1197	379010	摩根中小盘混	9月1日	2.8688	2.9968	2.03%	6.08%	24.19%	33.06%	20.67%	69.41%	29.30%	-5.70%	32.99%	209.96%	72.83%	0.15%
1198	11002	同泰大健康主	9月1日	0.6505	0.6505	5.00%	-0.38%	3.68%	39.32%	42.09%	69.40%	37.91%	-4.38%	58.54%	-34.95%	71.77%	0.15%
1199	8318	博道久航混合	9月1日	1.765	1.765	0.42%	1.38%	10.96%	24.49%	31.11%	69.34%	50.69%	37.90%	35.53%	76.50%	71.36%	0.15%
1200	1056	北信瑞丰健康	9月1日	1.317	1.317	1.86%	-1.79%	10.03%	16.34%	23.08%	69.28%	10.58%	-8.35%	38.34%	31.70%	75.13%	0.15%
1201	1864	中海魅力长三	9月1日	3.243	3.243	-0.67%	-3.68%	16.74%	15.90%	3.41%	69.26%	30.66%	26.53%	35.92%	224.30%	73.24%	0.15%
1202	6526	鹏华优选回报	9月1日	1.5057	1.5057	-0.12%	-0.02%	10.98%	13.25%	37.27%	69.26%	16.13%	-12.00%	39.64%	50.57%	70.02%	0.15%
1203	4234	中欧数据挖掘	9月1日	2.081	2.426	0.67%	0.36%	9.67%	25.21%	29.11%	69.24%	42.84%	28.17%	33.23%	148.44%	71.94%	0.00%
1204	18209	富国精准医疗	9月1日	3.6478	3.6478	4.12%	-1.39%	1.77%	21.17%	54.34%	69.23%	84.90%	---	65.30%	52.54%	71.03%	0.00%
1205	4895	华商鑫安灵活	9月1日	2.249	2.375	0.18%	1.58%	13.02%	26.85%	24.60%	69.22%	32.29%	18.93%	35.65%	152.87%	73.27%	0.15%
1206	16312	中欧优质企业	9月1日	1.2226	1.2226	1.97%	6.70%	31.77%	51.26%	31.38%	69.22%	38.29%	22.32%	43.35%	22.26%	72.44%	0.00%
1207	14135	中欧金安量化	9月1日	1.2684	1.2684	0.75%	0.48%	9.83%	26.60%	30.70%	69.19%	44.19%	30.86%	34.81%	26.84%	71.94%	0.15%
1208	19498	兴证全球创新	9月1日	1.6302	1.6302	0.70%	1.10%	13.04%	27.10%	29.06%	69.18%	---	---	48.61%	63.02%	71.35%	0.15%
1209	2145	诺安景鑫灵活	9月1日	2.4136	2.4136	2.07%	0.87%	8.97%	28.32%	36.38%	69.15%	70.25%	30.71%	40.54%	141.36%	69.16%	0.15%
1210	7449	兴全多维价值	9月1日	2.4246	2.4246	2.59%	2.61%	17.68%	32.67%	28.75%	69.06%	40.30%	30.13%	40.23%	142.46%	72.28%	0.15%
1211	14842	东方阿尔法医	9月1日	1.3623	1.3623	4.26%	-1.28%	3.38%	33.74%	51.99%	69.06%	50.70%	39.92%	63.44%	36.23%	71.32%	0.00%
1212	17927	华商新动力混	9月1日	0.9285	0.9285	1.80%	2.18%	17.71%	33.04%	23.80%	69.06%	46.64%	---	31.93%	29.03%	74.30%	0.00%
1213	14806	国金量化精选	9月1日	1.7676	1.7676	0.72%	0.98%	8.23%	24.24%	35.03%	68.97%	33.45%	50.17%	38.33%	76.76%	70.45%	0.00%
1214	17751	长城创新成长	9月1日	1.2591	1.2591	-0.02%	2.86%	25.75%	34.61%	19.66%	68.92%	34.46%	---	44.59%	25.91%	72.83%	0.15%
1215	12476	平安优质企业	9月1日	0.877	0.877	1.89%	4.26%	20.57%	44.77%	35.86%	68.91%	35.61%	6.59%	39.96%	-12.30%	72.33%	0.00%
1216	4675	富国新机遇灵	9月1日	2.0516	2.0516	2.85%	1.21%	10.73%	28.75%	35.17%	68.90%	46.16%	30.97%	55.88%	105.16%	69.76%	0.00%
1217	9360	招商创新增长	9月1日	0.9161	0.9161	4.01%	1.04%	4.77%	34.80%	44.18%	68.90%	35.40%	9.14%	54.83%	-8.39%	71.81%	0.15%
1218	17732	鹏华核心优势	9月1日	1.2301	1.2301	0.81%	1.38%	16.19%	36.54%	31.74%	68.90%	35.83%	---	29.33%	23.01%	74.01%	0.00%
1219	13175	海富通碳中和	9月1日	0.6902	0.6902	0.60%	6.91%	27.53%	47.04%	34.80%	68.88%	20.75%	-29.45%	37.82%	-30.98%	72.25%	0.15%
1220	20408	华商数字经济	9月1日	1.6686	1.6686	2.31%	1.54%	15.71%	33.10%	17.82%	68.85%	---	---	33.70%	66.86%	70.84%	0.15%
1221	630006	华商产业升级	9月1日	1.874	2.104	0.97%	5.52%	29.06%	55.78%	31.60%	68.83%	29.78%	10.69%	38.92%	135.29%	71.61%	0.15%
1222	9353	浙商科创一个	9月1日	1.4072	1.4766	1.56%	1.71%	13.63%	29.16%	18.49%	68.75%	39.64%	30.68%	36.99%	47.67%	72.81%	0.08%
1223	13892	上银科技驱动	9月1日	0.5044	0.5044	1.94%	5.46%	24.67%	41.13%	37.48%	68.75%	26.61%	-29.15%	41.25%	-42.44%	72.27%	0.00%
1224	11003	同泰大健康主	9月1日	0.6392	0.6392	4.99%	-0.39%	3.65%	39.17%	41.82%	68.70%	36.82%	-5.51%	58.14%	-36.08%	71.05%	0.00%
1225	5104	富荣福康混合	9月1日	1.193	1.193	1.08%	-2.25%	4.58%	22.88%	42.13%	68.67%	22.76%	12.16%	44.22%	19.30%	72.32%	0.15%
1226	5105	富荣福康混合	9月1日	1.1755	1.1755	1.08%	-2.25%	4.57%	22.87%	42.11%	68.63%	22.73%	12.11%	44.22%	17.55%	72.31%	0.00%
1227	20001	国泰金鹰增长	9月1日	1.3677	5.2925	1.01%	3.75%	22.15%	31.51%	16.60%	68.60%	8.45%	-7.19%	30.82%	1630.27%	75.32%	0.15%
1228	12997	鹏华优选回报	9月1日	0.8092	0.8092	-0.12%	-0.02%	10.94%	13.13%	36.97%	68.58%	15.16%	-13.09%	39.25%	-19.08%	69.32%	0.00%
1229	12150	诺德价值发现	9月1日	0.9698	0.9698	0.52%	3.61%	16.79%	29.07%	36.23%	68.57%	26.33%	10.70%	45.46%	-3.02%	70.98%	0.15%
1230	10031	华泰柏瑞生物	9月1日	3.1882	3.1882	4.16%	2.16%	5.11%	20.62%	53.31%	68.52%	56.67%	38.26%	62.18%	23.46%	70.30%	0.00%
1231	8319	博道久航混合	9月1日	1.7156	1.7156	0.42%	1.38%	10.92%	24.34%	30.78%	68.49%	49.21%	35.87%	35.09%	71.56%	70.52%	0.00%
1232	17850	交银启信混合	9月1日	1.3962	1.3962	1.67%	3.82%	12.82%	27.82%	31.39%	68.48%	41.50%	---	39.68%	39.62%	69.34%	0.15%
1233	19368	长城均衡成长	9月1日	1.5972	1.5972	1.27%	9.00%	26.25%	45.76%	34.91%	68.45%	---	---	59.66%	59.72%	70.81%	0.00%
1234	14353	东方创新成长	9月1日	1.1473	1.1473	2.27%	5.83%	28.56%	42.93%	33.24%	68.42%	25.92%	25.43%	36.36%	14.73%	74.81%	0.00%
1235	160611	鹏华优质治理	9月1日	1.3678	1.7172	1.27%	3.34%	10.00%	12.92%	29.32%	68.41%	29.28%	15.43%	35.13%	77.25%	71.27%	0.15%
1236	9354	浙商科创一个	9月1日	1.3943	1.4624	1.56%	1.71%	13.62%	29.10%	18.37%	68.41%	39.10%	29.91%	36.82%	46.20%	72.46%	0.00%
1237	17178	摩根中小盘混	9月1日	2.822	2.822	2.02%	6.07%	24.12%	32.81%	20.28%	68.36%	27.74%	---	32.43%	8.81%	71.77%	0.00%
1238	3147	大成动态量化	9月1日	1.3731	1.3731	0.54%	-1.07%	8.41%	24.75%	34.39%	68.35%	12.72%	-6.07%	46.20%	37.31%	69.06%	0.15%
1239	3961	易方达瑞程灵	9月1日	3.2224	3.2224	2.02%	6.01%	30.38%	59.15%	43.17%	68.33%	25.58%	-9.80%	43.74%	222.24%	70.52%	0.06%
1240	9402	交银启明混合	9月1日	1.5657	1.7317	1.06%	3.96%	15.00%	28.65%	35.20%	68.30%	25.77%	9.22%	36.25%	73.90%	70.69%	0.15%
1241	9804	国泰研究优势	9月1日	1.1219	1.1219	0.96%	3.52%	21.96%	31.00%	16.66%	68.30%	8.65%	-7.61%	31.14%	12.19%	74.89%	0.15%
1242	13843	银华新锐成长	9月1日	1.097	1.097	2.03%	2.21%	14.72%	29.72%	17.73%	68.25%	24.49%	-4.03%	24.08%	9.70%	75.63%	0.00%
1243	13552	汇添富成长领	9月1日	1.14	1.14	2.26%	4.21%	19.91%	41.44%	44.14%	68.24%	39.26%	19.91%	49.49%	14.00%	69.04%	0.15%
1244	12186	招商品质成长	9月1日	0.8876	0.8876	3.96%	0.96%	4.69%	34.67%	43.76%	68.20%	35.02%	7.72%	54.53%	-11.24%	71.09%	0.15%
1245	19468	信澳新材料精	9月1日	1.4477	1.4477	1.39%	2.02%	17.57%	30.65%	25.68%	68.10%	---	---	34.74%	44.77%	71.96%	0.15%
1246	19499	兴证全球创新	9月1日	1.6156	1.6156	0.70%	1.08%	12.99%	26.89%	28.66%	68.10%	---	---	47.99%	61.56%	70.26%	0.00%
1247	11069	工银成长精选	9月1日	0.8728	0.8728	4.39%	-0.08%	6.73%	31.05%	54.72%	68.07%	32.64%	20.57%	70.47%	-12.72%	68.40%	0.15%
1248	13176	海富通碳中和	9月1日	0.6768	0.6768	0.59%	6.90%	27.51%	46.88%	34.47%	68.07%	19.55%	-30.49%	37.37%	-32.32%	71.43%	0.00%
1249	7450	兴全多维价值	9月1日	2.3337	2.3337	2.58%	2.60%	17.63%	32.48%	28.35%	68.05%	38.63%	27.80%	39.67%	133.37%	71.26%	0.00%
1250	6154	华安制造先锋	9月1日	3.5625	3.5625	-0.22%	2.39%	12.18%	26.20%	30.86%	67.99%	24.21%	-1.04%	37.55%	256.25%	72.08%	0.15%
1251	3962	易方达瑞程灵	9月1日	3.2147	3.2147	2.02%	6.00%	30.36%	59.07%	43.02%	67.99%	25.08%	-10.34%	43.55%	221.47%	70.19%	0.00%
1252	5634	汇安行业龙头	9月1日	2.0885	2.0885	0.81%	1.35%	15.60%	29.02%	22.32%	67.97%	24.87%	-2.47%	27.50%	108.85%	75.28%	0.15%
1253	1744	诺安进取回报	9月1日	1.646	1.674	1.79%	2.49%	14.46%	29.40%	28.39%	67.96%	34.81%	51.71%	38.32%	69.10%	69.87%	0.15%
1254	9076	工银圆兴混合	9月1日	1.641	1.641	1.51%	4.51%	23.23%	34.67%	30.62%	67.96%	37.06%	17.90%	36.00%	64.10%	70.83%	0.15%
1255	14007	华安制造升级	9月1日	0.855	0.855	-0.20%	2.27%	11.68%	26.85%	31.32%	67.94%	25.13%	1.02%	37.84%	-14.50%	72.21%	0.15%
1256	15989	华安碳中和混	9月1日	1.0362	1.0362	-0.47%	3.05%	15.29%	33.15%	22.02%	67.94%	16.81%	---	35.63%	3.62%	71.56%	0.15%
1257	5544	银华瑞和灵活	9月1日	1.6296	1.6296	1.61%	5.85%	23.17%	41.36%	46.44%	67.93%	27.42%	-1.95%	49.42%	62.96%	71.57%	0.15%
