序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
760	19090	博时中证新能	9月1日	1.2878	1.2878	0.81%	4.51%	16.03%	24.52%	14.09%	58.54%	---	---	25.22%	28.78%	62.36%
761	827	广发百发10	9月1日	1.544	1.904	0.72%	-0.32%	9.97%	24.82%	28.35%	58.52%	43.23%	23.92%	31.74%	97.66%	60.33%
762	11860	南方中证10	9月1日	1.0166	1.0166	0.77%	0.24%	11.79%	23.98%	19.85%	58.50%	22.69%	12.41%	25.88%	1.66%	61.75%
763	21556	长盛中证证券	9月1日	1.2837	1.2837	-0.93%	-2.56%	9.99%	24.59%	18.01%	58.50%	---	---	12.30%	53.85%	62.49%
764	12782	银华中证创新	9月1日	0.8119	0.8119	4.24%	2.73%	8.07%	24.03%	36.64%	58.45%	24.75%	5.91%	40.32%	-18.81%	61.19%
765	161027	富国中证全指	9月1日	1.239	0.701	-0.88%	-2.52%	9.84%	24.40%	17.55%	58.44%	33.80%	41.28%	11.72%	-21.62%	62.39%
766	502010	易方达中证全	9月1日	1.5013	0.9969	-0.92%	-2.55%	9.94%	24.59%	17.67%	58.42%	34.08%	41.34%	11.85%	2.67%	62.34%
767	21186	中信保诚中证	9月1日	1.534	1.534	0.46%	1.55%	11.67%	23.23%	21.26%	58.42%	---	---	25.08%	53.40%	61.27%
768	12543	嘉实中证新能	9月1日	0.6388	0.6388	0.52%	4.29%	16.04%	24.45%	13.42%	58.39%	8.88%	-21.96%	24.94%	-36.12%	62.34%
769	16707	华夏有色金属	9月1日	1.4312	1.4312	3.30%	5.88%	22.46%	40.70%	46.41%	58.37%	47.17%	---	49.93%	43.12%	61.83%
770	11861	南方中证10	9月1日	1.0126	1.0126	0.78%	0.23%	11.78%	23.94%	19.79%	58.34%	22.44%	12.08%	25.79%	1.26%	61.58%
771	161720	招商中证全指	9月1日	1.3819	0.82	-0.93%	-2.56%	9.90%	24.55%	17.54%	58.33%	33.70%	40.82%	11.67%	-18.48%	62.27%
772	21098	南方中证创新	9月1日	1.4284	1.4284	4.34%	2.75%	8.20%	24.57%	37.58%	58.27%	---	---	41.20%	42.84%	61.04%
773	161028	富国中证新能	9月1日	0.959	1.281	0.84%	4.69%	16.24%	24.55%	13.36%	58.25%	8.61%	-23.59%	24.71%	46.21%	61.99%
774	161033	富国中证智能	9月1日	2.081	2.081	-0.05%	2.31%	17.70%	20.92%	9.24%	58.25%	32.04%	27.67%	22.70%	108.10%	62.45%
775	14438	博时恒生科技	9月1日	1.1084	1.1084	2.09%	-0.38%	6.94%	10.61%	2.43%	58.25%	34.34%	39.61%	25.85%	10.84%	61.76%
776	12571	建信恒生科技	9月1日	1.6754	1.6754	2.05%	-0.40%	6.76%	10.72%	1.94%	58.25%	33.85%	---	26.38%	67.54%	62.06%
777	19667	易方达中证创	9月1日	1.1501	1.1501	4.27%	2.76%	8.18%	24.52%	37.85%	58.20%	---	---	42.02%	15.01%	60.97%
778	13597	招商中证全指	9月1日	1.3769	1.3769	-0.93%	-2.55%	9.90%	24.53%	17.48%	58.19%	33.45%	40.43%	11.60%	4.63%	62.12%
779	21633	招商中证香港	9月1日	1.6562	1.6562	2.75%	-0.78%	5.58%	12.13%	6.29%	58.19%	---	---	32.25%	65.62%	61.34%
780	13276	富国中证全指	9月1日	1.229	1.229	-0.89%	-2.54%	9.83%	24.39%	17.38%	58.17%	33.30%	40.46%	11.63%	20.14%	62.14%
781	6486	广发中证10	9月1日	1.5754	1.5754	0.72%	0.17%	11.68%	23.48%	19.37%	58.14%	18.80%	8.24%	25.37%	57.52%	61.33%
782	3578	中金中证50	9月1日	2.1258	2.1258	0.83%	2.35%	13.69%	27.02%	26.18%	58.12%	34.29%	25.60%	29.55%	96.89%	60.86%
783	501057	汇添富中证新	9月1日	2.0382	2.0382	0.79%	4.44%	16.08%	24.48%	13.30%	58.10%	10.47%	-21.77%	24.76%	103.82%	61.93%
784	13923	华夏中证10	9月1日	1.0602	1.0602	0.68%	0.15%	11.66%	23.57%	19.22%	58.10%	22.21%	12.07%	25.05%	6.02%	61.32%
785	19632	国泰半导体设	9月1日	1.3402	1.3402	2.34%	3.55%	17.13%	25.82%	16.48%	58.08%	---	---	24.88%	34.02%	64.00%
786	19091	博时中证新能	9月1日	1.2811	1.2811	0.80%	4.50%	16.00%	24.41%	13.91%	58.06%	---	---	24.96%	28.11%	61.86%
787	163113	申万菱信中证	9月1日	1.1104	2.1493	-0.92%	-2.53%	9.83%	24.36%	17.07%	58.04%	33.61%	40.18%	11.47%	68.53%	61.94%
788	16643	南方中证10	9月1日	1.0077	1.0077	0.77%	0.22%	11.76%	23.87%	19.67%	58.02%	21.95%	---	25.63%	13.03%	61.28%
789	18300	华夏消费电子	9月1日	1.5485	1.5485	0.72%	5.61%	21.87%	38.73%	19.53%	58.01%	52.61%	---	29.21%	54.85%	62.44%
790	13292	富国中证智能	9月1日	2.065	2.065	-0.05%	2.33%	17.73%	20.83%	9.14%	58.00%	31.53%	26.92%	22.55%	9.38%	62.09%
791	12349	天弘恒生科技	9月1日	0.821	0.821	2.10%	-0.34%	6.98%	10.75%	2.19%	57.98%	34.94%	35.28%	26.60%	-17.90%	61.39%
792	12544	嘉实中证新能	9月1日	0.6324	0.6324	0.52%	4.29%	16.02%	24.39%	13.27%	57.98%	8.34%	-22.55%	24.73%	-36.76%	61.90%
793	14439	博时恒生科技	9月1日	1.0933	1.0933	2.09%	-0.38%	6.91%	10.55%	2.32%	57.95%	33.69%	38.67%	25.68%	9.33%	61.44%
794	7474	华夏创业板成	9月1日	1.9901	1.9901	0.28%	3.47%	22.60%	40.66%	29.88%	57.93%	24.38%	-5.93%	28.98%	99.01%	62.54%
795	21534	华夏有色金属	9月1日	1.4192	1.4192	3.30%	5.88%	22.43%	40.60%	46.19%	57.92%	---	---	49.64%	41.30%	61.36%
796	1214	华泰柏瑞中证	9月1日	1.0146	1.0146	0.87%	2.05%	13.85%	25.48%	22.20%	57.91%	32.75%	29.33%	25.18%	1.46%	60.97%
797	13013	华夏中证新能	9月1日	0.6368	0.6368	0.82%	4.58%	16.16%	24.59%	13.49%	57.90%	8.95%	-23.21%	24.96%	-36.32%	61.79%
798	16708	华夏有色金属	9月1日	1.419	1.419	3.30%	5.88%	22.43%	40.58%	46.18%	57.89%	46.29%	---	49.62%	41.90%	61.34%
799	12874	易方达中证全	9月1日	1.4769	1.4769	-0.92%	-2.56%	9.90%	24.46%	17.43%	57.79%	33.02%	39.65%	11.56%	20.76%	61.71%
800	19633	国泰半导体设	9月1日	1.3354	1.3354	2.34%	3.55%	17.11%	25.76%	16.36%	57.77%	---	---	24.71%	33.54%	63.67%
801	1556	天弘中证50	9月1日	1.5095	1.5095	0.81%	2.26%	13.03%	27.41%	25.98%	57.75%	33.67%	20.41%	29.25%	50.95%	60.65%
802	12737	广发创新药E	9月1日	0.6983	0.6983	4.30%	2.78%	8.26%	24.52%	37.16%	57.74%	24.03%	6.45%	40.79%	-30.17%	60.53%
803	21634	招商中证香港	9月1日	1.651	1.651	2.74%	-0.78%	5.56%	12.04%	6.14%	57.72%	---	---	32.01%	65.10%	60.88%
804	13048	富国中证新能	9月1日	0.951	0.951	0.85%	4.62%	16.12%	24.31%	13.21%	57.71%	8.07%	-24.04%	24.48%	-32.51%	61.73%
805	6048	长城中证50	9月1日	2.0562	2.0562	0.84%	1.77%	14.32%	27.57%	27.65%	57.70%	35.28%	34.07%	29.89%	105.62%	60.67%
806	501058	汇添富中证新	9月1日	1.9992	1.9992	0.79%	4.43%	16.06%	24.40%	13.16%	57.69%	9.91%	-22.36%	24.55%	99.92%	61.54%
807	18301	华夏消费电子	9月1日	1.5416	1.5416	0.71%	5.61%	21.86%	38.66%	19.41%	57.69%	52.00%	---	29.05%	54.16%	62.10%
808	13402	华夏恒生科技	9月1日	1.0056	1.0056	2.08%	-0.35%	7.05%	10.79%	2.34%	57.64%	34.76%	37.64%	25.86%	0.56%	61.05%
809	21035	博时中证汽车	9月1日	1.4232	1.4232	-0.37%	1.45%	15.91%	18.06%	11.77%	57.61%	---	---	25.00%	42.32%	60.65%
810	20014	鹏华国证ES	9月1日	1.4977	1.4977	0.54%	1.51%	10.25%	17.29%	15.26%	57.59%	---	---	14.32%	49.77%	60.03%
811	6098	华宝券商ET	9月1日	1.8232	1.8232	-0.92%	-2.54%	9.94%	24.51%	17.53%	57.58%	33.56%	41.36%	11.86%	82.32%	61.46%
812	15178	申万菱信中证	9月1日	1.098	1.098	-0.92%	-2.54%	9.81%	24.26%	16.88%	57.58%	32.82%	38.85%	11.25%	25.10%	61.47%
813	162216	宏利500指	9月1日	1.6348	2.8131	0.61%	1.82%	12.42%	23.58%	24.19%	57.56%	29.04%	15.18%	26.42%	286.92%	59.96%
814	6087	华泰柏瑞中证	9月1日	1.0081	1.0081	0.87%	2.06%	13.83%	25.39%	22.05%	57.52%	32.09%	28.37%	24.97%	72.09%	60.58%
815	6487	广发中证10	9月1日	1.5397	1.5397	0.71%	0.16%	11.64%	23.35%	19.13%	57.50%	17.85%	6.94%	25.04%	53.95%	60.69%
816	12738	广发创新药E	9月1日	0.6925	0.6925	4.31%	2.78%	8.24%	24.46%	37.02%	57.42%	23.53%	5.81%	40.58%	-30.75%	60.19%
817	13014	华夏中证新能	9月1日	0.6292	0.6292	0.83%	4.57%	16.13%	24.50%	13.31%	57.42%	8.28%	-23.91%	24.72%	-37.08%	61.29%
818	21140	易方达汽车零	9月1日	1.3275	1.3275	-0.38%	1.43%	15.78%	17.74%	11.39%	57.34%	---	---	24.29%	32.75%	60.33%
819	7475	华夏创业板成	9月1日	1.9417	1.9417	0.27%	3.46%	22.56%	40.52%	29.61%	57.30%	23.39%	-7.05%	28.63%	94.17%	61.89%
820	21036	博时中证汽车	9月1日	1.4195	1.4195	-0.37%	1.45%	15.89%	18.00%	11.66%	57.30%	---	---	24.82%	41.95%	60.34%
821	1557	天弘中证50	9月1日	1.4626	1.4626	0.81%	2.25%	13.00%	27.30%	25.79%	57.29%	32.87%	19.34%	29.00%	46.26%	60.18%
822	20016	鹏华国证ES	9月1日	1.4943	1.4943	0.53%	1.51%	10.22%	17.23%	15.14%	57.28%	---	---	14.16%	49.43%	59.72%
823	501303	广发恒生中型	9月1日	1.1389	1.1389	0.34%	-1.76%	7.86%	22.49%	32.62%	57.24%	45.58%	39.23%	36.05%	13.89%	58.42%
824	7413	长城中证50	9月1日	1.6756	1.9156	0.84%	1.77%	14.28%	27.47%	27.45%	57.22%	34.48%	32.88%	29.63%	115.23%	60.18%
825	13403	华夏恒生科技	9月1日	0.9939	0.9939	2.09%	-0.35%	7.02%	10.70%	2.19%	57.16%	33.97%	36.39%	25.62%	-0.61%	60.57%
826	13308	易方达恒生科	9月1日	1.4332	1.4332	2.07%	-0.36%	6.92%	10.78%	2.34%	57.08%	33.98%	38.51%	25.75%	43.32%	60.51%
827	160419	华安中证全指	9月1日	1.3444	0.9054	-0.90%	-2.45%	10.35%	24.76%	17.89%	57.00%	32.94%	41.58%	12.19%	-9.46%	60.81%
828	16680	中金中证50	9月1日	1.2474	1.2474	0.93%	2.91%	14.42%	28.16%	28.86%	56.98%	34.04%	---	31.93%	24.74%	59.78%
829	7531	华宝券商ET	9月1日	1.7789	1.7789	-0.93%	-2.55%	9.90%	24.38%	17.30%	56.95%	32.49%	39.66%	11.56%	40.87%	60.83%
830	13127	汇添富恒生科	9月1日	0.9478	0.9478	2.06%	-0.36%	6.90%	10.93%	2.38%	56.95%	34.71%	33.32%	25.62%	-5.22%	60.32%
831	21033	易方达国证新	9月1日	1.4331	1.4331	0.27%	4.03%	23.55%	37.19%	22.53%	56.91%	---	---	29.19%	43.31%	58.92%
832	4945	长信中证50	9月1日	1.8516	1.8516	1.16%	2.56%	14.13%	28.66%	28.22%	56.90%	38.10%	21.82%	28.79%	85.14%	58.53%
833	21141	易方达汽车零	9月1日	1.3223	1.3223	-0.38%	1.43%	15.75%	17.65%	11.22%	56.88%	---	---	24.05%	32.23%	59.85%
834	4192	招商中证50	9月1日	1.7625	1.7625	0.93%	1.58%	12.13%	24.88%	25.41%	56.86%	36.85%	34.63%	28.07%	76.25%	59.76%
835	18238	广发恒生中型	9月1日	1.121	1.121	0.34%	-1.77%	7.83%	22.53%	32.65%	56.72%	44.53%	---	35.88%	32.47%	57.89%
836	160516	博时证券公司	9月1日	1.6037	1.11	-0.93%	-2.55%	9.94%	24.80%	18.17%	56.70%	33.92%	42.27%	12.38%	11.00%	60.59%
837	14984	华安中证全指	9月1日	1.3348	1.3348	-0.90%	-2.45%	10.34%	24.70%	17.77%	56.70%	32.41%	40.70%	12.06%	25.03%	60.51%
838	19164	汇添富中证细	9月1日	1.6007	1.6007	3.28%	5.97%	22.12%	40.09%	45.62%	56.70%	---	---	49.08%	60.07%	60.15%
839	13128	汇添富恒生科	9月1日	0.9398	0.9398	2.05%	-0.37%	6.89%	10.88%	2.27%	56.63%	34.14%	32.48%	25.44%	-6.02%	59.99%
840	13309	易方达恒生科	9月1日	1.4162	1.4162	2.07%	-0.37%	6.89%	10.70%	2.19%	56.57%	33.14%	37.12%	25.51%	41.62%	60.00%
841	21034	易方达国证新	9月1日	1.4273	1.4273	0.27%	4.02%	23.52%	37.08%	22.35%	56.45%	---	---	28.93%	42.73%	58.45%
842	16681	中金中证50	9月1日	1.2332	1.2332	0.92%	2.90%	14.38%	28.03%	28.61%	56.36%	32.99%	---	31.57%	23.32%	59.14%
843	21621	天弘中证汽车	9月1日	1.4533	1.4533	-0.38%	1.51%	16.08%	18.24%	10.96%	56.35%	---	---	23.99%	45.33%	59.37%
844	6729	万家中证50	9月1日	1.5044	2.0868	1.20%	3.01%	13.72%	26.73%	28.08%	56.31%	26.22%	23.66%	30.58%	124.72%	59.29%
845	161039	富国中证10	9月1日	2.4535	2.4535	0.63%	0.33%	11.19%	24.18%	22.53%	56.27%	31.94%	26.09%	26.88%	145.35%	58.98%
846	4193	招商中证50	9月1日	1.7195	1.7195	0.93%	1.58%	12.10%	24.76%	25.15%	56.25%	35.77%	33.04%	27.74%	71.95%	59.14%
847	13881	长信中证50	9月1日	1.8219	1.8219	1.15%	2.55%	14.10%	28.53%	27.94%	56.25%	36.96%	20.26%	28.43%	11.92%	57.89%
848	16019	招商中证电池	9月1日	0.6814	0.6814	0.80%	5.04%	21.31%	33.03%	18.50%	56.25%	12.80%	-22.72%	26.16%	-31.86%	59.28%
849	18686	博时证券公司	9月1日	1.5928	1.5928	-0.93%	-2.56%	9.91%	24.70%	17.99%	56.25%	33.12%	---	12.15%	45.55%	60.14%
850	17140	华宝中证有色	9月1日	1.3328	1.3328	3.15%	5.75%	21.69%	39.31%	44.07%	56.19%	41.20%	---	47.50%	33.28%	59.66%
851	12804	广发恒生科技	9月1日	0.9815	0.9815	2.11%	-0.32%	7.10%	10.94%	1.62%	56.17%	34.05%	33.96%	25.72%	-1.85%	59.57%
852	15310	华泰柏瑞恒生	9月1日	1.3731	1.3731	1.77%	-0.36%	6.65%	10.26%	2.51%	56.14%	34.47%	37.38%	24.08%	37.31%	59.38%
853	585001	东吴中证新兴	9月1日	1.7429	1.7429	1.54%	4.62%	21.58%	35.49%	25.50%	56.06%	29.02%	18.49%	27.11%	74.29%	59.55%
854	19165	汇添富中证细	9月1日	1.5895	1.5895	3.28%	5.97%	22.07%	39.96%	45.33%	56.06%	---	---	48.69%	58.95%	59.51%
855	21622	天弘中证汽车	9月1日	1.4498	1.4498	-0.38%	1.50%	16.06%	18.18%	10.84%	56.04%	---	---	23.83%	44.98%	59.06%
856	1241	国寿安保中证	9月1日	0.7646	0.7646	0.88%	2.11%	13.61%	25.30%	22.39%	55.98%	29.26%	23.20%	25.65%	-23.55%	58.96%
857	13331	富国中证10	9月1日	2.4339	2.4339	0.63%	0.33%	11.18%	24.12%	22.42%	55.98%	31.42%	25.34%	26.72%	18.09%	58.67%
858	501047	汇添富中证全	9月1日	1.3287	1.3287	-0.92%	-2.54%	9.77%	24.21%	17.29%	55.97%	32.03%	39.29%	11.57%	32.87%	59.81%
859	14133	工银中证50	9月1日	1.1205	1.1205	0.68%	1.41%	11.67%	24.74%	24.00%	55.91%	28.79%	25.62%	27.61%	12.05%	58.53%
860	161122	易方达中证万	9月1日	0.661	0.9572	3.56%	1.43%	7.55%	27.70%	32.20%	55.86%	13.87%	-6.56%	36.57%	-1.74%	59.66%
861	2311	创金合信中证	9月1日	1.4221	1.6427	0.69%	1.48%	12.48%	24.39%	23.17%	55.83%	28.01%	17.91%	27.25%	67.15%	58.36%
862	12805	广发恒生科技	9月1日	0.9733	0.9733	2.11%	-0.32%	7.09%	10.89%	1.51%	55.83%	33.46%	33.09%	25.55%	-2.67%	59.22%
863	12979	大成恒生科技	9月1日	0.9627	0.9627	2.00%	-0.44%	6.60%	10.62%	0.95%	55.83%	32.18%	33.80%	23.77%	-3.73%	58.86%
864	17161	汇添富中证1	9月1日	1.1139	1.1139	0.76%	0.26%	11.55%	23.04%	18.98%	55.83%	18.85%	---	24.82%	11.39%	59.02%
865	12570	建信恒生科技	9月1日	1.66	1.66	2.05%	-0.40%	6.78%	10.81%	2.12%	55.80%	32.23%	---	25.78%	66.00%	59.54%
866	7992	华夏中证全指	9月1日	1.459	1.459	-0.92%	-2.54%	9.94%	24.63%	17.84%	55.74%	32.70%	41.08%	12.32%	45.90%	59.59%
867	17141	华宝中证有色	9月1日	1.3222	1.3222	3.15%	5.75%	21.66%	39.21%	43.86%	55.74%	40.38%	---	47.22%	32.22%	59.19%
868	12980	大成恒生科技	9月1日	0.9507	0.9507	2.01%	-0.44%	6.58%	10.52%	0.76%	55.70%	31.58%	32.65%	23.45%	-4.93%	58.74%
869	2316	创金合信中证	9月1日	1.4172	1.638	0.68%	1.47%	12.47%	24.35%	23.11%	55.67%	27.76%	17.55%	27.16%	66.57%	58.21%
870	6730	万家中证50	9月1日	1.4683	2.0376	1.21%	3.01%	13.68%	26.60%	27.82%	55.64%	25.19%	22.17%	30.23%	118.47%	58.62%
871	16020	招商中证电池	9月1日	0.6727	0.6727	0.78%	5.01%	21.27%	32.89%	18.25%	55.61%	11.89%	-23.64%	25.83%	-32.73%	58.62%
872	501048	汇添富中证全	9月1日	1.318	1.318	-0.92%	-2.54%	9.75%	24.13%	17.15%	55.57%	31.37%	38.24%	11.38%	31.80%	59.41%
873	15148	华安中证10	9月1日	1.0692	1.0692	0.64%	-0.04%	8.81%	18.39%	19.28%	55.52%	20.01%	6.44%	24.54%	6.92%	58.45%
874	14305	华泰柏瑞中证	9月1日	1.3198	1.3198	0.93%	2.60%	13.47%	29.24%	28.22%	55.47%	32.68%	30.92%	30.71%	31.98%	58.25%
875	21074	华夏中证沪深	9月1日	1.3496	1.3496	6.30%	9.87%	22.07%	24.81%	53.77%	55.47%	---	---	61.32%	34.96%	59.62%
876	10572	易方达中证万	9月1日	0.6518	0.6518	3.56%	1.42%	7.52%	27.60%	32.00%	55.41%	13.20%	-7.39%	36.30%	-29.08%	59.21%
877	13319	华安中证新能	9月1日	0.5933	0.5933	0.83%	4.55%	16.01%	24.17%	12.97%	55.31%	7.37%	-24.12%	23.94%	-40.67%	59.02%
878	7993	华夏中证全指	9月1日	1.4356	1.4356	-0.92%	-2.55%	9.92%	24.53%	17.66%	55.28%	31.91%	39.83%	12.09%	43.56%	59.12%
879	14134	工银中证50	9月1日	1.1039	1.1039	0.67%	1.40%	11.63%	24.61%	23.74%	55.28%	27.75%	24.10%	27.27%	10.39%	57.88%
880	5062	博时中证50	9月1日	1.6465	1.6465	0.70%	1.91%	13.11%	26.82%	26.78%	55.23%	33.70%	24.67%	28.73%	64.65%	57.62%
881	17162	汇添富中证1	9月1日	1.1036	1.1036	0.76%	0.25%	11.51%	22.92%	18.74%	55.22%	17.87%	---	24.49%	10.36%	58.38%
882	21075	华夏中证沪深	9月1日	1.3462	1.3462	6.30%	9.86%	22.05%	24.74%	53.61%	55.16%	---	---	61.11%	34.62%	59.31%
883	16865	华泰紫金中证	9月1日	1.2421	1.2421	0.72%	2.61%	14.16%	26.85%	26.04%	55.07%	34.78%	---	28.98%	24.21%	57.01%
884	13320	华安中证新能	9月1日	0.5887	0.5887	0.82%	4.53%	16.00%	24.12%	12.84%	55.00%	6.94%	-24.58%	23.78%	-41.13%	58.72%
885	15149	华安中证10	9月1日	1.0558	1.0558	0.63%	-0.05%	8.78%	18.27%	19.03%	54.90%	19.06%	5.15%	24.20%	5.58%	57.79%
886	14306	华泰柏瑞中证	9月1日	1.3024	1.3024	0.92%	2.60%	13.44%	29.12%	27.97%	54.88%	31.65%	29.37%	30.37%	30.24%	57.64%
887	16630	易方达中证1	9月1日	1.0575	1.0575	0.76%	0.22%	11.79%	23.95%	19.75%	54.76%	20.54%	---	25.62%	5.75%	57.88%
888	5795	博时中证50	9月1日	1.5986	1.5986	0.70%	1.90%	13.07%	26.69%	26.53%	54.62%	32.64%	23.19%	28.39%	65.11%	57.00%
889	18577	摩根恒生科技	9月1日	1.3391	1.3391	2.05%	-0.33%	6.65%	11.34%	3.03%	54.58%	35.32%	---	25.02%	33.91%	58.02%
890	18476	万家恒生互联	9月1日	1.2089	1.2089	2.14%	-1.61%	4.43%	12.61%	6.27%	54.51%	23.56%	---	32.55%	20.89%	57.04%
891	16866	华泰紫金中证	9月1日	1.2296	1.2296	0.72%	2.61%	14.13%	26.72%	25.78%	54.45%	33.70%	---	28.63%	22.96%	56.40%
892	161612	融通深证成份	9月1日	1.248	1.331	0.97%	2.97%	15.88%	27.61%	21.76%	54.33%	27.53%	16.47%	24.35%	33.60%	57.44%
893	15311	华泰柏瑞恒生	9月1日	1.3473	1.3473	1.77%	-0.36%	6.62%	10.22%	2.33%	54.29%	32.30%	34.81%	24.29%	34.73%	57.51%
894	16631	易方达中证1	9月1日	1.0493	1.0493	0.76%	0.20%	11.75%	23.84%	19.56%	54.29%	19.82%	---	25.36%	4.93%	57.41%
895	20989	南方恒生科技	9月1日	1.4256	1.4256	2.10%	-0.38%	6.64%	10.31%	1.40%	54.22%	---	---	25.10%	42.56%	58.21%
896	1552	天弘中证证券	9月1日	1.2147	1.2147	-1.25%	-2.86%	8.02%	22.06%	18.73%	54.07%	35.58%	49.58%	12.74%	21.47%	56.94%
897	160616	鹏华中证50	9月1日	2.0647	2.0647	0.89%	2.17%	13.82%	25.45%	22.29%	54.02%	28.08%	22.39%	25.29%	106.47%	56.98%
898	21080	鹏华中证车联	9月1日	1.3957	1.3957	-0.36%	2.15%	13.72%	16.44%	10.49%	54.00%	---	---	17.79%	39.57%	57.76%
899	164809	工银中证50	9月1日	1.3538	1.686	0.83%	2.04%	13.68%	25.26%	21.78%	53.93%	26.97%	20.96%	24.41%	82.83%	56.87%
900	4875	融通深证成份	9月1日	1.25	1.272	1.05%	3.05%	15.96%	27.55%	21.60%	53.88%	26.62%	15.09%	24.11%	47.03%	56.77%
901	18578	摩根恒生科技	9月1日	1.3298	1.3298	2.05%	-0.34%	6.62%	11.26%	2.86%	53.84%	34.42%	---	25.10%	32.98%	57.28%
902	5607	华宝中证50	9月1日	1.4273	1.4273	0.49%	0.81%	10.66%	24.39%	25.10%	53.82%	29.00%	21.57%	27.21%	42.73%	56.19%
903	1553	天弘中证证券	9月1日	1.1882	1.1882	-1.25%	-2.86%	8.01%	21.99%	18.61%	53.77%	35.04%	48.69%	12.59%	18.82%	56.63%
904	6938	鹏华中证50	9月1日	2.1557	2.1557	0.89%	2.17%	13.81%	25.39%	22.17%	53.73%	27.56%	21.65%	25.13%	115.57%	56.68%
905	21081	鹏华中证车联	9月1日	1.3908	1.3908	-0.36%	2.15%	13.70%	16.38%	10.35%	53.63%	---	---	17.60%	39.08%	57.38%
906	160633	鹏华中证全指	9月1日	1.2869	0.7149	-0.93%	-2.56%	9.94%	24.66%	17.61%	53.60%	29.99%	37.05%	11.73%	-21.82%	57.44%
907	16633	富国中证10	9月1日	1.0882	1.0882	0.76%	0.18%	11.72%	23.57%	18.32%	53.59%	17.24%	---	23.95%	8.82%	56.73%
908	501030	汇添富中证环	9月1日	0.568	0.568	1.23%	-0.58%	6.17%	11.11%	17.04%	53.56%	16.06%	-0.16%	17.23%	-43.20%	55.15%
909	7932	鹏华中证50	9月1日	1.5904	1.6404	0.86%	2.07%	13.62%	25.07%	22.06%	53.56%	27.30%	23.95%	25.23%	65.75%	56.50%
910	7223	工银中证50	9月1日	1.3352	1.3352	0.84%	2.04%	13.65%	25.17%	21.63%	53.56%	26.34%	20.06%	24.19%	32.87%	56.49%
911	6440	中信建投中证	9月1日	1.7553	1.7553	0.46%	1.09%	10.04%	22.48%	23.01%	53.53%	28.01%	21.39%	23.79%	75.53%	56.19%
912	9608	广发中证50	9月1日	1.2686	1.2686	1.09%	1.59%	11.12%	23.65%	25.97%	53.53%	32.56%	24.04%	26.38%	26.86%	56.00%
913	12044	鹏华中证全指	9月1日	1.2416	1.2416	-0.93%	-2.57%	9.93%	24.63%	17.54%	53.47%	29.74%	36.59%	11.65%	24.16%	57.28%
914	10771	天弘国证消费	9月1日	0.9286	0.9286	1.52%	5.14%	21.56%	32.30%	26.19%	53.34%	27.71%	16.40%	29.21%	-7.14%	56.96%
915	19493	易方达中证国	9月1日	1.3695	1.3695	0.89%	3.61%	15.76%	28.80%	25.02%	53.33%	---	---	22.74%	36.95%	56.59%
916	16634	富国中证10	9月1日	1.0821	1.0821	0.75%	0.18%	11.71%	23.50%	18.21%	53.27%	16.77%	---	23.78%	8.21%	56.40%
917	8001	鹏华中证50	9月1日	1.393	1.578	0.86%	2.07%	13.60%	25.00%	21.94%	53.25%	26.90%	23.31%	25.06%	64.03%	56.18%
918	20411	永赢中证沪深	9月1日	1.7274	1.7274	6.68%	10.37%	22.09%	24.74%	54.55%	53.23%	---	---	62.26%	72.74%	57.35%
919	161123	易方达中证万	9月1日	1.4506	0.5782	1.13%	1.83%	13.88%	20.74%	17.71%	53.21%	27.16%	21.21%	18.30%	-40.41%	55.83%
920	5608	华宝中证50	9月1日	1.3857	1.3857	0.48%	0.81%	10.63%	24.27%	24.85%	53.20%	27.96%	20.11%	26.87%	38.57%	55.57%
921	6441	中信建投中证	9月1日	1.7275	1.7275	0.45%	1.08%	10.02%	22.39%	22.81%	53.07%	27.25%	20.30%	23.54%	72.75%	55.73%
922	8396	博时中证50	9月1日	1.6224	1.6224	0.85%	2.06%	13.61%	25.20%	22.09%	53.06%	28.04%	23.97%	25.04%	62.24%	56.00%
923	12862	汇添富中证电	9月1日	0.625	0.625	0.97%	5.22%	21.50%	32.92%	18.19%	53.04%	9.15%	-26.42%	25.60%	-37.50%	56.02%
924	5994	国投瑞银中证	9月1日	2.5782	2.5782	0.59%	1.77%	12.08%	23.17%	23.05%	53.00%	32.26%	20.92%	26.30%	157.82%	56.27%
925	501031	汇添富中证环	9月1日	0.5548	0.5548	1.24%	-0.57%	6.14%	11.00%	16.80%	52.96%	15.13%	-1.35%	16.92%	-44.52%	54.54%
926	12926	民生加银中证	9月1日	0.9272	0.9272	0.85%	2.11%	13.39%	25.28%	24.64%	52.95%	22.40%	10.86%	26.77%	-7.28%	55.86%
927	9609	广发中证50	9月1日	1.2441	1.2441	1.09%	1.58%	11.09%	23.52%	25.72%	52.93%	31.51%	22.57%	26.05%	24.41%	55.40%
928	19494	易方达中证国	9月1日	1.3635	1.3635	0.90%	3.61%	15.74%	28.70%	24.84%	52.88%	---	---	22.50%	36.35%	56.13%
929	10772	天弘国证消费	9月1日	0.9157	0.9157	1.53%	5.14%	21.53%	32.19%	25.99%	52.87%	26.95%	15.36%	28.95%	-8.43%	56.50%
