序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
1	21298	中欧北证50	9月1日	2.1351	2.1351	-0.35%	-2.04%	9.59%	10.40%	16.67%	156.99%	---	---	44.58%	113.51%	163.69%
2	21299	中欧北证50	9月1日	2.1281	2.1281	-0.35%	-2.04%	9.57%	10.33%	16.52%	156.30%	---	---	44.34%	112.81%	163.02%
3	18128	博时北证50	9月1日	1.8174	1.8174	-0.35%	-2.07%	9.96%	11.46%	20.01%	153.26%	110.30%	---	49.44%	81.74%	160.00%
4	17512	广发北证50	9月1日	1.8451	1.8451	-0.34%	-2.09%	9.97%	11.68%	21.28%	152.27%	116.92%	---	51.25%	84.51%	158.96%
5	18129	博时北证50	9月1日	1.7987	1.7987	-0.34%	-2.07%	9.92%	11.35%	19.77%	152.27%	108.64%	---	49.06%	79.87%	158.99%
6	17513	广发北证50	9月1日	1.8307	1.8307	-0.34%	-2.10%	9.95%	11.60%	21.09%	151.50%	115.63%	---	50.95%	83.07%	158.21%
7	20691	博时中证全指	9月1日	2.1856	2.1856	5.46%	15.27%	49.84%	105.76%	93.48%	145.93%	---	---	87.86%	118.56%	154.79%
8	20692	博时中证全指	9月1日	2.1803	2.1803	5.46%	15.27%	49.82%	105.65%	93.29%	145.45%	---	---	87.62%	118.03%	154.29%
9	7817	国泰中证全指	9月1日	2.5379	2.5379	5.02%	14.61%	49.29%	104.47%	92.41%	145.04%	133.11%	182.33%	87.62%	153.79%	153.82%
10	7818	国泰中证全指	9月1日	2.4903	2.4903	5.02%	14.60%	49.24%	104.31%	92.11%	144.31%	131.70%	179.81%	87.24%	149.03%	153.05%
11	20899	天弘中证全指	9月1日	2.2476	2.2476	5.18%	15.10%	50.39%	107.23%	93.81%	142.20%	---	---	87.63%	124.76%	151.13%
12	20900	天弘中证全指	9月1日	2.2417	2.2417	5.18%	15.10%	50.37%	107.12%	93.62%	141.72%	---	---	87.39%	124.17%	150.67%
13	8326	东财通信A	9月1日	2.4395	2.4395	5.75%	16.58%	47.86%	100.29%	84.70%	141.61%	131.43%	172.24%	83.31%	143.95%	149.03%
14	20628	汇添富上证科	9月1日	2.2192	2.2192	1.31%	5.43%	36.18%	46.74%	33.34%	141.27%	---	---	47.78%	121.92%	149.85%
15	14543	汇添富中证沪	9月1日	1.7007	1.7007	4.94%	7.71%	30.86%	60.56%	44.65%	141.13%	89.28%	137.03%	68.70%	70.07%	149.52%
16	8327	东财通信C	9月1日	2.4054	2.4054	5.75%	16.57%	47.82%	100.15%	84.46%	141.02%	130.27%	170.21%	83.00%	140.54%	148.39%
17	20629	汇添富上证科	9月1日	2.2126	2.2126	1.31%	5.42%	36.15%	46.67%	33.21%	140.79%	---	---	47.58%	121.26%	149.36%
18	14544	汇添富中证沪	9月1日	1.6817	1.6817	4.94%	7.70%	30.83%	60.45%	44.46%	139.97%	87.90%	134.74%	68.36%	68.17%	148.29%
19	8020	华富中证人工	9月1日	1.4509	1.4509	2.47%	9.60%	43.67%	71.46%	52.28%	136.38%	87.65%	113.18%	69.99%	45.09%	144.63%
20	8021	华富中证人工	9月1日	1.4277	1.4277	2.47%	9.60%	43.63%	71.33%	52.04%	135.67%	86.53%	111.29%	69.66%	42.77%	143.88%
21	21933	富国中证通信	9月1日	2.3185	2.3185	5.40%	14.14%	47.61%	95.01%	85.33%	135.57%	---	---	81.76%	131.85%	142.62%
22	21934	富国中证通信	9月1日	2.3137	2.3137	5.39%	14.14%	47.59%	94.92%	85.16%	135.11%	---	---	81.52%	131.37%	142.15%
23	17515	易方达北证5	9月1日	1.586	1.586	-0.34%	-2.09%	9.93%	11.27%	19.78%	135.10%	95.56%	---	48.91%	58.60%	141.40%
24	19171	天弘中证沪港	9月1日	1.9575	1.9575	4.92%	7.67%	30.59%	60.90%	44.76%	134.85%	---	---	64.94%	95.75%	142.99%
25	17516	易方达北证5	9月1日	1.5733	1.5733	-0.35%	-2.10%	9.89%	11.17%	19.59%	134.37%	94.38%	---	48.59%	57.33%	140.68%
26	19170	天弘中证沪港	9月1日	1.9499	1.9499	4.92%	7.66%	30.57%	60.82%	44.62%	134.36%	---	---	64.73%	94.99%	142.49%
27	21224	华宝上证科创	9月1日	2.3352	2.3352	1.05%	5.57%	36.31%	47.27%	34.25%	133.52%	---	---	49.72%	133.52%	---
28	21225	华宝上证科创	9月1日	2.3303	2.3303	1.05%	5.57%	36.30%	47.19%	34.12%	133.03%	---	---	49.52%	133.03%	---
29	17469	嘉实上证科创	9月1日	1.8571	1.8571	1.31%	5.55%	36.60%	47.32%	33.76%	127.14%	82.03%	---	48.21%	85.71%	135.31%
30	19993	创金合信北证	9月1日	1.7393	1.7393	-0.03%	-1.55%	8.14%	9.16%	18.62%	127.06%	---	---	45.05%	73.93%	132.78%
31	17470	嘉实上证科创	9月1日	1.8445	1.8445	1.31%	5.55%	36.57%	47.22%	33.58%	126.54%	81.12%	---	47.96%	84.45%	134.73%
32	19330	华泰柏瑞中证	9月1日	1.8975	1.8975	4.85%	7.75%	31.20%	60.48%	45.20%	126.51%	---	---	60.79%	89.75%	134.03%
33	19994	创金合信北证	9月1日	1.7307	1.7307	-0.03%	-1.55%	8.11%	9.07%	18.44%	126.38%	---	---	44.76%	73.07%	132.09%
34	17559	华安上证科创	9月1日	2.0331	2.0331	1.36%	5.43%	36.49%	47.00%	33.91%	126.30%	82.80%	---	48.66%	103.31%	134.42%
35	17519	汇添富北证5	9月1日	1.5402	1.5402	-0.34%	-2.09%	9.73%	10.85%	19.05%	126.13%	86.69%	---	47.94%	54.02%	132.17%
36	19331	华泰柏瑞中证	9月1日	1.8887	1.8887	4.84%	7.74%	31.16%	60.37%	45.02%	125.95%	---	---	60.52%	88.87%	133.46%
37	17560	华安上证科创	9月1日	2.0223	2.0223	1.35%	5.43%	36.46%	46.93%	33.77%	125.85%	82.06%	---	48.46%	102.23%	133.95%
38	11832	西部利得人工	9月1日	1.4823	1.4823	2.30%	8.42%	35.87%	57.76%	41.85%	125.72%	75.50%	97.01%	56.94%	48.23%	133.43%
39	17520	汇添富北证5	9月1日	1.5239	1.5239	-0.35%	-2.10%	9.69%	10.74%	18.80%	125.23%	85.21%	---	47.54%	52.39%	131.24%
40	21607	南方上证科创	9月1日	2.2754	2.2754	1.23%	5.84%	37.17%	47.86%	34.23%	124.89%	---	---	48.72%	127.54%	132.92%
41	11833	西部利得人工	9月1日	1.4575	1.4575	2.29%	8.41%	35.82%	57.60%	41.56%	124.82%	74.09%	94.67%	56.52%	45.75%	132.49%
42	21608	南方上证科创	9月1日	2.273	2.273	1.23%	5.83%	37.17%	47.82%	34.17%	124.67%	---	---	48.62%	127.30%	132.70%
43	11839	天弘中证人工	9月1日	1.5216	1.5216	2.54%	8.58%	38.81%	62.58%	45.55%	124.46%	81.64%	112.72%	60.74%	52.16%	132.34%
44	12733	易方达中证人	9月1日	1.7306	1.7306	2.51%	8.60%	38.44%	61.89%	44.88%	124.20%	80.38%	110.05%	59.83%	73.06%	132.02%
45	12321	东财云计算增	9月1日	1.5745	1.5745	3.22%	6.70%	28.90%	55.78%	35.39%	124.19%	70.14%	119.99%	54.12%	57.45%	132.50%
46	161631	融通人工智能	9月1日	2.3455	2.3455	2.41%	8.66%	39.01%	62.71%	45.91%	124.13%	81.77%	109.53%	60.93%	134.55%	131.68%
47	11840	天弘中证人工	9月1日	1.5094	1.5094	2.54%	8.58%	38.80%	62.51%	45.41%	124.01%	80.92%	111.46%	60.54%	50.94%	131.89%
48	12734	易方达中证人	9月1日	1.7248	1.7248	2.51%	8.60%	38.43%	61.85%	44.81%	123.97%	80.02%	109.42%	59.72%	72.48%	131.80%
49	12322	东财云计算增	9月1日	1.5555	1.5555	3.22%	6.69%	28.87%	55.66%	35.19%	123.52%	69.13%	118.04%	53.83%	55.55%	131.78%
50	9239	融通人工智能	9月1日	2.296	2.296	2.40%	8.65%	38.96%	62.54%	45.60%	123.24%	80.32%	107.03%	60.49%	87.93%	130.75%
51	8585	华夏人工智能	9月1日	1.3814	1.3814	2.42%	8.50%	38.58%	61.85%	44.71%	123.09%	79.71%	107.51%	59.87%	38.14%	130.89%
52	17517	招商北证50	9月1日	1.6438	1.6438	-0.35%	-2.07%	9.80%	11.23%	19.11%	122.92%	90.92%	---	47.58%	64.38%	128.88%
53	21580	华夏人工智能	9月1日	1.3603	1.3603	2.42%	8.49%	38.55%	61.73%	44.48%	122.45%	---	---	59.55%	97.55%	130.21%
54	8586	华夏人工智能	9月1日	1.36	1.36	2.43%	8.50%	38.55%	61.73%	44.48%	122.44%	78.62%	105.69%	59.55%	36.00%	130.20%
55	17518	招商北证50	9月1日	1.6306	1.6306	-0.34%	-2.07%	9.78%	11.15%	18.93%	122.24%	89.78%	---	47.30%	63.06%	128.18%
56	19702	易方达上证科	9月1日	2.0211	2.0211	1.31%	5.82%	35.94%	51.35%	47.30%	122.12%	---	---	64.87%	102.11%	129.25%
57	19703	易方达上证科	9月1日	2.0112	2.0112	1.31%	5.82%	35.90%	51.24%	47.08%	121.45%	---	---	64.54%	101.12%	128.57%
58	19670	广发中证香港	9月1日	1.6044	1.6044	4.96%	1.38%	9.50%	46.56%	76.42%	121.39%	---	---	102.70%	60.44%	124.11%
59	20670	易方达上证科	9月1日	2.2543	2.2543	1.04%	5.40%	36.38%	47.41%	34.23%	121.34%	---	---	49.03%	125.43%	129.33%
60	19671	广发中证香港	9月1日	1.5956	1.5956	4.95%	1.37%	9.47%	46.45%	76.15%	120.72%	---	---	102.31%	59.56%	123.44%
61	20671	易方达上证科	9月1日	2.2438	2.2438	1.04%	5.39%	36.35%	47.30%	34.03%	120.67%	---	---	48.74%	124.38%	128.66%
62	18112	工银北证50	9月1日	1.7169	1.7169	-0.34%	-2.09%	9.78%	10.67%	18.23%	119.92%	97.53%	---	46.52%	71.69%	125.82%
63	17853	易方达云计算	9月1日	1.6058	1.6058	2.86%	5.91%	26.60%	51.46%	32.08%	119.64%	62.79%	---	50.60%	60.58%	127.64%
64	18113	工银北证50	9月1日	1.7046	1.7046	-0.34%	-2.09%	9.75%	10.59%	18.05%	119.27%	96.31%	---	46.23%	70.46%	125.15%
65	17854	易方达云计算	9月1日	1.594	1.594	2.85%	5.90%	26.58%	51.35%	31.88%	118.99%	61.81%	---	50.31%	59.40%	126.97%
66	17521	富国北证50	9月1日	1.4738	1.4738	-0.33%	-2.08%	9.74%	10.97%	18.02%	118.11%	77.37%	---	46.75%	47.38%	123.95%
67	17522	富国北证50	9月1日	1.4657	1.4657	-0.33%	-2.08%	9.72%	10.91%	17.91%	117.69%	76.68%	---	46.56%	46.57%	123.50%
68	161628	融通中证云计	9月1日	1.8185	1.2746	2.90%	5.87%	26.67%	51.49%	31.58%	117.65%	62.77%	123.21%	50.64%	34.82%	125.59%
69	17525	华夏北证50	9月1日	1.4902	1.4902	-0.35%	-2.10%	9.76%	10.88%	18.39%	117.26%	81.22%	---	47.33%	49.02%	123.08%
70	17523	南方北证50	9月1日	1.4471	1.4471	-0.36%	-2.12%	9.87%	10.63%	16.61%	117.18%	78.15%	---	44.74%	44.71%	123.08%
71	21030	汇添富国证港	9月1日	2.1914	2.1914	4.27%	-0.06%	7.62%	42.96%	73.58%	117.14%	---	---	99.58%	119.14%	119.56%
72	19785	广发上证科创	9月1日	1.7297	1.7297	1.26%	6.25%	35.72%	51.24%	46.72%	117.00%	---	---	63.74%	72.97%	123.85%
73	17527	嘉实北证50	9月1日	1.5125	1.5125	-0.34%	-2.07%	9.55%	10.28%	17.28%	116.81%	78.26%	---	45.73%	51.25%	122.66%
74	14130	融通中证云计	9月1日	1.7915	1.7915	2.89%	5.86%	26.63%	51.32%	31.29%	116.76%	61.47%	120.55%	50.22%	62.14%	124.67%
75	21031	汇添富国证港	9月1日	2.1856	2.1856	4.27%	-0.06%	7.61%	42.89%	73.41%	116.72%	---	---	99.33%	118.56%	119.13%
76	17526	华夏北证50	9月1日	1.4784	1.4784	-0.35%	-2.11%	9.73%	10.78%	18.22%	116.62%	80.16%	---	47.02%	47.84%	122.42%
77	167506	安信深圳科技	9月1日	1.7441	1.7441	0.90%	5.79%	23.02%	43.11%	30.05%	116.55%	71.43%	70.81%	45.86%	74.41%	122.01%
78	17524	南方北证50	9月1日	1.4355	1.4355	-0.36%	-2.13%	9.84%	10.54%	16.43%	116.55%	77.09%	---	44.45%	43.55%	122.42%
79	19786	广发上证科创	9月1日	1.7205	1.7205	1.27%	6.25%	35.69%	51.13%	46.50%	116.36%	---	---	63.42%	72.05%	123.21%
80	17528	嘉实北证50	9月1日	1.5022	1.5022	-0.34%	-2.08%	9.52%	10.20%	17.12%	116.27%	77.40%	---	45.48%	50.22%	122.09%
81	167507	安信深圳科技	9月1日	1.7193	1.7193	0.90%	5.78%	23.00%	43.02%	29.89%	116.02%	70.58%	69.54%	45.63%	71.93%	121.47%
82	18120	万家北证50	9月1日	1.6144	1.6144	-0.35%	-2.06%	9.48%	10.27%	16.33%	114.54%	83.35%	---	44.34%	61.44%	120.25%
83	18121	万家北证50	9月1日	1.6068	1.6068	-0.35%	-2.07%	9.46%	10.22%	16.21%	114.10%	82.61%	---	44.15%	60.68%	119.81%
84	19868	华夏云计算与	9月1日	1.661	1.661	2.89%	5.89%	26.80%	52.06%	31.95%	113.88%	---	---	47.47%	66.10%	121.73%
85	21172	华安北证50	9月1日	2.137	2.137	-0.35%	-2.04%	9.62%	10.11%	16.88%	113.70%	---	---	43.69%	113.70%	---
86	21173	华安北证50	9月1日	2.1325	2.1325	-0.35%	-2.04%	9.60%	10.05%	16.77%	113.25%	---	---	43.51%	113.25%	---
87	19869	华夏云计算与	9月1日	1.652	1.652	2.88%	5.88%	26.76%	51.94%	31.74%	113.24%	---	---	47.17%	65.20%	121.06%
88	8086	华夏中证5G	9月1日	1.9709	1.9709	4.53%	14.28%	44.10%	91.67%	68.70%	113.05%	106.98%	121.97%	72.36%	97.09%	120.09%
89	16970	华夏恒生生物	9月1日	1.4019	1.4019	4.91%	0.90%	8.65%	40.85%	67.39%	113.02%	64.93%	---	93.71%	40.19%	116.21%
90	20634	汇添富恒生生	9月1日	1.9646	1.9646	4.85%	0.86%	8.63%	40.40%	66.86%	112.67%	---	---	92.91%	96.46%	115.87%
91	8087	华夏中证5G	9月1日	1.9374	1.9374	4.53%	14.27%	44.07%	91.50%	68.44%	112.39%	105.73%	119.98%	72.00%	93.74%	119.44%
92	16971	华夏恒生生物	9月1日	1.3903	1.3903	4.90%	0.89%	8.62%	40.73%	67.12%	112.36%	63.95%	---	93.31%	39.03%	115.58%
93	20635	汇添富恒生生	9月1日	1.9585	1.9585	4.85%	0.85%	8.62%	40.33%	66.70%	112.26%	---	---	92.65%	95.85%	115.46%
94	160137	南方中证互联	9月1日	1.4828	1.4828	3.65%	8.77%	35.13%	64.72%	49.22%	111.86%	58.59%	84.36%	54.06%	61.02%	118.90%
95	19071	嘉实国证通信	9月1日	1.9633	1.9633	4.50%	12.01%	38.92%	70.04%	63.47%	111.77%	---	---	62.85%	96.33%	116.34%
96	18533	南方中证互联	9月1日	1.4766	1.4766	3.65%	8.77%	35.11%	64.65%	49.06%	111.49%	58.01%	---	53.86%	47.48%	118.46%
97	19072	嘉实国证通信	9月1日	1.9538	1.9538	4.50%	12.00%	38.89%	69.94%	63.27%	111.24%	---	---	62.59%	95.38%	115.82%
98	21397	广发中证云计	9月1日	1.8008	1.8008	2.79%	5.72%	26.35%	51.49%	32.17%	110.64%	---	---	47.99%	80.08%	118.20%
99	8889	银华中证5G	9月1日	1.5224	1.5224	4.46%	14.04%	43.43%	90.13%	67.17%	110.51%	104.65%	120.03%	70.94%	52.24%	117.39%
100	20828	东财北证50	9月1日	1.9993	1.9993	-0.35%	-2.29%	9.07%	9.70%	17.40%	110.17%	---	---	45.81%	99.93%	115.77%
101	21398	广发中证云计	9月1日	1.7944	1.7944	2.78%	5.71%	26.31%	51.38%	31.96%	110.04%	---	---	47.70%	79.44%	117.58%
102	10524	银华中证5G	9月1日	1.5017	1.5017	4.46%	14.03%	43.40%	89.97%	66.91%	109.88%	103.43%	118.05%	70.61%	63.33%	116.73%
103	20829	东财北证50	9月1日	1.9902	1.9902	-0.36%	-2.30%	9.03%	9.58%	17.16%	109.34%	---	---	45.41%	99.02%	114.92%
104	18114	鹏扬北证50	9月1日	1.5454	1.5454	-0.35%	-2.12%	9.75%	11.44%	17.59%	108.92%	75.39%	---	45.88%	54.54%	114.55%
105	20110	富国恒生港股	9月1日	1.6786	1.6786	5.20%	1.36%	8.87%	43.90%	69.11%	108.78%	---	---	92.83%	67.86%	112.45%
106	21474	华安上证科创	9月1日	2.0049	2.0049	0.83%	5.06%	31.68%	40.77%	26.89%	108.58%	---	---	39.36%	100.49%	115.72%
107	20111	富国恒生港股	9月1日	1.6727	1.6727	5.19%	1.36%	8.85%	43.84%	68.96%	108.38%	---	---	92.57%	67.27%	112.03%
108	21475	华安上证科创	9月1日	1.9993	1.9993	0.83%	5.05%	31.65%	40.69%	26.73%	108.11%	---	---	39.14%	99.93%	115.23%
109	18115	鹏扬北证50	9月1日	1.5308	1.5308	-0.36%	-2.14%	9.70%	11.31%	17.35%	108.07%	73.99%	---	45.49%	53.08%	113.71%
110	18078	南方恒生生物	9月1日	1.518	1.518	4.91%	0.80%	8.45%	39.83%	65.49%	108.06%	60.45%	---	92.37%	51.80%	111.21%
111	19236	广发国证通信	9月1日	2.044	2.044	4.43%	11.83%	38.21%	69.25%	62.04%	107.66%	---	---	60.94%	104.40%	112.14%
112	13477	华宝中证金融	9月1日	1.3277	1.3277	0.72%	-0.42%	19.73%	41.02%	31.23%	107.58%	37.96%	67.34%	39.13%	32.77%	113.77%
113	18079	南方恒生生物	9月1日	1.508	1.508	4.91%	0.80%	8.43%	39.73%	65.24%	107.43%	59.51%	---	91.98%	50.80%	110.61%
114	19237	广发国证通信	9月1日	2.0328	2.0328	4.43%	11.83%	38.18%	69.13%	61.81%	107.05%	---	---	60.63%	103.28%	111.53%
115	13478	华宝中证金融	9月1日	1.3131	1.3131	0.72%	-0.42%	19.70%	40.92%	31.05%	106.98%	37.15%	65.86%	38.85%	31.31%	113.17%
116	11035	嘉实中证稀土	9月1日	1.2373	1.2373	-0.15%	3.21%	28.56%	61.89%	58.47%	106.77%	69.38%	37.95%	68.55%	23.73%	110.21%
117	11036	嘉实中证稀土	9月1日	1.2323	1.2323	-0.14%	3.21%	28.57%	61.85%	58.39%	106.55%	69.04%	37.53%	68.44%	23.23%	110.00%
118	14331	华泰柏瑞中证	9月1日	1.1866	1.1866	-0.11%	3.30%	28.21%	60.26%	57.21%	106.01%	70.91%	40.88%	67.36%	18.66%	109.39%
119	14418	西部利得CE	9月1日	1.1133	1.1133	1.37%	4.85%	29.05%	37.58%	25.13%	105.90%	72.58%	58.14%	38.52%	11.33%	112.95%
120	14332	华泰柏瑞中证	9月1日	1.1757	1.1757	-0.12%	3.29%	28.18%	60.18%	57.01%	105.51%	70.07%	39.83%	67.07%	17.57%	108.90%
121	14419	西部利得CE	9月1日	1.097	1.097	1.37%	4.85%	29.01%	37.43%	24.87%	105.05%	71.22%	56.25%	38.16%	9.70%	112.10%
122	19923	华泰柏瑞中证	9月1日	1.7233	1.7233	1.35%	0.43%	11.65%	28.31%	36.46%	104.57%	---	---	47.63%	72.33%	108.10%
123	19924	华泰柏瑞中证	9月1日	1.7122	1.7122	1.34%	0.41%	11.61%	28.18%	36.18%	103.76%	---	---	47.24%	71.22%	107.29%
124	20732	易方达创业板	9月1日	1.9891	1.9891	0.91%	-0.84%	12.01%	26.13%	18.34%	103.76%	---	---	29.04%	98.91%	108.50%
125	20226	国泰中证全指	9月1日	1.6836	1.6836	1.15%	4.76%	32.46%	41.05%	26.07%	103.43%	---	---	38.92%	68.36%	110.34%
126	20733	易方达创业板	9月1日	1.982	1.982	0.91%	-0.85%	11.98%	26.04%	18.16%	103.16%	---	---	28.78%	98.20%	107.89%
127	20227	国泰中证全指	9月1日	1.6776	1.6776	1.15%	4.76%	32.43%	40.97%	25.94%	103.00%	---	---	38.72%	67.76%	109.94%
128	20704	南方中证通信	9月1日	1.8893	1.8893	4.68%	11.50%	36.89%	64.53%	57.56%	102.69%	---	---	58.91%	88.93%	107.64%
129	20705	南方中证通信	9月1日	1.8844	1.8844	4.67%	11.50%	36.86%	64.45%	57.40%	102.28%	---	---	58.70%	88.44%	107.21%
130	1361	景顺长城中证	9月1日	1.08	1.08	2.47%	8.54%	33.66%	58.82%	41.92%	101.87%	72.80%	86.21%	52.97%	8.00%	107.69%
131	8072	景顺长城创业	9月1日	2.08	2.08	1.76%	3.00%	17.97%	36.79%	37.19%	100.81%	64.47%	51.25%	46.22%	108.00%	105.13%
132	14424	博时恒生医疗	9月1日	1.1439	1.1439	4.68%	0.93%	9.40%	38.67%	60.19%	100.40%	52.30%	33.06%	84.59%	14.39%	103.76%
133	18557	易方达港股通	9月1日	1.4985	1.4985	4.83%	1.23%	9.94%	41.74%	63.56%	100.09%	49.97%	---	87.83%	49.85%	103.32%
134	19239	景顺长城创业	9月1日	2.0627	2.0627	1.76%	2.99%	17.93%	36.64%	36.91%	100.03%	63.19%	---	45.83%	68.67%	104.33%
135	14425	博时恒生医疗	9月1日	1.1369	1.1369	4.69%	0.93%	9.39%	38.61%	60.06%	100.02%	51.71%	32.27%	84.35%	13.69%	103.34%
136	18558	易方达港股通	9月1日	1.4888	1.4888	4.83%	1.22%	9.92%	41.64%	63.34%	99.52%	49.03%	---	87.48%	48.88%	102.72%
137	12554	西部利得创业	9月1日	0.9519	0.9519	2.95%	8.59%	31.08%	55.51%	43.77%	99.35%	55.18%	25.91%	44.07%	-4.81%	105.02%
138	168701	合煦智远金融	9月1日	1.3816	1.3816	0.56%	-0.66%	15.44%	31.28%	22.41%	99.22%	38.33%	61.55%	29.70%	38.16%	104.86%
139	12555	西部利得创业	9月1日	0.9412	0.9412	2.94%	8.58%	31.05%	55.39%	43.54%	98.73%	54.24%	24.78%	43.78%	-5.88%	104.43%
140	19598	平安中证港股	9月1日	1.4081	1.4081	4.86%	1.17%	9.03%	38.73%	60.36%	98.72%	---	---	83.66%	40.81%	101.82%
141	168702	合煦智远金融	9月1日	1.3448	1.3448	0.56%	-0.67%	15.39%	31.11%	22.10%	98.23%	36.96%	59.17%	29.27%	34.48%	103.85%
142	20683	南方上证科创	9月1日	1.9101	1.9101	2.19%	4.08%	21.55%	38.98%	31.13%	98.20%	---	---	47.37%	91.01%	104.46%
143	19599	平安中证港股	9月1日	1.4004	1.4004	4.85%	1.17%	9.01%	38.63%	60.14%	98.13%	---	---	83.30%	40.04%	101.24%
144	20684	南方上证科创	9月1日	1.9066	1.9066	2.19%	4.08%	21.53%	38.92%	31.04%	97.92%	---	---	47.23%	90.66%	104.15%
145	7300	国联安中证半	9月1日	2.7613	2.7613	1.60%	4.98%	29.80%	38.24%	24.92%	97.91%	62.94%	51.06%	36.76%	176.10%	105.24%
146	7301	国联安中证半	9月1日	2.7123	2.7123	1.60%	4.97%	29.77%	38.15%	24.76%	97.42%	62.12%	49.93%	36.53%	171.20%	104.72%
147	15787	鹏扬中证数字	9月1日	1.5369	1.5369	0.67%	3.40%	26.39%	35.36%	20.61%	97.39%	47.11%	---	30.21%	53.69%	104.08%
148	13302	招商中证科创	9月1日	1.044	1.044	2.85%	9.02%	35.53%	55.70%	40.66%	97.32%	58.57%	36.54%	45.22%	4.40%	102.95%
149	16729	长信中证科创	9月1日	1.4928	1.4928	3.60%	9.00%	37.80%	58.54%	42.87%	97.23%	68.74%	---	47.19%	49.28%	102.77%
150	21908	鹏华上证科创	9月1日	1.97	1.97	1.59%	6.94%	30.24%	41.57%	30.37%	96.88%	---	---	41.03%	97.00%	---
151	15788	鹏扬中证数字	9月1日	1.5191	1.5191	0.66%	3.39%	26.35%	35.22%	20.35%	96.62%	45.94%	---	29.87%	51.91%	103.28%
152	13303	招商中证科创	9月1日	1.0274	1.0274	2.84%	9.02%	35.49%	55.55%	40.37%	96.52%	57.31%	34.92%	44.85%	2.74%	102.12%
153	12629	广发国证半导	9月1日	1.0079	1.0079	1.45%	5.15%	32.01%	39.70%	24.89%	96.43%	66.29%	44.88%	34.64%	0.79%	103.29%
154	16730	长信中证科创	9月1日	1.4755	1.4755	3.59%	8.99%	37.76%	58.38%	42.57%	96.42%	67.29%	---	46.79%	47.55%	101.96%
155	21909	鹏华上证科创	9月1日	1.9652	1.9652	1.59%	6.94%	30.21%	41.48%	30.21%	96.40%	---	---	40.79%	96.52%	---
156	12630	广发国证半导	9月1日	0.9957	0.9957	1.45%	5.15%	31.97%	39.59%	24.70%	95.85%	65.32%	43.58%	34.35%	-0.43%	102.71%
157	20853	大成中证芯片	9月1日	1.9484	1.9484	1.35%	4.80%	30.27%	37.62%	23.65%	95.78%	---	---	35.53%	94.84%	102.87%
158	12907	鹏扬中证科创	9月1日	0.9638	0.9638	3.12%	9.56%	36.67%	57.07%	41.94%	95.54%	56.44%	33.73%	46.56%	-3.62%	101.34%
159	8887	华夏国证半导	9月1日	1.4775	1.4775	1.48%	5.24%	32.38%	40.38%	25.14%	95.49%	64.53%	43.82%	34.91%	47.75%	102.40%
160	19141	易方达中证电	9月1日	1.8426	1.8426	2.83%	8.01%	28.57%	43.54%	37.69%	95.27%	---	---	40.97%	84.26%	98.30%
161	13304	易方达中证科	9月1日	1.0078	1.0078	3.07%	9.07%	36.67%	57.00%	41.84%	95.23%	56.27%	34.07%	46.46%	0.78%	100.88%
162	20854	大成中证芯片	9月1日	1.9412	1.9412	1.35%	4.80%	30.24%	37.52%	23.46%	95.19%	---	---	35.28%	94.12%	102.29%
163	12552	天弘中证芯片	9月1日	1.0751	1.0751	1.34%	5.01%	30.71%	38.47%	24.36%	95.15%	61.86%	53.92%	36.28%	7.51%	102.28%
164	20403	易方达信创E	9月1日	1.8203	1.8203	2.08%	3.03%	25.30%	34.56%	19.50%	95.08%	---	---	32.18%	82.03%	101.18%
165	12894	天弘中证科创	9月1日	0.9306	0.9306	3.16%	9.65%	36.95%	57.49%	42.40%	95.05%	57.12%	35.34%	46.97%	-6.94%	100.65%
166	20632	汇添富中证电	9月1日	1.8555	1.8555	2.83%	7.95%	28.36%	43.16%	36.76%	95.05%	---	---	40.51%	85.55%	98.09%
167	8888	华夏国证半导	9月1日	1.4545	1.4545	1.48%	5.23%	32.36%	40.27%	24.95%	94.89%	63.56%	42.53%	34.64%	45.45%	101.82%
168	12908	鹏扬中证科创	9月1日	0.948	0.948	3.12%	9.54%	36.62%	56.90%	41.66%	94.78%	55.18%	32.13%	46.18%	-5.20%	100.55%
169	12553	天弘中证芯片	9月1日	1.0663	1.0663	1.34%	5.00%	30.67%	38.39%	24.23%	94.76%	61.19%	52.98%	36.09%	6.63%	101.87%
170	19142	易方达中证电	9月1日	1.8319	1.8319	2.82%	8.01%	28.54%	43.43%	37.48%	94.70%	---	---	40.68%	83.19%	97.72%
171	13305	易方达中证科	9月1日	0.9959	0.9959	3.07%	9.07%	36.65%	56.88%	41.64%	94.66%	55.37%	32.89%	46.20%	-0.41%	100.30%
172	20633	汇添富中证电	9月1日	1.8502	1.8502	2.83%	7.95%	28.34%	43.09%	36.62%	94.66%	---	---	40.33%	85.02%	97.71%
173	14218	汇添富中证科	9月1日	1.3321	1.3321	3.06%	9.49%	40.68%	62.02%	45.38%	94.64%	57.64%	30.18%	48.16%	33.21%	99.93%
174	12895	天弘中证科创	9月1日	0.9229	0.9229	3.15%	9.63%	36.93%	57.38%	42.27%	94.62%	56.48%	34.53%	46.77%	-7.71%	100.24%
