,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'420,603218.日月股份,'12.45,0.00%,2.81%,2.82%,'34.85,'1.25,6.53%,'128.29,'+6.23%,风电设备
'421,600559.老白干酒,'16.84,'-0.06%,3.27%,2.81%,'20.41,'2.82,15.42%,'154.04,'-17.07%,酿酒行业
'422,000550.江铃汽车,'21.29,'-0.79%,3.19%,2.81%,'17.11,'1.60,12.13%,'111.42,'-9.21%,汽车整车
'423,000987.越秀资本,'7.47,'-0.53%,2.26%,2.81%,'22.14,'1.18,8.15%,'376.79,'+9.14%,多元金融
'424,002605.姚记科技,'26.97,'+1.31%,1.87%,2.81%,'22.40,'3.04,14.91%,'111.17,'+2.95%,游戏
'425,603203.快克智能,'27.80,'+0.07%,2.30%,2.80%,'38.40,'4.76,15.06%,'70.52,'+24.11%,专用设备
'426,300112.万讯自控,'9.79,'+0.72%,2.07%,2.80%,亏损,'2.65,'-1.00%,'28.21,'+8.66%,仪器仪表
'427,002108.沧州明珠,'3.67,'+0.55%,2.74%,2.79%,'77.51,'1.18,2.77%,'60.79,'+5.07%,塑料制品
'428,600368.五洲交通,'4.33,0.00%,3.03%,2.78%,'11.16,'0.99,10.02%,'69.70,'-6.38%,铁路公路
'429,600750.江中药业,'22.06,'-0.50%,5.42%,2.78%,'18.77,'3.38,19.55%,'140.08,'+0.25%,中药
'430,600926.杭州银行,'16.36,'-0.43%,3.58%,2.78%,'6.72,'0.81,13.61%,'1185.94,'+13.83%,银行
'431,603726.朗迪集团,'17.98,'+0.06%,2.22%,2.78%,'20.86,'2.51,13.38%,'33.38,'+16.45%,家电行业
'432,603899.晨光股份,'31.87,'-1.12%,3.15%,2.78%,'24.72,'3.19,15.34%,'293.51,'+9.06%,家用轻工
'433,603966.法兰泰克,'11.11,'+1.37%,2.07%,2.78%,'26.56,'2.66,10.94%,'44.30,'+47.59%,专用设备
'434,001227.兰州银行,'2.47,'-0.80%,4.06%,2.78%,'7.94,'0.40,5.51%,'141.82,'+4.58%,银行
'435,002546.新联电子,'5.95,'-0.17%,2.01%,2.77%,'34.50,'1.45,11.90%,'49.71,'+40.77%,电网设备
'436,600929.雪天盐业,'5.26,'+0.19%,1.65%,2.76%,'88.60,'1.13,1.86%,'86.30,'-4.29%,化学原料
'437,601018.宁波港,'3.64,0.00%,2.97%,2.76%,'18.08,'0.89,6.37%,'708.14,'-2.78%,航运港口
'438,601298.青岛港,'8.79,'+0.34%,1.29%,2.76%,'11.07,'1.30,12.44%,'473.96,'-3.51%,航运港口
'439,601827.三峰环境,'8.64,'-0.12%,2.73%,2.76%,'12.46,'1.25,10.58%,'144.46,'+0.70%,环保行业
'440,000019.深粮控股,'6.90,0.00%,2.17%,2.76%,'24.21,'1.59,7.13%,'75.95,'+7.37%,贸易行业
'441,688516.奥特维,'35.60,'+1.83%,6.90%,2.75%,'10.98,'2.66,26.23%,'112.37,'-13.77%,光伏设备
'442,002507.涪陵榨菜,'13.17,'+0.15%,3.19%,2.75%,'20.77,'1.69,9.15%,'151.74,'-3.84%,食品饮料
'443,600618.氯碱化工,'10.32,0.00%,2.03%,2.74%,'15.04,'1.34,9.35%,'77.38,'+6.73%,化学原料
'444,600888.新疆众和,'7.15,'+0.42%,3.78%,2.74%,'11.27,'0.89,10.13%,'100.37,'+4.77%,有色金属
'445,000785.居然智家,'2.94,'-0.34%,2.12%,2.74%,'25.15,'0.90,3.10%,'183.70,'-17.65%,商业百货
'446,000858.五粮液,'122.16,'+0.17%,4.71%,2.74%,'14.54,'3.20,22.39%,'4733.62,'-8.71%,酿酒行业
'447,002142.宁波银行,'28.92,'+1.51%,3.16%,2.74%,'6.80,'0.80,12.37%,'1881.36,'+22.93%,银行
'448,002833.弘亚数控,'16.85,'+2.56%,4.26%,2.74%,'14.51,'2.35,17.51%,'69.70,'+2.58%,专用设备
'449,301290.东星医疗,'27.59,'-0.14%,2.17%,2.74%,'45.81,'1.23,3.99%,'27.68,'+21.65%,医疗器械
'450,688571.杭华股份,'8.80,'-0.79%,2.27%,2.73%,'28.70,'2.34,9.25%,'36.97,'+34.69%,化学制品
'451,002376.新北洋,'7.70,'+1.05%,2.62%,2.73%,'116.56,'1.59,2.05%,'61.76,'+21.23%,计算机设备
'452,600425.青松建化,'4.00,'+0.25%,2.50%,2.72%,'22.33,'1.01,4.98%,'64.19,'+4.84%,水泥建材
'453,603970.中农立华,'14.39,'-0.42%,3.13%,2.72%,'20.28,'2.46,13.06%,'38.68,'+4.51%,农药兽药
'454,300907.康平科技,'33.94,'+1.65%,1.50%,2.72%,'37.68,'4.15,11.02%,'32.05,'+61.31%,电机
'455,600328.中盐化工,'8.15,'+3.03%,1.52%,2.71%,亏损,'1.00,1.10%,'119.50,'+5.38%,化学原料
'456,000544.中原环保,'8.60,'+0.12%,3.03%,2.71%,'9.39,'0.82,10.47%,'83.73,'+1.67%,公用事业
'457,300881.盛德鑫泰,'37.18,'-1.09%,2.66%,2.71%,'18.62,'3.76,21.86%,'41.35,'+24.99%,钢铁行业
'458,600511.国药股份,'29.88,'-0.57%,2.68%,2.70%,'11.36,'1.28,11.83%,'225.45,'-10.26%,医药商业
'459,605259.绿田机械,'27.62,'+0.66%,2.17%,2.70%,'22.74,'2.72,12.30%,'47.64,'+87.81%,通用设备
'460,000559.万向钱潮,'7.89,'+2.60%,2.34%,2.70%,'26.79,'2.69,10.39%,'254.06,'+31.32%,汽车零部件
'461,600177.雅戈尔,'7.43,'-0.13%,6.73%,2.69%,'13.29,'0.83,6.47%,'343.52,'-13.17%,纺织服装
'462,601567.三星医疗,'22.79,'+0.31%,3.92%,2.69%,'14.01,'2.54,20.09%,'320.26,'-22.97%,电网设备
'463,603198.迎驾贡酒,'41.16,'+0.10%,3.64%,2.69%,'13.28,'3.09,25.15%,'329.28,'-20.82%,酿酒行业
'464,603360.百傲化学,'20.69,'-1.00%,2.07%,2.68%,'53.34,'7.94,16.60%,'146.12,'+33.06%,农药兽药
'465,603579.荣泰健康,'37.07,'-1.96%,1.76%,2.68%,'48.85,'3.17,8.39%,'65.76,'+159.53%,家电行业
'466,001202.炬申股份,'13.86,0.00%,1.67%,2.68%,'32.16,'3.04,10.06%,'23.10,'+29.14%,物流行业
'467,002980.华盛昌,'24.18,'-1.67%,2.12%,2.68%,'34.54,'4.12,12.73%,'46.51,'+35.38%,仪器仪表
'468,300017.网宿科技,'11.32,'+2.07%,2.25%,2.68%,'47.45,'2.68,7.30%,'271.23,'+9.55%,互联网服务
'469,000538.云南白药,'55.96,'-0.39%,4.27%,2.67%,'21.24,'2.46,12.10%,'1002.40,'-4.70%,中药
'470,000718.苏宁环球,'2.16,'-0.46%,5.53%,2.67%,'64.32,'0.70,1.28%,'65.85,'-6.86%,房地产开发
'471,600033.福建高速,'3.49,0.00%,2.87%,2.66%,'12.05,'0.80,6.71%,'95.78,'-8.79%,铁路公路
'472,601016.节能风电,'3.01,'-0.33%,2.46%,2.66%,'15.55,'1.08,7.33%,'194.85,'-2.64%,电力行业
'473,603866.桃李面包,'5.51,0.00%,4.54%,2.66%,'18.85,'1.69,9.42%,'88.14,'-14.57%,食品饮料
'474,000910.大亚圣象,'7.91,'+0.51%,2.41%,2.66%,'57.67,'0.64,1.58%,'43.08,'+3.08%,装修建材
'475,002020.京新药业,'18.44,'-2.95%,1.84%,2.66%,'25.69,'2.88,12.38%,'163.60,'+47.76%,化学制药
'476,300244.迪安诊断,'16.06,'-0.56%,5.57%,2.66%,亏损,'1.54,'-1.00%,'100.93,'+43.89%,医疗服务
'477,601857.中国石油,'8.64,'+0.58%,5.44%,2.65%,'9.08,'1.01,10.85%,'13990.07,'-0.58%,石油行业
'478,000967.盈峰环境,'6.99,'+0.43%,2.72%,2.65%,'45.22,'1.25,2.96%,'220.42,'+44.44%,环保行业
'479,001286.陕西能源,'9.52,'-0.10%,4.30%,2.65%,'13.29,'1.40,10.93%,'357.38,'+7.38%,电力行业
'480,002170.芭田股份,'10.31,'+0.49%,2.72%,2.65%,'18.95,'2.93,17.95%,'99.22,'+21.23%,化肥行业
'481,600531.豫光金铅,'8.73,'+0.11%,2.58%,2.64%,'12.00,'1.66,16.15%,'95.18,'+39.89%,有色金属
'482,002003.伟星股份,'10.95,'-0.09%,4.56%,2.64%,'18.02,'2.87,16.23%,'128.11,'-20.69%,纺织服装
'483,002283.天润工业,'6.48,'+1.25%,3.13%,2.64%,'23.76,'1.19,5.53%,'72.93,'+25.55%,汽车零部件
'484,002871.伟隆股份,'10.98,'+0.64%,2.80%,2.64%,'21.49,'3.11,16.17%,'27.39,'+17.06%,通用设备
'485,600229.城市传媒,'7.09,'-0.28%,0.99%,2.63%,'66.61,'1.44,1.84%,'46.84,'+2.72%,文化传媒
'486,600886.国投电力,'15.58,'-0.19%,2.96%,2.63%,'19.08,'1.75,10.12%,'1247.10,'-6.26%,电力行业
'487,605378.野马电池,'23.25,'+9.98%,1.54%,2.63%,'46.58,'4.67,11.00%,'60.76,'+61.33%,电池
'488,000828.东莞控股,'11.23,'-0.44%,4.21%,2.63%,'14.08,'1.17,7.81%,'117.26,'+8.35%,铁路公路
'489,002215.诺普信,'11.88,'-0.25%,2.94%,2.63%,'17.60,'2.68,17.44%,'119.72,'+9.05%,农药兽药
'490,002282.博深股份,'7.79,0.00%,2.57%,2.63%,'22.29,'1.13,5.41%,'41.04,'+8.16%,通用设备
'491,002543.万和电气,'12.97,'+10.01%,3.73%,2.63%,'12.83,'1.78,13.93%,'87.67,'+29.21%,家电行业
'492,600017.日照港,'3.23,'+0.62%,2.66%,2.62%,'16.39,'0.71,4.54%,'99.34,'+3.73%,航运港口
'493,603658.安图生物,'40.12,'-0.67%,3.14%,2.62%,'22.01,'2.58,12.91%,'229.26,'-5.02%,医疗器械
'494,688335.复洁环保,'14.50,'+1.19%,1.38%,2.62%,亏损,'1.84,'-1.00%,'21.47,'+74.70%,环保行业
'495,000685.中山公用,'9.71,'+0.41%,4.47%,2.62%,'10.70,'0.83,7.77%,'142.64,'+10.51%,公用事业
'496,002415.海康威视,'29.28,'-0.17%,2.39%,2.62%,'22.45,'3.45,16.51%,'2708.10,'-2.26%,计算机设备
'497,300519.新光药业,'17.88,'-2.98%,1.63%,2.62%,'62.19,'3.45,6.05%,'29.49,'+37.56%,中药
'498,300791.仙乐健康,'23.45,'-1.68%,2.10%,2.62%,'22.36,'2.83,13.21%,'73.30,'+18.18%,食品饮料
'499,600021.上海电力,'10.13,'+3.05%,2.76%,2.59%,'13.81,'0.95,7.67%,'285.34,'+13.97%,电力行业
'500,600497.驰宏锌锗,'5.67,'+1.25%,2.32%,2.59%,'20.10,'1.71,7.88%,'285.79,'+4.35%,有色金属
'501,600527.江南高纤,'2.13,'+0.47%,2.35%,2.59%,'117.40,'1.71,1.76%,'36.89,'-1.39%,化纤行业
'502,601992.金隅集团,'1.61,'+0.63%,3.11%,2.58%,亏损,'0.24,'-1.00%,'134.26,'-6.65%,水泥建材
'503,603558.健盛集团,'9.60,'+0.84%,5.30%,2.58%,'11.21,'1.35,12.17%,'33.91,'-7.70%,纺织服装
'504,000630.铜陵有色,'4.03,'+10.11%,2.73%,2.58%,'17.16,'1.34,8.37%,'468.27,'+28.72%,有色金属
'505,600028.中国石化,'5.71,0.00%,5.01%,2.57%,'16.07,'0.83,5.42%,'5551.96,'-12.46%,石油行业
'506,000419.通程控股,'5.97,'-0.83%,1.99%,2.57%,'33.53,'0.94,3.54%,'32.72,'+4.55%,商业百货
'507,301386.未来电器,'23.66,'+0.21%,2.12%,2.57%,'48.03,'2.20,5.98%,'33.05,'+14.85%,电源设备
'508,601002.晋亿实业,'5.34,'+0.75%,1.87%,2.56%,'24.36,'1.20,4.98%,'50.97,'+25.32%,通用设备
'509,603128.华贸物流,'6.33,'-0.16%,4.58%,2.56%,'19.93,'1.36,8.08%,'82.86,'+1.21%,物流行业
'510,603882.金域医学,'30.66,'-0.23%,2.87%,2.56%,亏损,'2.06,'-1.00%,'142.03,'+13.85%,医疗服务
'511,688616.西力科技,'14.12,'+0.71%,2.12%,2.56%,'25.42,'2.97,12.98%,'25.33,'+39.10%,电网设备
'512,301319.唯特偶,'30.68,'+1.15%,1.82%,2.56%,'46.53,'3.21,7.71%,'37.42,'+55.79%,电子元件
'513,600496.精工钢构,'3.35,'+0.60%,2.39%,2.55%,'14.34,'0.74,6.10%,'66.67,'+13.96%,水泥建材
'514,300841.康华生物,'76.91,'-1.54%,1.31%,2.55%,'30.85,'2.93,7.64%,'101.50,'+43.75%,生物制品
'515,600248.陕建股份,'3.91,0.00%,3.59%,2.54%,'6.86,'0.46,9.74%,'146.22,'-10.67%,工程建设
'516,600273.嘉化能源,'8.89,'-2.95%,4.61%,2.54%,'12.62,'1.17,10.45%,'120.63,'+14.20%,化学制品
'517,603277.银都股份,'17.09,'+1.12%,4.05%,2.53%,'23.22,'3.51,19.35%,'104.88,'+9.25%,通用设备
'518,001216.华瓷股份,'14.48,'+0.14%,2.77%,2.53%,'18.74,'2.05,12.31%,'36.42,'+17.05%,装修建材
'519,002756.永兴材料,'35.57,'+0.17%,2.82%,2.53%,'24.94,'1.52,5.94%,'191.43,'-4.20%,钢铁行业
'520,603018.华设集团,'8.39,'-0.71%,1.19%,2.52%,'16.94,'1.10,6.77%,'57.37,'+3.50%,工程咨询服务
'521,603799.华友钴业,'42.82,'+0.85%,1.17%,2.52%,'16.36,'1.89,13.31%,'728.60,'+48.51%,能源金属
'522,688358.祥生医疗,'33.40,0.00%,2.99%,2.52%,'30.92,'2.56,9.49%,'37.45,'+41.37%,医疗器械
'523,300911.亿田智能,'53.69,'+4.64%,1.49%,2.52%,亏损,'6.75,'-1.00%,'93.06,'+172.53%,家电行业
'524,600284.浦东建设,'6.81,0.00%,3.92%,2.51%,'14.55,'0.84,7.29%,'66.07,'+10.19%,工程建设
'525,605365.立达信,'14.89,'+0.13%,2.82%,2.51%,'21.41,'1.94,11.27%,'74.75,'-2.45%,家电行业
'526,688558.国盛智科,'28.69,'+3.57%,2.09%,2.51%,'30.10,'2.27,8.29%,'37.87,'+37.56%,通用设备
'527,688580.伟思医疗,'50.63,'+4.48%,1.58%,2.51%,'51.34,'2.92,6.85%,'48.49,'+84.60%,医疗器械
'528,301115.联检科技,'16.35,'-0.06%,2.14%,2.51%,亏损,'1.18,0.67%,'30.29,'+19.47%,专业服务
'529,600233.圆通速递,'15.85,'+1.93%,2.29%,2.50%,'14.45,'1.67,12.61%,'542.11,'+14.84%,物流行业
'530,600489.中金黄金,'14.83,'+0.34%,2.62%,2.50%,'17.71,'2.53,13.22%,'718.86,'+26.58%,贵金属
'531,600662.外服控股,'5.80,0.00%,2.24%,2.50%,'28.62,'2.51,22.72%,'132.44,'+14.40%,专业服务
'532,601318.中国平安,'59.06,'-0.14%,4.32%,2.50%,'9.69,'1.14,12.68%,'6356.43,'+15.43%,保险
'533,002128.电投能源,'20.50,'+1.08%,4.19%,2.50%,'9.65,'1.25,14.30%,'454.59,'+9.11%,煤炭行业
'534,002662.峰璟股份,'3.66,'+1.95%,2.01%,2.50%,'19.01,'1.24,6.70%,'53.85,'-3.49%,汽车零部件
'535,001368.通达创智,'25.55,'-0.55%,3.12%,2.49%,'32.37,'2.10,7.03%,'29.24,'+36.39%,塑料制品
'536,600027.华电国际,'5.31,0.00%,3.84%,2.48%,'10.29,'0.87,8.24%,'487.95,'-3.08%,电力行业
'537,601860.紫金银行,'3.01,'-0.66%,3.32%,2.48%,'6.73,'0.55,8.42%,'110.20,'+9.42%,银行
'538,603556.海兴电力,'27.64,'+2.64%,2.53%,2.48%,'14.98,'1.85,13.17%,'134.40,'-23.17%,电网设备
'539,002588.史丹利,'9.22,'-0.11%,2.82%,2.48%,'13.77,'1.49,13.00%,'106.32,'+28.64%,化肥行业
'540,002701.奥瑞金,'5.47,'+0.18%,2.20%,2.48%,'20.36,'1.44,12.61%,'139.76,'-1.59%,包装材料
'541,688526.科前生物,'16.96,'-0.88%,2.54%,2.47%,'24.15,'1.95,10.13%,'79.06,'+21.89%,农药兽药
'542,000423.东阿阿胶,'51.30,'-0.68%,4.68%,2.47%,'21.75,'3.10,14.99%,'332.61,'-16.29%,中药
'543,002080.中材科技,'26.70,'-1.37%,0.83%,2.47%,'86.27,'2.41,5.51%,'454.27,'+106.85%,玻璃玻纤
'544,603095.越剑智能,'16.02,'+2.23%,4.91%,2.46%,'38.03,'1.66,4.81%,'41.37,'+5.34%,专用设备
'545,603321.梅轮电梯,'8.97,'-0.44%,1.96%,2.46%,'57.02,'2.54,5.33%,'31.31,'+31.67%,专用设备
'546,000598.兴蓉环境,'7.14,'+0.42%,2.63%,2.46%,'10.54,'1.13,11.41%,'212.19,'-3.50%,公用事业
'547,000791.甘肃能源,'6.66,'+0.30%,2.71%,2.46%,'18.74,'1.53,18.17%,'215.39,'+13.63%,电力行业
'548,300770.新媒股份,'41.41,'-0.24%,6.91%,2.46%,'13.96,'2.54,17.71%,'95.11,'+4.39%,文化传媒
'549,603517.绝味食品,'15.28,'-0.20%,4.17%,2.45%,'60.59,'1.45,2.73%,'92.60,'-5.04%,食品饮料
'550,001311.多利科技,'23.74,'+1.28%,2.20%,2.45%,'19.30,'1.56,8.95%,'72.78,'+22.68%,汽车零部件
'551,300529.健帆生物,'23.33,'-0.85%,3.40%,2.45%,'27.16,'5.32,21.42%,'187.91,'-17.62%,医疗器械
'552,600938.中国海油,'26.01,'-0.08%,4.93%,2.44%,'9.44,'1.58,18.09%,'777.70,'-9.85%,石油行业
'553,601139.深圳燃气,'6.52,'+0.31%,2.45%,2.44%,'13.76,'1.19,9.24%,'187.56,'-5.31%,燃气
'554,601326.秦港股份,'3.27,0.00%,2.60%,2.44%,'12.34,'0.93,8.04%,'155.57,'+0.18%,航运港口
'555,688606.奥泰生物,'74.69,'+1.73%,4.02%,2.44%,'22.94,'1.50,8.19%,'59.21,'+20.59%,医疗器械
'556,000425.徐工机械,'8.44,'+1.56%,2.17%,2.44%,'15.50,'1.59,10.73%,'976.73,'+8.69%,工程机械
'557,002632.道明光学,'9.19,'+0.11%,2.83%,2.44%,'41.18,'2.63,7.92%,'57.34,'+4.84%,塑料制品
'558,300743.天地数码,'21.36,'+2.05%,2.39%,2.44%,'31.13,'4.77,15.95%,'31.65,'+44.38%,非金属材料
'559,300910.瑞丰新材,'57.14,'+2.11%,2.14%,2.44%,'23.09,'4.66,23.09%,'165.61,'+22.53%,化学制品
'560,600845.宝信软件,'25.18,'+1.33%,2.38%,2.43%,'35.71,'6.03,17.67%,'543.88,'-11.89%,互联网服务
'561,601801.皖新传媒,'6.87,'-0.29%,2.91%,2.43%,'17.33,'1.14,6.73%,'134.51,'-5.01%,文化传媒
'562,603025.大豪科技,'14.29,'+1.20%,2.43%,2.43%,'25.95,'6.24,24.85%,'159.57,'-3.76%,专用设备
'563,605507.国邦医药,'23.11,'-2.53%,2.62%,2.43%,'16.09,'1.60,10.66%,'129.14,'+14.18%,化学制药
'564,002541.鸿路钢构,'18.10,'+1.12%,2.01%,2.43%,'24.28,'1.27,7.37%,'123.51,'+3.17%,水泥建材
'565,600352.浙江龙盛,'10.61,0.00%,4.24%,2.42%,'18.68,'1.00,6.58%,'345.18,'+5.66%,化学制品
'566,000408.藏格矿业,'50.00,'+2.46%,0.54%,2.42%,'24.90,'4.87,21.37%,'766.27,'+80.31%,化肥行业
'567,000885.城发环境,'14.12,'-0.28%,2.51%,2.42%,'7.92,'1.04,14.46%,'90.92,'+10.61%,环保行业
'568,600475.华光环能,'17.51,'+9.99%,2.57%,2.41%,'51.66,'1.87,7.40%,'167.39,'+98.92%,电源设备
'569,603305.旭升集团,'13.92,'+1.68%,2.73%,2.41%,'44.60,'1.90,5.30%,'132.70,'+8.99%,汽车零部件
'570,688349.三一重能,'25.21,'-0.08%,2.38%,2.41%,'27.15,'2.28,10.27%,'309.18,'-16.27%,风电设备
'571,002508.老板电器,'19.45,'+0.05%,5.14%,2.41%,'12.97,'1.59,13.53%,'183.70,'-6.86%,家电行业
'572,603217.元利科技,'18.67,'-0.21%,1.87%,2.40%,'20.11,'1.17,6.07%,'38.85,'+16.89%,化学制品
'573,002120.韵达股份,'8.02,'-0.99%,2.47%,2.40%,'14.99,'1.13,9.02%,'234.83,'+9.82%,物流行业
'574,600674.川投能源,'15.55,'-0.19%,2.57%,2.39%,'16.22,'1.74,11.17%,'758.00,'-7.57%,电力行业
'575,601117.中国化学,'8.02,'+0.25%,2.22%,2.39%,'8.48,'0.77,9.65%,'489.92,'-3.26%,工程建设
'576,605169.洪通燃气,'13.96,'+10.01%,1.79%,2.39%,'21.11,'2.03,10.32%,'39.49,'+40.43%,燃气
'577,000951.中国重汽,'18.29,'+0.44%,3.82%,2.39%,'15.78,'1.37,9.90%,'213.94,'+10.22%,汽车整车
'578,301077.星华新材,'22.39,'+2.00%,3.45%,2.39%,'25.97,'3.08,12.21%,'37.33,'+25.33%,化学制品
'579,600717.天津港,'4.68,'+0.43%,2.22%,2.38%,'14.42,'0.69,4.99%,'135.44,'-1.68%,航运港口
'580,600900.长江电力,'27.97,'-0.46%,3.37%,2.38%,'20.27,'3.17,16.00%,'6843.76,'-2.27%,电力行业
'581,603012.创力集团,'6.05,'+1.85%,1.65%,2.38%,'19.52,'1.03,5.11%,'39.35,'+16.00%,专用设备
'582,603037.凯众股份,'12.70,'+1.52%,1.97%,2.38%,'42.71,'3.47,9.50%,'34.05,'+30.84%,汽车零部件
'583,605162.新中港,'8.83,'-0.23%,2.04%,2.38%,'28.74,'2.65,10.44%,'35.37,'+33.14%,公用事业
'584,000568.泸州老窖,'127.58,'+0.45%,1.07%,2.38%,'13.91,'3.73,27.99%,'1869.53,'+3.10%,酿酒行业
'585,002932.明德生物,'22.31,'-2.41%,5.38%,2.38%,亏损,'0.92,0.65%,'53.15,'+28.17%,医疗器械
'586,002938.鹏鼎控股,'48.37,'-0.68%,2.05%,2.38%,'32.21,'3.45,11.50%,'1128.89,'+37.02%,电子元件
'587,600817.宇通重工,'12.55,'+0.80%,0.80%,2.37%,'36.02,'2.69,9.92%,'66.93,'+9.32%,工程机械
'588,601669.中国电建,'6.33,'-1.40%,2.01%,2.37%,'10.22,'0.66,7.03%,'1090.42,'+18.92%,工程建设
'589,603700.宁水集团,'12.75,'+0.63%,1.57%,2.37%,'122.23,'1.59,4.28%,'25.72,'+29.56%,仪器仪表
'590,603920.世运电路,'32.79,'+0.34%,1.83%,2.37%,'32.91,'3.55,12.58%,'236.27,'+14.15%,电子元件
'591,603993.洛阳钼业,'9.51,'+1.39%,2.70%,2.37%,'13.60,'2.72,22.55%,'1660.53,'+47.60%,小金属
'592,003036.泰坦股份,'21.80,'+2.54%,0.58%,2.37%,'104.00,'3.13,5.95%,'45.93,'+80.58%,专用设备
'593,301175.中科环保,'5.46,'-0.18%,2.47%,2.36%,'25.00,'2.20,9.12%,'80.51,'+3.82%,环保行业
'594,603369.今世缘,'39.45,'-0.33%,3.04%,2.35%,'14.08,'2.88,22.08%,'491.86,'-10.32%,酿酒行业
'595,605500.森林包装,'9.86,'-0.90%,1.52%,2.35%,'22.38,'1.56,7.48%,'40.86,'+44.72%,造纸印刷
'596,603339.四方科技,'13.14,'-0.23%,1.80%,2.34%,'18.82,'1.55,9.12%,'40.66,'+6.01%,通用设备
'597,000739.普洛药业,'15.82,'-1.62%,2.24%,2.34%,'19.59,'2.66,15.40%,'186.28,'-0.21%,化学制药
'598,002738.中矿资源,'35.72,'-0.28%,1.40%,2.34%,'61.98,'2.10,5.14%,'258.44,'+2.10%,能源金属
'599,300628.亿联网络,'34.05,'+0.09%,5.57%,2.34%,'17.61,'4.53,29.02%,'430.85,'-8.46%,通信设备
'600,600597.光明乳业,'8.53,0.00%,1.88%,2.33%,'67.33,'1.21,7.42%,'117.58,'+1.72%,食品饮料
'601,600637.东方明珠,'7.77,'-0.13%,2.32%,2.33%,'101.89,'0.86,2.23%,'261.22,'+2.59%,文化传媒
'602,603393.新天然气,'29.22,'+0.14%,3.08%,2.33%,'10.13,'1.45,15.21%,'123.87,'-3.47%,燃气
'603,688073.毕得医药,'58.79,'-2.94%,1.53%,2.33%,'50.09,'2.63,5.98%,'53.43,'+21.92%,生物制品
'604,002345.潮宏基,'16.44,'+6.20%,2.26%,2.33%,'55.77,'3.70,6.72%,'137.54,'+187.09%,珠宝首饰
'605,002429.兆驰股份,'4.57,'-0.22%,2.34%,2.33%,'13.94,'1.28,9.69%,'207.33,'-18.98%,家电行业
'606,002841.视源股份,'36.14,'+0.61%,1.89%,2.33%,'31.30,'1.94,7.51%,'250.01,'-0.13%,消费电子
'607,301016.雷尔伟,'17.73,'+0.23%,2.42%,2.33%,'69.17,'3.68,6.44%,'38.63,'+21.46%,交运设备
'608,301088.戎美股份,'14.83,'+0.34%,3.23%,2.33%,'66.90,'1.30,3.89%,'33.68,'+13.48%,纺织服装
'609,600488.津药药业,'4.50,'-2.39%,2.18%,2.32%,'35.85,'1.58,4.35%,'49.13,'+8.57%,化学制药
'610,600826.兰生股份,'10.95,'-0.73%,2.56%,2.32%,'35.58,'1.95,7.25%,'80.54,'+31.01%,贸易行业
'611,601872.招商轮船,'6.25,'+2.12%,4.11%,2.32%,'11.19,'1.24,11.64%,'504.66,'-0.16%,航运港口
'612,603766.隆鑫通用,'12.71,'+4.87%,3.15%,2.32%,'19.59,'2.69,15.07%,'261.01,'+43.71%,交运设备
'613,688310.迈得医疗,'17.99,'+1.93%,1.97%,2.32%,亏损,'3.81,'-1.00%,'29.90,'+66.57%,专用设备
'614,002601.龙佰集团,'17.52,'+0.63%,4.60%,2.32%,'22.72,'1.75,7.94%,'415.45,'+2.17%,化学原料
'615,002809.红墙股份,'12.49,'-1.96%,2.35%,2.32%,'111.38,'1.61,2.29%,'26.96,'+61.22%,化学制品
'616,301219.腾远钴业,'55.91,'+0.38%,0.90%,2.32%,'25.48,'1.84,7.56%,'164.16,'+25.06%,能源金属
'617,600742.富维股份,'10.55,'+0.48%,3.32%,2.31%,'15.27,'0.91,6.09%,'78.39,'+23.74%,汽车零部件
'618,600875.东方电气,'19.98,0.00%,2.16%,2.31%,'34.16,'1.69,8.12%,'609.46,'+25.74%,电源设备
'619,000902.新洋丰,'14.62,'+1.53%,2.08%,2.31%,'12.80,'1.63,14.13%,'180.68,'+14.65%,化肥行业
'620,002393.力生制药,'23.92,'-0.99%,1.45%,2.31%,'63.90,'1.30,3.70%,'62.26,'+38.54%,化学制药
'621,300360.炬华科技,'16.03,'+0.25%,3.75%,2.31%,'12.58,'1.99,18.52%,'82.22,'-1.93%,电网设备
'622,300951.博硕科技,'34.87,'-0.17%,1.72%,2.31%,'31.31,'2.50,8.74%,'59.20,'+19.15%,消费电子
'623,603235.天新药业,'28.81,'-0.96%,2.36%,2.30%,'18.36,'2.61,15.72%,'126.12,'+15.50%,食品饮料
'624,688553.汇宇制药-W,'23.03,'-4.16%,2.01%,2.30%,'109.59,'2.47,6.52%,'97.56,'+55.55%,化学制药
'625,300335.迪森股份,'5.97,'+0.34%,1.68%,2.30%,'61.84,'1.46,3.05%,'28.38,'+26.28%,环保行业
'626,600183.生益科技,'40.32,'-0.32%,1.49%,2.29%,'52.98,'6.28,12.74%,'979.48,'+71.45%,电子元件
'627,605158.华达新材,'9.74,'+0.21%,1.54%,2.29%,'29.30,'1.95,7.79%,'49.81,'-22.31%,钢铁行业
'628,000529.广弘控股,'6.22,'-0.64%,1.92%,2.29%,'43.29,'1.15,3.85%,'36.55,'+7.52%,食品饮料
'629,002300.太阳电缆,'6.58,'-0.30%,1.67%,2.29%,'78.93,'2.50,4.37%,'47.67,'+25.21%,电网设备
