,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'421,603688.石英股份,'34.73,'+0.32%,0.55%,2.65%,'138.30,'3.23,3.37%,'188.12,'+21.59%,非金属材料
'422,605580.恒盛能源,'17.01,'+3.85%,2.06%,2.65%,'44.79,'4.84,16.32%,'47.63,'+56.97%,电力行业
'423,600854.春兰股份,'5.56,'+1.09%,2.16%,2.64%,'21.67,'1.18,5.64%,'28.88,'+24.36%,家电行业
'424,601336.新华保险,'68.00,'+0.59%,2.04%,2.64%,'7.78,'2.66,31.26%,'1418.10,'+36.82%,保险
'425,603579.荣泰健康,'37.07,'-1.96%,1.76%,2.64%,'48.85,'3.17,8.39%,'65.76,'+159.53%,家电行业
'426,600475.华光环能,'17.51,'+9.99%,2.57%,2.63%,'51.66,'1.87,7.40%,'167.39,'+98.92%,电源设备
'427,002597.金禾实业,'22.87,0.00%,3.63%,2.63%,'22.68,'1.66,8.87%,'129.97,'+3.44%,食品饮料
'428,600583.海油工程,'5.60,'+0.54%,3.59%,2.62%,'13.13,'0.92,8.55%,'247.60,'+6.32%,采掘行业
'429,601138.工业富联,'34.30,'-2.14%,1.87%,2.61%,'28.33,'4.33,16.04%,'6811.80,'+62.66%,消费电子
'430,688517.金冠电气,'15.77,'+0.25%,3.49%,2.61%,'26.68,'2.58,10.95%,'21.54,'+20.91%,电网设备
'431,688697.纽威数控,'16.29,'+12.19%,2.63%,2.61%,'27.76,'4.14,18.24%,'74.50,'+41.55%,通用设备
'432,600489.中金黄金,'14.83,'+0.34%,2.62%,2.60%,'17.71,'2.53,13.22%,'718.86,'+26.58%,贵金属
'433,603995.甬金股份,'17.96,'-0.22%,2.78%,2.60%,'9.92,'1.13,14.20%,'65.66,'+1.20%,钢铁行业
'434,000789.万年青,'6.12,'+0.33%,2.46%,2.60%,亏损,'0.72,0.84%,'48.64,'+25.13%,水泥建材
'435,000858.五粮液,'122.16,'+0.17%,4.71%,2.60%,'14.54,'3.20,22.39%,'4733.62,'-8.71%,酿酒行业
'436,002108.沧州明珠,'3.67,'+0.55%,2.74%,2.60%,'77.51,'1.18,2.77%,'60.79,'+5.07%,塑料制品
'437,300770.新媒股份,'41.41,'-0.24%,6.91%,2.60%,'13.96,'2.54,17.71%,'95.11,'+4.39%,文化传媒
'438,601016.节能风电,'3.01,'-0.33%,2.46%,2.59%,'15.55,'1.08,7.33%,'194.85,'-2.64%,电力行业
'439,603035.常熟汽饰,'13.70,'-0.07%,2.53%,2.59%,'15.82,'1.00,7.89%,'52.06,'-2.32%,汽车零部件
'440,301077.星华新材,'22.39,'+2.00%,3.45%,2.59%,'25.97,'3.08,12.21%,'37.33,'+25.33%,化学制品
'441,002346.柘中股份,'16.37,'+10.01%,3.36%,2.58%,'32.89,'2.29,12.91%,'65.71,'+71.68%,电网设备
'442,002432.九安医疗,'38.97,'-0.31%,0.51%,2.58%,'11.62,'0.87,8.40%,'185.40,'-3.98%,医疗器械
'443,300306.远方信息,'13.88,'+1.39%,2.34%,2.58%,'53.18,'2.38,5.87%,'36.82,'+22.93%,仪器仪表
'444,601318.中国平安,'59.06,'-0.14%,4.32%,2.57%,'9.69,'1.14,12.68%,'6356.43,'+15.43%,保险
'445,603277.银都股份,'17.09,'+1.12%,4.05%,2.57%,'23.22,'3.51,19.35%,'104.88,'+9.25%,通用设备
'446,603556.海兴电力,'27.64,'+2.64%,2.53%,2.57%,'14.98,'1.85,13.17%,'134.40,'-23.17%,电网设备
'447,605268.王力安防,'9.88,'-0.40%,2.02%,2.57%,'32.65,'2.66,8.88%,'44.09,'+20.12%,家用轻工
'448,002315.焦点科技,'54.17,'-0.99%,2.01%,2.57%,'36.65,'7.15,20.92%,'173.56,'+31.98%,互联网服务
'449,603920.世运电路,'32.79,'+0.34%,1.83%,2.56%,'32.91,'3.55,12.58%,'236.27,'+14.15%,电子元件
'450,600508.上海能源,'12.41,'+2.06%,3.22%,2.55%,'17.66,'0.69,4.00%,'89.69,'-4.60%,煤炭行业
'451,600900.长江电力,'27.97,'-0.46%,3.37%,2.55%,'20.27,'3.17,16.00%,'6843.76,'-2.27%,电力行业
'452,600351.亚宝药业,'7.75,'-3.25%,3.87%,2.54%,'25.53,'1.84,8.11%,'54.25,'+33.58%,中药
'453,000544.中原环保,'8.60,'+0.12%,3.03%,2.54%,'9.39,'0.82,10.47%,'83.73,'+1.67%,公用事业
'454,301056.森赫股份,'12.58,'+4.14%,3.31%,2.54%,'41.93,'3.64,9.75%,'32.23,'+60.11%,专用设备
'455,600674.川投能源,'15.55,'-0.19%,2.57%,2.53%,'16.22,'1.74,11.17%,'758.00,'-7.57%,电力行业
'456,605168.三人行,'33.87,'-0.38%,2.13%,2.53%,'34.83,'2.59,5.17%,'71.40,'-3.15%,文化传媒
'457,002332.仙琚制药,'10.46,'-0.67%,2.85%,2.53%,'19.01,'1.73,6.53%,'104.16,'+8.70%,化学制药
'458,002701.奥瑞金,'5.47,'+0.18%,2.20%,2.53%,'20.36,'1.44,12.61%,'139.76,'-1.59%,包装材料
'459,002836.新宏泽,'9.85,'-0.51%,2.53%,2.53%,'34.95,'5.88,18.26%,'22.81,'+37.50%,造纸印刷
'460,600018.上港集团,'5.70,0.00%,3.42%,2.52%,'9.63,'0.97,11.47%,'1327.04,'-4.45%,航运港口
'461,605507.国邦医药,'23.11,'-2.53%,2.62%,2.52%,'16.09,'1.60,10.66%,'129.14,'+14.18%,化学制药
'462,002546.新联电子,'5.95,'-0.17%,2.01%,2.52%,'34.50,'1.45,11.90%,'49.71,'+40.77%,电网设备
'463,002624.完美世界,'15.91,'+3.38%,1.49%,2.52%,亏损,'4.22,'-1.00%,'298.56,'+56.46%,游戏
'464,600425.青松建化,'4.00,'+0.25%,2.50%,2.51%,'22.33,'1.01,4.98%,'64.19,'+4.84%,水泥建材
'465,600623.华谊集团,'8.22,'-0.96%,2.19%,2.51%,'38.63,'0.77,3.99%,'154.51,'+20.13%,化学原料
'466,601615.明阳智能,'11.01,'-0.81%,2.76%,2.51%,'145.84,'0.94,1.28%,'250.09,'-10.42%,风电设备
'467,605338.巴比食品,'19.56,'-1.21%,4.09%,2.51%,'22.16,'2.04,12.09%,'46.86,'+18.29%,食品饮料
'468,605378.野马电池,'23.25,'+9.98%,1.54%,2.51%,'46.58,'4.67,11.00%,'60.76,'+61.33%,电池
'469,003816.中国广核,'3.69,'-0.27%,2.57%,2.51%,'18.39,'1.53,8.55%,'1455.39,'-8.31%,电力行业
'470,600229.城市传媒,'7.09,'-0.28%,0.99%,2.50%,'66.61,'1.44,1.84%,'46.84,'+2.72%,文化传媒
'471,603966.法兰泰克,'11.11,'+1.37%,2.07%,2.50%,'26.56,'2.66,10.94%,'44.30,'+47.59%,专用设备
'472,688571.杭华股份,'8.80,'-0.79%,2.27%,2.50%,'28.70,'2.34,9.25%,'36.97,'+34.69%,化学制品
'473,002116.中国海诚,'10.50,'-0.57%,2.93%,2.50%,'16.36,'1.90,13.14%,'49.22,'+8.43%,工程咨询服务
'474,002745.木林森,'8.68,'+0.12%,4.73%,2.50%,'44.43,'0.99,2.50%,'128.68,'+0.17%,光学光电子
'475,002938.鹏鼎控股,'48.37,'-0.68%,2.05%,2.50%,'32.21,'3.45,11.50%,'1128.89,'+37.02%,电子元件
'476,300154.瑞凌股份,'9.64,'+1.69%,2.11%,2.50%,'112.57,'2.34,9.21%,'42.62,'-10.06%,通用设备
'477,600352.浙江龙盛,'10.61,0.00%,4.24%,2.49%,'18.68,'1.00,6.58%,'345.18,'+5.66%,化学制品
'478,600742.富维股份,'10.55,'+0.48%,3.32%,2.49%,'15.27,'0.91,6.09%,'78.39,'+23.74%,汽车零部件
'479,601688.华泰证券,'20.38,'+2.41%,2.85%,2.49%,'17.67,'0.94,8.87%,'1489.42,'+15.86%,证券
'480,000967.盈峰环境,'6.99,'+0.43%,2.72%,2.49%,'45.22,'1.25,2.96%,'220.42,'+44.44%,环保行业
'481,000411.英特集团,'11.20,'-1.50%,3.37%,2.48%,'11.75,'1.25,11.41%,'59.34,'+8.92%,医药商业
'482,600183.生益科技,'40.32,'-0.32%,1.49%,2.47%,'52.98,'6.28,12.74%,'979.48,'+71.45%,电子元件
'483,600497.驰宏锌锗,'5.67,'+1.25%,2.32%,2.47%,'20.10,'1.71,7.88%,'285.79,'+4.35%,有色金属
'484,600511.国药股份,'29.88,'-0.57%,2.68%,2.47%,'11.36,'1.28,11.83%,'225.45,'-10.26%,医药商业
'485,603970.中农立华,'14.39,'-0.42%,3.13%,2.47%,'20.28,'2.46,13.06%,'38.68,'+4.51%,农药兽药
'486,601137.博威合金,'18.89,'+1.78%,2.65%,2.46%,'11.11,'1.75,17.54%,'153.29,'-4.21%,有色金属
'487,600104.上汽集团,'17.53,'-2.23%,0.50%,2.44%,亏损,'0.69,0.68%,'2029.15,'-15.14%,汽车整车
'488,600531.豫光金铅,'8.73,'+0.11%,2.58%,2.44%,'12.00,'1.66,16.15%,'95.18,'+39.89%,有色金属
'489,603198.迎驾贡酒,'41.16,'+0.10%,3.64%,2.44%,'13.28,'3.09,25.15%,'329.28,'-20.82%,酿酒行业
'490,000088.盐田港,'4.59,'+0.44%,2.84%,2.44%,'19.42,'1.31,8.85%,'237.62,'-3.06%,航运港口
'491,002215.诺普信,'11.88,'-0.25%,2.94%,2.44%,'17.60,'2.68,17.44%,'119.72,'+9.05%,农药兽药
'492,002345.潮宏基,'16.44,'+6.20%,2.26%,2.44%,'55.77,'3.70,6.72%,'137.54,'+187.09%,珠宝首饰
'493,002376.新北洋,'7.70,'+1.05%,2.62%,2.44%,'116.56,'1.59,2.05%,'61.76,'+21.23%,计算机设备
'494,300529.健帆生物,'23.33,'-0.85%,3.40%,2.44%,'27.16,'5.32,21.42%,'187.91,'-17.62%,医疗器械
'495,300743.天地数码,'21.36,'+2.05%,2.39%,2.44%,'31.13,'4.77,15.95%,'31.65,'+44.38%,非金属材料
'496,603095.越剑智能,'16.02,'+2.23%,4.91%,2.43%,'38.03,'1.66,4.81%,'41.37,'+5.34%,专用设备
'497,600248.陕建股份,'3.91,0.00%,3.59%,2.42%,'6.86,'0.46,9.74%,'146.22,'-10.67%,工程建设
'498,601872.招商轮船,'6.25,'+2.12%,4.11%,2.42%,'11.19,'1.24,11.64%,'504.66,'-0.16%,航运港口
'499,603215.比依股份,'18.54,'+0.60%,1.62%,2.42%,'25.27,'2.93,12.46%,'34.85,'+10.84%,家电行业
'500,603585.苏利股份,'19.48,'+0.41%,0.25%,2.42%,'147.21,'1.46,1.06%,'36.41,'+62.74%,农药兽药
'501,002871.伟隆股份,'10.98,'+0.64%,2.80%,2.42%,'21.49,'3.11,16.17%,'27.39,'+17.06%,通用设备
'502,603216.梦天家居,'13.21,'+0.30%,1.51%,2.41%,'63.44,'1.64,3.57%,'29.42,'+23.49%,装修装饰
'503,603926.铁流股份,'13.12,'+9.97%,1.98%,2.41%,'34.27,'1.79,6.04%,'30.79,'+51.39%,汽车零部件
'504,688468.科美诊断,'8.48,'-1.40%,1.47%,2.41%,'44.13,'2.38,7.34%,'34.01,'+25.88%,医疗器械
'505,002020.京新药业,'18.44,'-2.95%,1.84%,2.41%,'25.69,'2.88,12.38%,'163.60,'+47.76%,化学制药
'506,300684.中石科技,'31.48,'+4.41%,2.16%,2.41%,'42.42,'4.31,11.61%,'90.30,'+44.51%,消费电子
'507,000550.江铃汽车,'21.29,'-0.79%,3.19%,2.40%,'17.11,'1.60,12.13%,'111.42,'-9.21%,汽车整车
'508,000910.大亚圣象,'7.91,'+0.51%,2.41%,2.40%,'57.67,'0.64,1.58%,'43.08,'+3.08%,装修建材
'509,002972.科安达,'13.13,'+1.00%,2.31%,2.40%,'37.60,'2.56,7.42%,'31.98,'+28.09%,交运设备
'510,601566.九牧王,'9.18,'+0.77%,3.27%,2.39%,'34.59,'1.27,6.36%,'52.75,'+12.81%,纺织服装
'511,000423.东阿阿胶,'51.30,'-0.68%,4.68%,2.39%,'21.75,'3.10,14.99%,'332.61,'-16.29%,中药
'512,600368.五洲交通,'4.33,0.00%,3.03%,2.38%,'11.16,'0.99,10.02%,'69.70,'-6.38%,铁路公路
'513,002415.海康威视,'29.28,'-0.17%,2.39%,2.38%,'22.45,'3.45,16.51%,'2708.10,'-2.26%,计算机设备
'514,300787.海能实业,'14.91,'-1.78%,1.10%,2.38%,'56.34,'2.87,5.34%,'47.58,'+35.20%,消费电子
'515,603327.福蓉科技,'9.84,'+1.65%,1.95%,2.37%,'102.84,'4.54,5.55%,'98.15,'+7.54%,消费电子
'516,300628.亿联网络,'34.05,'+0.09%,5.57%,2.37%,'17.61,'4.53,29.02%,'430.85,'-8.46%,通信设备
'517,600886.国投电力,'15.58,'-0.19%,2.96%,2.36%,'19.08,'1.75,10.12%,'1247.10,'-6.26%,电力行业
'518,605365.立达信,'14.89,'+0.13%,2.82%,2.36%,'21.41,'1.94,11.27%,'74.75,'-2.45%,家电行业
'519,300112.万讯自控,'9.79,'+0.72%,2.07%,2.36%,亏损,'2.65,'-1.00%,'28.21,'+8.66%,仪器仪表
'520,300653.正海生物,'21.62,'-1.77%,2.09%,2.36%,'50.91,'4.64,11.00%,'39.62,'+3.86%,医疗器械
'521,000630.铜陵有色,'4.03,'+10.11%,2.73%,2.35%,'17.16,'1.34,8.37%,'468.27,'+28.72%,有色金属
'522,002283.天润工业,'6.48,'+1.25%,3.13%,2.35%,'23.76,'1.19,5.53%,'72.93,'+25.55%,汽车零部件
'523,002601.龙佰集团,'17.52,'+0.63%,4.60%,2.35%,'22.72,'1.75,7.94%,'415.45,'+2.17%,化学原料
'524,300910.瑞丰新材,'57.14,'+2.11%,2.14%,2.35%,'23.09,'4.66,23.09%,'165.61,'+22.53%,化学制品
'525,300951.博硕科技,'34.87,'-0.17%,1.72%,2.35%,'31.31,'2.50,8.74%,'59.20,'+19.15%,消费电子
'526,301219.腾远钴业,'55.91,'+0.38%,0.90%,2.35%,'25.48,'1.84,7.56%,'164.16,'+25.06%,能源金属
'527,601801.皖新传媒,'6.87,'-0.29%,2.91%,2.34%,'17.33,'1.14,6.73%,'134.51,'-5.01%,文化传媒
'528,603393.新天然气,'29.22,'+0.14%,3.08%,2.34%,'10.13,'1.45,15.21%,'123.87,'-3.47%,燃气
'529,002142.宁波银行,'28.92,'+1.51%,3.16%,2.34%,'6.80,'0.80,12.37%,'1881.36,'+22.93%,银行
'530,002508.老板电器,'19.45,'+0.05%,5.14%,2.34%,'12.97,'1.59,13.53%,'183.70,'-6.86%,家电行业
'531,000529.广弘控股,'6.22,'-0.64%,1.92%,2.33%,'43.29,'1.15,3.85%,'36.55,'+7.52%,食品饮料
'532,601326.秦港股份,'3.27,0.00%,2.60%,2.32%,'12.34,'0.93,8.04%,'155.57,'+0.18%,航运港口
'533,600782.新钢股份,'4.34,'+0.93%,0.23%,2.31%,亏损,'0.53,0.77%,'138.12,'+30.26%,钢铁行业
'534,605028.世茂能源,'20.24,'-1.08%,3.95%,2.31%,'22.70,'2.47,12.89%,'32.38,'+25.15%,电力行业
'535,688358.祥生医疗,'33.40,0.00%,2.99%,2.31%,'30.92,'2.56,9.49%,'37.45,'+41.37%,医疗器械
'536,601117.中国化学,'8.02,'+0.25%,2.22%,2.30%,'8.48,'0.77,9.65%,'489.92,'-3.26%,工程建设
'537,601211.国泰海通,'20.20,'+0.55%,1.78%,2.30%,'26.03,'1.11,9.28%,'2853.04,'+9.80%,证券
'538,601319.中国人保,'8.44,'+0.48%,0.75%,2.30%,'7.97,'1.34,17.81%,'2996.01,'+11.79%,保险
'539,603700.宁水集团,'12.75,'+0.63%,1.57%,2.30%,'122.23,'1.59,4.28%,'25.72,'+29.56%,仪器仪表
'540,603757.大元泵业,'27.56,'-1.68%,2.56%,2.30%,'22.14,'2.68,14.91%,'45.40,'+38.73%,通用设备
'541,002532.天山铝业,'9.20,'+0.33%,4.36%,2.30%,'9.19,'1.53,18.20%,'426.58,'+19.79%,有色金属
'542,605050.福然德,'17.69,'+0.23%,1.98%,2.29%,'29.79,'2.03,7.70%,'87.18,'+87.69%,物流行业
'543,688616.西力科技,'14.12,'+0.71%,2.12%,2.29%,'25.42,'2.97,12.98%,'25.33,'+39.10%,电网设备
'544,300382.斯莱克,'15.94,'+0.89%,0.61%,2.29%,亏损,'4.46,'-1.00%,'102.45,'+48.42%,专用设备
'545,605088.冠盛股份,'41.12,'-0.84%,1.34%,2.28%,'27.69,'3.31,13.71%,'83.40,'+66.77%,汽车零部件
'546,000598.兴蓉环境,'7.14,'+0.42%,2.63%,2.28%,'10.54,'1.13,11.41%,'212.19,'-3.50%,公用事业
'547,000778.新兴铸管,'3.78,'-0.26%,0.53%,2.28%,亏损,'0.59,0.52%,'150.20,'-1.03%,钢铁行业
'548,301177.迪阿股份,'28.45,'+1.39%,1.78%,2.28%,亏损,'1.77,0.69%,'112.24,'+26.74%,珠宝首饰
'549,300911.亿田智能,'53.69,'+4.64%,1.49%,2.27%,亏损,'6.75,'-1.00%,'93.06,'+172.53%,家电行业
'550,601139.深圳燃气,'6.52,'+0.31%,2.45%,2.26%,'13.76,'1.19,9.24%,'187.56,'-5.31%,燃气
'551,601555.东吴证券,'9.68,'+1.47%,3.22%,2.26%,'16.65,'1.14,6.99%,'480.97,'+27.73%,证券
'552,300610.晨化股份,'12.35,0.00%,1.62%,2.26%,'49.99,'2.24,7.70%,'26.55,'+25.71%,塑料制品
'553,600941.中国移动,'108.27,'-0.73%,4.31%,2.25%,'18.64,'1.68,10.22%,'977.43,'-6.56%,通信服务
'554,002507.涪陵榨菜,'13.17,'+0.15%,3.19%,2.25%,'20.77,'1.69,9.15%,'151.74,'-3.84%,食品饮料
'555,603811.诚意药业,'15.60,'+5.41%,1.60%,2.24%,'36.14,'3.93,16.95%,'51.06,'+107.43%,化学制药
'556,605003.众望布艺,'22.43,'+0.22%,1.83%,2.23%,'36.02,'1.69,5.55%,'24.67,'+21.04%,纺织服装
'557,605169.洪通燃气,'13.96,'+10.01%,1.79%,2.23%,'21.11,'2.03,10.32%,'39.49,'+40.43%,燃气
'558,001216.华瓷股份,'14.48,'+0.14%,2.77%,2.23%,'18.74,'2.05,12.31%,'36.42,'+17.05%,装修建材
'559,002757.南兴股份,'22.15,'-0.32%,2.25%,2.22%,亏损,'3.21,'-1.00%,'65.65,'+44.06%,专用设备
'560,002980.华盛昌,'24.18,'-1.67%,2.12%,2.22%,'34.54,'4.12,12.73%,'46.51,'+35.38%,仪器仪表
'561,600019.宝钢股份,'7.34,'+0.27%,2.88%,2.21%,'20.86,'0.79,3.89%,'1598.81,'+6.42%,钢铁行业
'562,603043.广州酒家,'15.97,'-0.19%,3.01%,2.21%,'21.02,'2.31,12.38%,'90.83,'-1.04%,食品饮料
'563,603217.元利科技,'18.67,'-0.21%,1.87%,2.21%,'20.11,'1.17,6.07%,'38.85,'+16.89%,化学制品
'564,603766.隆鑫通用,'12.71,'+4.87%,3.15%,2.21%,'19.59,'2.69,15.07%,'261.01,'+43.71%,交运设备
'565,605056.咸亨国际,'15.23,'+0.86%,2.36%,2.21%,'26.19,'3.62,14.26%,'62.50,'+24.88%,仪器仪表
'566,301047.义翘神州,'73.14,'-1.08%,1.35%,2.21%,'300.00,'1.55,1.67%,'89.94,'+20.23%,生物制品
'567,600233.圆通速递,'15.85,'+1.93%,2.29%,2.20%,'14.45,'1.67,12.61%,'542.11,'+14.84%,物流行业
'568,601789.宁波建工,'5.40,0.00%,1.85%,2.20%,'21.35,'1.16,6.03%,'58.69,'+23.83%,工程建设
'569,601800.中国交建,'9.21,'-0.11%,3.28%,2.20%,'7.90,'0.47,7.22%,'1092.32,'-8.89%,工程建设
'570,300815.玉禾田,'21.76,'+5.38%,1.82%,2.20%,'14.31,'1.92,14.61%,'82.31,'+41.96%,环保行业
'571,600300.维维股份,'3.45,'-0.29%,3.71%,2.19%,'15.06,'1.57,10.38%,'55.79,'+10.97%,食品饮料
'572,600717.天津港,'4.68,'+0.43%,2.22%,2.19%,'14.42,'0.69,4.99%,'135.44,'-1.68%,航运港口
'573,603658.安图生物,'40.12,'-0.67%,3.14%,2.19%,'22.01,'2.58,12.91%,'229.26,'-5.02%,医疗器械
'574,000623.吉林敖东,'19.17,'-0.52%,2.59%,2.19%,'12.92,'0.78,6.64%,'230.45,'+12.93%,化学制药
'575,000709.河钢股份,'2.43,'+0.83%,1.24%,2.19%,'76.53,'0.42,1.33%,'249.12,'+11.40%,钢铁行业
'576,300388.节能国祯,'7.29,'+0.14%,1.79%,2.19%,'13.83,'1.09,8.15%,'49.58,'-1.61%,环保行业
'577,300791.仙乐健康,'23.45,'-1.68%,2.10%,2.19%,'22.36,'2.83,13.21%,'73.30,'+18.18%,食品饮料
'578,300828.锐新科技,'18.09,'+0.39%,1.67%,2.19%,'58.37,'3.93,6.90%,'29.99,'+9.75%,有色金属
'579,600017.日照港,'3.23,'+0.62%,2.66%,2.18%,'16.39,'0.71,4.54%,'99.34,'+3.73%,航运港口
'580,603113.金能科技,'7.59,'+3.97%,1.58%,2.18%,亏损,'0.74,0.49%,'64.36,'+37.26%,化学原料
'581,000791.甘肃能源,'6.66,'+0.30%,2.71%,2.18%,'18.74,'1.53,18.17%,'215.39,'+13.63%,电力行业
'582,000902.新洋丰,'14.62,'+1.53%,2.08%,2.18%,'12.80,'1.63,14.13%,'180.68,'+14.65%,化肥行业
'583,301187.欧圣电气,'31.72,'+2.55%,2.71%,2.18%,'30.17,'5.35,18.32%,'78.85,'+32.63%,家电行业
'584,605099.共创草坪,'31.21,'-1.14%,2.05%,2.17%,'23.11,'4.30,19.81%,'125.35,'+51.63%,家用轻工
'585,002064.华峰化学,'7.70,'+4.05%,2.03%,2.17%,'19.47,'1.36,7.76%,'367.23,'-3.84%,化纤行业
'586,603298.杭叉集团,'21.70,'+1.73%,2.30%,2.16%,'13.92,'2.68,21.25%,'284.23,'+24.52%,工程机械
'587,000027.深圳能源,'6.59,'+0.30%,2.28%,2.16%,'16.78,'0.62,4.61%,'312.56,'+4.08%,电力行业
'588,002275.桂林三金,'16.15,'-7.08%,3.45%,2.16%,'25.13,'3.26,17.43%,'102.12,'+9.70%,中药
'589,603012.创力集团,'6.05,'+1.85%,1.65%,2.15%,'19.52,'1.03,5.11%,'39.35,'+16.00%,专用设备
'590,603367.辰欣药业,'32.49,'+8.16%,1.35%,2.15%,'37.01,'2.41,8.17%,'147.10,'+140.15%,化学制药
'591,688335.复洁环保,'14.50,'+1.19%,1.38%,2.15%,亏损,'1.84,'-1.00%,'21.47,'+74.70%,环保行业
'592,603180.金牌家居,'20.75,'-0.38%,3.03%,2.14%,'22.73,'1.12,7.03%,'32.01,'+0.73%,装修建材
'593,000625.长安汽车,'12.91,'-0.08%,2.28%,2.14%,'39.30,'1.64,9.93%,'1068.80,'-1.13%,汽车整车
'594,601231.环旭电子,'16.32,'+2.97%,1.41%,2.13%,'24.82,'1.96,9.30%,'358.43,'+0.44%,消费电子
'595,601618.中国中冶,'3.03,'+0.33%,1.85%,2.13%,'15.54,'0.44,3.84%,'540.93,'-6.48%,工程建设
'596,601952.苏垦农发,'9.66,'-1.33%,2.80%,2.13%,'21.29,'1.92,9.97%,'133.11,'+0.77%,农牧饲渔
'597,603269.海鸥股份,'10.41,'+0.58%,2.06%,2.13%,'33.16,'2.99,9.79%,'32.14,'+39.20%,通用设备
'598,603882.金域医学,'30.66,'-0.23%,2.87%,2.13%,亏损,'2.06,'-1.00%,'142.03,'+13.85%,医疗服务
'599,002242.九阳股份,'10.15,'-0.69%,1.48%,2.13%,'78.25,'2.18,2.62%,'77.98,'-0.51%,家电行业
'600,600740.山西焦化,'4.09,'+1.49%,0.49%,2.12%,'105.32,'0.69,0.83%,'104.79,'+2.05%,煤炭行业
'601,603899.晨光股份,'31.87,'-1.12%,3.15%,2.12%,'24.72,'3.19,15.34%,'293.51,'+9.06%,家用轻工
'602,000528.柳工,'10.97,'+0.18%,2.48%,2.12%,'17.16,'1.24,8.49%,'221.97,'-6.52%,工程机械
'603,600787.中储股份,'5.94,'+0.17%,1.18%,2.11%,亏损,'0.94,1.40%,'129.19,'-5.82%,物流行业
'604,603058.永吉股份,'9.79,'+0.20%,1.17%,2.11%,'34.00,'3.33,13.42%,'41.11,'+12.63%,造纸印刷
'605,603185.弘元绿能,'19.21,'-1.49%,0.10%,2.11%,亏损,'1.11,'-1.00%,'130.44,'+18.22%,光伏设备
'606,603227.雪峰科技,'8.46,'+0.71%,2.36%,2.11%,'15.37,'1.82,12.68%,'90.67,'-0.41%,化学制品
'607,000776.广发证券,'19.71,'+0.41%,2.55%,2.11%,'14.75,'1.00,7.49%,'1158.96,'+24.44%,证券
'608,003019.宸展光电,'30.69,'-0.39%,1.62%,2.11%,'51.86,'3.41,11.40%,'54.35,'+21.75%,光学光电子
'609,603607.京华激光,'24.06,'+1.05%,2.91%,2.10%,'47.95,'4.08,10.42%,'42.95,'+50.60%,造纸印刷
'610,000731.四川美丰,'7.11,'-0.56%,3.78%,2.10%,'33.89,'0.96,4.36%,'39.96,'-0.69%,化肥行业
'611,002790.瑞尔特,'7.76,'+0.78%,3.12%,2.10%,'25.92,'1.50,6.71%,'32.18,'+9.36%,装修建材
'612,600449.宁夏建材,'13.76,'-0.29%,1.53%,2.09%,'34.24,'0.91,3.45%,'65.80,'-6.98%,水泥建材
'613,600559.老白干酒,'16.84,'-0.06%,3.27%,2.09%,'20.41,'2.82,15.42%,'154.04,'-17.07%,酿酒行业
'614,600835.上海机电,'27.96,'+3.48%,1.50%,2.09%,'39.87,'2.05,6.73%,'225.50,'+57.77%,专用设备
'615,601188.龙江交通,'3.49,'-0.29%,2.03%,2.09%,'26.91,'0.99,3.57%,'45.92,'-1.16%,铁路公路
'616,603025.大豪科技,'14.29,'+1.20%,2.43%,2.09%,'25.95,'6.24,24.85%,'159.57,'-3.76%,专用设备
'617,002001.新和成,'22.26,'+0.14%,3.15%,2.09%,'9.97,'2.23,24.43%,'683.22,'+4.55%,化学制药
'618,002483.润邦股份,'7.03,'+3.23%,4.41%,2.09%,'13.14,'1.35,11.57%,'60.37,'+41.71%,专用设备
'619,003006.百亚股份,'26.00,'+1.44%,2.14%,2.09%,'38.56,'6.97,20.56%,'110.12,'+10.36%,美容护理
'620,601038.一拖股份,'13.37,0.00%,2.24%,2.08%,'18.83,'1.93,11.30%,'97.83,'-7.44%,专用设备
'621,601669.中国电建,'6.33,'-1.40%,2.01%,2.08%,'10.22,'0.66,7.03%,'1090.42,'+18.92%,工程建设
'622,601811.新华文轩,'15.72,'+1.95%,3.82%,2.08%,'11.54,'1.31,11.29%,'124.49,'+1.86%,文化传媒
'623,603321.梅轮电梯,'8.97,'-0.44%,1.96%,2.08%,'57.02,'2.54,5.33%,'31.31,'+31.67%,专用设备
'624,605158.华达新材,'9.74,'+0.21%,1.54%,2.08%,'29.30,'1.95,7.79%,'49.81,'-22.31%,钢铁行业
'625,688128.中国电研,'27.58,'+4.11%,1.81%,2.08%,'24.29,'3.32,16.48%,'111.56,'+34.09%,专用设备
'626,000568.泸州老窖,'127.58,'+0.45%,1.07%,2.08%,'13.91,'3.73,27.99%,'1869.53,'+3.10%,酿酒行业
'627,002078.太阳纸业,'14.40,'+1.12%,2.11%,2.08%,'12.57,'1.35,10.72%,'397.94,'-0.97%,造纸印刷
'628,002244.滨江集团,'9.64,'-0.41%,0.93%,2.08%,'10.99,'1.06,10.52%,'301.19,'+11.96%,房地产开发
'629,603686.福龙马,'17.74,'+2.25%,0.89%,2.07%,'59.15,'2.16,4.24%,'73.70,'+72.48%,环保行业
'630,603871.嘉友国际,'11.61,'-1.19%,4.31%,2.07%,'13.13,'2.71,22.27%,'158.83,'-13.61%,物流行业
