排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'20,SZ000411.英特集团,'11.20,'-1.50%,'0.60,'11.42,19.67%,0.33%,'1.25,3.37%,11.41%,'59,'+8.92%,医药商业
'21,SZ002572.索菲亚,'13.82,'-0.43%,'0.60,'10.98,20.56%,4.11%,'1.79,7.20%,16.74%,'134,'-13.88%,装修建材
'22,SZ002060.广东建工,'3.66,'-0.27%,'0.61,'12.06,19.71%,0.73%,'0.99,3.81%,8.45%,'138,'+4.13%,工程建设
'23,SZ002478.常宝股份,'5.57,'+0.36%,'0.61,'8.63,17.11%,0.60%,'0.87,3.96%,10.39%,'50,'+9.76%,钢铁行业
'24,SZ000404.长虹华意,'7.35,'-0.54%,'0.62,'10.70,19.65%,0.14%,'1.23,4.06%,11.99%,'51,'+3.59%,家电行业
'25,SH601975.招商南油,'2.90,'+1.40%,'0.63,'9.07,15.91%,1.34%,'1.25,0.00%,14.87%,'139,'-7.35%,航运港口
'26,SZ002035.华帝股份,'6.50,'+1.25%,'0.63,'11.66,19.45%,7.30%,'1.40,4.67%,12.36%,'54,'-7.30%,家电行业
'27,SH600483.福能股份,'9.59,'+0.21%,'0.64,'8.83,13.92%,0.68%,'1.02,3.23%,12.43%,'267,'-0.70%,电力行业
'28,SZ000921.海信家电,'25.40,'-0.16%,'0.64,'10.34,20.12%,3.05%,'2.20,3.99%,22.59%,'235,'-12.11%,家电行业
'29,SH600897.厦门空港,'14.76,'-0.47%,'0.65,'14.18,25.95%,0.95%,'1.34,2.17%,9.78%,'62,'-0.96%,航空机场
'30,SH600919.江苏银行,'11.69,'-0.60%,'0.66,'6.58,10.18%,5.33%,'0.69,4.45%,11.42%,'2145,'+25.03%,银行
'31,SH688516.奥特维,'35.60,'+1.83%,'0.66,'10.39,16.54%,1.15%,'2.66,6.90%,26.23%,'112,'-13.77%,光伏设备
'32,SZ002839.张家港行,'4.53,'-0.88%,'0.67,'5.89,8.90%,4.34%,'0.56,4.38%,10.07%,'112,'+8.55%,银行
'33,SH603993.洛阳钼业,'9.51,'+1.39%,'0.68,'13.21,19.96%,3.69%,'2.72,2.70%,22.55%,'1661,'+47.60%,小金属
'34,SH601601.中国太保,'37.40,'-0.40%,'0.69,'8.40,12.13%,3.19%,'1.36,2.89%,16.43%,'2560,'+12.97%,保险
'35,SH600098.广州发展,'6.49,'+0.31%,'0.70,'13.10,19.95%,0.67%,'0.85,4.16%,6.59%,'228,'+5.41%,电力行业
'36,SH601567.三星医疗,'22.79,'+0.31%,'0.70,'13.43,20.03%,3.40%,'2.54,3.92%,20.09%,'320,'-22.97%,电网设备
'37,SZ002966.苏州银行,'8.69,'-0.46%,'0.71,'7.55,10.79%,2.67%,'0.68,4.22%,9.87%,'390,'+9.63%,银行
'38,SH600020.中原高速,'4.59,0.00%,'0.72,'10.83,15.77%,1.27%,'0.66,3.70%,6.24%,'103,'+12.58%,铁路公路
'39,SH600211.西藏药业,'42.12,'-4.01%,'0.72,'13.47,21.56%,0.80%,'3.31,4.65%,25.97%,'136,'+17.14%,生物制品
'40,SH603871.嘉友国际,'11.61,'-1.19%,'0.72,'12.90,18.35%,0.55%,'2.71,4.31%,22.27%,'159,'-13.61%,物流行业
'41,SZ002948.青岛银行,'5.11,'+0.99%,'0.72,'6.63,9.41%,1.83%,'0.66,3.16%,10.37%,'179,'+35.89%,银行
'42,SH600970.中材国际,'9.12,'-0.22%,'0.73,'8.00,12.30%,2.35%,'1.11,4.93%,14.51%,'241,'+1.13%,工程建设
'43,SH601958.金钼股份,'12.95,'+1.09%,'0.73,'13.80,19.40%,2.76%,'2.36,3.09%,17.97%,'418,'+28.73%,小金属
'44,SZ300926.博俊科技,'26.90,'+0.49%,'0.73,'17.57,24.09%,0.33%,'4.41,0.54%,29.54%,'116,'+22.95%,汽车零部件
'45,SH600219.南山铝业,'4.05,'+0.75%,'0.74,'8.28,11.07%,6.45%,'0.91,4.21%,11.42%,'470,'+6.16%,有色金属
'46,SH600720.中交设计,'8.04,'-0.62%,'0.74,'10.52,15.24%,0.40%,'1.22,0.00%,12.67%,'184,'-9.26%,工程咨询服务
'47,SH603551.奥普科技,'11.51,'-0.35%,'0.75,'15.17,20.99%,'-,'3.09,7.46%,18.89%,'45,'+13.25%,家电行业
'48,SH601966.玲珑轮胎,'15.35,'+0.33%,'0.76,'13.60,23.42%,0.94%,'1.01,2.26%,7.61%,'225,'-14.43%,橡胶制品
'49,SZ300577.开润股份,'20.90,'+0.38%,'0.76,'12.63,22.29%,0.13%,'2.26,1.62%,19.20%,'50,'-15.12%,纺织服装
'50,SH600531.豫光金铅,'8.73,'+0.11%,'0.78,'10.98,15.46%,3.13%,'1.66,2.58%,16.15%,'95,'+39.89%,有色金属
'51,SH600737.中粮糖业,'10.04,'+0.30%,'0.78,'14.81,18.93%,0.71%,'1.84,1.99%,12.44%,'215,'-1.67%,食品饮料
'52,SZ000951.中国重汽,'18.29,'+0.44%,'0.78,'14.11,20.33%,1.12%,'1.37,3.82%,9.90%,'214,'+10.22%,汽车整车
'53,SZ002296.辉煌科技,'11.63,'+0.87%,'0.78,'15.15,19.48%,'-,'1.89,1.73%,13.17%,'45,'+20.77%,通信设备
'54,SZ300360.炬华科技,'16.03,'+0.25%,'0.78,'11.30,16.07%,2.99%,'1.99,3.75%,18.52%,'82,'-1.93%,电网设备
'55,SH601577.长沙银行,'10.21,'+0.20%,'0.79,'5.19,6.55%,3.61%,'0.52,4.11%,10.71%,'411,'+19.70%,银行
'56,SZ002001.新和成,'22.26,'+0.14%,'0.79,'9.93,12.61%,6.24%,'2.23,3.15%,24.43%,'683,'+4.55%,化学制药
'57,SZ002083.孚日股份,'5.01,'+0.81%,'0.79,'12.22,15.54%,'-,'1.04,5.51%,9.10%,'47,'+5.61%,纺织服装
'58,SZ002170.芭田股份,'10.31,'+0.49%,'0.79,'18.83,23.99%,1.07%,'2.93,2.72%,17.95%,'99,'+21.23%,化肥行业
'59,SH600420.国药现代,'11.27,'-0.79%,'0.80,'13.57,17.82%,0.69%,'1.11,2.66%,8.47%,'151,'-3.89%,化学制药
'60,SH603298.杭叉集团,'21.70,'+1.73%,'0.80,'13.67,17.33%,4.11%,'2.68,2.30%,21.25%,'284,'+24.52%,工程机械
'61,SH603393.新天然气,'29.22,'+0.14%,'0.80,'10.06,12.68%,0.74%,'1.45,3.08%,15.21%,'124,'-3.47%,燃气
'62,SH605117.德业股份,'52.33,'+0.15%,'0.80,'14.64,19.83%,3.57%,'4.61,5.18%,40.42%,'473,'-10.87%,光伏设备
'63,SH601702.华峰铝业,'16.40,'+1.80%,'0.81,'13.31,16.76%,0.47%,'2.82,1.83%,23.27%,'164,'-8.78%,有色金属
'64,SZ000596.古井贡酒,'139.47,'-0.39%,'0.81,'12.80,16.06%,1.26%,'2.80,4.29%,23.11%,'572,'-16.02%,酿酒行业
'65,SH603355.莱克电气,'23.55,'+0.04%,'0.82,'11.38,14.84%,1.17%,'2.61,6.37%,24.19%,'135,'+3.97%,家电行业
'66,SZ000338.潍柴动力,'15.24,'-0.13%,'0.82,'11.55,15.14%,8.92%,'1.49,4.72%,13.36%,'1034,'+13.69%,汽车零部件
'67,SZ000791.甘肃能源,'6.66,'+0.30%,'0.82,'10.39,22.90%,0.21%,'1.53,2.71%,18.17%,'215,'+13.63%,电力行业
'68,SH600908.无锡银行,'6.15,'-0.49%,'0.83,'5.94,7.37%,1.56%,'0.57,3.58%,9.97%,'135,'+7.69%,银行
'69,SH603556.海兴电力,'27.64,'+2.64%,'0.83,'14.46,18.13%,2.14%,'1.85,2.53%,13.17%,'134,'-23.17%,电网设备
'70,SH603766.隆鑫通用,'12.71,'+4.87%,'0.83,'19.04,23.69%,5.19%,'2.69,3.15%,15.07%,'261,'+43.71%,交运设备
'71,SZ000928.中钢国际,'6.34,'+0.16%,'0.83,'10.66,14.36%,1.47%,'1.06,4.72%,10.20%,'91,'+4.22%,工程咨询服务
'72,SZ000065.北方国际,'11.17,'+0.81%,'0.84,'12.33,14.47%,0.57%,'1.20,1.33%,10.34%,'119,'+15.95%,工程建设
'73,SZ002947.恒铭达,'34.22,'+0.82%,'0.84,'17.58,21.53%,0.77%,'2.66,1.77%,18.31%,'87,'+4.58%,消费电子
'74,SH600863.内蒙华电,'4.06,'+0.25%,'0.85,'12.15,14.54%,0.61%,'1.41,5.42%,11.46%,'265,'-1.28%,电力行业
'75,SH601117.中国化学,'8.02,'+0.25%,'0.86,'8.28,9.88%,4.82%,'0.77,2.22%,9.65%,'490,'-3.26%,工程建设
'76,SH601808.中海油服,'14.04,'+1.23%,'0.86,'19.77,21.98%,0.41%,'1.50,1.64%,7.79%,'416,'-6.36%,采掘行业
'77,SH603600.永艺股份,'10.97,'+0.27%,'0.86,'11.65,13.83%,'-,'1.57,4.20%,13.86%,'36,'-5.08%,装修建材
'78,SZ002752.昇兴股份,'5.77,'+0.35%,'0.86,'14.24,17.52%,0.74%,'1.60,1.74%,11.75%,'56,'-7.51%,包装材料
'79,SZ002142.宁波银行,'28.92,'+1.51%,'0.87,'6.83,7.80%,3.77%,'0.80,3.16%,12.37%,'1881,'+22.93%,银行
'80,SZ002303.美盈森,'3.87,'+1.31%,'0.87,'20.00,21.75%,1.80%,'1.28,14.95%,6.02%,'59,'+11.93%,包装材料
'81,SZ300881.盛德鑫泰,'37.18,'-1.09%,'0.87,'18.34,21.35%,'-,'3.76,2.66%,21.86%,'41,'+24.99%,钢铁行业
'82,SH600216.浙江医药,'15.77,'-0.57%,'0.88,'10.39,11.79%,7.41%,'1.37,2.35%,14.03%,'152,'+1.85%,化学制药
'83,SH603979.金诚信,'49.46,'-0.10%,'0.88,'17.81,20.44%,2.23%,'3.27,0.91%,20.28%,'309,'+37.65%,采掘行业
'84,SH603227.雪峰科技,'8.46,'+0.71%,'0.89,'14.90,17.18%,0.62%,'1.82,2.36%,12.68%,'91,'-0.41%,化学制品
'85,SH603613.国联股份,'24.03,'-0.54%,'0.89,'12.27,14.28%,1.14%,'2.14,0.27%,18.91%,'173,'-9.34%,互联网服务
'86,SZ000554.泰山石油,'6.86,'-0.15%,'0.90,'24.69,25.69%,'-,'3.02,1.51%,13.03%,'33,'+16.81%,石油行业
'87,SZ000651.格力电器,'46.90,'+0.39%,'0.92,'7.83,9.13%,6.82%,'1.83,2.14%,25.25%,'2617,'+5.43%,家电行业
'88,SZ002322.理工能科,'12.75,'+0.63%,'0.92,'17.86,20.48%,3.46%,'1.63,6.08%,8.76%,'48,'+4.19%,软件开发
'89,SH601800.中国交建,'9.21,'-0.11%,'0.93,'6.60,8.46%,0.96%,'0.47,3.28%,7.22%,'1092,'-8.89%,工程建设
'90,SH603730.岱美股份,'5.72,'+1.42%,'0.93,'15.06,16.58%,1.37%,'2.46,4.71%,16.86%,'123,'-13.53%,汽车零部件
'91,SZ002215.诺普信,'11.88,'-0.25%,'0.93,'15.81,18.96%,2.31%,'2.68,2.94%,17.44%,'120,'+9.05%,农药兽药
'92,SZ002311.海大集团,'58.37,'+0.78%,'0.93,'19.21,20.08%,3.78%,'3.95,1.90%,22.53%,'964,'+21.26%,农牧饲渔
'93,SZ002543.万和电气,'12.97,'+10.01%,'0.93,'13.07,13.74%,4.15%,'1.78,3.73%,13.93%,'88,'+29.21%,家电行业
'94,SZ002588.史丹利,'9.22,'-0.11%,'0.94,'12.14,14.67%,1.94%,'1.49,2.82%,13.00%,'106,'+28.64%,化肥行业
'95,SZ002158.汉钟精机,'17.35,'+0.35%,'0.95,'11.09,12.28%,0.77%,'2.14,3.35%,20.48%,'92,'-3.21%,通用设备
'96,SZ300514.友讯达,'13.93,'+0.51%,'0.95,'15.66,17.37%,'-,'2.64,2.16%,18.03%,'28,'-1.44%,电网设备
'97,SZ300842.帝科股份,'44.33,'+1.98%,'0.95,'28.16,21.06%,0.49%,'3.61,0.68%,13.94%,'62,'+8.97%,光伏设备
'98,SH601857.中国石油,'8.64,'+0.58%,'0.96,'9.54,9.49%,0.53%,'1.01,5.44%,10.85%,'13990,'-0.58%,石油行业
'99,SZ002705.新宝股份,'15.18,'+0.20%,'0.96,'10.91,11.46%,3.98%,'1.47,2.97%,13.95%,'123,'+4.45%,家电行业
'100,SH601163.三角轮胎,'14.08,'+0.50%,'0.97,'11.56,15.93%,1.54%,'0.83,3.76%,7.28%,'113,'-3.07%,橡胶制品
'101,SH601107.四川成渝,'5.64,'-1.23%,'0.98,'11.32,12.08%,1.27%,'0.86,5.14%,8.44%,'122,'+12.90%,铁路公路
'102,SH601518.吉林高速,'2.73,'-0.73%,'0.98,'9.67,10.33%,0.03%,'0.94,3.15%,10.03%,'52,'+1.35%,铁路公路
'103,SZ002997.瑞鹄模具,'40.91,'+2.15%,'0.98,'20.17,22.08%,0.25%,'3.59,0.75%,19.30%,'84,'+19.07%,汽车零部件
'104,SH601816.京沪高铁,'5.46,'+0.18%,'0.99,'20.92,21.18%,3.54%,'1.31,2.16%,6.34%,'2671,'-9.48%,铁路公路
'105,SZ002991.甘源食品,'56.79,'+1.10%,'0.99,'15.51,17.44%,0.05%,'2.96,9.00%,19.16%,'52,'-37.61%,食品饮料
'106,SH600757.长江传媒,'9.72,'+1.04%,'1.00,'10.88,10.33%,2.09%,'1.19,4.22%,11.26%,'118,'+5.96%,文化传媒
'107,SH603568.伟明环保,'19.20,'-0.05%,'1.00,'12.09,12.52%,1.31%,'2.33,2.50%,21.09%,'327,'-9.03%,环保行业
'108,SH600489.中金黄金,'14.83,'+0.34%,'1.01,'19.74,17.52%,3.20%,'2.53,2.62%,13.22%,'719,'+26.58%,贵金属
'109,SH600575.淮河能源,'3.55,'+0.28%,'1.01,'16.95,17.78%,0.38%,'1.17,3.38%,7.05%,'138,'-10.58%,电力行业
'110,SH603368.柳药集团,'18.33,'-1.13%,'1.01,'8.75,8.85%,0.82%,'0.92,4.11%,11.23%,'73,'+7.27%,医药商业
'111,SZ000088.盐田港,'4.59,'+0.44%,'1.02,'16.91,19.04%,0.28%,'1.31,2.84%,8.85%,'238,'-3.06%,航运港口
'112,SH600853.龙建股份,'3.75,'-0.79%,'1.03,'9.17,9.15%,'-,'1.02,1.07%,12.84%,'38,'-5.19%,工程建设
'113,SH601899.紫金矿业,'20.16,'+1.46%,'1.03,'14.90,14.66%,7.72%,'3.67,1.88%,27.38%,'4151,'+35.27%,有色金属
'114,SH601900.南方传媒,'14.37,'+0.14%,'1.03,'12.96,11.44%,0.64%,'1.48,3.83%,11.72%,'127,'-1.28%,文化传媒
'115,SZ000528.柳工,'10.97,'+0.18%,'1.03,'14.93,16.61%,3.27%,'1.24,2.48%,8.49%,'222,'-6.52%,工程机械
'116,SZ002096.易普力,'13.98,'-1.27%,'1.04,'23.63,24.25%,0.52%,'2.30,1.62%,10.07%,'176,'+19.55%,化学制品
'117,SH600262.北方股份,'23.61,'+0.85%,'1.05,'21.08,22.49%,'-,'2.37,1.34%,11.78%,'40,'+30.77%,专用设备
'118,SH600660.福耀玻璃,'55.56,'-0.41%,'1.05,'17.81,17.40%,18.64%,'3.84,3.24%,23.06%,'1113,'-8.12%,玻璃玻纤
'119,SH600988.赤峰黄金,'24.74,'+0.41%,'1.05,'22.97,22.52%,5.16%,'4.32,0.65%,23.74%,'412,'+59.49%,贵金属
'120,SH688596.正帆科技,'35.35,'+1.03%,'1.05,'19.25,19.90%,0.56%,'2.76,0.79%,15.78%,'103,'+0.27%,专用设备
'121,SZ002318.久立特材,'22.33,'+0.90%,'1.05,'13.94,13.04%,4.57%,'2.66,4.38%,20.03%,'216,'-0.77%,钢铁行业
'122,SH600487.亨通光电,'16.20,'+0.37%,'1.06,'14.21,13.95%,2.61%,'1.36,1.42%,10.13%,'400,'-4.50%,通信设备
'123,SH605090.九丰能源,'28.62,'+0.21%,'1.06,'11.15,13.29%,0.63%,'1.93,4.17%,18.77%,'191,'+3.41%,燃气
'124,SZ000589.贵州轮胎,'4.57,0.00%,'1.06,'14.98,14.75%,0.61%,'0.80,2.84%,5.78%,'71,'-6.52%,橡胶制品
'125,SZ002098.浔兴股份,'9.49,'+0.42%,'1.06,'15.58,14.73%,'-,'2.46,1.06%,16.97%,'34,'+20.12%,纺织服装
'126,SH600522.中天科技,'14.14,'-0.77%,'1.07,'17.06,17.08%,6.17%,'1.35,2.12%,8.15%,'483,'+0.84%,通信设备
'127,SH603198.迎驾贡酒,'41.16,'+0.10%,'1.07,'13.15,12.44%,1.12%,'3.09,3.64%,25.15%,'329,'-20.82%,酿酒行业
'128,SH600886.国投电力,'15.58,'-0.19%,'1.08,'18.65,17.64%,1.63%,'1.75,2.96%,10.12%,'1247,'-6.26%,电力行业
'129,SZ001914.招商积余,'13.02,'+2.60%,'1.08,'15.48,15.02%,1.51%,'1.26,1.34%,8.44%,'135,'+23.18%,房地产服务
'130,SZ002444.巨星科技,'32.40,'+0.68%,'1.08,'16.35,15.28%,1.65%,'2.27,1.56%,14.61%,'384,'+0.15%,通用设备
'131,SZ002536.飞龙股份,'19.59,'+9.99%,'1.08,'28.73,24.23%,0.58%,'3.03,2.25%,10.77%,'102,'+72.78%,汽车零部件
'132,SH600710.苏美达,'10.85,'-1.27%,'1.09,'12.06,11.95%,4.33%,'1.81,3.40%,15.76%,'142,'+21.28%,贸易行业
'133,SZ001872.招商港口,'20.36,'+0.30%,'1.09,'11.11,10.85%,0.46%,'0.81,3.65%,7.46%,'471,'+3.11%,航运港口
'134,SZ300705.九典制药,'17.66,'-2.97%,'1.09,'17.76,16.97%,1.41%,'3.44,1.71%,21.55%,'91,'+0.34%,化学制药
'135,SH600461.洪城环境,'9.34,'-1.06%,'1.10,'10.01,9.35%,0.63%,'1.23,4.97%,12.95%,'120,'-1.44%,公用事业
'136,SZ000913.钱江摩托,'16.58,'+0.42%,'1.10,'13.94,15.65%,2.13%,'1.78,4.72%,13.18%,'87,'-5.49%,交运设备
'137,SH600729.重庆百货,'28.86,'-0.21%,'1.11,'9.38,9.33%,2.83%,'1.60,4.72%,17.90%,'127,'+3.50%,商业百货
'138,SH603699.纽威股份,'33.24,'+1.71%,'1.11,'20.91,19.39%,8.19%,'5.55,4.56%,28.55%,'255,'+55.34%,通用设备
'139,SZ002116.中国海诚,'10.50,'-0.57%,'1.11,'15.11,14.71%,0.30%,'1.90,2.93%,13.14%,'49,'+8.43%,工程咨询服务
'140,SH603338.浙江鼎力,'50.32,'+0.46%,'1.12,'14.52,13.45%,6.77%,'2.44,1.99%,17.88%,'255,'-20.22%,工程机械
'141,SH600933.爱柯迪,'18.68,'-1.16%,'1.13,'19.07,18.16%,0.54%,'2.16,1.61%,11.86%,'184,'+16.79%,汽车零部件
'142,SZ002053.云南能投,'10.72,'-0.19%,'1.13,'18.33,16.39%,0.50%,'1.29,3.07%,7.25%,'99,'-3.19%,综合行业
'143,SZ300827.上能电气,'23.55,'+1.07%,'1.13,'25.71,22.93%,0.89%,'5.20,0.37%,22.41%,'117,'-24.78%,光伏设备
'144,SH600210.紫江企业,'6.35,0.00%,'1.14,'11.73,10.62%,2.54%,'1.52,4.72%,13.40%,'96,'+0.49%,包装材料
'145,SH603408.建霖家居,'11.75,'-0.51%,'1.14,'10.90,10.06%,1.39%,'1.54,6.21%,14.63%,'53,'-1.94%,装修装饰
'146,SH600717.天津港,'4.68,'+0.43%,'1.15,'14.06,12.54%,2.08%,'0.69,2.22%,4.99%,'135,'-1.68%,航运港口
'147,SH601872.招商轮船,'6.25,'+2.12%,'1.15,'10.98,9.77%,2.93%,'1.24,4.11%,11.64%,'505,'-0.16%,航运港口
'148,SH603605.珀莱雅,'82.39,'-0.12%,'1.15,'19.91,17.70%,11.99%,'5.63,1.44%,31.86%,'326,'-1.32%,美容护理
'149,SZ002299.圣农发展,'16.68,'-0.24%,'1.15,'22.26,19.74%,2.72%,'1.96,2.39%,8.96%,'208,'+18.43%,农牧饲渔
'150,SZ002749.国光股份,'15.49,'-0.26%,'1.15,'19.17,16.93%,0.28%,'3.54,5.82%,20.05%,'72,'+13.56%,农药兽药
'151,SZ002835.同为股份,'18.93,'+0.27%,'1.15,'19.80,18.55%,'-,'3.35,1.69%,18.10%,'41,'+0.29%,计算机设备
'152,SZ300545.联得装备,'33.19,'+0.97%,'1.15,'24.76,22.89%,0.17%,'3.00,0.61%,12.99%,'59,'+6.69%,光学光电子
'153,SH600995.南网储能,'10.13,'+0.20%,'1.16,'26.64,22.42%,0.25%,'1.49,1.04%,5.67%,'324,'+0.78%,电力行业
'154,SH605183.确成股份,'20.48,'-0.78%,'1.16,'15.31,13.42%,0.46%,'2.45,1.46%,17.11%,'85,'+23.59%,橡胶制品
'155,SZ000563.陕国投Ａ,'3.62,'-0.28%,'1.16,'13.45,12.60%,0.87%,'1.02,2.48%,7.73%,'186,'+3.18%,多元金融
'156,SZ003000.劲仔食品,'12.74,'+0.08%,'1.16,'20.12,19.42%,0.53%,'3.85,3.14%,20.00%,'57,'-4.90%,食品饮料
'157,SZ300039.上海凯宝,'6.72,'-1.47%,'1.16,'19.21,17.68%,0.60%,'1.70,1.47%,9.30%,'71,'+10.55%,中药
'158,SH601633.长城汽车,'22.61,'+1.57%,'1.17,'17.25,18.01%,1.37%,'2.34,1.99%,14.52%,'1411,'-12.35%,汽车整车
'159,SH603129.春风动力,'244.01,'+7.59%,'1.19,'23.13,19.84%,3.88%,'5.52,1.58%,26.73%,'372,'+58.75%,交运设备
'160,SZ000719.中原传媒,'13.16,'-0.08%,'1.19,'12.17,8.57%,4.79%,'1.16,4.56%,9.81%,'135,'+21.42%,文化传媒
'161,SH600060.海信视像,'22.51,'-1.96%,'1.20,'12.59,12.93%,4.35%,'1.45,3.58%,11.86%,'294,'+12.89%,家电行业
'162,SZ300207.欣旺达,'21.73,'+0.74%,'1.20,'25.92,20.96%,4.91%,'1.65,0.70%,6.48%,'398,'-1.81%,电池
'163,SH600323.瀚蓝环境,'27.54,'+0.47%,'1.21,'13.19,11.10%,0.68%,'1.62,2.90%,12.94%,'225,'+20.56%,环保行业
'164,SH600062.华润双鹤,'20.33,'-0.93%,'1.22,'12.29,11.42%,1.18%,'1.93,2.32%,15.32%,'211,'+4.73%,化学制药
'165,SH600761.安徽合力,'18.44,'+1.60%,'1.22,'13.12,13.75%,1.73%,'1.54,3.25%,13.12%,'164,'+8.50%,工程机械
'166,SH603283.赛腾股份,'39.39,'-2.23%,'1.23,'20.78,18.10%,0.40%,'3.42,1.02%,19.38%,'110,'-19.64%,专用设备
'167,SH601916.浙商银行,'3.44,'-0.58%,'1.24,'6.21,5.01%,3.05%,'0.47,4.53%,7.72%,'741,'+23.45%,银行
'168,SZ002282.博深股份,'7.79,0.00%,'1.24,'21.36,18.00%,'-,'1.13,2.57%,5.41%,'41,'+8.16%,通用设备
'169,SZ300693.盛弘股份,'33.34,'+0.03%,'1.24,'23.94,19.72%,3.06%,'5.51,1.50%,25.29%,'104,'+25.64%,电源设备
'170,SH600690.海尔智家,'25.23,'+0.80%,'1.25,'12.17,10.23%,7.19%,'2.01,3.82%,17.29%,'1578,'-8.18%,家电行业
'171,SH603179.新泉股份,'48.45,'+4.87%,'1.25,'23.95,19.38%,3.41%,'4.04,0.62%,18.04%,'236,'+14.22%,汽车零部件
'172,SH603689.皖天然气,'8.55,'-0.23%,'1.25,'12.82,10.51%,'-,'1.23,4.09%,9.95%,'42,'-0.78%,燃气
'173,SZ000682.东方电子,'10.57,'+0.76%,'1.25,'19.99,16.87%,1.27%,'2.69,0.78%,14.18%,'141,'-0.88%,电网设备
'174,SZ002850.科达利,'116.68,'+2.03%,'1.25,'20.17,16.66%,2.43%,'2.54,1.75%,13.42%,'313,'+21.58%,电池
'175,SH603055.台华新材,'9.88,'+1.75%,'1.26,'11.90,12.33%,0.36%,'1.70,2.53%,15.14%,'88,'-8.45%,纺织服装
'176,SZ000875.吉电股份,'5.22,'+0.77%,'1.26,'17.02,15.94%,0.38%,'1.08,0.31%,7.39%,'188,'-0.44%,电力行业
'177,SH601766.中国中车,'7.42,'+0.54%,'1.27,'14.75,13.65%,3.46%,'1.24,2.70%,8.66%,'1805,'-11.46%,交运设备
'178,SH601199.江南水务,'5.67,'-0.70%,'1.28,'12.84,10.07%,0.25%,'1.18,2.29%,9.97%,'53,'+4.71%,公用事业
'179,SH601928.凤凰传媒,'10.99,'+0.18%,'1.28,'16.00,10.00%,1.77%,'1.39,4.55%,8.81%,'280,'-0.56%,文化传媒
'180,SH603158.腾龙股份,'8.40,'+0.84%,'1.28,'17.29,18.57%,'-,'1.80,1.90%,10.72%,'41,'+6.10%,汽车零部件
'181,SH603080.新疆火炬,'20.19,'+3.80%,'1.29,'17.22,13.59%,'-,'1.81,2.77%,10.92%,'29,'+29.81%,燃气
