排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'182,SH603369.今世缘,'39.45,'-0.33%,'1.29,'13.96,10.92%,2.75%,'2.88,3.04%,22.08%,'492,'-10.32%,酿酒行业
'183,SZ000568.泸州老窖,'127.58,'+0.45%,'1.29,'13.86,10.78%,2.22%,'3.73,1.07%,27.99%,'1870,'+3.10%,酿酒行业
'184,SZ002533.金杯电工,'10.94,'-0.27%,'1.29,'13.66,11.97%,2.19%,'1.96,4.10%,14.83%,'81,'+14.00%,电网设备
'185,SZ300750.宁德时代,'265.00,'-0.26%,'1.29,'20.76,18.04%,13.78%,'4.11,2.18%,23.77%,'11700,'+2.10%,电池
'186,SH601326.秦港股份,'3.27,0.00%,'1.30,'11.78,9.47%,0.96%,'0.93,2.60%,8.04%,'156,'+0.18%,航运港口
'187,SH603998.方盛制药,'11.03,'-2.82%,'1.30,'17.72,17.79%,'-,'2.91,2.81%,17.09%,'48,'+8.60%,中药
'188,SZ300304.云意电气,'9.78,'-0.41%,'1.30,'21.87,18.87%,0.37%,'2.78,0.79%,13.44%,'86,'+23.23%,汽车零部件
'189,SZ002056.横店东磁,'15.82,'+0.32%,'1.31,'13.28,10.89%,3.04%,'2.44,2.87%,19.96%,'257,'+26.19%,光伏设备
'190,SZ300001.特锐德,'22.98,'-0.26%,'1.31,'26.44,24.30%,2.79%,'3.21,0.65%,13.00%,'243,'+5.35%,电网设备
'191,SZ300910.瑞丰新材,'57.14,'+2.11%,'1.31,'21.66,17.66%,1.34%,'4.66,2.14%,23.09%,'166,'+22.53%,化学制品
'192,SH600809.山西汾酒,'182.10,'+0.45%,'1.32,'17.59,13.34%,4.02%,'5.79,3.33%,34.84%,'2222,'+2.34%,酿酒行业
'193,SZ000598.兴蓉环境,'7.14,'+0.42%,'1.32,'10.36,7.98%,1.35%,'1.13,2.63%,11.41%,'212,'-3.50%,公用事业
'194,SZ300856.科思股份,'15.17,'+0.33%,'1.32,'18.41,14.76%,0.51%,'2.55,4.25%,13.75%,'72,'-15.93%,美容护理
'195,SZ000597.东北制药,'5.84,'-4.11%,'1.33,'22.37,21.72%,1.31%,'1.62,1.64%,7.46%,'87,'+13.00%,化学制药
'196,SZ001206.依依股份,'25.48,'+0.04%,'1.33,'20.75,17.24%,'-,'2.49,3.42%,12.26%,'47,'+56.82%,美容护理
'197,SH605098.行动教育,'36.51,'+0.41%,'1.34,'15.96,13.67%,2.50%,'4.40,6.14%,27.65%,'44,'+5.71%,教育
'198,SZ000975.山金国际,'18.79,'+1.40%,'1.34,'21.77,15.83%,2.42%,'3.76,1.97%,18.36%,'515,'+24.56%,贵金属
'199,SZ300673.佩蒂股份,'15.79,0.00%,'1.34,'24.15,18.10%,'-,'2.00,2.22%,8.51%,'39,'-9.16%,农牧饲渔
'200,SH600482.中国动力,'24.63,'+5.44%,'1.35,'32.67,26.51%,1.36%,'1.40,1.30%,4.44%,'555,'+1.54%,船舶制造
'201,SH603889.新澳股份,'6.13,'+0.99%,'1.36,'10.33,7.90%,0.34%,'1.27,4.89%,12.77%,'45,'-8.05%,纺织服装
'202,SH688533.上声电子,'27.92,'+1.01%,'1.36,'22.29,19.59%,0.11%,'2.79,1.61%,13.64%,'45,'-18.35%,汽车零部件
'203,SZ002457.青龙管业,'12.09,'-0.98%,'1.36,'15.45,12.18%,'-,'1.65,1.72%,11.18%,'41,'+5.30%,装修建材
'204,SH601901.方正证券,'8.18,'+0.49%,'1.37,'25.72,15.34%,7.95%,'1.38,1.31%,5.52%,'673,'-1.10%,证券
'205,SZ000333.美的集团,'71.70,'+0.45%,'1.37,'13.06,10.19%,14.64%,'2.38,4.91%,20.86%,'5014,'-0.07%,家电行业
'206,SZ002836.新宏泽,'9.85,'-0.51%,'1.37,'33.59,25.52%,'-,'5.88,2.53%,18.26%,'23,'+37.50%,造纸印刷
'207,SZ300743.天地数码,'21.36,'+2.05%,'1.37,'31.16,22.68%,'-,'4.77,2.39%,15.95%,'32,'+44.38%,非金属材料
'208,SH600901.江苏金租,'5.93,'-1.33%,'1.38,'11.44,8.47%,1.31%,'1.38,4.55%,13.71%,'343,'+18.70%,多元金融
'209,SH601298.青岛港,'8.79,'+0.34%,'1.38,'10.72,8.03%,0.36%,'1.30,1.29%,12.44%,'474,'-3.51%,航运港口
'210,SH601998.中信银行,'8.38,'-0.59%,'1.38,'6.77,4.96%,0.91%,'0.58,4.15%,8.75%,'3416,'+22.41%,银行
'211,SZ002452.长高电新,'7.46,'+0.54%,'1.38,'17.99,13.54%,'-,'1.88,1.08%,10.98%,'46,'+1.71%,电网设备
'212,SH600015.华夏银行,'8.08,0.00%,'1.40,'4.79,3.44%,3.22%,'0.35,5.01%,7.77%,'1286,'+6.13%,银行
'213,SH600559.老白干酒,'16.84,'-0.06%,'1.40,'19.18,14.60%,0.50%,'2.82,3.27%,15.42%,'154,'-17.07%,酿酒行业
'214,SZ002871.伟隆股份,'10.98,'+0.64%,'1.40,'20.39,15.39%,'-,'3.11,2.80%,16.17%,'27,'+17.06%,通用设备
'215,SZ300181.佐力药业,'19.13,'-2.05%,'1.40,'25.06,17.92%,0.61%,'4.39,3.07%,18.27%,'137,'+29.16%,中药
'216,SH600551.时代出版,'9.23,'-1.07%,'1.41,'15.74,14.02%,2.96%,'1.07,4.33%,6.85%,'63,'+10.91%,文化传媒
'217,SZ002532.天山铝业,'9.20,'+0.33%,'1.41,'8.90,6.54%,2.42%,'1.53,4.36%,18.20%,'427,'+19.79%,有色金属
'218,SH600529.山东药玻,'22.83,'-0.35%,'1.42,'16.02,11.72%,1.04%,'1.84,2.72%,11.83%,'152,'-10.13%,医疗器械
'219,SH603759.海天股份,'8.57,'-0.70%,'1.42,'12.15,10.00%,'-,'1.42,0.00%,12.09%,'40,'-4.03%,公用事业
'220,SH603317.天味食品,'11.30,0.00%,'1.43,'22.99,17.92%,1.40%,'2.59,4.87%,11.46%,'120,'-10.99%,食品饮料
'221,SZ002946.新乳业,'16.99,0.00%,'1.43,'25.16,16.47%,0.52%,'4.47,1.68%,19.88%,'146,'+19.02%,食品饮料
'222,SH603328.依顿电子,'10.42,'+1.17%,'1.44,'23.17,16.72%,0.73%,'2.51,1.90%,11.17%,'104,'+7.69%,电子元件
'223,SH603829.洛凯股份,'18.48,'-2.38%,'1.45,'21.78,16.07%,'-,'2.68,0.68%,13.18%,'30,'+38.10%,电网设备
'224,SZ002353.杰瑞股份,'40.27,'+0.05%,'1.45,'15.17,11.39%,5.58%,'1.90,2.01%,13.15%,'412,'+11.10%,专用设备
'225,SH600582.天地科技,'6.32,'+0.48%,'1.46,'7.77,7.97%,1.80%,'1.01,5.02%,13.59%,'262,'+7.70%,专用设备
'226,SH603596.伯特利,'50.99,'+6.05%,'1.46,'24.36,17.81%,6.34%,'4.53,0.69%,19.93%,'309,'+15.14%,汽车零部件
'227,SH601009.南京银行,'11.98,'+0.17%,'1.47,'7.20,4.95%,2.88%,'0.77,4.09%,11.17%,'1481,'+14.38%,银行
'228,SH603345.安井食品,'73.82,'-0.42%,'1.47,'17.07,13.03%,4.07%,'1.84,4.53%,10.92%,'217,'-7.05%,食品饮料
'229,SZ000551.创元科技,'11.65,'+0.52%,'1.47,'20.99,15.97%,'-,'2.09,0.72%,10.50%,'56,'+17.80%,环保行业
'230,SZ002270.华明装备,'18.35,'+2.63%,'1.47,'24.33,17.73%,17.44%,'4.79,3.05%,19.30%,'160,'+10.46%,电网设备
'231,SH600285.羚锐制药,'23.10,'-0.52%,'1.48,'17.49,13.29%,1.73%,'3.96,3.90%,23.98%,'131,'+8.34%,中药
'232,SH601169.北京银行,'6.52,'-0.46%,'1.48,'5.38,3.63%,4.46%,'0.38,4.91%,7.35%,'1379,'+11.25%,银行
'233,SH603309.维力医疗,'14.18,'-1.87%,'1.48,'17.72,12.41%,'-,'2.23,3.53%,12.88%,'42,'+23.37%,医疗器械
'234,SZ002155.湖南黄金,'18.72,'+1.30%,'1.48,'28.41,18.88%,1.81%,'4.03,0.96%,15.03%,'289,'+56.18%,贵金属
'235,SZ002595.豪迈科技,'57.27,'+2.51%,'1.48,'20.97,15.01%,3.29%,'4.29,1.39%,21.97%,'447,'+14.89%,专用设备
'236,SZ002831.裕同科技,'23.88,'+0.13%,'1.48,'15.51,9.86%,2.17%,'1.89,3.92%,12.45%,'222,'-9.73%,造纸印刷
'237,SZ002906.华阳集团,'30.62,'+1.06%,'1.49,'23.93,16.58%,0.41%,'2.40,1.58%,10.44%,'159,'+1.09%,汽车零部件
'238,SZ002014.永新股份,'11.69,0.00%,'1.50,'15.23,10.75%,0.54%,'2.67,5.30%,19.25%,'72,'+12.34%,包装材料
'239,SZ300791.仙乐健康,'23.45,'-1.68%,'1.51,'22.17,14.78%,0.51%,'2.83,2.10%,13.21%,'73,'+18.18%,食品饮料
'240,SH601669.中国电建,'6.33,'-1.40%,'1.52,'9.40,6.72%,2.96%,'0.66,2.01%,7.03%,'1090,'+18.92%,工程建设
'241,SH603680.今创集团,'13.12,'+2.18%,'1.52,'25.20,15.27%,0.70%,'1.88,1.14%,7.70%,'103,'+60.20%,交运设备
'242,SZ002352.顺丰控股,'46.42,'-0.39%,'1.54,'22.48,16.20%,7.25%,'2.51,3.94%,11.32%,'2247,'+16.27%,物流行业
'243,SZ002899.英派斯,'23.00,'+1.77%,'1.54,'30.53,20.76%,'-,'1.95,0.33%,7.41%,'33,'+2.93%,家用轻工
'244,SH600377.宁沪高速,'14.22,'-0.21%,'1.55,'14.59,9.43%,0.76%,'1.81,3.45%,13.00%,'543,'-3.96%,铁路公路
'245,SH603586.金麒麟,'18.85,'+1.78%,'1.55,'24.66,15.99%,'-,'1.58,2.12%,6.51%,'37,'+33.21%,汽车零部件
'246,SZ300109.新开源,'17.58,'+0.17%,'1.55,'27.63,18.04%,0.46%,'2.29,1.42%,8.35%,'85,'+11.89%,化学制品
'247,SH600674.川投能源,'15.55,'-0.19%,'1.56,'16.08,10.39%,2.64%,'1.74,2.57%,11.17%,'758,'-7.57%,电力行业
'248,SH605088.冠盛股份,'41.12,'-0.84%,'1.56,'26.41,17.75%,0.59%,'3.31,1.34%,13.71%,'83,'+66.77%,汽车零部件
'249,SH605116.奥锐特,'23.45,'-0.04%,'1.56,'24.30,15.95%,0.23%,'3.90,1.24%,17.43%,'95,'+12.60%,化学制药
'250,SH605286.同力日升,'39.48,'+2.47%,'1.56,'23.89,15.67%,2.84%,'3.24,0.61%,14.25%,'66,'+31.34%,专用设备
'251,SZ002112.三变科技,'13.28,'-0.45%,'1.56,'34.46,22.52%,'-,'5.81,0.47%,18.36%,'39,'+19.22%,电网设备
'252,SZ002140.东华科技,'10.24,'-0.39%,'1.56,'17.79,11.59%,0.42%,'1.63,1.46%,9.50%,'73,'+5.37%,工程建设
'253,SZ002580.圣阳股份,'13.64,'+1.49%,'1.56,'28.48,20.85%,0.31%,'2.72,0.30%,9.92%,'61,'+61.30%,电池
'254,SZ002895.川恒股份,'25.03,'+1.01%,'1.56,'14.71,9.70%,0.73%,'2.36,4.38%,16.75%,'151,'+7.09%,化学原料
'255,SZ002917.金奥博,'15.19,'+1.74%,'1.57,'37.32,24.56%,'-,'3.11,0.67%,8.61%,'52,'+60.02%,化学制品
'256,SH600750.江中药业,'22.06,'-0.50%,'1.58,'17.37,11.91%,1.44%,'3.38,5.42%,19.55%,'140,'+0.25%,中药
'257,SH603611.诺力股份,'26.00,'+0.58%,'1.58,'14.28,10.28%,2.18%,'2.17,3.45%,16.03%,'67,'+51.00%,工程机械
'258,SZ002128.电投能源,'20.50,'+1.08%,'1.58,'9.17,6.09%,1.28%,'1.25,4.19%,14.30%,'455,'+9.11%,煤炭行业
'259,SH600521.华海药业,'21.91,'+1.95%,'1.59,'28.64,18.79%,1.26%,'3.35,1.14%,12.66%,'328,'+24.07%,化学制药
'260,SH601077.渝农商行,'6.91,0.00%,'1.59,'6.69,4.33%,4.28%,'0.59,4.41%,9.04%,'611,'+19.81%,银行
'261,SH603111.康尼机电,'6.58,'+0.46%,'1.59,'15.99,9.18%,1.04%,'1.44,3.80%,9.15%,'57,'+13.16%,交运设备
'262,SH600036.招商银行,'45.12,'-0.29%,'1.60,'7.71,4.82%,6.62%,'0.91,4.43%,12.48%,'9308,'+19.78%,银行
'263,SZ002003.伟星股份,'10.95,'-0.09%,'1.60,'17.73,11.24%,2.41%,'2.87,4.56%,16.23%,'128,'-20.69%,纺织服装
'264,SZ002847.盐津铺子,'70.72,'+0.06%,'1.60,'29.28,20.59%,3.32%,'10.01,2.27%,36.96%,'193,'+14.41%,食品饮料
'265,SH600182.S佳通,'15.89,'-0.31%,'1.61,'35.63,22.16%,'-,'4.39,5.73%,12.16%,'54,'-2.55%,橡胶制品
'266,SH601811.新华文轩,'15.72,'+1.95%,'1.61,'12.13,7.18%,1.57%,'1.31,3.82%,11.29%,'124,'+1.86%,文化传媒
'267,SH603855.华荣股份,'21.64,'+1.12%,'1.61,'14.80,9.72%,3.20%,'3.26,4.62%,23.11%,'73,'+11.95%,专用设备
'268,SZ000655.金岭矿业,'8.35,'-0.24%,'1.61,'21.57,15.71%,'-,'1.46,2.15%,6.90%,'50,'+37.51%,钢铁行业
'269,SH603357.设计总院,'8.72,'-0.23%,'1.62,'10.05,6.31%,0.68%,'1.27,3.21%,13.17%,'49,'-0.54%,工程咨询服务
'270,SZ300729.乐歌股份,'14.69,'+0.48%,'1.62,'16.23,16.70%,0.18%,'1.35,2.05%,9.04%,'50,'-5.70%,家用轻工
'271,SH603136.天目湖,'12.55,'-0.24%,'1.63,'31.52,19.98%,'-,'2.51,1.87%,7.98%,'34,'+13.32%,旅游酒店
'272,SZ002273.水晶光电,'20.97,'+0.72%,'1.63,'27.01,17.87%,4.12%,'3.13,1.44%,11.88%,'290,'-4.67%,光学光电子
'273,SH601126.四方股份,'17.24,'+0.88%,'1.64,'18.51,11.67%,2.15%,'2.97,4.18%,16.76%,'144,'+6.11%,电网设备
'274,SZ000788.北大医药,'6.88,'-1.43%,'1.64,'29.80,20.05%,'-,'2.67,1.15%,9.22%,'42,'+15.19%,化学制药
'275,SZ002825.纳尔股份,'10.62,'+1.05%,'1.64,'20.28,16.79%,'-,'2.25,1.33%,11.60%,'36,'+37.35%,塑料制品
'276,SH600459.贵研铂业,'15.52,'+0.39%,'1.65,'20.06,12.66%,1.02%,'1.62,1.55%,8.40%,'118,'+14.83%,小金属
'277,SH603027.千禾味业,'11.74,'-0.59%,'1.65,'23.16,14.30%,0.50%,'3.16,4.26%,14.02%,'120,'+0.99%,食品饮料
'278,SZ002920.德赛西威,'105.95,'+2.56%,'1.65,'26.03,16.82%,1.41%,'5.61,1.16%,23.70%,'573,'-2.60%,汽车零部件
'279,SZ000887.中鼎股份,'18.89,'+2.16%,'1.66,'18.82,12.85%,1.88%,'1.82,0.81%,10.04%,'243,'+45.23%,汽车零部件
'280,SZ002078.太阳纸业,'14.40,'+1.12%,'1.66,'13.13,7.55%,1.70%,'1.35,2.11%,10.72%,'398,'-0.97%,造纸印刷
'281,SZ002911.佛燃能源,'10.32,'+0.10%,'1.66,'15.67,9.97%,0.35%,'1.60,4.66%,10.33%,'134,'-14.85%,燃气
'282,SH603969.银龙股份,'8.25,'+1.60%,'1.67,'26.50,15.89%,0.35%,'2.82,0.97%,11.16%,'71,'+23.38%,通用设备
'283,SZ002126.银轮股份,'30.85,'+7.42%,'1.67,'29.81,20.21%,1.22%,'3.70,0.42%,13.12%,'240,'+65.57%,汽车零部件
'284,SZ300857.协创数据,'78.57,'-0.32%,'1.67,'39.04,24.16%,0.64%,'8.03,0.26%,23.32%,'273,'+3.19%,消费电子
'285,SZ300907.康平科技,'33.94,'+1.65%,'1.67,'37.32,22.61%,'-,'4.15,1.50%,11.02%,'32,'+61.31%,电机
'286,SH603939.益丰药房,'24.50,'+0.20%,'1.68,'18.90,11.53%,19.58%,'2.66,2.65%,14.56%,'297,'+3.22%,医药商业
'287,SZ002475.立讯精密,'36.21,'-0.71%,'1.68,'18.98,13.22%,4.73%,'3.65,0.55%,21.20%,'2645,'-10.66%,消费电子
'288,SH600362.江西铜业,'23.52,'+2.57%,'1.69,'11.31,5.39%,3.31%,'1.02,2.98%,9.48%,'488,'+17.30%,有色金属
'289,SH600502.安徽建工,'4.83,'-0.41%,'1.69,'6.16,3.94%,1.29%,'0.50,5.59%,9.14%,'83,'+6.93%,工程建设
'290,SZ002893.京能热力,'10.94,'-0.36%,'1.69,'37.74,20.25%,'-,'2.11,0.93%,5.73%,'29,'+9.48%,公用事业
'291,SZ002969.嘉美包装,'3.60,'-0.55%,'1.69,'23.39,13.83%,'-,'1.43,0.69%,6.20%,'35,'+16.11%,包装材料
'292,SH600268.国电南自,'9.28,'+0.43%,'1.70,'24.24,14.79%,6.99%,'2.80,1.51%,12.07%,'94,'+40.65%,电网设备
'293,SH603238.诺邦股份,'17.80,'+2.89%,'1.70,'30.04,18.81%,'-,'2.21,1.69%,7.49%,'32,'+39.91%,美容护理
'294,SH688101.三达膜,'14.98,'+1.97%,'1.70,'15.34,10.08%,'-,'1.21,1.54%,8.11%,'50,'+14.44%,环保行业
'295,SZ300308.中际旭创,'210.52,'-0.19%,'1.70,'40.79,24.41%,3.72%,'11.31,0.24%,31.55%,'2344,'+71.13%,通信设备
'296,SH603187.海容冷链,'12.91,'+4.87%,'1.71,'14.54,9.04%,1.50%,'1.18,3.87%,8.26%,'50,'+20.55%,通用设备
'297,SH688219.会通股份,'12.87,'+2.96%,'1.71,'35.35,23.27%,0.26%,'3.07,1.01%,9.41%,'71,'+26.91%,塑料制品
'298,SZ300018.中元股份,'8.60,'+0.47%,'1.71,'44.09,24.03%,'-,'3.16,0.81%,7.39%,'42,'+28.34%,电网设备
'299,SZ000425.徐工机械,'8.44,'+1.56%,'1.72,'15.27,9.01%,4.54%,'1.59,2.17%,10.73%,'977,'+8.69%,工程机械
'300,SZ000811.冰轮环境,'12.56,'+1.05%,'1.72,'20.59,14.13%,0.87%,'2.09,1.55%,10.45%,'123,'+35.91%,通用设备
'301,SH603058.永吉股份,'9.79,'+0.20%,'1.73,'26.19,19.66%,'-,'3.33,1.17%,13.42%,'41,'+12.63%,造纸印刷
'302,SH605066.天正电气,'7.66,'+0.39%,'1.73,'30.65,18.02%,'-,'2.11,4.57%,6.83%,'39,'+31.55%,电网设备
'303,SZ300628.亿联网络,'34.05,'+0.09%,'1.73,'16.31,10.15%,3.14%,'4.53,5.57%,29.02%,'431,'-8.46%,通信设备
'304,SZ300388.节能国祯,'7.29,'+0.14%,'1.74,'13.80,7.94%,'-,'1.09,1.79%,8.15%,'50,'-1.61%,环保行业
'305,SZ300908.仲景食品,'30.43,'+0.33%,'1.74,'25.60,15.46%,'-,'2.50,3.30%,9.88%,'44,'+1.63%,食品饮料
'306,SH601179.中国西电,'6.57,'+0.31%,'1.75,'29.39,17.47%,2.21%,'1.51,1.26%,5.19%,'337,'-12.83%,电网设备
'307,SH605166.聚合顺,'11.77,'+3.98%,'1.75,'11.92,6.96%,'-,'1.89,1.13%,16.61%,'37,'-0.48%,化学制品
'308,SZ000728.国元证券,'8.63,'+0.12%,'1.75,'15.53,8.95%,5.38%,'1.01,1.86%,6.69%,'376,'+5.33%,证券
'309,SZ300866.安克创新,'131.43,'+5.80%,'1.75,'28.90,18.87%,8.93%,'7.10,1.68%,25.95%,'665,'+36.66%,消费电子
'310,SZ300893.松原安全,'25.00,'+0.04%,'1.75,'29.02,17.72%,0.24%,'5.59,0.57%,21.43%,'79,'+20.64%,汽车零部件
'311,SZ300978.东箭科技,'11.86,'+0.17%,'1.75,'31.41,17.60%,0.75%,'2.92,2.96%,9.46%,'50,'+12.00%,汽车零部件
'312,SZ002371.北方华创,'331.58,'+0.94%,'1.76,'39.02,22.25%,10.19%,'7.26,0.24%,20.86%,'2370,'+14.76%,半导体
'313,SZ002422.科伦药业,'37.57,'+0.05%,'1.76,'24.06,13.75%,2.50%,'2.60,2.03%,11.00%,'600,'+27.15%,化学制药
'314,SH601799.星宇股份,'123.59,'+1.35%,'1.77,'23.73,13.84%,8.45%,'3.34,1.21%,14.91%,'353,'-6.54%,汽车零部件
'315,SH603112.华翔股份,'17.03,'+2.65%,'1.77,'18.44,12.11%,0.45%,'2.77,2.28%,16.14%,'92,'+37.19%,家电行业
'316,SZ000755.山西高速,'4.99,'-0.40%,'1.77,'15.04,8.52%,0.31%,'1.35,3.99%,9.32%,'74,'+2.58%,铁路公路
'317,SZ300384.三联虹普,'19.58,'+0.26%,'1.77,'19.49,11.07%,0.80%,'2.33,2.58%,12.14%,'62,'+6.47%,专业服务
'318,SZ000001.平安银行,'12.46,'-0.08%,'1.78,'5.54,3.09%,4.27%,'0.48,4.88%,8.81%,'2420,'+9.85%,银行
'319,SZ300387.富邦科技,'9.58,'+0.42%,'1.78,'30.47,18.26%,'-,'1.98,0.73%,6.63%,'28,'+20.75%,化肥行业
'320,SH603337.杰克股份,'43.06,'+2.72%,'1.79,'23.58,13.95%,3.26%,'4.27,1.88%,19.02%,'205,'+43.17%,专用设备
'321,SZ002409.雅克科技,'55.98,'+1.14%,'1.79,'29.73,16.05%,3.46%,'3.55,1.05%,12.24%,'263,'-2.93%,电子化学品
'322,SZ300502.新易盛,'186.40,'+2.17%,'1.79,'44.37,24.91%,5.10%,'18.26,0.18%,51.96%,'1813,'+126.69%,通信设备
'323,SZ000021.深科技,'18.71,'+0.59%,'1.80,'29.39,17.52%,0.83%,'2.39,1.02%,8.53%,'290,'-0.76%,消费电子
'324,SZ002479.富春环保,'5.27,'-0.75%,'1.80,'14.45,12.12%,'-,'1.09,2.82%,7.75%,'46,'+14.52%,环保行业
'325,SH603909.建发合诚,'10.68,'+2.59%,'1.81,'29.79,17.47%,'-,'2.54,1.12%,8.83%,'28,'+18.14%,工程咨询服务
'326,SZ000403.派林生物,'18.56,'+0.70%,'1.81,'24.58,14.83%,0.74%,'2.19,2.09%,9.15%,'175,'+15.99%,生物制品
'327,SZ000612.焦作万方,'8.62,'+0.58%,'1.81,'16.77,8.94%,0.56%,'1.60,1.52%,9.87%,'102,'+36.62%,有色金属
'328,SH600233.圆通速递,'15.85,'+1.93%,'1.82,'13.81,7.94%,1.61%,'1.67,2.29%,12.61%,'542,'+14.84%,物流行业
'329,SZ002891.中宠股份,'57.44,'-2.18%,'1.82,'39.33,21.92%,7.01%,'6.20,0.66%,17.67%,'179,'+61.28%,农牧饲渔
'330,SZ300193.佳士科技,'9.72,'+0.83%,'1.82,'18.17,10.27%,'-,'2.01,4.30%,10.96%,'46,'+11.78%,通用设备
'331,SH600547.山东黄金,'32.25,'+1.57%,'1.83,'44.01,23.78%,3.46%,'3.75,0.71%,9.06%,'1166,'+43.18%,贵金属
'332,SH603530.神马电力,'29.85,'+2.05%,'1.83,'40.88,22.92%,1.62%,'6.97,1.54%,18.01%,'129,'+22.88%,电网设备
'333,SH605305.中际联合,'37.34,'-1.99%,'1.83,'22.36,13.92%,1.49%,'2.95,1.21%,14.04%,'79,'+34.16%,风电设备
'334,SH603439.贵州三力,'13.39,'-0.81%,'1.84,'21.11,11.95%,0.21%,'3.49,2.54%,16.70%,'55,'+5.97%,中药
'335,SH603920.世运电路,'32.79,'+0.34%,'1.84,'31.67,17.92%,0.36%,'3.55,1.83%,12.58%,'236,'+14.15%,电子元件
'336,SZ300092.科新机电,'13.65,'+0.89%,'1.84,'21.81,12.47%,'-,'2.20,1.76%,10.45%,'37,'+20.58%,通用设备
'337,SH600517.国网英大,'5.39,'+0.37%,'1.85,'17.49,9.60%,0.77%,'1.40,1.54%,8.29%,'308,'-1.20%,多元金融
'338,SH603788.宁波高发,'16.59,'+0.97%,'1.85,'18.87,11.34%,'-,'1.75,4.22%,9.41%,'37,'+25.17%,汽车零部件
'339,SH688616.西力科技,'14.12,'+0.71%,'1.85,'23.56,13.71%,'-,'2.97,2.12%,12.98%,'25,'+39.10%,电网设备
'340,SH600789.鲁抗医药,'10.33,'-1.15%,'1.86,'22.87,22.72%,0.54%,'2.32,1.28%,10.58%,'93,'+9.39%,化学制药
'341,SH603025.大豪科技,'14.29,'+1.20%,'1.86,'26.41,13.97%,0.36%,'6.24,2.43%,24.85%,'160,'-3.76%,专用设备
'342,SH688029.南微医学,'87.00,'+0.47%,'1.86,'28.64,15.61%,0.74%,'4.09,1.72%,14.79%,'163,'+30.72%,医疗器械
'343,SZ002967.广电计量,'17.49,'+1.16%,'1.86,'28.35,16.75%,2.28%,'3.02,2.31%,10.25%,'101,'+9.21%,专业服务
'344,SH603100.川仪股份,'20.59,'+0.78%,'1.87,'14.22,9.28%,0.68%,'2.39,2.79%,17.41%,'106,'-1.79%,仪器仪表
'345,SH603676.卫信康,'12.89,'-2.13%,'1.87,'23.79,13.67%,'-,'3.82,2.65%,16.23%,'56,'+31.62%,化学制药
'346,SH688128.中国电研,'27.58,'+4.11%,'1.87,'21.32,13.01%,0.81%,'3.32,1.81%,16.48%,'112,'+34.09%,专用设备
'347,SZ000999.华润三九,'31.87,'-0.90%,'1.87,'16.40,9.56%,2.61%,'2.54,3.16%,15.77%,'537,'-5.86%,中药
'348,SZ002351.漫步者,'13.55,'+2.11%,'1.87,'26.69,15.08%,1.70%,'4.08,1.88%,15.96%,'118,'-16.28%,消费电子
'349,SZ000885.城发环境,'14.12,'-0.28%,'1.88,'7.63,4.21%,0.85%,'1.04,2.51%,14.46%,'91,'+10.61%,环保行业
'350,SZ002138.顺络电子,'28.90,'-1.30%,'1.88,'24.85,14.01%,6.23%,'3.81,2.05%,15.68%,'236,'-6.33%,电子元件
'351,SZ002922.伊戈尔,'17.41,'-0.23%,'1.88,'24.87,16.29%,0.31%,'2.11,1.71%,8.72%,'69,'-0.49%,电子元件
'352,SZ002965.祥鑫科技,'42.24,'+0.86%,'1.88,'34.29,18.89%,0.54%,'2.59,0.98%,8.62%,'111,'+62.00%,通用设备
'353,SZ300415.伊之密,'21.70,'+2.17%,'1.88,'15.94,8.73%,2.80%,'3.21,2.35%,21.67%,'100,'+10.82%,专用设备
'354,SH600558.大西洋,'5.61,'+1.81%,'1.89,'30.35,18.23%,'-,'2.09,0.98%,7.07%,'50,'+37.84%,通用设备
'355,SH688628.优利德,'36.20,'+0.95%,'1.89,'22.00,12.19%,'-,'3.14,3.59%,14.55%,'40,'+1.22%,仪器仪表
'356,SZ000997.新大陆,'29.63,'+0.37%,'1.89,'28.42,15.41%,2.36%,'4.28,1.86%,15.58%,'305,'+49.51%,互联网服务
'357,SH603786.科博达,'53.28,'+1.06%,'1.90,'28.35,15.75%,0.99%,'3.94,1.22%,14.67%,'215,'-12.74%,汽车零部件
'358,SZ301479.弘景光电,'91.39,'+3.81%,'1.90,'47.41,25.11%,0.09%,'6.43,1.22%,13.56%,'78,'+208.51%,光学光电子
'359,SH603259.药明康德,'93.58,'+0.31%,'1.91,'19.52,12.60%,12.13%,'4.49,1.43%,24.03%,'2326,'+73.71%,医疗服务
'360,SZ300880.迦南智能,'20.57,'+0.88%,'1.91,'22.23,11.98%,'-,'3.67,2.21%,17.54%,'40,'-5.29%,电网设备
'361,SH600885.宏发股份,'24.57,'+0.20%,'1.92,'20.49,11.27%,20.32%,'3.61,1.50%,18.76%,'359,'+9.88%,电网设备
'362,SH688093.世华科技,'34.29,'+2.18%,'1.92,'27.66,15.23%,0.02%,'4.40,1.52%,16.46%,'90,'+70.95%,电子元件
'363,SH600025.华能水电,'9.27,0.00%,'1.93,'19.09,9.90%,0.68%,'2.22,2.16%,12.19%,'1669,'-0.54%,电力行业
'364,SH600519.贵州茅台,'1423.88,'-0.27%,'1.93,'20.10,10.39%,5.80%,'6.92,3.62%,35.74%,'17887,'-4.74%,酿酒行业
