排名,股票,价,涨,便宜指数,北上持股,PE.扣非,PE.TTM,PB,股息,ROE,市值(亿),今年来,行业
'356,SH600575.淮河能源,'3.55,'+0.28%,'5.60,0.38%,'17.92,'16.95,'1.17,3.38%,7.05%,'137.96,'-10.58%,电力行业
'357,SH601619.嘉泽新能,'3.81,'+0.79%,'5.60,1.07%,'13.51,'13.79,'1.33,2.89%,9.83%,'92.75,'+18.05%,电力行业
'358,SH600420.国药现代,'11.27,'-0.79%,'5.60,0.69%,'14.21,'13.57,'1.11,2.66%,8.47%,'151.15,'-3.89%,化学制药
'359,SZ002736.国信证券,'13.48,'-0.44%,'5.59,1.71%,'14.02,'13.97,'1.08,2.58%,7.98%,'1301.52,'+24.17%,证券
'360,SH601126.四方股份,'17.24,'+0.88%,'5.59,2.15%,'19.09,'18.51,'2.97,4.18%,16.76%,'143.66,'+6.11%,电网设备
'361,SZ002375.亚厦股份,'3.97,0.00%,'5.59,2.41%,'19.98,'17.47,'0.66,1.76%,3.82%,'53.20,'+4.67%,装修装饰
'362,SZ000501.武商集团,'9.90,'-0.90%,'5.59,1.95%,'47.64,'34.93,'0.69,3.00%,1.97%,'76.82,'-3.25%,商业百货
'363,SH601311.骆驼股份,'9.27,'+0.22%,'5.59,1.87%,'17.25,'15.65,'1.11,3.13%,7.23%,'108.75,'+15.53%,电池
'364,SZ000848.承德露露,'8.77,'-0.68%,'5.58,1.79%,'14.83,'14.63,'2.56,3.40%,18.24%,'92.94,'+0.63%,食品饮料
'365,SZ300498.温氏股份,'17.53,0.00%,'5.57,2.08%,'9.30,'9.36,'2.71,2.00%,33.25%,'1166.43,'+7.48%,农牧饲渔
'366,SZ000731.四川美丰,'7.11,'-0.56%,'5.57,'-,'33.89,'21.74,'0.96,3.78%,4.36%,'39.96,'-0.69%,化肥行业
'367,SZ000563.陕国投Ａ,'3.62,'-0.28%,'5.57,0.87%,'14.58,'13.45,'1.02,2.48%,7.73%,'185.64,'+3.18%,多元金融
'368,SH603281.江瀚新材,'25.14,'-0.67%,'5.56,0.21%,'18.26,'17.24,'1.86,3.98%,10.92%,'93.86,'+7.22%,化学制品
'369,SH603369.今世缘,'39.45,'-0.33%,'5.56,2.75%,'14.08,'13.96,'2.88,3.04%,22.08%,'491.86,'-10.32%,酿酒行业
'370,SH603788.宁波高发,'16.59,'+0.97%,'5.55,'-,'20.99,'18.87,'1.75,4.22%,9.41%,'37.01,'+25.17%,汽车零部件
'371,SZ002588.史丹利,'9.22,'-0.11%,'5.55,1.94%,'13.77,'12.14,'1.49,2.82%,13.00%,'106.32,'+28.64%,化肥行业
'372,SH603317.天味食品,'11.30,0.00%,'5.55,1.40%,'25.60,'22.99,'2.59,4.87%,11.46%,'120.34,'-10.99%,食品饮料
'373,SZ002615.哈尔斯,'8.53,'+1.67%,'5.55,'-,'13.46,'13.19,'2.28,2.98%,18.56%,'39.12,'+10.85%,家用轻工
'374,SZ300856.科思股份,'15.17,'+0.33%,'5.55,0.51%,'19.42,'18.41,'2.55,4.25%,13.75%,'71.92,'-15.93%,美容护理
'375,SH600761.安徽合力,'18.44,'+1.60%,'5.54,1.73%,'16.81,'13.12,'1.54,3.25%,13.12%,'164.24,'+8.50%,工程机械
'376,SH603035.常熟汽饰,'13.70,'-0.07%,'5.54,0.33%,'15.82,'12.74,'1.00,2.53%,7.89%,'52.06,'-2.32%,汽车零部件
'377,SH600323.瀚蓝环境,'27.54,'+0.47%,'5.53,0.68%,'13.42,'13.19,'1.62,2.90%,12.94%,'224.55,'+20.56%,环保行业
'378,SH603611.诺力股份,'26.00,'+0.58%,'5.50,2.18%,'16.23,'14.28,'2.17,3.45%,16.03%,'66.98,'+51.00%,工程机械
'379,SH603568.伟明环保,'19.20,'-0.05%,'5.49,1.31%,'12.47,'12.09,'2.33,2.50%,21.09%,'327.28,'-9.03%,环保行业
'380,SH600012.皖通高速,'16.27,'+0.99%,'5.49,0.66%,'16.24,'15.79,'2.30,3.71%,13.96%,'189.64,'-4.36%,铁路公路
'381,SH601958.金钼股份,'12.95,'+1.09%,'5.49,2.76%,'14.10,'13.80,'2.36,3.09%,17.97%,'417.85,'+28.73%,小金属
'382,SH601199.江南水务,'5.67,'-0.70%,'5.48,0.25%,'12.87,'12.84,'1.18,2.29%,9.97%,'53.03,'+4.71%,公用事业
'383,SH600528.中铁工业,'9.00,'+0.45%,'5.47,0.59%,'13.35,'12.34,'0.74,1.13%,6.16%,'199.94,'+11.66%,交运设备
'384,SZ002772.众兴菌业,'8.29,'-0.24%,'5.47,'-,'30.16,'23.10,'0.98,3.61%,4.15%,'32.68,'+16.44%,农牧饲渔
'385,SZ301087.可孚医疗,'37.59,'-0.97%,'5.47,0.69%,'31.52,'26.29,'1.62,4.74%,6.12%,'79.37,'+10.08%,医疗器械
'386,SH688606.奥泰生物,'74.69,'+1.73%,'5.46,3.25%,'22.94,'18.57,'1.50,4.02%,8.19%,'59.21,'+20.59%,医疗器械
'387,SH603993.洛阳钼业,'9.51,'+1.39%,'5.45,3.69%,'13.60,'13.21,'2.72,2.70%,22.55%,'1660.53,'+47.60%,小金属
'388,SH688009.中国通号,'5.41,0.00%,'5.45,1.26%,'17.73,'16.60,'1.18,3.14%,7.19%,'466.40,'-10.90%,交运设备
'389,SZ002206.海利得,'6.06,'+4.12%,'5.44,1.82%,'14.29,'14.22,'1.74,3.09%,12.42%,'67.64,'+46.32%,化纤行业
'390,SZ002998.优彩资源,'7.86,'-0.88%,'5.44,'-,'43.02,'40.58,'1.49,6.94%,3.67%,'25.88,'+34.37%,化纤行业
'391,SZ301203.国泰环保,'34.18,'+0.71%,'5.43,'-,'23.40,'21.65,'1.93,4.42%,8.72%,'27.15,'+18.36%,环保行业
'392,SH603706.东方环宇,'21.29,'+1.19%,'5.43,'-,'20.93,'19.58,'2.28,4.23%,11.79%,'40.32,'+18.57%,燃气
'393,SH601139.深圳燃气,'6.52,'+0.31%,'5.43,0.43%,'13.76,'13.26,'1.19,2.45%,9.24%,'187.56,'-5.31%,燃气
'394,SH600861.北京人力,'20.86,'-1.79%,'5.43,1.53%,'23.99,'10.08,'1.66,3.35%,17.55%,'118.09,'+11.79%,专业服务
'395,SZ002056.横店东磁,'15.82,'+0.32%,'5.42,3.04%,'14.30,'13.28,'2.44,2.87%,19.96%,'256.53,'+26.19%,光伏设备
'396,SZ002236.大华股份,'16.62,'+0.73%,'5.41,2.04%,'23.08,'18.09,'1.48,3.90%,8.32%,'542.31,'+6.92%,计算机设备
'397,SH601333.广深铁路,'2.97,'-0.67%,'5.41,0.51%,'23.42,'21.44,'0.76,2.36%,3.59%,'167.87,'-13.41%,铁路公路
'398,SH605338.巴比食品,'19.56,'-1.21%,'5.41,'-,'22.16,'17.09,'2.04,4.09%,12.09%,'46.86,'+18.29%,食品饮料
'399,SZ002404.嘉欣丝绸,'6.64,'+0.76%,'5.41,'-,'27.64,'22.82,'1.81,4.55%,7.90%,'36.91,'+12.70%,纺织服装
'400,SZ002120.韵达股份,'8.02,'-0.99%,'5.40,2.90%,'14.99,'12.88,'1.13,2.47%,9.02%,'234.83,'+9.82%,物流行业
'401,SZ000538.云南白药,'55.96,'-0.39%,'5.40,3.98%,'21.24,'20.12,'2.46,4.27%,12.10%,'1002.40,'-4.70%,中药
'402,SH603301.振德医疗,'22.08,'-1.30%,'5.39,1.41%,'20.34,'16.21,'1.03,2.94%,6.50%,'58.83,'+3.64%,医疗器械
'403,SZ002690.美亚光电,'17.37,'+1.05%,'5.39,5.87%,'23.84,'23.09,'5.17,4.07%,22.88%,'151.66,'+22.09%,专用设备
'404,SH601628.中国人寿,'41.52,'+0.65%,'5.39,0.38%,'10.18,'10.20,'2.20,1.57%,22.73%,'8645.93,'+0.17%,保险
'405,SZ000791.甘肃能源,'6.66,'+0.30%,'5.38,0.21%,'18.74,'10.39,'1.53,2.71%,18.17%,'215.39,'+13.63%,电力行业
'406,SH603277.银都股份,'17.09,'+1.12%,'5.37,0.72%,'23.22,'18.20,'3.51,4.05%,19.35%,'104.88,'+9.25%,通用设备
'407,SZ000550.江铃汽车,'21.29,'-0.79%,'5.37,2.95%,'17.11,'13.61,'1.60,3.19%,12.13%,'111.42,'-9.21%,汽车整车
'408,SZ002955.鸿合科技,'25.38,'+1.20%,'5.37,3.33%,'38.73,'29.28,'1.84,10.22%,6.08%,'59.35,'+13.24%,光学光电子
'409,SH603095.越剑智能,'16.02,'+2.23%,'5.36,'-,'38.03,'34.49,'1.66,4.91%,4.81%,'41.37,'+5.34%,专用设备
'410,SH601801.皖新传媒,'6.87,'-0.29%,'5.36,0.48%,'17.33,'16.86,'1.14,2.91%,6.73%,'134.51,'-5.01%,文化传媒
'411,SH603195.公牛集团,'47.60,'-0.38%,'5.36,2.97%,'22.78,'19.94,'5.10,3.60%,26.74%,'860.89,'-1.95%,家用轻工
'412,SH600999.招商证券,'18.09,'+0.44%,'5.36,3.09%,'14.95,'14.93,'1.20,2.64%,8.24%,'1342.64,'-3.55%,证券
'413,SZ000537.中绿电,'8.72,'+0.58%,'5.35,0.55%,'18.09,'16.35,'0.90,2.31%,5.89%,'179.17,'-2.04%,电力行业
'414,SZ301004.嘉益股份,'69.18,'+0.01%,'5.34,0.67%,'13.19,'12.94,'4.73,3.10%,43.75%,'100.61,'-13.72%,家用轻工
'415,SH601016.节能风电,'3.01,'-0.33%,'5.33,0.96%,'15.55,'15.11,'1.08,2.46%,7.33%,'194.85,'-2.64%,电力行业
'416,SZ000910.大亚圣象,'7.91,'+0.51%,'5.33,'-,'57.67,'40.92,'0.64,2.41%,1.58%,'43.08,'+3.08%,装修建材
'417,SH601065.江盐集团,'8.52,'-0.12%,'5.33,0.07%,'15.00,'13.84,'1.23,2.58%,9.08%,'54.76,'-0.23%,化学原料
'418,SZ000807.云铝股份,'16.10,'+1.19%,'5.30,5.67%,'13.16,'13.07,'1.88,2.58%,15.02%,'551.75,'+20.39%,有色金属
'419,SH600916.中国黄金,'8.19,0.00%,'5.29,1.41%,'24.84,'23.33,'1.81,4.27%,7.69%,'137.59,'-0.97%,珠宝首饰
'420,SH600261.阳光照明,'3.40,0.00%,'5.29,'-,'38.38,'21.51,'1.27,4.12%,5.87%,'45.39,'+8.37%,家电行业
'421,SH600332.白云山,'26.71,'-0.85%,'5.29,2.88%,'19.76,'16.09,'1.15,3.00%,7.24%,'375.51,'-4.57%,中药
'422,SZ002978.安宁股份,'30.03,'+0.97%,'5.27,0.32%,'16.45,'16.48,'1.68,3.11%,11.67%,'140.37,'+7.40%,有色金属
'423,SH600132.重庆啤酒,'55.36,'+0.02%,'5.26,6.24%,'21.56,'23.60,'16.17,4.34%,53.44%,'267.93,'-10.71%,酿酒行业
'424,SH600982.宁波能源,'4.68,'-0.64%,'5.26,0.18%,'26.86,'17.51,'1.07,3.21%,6.56%,'52.30,'+17.23%,电力行业
'425,SH600050.中国联通,'5.34,'-0.74%,'5.25,4.20%,'24.79,'18.17,'1.00,2.99%,5.58%,'1669.52,'+1.75%,通信服务
'426,SH600660.福耀玻璃,'55.56,'-0.41%,'5.24,18.64%,'18.32,'17.81,'3.84,3.24%,23.06%,'1112.86,'-8.12%,玻璃玻纤
'427,SH600887.伊利股份,'27.57,'+0.07%,'5.24,10.60%,'25.23,'23.55,'2.99,4.43%,12.61%,'1743.90,'-4.80%,食品饮料
'428,SZ002429.兆驰股份,'4.57,'-0.22%,'5.24,0.75%,'13.94,'13.62,'1.28,2.34%,9.69%,'207.33,'-18.98%,家电行业
'429,SH603027.千禾味业,'11.74,'-0.59%,'5.23,0.50%,'23.61,'23.16,'3.16,4.26%,14.02%,'120.39,'+0.99%,食品饮料
'430,SH601600.中国铝业,'7.53,'+0.67%,'5.23,4.12%,'9.76,'9.42,'1.76,1.09%,20.15%,'994.84,'+2.45%,有色金属
'431,SZ002078.太阳纸业,'14.40,'+1.12%,'5.22,1.70%,'12.57,'13.13,'1.35,2.11%,10.72%,'397.94,'-0.97%,造纸印刷
'432,SZ300833.浩洋股份,'36.44,'+0.61%,'5.22,2.80%,'19.28,'18.01,'1.84,3.59%,10.36%,'45.81,'-14.34%,专用设备
'433,SH603180.金牌家居,'20.75,'-0.38%,'5.21,'-,'22.73,'16.18,'1.12,3.03%,7.03%,'32.01,'+0.73%,装修建材
'434,SZ002479.富春环保,'5.27,'-0.75%,'5.21,'-,'21.81,'14.45,'1.09,2.82%,7.75%,'45.93,'+14.52%,环保行业
'435,SZ002053.云南能投,'10.72,'-0.19%,'5.20,0.50%,'18.57,'18.33,'1.29,3.07%,7.25%,'98.89,'-3.19%,综合行业
'436,SZ301206.三元生物,'29.61,'-0.24%,'5.19,0.06%,'60.31,'56.86,'1.34,4.72%,2.33%,'60.05,'+17.85%,食品饮料
'437,SH601766.中国中车,'7.42,'+0.54%,'5.19,3.46%,'17.34,'14.75,'1.24,2.70%,8.66%,'1805.12,'-11.46%,交运设备
'438,SH603309.维力医疗,'14.18,'-1.87%,'5.19,'-,'18.33,'17.72,'2.23,3.53%,12.88%,'41.53,'+23.37%,医疗器械
'439,SZ300760.迈瑞医疗,'228.31,'+0.12%,'5.19,10.84%,'25.28,'24.82,'7.16,3.37%,29.79%,'2764.73,'-9.69%,医疗器械
'440,SH601966.玲珑轮胎,'15.35,'+0.33%,'5.18,0.94%,'17.88,'13.60,'1.01,2.26%,7.61%,'224.65,'-14.43%,橡胶制品
'441,SZ300864.南大环境,'21.10,'-0.28%,'5.18,'-,'22.71,'20.84,'2.45,3.98%,12.63%,'33.38,'+4.95%,环保行业
'442,SH605028.世茂能源,'20.24,'-1.08%,'5.17,'-,'22.70,'18.99,'2.47,3.95%,12.89%,'32.38,'+25.15%,电力行业
'443,SZ301371.敷尔佳,'26.41,'-0.41%,'5.17,0.05%,'26.79,'22.96,'2.40,4.35%,10.44%,'137.93,'-5.10%,美容护理
'444,SZ001299.美能能源,'12.66,'+0.32%,'5.16,'-,'36.26,'32.70,'2.31,4.88%,7.06%,'30.62,'+38.95%,燃气
'445,SH603587.地素时尚,'12.78,'+0.39%,'5.16,0.10%,'25.26,'21.95,'1.62,3.93%,7.28%,'60.59,'+5.43%,纺织服装
'446,SH603055.台华新材,'9.88,'+1.75%,'5.15,0.36%,'15.56,'11.90,'1.70,2.53%,15.14%,'87.96,'-8.45%,纺织服装
'447,SH601728.中国电信,'7.35,'-0.81%,'5.15,0.72%,'22.14,'20.21,'1.46,3.53%,7.29%,'5705.79,'+3.01%,通信服务
'448,SH600426.华鲁恒升,'23.68,'+0.42%,'5.13,3.60%,'14.35,'14.19,'1.58,2.53%,11.49%,'502.78,'+11.11%,化学原料
'449,SH600182.S佳通,'15.89,'-0.31%,'5.13,'-,'35.59,'35.63,'4.39,5.73%,12.16%,'54.03,'-2.55%,橡胶制品
'450,SZ000902.新洋丰,'14.62,'+1.53%,'5.12,1.25%,'12.80,'12.16,'1.63,2.08%,14.13%,'180.68,'+14.65%,化肥行业
'451,SZ002597.金禾实业,'22.87,0.00%,'5.12,2.40%,'22.68,'19.41,'1.66,3.63%,8.87%,'129.97,'+3.44%,食品饮料
'452,SH605066.天正电气,'7.66,'+0.39%,'5.11,'-,'31.24,'30.65,'2.11,4.57%,6.83%,'38.81,'+31.55%,电网设备
'453,SH600731.湖南海利,'8.02,'+1.52%,'5.11,'-,'15.28,'14.35,'1.39,2.49%,10.02%,'44.81,'+44.69%,农药兽药
'454,SZ002116.中国海诚,'10.50,'-0.57%,'5.10,0.30%,'16.36,'15.11,'1.90,2.93%,13.14%,'49.22,'+8.43%,工程咨询服务
'455,SH600278.东方创业,'7.69,'-0.77%,'5.10,0.95%,'61.17,'31.88,'0.90,3.39%,2.86%,'67.45,'+11.10%,贸易行业
'456,SH603529.爱玛科技,'35.63,'+0.71%,'5.09,2.08%,'16.01,'14.68,'3.21,2.57%,23.63%,'309.65,'-11.70%,交运设备
'457,SZ000088.盐田港,'4.59,'+0.44%,'5.08,0.28%,'19.42,'16.91,'1.31,2.84%,8.85%,'237.62,'-3.06%,航运港口
'458,SH603096.新经典,'19.15,'-0.21%,'5.08,'-,'34.29,'28.80,'1.52,4.18%,5.21%,'29.54,'+5.53%,文化传媒
'459,SZ000630.铜陵有色,'4.03,'+10.11%,'5.08,1.76%,'17.16,'16.48,'1.34,2.73%,8.37%,'468.27,'+28.72%,有色金属
'460,SZ300388.节能国祯,'7.29,'+0.14%,'5.08,'-,'13.83,'13.80,'1.09,1.79%,8.15%,'49.58,'-1.61%,环保行业
'461,SH603298.杭叉集团,'21.70,'+1.73%,'5.08,4.11%,'13.92,'13.67,'2.68,2.30%,21.25%,'284.23,'+24.52%,工程机械
'462,SH603115.海星股份,'15.69,'+0.32%,'5.07,'-,'23.39,'22.30,'1.82,3.82%,8.28%,'37.53,'+26.75%,电子元件
'463,SZ002394.联发股份,'10.00,'+1.32%,'5.07,'-,'16.07,'12.57,'0.76,1.01%,6.29%,'31.95,'+34.65%,纺织服装
'464,SH601216.君正集团,'5.39,'+0.19%,'5.07,1.24%,'16.42,'14.68,'1.61,2.78%,11.07%,'454.81,'+5.37%,化学原料
'465,SH605337.李子园,'12.78,'-0.39%,'5.06,'-,'23.70,'21.40,'2.77,3.96%,13.09%,'49.86,'+17.36%,食品饮料
'466,SH601298.青岛港,'8.79,'+0.34%,'5.06,0.36%,'11.07,'10.72,'1.30,1.29%,12.44%,'473.96,'-3.51%,航运港口
'467,SZ002033.丽江股份,'8.73,'-0.57%,'5.06,3.80%,'24.48,'25.46,'1.88,3.99%,7.40%,'48.25,'+2.45%,旅游酒店
'468,SH603201.常润股份,'17.12,'+1.72%,'5.05,'-,'14.03,'13.01,'1.93,2.34%,15.61%,'32.53,'+24.23%,汽车零部件
'469,SZ002283.天润工业,'6.48,'+1.25%,'5.04,1.20%,'23.76,'21.55,'1.19,3.13%,5.53%,'72.93,'+25.55%,汽车零部件
'470,SZ000528.柳工,'10.97,'+0.18%,'5.04,3.27%,'17.16,'14.93,'1.24,2.48%,8.49%,'221.97,'-6.52%,工程机械
'471,SH600061.国投资本,'7.67,'+0.13%,'5.04,3.33%,'16.64,'16.21,'0.88,1.66%,5.54%,'490.42,'+3.70%,证券
'472,SZ000999.华润三九,'31.87,'-0.90%,'5.04,2.61%,'17.85,'16.40,'2.54,3.16%,15.77%,'536.94,'-5.86%,中药
'473,SZ301015.百洋医药,'23.77,'+2.86%,'5.04,0.27%,'20.56,'19.89,'4.94,3.30%,23.06%,'121.47,'+2.43%,医药商业
'474,SH600062.华润双鹤,'20.33,'-0.93%,'5.03,1.18%,'13.89,'12.29,'1.93,2.32%,15.32%,'211.18,'+4.73%,化学制药
'475,SH600779.水井坊,'41.95,'+0.24%,'5.03,2.24%,'15.18,'15.20,'3.81,2.19%,27.24%,'204.51,'-21.62%,酿酒行业
'476,SH600809.山西汾酒,'182.10,'+0.45%,'5.03,4.02%,'17.57,'17.59,'5.79,3.33%,34.84%,'2221.55,'+2.34%,酿酒行业
'477,SH600519.贵州茅台,'1423.88,'-0.27%,'5.02,5.80%,'20.09,'20.10,'6.92,3.62%,35.74%,'17886.75,'-4.74%,酿酒行业
'478,SZ000728.国元证券,'8.63,'+0.12%,'5.02,5.38%,'15.63,'15.53,'1.01,1.86%,6.69%,'376.16,'+5.33%,证券
'479,SH600351.亚宝药业,'7.75,'-3.25%,'5.01,6.63%,'25.53,'22.82,'1.84,3.87%,8.11%,'54.25,'+33.58%,中药
'480,SZ002432.九安医疗,'38.97,'-0.31%,'5.00,0.59%,'11.62,'10.99,'0.87,0.51%,8.40%,'185.40,'-3.98%,医疗器械
'481,SZ000030.富奥股份,'6.22,'+2.13%,'5.00,2.93%,'16.62,'15.48,'1.29,2.46%,8.48%,'101.82,'+24.33%,汽车零部件
'482,SH601991.大唐发电,'3.38,'-1.17%,'4.99,1.34%,'11.62,'11.56,'0.78,0.22%,6.82%,'418.99,'+18.60%,电力行业
'483,SZ000883.湖北能源,'4.58,'-0.22%,'4.98,0.28%,'22.62,'21.39,'0.88,2.18%,4.15%,'297.50,'-5.97%,电力行业
'484,SH603100.川仪股份,'20.59,'+0.78%,'4.98,0.68%,'17.31,'14.22,'2.39,2.79%,17.41%,'105.67,'-1.79%,仪器仪表
'485,SH603556.海兴电力,'27.64,'+2.64%,'4.98,2.14%,'14.98,'14.46,'1.85,2.53%,13.17%,'134.40,'-23.17%,电网设备
'486,SH603008.喜临门,'16.01,'-0.31%,'4.98,1.07%,'21.38,'18.62,'1.55,3.25%,8.40%,'59.47,'-1.39%,装修建材
'487,SZ002545.东方铁塔,'9.87,'+0.10%,'4.98,1.17%,'20.70,'20.36,'1.34,3.04%,6.73%,'122.66,'+44.88%,化肥行业
'488,SZ003008.开普检测,'23.52,'+1.55%,'4.98,'-,'31.60,'27.16,'2.20,4.32%,8.15%,'24.09,'+35.59%,专业服务
'489,SZ002215.诺普信,'11.88,'-0.25%,'4.97,2.31%,'17.60,'15.81,'2.68,2.94%,17.44%,'119.72,'+9.05%,农药兽药
'490,SH603661.恒林股份,'29.89,'+1.18%,'4.97,0.32%,'18.05,'19.59,'1.11,2.41%,5.86%,'41.57,'+0.13%,装修建材
'491,SH605507.国邦医药,'23.11,'-2.53%,'4.97,0.79%,'16.09,'15.51,'1.60,2.62%,10.66%,'129.14,'+14.18%,化学制药
'492,SZ002352.顺丰控股,'46.42,'-0.39%,'4.97,7.25%,'24.93,'22.48,'2.51,3.94%,11.32%,'2247.37,'+16.27%,物流行业
'493,SH600233.圆通速递,'15.85,'+1.93%,'4.96,1.61%,'14.45,'13.81,'1.67,2.29%,12.61%,'542.11,'+14.84%,物流行业
'494,SZ000783.长江证券,'7.42,0.00%,'4.96,2.36%,'17.16,'17.01,'1.02,2.02%,6.22%,'410.33,'+11.26%,证券
'495,SH603929.亚翔集成,'37.53,'-0.13%,'4.96,3.60%,'14.31,'14.31,'4.41,2.66%,34.24%,'80.07,'+40.23%,装修装饰
'496,SH600425.青松建化,'4.00,'+0.25%,'4.95,0.20%,'22.33,'20.56,'1.01,2.50%,4.98%,'64.19,'+4.84%,水泥建材
'497,SH601607.上海医药,'19.12,'-0.57%,'4.95,2.82%,'17.93,'16.32,'0.97,1.93%,6.07%,'533.31,'-7.55%,医药商业
'498,SH600479.千金药业,'10.87,'-1.90%,'4.95,'-,'20.39,'19.14,'1.81,3.31%,9.60%,'45.49,'+5.17%,中药
'499,SH603053.成都燃气,'9.63,'-0.10%,'4.95,0.37%,'18.87,'18.12,'1.76,3.12%,9.95%,'85.60,'-0.90%,燃气
'500,SH600623.华谊集团,'8.22,'-0.96%,'4.95,0.57%,'38.63,'19.37,'0.77,2.19%,3.99%,'154.51,'+20.13%,化学原料
