序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
167	20749	国联智选先锋	8月5日	1.5168	1.5168	0.90%	1.33%	8.65%	18.48%	23.09%	54.78%	---	---	23.44%	51.68%	52.52%
168	16073	创金合信软件	8月5日	1.2699	1.2699	-0.97%	2.69%	12.78%	10.39%	9.30%	54.73%	-15.32%	---	19.96%	26.99%	53.41%
169	3231	创金合信医疗	8月5日	2.1682	1.9804	0.24%	0.72%	18.81%	29.22%	53.38%	54.71%	20.20%	-12.87%	49.78%	98.04%	52.71%
170	9602	招商科技动力	8月5日	1.3559	1.3559	1.06%	-0.40%	9.59%	9.65%	14.58%	54.66%	70.51%	74.66%	18.15%	35.59%	53.92%
171	11237	摩根行业睿选	8月5日	0.7854	0.7854	0.34%	-2.58%	7.34%	26.55%	28.88%	54.48%	14.59%	-10.73%	28.71%	-21.46%	53.25%
172	10004	景顺长城电子	8月5日	1.3396	1.3396	1.19%	-0.24%	2.24%	5.08%	13.61%	54.44%	18.99%	13.05%	15.82%	33.96%	51.73%
173	11374	招商前沿医疗	8月5日	0.6591	0.6591	1.34%	-1.61%	16.90%	34.07%	53.46%	54.32%	16.08%	-5.96%	49.29%	-34.09%	50.58%
174	9896	广发港股通成	8月5日	0.703	0.703	1.60%	-2.02%	8.77%	19.07%	28.03%	53.80%	11.69%	1.47%	31.11%	-29.70%	53.56%
175	501201	红土创新科技	8月5日	1.1843	1.1843	-0.20%	0.22%	11.11%	23.21%	31.24%	53.65%	-13.17%	-38.85%	27.36%	18.43%	47.67%
176	3053	嘉实文体娱乐	8月5日	2.017	2.017	0.55%	3.28%	5.66%	5.38%	13.31%	53.27%	0.35%	21.29%	14.08%	101.70%	50.19%
177	9897	广发港股通成	8月5日	0.689	0.689	1.59%	-2.05%	8.73%	18.94%	27.78%	53.11%	10.74%	0.22%	30.79%	-31.10%	52.87%
178	16074	创金合信软件	8月5日	1.242	1.242	-0.98%	2.68%	12.73%	10.23%	9.01%	52.75%	-16.83%	---	19.53%	24.20%	51.44%
179	11328	景顺长城新能	8月5日	1.2463	1.2463	1.36%	-1.17%	6.23%	11.46%	15.14%	52.66%	10.22%	-19.10%	14.43%	24.63%	50.61%
180	3054	嘉实文体娱乐	8月5日	1.934	1.934	0.57%	3.26%	5.63%	5.22%	13.03%	52.52%	-0.62%	19.46%	13.76%	93.40%	49.46%
181	11329	景顺长城新能	8月5日	1.2407	1.2407	1.36%	-1.18%	6.22%	11.42%	15.08%	52.51%	10.00%	-19.34%	14.37%	24.07%	50.46%
182	1410	信澳新能源产	8月5日	4.015	4.077	0.80%	0.22%	6.10%	10.45%	5.13%	52.49%	9.85%	-15.63%	8.69%	320.33%	50.43%
183	6923	前海开源沪港	8月5日	1.2815	1.2815	1.36%	-0.46%	12.79%	18.06%	29.46%	51.76%	25.64%	20.08%	38.35%	28.15%	50.68%
184	11651	招商港股通核	8月5日	0.9057	0.9057	1.63%	-0.38%	7.83%	16.67%	20.41%	51.68%	19.83%	12.16%	24.39%	-9.43%	52.32%
185	457	摩根核心成长	8月5日	2.6884	2.9974	0.36%	-2.65%	7.62%	27.62%	26.84%	51.67%	16.88%	9.46%	24.52%	213.99%	49.64%
186	6924	前海开源沪港	8月5日	1.2621	1.2621	1.36%	-0.47%	12.76%	17.98%	29.30%	51.33%	25.07%	19.27%	38.13%	26.21%	50.23%
187	4698	博时军工主题	8月5日	1.772	1.772	-0.06%	0.34%	12.94%	24.61%	30.58%	51.07%	11.66%	-13.26%	28.03%	77.20%	48.41%
188	19759	中欧半导体产	8月5日	1.2251	1.2251	0.17%	-1.36%	5.51%	2.33%	6.07%	51.04%	---	---	5.70%	22.51%	49.93%
189	15170	摩根核心成长	8月5日	2.642	2.642	0.36%	-2.66%	7.57%	27.45%	26.53%	50.85%	15.67%	7.78%	24.15%	-5.21%	48.83%
190	10161	广发瑞安精选	8月5日	1.0204	1.0204	1.17%	1.49%	13.50%	22.28%	21.33%	50.68%	16.14%	6.89%	23.03%	2.04%	47.52%
191	2871	华夏智胜价值	8月5日	1.9372	1.9372	0.87%	0.86%	8.45%	19.11%	24.23%	50.67%	21.03%	31.93%	23.85%	93.72%	48.92%
192	14376	东吴新能源汽	8月5日	1.453	1.453	1.13%	-2.63%	9.64%	16.60%	15.49%	50.66%	25.77%	22.86%	20.90%	45.30%	49.18%
193	20901	招商成长量化	8月5日	1.3893	1.3893	1.30%	1.08%	9.64%	22.18%	21.85%	50.62%	---	---	22.48%	38.93%	49.13%
194	8085	海富通先进制	8月5日	1.2344	1.2344	-0.04%	-1.41%	10.31%	18.23%	15.94%	50.61%	1.18%	-16.98%	20.25%	23.44%	46.05%
195	11652	招商港股通核	8月5日	0.8719	0.8719	1.63%	-0.40%	7.75%	16.42%	19.93%	50.43%	17.89%	9.16%	23.80%	-12.81%	51.08%
196	19764	中欧半导体产	8月5日	1.215	1.215	0.17%	-1.36%	5.47%	2.20%	5.81%	50.32%	---	---	5.40%	21.50%	49.23%
197	2872	华夏智胜价值	8月5日	1.9104	1.9104	0.88%	0.86%	8.43%	19.04%	24.08%	50.30%	20.43%	30.95%	23.67%	91.04%	48.57%
198	11592	博时军工主题	8月5日	1.727	1.727	-0.06%	0.35%	12.95%	24.42%	30.14%	50.30%	10.35%	-14.80%	27.64%	-5.83%	47.48%
199	18045	东方创新医疗	8月5日	1.1568	1.1568	1.84%	-1.20%	14.75%	26.90%	40.58%	50.19%	23.54%	---	37.42%	15.68%	46.76%
200	20142	路博迈中国医	8月5日	1.1643	1.1643	1.64%	0.60%	19.09%	39.05%	52.16%	50.19%	---	---	44.90%	16.43%	46.49%
201	10162	广发瑞安精选	8月5日	1.0016	1.0016	1.17%	1.48%	13.46%	22.15%	21.08%	50.07%	15.21%	5.61%	22.73%	0.16%	46.93%
202	14377	东吴新能源汽	8月5日	1.4326	1.4326	1.13%	-2.64%	9.61%	16.49%	15.28%	50.06%	24.76%	21.40%	20.63%	43.26%	48.59%
203	8084	海富通先进制	8月5日	1.2069	1.2069	-0.04%	-1.42%	10.28%	18.10%	15.71%	50.00%	0.37%	-17.97%	19.96%	20.69%	45.44%
204	519673	银河康乐股票	8月5日	2.713	2.713	-0.04%	0.52%	9.70%	21.28%	31.76%	49.97%	9.09%	0.89%	30.31%	171.30%	45.63%
205	8283	易方达金融行	8月5日	1.6242	1.6242	0.93%	-1.09%	3.98%	20.68%	25.35%	49.97%	32.75%	44.04%	23.76%	62.42%	52.14%
206	8382	融通产业趋势	8月5日	0.8369	0.8919	0.42%	-2.90%	11.35%	24.52%	33.31%	49.79%	-1.55%	-10.89%	33.63%	-12.23%	46.59%
207	7354	创金合信港股	8月5日	0.951	0.951	0.88%	-1.93%	6.67%	15.29%	23.99%	49.79%	24.56%	31.77%	24.80%	-4.90%	50.67%
208	2387	工银沪港深股	8月5日	1.1133	1.1813	1.36%	-2.08%	5.11%	12.65%	24.32%	49.74%	23.54%	6.12%	28.26%	18.13%	50.18%
209	20902	招商成长量化	8月5日	1.3796	1.3796	1.30%	1.07%	9.58%	21.98%	21.49%	49.73%	---	---	22.05%	37.96%	48.25%
210	160127	南方新兴消费	8月5日	0.8329	0.8329	1.23%	-0.61%	2.75%	8.73%	22.05%	49.53%	20.73%	9.49%	23.23%	293.84%	49.27%
211	18046	东方创新医疗	8月5日	1.1425	1.1425	1.84%	-1.21%	14.70%	26.69%	40.20%	49.40%	22.18%	---	36.97%	14.25%	45.99%
212	1877	宝盈国家安全	8月5日	1.5414	1.5414	0.06%	1.57%	14.80%	17.63%	15.84%	49.35%	28.84%	3.21%	21.53%	54.14%	47.70%
213	20143	路博迈中国医	8月5日	1.1529	1.1529	1.64%	0.58%	19.03%	38.84%	51.72%	49.26%	---	---	44.38%	15.29%	45.61%
214	16018	银河康乐股票	8月5日	2.656	2.656	-0.04%	0.49%	9.62%	21.06%	31.29%	48.88%	7.57%	-1.30%	29.81%	-4.01%	44.58%
215	7512	工银沪港深股	8月5日	1.0795	1.0795	1.36%	-2.09%	5.05%	12.47%	23.94%	48.79%	22.02%	4.16%	27.80%	-1.29%	49.23%
216	519606	国泰金鑫股票	8月5日	2.0444	2.2195	-0.03%	-3.30%	15.34%	14.89%	-1.37%	48.74%	14.37%	-8.16%	4.77%	104.44%	45.67%
217	160144	南方新兴消费	8月5日	0.8103	0.8103	1.24%	-0.63%	2.70%	8.58%	21.70%	48.71%	19.32%	7.57%	22.83%	-17.83%	48.43%
218	163110	申万菱信量化	8月5日	2.2018	3.2854	0.70%	0.60%	6.89%	14.34%	18.28%	48.60%	6.66%	3.01%	17.55%	273.17%	46.90%
219	9852	银华品质消费	8月5日	0.8377	0.8377	0.62%	-0.70%	-1.60%	3.74%	24.05%	48.53%	9.85%	1.04%	29.59%	-16.23%	48.13%
220	7357	创金合信港股	8月5日	0.9166	0.9166	0.88%	-1.95%	6.59%	15.05%	23.50%	48.53%	22.52%	28.61%	24.20%	-8.34%	49.41%
221	11685	创金合信先进	8月5日	1.3636	1.3636	0.24%	0.54%	5.78%	19.31%	24.93%	48.49%	25.99%	23.27%	23.67%	36.36%	45.25%
222	13613	宝盈国家安全	8月5日	1.5062	1.5062	0.07%	1.56%	14.74%	17.43%	15.49%	48.41%	27.25%	1.32%	21.10%	-12.57%	46.76%
223	519975	长信量化中小	8月5日	1.665	2.065	1.09%	1.15%	8.40%	19.10%	21.62%	48.40%	20.13%	2.15%	23.42%	128.57%	46.05%
224	309	大摩品质生活	8月5日	3.465	3.465	1.11%	0.12%	6.91%	12.24%	12.79%	48.33%	7.98%	-11.90%	11.49%	246.50%	44.56%
225	19026	易方达金融行	8月5日	1.5968	1.5968	0.94%	-1.10%	3.94%	20.54%	25.06%	48.14%	---	---	23.42%	43.74%	50.27%
226	11934	中航量化阿尔	8月5日	0.9657	0.9657	0.72%	0.24%	8.73%	18.59%	20.67%	48.07%	11.59%	4.21%	20.49%	-3.43%	46.94%
227	11824	浙商汇金量化	8月5日	1.081	1.081	0.57%	-0.19%	6.12%	13.96%	17.82%	48.04%	25.33%	18.09%	17.54%	8.10%	45.55%
228	13918	申万菱信量化	8月5日	2.1624	2.1624	0.70%	0.60%	6.86%	14.23%	18.05%	48.01%	5.49%	1.48%	17.27%	-11.37%	46.33%
229	12045	大成医药健康	8月5日	0.7818	0.7818	-0.90%	-1.87%	10.45%	34.10%	40.81%	47.87%	24.43%	-2.05%	38.94%	-21.82%	45.94%
230	688	景顺长城研究	8月5日	1.743	1.993	1.22%	-0.97%	6.48%	12.82%	7.93%	47.84%	41.59%	31.56%	12.23%	108.70%	45.61%
231	11686	创金合信先进	8月5日	1.3324	1.3324	0.25%	0.54%	5.74%	19.17%	24.63%	47.77%	24.73%	21.27%	23.31%	33.24%	44.54%
232	15593	国泰金鑫股票	8月5日	2.0017	2.0017	-0.04%	-3.32%	15.28%	14.70%	-1.70%	47.77%	12.78%	-9.98%	4.36%	10.88%	44.74%
233	19484	大摩品质生活	8月5日	3.44	3.44	1.09%	0.12%	6.90%	12.13%	12.57%	47.77%	---	---	11.25%	17.73%	43.93%
234	20331	红塔红土医药	8月5日	1.277	1.381	-0.26%	-3.08%	20.44%	30.57%	42.14%	47.34%	---	---	40.91%	38.47%	46.22%
235	11825	浙商汇金量化	8月5日	1.0591	1.0591	0.56%	-0.20%	6.07%	13.80%	17.53%	47.30%	24.09%	16.33%	17.20%	5.91%	44.84%
236	12046	大成医药健康	8月5日	0.7696	0.7696	-0.91%	-1.89%	10.42%	33.96%	40.51%	47.29%	23.41%	-3.24%	38.59%	-23.04%	45.34%
237	913	农银医疗保健	8月5日	1.9442	1.9442	-0.39%	-0.67%	13.36%	27.81%	49.06%	47.27%	18.81%	-1.49%	42.58%	94.42%	45.60%
238	13339	创金合信芯片	8月5日	1.0308	1.0308	0.18%	-1.42%	6.56%	1.62%	-0.40%	47.19%	18.80%	4.87%	4.82%	3.08%	45.55%
239	11935	中航量化阿尔	8月5日	0.9431	0.9431	0.73%	0.22%	8.66%	18.41%	20.31%	47.18%	10.27%	2.34%	20.06%	-5.69%	46.06%
240	780	鹏华医疗保健	8月5日	2.297	2.297	0.57%	-0.82%	12.43%	24.03%	44.56%	47.15%	14.34%	10.86%	44.74%	129.70%	45.20%
241	501219	华夏智胜先锋	8月5日	1.4269	1.4269	0.90%	0.50%	7.67%	19.30%	24.82%	47.13%	20.97%	37.11%	22.16%	42.69%	45.71%
242	12350	万家元贞量化	8月5日	1.0927	1.0927	0.83%	0.96%	9.32%	16.70%	21.65%	47.11%	6.53%	---	19.34%	9.27%	45.33%
243	18998	景顺长城研究	8月5日	1.723	1.723	1.23%	-0.98%	6.42%	12.69%	7.55%	47.01%	39.97%	---	11.81%	41.93%	44.67%
244	5259	建信龙头企业	8月5日	1.9214	1.9214	1.20%	-3.09%	1.89%	7.07%	11.19%	46.84%	18.31%	1.82%	13.27%	92.14%	46.84%
245	20332	红塔红土医药	8月5日	1.2755	1.3735	-0.26%	-3.09%	20.40%	30.44%	41.84%	46.76%	---	---	40.57%	37.70%	45.64%
246	14198	华夏智胜先锋	8月5日	1.4063	1.4063	0.90%	0.49%	7.63%	19.17%	24.56%	46.54%	20.00%	35.48%	21.86%	40.63%	45.11%
247	866	华宝制造股票	8月5日	2.326	2.326	0.43%	0.00%	6.60%	17.83%	22.36%	46.47%	15.61%	-0.30%	20.08%	132.60%	43.67%
248	13340	创金合信芯片	8月5日	1.0111	1.0111	0.18%	-1.42%	6.51%	1.49%	-0.64%	46.45%	17.60%	3.30%	4.51%	1.11%	44.84%
249	9126	嘉实基础产业	8月5日	1.4461	1.4461	1.55%	0.01%	8.81%	21.84%	33.05%	46.44%	24.90%	26.40%	29.65%	44.61%	45.41%
250	12351	万家元贞量化	8月5日	1.0796	1.0796	0.82%	0.94%	9.26%	16.54%	21.34%	46.37%	5.46%	---	18.98%	7.96%	44.58%
251	2332	汇丰晋信沪港	8月5日	1.4973	1.5523	0.86%	-1.89%	7.15%	16.58%	22.85%	46.35%	24.78%	10.10%	22.20%	57.41%	45.98%
252	1541	汇添富民营新	8月5日	1.713	1.713	0.12%	0.59%	9.60%	16.29%	18.14%	46.29%	8.62%	6.00%	18.96%	71.30%	44.44%
253	9537	太平行业优选	8月5日	0.8812	0.9312	0.10%	-0.38%	5.42%	5.80%	2.57%	46.23%	21.90%	14.23%	10.38%	-7.70%	42.94%
254	3145	国联竞争优势	8月5日	2.0053	2.0053	0.41%	-0.87%	6.64%	14.11%	16.77%	46.17%	9.39%	2.84%	18.22%	100.53%	44.20%
255	2289	华商改革创新	8月5日	2.3752	2.3752	0.15%	0.89%	6.65%	12.25%	11.75%	46.08%	15.40%	0.41%	14.45%	137.52%	44.23%
256	1072	华安智能装备	8月5日	2.554	2.607	0.75%	0.39%	11.43%	16.04%	13.56%	45.94%	26.37%	21.73%	12.76%	168.40%	43.32%
257	5825	申万菱信智能	8月5日	3.2702	3.7126	0.62%	1.45%	13.58%	22.58%	17.57%	45.86%	19.77%	4.52%	23.18%	281.40%	45.21%
258	6106	景顺长城量化	8月5日	1.1567	1.1567	0.91%	-2.04%	4.95%	12.24%	22.01%	45.63%	28.48%	37.92%	22.31%	15.67%	45.44%
259	4040	金鹰医疗健康	8月5日	1.2682	1.5682	-2.02%	-1.49%	14.42%	13.65%	38.09%	45.57%	7.73%	-10.53%	37.73%	42.84%	42.65%
260	9538	太平行业优选	8月5日	0.8595	0.9095	0.10%	-0.39%	5.37%	5.65%	2.32%	45.51%	20.68%	12.53%	10.07%	-9.95%	42.23%
261	854	鹏华养老产业	8月5日	2.843	2.843	0.57%	-0.87%	12.28%	23.72%	43.95%	45.42%	5.88%	-10.17%	43.37%	184.30%	43.37%
262	2333	汇丰晋信沪港	8月5日	1.4253	1.4803	0.86%	-1.91%	7.11%	16.46%	22.59%	45.41%	23.35%	8.32%	21.87%	49.93%	45.02%
263	9127	嘉实基础产业	8月5日	1.4051	1.4051	1.55%	-0.01%	8.76%	21.67%	32.72%	45.38%	23.37%	24.24%	29.26%	40.51%	44.35%
264	11104	光大保德信智	8月5日	0.8709	0.8709	1.01%	-0.29%	9.27%	6.98%	10.05%	45.37%	3.94%	-13.12%	18.34%	-12.91%	43.83%
265	15159	申万菱信智能	8月5日	3.2074	3.6639	0.62%	1.44%	13.54%	22.45%	17.34%	45.26%	18.81%	3.25%	22.86%	-1.67%	44.61%
266	16847	中欧高端装备	8月5日	1.1579	1.1579	-0.10%	0.90%	12.56%	31.80%	47.63%	45.21%	31.39%	---	37.60%	15.79%	42.35%
267	8009	华商高端装备	8月5日	2.4912	2.4912	-0.77%	-2.29%	10.53%	23.50%	29.45%	45.15%	20.63%	4.21%	26.83%	149.12%	43.66%
268	13622	华安智能装备	8月5日	2.495	2.495	0.77%	0.36%	11.38%	15.88%	13.25%	45.14%	24.94%	19.55%	12.39%	2.42%	42.49%
269	16052	华商改革创新	8月5日	2.3215	2.3215	0.15%	0.88%	6.59%	12.07%	11.43%	45.11%	13.48%	-1.84%	14.04%	-3.15%	43.28%
270	18462	光大保德信智	8月5日	0.8654	0.8654	1.00%	-0.28%	9.24%	6.91%	9.95%	45.10%	3.32%	---	18.26%	25.55%	43.59%
271	1878	嘉实沪港深精	8月5日	2.658	2.726	1.41%	-0.78%	7.31%	20.76%	24.55%	45.09%	34.11%	42.67%	21.81%	177.88%	45.17%
272	17165	易米低碳经济	8月5日	0.8096	0.8096	0.70%	-0.75%	5.13%	11.24%	9.23%	45.04%	-12.93%	---	6.89%	-19.04%	40.68%
273	4041	金鹰医疗健康	8月5日	1.3024	1.6124	-2.02%	-1.50%	14.38%	13.52%	37.81%	44.98%	6.86%	-11.60%	37.40%	46.52%	42.07%
274	8294	朱雀企业优胜	8月5日	1.4352	1.4352	1.28%	-1.23%	7.31%	8.87%	14.40%	44.90%	5.48%	-5.69%	18.73%	43.52%	43.08%
275	16848	中欧高端装备	8月5日	1.1424	1.1424	-0.11%	0.89%	12.52%	31.64%	47.29%	44.50%	30.08%	---	37.21%	14.24%	41.67%
276	17166	易米低碳经济	8月5日	0.7999	0.7999	0.69%	-0.76%	5.08%	11.10%	8.95%	44.31%	-13.79%	---	6.57%	-20.01%	39.97%
277	16050	华商高端装备	8月5日	2.4446	2.4446	-0.78%	-2.31%	10.48%	23.30%	29.06%	44.29%	19.20%	2.32%	26.38%	2.35%	42.82%
278	17931	富达传承6个	8月5日	1.2478	1.2478	1.16%	0.82%	10.21%	17.84%	24.07%	44.29%	22.07%	---	23.07%	24.82%	44.32%
279	3745	广发多元新兴	8月5日	1.7587	1.7587	-0.34%	1.12%	10.26%	20.20%	23.28%	44.18%	6.50%	-22.89%	18.86%	75.87%	41.58%
280	17038	富国中证10	8月5日	1.1781	1.1781	0.93%	1.01%	8.18%	17.14%	20.08%	43.92%	13.44%	---	18.25%	17.81%	42.42%
281	9017	银华港股通精	8月5日	1.0993	1.0993	1.33%	-1.96%	8.28%	20.44%	25.55%	43.87%	14.67%	8.34%	26.78%	9.93%	43.81%
282	1956	国联安科技动	8月5日	1.6209	1.6209	0.62%	-4.17%	18.48%	30.77%	12.81%	43.77%	2.93%	-23.89%	7.94%	62.09%	40.65%
283	4784	招商稳健优选	8月5日	3.1055	3.1055	0.27%	-1.52%	14.48%	17.33%	16.22%	43.75%	13.61%	4.16%	14.81%	210.55%	41.88%
284	8295	朱雀企业优胜	8月5日	1.3781	1.3781	1.29%	-1.24%	7.25%	8.64%	13.95%	43.75%	3.81%	-7.92%	18.17%	37.81%	41.96%
285	16013	南方碳中和股	8月5日	0.9338	0.9338	0.09%	-2.12%	9.83%	13.08%	8.87%	43.51%	5.74%	---	10.29%	-6.62%	41.38%
286	17932	富达传承6个	8月5日	1.2315	1.2315	1.16%	0.81%	10.15%	17.66%	23.71%	43.50%	20.68%	---	22.63%	23.20%	43.55%
287	580008	东吴新产业精	8月5日	3.4743	3.4743	1.24%	-1.28%	9.85%	26.95%	26.80%	43.36%	29.69%	2.25%	28.35%	247.43%	43.04%
288	5826	华夏潜龙精选	8月5日	1.8442	1.8442	0.07%	-1.30%	7.30%	15.72%	9.31%	43.22%	18.83%	-8.69%	10.12%	84.42%	41.18%
289	17039	富国中证10	8月5日	1.159	1.159	0.93%	1.00%	8.14%	16.95%	19.73%	43.09%	12.08%	---	17.83%	15.90%	41.60%
290	3984	嘉实新能源新	8月5日	1.8065	1.8065	0.46%	-3.89%	2.33%	5.58%	7.00%	42.94%	-16.81%	-41.27%	5.97%	80.65%	41.18%
291	16014	南方碳中和股	8月5日	0.9236	0.9236	0.09%	-2.13%	9.78%	12.95%	8.66%	42.93%	4.91%	---	10.02%	-7.64%	40.81%
292	3069	光大创业板量	8月5日	1.4686	1.4686	0.58%	-1.92%	7.75%	16.81%	13.42%	42.92%	9.09%	-12.03%	9.52%	46.86%	41.18%
293	19863	招商稳健优选	8月5日	3.1883	3.1883	0.27%	-1.53%	14.42%	17.14%	15.87%	42.88%	---	---	14.41%	28.70%	41.03%
294	11882	招商蓝筹精选	8月5日	0.7893	0.7893	1.00%	-0.27%	6.60%	14.18%	20.14%	42.76%	14.13%	-8.64%	22.07%	-21.07%	41.73%
295	11470	东吴新产业精	8月5日	3.4161	3.4161	1.24%	-1.28%	9.81%	26.79%	26.53%	42.75%	28.62%	1.00%	28.01%	-3.95%	42.43%
296	761	国富健康优质	8月5日	1.6389	1.6389	0.81%	0.31%	7.01%	9.01%	20.89%	42.65%	6.77%	3.96%	20.74%	63.89%	41.58%
297	8107	华商医药医疗	8月5日	1.2527	1.2527	2.51%	-2.24%	14.93%	30.76%	47.34%	42.55%	25.96%	13.11%	43.33%	25.27%	40.96%
298	2980	华夏创新前沿	8月5日	2.685	2.685	-0.04%	-1.25%	10.22%	15.93%	13.15%	42.36%	11.74%	11.41%	12.06%	168.50%	40.72%
299	3070	光大创业板量	8月5日	1.3277	1.3277	0.58%	-1.93%	7.71%	16.67%	13.16%	42.29%	8.12%	-13.16%	9.21%	32.77%	40.56%
300	3985	嘉实新能源新	8月5日	1.7438	1.7438	0.46%	-3.90%	2.29%	5.44%	6.74%	42.23%	-17.64%	-42.14%	5.66%	74.38%	40.48%
301	17650	中庚港股通价	8月5日	1.1173	1.1173	1.36%	-1.07%	7.43%	17.24%	25.51%	42.10%	3.44%	---	27.20%	11.73%	40.24%
302	5209	东吴双三角股	8月5日	0.6053	0.6053	1.89%	0.27%	24.73%	43.47%	31.93%	42.09%	8.93%	-27.00%	32.54%	-39.47%	38.42%
303	697	汇添富移动互	8月5日	1.764	1.764	-0.17%	-0.06%	13.37%	19.43%	13.73%	42.03%	2.14%	-0.68%	16.67%	76.40%	40.33%
304	1070	建信信息产业	8月5日	2.646	2.646	-0.45%	-0.71%	9.93%	18.18%	18.60%	41.95%	5.29%	-9.41%	20.55%	164.60%	41.20%
305	1476	中银智能制造	8月5日	2.034	2.034	0.99%	0.84%	11.45%	12.00%	17.03%	41.94%	8.65%	-9.03%	18.05%	103.40%	40.66%
306	7479	光大保德信量	8月5日	1.068	1.068	0.95%	0.27%	4.72%	12.80%	19.88%	41.85%	4.85%	---	19.13%	12.33%	40.60%
307	7685	华商电子行业	8月5日	1.7188	1.7188	0.40%	-1.92%	6.92%	8.70%	6.92%	41.82%	22.82%	2.93%	8.61%	71.88%	39.97%
308	14863	建信信息产业	8月5日	2.614	2.614	-0.49%	-0.76%	9.88%	18.07%	18.39%	41.68%	4.69%	-10.39%	20.24%	-11.21%	40.92%
309	10322	大摩新兴产业	8月5日	0.9876	0.9876	0.52%	-0.45%	5.36%	4.84%	2.35%	41.63%	6.83%	-14.16%	3.13%	-1.24%	38.42%
310	11122	汇添富ESG	8月5日	0.7255	0.7255	0.83%	-1.31%	7.47%	18.49%	17.22%	41.62%	20.86%	-12.78%	22.63%	-27.45%	42.06%
311	1188	鹏华改革红利	8月5日	1.399	1.399	0.50%	-0.92%	4.56%	4.64%	11.65%	41.60%	19.17%	7.04%	15.62%	39.90%	40.18%
312	11883	招商蓝筹精选	8月5日	0.7642	0.7642	1.00%	-0.27%	6.52%	13.94%	19.67%	41.60%	12.30%	-10.81%	21.49%	-23.58%	40.58%
313	5210	东吴双三角股	8月5日	0.5817	0.5817	1.87%	0.24%	24.67%	43.31%	31.61%	41.46%	7.88%	-28.05%	32.14%	-41.83%	37.81%
314	12181	中银智能制造	8月5日	2.001	2.001	0.96%	0.81%	11.35%	11.85%	16.74%	41.31%	7.75%	-10.15%	17.71%	25.77%	40.03%
315	5303	嘉实医药健康	8月5日	1.864	1.864	1.87%	-2.32%	13.11%	29.81%	40.21%	41.22%	19.86%	-5.27%	36.80%	86.40%	39.60%
316	15198	汇添富移动互	8月5日	1.73	1.73	-0.17%	-0.12%	13.29%	19.23%	13.44%	41.11%	1.05%	-2.32%	16.26%	-5.05%	39.40%
317	164205	天弘文化新兴	8月5日	2.6288	3.0567	0.70%	-0.86%	3.31%	6.37%	7.39%	41.05%	24.22%	14.82%	11.18%	205.67%	39.55%
318	5310	广发电子信息	8月5日	2.4401	2.4401	0.02%	0.17%	11.72%	19.01%	8.91%	41.02%	2.63%	33.72%	11.45%	144.01%	38.52%
319	14185	招商专精特新	8月5日	0.98	0.98	0.53%	0.36%	7.68%	2.67%	7.44%	40.99%	10.36%	-10.53%	13.70%	-2.00%	39.58%
320	360001	光大保德信量	8月5日	1.068	3.4897	0.95%	0.28%	4.65%	12.81%	19.57%	40.93%	4.98%	-0.51%	18.88%	427.17%	39.70%
321	11923	大成消费精选	8月5日	0.8405	0.8405	0.59%	-1.22%	1.34%	8.75%	21.04%	40.83%	14.34%	-3.09%	20.67%	-15.95%	40.58%
322	6081	海富通电子传	8月5日	2.5389	2.5389	1.00%	0.08%	17.96%	31.43%	25.75%	40.78%	-0.51%	-19.78%	22.75%	153.89%	38.29%
323	17073	嘉实清洁能源	8月5日	0.7341	0.7341	0.55%	-3.36%	4.29%	11.35%	7.21%	40.71%	-17.89%	---	5.40%	-26.59%	39.32%
324	21316	民生加银智选	8月5日	1.3725	1.3725	0.61%	0.03%	6.20%	13.85%	16.68%	40.62%	---	---	15.00%	37.25%	39.07%
325	11123	汇添富ESG	8月5日	0.7019	0.7019	0.83%	-1.32%	7.39%	18.24%	16.77%	40.52%	18.95%	-14.83%	22.07%	-29.81%	40.97%
326	15475	天弘文化新兴	8月5日	1.1999	1.1999	0.70%	-0.87%	3.28%	6.26%	7.18%	40.50%	23.26%	13.48%	10.92%	19.99%	39.02%
327	9877	中银内核驱动	8月5日	0.7058	0.7058	2.04%	0.43%	4.52%	12.73%	22.32%	40.49%	-3.32%	-17.33%	23.03%	-29.42%	39.46%
328	4640	华夏节能环保	8月5日	1.8696	1.8696	0.58%	1.03%	9.14%	20.01%	19.55%	40.48%	-7.18%	-21.72%	16.81%	86.96%	36.56%
329	16336	博时卓远成长	8月5日	1.2635	1.2635	0.45%	1.26%	5.27%	11.29%	18.37%	40.48%	18.28%	---	18.55%	26.35%	39.18%
330	10236	广发电子信息	8月5日	2.3961	2.3961	0.02%	0.16%	11.68%	18.88%	8.69%	40.47%	1.81%	32.14%	11.19%	43.42%	37.97%
331	1028	华安物联网主	8月5日	1.25	1.25	0.48%	-0.87%	6.93%	12.11%	9.75%	40.45%	5.04%	-5.09%	9.46%	25.00%	38.89%
332	10128	宝盈发展新动	8月5日	1.1827	1.1827	2.04%	3.09%	2.80%	15.28%	22.66%	40.36%	23.39%	-7.66%	27.96%	18.27%	41.52%
333	540007	汇丰晋信中小	8月5日	2.9598	2.9798	0.63%	-1.07%	4.53%	12.29%	19.51%	40.29%	36.18%	46.84%	24.87%	201.40%	40.04%
