序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
1680	15292	金元顺安产业	8月5日	0.821	0.821	0.27%	-1.84%	7.19%	15.57%	13.60%	41.14%	---	---	13.82%	-17.90%	40.13%
1681	15688	九泰泰富灵活	8月5日	1.4747	1.4747	0.29%	-0.99%	3.84%	1.35%	-2.99%	41.12%	1.16%	-24.77%	1.30%	-12.49%	38.35%
1682	1734	广发百发大数	8月5日	1.538	1.595	0.98%	1.12%	6.22%	17.05%	21.58%	41.10%	9.94%	23.46%	21.20%	60.13%	39.56%
1683	5255	浦银安盛港股	8月5日	0.988	0.988	0.82%	-2.02%	8.08%	10.95%	14.47%	41.10%	22.60%	12.06%	22.67%	-1.20%	41.85%
1684	8532	惠升惠民混合	8月5日	0.9697	1.1351	0.92%	-1.94%	1.68%	10.57%	12.55%	41.09%	7.00%	-4.60%	14.26%	12.15%	40.54%
1685	5844	东方人工智能	8月5日	1.1508	1.1508	0.13%	-2.85%	4.71%	7.13%	15.86%	41.05%	13.18%	-1.57%	11.65%	15.08%	38.17%
1686	13145	浙商汇金先进	8月5日	0.824	2.15	0.41%	-2.85%	7.45%	7.78%	5.99%	41.05%	7.47%	-8.23%	5.51%	-21.86%	39.47%
1687	15772	银华互联网主	8月5日	1.512	1.512	0.87%	1.34%	9.88%	16.49%	14.11%	41.04%	-1.75%	-35.02%	17.39%	-25.15%	39.87%
1688	13734	红塔红土盛丰	8月5日	1.4525	1.4525	0.35%	-0.67%	7.07%	17.68%	14.70%	41.02%	32.82%	39.42%	15.96%	45.25%	39.72%
1689	13895	宝盈成长精选	8月5日	0.8766	0.8766	1.49%	1.52%	2.90%	10.32%	14.10%	41.02%	14.48%	3.53%	14.81%	-12.34%	40.26%
1690	11790	建信创新驱动	8月5日	0.8181	0.8181	0.86%	-1.71%	10.45%	16.69%	18.67%	40.98%	3.00%	-8.35%	23.41%	-18.19%	40.69%
1691	17795	交银启盛混合	8月5日	1.1134	1.1134	0.33%	-0.22%	12.32%	23.83%	17.16%	40.97%	11.14%	---	17.66%	11.34%	39.93%
1692	14845	中银新趋势灵	8月5日	1.528	1.528	0.59%	1.80%	14.29%	16.46%	8.37%	40.96%	5.52%	-1.80%	13.61%	2.07%	38.78%
1693	15102	东方红ESG	8月5日	0.9108	0.9108	0.72%	-0.51%	5.16%	8.65%	12.85%	40.95%	8.43%	-9.72%	15.75%	-8.92%	40.23%
1694	11978	格林研究优选	8月5日	1.0211	1.0211	0.63%	0.93%	9.76%	16.19%	20.16%	40.94%	18.62%	17.03%	16.10%	2.11%	39.86%
1695	13107	华夏先进制造	8月5日	1.136	1.136	0.11%	-1.76%	5.64%	14.82%	15.91%	40.93%	25.01%	9.00%	15.42%	13.60%	39.57%
1696	19089	华润元大信息	8月5日	3.5166	3.5166	-0.42%	-3.08%	13.14%	15.68%	20.36%	40.93%	---	---	15.54%	43.49%	38.42%
1697	14708	天弘臻选健康	8月5日	1.2469	1.2469	1.42%	-3.94%	17.78%	30.10%	38.16%	40.92%	27.99%	22.57%	33.59%	24.69%	38.01%
1698	8980	中邮科技创新	8月5日	1.5489	1.8658	-0.14%	-1.54%	2.99%	5.48%	-1.16%	40.90%	19.86%	3.41%	4.02%	95.56%	39.70%
1699	163822	中银主题策略	8月5日	4.059	4.159	0.72%	0.05%	5.26%	11.51%	13.22%	40.89%	-2.36%	-4.47%	18.20%	322.37%	39.10%
1700	20148	兴银价值平衡	8月5日	1.2973	1.2973	0.50%	-0.57%	7.99%	13.90%	18.31%	40.89%	---	---	18.93%	29.73%	39.98%
1701	1056	北信瑞丰健康	8月5日	1.22	1.22	1.08%	0.99%	8.54%	15.75%	29.10%	40.88%	-2.71%	-19.04%	28.15%	22.00%	35.86%
1702	16174	汇丰晋信策略	8月5日	1.3267	1.3267	0.48%	-0.20%	6.09%	12.01%	17.51%	40.88%	16.14%	---	16.24%	32.67%	39.96%
1703	14812	平安兴奕成长	8月5日	0.9062	0.9062	0.19%	-3.66%	19.90%	25.46%	18.72%	40.85%	6.83%	-14.67%	22.48%	-9.38%	40.85%
1704	8545	泓德丰润三年	8月5日	0.9436	1.1536	0.53%	-1.55%	4.93%	9.40%	12.76%	40.84%	-2.17%	-4.50%	12.90%	13.58%	39.28%
1705	13085	申万菱信乐同	8月5日	0.7339	0.7339	1.07%	-2.15%	7.08%	12.79%	11.96%	40.84%	-7.76%	-16.11%	14.07%	-26.61%	38.42%
1706	13514	长安先进制造	8月5日	0.6675	0.6675	2.16%	0.50%	6.95%	2.93%	4.36%	40.82%	-1.87%	-9.96%	16.33%	-33.25%	37.97%
1707	14473	景顺长城远见	8月5日	1.2086	1.2086	0.80%	-0.02%	11.43%	14.74%	11.46%	40.81%	8.63%	6.27%	16.67%	20.86%	39.45%
1708	5701	摩根香港精选	8月5日	1.0794	1.0794	1.50%	-1.94%	5.70%	13.51%	20.71%	40.79%	19.02%	16.35%	25.76%	7.94%	41.67%
1709	12844	工银瑞信恒兴	8月5日	0.805	0.805	0.76%	0.86%	7.65%	11.08%	15.36%	40.78%	8.46%	-8.48%	11.25%	-19.50%	39.47%
1710	11579	汇丰晋信核心	8月5日	0.7932	0.7932	1.34%	-3.27%	6.03%	18.46%	16.89%	40.76%	-8.36%	-25.49%	11.72%	-20.68%	38.02%
1711	13293	长城健康消费	8月5日	0.7028	0.7028	1.30%	-0.40%	3.96%	10.97%	27.04%	40.76%	-2.09%	-22.26%	25.52%	-29.72%	39.50%
1712	14975	华安科技动力	8月5日	5.736	5.736	0.58%	-0.57%	9.36%	14.13%	10.35%	40.76%	21.86%	13.14%	9.59%	38.79%	38.25%
1713	541	华商创新成长	8月5日	2.359	2.614	0.34%	-1.99%	5.41%	13.91%	25.48%	40.75%	9.62%	-10.06%	28.56%	187.25%	40.25%
1714	9883	华润元大核心	8月5日	0.7719	0.7719	0.40%	-2.78%	10.22%	13.67%	19.66%	40.75%	24.40%	-1.81%	14.36%	-22.81%	38.01%
1715	660015	农银行业轮动	8月5日	7.81	7.91	0.41%	-0.20%	8.84%	14.00%	14.19%	40.74%	8.29%	4.77%	14.49%	745.23%	38.56%
1716	10793	华安成长先锋	8月5日	0.9877	0.9877	0.62%	0.00%	8.91%	19.46%	22.89%	40.70%	-3.89%	-24.96%	18.63%	-1.23%	37.72%
1717	1479	中邮风格轮动	8月5日	2.417	2.54	0.46%	-1.79%	2.76%	3.96%	0.37%	40.69%	12.63%	6.85%	6.90%	170.15%	38.99%
1718	9024	海富通科技创	8月5日	0.7812	1.0412	0.01%	-3.85%	18.38%	18.06%	19.58%	40.68%	-21.11%	-36.41%	22.14%	-1.52%	35.16%
1719	12476	平安优质企业	8月5日	0.7345	0.7345	0.56%	-1.20%	11.61%	22.21%	17.05%	40.68%	8.80%	-11.99%	17.22%	-26.55%	39.40%
1720	166	中海信息产业	8月5日	1.1158	1.6292	0.48%	2.70%	11.77%	12.92%	1.66%	40.64%	-10.73%	-17.91%	7.28%	60.09%	38.13%
1721	13784	兴银竞争优势	8月5日	1.0935	1.0935	0.14%	-0.72%	9.94%	13.27%	17.34%	40.59%	9.01%	---	16.96%	9.35%	38.95%
1722	10091	中信建投医药	8月5日	0.8359	0.8359	-1.02%	-2.00%	13.99%	37.24%	49.62%	40.58%	29.10%	-5.52%	47.45%	-16.41%	37.48%
1723	5541	前海开源盛鑫	8月5日	1.524	2.649	0.81%	0.88%	13.42%	3.41%	12.98%	40.58%	23.30%	17.31%	44.32%	181.02%	40.94%
1724	160812	长盛同益成长	8月5日	2.142	5.457	0.23%	-1.74%	5.47%	12.09%	15.10%	40.55%	12.15%	-1.70%	13.63%	114.20%	40.37%
1725	3152	华富天鑫灵活	8月5日	1.5048	1.7048	0.43%	-0.02%	2.16%	3.29%	2.84%	40.54%	-0.45%	-9.01%	6.39%	71.91%	38.33%
1726	17965	招商匠心优选	8月5日	1.3885	1.3885	1.51%	0.54%	7.15%	14.39%	28.61%	40.54%	33.97%	---	29.25%	38.85%	39.38%
1727	9804	国泰研究优势	8月5日	0.9616	0.9616	2.37%	2.41%	6.55%	11.85%	5.53%	40.52%	-12.29%	-23.76%	12.40%	-3.84%	37.88%
1728	10345	华泰柏瑞成长	8月5日	0.621	0.621	0.66%	-0.21%	4.05%	10.46%	17.28%	40.50%	-17.50%	-47.63%	14.72%	-37.90%	39.21%
1729	10225	东方红启航三	8月5日	4.4107	4.4107	0.70%	-0.55%	5.17%	8.37%	12.67%	40.50%	9.08%	-8.05%	15.31%	-5.21%	39.75%
1730	17811	东方人工智能	8月5日	1.1403	1.1403	0.13%	-2.86%	4.67%	7.01%	15.63%	40.50%	12.28%	---	11.38%	23.37%	37.62%
1731	10246	华泰柏瑞量化	8月5日	2.186	2.186	0.64%	0.00%	8.33%	17.27%	17.02%	40.49%	12.10%	9.79%	16.46%	21.78%	38.88%
1732	8981	中邮科技创新	8月5日	1.5237	1.838	-0.14%	-1.54%	2.97%	5.40%	-1.31%	40.48%	19.13%	2.48%	3.84%	92.39%	39.28%
1733	5542	前海开源盛鑫	8月5日	1.5301	2.6401	0.81%	0.88%	13.42%	3.39%	12.92%	40.47%	23.13%	17.05%	44.27%	179.46%	40.83%
1734	10622	恒越成长精选	8月5日	0.6533	0.6533	0.93%	0.18%	17.35%	35.01%	28.75%	40.46%	0.20%	-37.36%	32.14%	-34.67%	39.56%
1735	233006	大摩领先优势	8月5日	3.0622	3.0622	0.40%	0.16%	6.12%	10.08%	5.92%	40.43%	1.03%	-14.37%	8.34%	206.22%	37.76%
1736	17049	富安达产业优	8月5日	0.7673	0.7673	0.81%	-0.14%	7.42%	5.28%	17.40%	40.43%	-10.16%	---	39.03%	-23.27%	38.00%
1737	2137	诺安利鑫灵活	8月5日	2.0318	2.0318	0.80%	0.30%	6.15%	11.34%	22.10%	40.42%	30.60%	34.30%	20.62%	103.18%	38.43%
1738	20001	国泰金鹰增长	8月5日	1.1703	5.0951	2.39%	2.42%	6.77%	12.05%	5.22%	40.42%	-12.46%	-23.63%	11.94%	1380.54%	37.75%
1739	13896	宝盈成长精选	8月5日	0.8612	0.8612	1.48%	1.51%	2.85%	10.17%	13.81%	40.42%	13.42%	2.05%	14.48%	-13.88%	39.67%
1740	16508	长城数字经济	8月5日	0.968	0.968	0.52%	0.25%	12.06%	17.19%	8.74%	40.41%	1.09%	---	14.60%	-3.20%	38.27%
1741	5743	长安裕隆混合	8月5日	2.4156	2.4156	1.67%	0.85%	4.63%	0.32%	3.35%	40.39%	-2.82%	-15.22%	15.13%	141.56%	37.66%
1742	19690	华商产业机遇	8月5日	1.2402	1.2402	0.67%	-1.70%	8.50%	12.24%	18.43%	40.39%	---	---	18.83%	24.02%	40.01%
1743	8174	国泰蓝筹精选	8月5日	1.2573	1.2573	0.26%	-1.08%	4.43%	6.69%	12.93%	40.37%	4.52%	3.24%	7.44%	25.73%	40.20%
1744	14709	天弘臻选健康	8月5日	1.2302	1.2302	1.41%	-3.96%	17.73%	29.97%	37.88%	40.37%	26.97%	21.11%	33.28%	23.02%	37.47%
1745	18281	山证资管创新	8月5日	1.3124	1.3124	-1.08%	1.02%	9.62%	17.02%	14.92%	40.35%	---	---	15.12%	31.24%	39.54%
1746	11131	富国沪港深价	8月5日	1.249	1.409	1.30%	-1.34%	4.17%	12.73%	29.43%	40.34%	23.79%	2.46%	29.56%	-20.30%	40.65%
1747	18282	山证资管创新	8月5日	1.305	1.305	-1.08%	1.02%	9.72%	17.45%	15.18%	40.34%	---	---	15.31%	30.50%	39.53%
1748	15386	中银主题策略	8月5日	4.005	4.005	0.73%	0.05%	5.26%	11.40%	13.01%	40.33%	-3.12%	-5.61%	17.97%	6.74%	38.53%
1749	11550	湘财创新成长	8月5日	0.648	0.648	-0.41%	1.27%	7.98%	6.14%	7.11%	40.32%	-13.36%	-36.41%	8.34%	-35.20%	38.23%
1750	16175	汇丰晋信策略	8月5日	1.309	1.309	0.48%	-0.21%	6.04%	11.85%	17.22%	40.32%	15.10%	---	15.90%	30.90%	39.40%
1751	654	华商新锐产业	8月5日	1.81	1.83	0.00%	0.89%	10.97%	14.70%	18.22%	40.31%	8.84%	1.51%	18.77%	84.28%	39.55%
1752	6227	华宝科技先锋	8月5日	1.2788	1.2788	0.51%	-1.20%	3.98%	10.53%	2.95%	40.31%	17.55%	-3.78%	7.09%	27.88%	38.17%
1753	12130	景顺长城先进	8月5日	0.8448	0.8448	0.51%	-0.47%	5.89%	14.49%	11.22%	40.29%	8.36%	-1.70%	11.69%	-15.52%	38.15%
1754	519093	新华钻石品质	8月5日	2.7808	2.7808	0.78%	0.58%	2.76%	8.83%	12.56%	40.27%	7.56%	4.48%	13.22%	178.08%	39.84%
1755	6608	泓德研究优选	8月5日	1.3483	1.7883	0.54%	-1.48%	5.64%	9.58%	12.29%	40.27%	5.35%	5.78%	12.85%	90.20%	38.83%
1756	2411	华夏新机遇混	8月5日	1.3	1.709	0.70%	-0.15%	6.38%	16.18%	16.70%	40.24%	26.58%	19.62%	14.44%	86.17%	39.04%
1757	523	国投瑞银医疗	8月5日	1.056	2.381	0.55%	-1.05%	13.15%	19.32%	35.32%	40.24%	27.08%	-2.85%	32.48%	152.90%	37.50%
1758	13086	申万菱信乐同	8月5日	0.7224	0.7224	1.06%	-2.17%	7.02%	12.66%	11.72%	40.24%	-8.50%	-17.12%	13.78%	-27.76%	37.84%
1759	15103	东方红ESG	8月5日	0.8953	0.8953	0.72%	-0.52%	5.12%	8.49%	12.57%	40.24%	7.34%	-11.07%	15.40%	-10.47%	39.52%
1760	16504	广发核心竞争	8月5日	1.1884	1.1884	2.13%	-1.08%	9.00%	21.44%	32.46%	40.22%	19.80%	---	28.87%	18.84%	39.61%
1761	13224	浦银安盛港股	8月5日	0.9712	0.9712	0.82%	-2.03%	8.06%	10.88%	14.30%	40.20%	21.32%	10.39%	22.41%	-22.53%	40.96%
1762	11202	财通优势行业	8月5日	0.7354	0.7354	0.73%	-2.85%	11.83%	29.88%	27.56%	40.18%	6.09%	-15.17%	24.69%	-26.46%	36.13%
1763	15006	中欧量化动力	8月5日	1.0701	1.0909	1.11%	0.90%	6.88%	14.07%	16.77%	40.18%	12.33%	0.57%	15.54%	9.20%	39.44%
1764	5742	南方成安优选	8月5日	1.6906	1.6906	0.88%	-0.75%	8.10%	20.17%	26.97%	40.16%	28.43%	-5.48%	26.27%	69.06%	39.71%
1765	15850	农银行业轮动	8月5日	7.7091	7.7091	0.41%	-0.21%	8.80%	13.88%	13.96%	40.16%	7.38%	3.49%	14.22%	21.17%	37.99%
1766	13221	中欧新兴价值	8月5日	0.9134	0.9134	0.23%	-3.75%	2.56%	5.95%	20.34%	40.14%	2.61%	-8.36%	13.95%	-8.66%	38.90%
1767	8861	西部利得港股	8月5日	0.6754	0.6754	1.55%	-1.23%	8.31%	15.89%	26.60%	40.10%	6.58%	-14.37%	30.19%	-32.46%	35.98%
1768	18848	中海信息产业	8月5日	1.1095	1.1095	0.47%	2.68%	11.72%	12.80%	1.45%	40.09%	-11.23%	---	7.02%	-8.97%	37.60%
1769	9983	永赢港股通品	8月5日	0.8849	0.8849	2.43%	-1.63%	8.42%	21.40%	37.28%	40.08%	28.01%	25.30%	32.97%	-11.51%	40.57%
1770	13108	华夏先进制造	8月5日	1.1108	1.1108	0.11%	-1.77%	5.58%	14.63%	15.56%	40.06%	23.52%	7.03%	15.03%	11.08%	38.73%
1771	590008	中邮战略新兴	8月5日	5.585	5.585	0.58%	0.76%	7.30%	17.11%	6.20%	40.05%	18.28%	9.90%	10.66%	458.50%	38.45%
1772	8984	财通科技创新	8月5日	1.1456	1.1456	1.26%	-1.74%	14.67%	34.95%	27.27%	40.05%	21.70%	-12.30%	21.57%	14.56%	36.32%
1773	20693	长城健康消费	8月5日	0.6963	0.6963	1.29%	-0.41%	3.91%	10.91%	26.81%	40.04%	---	---	25.21%	32.78%	38.79%
1774	10623	恒越成长精选	8月5日	0.6445	0.6445	0.91%	0.17%	17.31%	34.89%	28.57%	40.02%	-0.42%	-37.93%	31.88%	-35.55%	39.11%
1775	10093	西部利得港股	8月5日	0.6723	0.6723	1.56%	-1.23%	8.30%	15.85%	26.54%	39.98%	6.36%	-14.62%	30.11%	-33.91%	35.85%
1776	12845	工银瑞信恒兴	8月5日	0.7861	0.7861	0.77%	0.86%	7.60%	10.91%	15.03%	39.95%	7.17%	-10.11%	10.86%	-21.39%	38.64%
1777	14521	诺安利鑫灵活	8月5日	2.0045	2.0045	0.80%	0.29%	6.11%	11.23%	21.86%	39.88%	29.56%	32.70%	20.36%	18.02%	37.91%
1778	17086	嘉实ESG可	8月5日	1.1487	1.1487	0.92%	-1.27%	9.06%	18.33%	24.48%	39.88%	20.97%	---	25.61%	14.87%	39.57%
1779	9878	平安低碳经济	8月5日	1.0987	1.0987	0.61%	-0.07%	4.26%	11.50%	16.95%	39.87%	11.09%	4.67%	19.61%	9.87%	38.11%
1780	12262	华宝可持续发	8月5日	0.9131	0.9131	0.59%	-0.73%	4.37%	15.29%	16.48%	39.87%	5.48%	-4.30%	13.82%	-8.69%	37.81%
1781	10363	信澳匠心臻选	8月5日	1.0731	1.0731	-0.09%	-2.08%	11.53%	14.82%	8.88%	39.85%	1.89%	-28.62%	6.21%	7.31%	37.81%
1782	18638	国泰研究优势	8月5日	0.9516	0.9516	2.39%	2.41%	6.51%	11.72%	5.29%	39.84%	-13.14%	---	12.08%	-15.12%	37.22%
1783	163804	中银收益混合	8月5日	1.3554	4.3351	0.71%	0.20%	5.22%	11.67%	12.56%	39.82%	-3.18%	-5.91%	17.25%	898.78%	38.07%
1784	10114	华宝新兴成长	8月5日	1.2107	1.2107	0.07%	-2.58%	12.92%	21.76%	15.98%	39.79%	9.92%	-1.43%	13.63%	21.07%	37.77%
1785	10346	华泰柏瑞成长	8月5日	0.6065	0.6065	0.66%	-0.21%	4.01%	10.31%	16.99%	39.78%	-18.33%	-48.42%	14.39%	-39.35%	38.50%
1786	5472	富国价值驱动	8月5日	2.3701	2.3701	0.50%	-2.20%	7.38%	24.72%	30.63%	39.77%	27.45%	13.30%	28.20%	137.01%	39.79%
1787	9846	国富港股通远	8月5日	0.8356	0.8356	1.31%	-1.50%	8.80%	17.24%	24.92%	39.76%	15.00%	10.76%	25.11%	-16.44%	39.45%
1788	10842	华宝科技先锋	8月5日	1.2557	1.2557	0.51%	-1.20%	3.94%	10.42%	2.75%	39.76%	16.61%	-4.92%	6.84%	-29.88%	37.63%
1789	166005	中欧价值发现	8月5日	2.5345	3.5716	1.31%	2.10%	8.06%	16.40%	22.00%	39.75%	10.45%	20.30%	20.85%	350.22%	38.15%
1790	1882	中欧价值发现	8月5日	2.8194	3.7393	1.31%	2.10%	8.06%	16.40%	21.99%	39.75%	10.45%	20.29%	20.84%	152.95%	38.15%
1791	1664	平安鑫安混合	8月5日	1.5001	1.5001	-0.46%	-4.27%	14.49%	15.61%	15.36%	39.75%	22.02%	21.40%	25.70%	50.01%	40.33%
1792	12131	景顺长城先进	8月5日	0.8316	0.8316	0.52%	-0.48%	5.86%	14.37%	11.00%	39.74%	7.50%	-2.86%	11.43%	-16.84%	37.59%
1793	3822	中信建投轮换	8月5日	3.0916	3.0916	0.30%	1.46%	8.11%	13.82%	16.31%	39.72%	22.52%	21.82%	15.40%	209.16%	38.28%
1794	7533	格林创新成长	8月5日	0.6688	1.0188	0.53%	0.01%	7.11%	8.26%	5.22%	39.71%	-5.11%	-22.01%	3.82%	-12.48%	37.19%
1795	11082	国投瑞银医疗	8月5日	1.038	1.229	0.55%	-1.06%	13.11%	19.20%	35.05%	39.70%	26.12%	-4.07%	32.18%	-23.00%	36.94%
1796	110005	易方达积极成	8月5日	0.5927	5.6421	0.42%	-0.34%	6.37%	12.40%	25.31%	39.69%	-2.26%	-25.87%	23.27%	827.79%	35.94%
1797	5744	长安裕隆混合	8月5日	2.339	2.339	1.67%	0.84%	4.58%	0.18%	3.09%	39.69%	-3.79%	-16.48%	14.79%	133.90%	36.97%
1798	3586	先锋精一混合	8月5日	1.017	1.017	0.36%	-1.33%	7.09%	11.54%	7.56%	39.66%	22.31%	1.94%	10.16%	1.70%	38.20%
1799	162214	宏利领先中小	8月5日	0.916	0.916	0.00%	-3.48%	5.17%	1.89%	4.21%	39.63%	10.49%	-15.73%	6.51%	-8.40%	37.95%
1800	8212	华夏新机遇混	8月5日	1.399	1.585	0.72%	-0.21%	6.39%	16.10%	16.49%	39.62%	25.47%	18.10%	14.11%	42.60%	38.38%
1801	11551	湘财创新成长	8月5日	0.634	0.634	-0.42%	1.26%	7.93%	6.00%	6.84%	39.62%	-14.22%	-37.36%	8.03%	-36.60%	37.53%
1802	7049	平安鑫安混合	8月5日	1.4686	1.4686	-0.46%	-4.28%	14.48%	15.58%	15.29%	39.61%	21.74%	21.00%	25.62%	42.62%	40.17%
1803	1076	易方达改革红	8月5日	1.992	1.992	1.43%	1.07%	10.85%	23.65%	22.13%	39.59%	19.28%	3.59%	21.76%	99.20%	38.24%
1804	19691	华商产业机遇	8月5日	1.23	1.23	0.66%	-1.72%	8.44%	12.08%	18.11%	39.57%	---	---	18.43%	23.00%	39.19%
1805	2282	平安安享灵活	8月5日	1.5834	1.6434	0.74%	0.39%	4.14%	4.78%	7.01%	39.56%	34.78%	22.38%	10.45%	65.65%	38.11%
1806	7835	国泰鑫睿混合	8月5日	1.723	1.723	1.43%	2.43%	9.28%	18.08%	18.66%	39.55%	6.15%	-8.48%	20.25%	72.30%	37.28%
1807	452	南方医药保健	8月5日	2.7292	2.9442	-0.58%	-2.19%	14.91%	28.49%	46.87%	39.49%	28.98%	-3.66%	43.69%	225.27%	37.94%
1808	3153	华富天鑫灵活	8月5日	1.3935	1.5935	0.44%	-0.04%	2.10%	3.06%	2.43%	39.48%	-2.02%	-11.14%	5.88%	60.48%	37.28%
1809	4423	华商研究精选	8月5日	3.042	3.042	0.00%	0.83%	11.51%	15.62%	19.43%	39.48%	6.62%	3.40%	19.91%	204.20%	38.71%
1810	13962	华夏创新视野	8月5日	0.6523	0.6523	0.51%	0.05%	4.12%	13.23%	13.52%	39.47%	-5.08%	-27.04%	13.72%	-34.77%	37.91%
1811	519644	银河智联混合	8月5日	2.836	2.836	-0.49%	3.24%	15.33%	4.53%	1.54%	39.43%	-12.12%	7.79%	0.96%	183.60%	37.00%
1812	7663	平安安享灵活	8月5日	1.5751	1.6351	0.75%	0.40%	4.14%	4.76%	6.96%	39.43%	34.53%	22.03%	10.39%	55.85%	37.97%
1813	5482	博时创新驱动	8月5日	0.8562	0.8562	0.23%	-1.06%	16.97%	35.71%	24.65%	39.42%	-5.35%	-25.43%	23.62%	-14.38%	39.11%
1814	16505	广发核心竞争	8月5日	1.1725	1.1725	2.13%	-1.10%	8.94%	21.25%	32.07%	39.40%	18.37%	---	28.42%	17.25%	38.79%
1815	40007	华安中小盘成	8月5日	3.0543	4.3692	-0.62%	2.81%	15.72%	11.04%	10.46%	39.38%	21.12%	13.19%	8.70%	205.43%	37.14%
1816	1411	诺安创新驱动	8月5日	1.126	1.241	0.36%	1.90%	6.33%	3.68%	5.73%	39.36%	6.23%	14.66%	6.83%	25.85%	37.32%
1817	14460	平安品质优选	8月5日	0.8393	0.8393	0.19%	-3.61%	19.80%	25.57%	18.18%	39.35%	4.16%	-17.17%	21.99%	-16.07%	39.35%
1818	15007	中欧量化动力	8月5日	1.0482	1.0689	1.10%	0.89%	6.83%	13.89%	16.41%	39.33%	10.99%	-1.23%	15.11%	6.97%	38.61%
1819	18246	富国研究优选	8月5日	2.519	2.519	1.61%	-1.14%	5.05%	11.36%	19.84%	39.33%	10.68%	---	17.33%	8.20%	39.40%
1820	12263	华宝可持续发	8月5日	0.8998	0.8998	0.59%	-0.74%	4.32%	15.17%	16.24%	39.31%	4.63%	-5.44%	13.55%	-10.02%	37.25%
1821	2051	诺安创新驱动	8月5日	1.113	1.228	0.36%	1.92%	6.41%	3.73%	5.70%	39.30%	6.00%	14.39%	6.81%	23.22%	37.24%
1822	535	长盛航天海工	8月5日	1.7824	2.3264	-0.46%	1.22%	10.28%	27.20%	33.95%	39.29%	8.31%	-1.52%	25.19%	178.27%	36.11%
1823	13855	嘉实品质发现	8月5日	1.0653	1.0653	0.87%	-1.25%	9.05%	18.13%	24.41%	39.29%	18.46%	-3.81%	25.45%	6.53%	39.00%
1824	168601	汇安裕阳三年	8月5日	1.2642	1.8862	0.37%	-2.83%	4.81%	8.53%	15.67%	39.28%	2.27%	-24.16%	11.94%	79.88%	---
1825	20645	南方智弘混合	8月5日	1.3928	1.3928	0.51%	0.08%	6.18%	12.66%	17.35%	39.28%	---	---	23.15%	39.28%	---
1826	14505	中银收益混合	8月5日	1.3395	1.9481	0.71%	0.19%	5.19%	11.55%	12.34%	39.26%	-3.95%	-7.03%	16.97%	-10.90%	37.51%
1827	13341	工银核心机遇	8月5日	0.745	0.745	0.77%	-0.59%	2.96%	14.14%	17.43%	39.25%	-16.67%	-23.25%	17.90%	-25.50%	36.27%
1828	1665	平安鑫安混合	8月5日	1.4433	1.4433	-0.46%	-4.28%	14.45%	15.49%	15.12%	39.21%	21.02%	19.93%	25.41%	44.33%	39.77%
1829	161729	招商瑞利灵活	8月5日	2.2535	2.2535	0.78%	-1.61%	5.79%	5.98%	20.74%	39.19%	-7.14%	14.70%	16.60%	125.35%	36.72%
1830	12228	景顺长城港股	8月5日	0.8294	0.8294	0.85%	-1.81%	3.43%	8.57%	17.71%	39.18%	5.52%	-0.63%	20.57%	-17.06%	39.11%
1831	20072	太平先进制造	8月5日	1.2241	1.2241	0.97%	-1.02%	7.29%	11.10%	12.43%	39.18%	---	---	12.61%	22.41%	38.25%
1832	3823	中信建投轮换	8月5日	3.0116	3.0116	0.30%	1.46%	8.07%	13.70%	16.09%	39.17%	21.53%	20.37%	15.13%	201.16%	37.74%
1833	501188	汇添富核心精	8月5日	0.826	0.826	0.82%	-0.76%	9.80%	7.73%	9.23%	39.15%	1.70%	-14.84%	17.15%	-17.40%	38.71%
1834	17947	国富港股通远	8月5日	0.8267	0.8267	1.32%	-1.50%	8.78%	17.13%	24.69%	39.15%	13.98%	---	24.80%	12.16%	38.85%
1835	9644	东方阿尔法优	8月5日	1.4058	1.4058	-0.62%	-0.64%	11.28%	16.01%	13.34%	39.08%	12.52%	-24.89%	19.65%	40.58%	35.51%
1836	19054	富国价值成长	8月5日	1.3627	1.3627	1.14%	-2.26%	4.22%	23.15%	28.74%	39.08%	---	---	27.61%	36.27%	39.28%
1837	19055	富国价值成长	8月5日	1.3562	1.3562	1.15%	-2.27%	4.17%	22.94%	28.34%	39.08%	---	---	27.14%	35.62%	39.30%
1838	3516	国泰融安多策	8月5日	2.6317	2.6317	0.56%	0.29%	7.87%	11.59%	12.77%	39.06%	1.75%	-6.43%	15.03%	163.17%	38.87%
1839	6537	恒生前海港股	8月5日	0.8679	0.8679	1.04%	-0.92%	5.29%	10.90%	19.53%	39.06%	17.38%	3.53%	21.40%	-13.21%	39.42%
1840	10425	国投瑞银开放	8月5日	0.7762	0.7762	0.82%	-2.34%	3.73%	14.21%	17.91%	39.05%	5.29%	8.00%	15.90%	-22.38%	38.81%
1841	7731	民生加银持续	8月5日	1.6043	1.6043	1.12%	-0.99%	8.11%	17.04%	8.24%	39.04%	6.63%	-0.01%	12.00%	60.43%	36.39%
1842	15485	平安策略优选	8月5日	0.9916	0.9916	0.34%	-3.60%	20.15%	24.71%	16.99%	39.04%	6.58%	---	20.63%	-0.84%	39.05%
1843	20071	太平先进制造	8月5日	1.2248	1.2248	0.97%	-1.00%	7.34%	11.28%	12.78%	39.04%	---	---	13.03%	22.48%	38.10%
