序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
397	13629	广发集悦债券	8月5日	1.045	1.045	0.32%	-0.15%	1.71%	3.94%	4.47%	9.07%	3.77%	1.37%	5.17%	4.50%	9.08%
398	17475	广发集轩债券	8月5日	1.0861	1.0861	0.06%	-0.28%	0.88%	1.50%	3.19%	9.05%	8.95%	---	2.84%	8.61%	9.08%
399	14492	浙商汇金兴利	8月5日	1.0261	1.0261	0.29%	0.35%	1.86%	4.33%	3.26%	9.04%	4.26%	2.16%	4.14%	2.61%	9.15%
400	8999	景顺景颐嘉利	8月5日	1.2791	1.2791	0.26%	-0.09%	1.11%	3.85%	4.02%	9.03%	10.60%	11.88%	3.61%	27.91%	8.91%
401	81	天治可转债增	8月5日	1.4993	1.4993	0.66%	-0.31%	0.09%	3.86%	3.29%	9.02%	2.41%	0.22%	4.12%	49.93%	9.14%
402	9752	大摩灵动优选	8月5日	1.0256	1.0256	0.55%	0.15%	3.04%	7.07%	6.21%	9.01%	8.89%	8.66%	6.94%	2.56%	9.14%
403	15069	华宝安宜六个	8月5日	1.1216	1.1216	0.15%	0.28%	0.57%	1.38%	1.50%	9.00%	9.94%	10.88%	3.33%	12.16%	9.09%
404	5750	平安双债添益	8月5日	1.4024	1.4632	0.28%	0.44%	0.70%	2.90%	3.17%	8.97%	8.14%	6.11%	4.05%	46.87%	8.88%
405	15908	方正富邦鸿远	8月5日	1.1661	1.1661	0.00%	1.08%	-1.43%	-1.29%	-0.53%	8.96%	14.13%	16.61%	0.86%	16.61%	9.02%
406	15257	鹏华畅享债券	8月5日	1.1001	1.1001	0.08%	0.13%	0.88%	1.53%	2.94%	8.96%	10.01%	---	2.94%	10.01%	8.80%
407	10011	景顺景颐招利	8月5日	1.2313	1.3218	0.35%	0.00%	0.97%	4.82%	5.19%	8.95%	15.00%	18.84%	5.58%	33.94%	8.99%
408	8572	金信民达纯债	8月5日	1.1509	1.2725	0.01%	0.02%	0.06%	0.87%	1.79%	8.93%	8.62%	12.63%	2.41%	27.26%	8.83%
409	15239	山证资管裕享	8月5日	1.1231	1.1231	0.35%	-0.18%	1.26%	2.86%	2.55%	8.89%	8.61%	11.71%	2.56%	12.31%	9.00%
410	10633	惠升和睿兴利	8月5日	1.0433	1.0433	0.38%	0.58%	0.07%	0.95%	1.58%	8.88%	5.18%	2.41%	1.59%	4.33%	8.75%
411	17809	湘财鑫享债券	8月5日	1.0127	1.0127	-0.10%	-0.24%	-0.09%	1.18%	-0.04%	8.88%	3.25%	---	0.28%	1.27%	8.82%
412	161505	银河通利债券	8月5日	1.253	1.693	0.32%	-0.32%	2.29%	2.96%	3.73%	8.87%	4.01%	2.14%	4.68%	97.39%	8.87%
413	12204	中银通利债券	8月5日	1.105	1.105	0.27%	0.05%	1.61%	4.64%	6.02%	8.83%	10.71%	9.94%	6.73%	10.50%	8.91%
414	385	景顺长城景颐	8月5日	1.777	2.062	0.23%	0.00%	0.91%	3.74%	4.16%	8.82%	11.62%	13.40%	3.92%	113.20%	8.75%
415	3680	华润元大双鑫	8月5日	1.3432	1.3432	0.28%	0.04%	1.73%	4.40%	3.83%	8.79%	13.25%	10.74%	4.04%	34.31%	8.62%
416	2901	财通资管积极	8月5日	1.2773	1.3673	0.24%	0.35%	1.00%	2.54%	2.88%	8.68%	4.55%	4.89%	2.85%	39.24%	8.81%
417	3723	华润元大双鑫	8月5日	1.3144	1.3144	0.27%	0.05%	1.73%	4.37%	3.77%	8.67%	13.02%	10.26%	3.99%	31.43%	8.51%
418	15070	华宝安宜六个	8月5日	1.1108	1.1108	0.15%	0.27%	0.54%	1.29%	1.35%	8.67%	9.28%	9.88%	3.14%	11.08%	8.76%
419	17135	博道和祥多元	8月5日	1.079	1.079	0.17%	0.29%	0.64%	2.16%	2.26%	8.67%	7.16%	---	1.96%	7.90%	8.44%
420	470018	汇添富双利债	8月5日	2.1123	2.1993	0.15%	-0.03%	0.50%	3.09%	3.11%	8.64%	9.11%	8.48%	3.31%	120.98%	8.76%
421	18506	创金合信益久	8月5日	1.1109	1.1109	0.08%	0.23%	0.33%	1.91%	2.60%	8.62%	10.07%	---	2.18%	11.09%	8.31%
422	9000	景顺景颐嘉利	8月5日	1.2528	1.2528	0.26%	-0.10%	1.07%	3.74%	3.82%	8.59%	9.72%	10.54%	3.37%	25.28%	8.48%
423	14493	浙商汇金兴利	8月5日	1.0121	1.0121	0.28%	0.33%	1.81%	4.21%	3.05%	8.59%	3.41%	0.91%	3.88%	1.21%	8.70%
424	17476	广发集轩债券	8月5日	1.0771	1.0771	0.06%	-0.29%	0.85%	1.38%	2.98%	8.59%	8.06%	---	2.60%	7.71%	8.62%
425	395001	中海稳健收益	8月5日	1.139	1.885	0.09%	0.26%	0.18%	1.52%	2.06%	8.58%	6.83%	5.50%	2.61%	122.40%	8.48%
426	217023	招商信用增强	8月5日	1.1322	1.7043	0.12%	0.39%	0.99%	3.53%	4.37%	8.57%	11.16%	14.18%	4.46%	93.19%	8.46%
427	6162	财通资管积极	8月5日	1.243	1.253	0.24%	0.35%	0.98%	2.51%	2.83%	8.57%	4.35%	4.58%	2.79%	25.53%	8.70%
428	161506	银河通利债券	8月5日	1.268	1.668	0.32%	-0.31%	2.26%	2.92%	3.59%	8.57%	3.38%	1.24%	4.45%	90.08%	8.48%
429	2720	国寿安保尊利	8月5日	1.166	1.253	0.26%	0.34%	0.78%	3.00%	3.09%	8.57%	4.95%	4.98%	2.46%	26.25%	8.47%
430	14868	大摩灵动优选	8月5日	1.011	1.011	0.55%	0.14%	3.02%	6.95%	6.01%	8.57%	8.00%	7.34%	6.69%	-0.12%	8.70%
431	15909	方正富邦鸿远	8月5日	1.1371	1.1371	0.01%	1.08%	-1.45%	-1.34%	-0.62%	8.57%	11.78%	13.72%	0.74%	13.71%	8.64%
432	15606	广发集祥债券	8月5日	1.0562	1.0562	0.09%	-0.04%	0.62%	1.00%	1.93%	8.57%	6.47%	5.62%	1.38%	5.62%	8.46%
433	17810	湘财鑫享债券	8月5日	1.0057	1.0057	-0.10%	-0.24%	-0.11%	1.11%	-0.19%	8.56%	2.64%	---	0.10%	0.57%	8.50%
434	5751	平安双债添益	8月5日	1.4143	1.4263	0.27%	0.43%	0.66%	2.79%	2.96%	8.53%	7.27%	4.83%	3.80%	42.73%	8.44%
435	10012	景顺景颐招利	8月5日	1.2073	1.2974	0.35%	-0.01%	0.94%	4.71%	4.98%	8.52%	14.08%	17.41%	5.33%	31.37%	8.57%
436	160513	博时稳健回报	8月5日	2.1479	2.2229	0.14%	0.50%	0.98%	2.23%	3.04%	8.51%	9.51%	11.71%	4.00%	127.03%	8.49%
437	2796	景顺长城景盈	8月5日	1.2496	1.3938	0.14%	0.10%	1.86%	3.96%	4.60%	8.48%	8.54%	11.71%	4.57%	40.85%	8.30%
438	6059	鹏扬泓利债券	8月5日	1.0817	1.2707	0.13%	-0.04%	0.76%	2.11%	3.30%	8.47%	6.72%	8.41%	3.03%	29.25%	8.26%
439	15240	山证资管裕享	8月5日	1.1092	1.1092	0.35%	-0.18%	1.23%	2.75%	2.36%	8.47%	7.76%	10.43%	2.32%	10.92%	8.59%
440	161019	富国新天锋债	8月5日	1.1782	1.7577	0.11%	0.22%	0.26%	1.82%	1.58%	8.44%	9.05%	11.47%	1.97%	106.58%	8.36%
441	386	景顺长城景颐	8月5日	1.697	1.974	0.30%	0.00%	0.89%	3.67%	3.98%	8.43%	10.77%	12.09%	3.67%	103.56%	8.37%
442	20284	东方红汇享债	8月5日	1.0819	1.0819	0.19%	0.09%	1.50%	3.65%	4.58%	8.39%	---	---	4.57%	8.19%	8.32%
443	206018	鹏华产业债债	8月5日	1.1644	1.7839	0.14%	0.41%	1.07%	2.85%	3.35%	8.38%	9.86%	12.63%	4.00%	101.96%	8.40%
444	2701	东方红汇阳债	8月5日	1.1387	1.4587	0.08%	0.27%	1.07%	2.17%	2.87%	8.37%	6.49%	10.95%	3.16%	52.61%	8.22%
445	8501	鹏扬聚利六个	8月5日	1.1964	1.1964	0.06%	0.00%	0.44%	1.43%	2.54%	8.37%	7.28%	8.65%	2.30%	19.64%	8.12%
446	12205	中银通利债券	8月5日	1.0867	1.0867	0.27%	0.04%	1.58%	4.53%	5.81%	8.37%	9.79%	8.59%	6.48%	8.67%	8.44%
447	18508	创金合信益久	8月5日	1.1079	1.1079	0.09%	0.22%	0.29%	1.78%	2.38%	8.35%	9.77%	---	1.91%	10.79%	8.04%
448	3336	长江收益增强	8月5日	1.333	1.382	0.29%	0.42%	2.06%	4.03%	2.71%	8.34%	6.04%	4.24%	3.33%	39.50%	8.15%
449	20915	鹏扬稳鑫12	8月5日	1.0931	1.0931	0.01%	0.10%	0.03%	0.82%	1.85%	8.33%	---	---	2.01%	9.31%	---
450	13214	大摩安盈稳固	8月5日	1.1449	1.1449	0.02%	0.25%	-0.04%	1.57%	3.04%	8.31%	12.08%	14.75%	4.84%	14.49%	8.41%
451	2742	泓德裕祥债券	8月5日	1.2551	1.4421	0.25%	0.31%	0.21%	1.83%	2.33%	8.30%	-1.85%	-3.26%	2.40%	46.33%	8.25%
452	19583	富国稳健添辰	8月5日	1.1055	1.1055	0.16%	0.08%	0.49%	2.03%	2.50%	8.30%	---	---	2.36%	10.55%	8.21%
453	4585	鹏扬汇利债券	8月5日	1.1583	1.3453	0.10%	0.01%	0.88%	2.05%	2.81%	8.28%	6.21%	7.84%	2.24%	37.69%	8.01%
454	890005	长江尊利债券	8月5日	1.1481	1.7474	0.24%	0.29%	1.65%	3.83%	3.90%	8.27%	8.86%	9.07%	4.04%	10.31%	8.17%
455	20916	鹏扬稳鑫12	8月5日	1.092	1.092	0.01%	0.09%	0.02%	0.79%	1.80%	8.26%	---	---	1.94%	9.20%	---
456	2902	财通资管积极	8月5日	1.2365	1.3215	0.24%	0.34%	0.96%	2.43%	2.68%	8.25%	3.71%	3.62%	2.61%	34.18%	8.38%
457	7951	招商信用增强	8月5日	1.058	1.2792	0.11%	0.38%	0.96%	3.44%	4.22%	8.24%	10.49%	13.16%	4.27%	27.07%	8.13%
458	14738	广发恒祥债券	8月5日	1.0796	1.0796	0.27%	0.62%	1.47%	5.96%	5.78%	8.24%	8.89%	7.67%	5.48%	7.96%	8.32%
459	15607	广发集祥债券	8月5日	1.0463	1.0463	0.10%	-0.04%	0.60%	0.93%	1.77%	8.22%	5.80%	4.63%	1.20%	4.63%	8.11%
460	692	汇添富双利债	8月5日	1.8419	1.9289	0.15%	-0.03%	0.47%	2.99%	2.91%	8.21%	8.22%	7.21%	3.07%	93.84%	8.33%
461	16869	景顺长城稳健	8月5日	1.1373	1.1373	0.11%	0.06%	0.74%	2.76%	4.28%	8.19%	11.75%	---	4.56%	13.73%	8.02%
462	450018	国富恒久信用	8月5日	1.3029	1.6598	0.25%	0.47%	1.46%	3.87%	3.75%	8.18%	8.60%	12.18%	4.33%	74.04%	8.24%
463	20327	华泰保兴尊益	8月5日	1.1215	1.1215	-0.06%	1.41%	-1.31%	-0.83%	-0.23%	8.17%	---	---	1.60%	12.15%	8.28%
464	2721	国寿安保尊利	8月5日	1.14	1.216	0.26%	0.26%	0.71%	2.80%	2.80%	8.16%	4.11%	3.78%	2.15%	22.24%	8.06%
465	10102	西部利得鑫泓	8月5日	1.0678	1.0678	0.03%	1.26%	1.67%	3.62%	3.61%	8.14%	14.68%	15.84%	1.95%	6.78%	6.91%
466	160514	博时稳健回报	8月5日	1.8445	1.9445	0.14%	0.49%	0.95%	2.14%	2.86%	8.12%	8.75%	10.55%	3.79%	124.92%	8.11%
467	20917	鹏扬稳鑫12	8月5日	1.0903	1.0903	0.01%	0.09%	0.01%	0.77%	1.75%	8.12%	---	---	1.88%	9.03%	---
468	171	易方达裕丰回	8月5日	1.87	2.337	0.11%	0.00%	0.65%	2.35%	2.69%	8.09%	9.61%	10.19%	2.35%	138.13%	8.16%
469	2651	东方红汇利债	8月5日	1.1093	1.4493	0.09%	0.28%	1.20%	2.22%	2.69%	8.07%	6.34%	10.76%	2.99%	51.86%	7.94%
470	6060	鹏扬泓利债券	8月5日	1.0703	1.2423	0.13%	-0.04%	0.73%	2.01%	3.10%	8.06%	5.89%	7.13%	2.78%	25.91%	7.85%
471	19302	鹏华产业债债	8月5日	1.0603	1.096	0.14%	0.41%	1.05%	2.77%	3.20%	8.06%	---	---	3.83%	9.73%	8.08%
472	8556	易方达裕富债	8月5日	1.1247	1.2087	0.25%	0.29%	1.32%	4.00%	3.60%	8.05%	8.01%	7.50%	3.70%	21.82%	8.13%
473	18597	兴证全球招益	8月5日	1.1022	1.1022	0.15%	0.12%	0.19%	1.58%	3.37%	8.05%	10.13%	---	3.46%	10.22%	8.01%
474	2797	景顺长城景盈	8月5日	1.2109	1.3496	0.13%	0.09%	1.82%	3.85%	4.39%	8.03%	7.75%	10.48%	4.32%	36.23%	7.86%
475	19584	富国稳健添辰	8月5日	1.1013	1.1013	0.16%	0.08%	0.47%	1.97%	2.40%	8.03%	---	---	2.23%	10.13%	7.95%
476	20328	华泰保兴尊益	8月5日	1.1184	1.1184	-0.06%	1.41%	-1.32%	-0.89%	-0.32%	7.97%	---	---	1.49%	11.84%	8.09%
477	333	长城稳固收益	8月5日	1.3905	1.4105	0.19%	0.25%	0.54%	2.07%	2.35%	7.96%	6.50%	6.47%	2.86%	41.64%	8.03%
478	20285	东方红汇享债	8月5日	1.0754	1.0754	0.20%	0.09%	1.46%	3.54%	4.38%	7.95%	---	---	4.32%	7.54%	7.90%
479	2702	东方红汇阳债	8月5日	1.1237	1.4127	0.08%	0.27%	1.02%	2.06%	2.67%	7.94%	5.64%	9.62%	2.91%	47.09%	7.79%
480	6738	工银瑞信添慧	8月5日	1.1561	1.1561	0.25%	-0.16%	0.75%	1.78%	3.81%	7.94%	0.23%	-4.60%	3.53%	15.61%	8.31%
481	13971	长江尊利债券	8月5日	1.1547	1.1547	0.23%	0.28%	1.62%	3.75%	3.73%	7.94%	8.25%	9.91%	3.84%	10.94%	7.84%
482	710301	富安达增强收	8月5日	1.4363	1.4563	0.03%	0.15%	0.10%	1.91%	2.42%	7.93%	8.32%	-4.94%	2.71%	46.44%	7.84%
483	50106	博时稳定价值	8月5日	1.3703	2.3938	0.18%	0.62%	0.45%	2.33%	2.89%	7.93%	10.58%	12.06%	3.77%	181.39%	7.92%
484	8502	鹏扬聚利六个	8月5日	1.1701	1.1701	0.05%	-0.01%	0.40%	1.32%	2.34%	7.93%	6.42%	7.35%	2.05%	17.01%	7.68%
485	2743	泓德裕祥债券	8月5日	1.2174	1.4004	0.25%	0.31%	0.18%	1.74%	2.14%	7.92%	-2.54%	-4.30%	2.17%	41.83%	7.87%
486	80003	长盛积极配置	8月5日	1.2344	1.8124	0.31%	0.28%	0.84%	3.46%	3.25%	7.91%	5.68%	-3.58%	3.34%	98.78%	7.96%
487	660009	农银增强收益	8月5日	1.8842	1.9552	0.31%	-0.13%	1.19%	3.02%	2.63%	7.90%	2.82%	3.38%	2.57%	100.12%	7.67%
488	2965	中海合嘉增强	8月5日	1.2522	1.3532	0.30%	0.19%	1.02%	3.87%	4.49%	7.89%	8.00%	4.40%	5.48%	36.05%	7.90%
489	16003	广发集远债券	8月5日	1.086	1.086	0.05%	-0.10%	0.41%	0.96%	3.15%	7.89%	5.83%	---	2.60%	8.60%	7.90%
490	450019	国富恒久信用	8月5日	1.2777	1.6096	0.26%	0.47%	1.45%	3.79%	3.61%	7.87%	7.96%	11.16%	4.16%	67.85%	7.92%
491	13215	大摩安盈稳固	8月5日	1.1311	1.1311	0.03%	0.25%	-0.07%	1.48%	2.86%	7.87%	11.18%	13.38%	4.61%	13.11%	7.97%
492	420102	天弘永利债券	8月5日	1.2415	2.079	0.10%	0.26%	1.60%	3.17%	3.53%	7.86%	7.87%	10.65%	3.15%	166.54%	7.73%
493	2794	天弘永利债券	8月5日	1.1445	1.4634	0.09%	0.25%	1.60%	3.17%	3.52%	7.85%	7.86%	10.65%	3.14%	53.83%	7.73%
494	4586	鹏扬汇利债券	8月5日	1.1381	1.3081	0.09%	-0.01%	0.84%	1.93%	2.61%	7.85%	5.35%	6.54%	2.00%	33.28%	7.57%
495	161626	融通通福债券	8月5日	1.0824	2.3244	0.26%	0.17%	0.66%	2.55%	3.39%	7.82%	5.91%	8.75%	3.68%	133.01%	7.93%
496	2932	圆信永丰强化	8月5日	1.1768	1.4218	0.28%	0.20%	1.12%	3.18%	3.32%	7.82%	6.80%	8.17%	3.23%	46.25%	7.68%
497	14739	广发恒祥债券	8月5日	1.0681	1.0681	0.27%	0.62%	1.44%	5.88%	5.52%	7.82%	8.14%	6.62%	5.19%	6.81%	7.90%
498	2351	易方达裕祥回	8月5日	1.587	1.884	0.13%	-0.13%	0.89%	2.92%	3.39%	7.80%	9.76%	10.64%	2.80%	91.42%	7.73%
499	16870	景顺长城稳健	8月5日	1.1251	1.1251	0.10%	0.04%	0.71%	2.65%	4.07%	7.77%	10.88%	---	4.32%	12.51%	7.60%
500	2969	易方达丰和债	8月5日	1.4366	1.5456	0.12%	0.05%	0.76%	2.29%	2.31%	7.76%	7.10%	6.82%	1.96%	55.27%	7.76%
501	519947	长信利保债券	8月5日	1.1876	1.1876	0.17%	0.08%	0.13%	1.36%	0.65%	7.76%	11.30%	11.89%	0.52%	18.76%	7.78%
502	4451	汇添富双鑫添	8月5日	1.1942	1.4872	0.20%	-0.13%	1.07%	2.97%	3.26%	7.76%	10.24%	12.03%	3.75%	52.41%	8.05%
503	12789	汇添富双享回	8月5日	1.0992	1.0992	0.15%	-0.15%	1.53%	3.18%	3.59%	7.75%	10.78%	9.11%	4.25%	9.92%	7.93%
504	2490	金鹰元祺债券	8月5日	1.6125	1.6545	0.29%	0.69%	1.06%	3.35%	3.15%	7.72%	7.17%	7.67%	4.38%	67.42%	7.64%
505	9730	中信保诚安鑫	8月5日	1.1341	1.1341	0.15%	0.39%	0.16%	1.76%	2.62%	7.72%	11.62%	7.83%	3.76%	13.41%	7.65%
506	620003	金元顺安丰利	8月5日	1.029	1.397	0.10%	-0.01%	0.73%	2.26%	3.34%	7.70%	-0.60%	-4.20%	3.05%	44.11%	7.64%
507	10103	西部利得鑫泓	8月5日	1.0459	1.0459	0.03%	1.25%	1.63%	3.50%	3.40%	7.70%	13.22%	14.23%	1.69%	4.59%	6.49%
508	16479	易方达裕丰回	8月5日	1.847	1.847	0.11%	0.00%	0.60%	2.21%	2.50%	7.70%	8.78%	---	2.16%	9.61%	7.76%
509	8557	易方达裕富债	8月5日	1.1121	1.1861	0.25%	0.30%	1.28%	3.91%	3.41%	7.68%	7.25%	6.31%	3.47%	19.36%	7.75%
510	18965	富国稳健增强	8月5日	1.318	1.318	0.08%	0.00%	0.84%	2.33%	2.33%	7.68%	5.36%	---	2.17%	5.36%	7.42%
511	8176	长信利保债券	8月5日	1.1865	1.1865	0.17%	0.08%	0.10%	1.32%	0.58%	7.67%	11.20%	11.77%	0.44%	20.30%	7.69%
512	2966	中海合嘉增强	8月5日	1.2772	1.3382	0.31%	0.19%	1.00%	3.81%	4.37%	7.66%	7.36%	3.55%	5.34%	34.19%	7.67%
513	2652	东方红汇利债	8月5日	1.1086	1.4036	0.08%	0.27%	1.16%	2.11%	2.48%	7.64%	5.48%	9.43%	2.73%	46.25%	7.51%
514	2925	广发集源债券	8月5日	1.1341	1.4063	0.15%	-0.24%	1.37%	3.18%	3.35%	7.62%	8.25%	12.43%	3.45%	44.81%	7.46%
515	8791	招商安华债券	8月5日	1.2318	1.2646	0.14%	0.17%	0.46%	1.77%	1.78%	7.62%	6.32%	9.87%	1.17%	26.97%	7.40%
516	165509	中信保诚增强	8月5日	1.1731	2.0984	0.18%	0.76%	2.22%	5.49%	4.81%	7.62%	8.72%	2.52%	5.60%	161.30%	7.75%
517	18598	兴证全球招益	8月5日	1.0931	1.0931	0.15%	0.12%	0.16%	1.49%	3.18%	7.62%	9.26%	---	3.23%	9.31%	7.59%
518	50006	博时稳定价值	8月5日	1.3594	2.3016	0.18%	0.61%	0.43%	2.24%	2.74%	7.60%	9.92%	11.06%	3.58%	176.96%	7.60%
519	107	富国稳健增强	8月5日	1.318	1.743	0.08%	-0.08%	0.76%	2.25%	2.33%	7.59%	5.19%	8.99%	2.17%	93.68%	7.33%
520	16004	广发集远债券	8月5日	1.0766	1.0766	0.05%	-0.10%	0.38%	0.87%	3.00%	7.58%	5.21%	---	2.43%	7.66%	7.60%
521	660109	农银增强收益	8月5日	1.7979	1.8689	0.31%	-0.13%	1.17%	2.94%	2.47%	7.57%	2.21%	2.45%	2.39%	91.04%	7.36%
522	9610	天弘永利债券	8月5日	1.1158	1.3104	0.10%	0.26%	1.58%	3.09%	3.37%	7.56%	7.25%	9.68%	2.97%	33.80%	7.44%
523	710302	富安达增强收	8月5日	1.358	1.378	0.03%	0.15%	0.09%	1.84%	2.26%	7.54%	7.49%	-6.04%	2.50%	38.47%	7.45%
524	334	长城稳固收益	8月5日	1.335	1.355	0.19%	0.23%	0.50%	1.96%	2.15%	7.53%	5.66%	5.22%	2.61%	36.00%	7.60%
525	531008	建信稳定增利	8月5日	1.816	2.175	0.17%	0.22%	1.00%	2.54%	2.54%	7.50%	5.88%	6.44%	3.48%	72.11%	7.25%
526	6739	工银瑞信添慧	8月5日	1.1278	1.1278	0.25%	-0.18%	0.71%	1.67%	3.60%	7.50%	-0.57%	-5.73%	3.28%	12.78%	7.88%
527	163806	中银增利债券	8月5日	1.1976	1.8858	0.10%	0.29%	0.71%	1.86%	2.69%	7.49%	10.38%	14.09%	3.75%	119.96%	7.48%
528	2065	景顺长城景盛	8月5日	1.182	1.338	0.25%	0.17%	0.85%	3.59%	3.96%	7.45%	11.93%	15.16%	4.32%	36.21%	7.45%
529	17420	易方达裕祥回	8月5日	1.573	1.705	0.19%	-0.06%	0.90%	2.81%	3.22%	7.44%	8.91%	---	2.56%	10.67%	7.37%
530	420002	天弘永利债券	8月5日	1.2404	2.0018	0.09%	0.25%	1.57%	3.06%	3.32%	7.43%	7.01%	9.33%	2.91%	148.56%	7.31%
531	2933	圆信永丰强化	8月5日	1.1686	1.3786	0.27%	0.18%	1.07%	3.07%	3.11%	7.40%	5.95%	6.88%	2.98%	41.17%	7.25%
532	161627	融通通福债券	8月5日	1.1905	1.6252	0.25%	0.16%	0.63%	2.44%	3.19%	7.40%	5.07%	7.46%	3.43%	64.23%	7.51%
533	6466	浦银安盛双债	8月5日	1.2738	1.2738	0.29%	0.32%	0.76%	3.33%	2.98%	7.39%	6.56%	7.68%	3.93%	27.38%	7.51%
534	4452	汇添富双鑫添	8月5日	1.1474	1.4404	0.20%	-0.14%	1.03%	2.86%	3.04%	7.38%	9.45%	10.79%	3.50%	47.52%	7.68%
535	16957	招商安颐稳健	8月5日	1.0912	1.0912	0.06%	0.15%	0.13%	1.55%	2.38%	7.37%	7.63%	---	2.25%	9.12%	7.21%
536	18988	博时双季益六	8月5日	1.0888	1.0888	0.13%	-0.08%	0.53%	1.70%	2.91%	7.37%	---	---	2.87%	8.88%	7.32%
537	189	易方达丰华债	8月5日	1.3516	1.5671	0.14%	0.05%	1.26%	2.85%	2.30%	7.36%	6.91%	4.20%	3.01%	60.10%	7.24%
538	519061	海富通纯债债	8月5日	1.2126	2.4476	0.16%	0.36%	0.60%	1.71%	2.07%	7.34%	7.20%	7.25%	3.24%	164.10%	7.38%
539	202101	南方宝元债券	8月5日	2.6813	4.1633	0.27%	-0.09%	1.17%	3.21%	2.70%	7.34%	4.67%	5.93%	1.46%	659.32%	7.28%
540	578	鑫元恒鑫收益	8月5日	1.0882	1.1682	0.37%	0.41%	1.72%	4.32%	3.82%	7.34%	8.32%	6.27%	3.96%	17.45%	7.29%
541	206003	鹏华信用增利	8月5日	1.3611	1.8701	0.19%	0.25%	1.24%	4.54%	5.82%	7.33%	7.46%	3.44%	6.13%	100.42%	7.38%
542	16699	易方达丰和债	8月5日	1.4201	1.4201	0.11%	0.04%	0.72%	2.18%	2.11%	7.32%	6.23%	---	1.71%	8.46%	7.32%
543	16161	天弘永利优享	8月5日	1.1185	1.1185	0.10%	0.18%	1.63%	3.08%	3.34%	7.32%	9.64%	---	2.84%	11.85%	7.44%
544	12790	汇添富双享回	8月5日	1.0833	1.0833	0.15%	-0.16%	1.50%	3.06%	3.38%	7.31%	9.89%	7.80%	3.99%	8.33%	7.49%
545	15323	广发集源债券	8月5日	1.125	1.3497	0.15%	-0.25%	1.35%	3.10%	3.20%	7.31%	7.60%	11.47%	3.27%	12.99%	7.14%
546	18989	博时双季益六	8月5日	1.0873	1.0873	0.13%	-0.07%	0.53%	1.69%	2.89%	7.31%	---	---	2.85%	8.73%	7.27%
547	8792	招商安华债券	8月5日	1.2128	1.2448	0.13%	0.17%	0.44%	1.69%	1.63%	7.30%	5.68%	8.89%	0.99%	24.93%	7.08%
548	630003	华商收益增强	8月5日	1.487	2.012	0.20%	0.13%	0.61%	1.85%	1.64%	7.29%	6.98%	14.03%	2.34%	124.98%	7.36%
549	9731	中信保诚安鑫	8月5日	1.1114	1.1114	0.14%	0.38%	0.12%	1.66%	2.42%	7.28%	10.72%	6.54%	3.51%	11.14%	7.22%
550	16639	南方达元债券	8月5日	1.0614	1.0614	-0.03%	-0.24%	2.03%	3.04%	4.38%	7.26%	6.03%	---	5.14%	6.14%	7.06%
551	18849	鑫元恒鑫收益	8月5日	1.0871	1.0871	0.36%	0.40%	1.67%	4.23%	3.64%	7.26%	---	---	3.73%	8.38%	7.20%
552	400016	东方强化收益	8月5日	1.3383	1.6183	0.55%	0.53%	0.37%	3.68%	3.98%	7.25%	5.89%	5.12%	4.39%	70.56%	7.28%
553	16779	招商安华债券	8月5日	1.219	1.219	0.13%	0.16%	0.43%	1.66%	1.57%	7.25%	5.52%	---	0.93%	9.21%	7.03%
554	668	国寿安保尊享	8月5日	1.3062	1.7054	0.14%	0.36%	0.31%	1.39%	1.93%	7.23%	11.36%	14.20%	2.58%	80.66%	7.25%
555	10430	招商安阳债券	8月5日	1.0471	1.2982	0.24%	-0.19%	1.94%	2.98%	3.74%	7.23%	18.52%	22.16%	2.84%	33.49%	7.21%
556	20218	万家锦利债券	8月5日	1.0839	1.0839	0.35%	0.77%	2.70%	3.85%	5.03%	7.23%	---	---	5.24%	8.39%	7.27%
557	20177	嘉实双季兴享	8月5日	1.1022	1.1022	0.09%	0.32%	-0.20%	0.38%	2.68%	7.23%	---	---	3.44%	10.22%	---
558	21012	招商招享纯债	8月5日	1.0808	1.0908	0.09%	0.55%	-0.54%	-0.44%	-1.45%	7.20%	---	---	-1.03%	8.94%	7.23%
559	5159	华泰保兴尊合	8月5日	1.2665	1.4931	0.16%	0.33%	0.09%	2.19%	2.31%	7.19%	11.77%	14.71%	2.82%	52.11%	7.29%
560	2926	广发集源债券	8月5日	1.1163	1.3727	0.15%	-0.24%	1.34%	3.07%	3.13%	7.18%	7.36%	11.05%	3.19%	40.83%	7.02%
561	630007	华商稳健双利	8月5日	1.56	2.125	0.26%	-0.26%	2.16%	3.52%	3.65%	7.17%	8.36%	9.88%	3.17%	122.67%	7.24%
562	1235	中银国有企业	8月5日	1.2441	1.4643	0.10%	0.30%	0.61%	1.83%	2.40%	7.17%	10.82%	13.56%	3.38%	54.18%	7.16%
563	19603	鹏华精新添利	8月5日	1.0733	1.0733	0.02%	-0.09%	1.98%	2.75%	3.64%	7.16%	---	---	4.34%	7.33%	7.13%
564	16958	招商安颐稳健	8月5日	1.0858	1.0858	0.06%	0.14%	0.11%	1.51%	2.28%	7.15%	7.20%	---	2.13%	8.58%	7.00%
