序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
2479	4238	永赢瑞益债券	8月5日	1.1333	1.397	0.03%	0.19%	-0.14%	0.54%	0.63%	2.11%	6.58%	9.22%	0.76%	46.23%	2.15%
2480	840	摩根纯债丰利	8月5日	1.0383	1.2757	-0.01%	0.10%	-0.56%	-0.26%	-0.32%	2.11%	5.64%	6.01%	-0.07%	30.72%	2.16%
2481	188	华泰柏瑞丰盛	8月5日	1.1531	1.5748	0.01%	0.16%	-0.22%	0.33%	0.64%	2.11%	5.70%	8.17%	0.68%	68.89%	2.15%
2482	674	中海中短债债	8月5日	0.9328	1.2305	0.01%	0.18%	0.06%	0.73%	1.09%	2.11%	5.17%	8.03%	1.13%	24.55%	2.11%
2483	19304	德邦短债E	8月5日	1.1665	1.1665	0.02%	0.09%	-0.03%	0.49%	1.11%	2.11%	---	---	1.23%	6.46%	2.11%
2484	18838	广发添财30	8月5日	1.0594	1.0594	0.01%	0.09%	0.11%	0.66%	0.99%	2.11%	---	---	1.11%	5.94%	2.11%
2485	18594	格林泓盈利率	8月5日	1.0307	1.0607	0.07%	0.34%	0.11%	0.56%	0.67%	2.11%	---	---	0.76%	6.13%	2.13%
2486	19837	大摩恒利债券	8月5日	1.0345	1.0345	-0.01%	0.16%	-0.31%	0.05%	0.07%	2.11%	---	---	0.11%	3.45%	2.17%
2487	21239	农银金泽60	8月5日	1.0283	1.0283	0.02%	0.17%	0.03%	0.39%	0.74%	2.11%	---	---	0.75%	2.83%	2.13%
2488	298	中海纯债债券	8月5日	1.168	1.395	0.00%	0.17%	-0.09%	0.95%	1.30%	2.10%	6.30%	7.14%	1.39%	43.42%	2.10%
2489	110051	易方达安和中	8月5日	1.0584	1.1384	0.02%	0.10%	0.09%	0.57%	0.89%	2.10%	5.40%	8.93%	0.96%	14.02%	2.11%
2490	3130	中信保诚稳利	8月5日	1.0796	1.282	0.01%	0.19%	-0.09%	0.57%	0.83%	2.10%	5.74%	7.84%	0.88%	30.68%	2.14%
2491	519777	交银裕盈纯债	8月5日	1.0083	1.2929	0.00%	0.26%	-0.29%	0.05%	-0.14%	2.10%	5.90%	7.87%	0.09%	30.66%	2.12%
2492	3520	万家1-3年	8月5日	1.0088	1.2998	0.01%	0.19%	-0.17%	0.16%	0.15%	2.10%	6.44%	9.39%	0.13%	34.30%	2.17%
2493	6183	南方泽元债券	8月5日	1.0965	1.2545	-0.01%	0.40%	-0.36%	0.18%	0.10%	2.10%	6.20%	9.63%	0.14%	27.49%	2.15%
2494	6998	广发景兴中短	8月5日	1.0637	1.1892	0.01%	0.06%	0.11%	0.46%	0.74%	2.10%	4.95%	7.45%	0.88%	19.77%	2.10%
2495	6829	鹏扬利沣短债	8月5日	1.0779	1.1879	0.01%	0.21%	0.24%	0.58%	1.03%	2.10%	5.44%	8.78%	1.33%	18.94%	2.10%
2496	8911	平安元丰中短	8月5日	1.1138	1.1658	0.00%	0.19%	-0.08%	0.36%	0.81%	2.10%	6.05%	8.42%	0.78%	16.70%	2.12%
2497	8774	招商鑫福中短	8月5日	1.1781	1.1781	0.02%	0.09%	0.08%	0.49%	0.85%	2.10%	5.28%	7.90%	0.96%	17.81%	2.11%
2498	9271	博时信用优选	8月5日	1.1547	1.1879	0.01%	0.04%	0.09%	0.40%	0.93%	2.10%	5.49%	9.48%	1.09%	19.30%	2.10%
2499	15803	鹏华稳健恒利	8月5日	1.0408	1.0408	0.20%	-0.02%	0.69%	2.21%	2.37%	2.10%	2.88%	---	1.67%	4.08%	2.13%
2500	16694	渤海汇金30	8月5日	1.0914	1.0914	0.01%	0.06%	0.11%	0.56%	1.04%	2.10%	5.37%	---	1.15%	9.14%	2.09%
2501	19398	国投瑞银恒睿	8月5日	1.0526	1.0526	0.01%	0.10%	0.14%	0.59%	1.11%	2.10%	---	---	1.21%	5.26%	2.13%
2502	20572	万家稳航90	8月5日	1.0345	1.0345	0.01%	0.11%	-0.06%	0.36%	1.40%	2.10%	---	---	1.37%	3.45%	2.12%
2503	21067	泰康瑞坤纯债	8月5日	1.2887	1.2887	0.04%	0.23%	-1.26%	-1.18%	-0.02%	2.10%	---	---	-0.02%	5.32%	2.12%
2504	2438	创金合信尊盛	8月5日	1.019	1.383	0.00%	0.10%	0.10%	0.59%	0.89%	2.09%	7.61%	10.45%	0.99%	45.64%	2.09%
2505	519944	长信富安纯债	8月5日	1.097	1.4495	0.02%	0.10%	0.05%	0.53%	1.18%	2.09%	5.70%	12.77%	1.22%	53.65%	2.10%
2506	3673	中加丰裕纯债	8月5日	1.0186	1.3248	-0.01%	0.33%	-0.42%	0.09%	0.23%	2.09%	5.88%	7.94%	0.39%	37.41%	2.14%
2507	519776	交银裕盈纯债	8月5日	1.059	1.3003	0.00%	0.26%	-0.29%	0.05%	-0.13%	2.09%	5.97%	8.17%	0.09%	32.27%	2.10%
2508	6170	工银瑞福纯债	8月5日	1.1527	1.1828	0.02%	0.13%	-0.17%	0.50%	0.73%	2.09%	4.24%	5.48%	0.69%	18.46%	2.14%
2509	7706	南方聪元债券	8月5日	1.0196	1.1964	0.01%	0.26%	-0.20%	0.41%	0.72%	2.09%	5.93%	8.85%	0.62%	21.16%	2.14%
2510	7529	嘉实汇鑫中短	8月5日	1.1037	1.1658	0.01%	0.13%	0.04%	0.60%	0.95%	2.09%	6.31%	9.27%	1.00%	16.94%	2.10%
2511	9463	东方臻慧纯债	8月5日	1.029	1.1821	0.01%	0.16%	-0.05%	0.63%	1.00%	2.09%	6.29%	9.11%	1.05%	19.42%	2.10%
2512	13216	财通资管鸿启	8月5日	1.1518	1.1518	0.01%	0.13%	0.02%	0.56%	0.86%	2.09%	5.61%	8.34%	0.97%	15.18%	2.08%
2513	13536	鹏华稳华90	8月5日	1.1269	1.1269	0.01%	0.07%	0.01%	0.45%	0.85%	2.09%	6.52%	9.27%	0.97%	12.69%	2.08%
2514	13972	长江致惠30	8月5日	1.0908	1.0908	0.01%	0.05%	0.11%	0.42%	1.04%	2.09%	5.16%	7.70%	1.18%	9.08%	2.09%
2515	15942	上银慧享利3	8月5日	1.1075	1.1075	0.02%	0.06%	0.20%	0.64%	1.13%	2.09%	5.96%	9.99%	1.27%	10.75%	2.10%
2516	15533	红塔红土瑞鑫	8月5日	1.0867	1.0867	0.02%	0.11%	0.07%	0.56%	0.79%	2.09%	5.16%	---	0.84%	8.67%	2.10%
2517	16484	国泰利盈60	8月5日	1.0769	1.0769	0.01%	0.05%	0.09%	0.52%	1.04%	2.09%	4.94%	---	1.13%	7.69%	2.09%
2518	17544	浙商惠裕纯债	8月5日	1.0367	1.0617	0.03%	0.16%	-0.08%	0.51%	0.50%	2.09%	5.61%	---	0.44%	6.69%	2.11%
2519	16320	红塔红土瑞恒	8月5日	1.0691	1.0691	0.01%	0.21%	-0.03%	0.68%	0.77%	2.09%	6.16%	---	0.88%	6.91%	2.13%
2520	17503	达诚致益债券	8月5日	1.0346	1.0346	0.24%	-0.02%	0.93%	1.75%	1.02%	2.09%	3.44%	---	0.81%	3.46%	2.11%
2521	17989	易方达安益9	8月5日	1.0641	1.0641	0.00%	0.05%	0.11%	0.57%	1.10%	2.09%	5.72%	---	1.22%	6.41%	2.09%
2522	18150	国投瑞银恒安	8月5日	1.0519	1.0519	0.01%	0.07%	0.16%	0.58%	0.96%	2.09%	---	---	0.97%	5.19%	2.10%
2523	19954	富国安慧短债	8月5日	1.0882	1.0882	0.00%	0.06%	0.08%	0.51%	1.02%	2.09%	---	---	1.08%	4.86%	2.10%
2524	1033	华夏安康债券	8月5日	1.4319	1.5919	-0.01%	0.29%	-0.25%	0.39%	0.49%	2.08%	-7.32%	-8.50%	0.44%	63.64%	2.09%
2525	519675	银河泰利纯债	8月5日	1.0495	1.6934	-0.02%	-0.26%	-0.64%	-0.33%	-1.14%	2.08%	6.72%	9.61%	-0.97%	84.06%	2.09%
2526	4107	中信保诚稳丰	8月5日	1.0793	1.3085	0.01%	0.19%	-0.08%	0.57%	0.80%	2.08%	5.79%	7.95%	0.86%	34.27%	2.13%
2527	3486	平安惠隆纯债	8月5日	1.1063	1.2403	0.00%	0.23%	-0.21%	0.12%	0.00%	2.08%	5.19%	7.82%	0.14%	25.80%	2.09%
2528	4838	信澳安益纯债	8月5日	1.0252	1.2502	0.02%	0.22%	-0.04%	0.68%	1.04%	2.08%	6.35%	8.40%	1.27%	27.35%	2.09%
2529	6834	工银尊享短债	8月5日	1.1408	1.2038	0.02%	0.11%	0.02%	0.59%	0.94%	2.08%	5.13%	7.66%	0.95%	20.89%	2.09%
2530	6947	华宝中短债债	8月5日	1.201	1.221	0.02%	0.18%	-0.07%	0.61%	1.01%	2.08%	5.21%	8.12%	1.09%	22.42%	2.10%
2531	7219	蜂巢添幂中短	8月5日	1.07	1.17	0.02%	0.11%	0.03%	0.51%	0.95%	2.08%	5.23%	7.70%	0.99%	17.77%	2.10%
2532	10567	东方恒瑞短债	8月5日	1.1168	1.1168	0.02%	0.07%	0.09%	0.46%	1.18%	2.08%	4.82%	6.74%	1.25%	11.68%	2.08%
2533	11919	恒越短债债券	8月5日	1.1128	1.1128	0.01%	0.08%	0.17%	0.75%	1.05%	2.08%	4.99%	7.40%	1.16%	11.28%	2.08%
2534	12580	财通资管鸿安	8月5日	1.1352	1.1352	0.01%	0.08%	0.14%	0.60%	1.05%	2.08%	5.27%	7.61%	1.12%	13.52%	2.08%
2535	13252	中信建投稳硕	8月5日	1.0493	1.1293	0.01%	0.34%	-0.30%	0.66%	0.61%	2.08%	7.53%	9.45%	0.80%	13.33%	2.12%
2536	12286	招商稳裕短债	8月5日	1.1065	1.1065	0.01%	0.09%	0.05%	0.44%	0.89%	2.08%	4.56%	7.09%	0.99%	10.65%	2.08%
2537	17314	国泰利享安益	8月5日	1.082	1.082	0.01%	0.06%	0.11%	0.59%	1.06%	2.08%	5.38%	---	1.17%	8.20%	2.08%
2538	16584	汇添富鑫润纯	8月5日	1.0266	1.0783	0.00%	0.22%	-0.30%	0.17%	0.09%	2.08%	5.48%	---	0.07%	7.97%	2.16%
2539	17055	工银稳健丰润	8月5日	1.0835	1.0835	0.01%	0.10%	-0.02%	0.46%	0.88%	2.08%	4.79%	---	0.86%	8.35%	2.08%
2540	17440	英大安旸纯债	8月5日	1.0512	1.0732	0.01%	0.22%	-0.19%	0.19%	0.03%	2.08%	5.32%	---	0.13%	7.43%	2.10%
2541	19049	嘉实汇享30	8月5日	1.0502	1.0502	0.01%	0.04%	0.06%	0.30%	1.19%	2.08%	---	---	1.06%	5.02%	2.08%
2542	20974	鑫元鸿利C	8月5日	1.1379	1.1379	0.01%	0.18%	-0.10%	0.65%	0.95%	2.08%	---	---	1.07%	4.61%	2.10%
2543	21026	德邦短债D	8月5日	1.1676	1.1676	0.02%	0.09%	-0.03%	0.49%	1.10%	2.08%	---	---	1.23%	3.75%	2.08%
2544	25	大摩双利增强	8月5日	1.1857	1.6529	0.09%	0.17%	-0.14%	0.97%	0.28%	2.07%	5.17%	6.17%	0.92%	76.79%	2.18%
2545	519942	长信利率C	8月5日	1.0334	1.2931	-0.02%	0.16%	-0.36%	-0.05%	0.02%	2.07%	4.27%	5.78%	0.19%	30.73%	2.11%
2546	3073	宏利汇利债券	8月5日	1.3276	1.5181	-0.01%	0.21%	-0.27%	0.25%	0.11%	2.07%	7.30%	11.30%	0.38%	54.66%	2.12%
2547	4367	博时汇享纯债	8月5日	1.0975	1.272	-0.01%	0.16%	-0.23%	0.09%	0.26%	2.07%	5.55%	8.03%	0.35%	29.34%	2.09%
2548	139	富国国有企业	8月5日	1.0065	1.484	0.01%	0.07%	0.12%	0.56%	1.02%	2.07%	5.21%	7.79%	1.08%	61.26%	2.08%
2549	6683	富国国有企业	8月5日	1.0048	1.1843	0.01%	0.08%	0.12%	0.56%	1.02%	2.07%	5.19%	7.51%	1.07%	19.66%	2.07%
2550	7332	嘉合磐昇纯债	8月5日	1.1405	1.2105	0.00%	0.10%	-0.17%	0.56%	0.56%	2.07%	6.38%	8.61%	0.69%	21.67%	2.08%
2551	8204	交银稳利中短	8月5日	1.1663	1.2093	0.01%	0.13%	0.04%	0.60%	0.95%	2.07%	6.24%	8.58%	1.07%	21.20%	2.07%
2552	8466	蜂巢添益纯债	8月5日	1.0315	1.1875	0.02%	0.18%	-0.05%	0.56%	0.91%	2.07%	6.19%	8.88%	1.06%	19.97%	2.05%
2553	7555	中航瑞明纯债	8月5日	1.0859	1.7549	0.02%	0.16%	0.02%	0.76%	1.14%	2.07%	6.50%	8.55%	1.14%	80.83%	2.10%
2554	11985	申万菱信合利	8月5日	1.0298	1.2722	0.01%	0.11%	0.10%	0.71%	1.22%	2.07%	5.11%	7.00%	1.26%	28.45%	2.07%
2555	12395	兴业60天滚	8月5日	1.1345	1.1345	0.01%	0.09%	0.07%	0.61%	1.08%	2.07%	5.33%	8.42%	1.16%	13.45%	2.08%
2556	13375	平安元鑫12	8月5日	1.1323	1.1323	0.04%	0.14%	0.05%	0.77%	1.25%	2.07%	6.43%	9.96%	1.31%	13.23%	2.09%
2557	12266	中泰稳固周周	8月5日	1.1313	1.1313	0.03%	0.12%	0.06%	0.61%	1.06%	2.07%	5.97%	8.93%	1.15%	13.13%	2.08%
2558	14250	建信鑫怡90	8月5日	1.1141	1.1141	0.01%	0.12%	0.03%	0.57%	0.94%	2.07%	5.85%	9.12%	1.02%	11.41%	2.09%
2559	13699	永赢安盈90	8月5日	1.1169	1.1169	0.01%	0.08%	0.04%	0.43%	0.85%	2.07%	5.85%	8.81%	0.95%	11.68%	2.06%
2560	15081	兴业90天滚	8月5日	1.1086	1.1086	0.00%	0.09%	0.04%	0.60%	1.07%	2.07%	5.39%	8.75%	1.14%	10.86%	2.08%
2561	16790	招商鑫利中短	8月5日	1.0845	1.0845	0.01%	0.08%	0.11%	0.52%	0.97%	2.07%	5.04%	---	1.14%	8.45%	2.07%
2562	18415	南方稳瑞90	8月5日	1.0579	1.0579	0.02%	0.10%	0.09%	0.36%	0.63%	2.07%	---	---	0.66%	5.79%	2.08%
2563	19883	信澳安益纯债	8月5日	1.0243	1.1289	0.02%	0.22%	-0.04%	0.67%	1.04%	2.07%	---	---	1.27%	5.00%	2.07%
2564	21422	工银尊享短债	8月5日	1.1407	1.1407	0.02%	0.11%	0.01%	0.58%	0.92%	2.07%	---	---	0.93%	2.75%	2.07%
2565	18171	嘉实双季瑞享	8月5日	1.0689	1.0689	0.02%	0.30%	-0.21%	0.39%	0.33%	2.07%	---	---	0.63%	6.89%	2.09%
2566	20710	同泰恒利纯债	8月5日	1.1456	2.2715	0.01%	0.10%	-0.18%	0.09%	-0.02%	2.07%	---	---	0.25%	4.29%	2.22%
2567	899	华富恒稳纯债	8月5日	1.1168	1.3785	0.03%	0.22%	-0.18%	0.65%	0.94%	2.06%	7.33%	9.24%	1.06%	41.10%	2.09%
2568	1960	兴银瑞益	8月5日	1.043	1.336	0.00%	0.19%	0.00%	0.77%	0.97%	2.06%	6.83%	9.92%	1.07%	38.62%	2.15%
2569	4556	南方和元C	8月5日	1.0732	1.305	-0.02%	0.08%	-0.07%	0.38%	0.76%	2.06%	6.10%	8.50%	0.52%	34.59%	2.10%
2570	745	北信瑞丰稳定	8月5日	1.291	1.55	0.00%	0.16%	0.00%	0.78%	1.10%	2.06%	8.85%	10.53%	1.18%	64.03%	2.06%
2571	8449	德邦短债C	8月5日	1.1552	1.1552	0.02%	0.09%	-0.03%	0.48%	1.09%	2.06%	6.95%	8.88%	1.21%	15.52%	2.06%
2572	8748	大成景泰纯债	8月5日	1.1029	1.1729	0.03%	0.19%	-0.18%	0.43%	0.65%	2.06%	6.94%	10.55%	0.77%	17.55%	2.11%
2573	8582	兴银聚丰债券	8月5日	1.03	1.123	0.01%	0.02%	0.10%	0.57%	0.84%	2.06%	4.50%	6.31%	1.02%	12.87%	2.05%
2574	13202	恒生前海恒祥	8月5日	1.073	1.13	0.00%	0.20%	-0.19%	0.27%	1.05%	2.06%	5.96%	9.51%	1.04%	13.47%	2.07%
2575	13281	国泰君安30	8月5日	1.1261	1.1261	0.02%	0.08%	0.08%	0.62%	1.08%	2.06%	5.58%	8.53%	1.15%	12.61%	2.06%
2576	13729	创金合信恒宁	8月5日	1.1017	1.1017	0.02%	0.09%	0.08%	0.60%	1.07%	2.06%	4.91%	7.13%	1.17%	10.17%	2.06%
2577	13814	汇添富稳鑫1	8月5日	1.1272	1.1272	0.01%	0.08%	0.09%	0.59%	1.08%	2.06%	5.79%	8.60%	1.18%	12.72%	2.06%
2578	12824	富国安利90	8月5日	1.1143	1.1143	0.01%	0.08%	0.10%	0.56%	1.05%	2.06%	5.44%	8.09%	1.09%	11.43%	2.07%
2579	15706	诺德安元纯债	8月5日	1.0299	1.0999	0.07%	0.16%	0.11%	0.29%	1.14%	2.06%	6.62%	9.32%	1.22%	10.30%	2.09%
2580	15410	中信建投景安	8月5日	1.0405	1.0995	-0.02%	0.48%	-0.75%	-0.38%	-0.21%	2.06%	6.46%	8.82%	-0.17%	10.06%	2.09%
2581	16596	民生加银月月	8月5日	1.0778	1.0778	0.02%	0.11%	0.11%	0.69%	1.14%	2.06%	5.54%	---	1.19%	7.78%	2.07%
2582	15534	红塔红土瑞鑫	8月5日	1.0735	1.0735	0.02%	0.11%	0.07%	0.54%	0.78%	2.06%	5.14%	---	0.84%	7.35%	2.08%
2583	12632	天治鑫祥利率	8月5日	1.0374	1.0542	0.00%	0.27%	-0.27%	-0.02%	0.02%	2.06%	5.32%	---	0.30%	5.44%	2.07%
2584	14375	永赢瑞弘12	8月5日	1.0399	1.0399	0.03%	0.20%	-0.01%	0.79%	1.20%	2.06%	---	---	1.32%	3.99%	2.09%
2585	20942	安信青享纯债	8月5日	1.0349	1.0349	-0.01%	0.26%	-0.38%	-0.11%	-0.53%	2.06%	---	---	-0.27%	3.49%	2.09%
2586	21425	长城月月鑫3	8月5日	1.0236	1.0236	0.02%	0.12%	0.07%	0.71%	1.21%	2.06%	---	---	1.27%	2.36%	2.06%
2587	270046	广发景荣纯债	8月5日	1.0277	1.1777	0.01%	0.27%	-0.27%	0.31%	0.41%	2.05%	6.28%	9.38%	0.62%	18.95%	2.05%
2588	2920	中欧短债债券	8月5日	1.0652	1.283	0.01%	0.08%	0.02%	0.37%	0.85%	2.05%	4.96%	7.31%	1.01%	31.19%	2.06%
2589	3650	融通通润债券	8月5日	1.0308	1.3135	-0.01%	0.22%	-0.18%	0.20%	0.24%	2.05%	6.64%	9.17%	0.11%	35.16%	2.10%
2590	4028	广发景源纯债	8月5日	1.0964	1.3201	0.01%	0.19%	-0.16%	0.48%	0.61%	2.05%	6.17%	8.33%	0.70%	36.26%	2.10%
2591	217022	招商产业债券	8月5日	1.8375	2.0775	0.01%	0.09%	0.07%	0.51%	0.82%	2.05%	6.71%	9.90%	0.91%	130.17%	2.07%
2592	5467	华泰紫金智盈	8月5日	1.1579	1.3551	0.02%	0.19%	-0.13%	0.80%	0.97%	2.05%	6.37%	8.95%	1.04%	36.71%	2.09%
2593	3656	民生加银鑫元	8月5日	1.0544	1.4333	-0.03%	0.40%	-0.54%	-0.19%	-0.19%	2.05%	6.51%	8.86%	-0.17%	48.59%	2.08%
2594	6517	南方吉元短债	8月5日	1.0866	1.1606	0.00%	0.07%	0.07%	0.48%	0.93%	2.05%	5.14%	8.65%	0.93%	16.79%	2.05%
2595	6591	广发景明中短	8月5日	1.031	1.2109	0.01%	0.11%	0.09%	0.67%	1.08%	2.05%	5.30%	7.74%	1.14%	22.83%	2.05%
2596	6767	银河嘉裕债券	8月5日	1.038	1.7125	0.01%	0.13%	-0.14%	0.02%	-0.04%	2.05%	6.09%	8.48%	0.18%	77.66%	2.14%
2597	7394	东兴兴财短债	8月5日	1.1111	1.1111	0.01%	0.15%	-0.08%	0.19%	0.09%	2.05%	5.39%	6.20%	0.22%	11.11%	2.08%
2598	7907	富荣富开1-	8月5日	1.0406	1.1805	-0.01%	0.10%	-0.08%	0.18%	0.18%	2.05%	5.64%	7.75%	0.20%	15.21%	2.08%
2599	5725	国投瑞银恒泽	8月5日	1.1324	1.2194	0.02%	0.13%	0.07%	0.57%	1.00%	2.05%	5.64%	8.53%	1.12%	22.86%	2.07%
2600	11658	汇添富中高等	8月5日	1.1494	1.1494	0.01%	0.32%	0.00%	0.63%	0.77%	2.05%	6.37%	10.63%	0.94%	14.94%	2.09%
2601	13751	中信建投稳益	8月5日	1.1249	1.1249	0.01%	0.09%	0.07%	0.60%	0.92%	2.05%	6.43%	9.30%	0.98%	12.49%	2.07%
2602	7603	景顺长城中短	8月5日	1.1507	1.1828	0.03%	0.20%	0.07%	0.66%	1.04%	2.05%	5.45%	7.83%	1.02%	18.43%	2.07%
2603	17058	国泰君安90	8月5日	1.0908	1.0908	0.01%	0.09%	0.09%	0.68%	1.12%	2.05%	5.86%	---	1.19%	9.08%	2.05%
2604	17105	光大荣利纯债	8月5日	1.0643	1.0744	0.03%	0.52%	-0.44%	-0.33%	-0.25%	2.05%	5.29%	---	-0.41%	7.50%	2.07%
2605	5367	摩根丰瑞债券	8月5日	1.0073	1.2596	-0.01%	0.12%	-0.59%	-0.28%	-0.22%	2.05%	5.98%	8.07%	-0.03%	28.43%	2.09%
2606	20040	易方达安嘉3	8月5日	1.0367	1.0367	0.00%	0.03%	0.10%	0.61%	1.17%	2.05%	---	---	1.26%	3.67%	2.04%
2607	20390	中欧短债债券	8月5日	1.0653	1.0653	0.01%	0.08%	0.03%	0.38%	0.84%	2.05%	---	---	0.99%	4.28%	2.06%
2608	20260	嘉实稳恒90	8月5日	1.028	1.028	0.01%	0.06%	0.06%	0.37%	0.87%	2.05%	---	---	0.94%	2.80%	2.07%
2609	21742	光大保德信超	8月5日	1.1169	1.1169	0.01%	0.06%	0.08%	0.41%	0.80%	2.05%	---	---	0.98%	2.44%	2.08%
2610	3124	天治鑫利纯债	8月5日	1.138	1.2194	0.02%	0.12%	0.01%	0.56%	0.98%	2.04%	8.64%	10.25%	1.06%	22.08%	2.04%
2611	5936	申万菱信安泰	8月5日	1.0127	1.2585	0.02%	0.18%	-0.09%	0.57%	0.95%	2.04%	5.63%	8.00%	0.93%	28.52%	2.05%
2612	6076	创金合信恒利	8月5日	1.0473	1.2393	0.01%	0.09%	0.11%	0.54%	0.94%	2.04%	5.02%	7.61%	0.96%	24.97%	2.04%
2613	8728	同泰恒利纯债	8月5日	1.0364	2.3771	0.00%	0.10%	-0.18%	0.09%	-0.02%	2.04%	81.25%	132.63%	0.22%	150.03%	2.19%
2614	9094	华泰柏瑞鸿利	8月5日	1.1266	1.1266	0.00%	0.04%	0.09%	0.38%	0.91%	2.04%	4.63%	7.17%	0.99%	12.66%	2.04%
2615	9532	广发景明中短	8月5日	1.0306	1.1768	0.01%	0.11%	0.09%	0.67%	1.08%	2.04%	5.27%	7.70%	1.13%	14.95%	2.03%
2616	10247	惠升和泰纯债	8月5日	1.1293	1.1293	0.00%	0.14%	-0.10%	0.28%	0.31%	2.04%	6.44%	10.14%	0.36%	12.93%	2.07%
2617	1794	兴银朝阳A	8月5日	1.0464	1.3592	0.01%	0.12%	-0.16%	0.32%	0.91%	2.04%	6.12%	9.09%	1.00%	41.95%	2.07%
2618	14083	浙商汇金月享	8月5日	1.1432	1.1432	0.01%	0.11%	-0.06%	0.84%	1.33%	2.04%	7.46%	10.44%	1.43%	14.32%	2.10%
2619	911	鑫元合丰纯债	8月5日	1.0507	1.5445	0.00%	0.20%	-0.25%	0.18%	0.35%	2.04%	7.25%	10.16%	0.31%	59.02%	2.06%
2620	5099	易方达富华纯	8月5日	1.019	1.1563	0.01%	0.12%	-0.06%	0.52%	0.90%	2.04%	6.89%	9.97%	1.09%	16.65%	2.06%
2621	18527	银河星汇30	8月5日	1.0568	1.0568	0.00%	0.07%	0.02%	0.36%	0.83%	2.04%	---	---	0.93%	5.68%	2.05%
2622	9739	嘉合磐泰短债	8月5日	1.1428	1.1428	0.01%	0.04%	0.15%	0.56%	1.06%	2.04%	---	---	1.17%	4.61%	2.04%
2623	20656	景顺长城中短	8月5日	1.15	1.1672	0.02%	0.19%	0.06%	0.64%	1.02%	2.04%	---	---	1.00%	4.09%	2.04%
2624	933333	国信安泰中短	8月5日	1.1327	1.1327	0.01%	0.06%	0.11%	0.57%	1.04%	2.04%	6.02%	---	1.13%	8.98%	2.04%
2625	19962	国联安月享3	8月5日	1.0362	1.0362	0.01%	0.08%	0.12%	0.56%	0.85%	2.04%	---	---	0.90%	3.62%	2.03%
2626	2274	中邮纯债聚利	8月5日	1.0297	1.5803	0.00%	0.12%	-0.44%	-0.08%	0.32%	2.03%	5.61%	27.70%	0.37%	67.42%	2.04%
2627	3221	新华丰利债券	8月5日	1.0832	1.3552	0.22%	0.00%	1.29%	2.76%	1.94%	2.03%	9.39%	6.25%	2.33%	36.26%	2.09%
2628	3188	博时聚源纯债	8月5日	1.0625	1.4415	0.00%	0.19%	-0.38%	-0.22%	0.11%	2.03%	6.36%	9.04%	0.18%	50.81%	2.04%
2629	6437	浦银安盛中短	8月5日	1.0868	1.2068	0.00%	0.07%	-0.01%	0.40%	0.47%	2.03%	5.29%	7.62%	0.54%	21.56%	2.05%
2630	6570	中金金元A	8月5日	1.0346	1.2214	0.03%	0.15%	-0.04%	0.69%	1.09%	2.03%	6.04%	8.62%	1.14%	24.26%	2.06%
2631	13069	博时双月享6	8月5日	1.1268	1.1268	0.01%	0.06%	0.10%	0.45%	0.86%	2.03%	5.86%	8.71%	0.93%	12.68%	2.02%
2632	13857	信澳优享债券	8月5日	1.0145	1.1033	0.00%	0.12%	-0.06%	0.23%	0.24%	2.03%	5.66%	8.42%	0.16%	10.54%	2.06%
2633	13717	国联恒利纯债	8月5日	1.0712	1.1202	0.01%	0.28%	-0.20%	0.65%	0.56%	2.03%	6.71%	10.19%	0.83%	12.19%	2.06%
2634	16628	广发添财60	8月5日	1.0934	1.0934	0.02%	0.09%	0.11%	0.58%	1.00%	2.03%	6.71%	---	1.10%	9.34%	2.04%
2635	19112	恒越短债债券	8月5日	1.1133	1.1133	0.01%	0.07%	0.15%	0.72%	1.03%	2.03%	---	---	1.09%	4.91%	2.03%
2636	19905	信澳优享债券	8月5日	1.0142	1.103	0.00%	0.12%	-0.06%	0.24%	0.24%	2.03%	---	---	0.17%	5.61%	2.05%
2637	160608	鹏华普天债券	8月5日	1.3173	2.0595	0.01%	0.02%	0.08%	0.43%	0.58%	2.02%	4.26%	7.08%	0.65%	130.57%	2.04%
2638	2338	兴业优债增利	8月5日	1.0951	1.2675	0.00%	0.14%	-0.05%	0.41%	0.50%	2.02%	5.26%	6.80%	0.50%	29.07%	2.06%
2639	6488	富荣富开1-	8月5日	1.0237	1.2049	-0.01%	0.11%	-0.07%	0.20%	0.19%	2.02%	5.09%	7.56%	0.20%	21.99%	2.06%
2640	270044	广发双债添利	8月5日	1.2223	1.6746	0.03%	0.25%	-0.08%	0.97%	0.64%	2.02%	9.09%	13.12%	0.94%	76.72%	2.07%
2641	3527	鹏华丰腾债券	8月5日	1.0527	1.2603	0.00%	0.18%	-0.14%	0.70%	0.79%	2.02%	5.90%	8.67%	0.78%	28.51%	2.05%
2642	6609	申万菱信安泰	8月5日	1.1283	1.1926	0.01%	0.15%	0.04%	0.71%	1.11%	2.02%	5.77%	8.37%	1.22%	20.18%	2.03%
2643	12336	工银稳健回报	8月5日	1.1125	1.1125	0.00%	0.05%	0.10%	0.56%	1.11%	2.02%	5.30%	7.82%	1.08%	11.25%	2.04%
2644	13574	中邮鑫溢中短	8月5日	1.0813	1.0813	0.02%	0.23%	-0.19%	0.39%	0.54%	2.02%	5.44%	6.70%	0.55%	8.13%	2.06%
